context: Live till after noon! response:	Live TV till after noon!
context: You may one day have to fight against this great evil...\In order to prepare to face those words,\I have to make everything count from now on.\It doesn't matter if they're people or robots. They're the same if you beat'em up, right?\What're you idiots talking about it being a cinch for?\-Who're you calling an idiot?! -Shut up!\If you need to control your Quirk, then control it! Idiot!\Hey, Deku! response:	I don't know if you've figured out how to use your Quirk a little or what,
context: In order to prepare to face those words,\I have to make everything count from now on.\It doesn't matter if they're people or robots. They're the same if you beat'em up, right?\What're you idiots talking about it being a cinch for?\-Who're you calling an idiot?! -Shut up!\If you need to control your Quirk, then control it! Idiot!\Hey, Deku!\I don't know if you've figured out how to use your Quirk a little or what, response:	but you seriously keep rubbing me the wrong way.
context: I have to make everything count from now on.\It doesn't matter if they're people or robots. They're the same if you beat'em up, right?\What're you idiots talking about it being a cinch for?\-Who're you calling an idiot?! -Shut up!\If you need to control your Quirk, then control it! Idiot!\Hey, Deku!\I don't know if you've figured out how to use your Quirk a little or what,\but you seriously keep rubbing me the wrong way. response:	Oh, he must be talking about how Deku was moving like Bakugo the other day.
context: It doesn't matter if they're people or robots. They're the same if you beat'em up, right?\What're you idiots talking about it being a cinch for?\-Who're you calling an idiot?! -Shut up!\If you need to control your Quirk, then control it! Idiot!\Hey, Deku!\I don't know if you've figured out how to use your Quirk a little or what,\but you seriously keep rubbing me the wrong way.\Oh, he must be talking about how Deku was moving like Bakugo the other day. response:	Oh, yeah!
context: What're you idiots talking about it being a cinch for?\-Who're you calling an idiot?! -Shut up!\If you need to control your Quirk, then control it! Idiot!\Hey, Deku!\I don't know if you've figured out how to use your Quirk a little or what,\but you seriously keep rubbing me the wrong way.\Oh, he must be talking about how Deku was moving like Bakugo the other day.\Oh, yeah! response:	I don't need another half-assed result like at the sports festival.
context: -Who're you calling an idiot?! -Shut up!\If you need to control your Quirk, then control it! Idiot!\Hey, Deku!\I don't know if you've figured out how to use your Quirk a little or what,\but you seriously keep rubbing me the wrong way.\Oh, he must be talking about how Deku was moving like Bakugo the other day.\Oh, yeah!\I don't need another half-assed result like at the sports festival. response:	At the upcoming finals, we'll get individual scores,
context: If you need to control your Quirk, then control it! Idiot!\Hey, Deku!\I don't know if you've figured out how to use your Quirk a little or what,\but you seriously keep rubbing me the wrong way.\Oh, he must be talking about how Deku was moving like Bakugo the other day.\Oh, yeah!\I don't need another half-assed result like at the sports festival.\At the upcoming finals, we'll get individual scores, response:	so we'll see who's better whether you like it or not.
context: Hey, Deku!\I don't know if you've figured out how to use your Quirk a little or what,\but you seriously keep rubbing me the wrong way.\Oh, he must be talking about how Deku was moving like Bakugo the other day.\Oh, yeah!\I don't need another half-assed result like at the sports festival.\At the upcoming finals, we'll get individual scores,\so we'll see who's better whether you like it or not. response:	I'll beat you with an indisputable difference!
context: I don't know if you've figured out how to use your Quirk a little or what,\but you seriously keep rubbing me the wrong way.\Oh, he must be talking about how Deku was moving like Bakugo the other day.\Oh, yeah!\I don't need another half-assed result like at the sports festival.\At the upcoming finals, we'll get individual scores,\so we'll see who's better whether you like it or not.\I'll beat you with an indisputable difference! response:	I'll kill you!
context: but you seriously keep rubbing me the wrong way.\Oh, he must be talking about how Deku was moving like Bakugo the other day.\Oh, yeah!\I don't need another half-assed result like at the sports festival.\At the upcoming finals, we'll get individual scores,\so we'll see who's better whether you like it or not.\I'll beat you with an indisputable difference!\I'll kill you! response:	Todoroki!
context: Oh, he must be talking about how Deku was moving like Bakugo the other day.\Oh, yeah!\I don't need another half-assed result like at the sports festival.\At the upcoming finals, we'll get individual scores,\so we'll see who's better whether you like it or not.\I'll beat you with an indisputable difference!\I'll kill you!\Todoroki! response:	You, too!
context: Oh, yeah!\I don't need another half-assed result like at the sports festival.\At the upcoming finals, we'll get individual scores,\so we'll see who's better whether you like it or not.\I'll beat you with an indisputable difference!\I'll kill you!\Todoroki!\You, too! response:	It's been a while since I've seen Bakugo that intense.
context: I don't need another half-assed result like at the sports festival.\At the upcoming finals, we'll get individual scores,\so we'll see who's better whether you like it or not.\I'll beat you with an indisputable difference!\I'll kill you!\Todoroki!\You, too!\It's been a while since I've seen Bakugo that intense. response:	Impatience...?
context: At the upcoming finals, we'll get individual scores,\so we'll see who's better whether you like it or not.\I'll beat you with an indisputable difference!\I'll kill you!\Todoroki!\You, too!\It's been a while since I've seen Bakugo that intense.\Impatience...? response:	Or hatred?
context: so we'll see who's better whether you like it or not.\I'll beat you with an indisputable difference!\I'll kill you!\Todoroki!\You, too!\It's been a while since I've seen Bakugo that intense.\Impatience...?\Or hatred? response:	Bakugo has gotten worse than I thought.
context: I'll beat you with an indisputable difference!\I'll kill you!\Todoroki!\You, too!\It's been a while since I've seen Bakugo that intense.\Impatience...?\Or hatred?\Bakugo has gotten worse than I thought. response:	Yaoyorozu
context: I'll kill you!\Todoroki!\You, too!\It's been a while since I've seen Bakugo that intense.\Impatience...?\Or hatred?\Bakugo has gotten worse than I thought.\Yaoyorozu response:	Wow...
context: Todoroki!\You, too!\It's been a while since I've seen Bakugo that intense.\Impatience...?\Or hatred?\Bakugo has gotten worse than I thought.\Yaoyorozu\Wow... response:	I knew she was rich, but I didn't think she was this rich...
context: You, too!\It's been a while since I've seen Bakugo that intense.\Impatience...?\Or hatred?\Bakugo has gotten worse than I thought.\Yaoyorozu\Wow...\I knew she was rich, but I didn't think she was this rich... response:	Everyone, I have been waiting for you!
context: It's been a while since I've seen Bakugo that intense.\Impatience...?\Or hatred?\Bakugo has gotten worse than I thought.\Yaoyorozu\Wow...\I knew she was rich, but I didn't think she was this rich...\Everyone, I have been waiting for you! response:	Please, come in.
context: Impatience...?\Or hatred?\Bakugo has gotten worse than I thought.\Yaoyorozu\Wow...\I knew she was rich, but I didn't think she was this rich...\Everyone, I have been waiting for you!\Please, come in. response:	I feel so out of place, it's making me nervous...
context: Or hatred?\Bakugo has gotten worse than I thought.\Yaoyorozu\Wow...\I knew she was rich, but I didn't think she was this rich...\Everyone, I have been waiting for you!\Please, come in.\I feel so out of place, it's making me nervous... response:	Me, too...
context: Bakugo has gotten worse than I thought.\Yaoyorozu\Wow...\I knew she was rich, but I didn't think she was this rich...\Everyone, I have been waiting for you!\Please, come in.\I feel so out of place, it's making me nervous...\Me, too... response:	bounce bounce bounce
context: Yaoyorozu\Wow...\I knew she was rich, but I didn't think she was this rich...\Everyone, I have been waiting for you!\Please, come in.\I feel so out of place, it's making me nervous...\Me, too...\bounce bounce bounce response:	What is it?
context: Wow...\I knew she was rich, but I didn't think she was this rich...\Everyone, I have been waiting for you!\Please, come in.\I feel so out of place, it's making me nervous...\Me, too...\bounce bounce bounce\What is it? response:	Oh, nothing...
context: I knew she was rich, but I didn't think she was this rich...\Everyone, I have been waiting for you!\Please, come in.\I feel so out of place, it's making me nervous...\Me, too...\bounce bounce bounce\What is it?\Oh, nothing... response:	Written Exam - Day 1
context: Everyone, I have been waiting for you!\Please, come in.\I feel so out of place, it's making me nervous...\Me, too...\bounce bounce bounce\What is it?\Oh, nothing...\Written Exam - Day 1 response:	Written Exam - Day 3
context: Please, come in.\I feel so out of place, it's making me nervous...\Me, too...\bounce bounce bounce\What is it?\Oh, nothing...\Written Exam - Day 1\Written Exam - Day 3 response:	Pencils down, everybody.
context: I feel so out of place, it's making me nervous...\Me, too...\bounce bounce bounce\What is it?\Oh, nothing...\Written Exam - Day 1\Written Exam - Day 3\Pencils down, everybody. response:	The last person in each row, collect the answer sheets and bring them here.
context: Me, too...\bounce bounce bounce\What is it?\Oh, nothing...\Written Exam - Day 1\Written Exam - Day 3\Pencils down, everybody.\The last person in each row, collect the answer sheets and bring them here. response:	Thanks, Yao-momo!
context: bounce bounce bounce\What is it?\Oh, nothing...\Written Exam - Day 1\Written Exam - Day 3\Pencils down, everybody.\The last person in each row, collect the answer sheets and bring them here.\Thanks, Yao-momo! response:	I didn't leave anything blank, at least!
context: What is it?\Oh, nothing...\Written Exam - Day 1\Written Exam - Day 3\Pencils down, everybody.\The last person in each row, collect the answer sheets and bring them here.\Thanks, Yao-momo!\I didn't leave anything blank, at least! response:	And so, our three days of written exams were over.
context: Oh, nothing...\Written Exam - Day 1\Written Exam - Day 3\Pencils down, everybody.\The last person in each row, collect the answer sheets and bring them here.\Thanks, Yao-momo!\I didn't leave anything blank, at least!\And so, our three days of written exams were over. response:	And then, it was the day of the practical exam.
context: Written Exam - Day 1\Written Exam - Day 3\Pencils down, everybody.\The last person in each row, collect the answer sheets and bring them here.\Thanks, Yao-momo!\I didn't leave anything blank, at least!\And so, our three days of written exams were over.\And then, it was the day of the practical exam. response:	Practical Exam Area - Center Plaza
context: Written Exam - Day 3\Pencils down, everybody.\The last person in each row, collect the answer sheets and bring them here.\Thanks, Yao-momo!\I didn't leave anything blank, at least!\And so, our three days of written exams were over.\And then, it was the day of the practical exam.\Practical Exam Area - Center Plaza response:	Now, we will begin the practical exam.
context: Pencils down, everybody.\The last person in each row, collect the answer sheets and bring them here.\Thanks, Yao-momo!\I didn't leave anything blank, at least!\And so, our three days of written exams were over.\And then, it was the day of the practical exam.\Practical Exam Area - Center Plaza\Now, we will begin the practical exam. response:	Of course, it is possible to fail this exam.
context: The last person in each row, collect the answer sheets and bring them here.\Thanks, Yao-momo!\I didn't leave anything blank, at least!\And so, our three days of written exams were over.\And then, it was the day of the practical exam.\Practical Exam Area - Center Plaza\Now, we will begin the practical exam.\Of course, it is possible to fail this exam. response:	If you want to go to the training camp, then don't make any stupid mistakes.
context: Thanks, Yao-momo!\I didn't leave anything blank, at least!\And so, our three days of written exams were over.\And then, it was the day of the practical exam.\Practical Exam Area - Center Plaza\Now, we will begin the practical exam.\Of course, it is possible to fail this exam.\If you want to go to the training camp, then don't make any stupid mistakes. response:	There are a lot of teachers...
context: I didn't leave anything blank, at least!\And so, our three days of written exams were over.\And then, it was the day of the practical exam.\Practical Exam Area - Center Plaza\Now, we will begin the practical exam.\Of course, it is possible to fail this exam.\If you want to go to the training camp, then don't make any stupid mistakes.\There are a lot of teachers... response:	I expect that you all have gathered information ahead of time
context: And so, our three days of written exams were over.\And then, it was the day of the practical exam.\Practical Exam Area - Center Plaza\Now, we will begin the practical exam.\Of course, it is possible to fail this exam.\If you want to go to the training camp, then don't make any stupid mistakes.\There are a lot of teachers...\I expect that you all have gathered information ahead of time response:	and have some idea of what you will be doing.
context: And then, it was the day of the practical exam.\Practical Exam Area - Center Plaza\Now, we will begin the practical exam.\Of course, it is possible to fail this exam.\If you want to go to the training camp, then don't make any stupid mistakes.\There are a lot of teachers...\I expect that you all have gathered information ahead of time\and have some idea of what you will be doing. response:	We're fighting robot warriors like at the entrance exam, right?
context: Practical Exam Area - Center Plaza\Now, we will begin the practical exam.\Of course, it is possible to fail this exam.\If you want to go to the training camp, then don't make any stupid mistakes.\There are a lot of teachers...\I expect that you all have gathered information ahead of time\and have some idea of what you will be doing.\We're fighting robot warriors like at the entrance exam, right? response:	Fireworks! Curry! Test of Courage!
context: Now, we will begin the practical exam.\Of course, it is possible to fail this exam.\If you want to go to the training camp, then don't make any stupid mistakes.\There are a lot of teachers...\I expect that you all have gathered information ahead of time\and have some idea of what you will be doing.\We're fighting robot warriors like at the entrance exam, right?\Fireworks! Curry! Test of Courage! response:	Too bad!
context: Of course, it is possible to fail this exam.\If you want to go to the training camp, then don't make any stupid mistakes.\There are a lot of teachers...\I expect that you all have gathered information ahead of time\and have some idea of what you will be doing.\We're fighting robot warriors like at the entrance exam, right?\Fireworks! Curry! Test of Courage!\Too bad! response:	For various reasons, the exam will be different starting this time!
context: If you want to go to the training camp, then don't make any stupid mistakes.\There are a lot of teachers...\I expect that you all have gathered information ahead of time\and have some idea of what you will be doing.\We're fighting robot warriors like at the entrance exam, right?\Fireworks! Curry! Test of Courage!\Too bad!\For various reasons, the exam will be different starting this time! response:	Pop
context: There are a lot of teachers...\I expect that you all have gathered information ahead of time\and have some idea of what you will be doing.\We're fighting robot warriors like at the entrance exam, right?\Fireworks! Curry! Test of Courage!\Too bad!\For various reasons, the exam will be different starting this time!\Pop response:	Principal Nezu!
context: I expect that you all have gathered information ahead of time\and have some idea of what you will be doing.\We're fighting robot warriors like at the entrance exam, right?\Fireworks! Curry! Test of Courage!\Too bad!\For various reasons, the exam will be different starting this time!\Pop\Principal Nezu! response:	Different?
context: and have some idea of what you will be doing.\We're fighting robot warriors like at the entrance exam, right?\Fireworks! Curry! Test of Courage!\Too bad!\For various reasons, the exam will be different starting this time!\Pop\Principal Nezu!\Different? response:	From now on, we want to focus on person-to-person combat and hero work,
context: We're fighting robot warriors like at the entrance exam, right?\Fireworks! Curry! Test of Courage!\Too bad!\For various reasons, the exam will be different starting this time!\Pop\Principal Nezu!\Different?\From now on, we want to focus on person-to-person combat and hero work, response:	and stress teaching that is closer to actual fighting.
context: Fireworks! Curry! Test of Courage!\Too bad!\For various reasons, the exam will be different starting this time!\Pop\Principal Nezu!\Different?\From now on, we want to focus on person-to-person combat and hero work,\and stress teaching that is closer to actual fighting. response:	So...
context: Too bad!\For various reasons, the exam will be different starting this time!\Pop\Principal Nezu!\Different?\From now on, we want to focus on person-to-person combat and hero work,\and stress teaching that is closer to actual fighting.\So... response:	We'll have you form teams of two to fight against one teacher!
context: For various reasons, the exam will be different starting this time!\Pop\Principal Nezu!\Different?\From now on, we want to focus on person-to-person combat and hero work,\and stress teaching that is closer to actual fighting.\So...\We'll have you form teams of two to fight against one teacher! response:	Against... the teachers?
context: Pop\Principal Nezu!\Different?\From now on, we want to focus on person-to-person combat and hero work,\and stress teaching that is closer to actual fighting.\So...\We'll have you form teams of two to fight against one teacher!\Against... the teachers? response:	Pro Hero - Nezu
context: Principal Nezu!\Different?\From now on, we want to focus on person-to-person combat and hero work,\and stress teaching that is closer to actual fighting.\So...\We'll have you form teams of two to fight against one teacher!\Against... the teachers?\Pro Hero - Nezu response:	In addition, the pairs and who each pair will be up against have already been decided.
context: Different?\From now on, we want to focus on person-to-person combat and hero work,\and stress teaching that is closer to actual fighting.\So...\We'll have you form teams of two to fight against one teacher!\Against... the teachers?\Pro Hero - Nezu\In addition, the pairs and who each pair will be up against have already been decided. response:	Pro Hero - Present Mic
context: From now on, we want to focus on person-to-person combat and hero work,\and stress teaching that is closer to actual fighting.\So...\We'll have you form teams of two to fight against one teacher!\Against... the teachers?\Pro Hero - Nezu\In addition, the pairs and who each pair will be up against have already been decided.\Pro Hero - Present Mic response:	Pro Hero - Thirteen
context: and stress teaching that is closer to actual fighting.\So...\We'll have you form teams of two to fight against one teacher!\Against... the teachers?\Pro Hero - Nezu\In addition, the pairs and who each pair will be up against have already been decided.\Pro Hero - Present Mic\Pro Hero - Thirteen response:	These were determined at my discretion based on various factors,
context: So...\We'll have you form teams of two to fight against one teacher!\Against... the teachers?\Pro Hero - Nezu\In addition, the pairs and who each pair will be up against have already been decided.\Pro Hero - Present Mic\Pro Hero - Thirteen\These were determined at my discretion based on various factors, response:	Pro Hero - Cementoss
context: We'll have you form teams of two to fight against one teacher!\Against... the teachers?\Pro Hero - Nezu\In addition, the pairs and who each pair will be up against have already been decided.\Pro Hero - Present Mic\Pro Hero - Thirteen\These were determined at my discretion based on various factors,\Pro Hero - Cementoss response:	Pro Hero - Snipe
context: Against... the teachers?\Pro Hero - Nezu\In addition, the pairs and who each pair will be up against have already been decided.\Pro Hero - Present Mic\Pro Hero - Thirteen\These were determined at my discretion based on various factors,\Pro Hero - Cementoss\Pro Hero - Snipe response:	Pro Hero - Midnight
context: Pro Hero - Nezu\In addition, the pairs and who each pair will be up against have already been decided.\Pro Hero - Present Mic\Pro Hero - Thirteen\These were determined at my discretion based on various factors,\Pro Hero - Cementoss\Pro Hero - Snipe\Pro Hero - Midnight response:	Pro Hero - Ectoplasm
context: In addition, the pairs and who each pair will be up against have already been decided.\Pro Hero - Present Mic\Pro Hero - Thirteen\These were determined at my discretion based on various factors,\Pro Hero - Cementoss\Pro Hero - Snipe\Pro Hero - Midnight\Pro Hero - Ectoplasm response:	Pro Hero - Power Loader
context: Pro Hero - Present Mic\Pro Hero - Thirteen\These were determined at my discretion based on various factors,\Pro Hero - Cementoss\Pro Hero - Snipe\Pro Hero - Midnight\Pro Hero - Ectoplasm\Pro Hero - Power Loader response:	First, Todoroki and Yaoyorozu are one team,
context: Pro Hero - Thirteen\These were determined at my discretion based on various factors,\Pro Hero - Cementoss\Pro Hero - Snipe\Pro Hero - Midnight\Pro Hero - Ectoplasm\Pro Hero - Power Loader\First, Todoroki and Yaoyorozu are one team, response:	and they're fighting me.
context: These were determined at my discretion based on various factors,\Pro Hero - Cementoss\Pro Hero - Snipe\Pro Hero - Midnight\Pro Hero - Ectoplasm\Pro Hero - Power Loader\First, Todoroki and Yaoyorozu are one team,\and they're fighting me. response:	And Midoriya and Bakugo are a team,
context: Pro Hero - Cementoss\Pro Hero - Snipe\Pro Hero - Midnight\Pro Hero - Ectoplasm\Pro Hero - Power Loader\First, Todoroki and Yaoyorozu are one team,\and they're fighting me.\And Midoriya and Bakugo are a team, response:	and their opponent...
context: Pro Hero - Snipe\Pro Hero - Midnight\Pro Hero - Ectoplasm\Pro Hero - Power Loader\First, Todoroki and Yaoyorozu are one team,\and they're fighting me.\And Midoriya and Bakugo are a team,\and their opponent... response:	Pro Hero - All Might - Quirk: One For All
context: Pro Hero - Midnight\Pro Hero - Ectoplasm\Pro Hero - Power Loader\First, Todoroki and Yaoyorozu are one team,\and they're fighting me.\And Midoriya and Bakugo are a team,\and their opponent...\Pro Hero - All Might - Quirk: One For All response:	All Might?!
context: Pro Hero - Ectoplasm\Pro Hero - Power Loader\First, Todoroki and Yaoyorozu are one team,\and they're fighting me.\And Midoriya and Bakugo are a team,\and their opponent...\Pro Hero - All Might - Quirk: One For All\All Might?! response:	Work together to beat me, you two!
context: Pro Hero - Power Loader\First, Todoroki and Yaoyorozu are one team,\and they're fighting me.\And Midoriya and Bakugo are a team,\and their opponent...\Pro Hero - All Might - Quirk: One For All\All Might?!\Work together to beat me, you two! response:	Denki Kaminari Quirk: Electrification He can discharge electricity and use it to attack or find enemies.
context: First, Todoroki and Yaoyorozu are one team,\and they're fighting me.\And Midoriya and Bakugo are a team,\and their opponent...\Pro Hero - All Might - Quirk: One For All\All Might?!\Work together to beat me, you two!\Denki Kaminari Quirk: Electrification He can discharge electricity and use it to attack or find enemies. response:	Affiliation: U.A. High School Hero Class 1-A Birthday: 6/29 Height: 168 cm Blood Type: O Likes: Hamburgers
context: and they're fighting me.\And Midoriya and Bakugo are a team,\and their opponent...\Pro Hero - All Might - Quirk: One For All\All Might?!\Work together to beat me, you two!\Denki Kaminari Quirk: Electrification He can discharge electricity and use it to attack or find enemies.\Affiliation: U.A. High School Hero Class 1-A Birthday: 6/29 Height: 168 cm Blood Type: O Likes: Hamburgers response:	Mina Ashido Quirk: Acid She can secrete acid from her body and use it to attack or move.
context: And Midoriya and Bakugo are a team,\and their opponent...\Pro Hero - All Might - Quirk: One For All\All Might?!\Work together to beat me, you two!\Denki Kaminari Quirk: Electrification He can discharge electricity and use it to attack or find enemies.\Affiliation: U.A. High School Hero Class 1-A Birthday: 6/29 Height: 168 cm Blood Type: O Likes: Hamburgers\Mina Ashido Quirk: Acid She can secrete acid from her body and use it to attack or move. response:	Affiliation: U.A. High School Hero Class 1-A Birthday: 7/15 Height: 159 cm Blood Type: AB Likes: Natto
context: and their opponent...\Pro Hero - All Might - Quirk: One For All\All Might?!\Work together to beat me, you two!\Denki Kaminari Quirk: Electrification He can discharge electricity and use it to attack or find enemies.\Affiliation: U.A. High School Hero Class 1-A Birthday: 6/29 Height: 168 cm Blood Type: O Likes: Hamburgers\Mina Ashido Quirk: Acid She can secrete acid from her body and use it to attack or move.\Affiliation: U.A. High School Hero Class 1-A Birthday: 7/15 Height: 159 cm Blood Type: AB Likes: Natto response:	A few days ago
context: Pro Hero - All Might - Quirk: One For All\All Might?!\Work together to beat me, you two!\Denki Kaminari Quirk: Electrification He can discharge electricity and use it to attack or find enemies.\Affiliation: U.A. High School Hero Class 1-A Birthday: 6/29 Height: 168 cm Blood Type: O Likes: Hamburgers\Mina Ashido Quirk: Acid She can secrete acid from her body and use it to attack or move.\Affiliation: U.A. High School Hero Class 1-A Birthday: 7/15 Height: 159 cm Blood Type: AB Likes: Natto\A few days ago response:	With the connection between Hero Killer: Stain and the League of Villains,
context: All Might?!\Work together to beat me, you two!\Denki Kaminari Quirk: Electrification He can discharge electricity and use it to attack or find enemies.\Affiliation: U.A. High School Hero Class 1-A Birthday: 6/29 Height: 168 cm Blood Type: O Likes: Hamburgers\Mina Ashido Quirk: Acid She can secrete acid from her body and use it to attack or move.\Affiliation: U.A. High School Hero Class 1-A Birthday: 7/15 Height: 159 cm Blood Type: AB Likes: Natto\A few days ago\With the connection between Hero Killer: Stain and the League of Villains, response:	Conference Room
context: Work together to beat me, you two!\Denki Kaminari Quirk: Electrification He can discharge electricity and use it to attack or find enemies.\Affiliation: U.A. High School Hero Class 1-A Birthday: 6/29 Height: 168 cm Blood Type: O Likes: Hamburgers\Mina Ashido Quirk: Acid She can secrete acid from her body and use it to attack or move.\Affiliation: U.A. High School Hero Class 1-A Birthday: 7/15 Height: 159 cm Blood Type: AB Likes: Natto\A few days ago\With the connection between Hero Killer: Stain and the League of Villains,\Conference Room response:	there is the possibility that the villains will be reinvigorated, huh?
context: Denki Kaminari Quirk: Electrification He can discharge electricity and use it to attack or find enemies.\Affiliation: U.A. High School Hero Class 1-A Birthday: 6/29 Height: 168 cm Blood Type: O Likes: Hamburgers\Mina Ashido Quirk: Acid She can secrete acid from her body and use it to attack or move.\Affiliation: U.A. High School Hero Class 1-A Birthday: 7/15 Height: 159 cm Blood Type: AB Likes: Natto\A few days ago\With the connection between Hero Killer: Stain and the League of Villains,\Conference Room\there is the possibility that the villains will be reinvigorated, huh? response:	Of course, it would be better to prevent that before it begins,
context: Affiliation: U.A. High School Hero Class 1-A Birthday: 6/29 Height: 168 cm Blood Type: O Likes: Hamburgers\Mina Ashido Quirk: Acid She can secrete acid from her body and use it to attack or move.\Affiliation: U.A. High School Hero Class 1-A Birthday: 7/15 Height: 159 cm Blood Type: AB Likes: Natto\A few days ago\With the connection between Hero Killer: Stain and the League of Villains,\Conference Room\there is the possibility that the villains will be reinvigorated, huh?\Of course, it would be better to prevent that before it begins, response:	but as a school, it would be best to be completely certain.
context: Mina Ashido Quirk: Acid She can secrete acid from her body and use it to attack or move.\Affiliation: U.A. High School Hero Class 1-A Birthday: 7/15 Height: 159 cm Blood Type: AB Likes: Natto\A few days ago\With the connection between Hero Killer: Stain and the League of Villains,\Conference Room\there is the possibility that the villains will be reinvigorated, huh?\Of course, it would be better to prevent that before it begins,\but as a school, it would be best to be completely certain. response:	If we consider how fights against villains will continue to intensify in today's society,
context: Affiliation: U.A. High School Hero Class 1-A Birthday: 7/15 Height: 159 cm Blood Type: AB Likes: Natto\A few days ago\With the connection between Hero Killer: Stain and the League of Villains,\Conference Room\there is the possibility that the villains will be reinvigorated, huh?\Of course, it would be better to prevent that before it begins,\but as a school, it would be best to be completely certain.\If we consider how fights against villains will continue to intensify in today's society, response:	then combat training against robots is not practical.
context: A few days ago\With the connection between Hero Killer: Stain and the League of Villains,\Conference Room\there is the possibility that the villains will be reinvigorated, huh?\Of course, it would be better to prevent that before it begins,\but as a school, it would be best to be completely certain.\If we consider how fights against villains will continue to intensify in today's society,\then combat training against robots is not practical. response:	Originally, robots were used to avoid complaints
context: With the connection between Hero Killer: Stain and the League of Villains,\Conference Room\there is the possibility that the villains will be reinvigorated, huh?\Of course, it would be better to prevent that before it begins,\but as a school, it would be best to be completely certain.\If we consider how fights against villains will continue to intensify in today's society,\then combat training against robots is not practical.\Originally, robots were used to avoid complaints response:	about people being injured in the entrance exams.
context: Conference Room\there is the possibility that the villains will be reinvigorated, huh?\Of course, it would be better to prevent that before it begins,\but as a school, it would be best to be completely certain.\If we consider how fights against villains will continue to intensify in today's society,\then combat training against robots is not practical.\Originally, robots were used to avoid complaints\about people being injured in the entrance exams. response:	We can just ignore those. Let them say what they want.
context: there is the possibility that the villains will be reinvigorated, huh?\Of course, it would be better to prevent that before it begins,\but as a school, it would be best to be completely certain.\If we consider how fights against villains will continue to intensify in today's society,\then combat training against robots is not practical.\Originally, robots were used to avoid complaints\about people being injured in the entrance exams.\We can just ignore those. Let them say what they want. response:	We can't exactly do that now, can we?
context: Of course, it would be better to prevent that before it begins,\but as a school, it would be best to be completely certain.\If we consider how fights against villains will continue to intensify in today's society,\then combat training against robots is not practical.\Originally, robots were used to avoid complaints\about people being injured in the entrance exams.\We can just ignore those. Let them say what they want.\We can't exactly do that now, can we? response:	I understand why you want to change the exam,
context: but as a school, it would be best to be completely certain.\If we consider how fights against villains will continue to intensify in today's society,\then combat training against robots is not practical.\Originally, robots were used to avoid complaints\about people being injured in the entrance exams.\We can just ignore those. Let them say what they want.\We can't exactly do that now, can we?\I understand why you want to change the exam, response:	but having the students fight us in teams of two...
context: If we consider how fights against villains will continue to intensify in today's society,\then combat training against robots is not practical.\Originally, robots were used to avoid complaints\about people being injured in the entrance exams.\We can just ignore those. Let them say what they want.\We can't exactly do that now, can we?\I understand why you want to change the exam,\but having the students fight us in teams of two... response:	Yes, I think that is a bit unfair.
context: then combat training against robots is not practical.\Originally, robots were used to avoid complaints\about people being injured in the entrance exams.\We can just ignore those. Let them say what they want.\We can't exactly do that now, can we?\I understand why you want to change the exam,\but having the students fight us in teams of two...\Yes, I think that is a bit unfair. response:	If we win too easily, we won't be able to give them grades.
context: Originally, robots were used to avoid complaints\about people being injured in the entrance exams.\We can just ignore those. Let them say what they want.\We can't exactly do that now, can we?\I understand why you want to change the exam,\but having the students fight us in teams of two...\Yes, I think that is a bit unfair.\If we win too easily, we won't be able to give them grades. response:	Of course, we would take that into consideration and give the students a handicap.
context: about people being injured in the entrance exams.\We can just ignore those. Let them say what they want.\We can't exactly do that now, can we?\I understand why you want to change the exam,\but having the students fight us in teams of two...\Yes, I think that is a bit unfair.\If we win too easily, we won't be able to give them grades.\Of course, we would take that into consideration and give the students a handicap. response:	Principal Nezu, what do you think?
context: We can just ignore those. Let them say what they want.\We can't exactly do that now, can we?\I understand why you want to change the exam,\but having the students fight us in teams of two...\Yes, I think that is a bit unfair.\If we win too easily, we won't be able to give them grades.\Of course, we would take that into consideration and give the students a handicap.\Principal Nezu, what do you think? response:	Of course, I also agree with changing the practical exam.
context: We can't exactly do that now, can we?\I understand why you want to change the exam,\but having the students fight us in teams of two...\Yes, I think that is a bit unfair.\If we win too easily, we won't be able to give them grades.\Of course, we would take that into consideration and give the students a handicap.\Principal Nezu, what do you think?\Of course, I also agree with changing the practical exam. response:	What should we do to keep the students from being in even more danger?
context: I understand why you want to change the exam,\but having the students fight us in teams of two...\Yes, I think that is a bit unfair.\If we win too easily, we won't be able to give them grades.\Of course, we would take that into consideration and give the students a handicap.\Principal Nezu, what do you think?\Of course, I also agree with changing the practical exam.\What should we do to keep the students from being in even more danger? response:	The answer is simple.
context: but having the students fight us in teams of two...\Yes, I think that is a bit unfair.\If we win too easily, we won't be able to give them grades.\Of course, we would take that into consideration and give the students a handicap.\Principal Nezu, what do you think?\Of course, I also agree with changing the practical exam.\What should we do to keep the students from being in even more danger?\The answer is simple. response:	We must have the students themselves become stronger.
context: Yes, I think that is a bit unfair.\If we win too easily, we won't be able to give them grades.\Of course, we would take that into consideration and give the students a handicap.\Principal Nezu, what do you think?\Of course, I also agree with changing the practical exam.\What should we do to keep the students from being in even more danger?\The answer is simple.\We must have the students themselves become stronger. response:	That's true.
