context: Th-This is Akihabara? response:	Are you frightened?
context: That is quite true.\It's strange for me to say this,\but we'll never get anywhere if we keep questioning the other's intentions.\I'd like to hear your best-case scenario.\First, I'd like to exterminate the goblins.\Protecting our lands is an absolute necessity.\I can understand that.\Then what would you like from us? response:	I've abandoned the idea of having the Round Table join the League as nobility.
context: It's strange for me to say this,\but we'll never get anywhere if we keep questioning the other's intentions.\I'd like to hear your best-case scenario.\First, I'd like to exterminate the goblins.\Protecting our lands is an absolute necessity.\I can understand that.\Then what would you like from us?\I've abandoned the idea of having the Round Table join the League as nobility. response:	I would like to apologize for offering you a noble title.
context: but we'll never get anywhere if we keep questioning the other's intentions.\I'd like to hear your best-case scenario.\First, I'd like to exterminate the goblins.\Protecting our lands is an absolute necessity.\I can understand that.\Then what would you like from us?\I've abandoned the idea of having the Round Table join the League as nobility.\I would like to apologize for offering you a noble title. response:	It was very rude of me.
context: I'd like to hear your best-case scenario.\First, I'd like to exterminate the goblins.\Protecting our lands is an absolute necessity.\I can understand that.\Then what would you like from us?\I've abandoned the idea of having the Round Table join the League as nobility.\I would like to apologize for offering you a noble title.\It was very rude of me. response:	I understand now that the Round Table and Akihabara
context: First, I'd like to exterminate the goblins.\Protecting our lands is an absolute necessity.\I can understand that.\Then what would you like from us?\I've abandoned the idea of having the Round Table join the League as nobility.\I would like to apologize for offering you a noble title.\It was very rude of me.\I understand now that the Round Table and Akihabara response:	are forces that rival Eastal in both strength and structure.
context: Protecting our lands is an absolute necessity.\I can understand that.\Then what would you like from us?\I've abandoned the idea of having the Round Table join the League as nobility.\I would like to apologize for offering you a noble title.\It was very rude of me.\I understand now that the Round Table and Akihabara\are forces that rival Eastal in both strength and structure. response:	It wouldn't have ever been possible to make you part of our alliance.
context: I can understand that.\Then what would you like from us?\I've abandoned the idea of having the Round Table join the League as nobility.\I would like to apologize for offering you a noble title.\It was very rude of me.\I understand now that the Round Table and Akihabara\are forces that rival Eastal in both strength and structure.\It wouldn't have ever been possible to make you part of our alliance. response:	So how do you feel we should proceed?
context: Then what would you like from us?\I've abandoned the idea of having the Round Table join the League as nobility.\I would like to apologize for offering you a noble title.\It was very rude of me.\I understand now that the Round Table and Akihabara\are forces that rival Eastal in both strength and structure.\It wouldn't have ever been possible to make you part of our alliance.\So how do you feel we should proceed? response:	I would think it best for both parties to make a nonaggression pact and a trade treaty,
context: I've abandoned the idea of having the Round Table join the League as nobility.\I would like to apologize for offering you a noble title.\It was very rude of me.\I understand now that the Round Table and Akihabara\are forces that rival Eastal in both strength and structure.\It wouldn't have ever been possible to make you part of our alliance.\So how do you feel we should proceed?\I would think it best for both parties to make a nonaggression pact and a trade treaty, response:	and to use that as the basis for further relations.
context: I would like to apologize for offering you a noble title.\It was very rude of me.\I understand now that the Round Table and Akihabara\are forces that rival Eastal in both strength and structure.\It wouldn't have ever been possible to make you part of our alliance.\So how do you feel we should proceed?\I would think it best for both parties to make a nonaggression pact and a trade treaty,\and to use that as the basis for further relations. response:	If we can take each other's hand as neighbors, that would be a good start.
context: It was very rude of me.\I understand now that the Round Table and Akihabara\are forces that rival Eastal in both strength and structure.\It wouldn't have ever been possible to make you part of our alliance.\So how do you feel we should proceed?\I would think it best for both parties to make a nonaggression pact and a trade treaty,\and to use that as the basis for further relations.\If we can take each other's hand as neighbors, that would be a good start. response:	But what will we do about the goblins?
context: I understand now that the Round Table and Akihabara\are forces that rival Eastal in both strength and structure.\It wouldn't have ever been possible to make you part of our alliance.\So how do you feel we should proceed?\I would think it best for both parties to make a nonaggression pact and a trade treaty,\and to use that as the basis for further relations.\If we can take each other's hand as neighbors, that would be a good start.\But what will we do about the goblins? response:	What are your thoughts about the inequality inherent to the defense?
context: are forces that rival Eastal in both strength and structure.\It wouldn't have ever been possible to make you part of our alliance.\So how do you feel we should proceed?\I would think it best for both parties to make a nonaggression pact and a trade treaty,\and to use that as the basis for further relations.\If we can take each other's hand as neighbors, that would be a good start.\But what will we do about the goblins?\What are your thoughts about the inequality inherent to the defense? response:	The inequality between adventurers and People of the Land?
context: It wouldn't have ever been possible to make you part of our alliance.\So how do you feel we should proceed?\I would think it best for both parties to make a nonaggression pact and a trade treaty,\and to use that as the basis for further relations.\If we can take each other's hand as neighbors, that would be a good start.\But what will we do about the goblins?\What are your thoughts about the inequality inherent to the defense?\The inequality between adventurers and People of the Land? response:	Well, I don't think we have to worry about that now.
context: So how do you feel we should proceed?\I would think it best for both parties to make a nonaggression pact and a trade treaty,\and to use that as the basis for further relations.\If we can take each other's hand as neighbors, that would be a good start.\But what will we do about the goblins?\What are your thoughts about the inequality inherent to the defense?\The inequality between adventurers and People of the Land?\Well, I don't think we have to worry about that now. response:	Without Crusty, Princess Lenessia,
context: I would think it best for both parties to make a nonaggression pact and a trade treaty,\and to use that as the basis for further relations.\If we can take each other's hand as neighbors, that would be a good start.\But what will we do about the goblins?\What are your thoughts about the inequality inherent to the defense?\The inequality between adventurers and People of the Land?\Well, I don't think we have to worry about that now.\Without Crusty, Princess Lenessia, response:	and Shiroe here, we can't really make a decision.
context: and to use that as the basis for further relations.\If we can take each other's hand as neighbors, that would be a good start.\But what will we do about the goblins?\What are your thoughts about the inequality inherent to the defense?\The inequality between adventurers and People of the Land?\Well, I don't think we have to worry about that now.\Without Crusty, Princess Lenessia,\and Shiroe here, we can't really make a decision. response:	No point in worrying about it now.
context: If we can take each other's hand as neighbors, that would be a good start.\But what will we do about the goblins?\What are your thoughts about the inequality inherent to the defense?\The inequality between adventurers and People of the Land?\Well, I don't think we have to worry about that now.\Without Crusty, Princess Lenessia,\and Shiroe here, we can't really make a decision.\No point in worrying about it now. response:	I'm sure Shiroe can find a way to work this out.
context: But what will we do about the goblins?\What are your thoughts about the inequality inherent to the defense?\The inequality between adventurers and People of the Land?\Well, I don't think we have to worry about that now.\Without Crusty, Princess Lenessia,\and Shiroe here, we can't really make a decision.\No point in worrying about it now.\I'm sure Shiroe can find a way to work this out. response:	Very well.
context: What are your thoughts about the inequality inherent to the defense?\The inequality between adventurers and People of the Land?\Well, I don't think we have to worry about that now.\Without Crusty, Princess Lenessia,\and Shiroe here, we can't really make a decision.\No point in worrying about it now.\I'm sure Shiroe can find a way to work this out.\Very well. response:	Then I'll just have my granddaughter take responsibility for this.
context: The inequality between adventurers and People of the Land?\Well, I don't think we have to worry about that now.\Without Crusty, Princess Lenessia,\and Shiroe here, we can't really make a decision.\No point in worrying about it now.\I'm sure Shiroe can find a way to work this out.\Very well.\Then I'll just have my granddaughter take responsibility for this. response:	Cinderella Castle Japan Server League of Freedom Cities, Eastal/ Maihama No Monsters No PVP Skill Use Permitted Entry Restrictions/ None Events/ The Goblin King's Return
context: Well, I don't think we have to worry about that now.\Without Crusty, Princess Lenessia,\and Shiroe here, we can't really make a decision.\No point in worrying about it now.\I'm sure Shiroe can find a way to work this out.\Very well.\Then I'll just have my granddaughter take responsibility for this.\Cinderella Castle Japan Server League of Freedom Cities, Eastal/ Maihama No Monsters No PVP Skill Use Permitted Entry Restrictions/ None Events/ The Goblin King's Return response:	I far exceeded my station by running into that conference and making a fuss.
context: Without Crusty, Princess Lenessia,\and Shiroe here, we can't really make a decision.\No point in worrying about it now.\I'm sure Shiroe can find a way to work this out.\Very well.\Then I'll just have my granddaughter take responsibility for this.\Cinderella Castle Japan Server League of Freedom Cities, Eastal/ Maihama No Monsters No PVP Skill Use Permitted Entry Restrictions/ None Events/ The Goblin King's Return\I far exceeded my station by running into that conference and making a fuss. response:	Then I humiliated my grandfather and the other lords, and ran away.
context: and Shiroe here, we can't really make a decision.\No point in worrying about it now.\I'm sure Shiroe can find a way to work this out.\Very well.\Then I'll just have my granddaughter take responsibility for this.\Cinderella Castle Japan Server League of Freedom Cities, Eastal/ Maihama No Monsters No PVP Skill Use Permitted Entry Restrictions/ None Events/ The Goblin King's Return\I far exceeded my station by running into that conference and making a fuss.\Then I humiliated my grandfather and the other lords, and ran away. response:	And I gave a speech like that in these embarrassing clothes.
context: No point in worrying about it now.\I'm sure Shiroe can find a way to work this out.\Very well.\Then I'll just have my granddaughter take responsibility for this.\Cinderella Castle Japan Server League of Freedom Cities, Eastal/ Maihama No Monsters No PVP Skill Use Permitted Entry Restrictions/ None Events/ The Goblin King's Return\I far exceeded my station by running into that conference and making a fuss.\Then I humiliated my grandfather and the other lords, and ran away.\And I gave a speech like that in these embarrassing clothes. response:	I let the momentum take over and said such outrageous things.
context: I'm sure Shiroe can find a way to work this out.\Very well.\Then I'll just have my granddaughter take responsibility for this.\Cinderella Castle Japan Server League of Freedom Cities, Eastal/ Maihama No Monsters No PVP Skill Use Permitted Entry Restrictions/ None Events/ The Goblin King's Return\I far exceeded my station by running into that conference and making a fuss.\Then I humiliated my grandfather and the other lords, and ran away.\And I gave a speech like that in these embarrassing clothes.\I let the momentum take over and said such outrageous things. response:	I regret it, but...
context: Very well.\Then I'll just have my granddaughter take responsibility for this.\Cinderella Castle Japan Server League of Freedom Cities, Eastal/ Maihama No Monsters No PVP Skill Use Permitted Entry Restrictions/ None Events/ The Goblin King's Return\I far exceeded my station by running into that conference and making a fuss.\Then I humiliated my grandfather and the other lords, and ran away.\And I gave a speech like that in these embarrassing clothes.\I let the momentum take over and said such outrageous things.\I regret it, but... response:	You look as though you're dying to take it back, but you can't.
context: Then I'll just have my granddaughter take responsibility for this.\Cinderella Castle Japan Server League of Freedom Cities, Eastal/ Maihama No Monsters No PVP Skill Use Permitted Entry Restrictions/ None Events/ The Goblin King's Return\I far exceeded my station by running into that conference and making a fuss.\Then I humiliated my grandfather and the other lords, and ran away.\And I gave a speech like that in these embarrassing clothes.\I let the momentum take over and said such outrageous things.\I regret it, but...\You look as though you're dying to take it back, but you can't. response:	Th-That isn't true.
context: Cinderella Castle Japan Server League of Freedom Cities, Eastal/ Maihama No Monsters No PVP Skill Use Permitted Entry Restrictions/ None Events/ The Goblin King's Return\I far exceeded my station by running into that conference and making a fuss.\Then I humiliated my grandfather and the other lords, and ran away.\And I gave a speech like that in these embarrassing clothes.\I let the momentum take over and said such outrageous things.\I regret it, but...\You look as though you're dying to take it back, but you can't.\Th-That isn't true. response:	You're stuttering.
context: I far exceeded my station by running into that conference and making a fuss.\Then I humiliated my grandfather and the other lords, and ran away.\And I gave a speech like that in these embarrassing clothes.\I let the momentum take over and said such outrageous things.\I regret it, but...\You look as though you're dying to take it back, but you can't.\Th-That isn't true.\You're stuttering. response:	You look tired and miserable.
context: Then I humiliated my grandfather and the other lords, and ran away.\And I gave a speech like that in these embarrassing clothes.\I let the momentum take over and said such outrageous things.\I regret it, but...\You look as though you're dying to take it back, but you can't.\Th-That isn't true.\You're stuttering.\You look tired and miserable. response:	But I don't regret it.
context: And I gave a speech like that in these embarrassing clothes.\I let the momentum take over and said such outrageous things.\I regret it, but...\You look as though you're dying to take it back, but you can't.\Th-That isn't true.\You're stuttering.\You look tired and miserable.\But I don't regret it. response:	I'm asking you to risk your lives,
context: I let the momentum take over and said such outrageous things.\I regret it, but...\You look as though you're dying to take it back, but you can't.\Th-That isn't true.\You're stuttering.\You look tired and miserable.\But I don't regret it.\I'm asking you to risk your lives, response:	so naturally, I should accompany you and stand in battle beside you.
context: I regret it, but...\You look as though you're dying to take it back, but you can't.\Th-That isn't true.\You're stuttering.\You look tired and miserable.\But I don't regret it.\I'm asking you to risk your lives,\so naturally, I should accompany you and stand in battle beside you. response:	Ever since I went to Akihabara,
context: You look as though you're dying to take it back, but you can't.\Th-That isn't true.\You're stuttering.\You look tired and miserable.\But I don't regret it.\I'm asking you to risk your lives,\so naturally, I should accompany you and stand in battle beside you.\Ever since I went to Akihabara, response:	I've been feeling kind of down...
context: Th-That isn't true.\You're stuttering.\You look tired and miserable.\But I don't regret it.\I'm asking you to risk your lives,\so naturally, I should accompany you and stand in battle beside you.\Ever since I went to Akihabara,\I've been feeling kind of down... response:	Down?
context: You're stuttering.\You look tired and miserable.\But I don't regret it.\I'm asking you to risk your lives,\so naturally, I should accompany you and stand in battle beside you.\Ever since I went to Akihabara,\I've been feeling kind of down...\Down? response:	So many things are different from the world I know...
context: You look tired and miserable.\But I don't regret it.\I'm asking you to risk your lives,\so naturally, I should accompany you and stand in battle beside you.\Ever since I went to Akihabara,\I've been feeling kind of down...\Down?\So many things are different from the world I know... response:	I really was a bird in a cage, wasn't I?
context: But I don't regret it.\I'm asking you to risk your lives,\so naturally, I should accompany you and stand in battle beside you.\Ever since I went to Akihabara,\I've been feeling kind of down...\Down?\So many things are different from the world I know...\I really was a bird in a cage, wasn't I? response:	I was born a girl, so I have no political power.
context: I'm asking you to risk your lives,\so naturally, I should accompany you and stand in battle beside you.\Ever since I went to Akihabara,\I've been feeling kind of down...\Down?\So many things are different from the world I know...\I really was a bird in a cage, wasn't I?\I was born a girl, so I have no political power. response:	Even if I promise to protect the adventurers' freedom,
context: so naturally, I should accompany you and stand in battle beside you.\Ever since I went to Akihabara,\I've been feeling kind of down...\Down?\So many things are different from the world I know...\I really was a bird in a cage, wasn't I?\I was born a girl, so I have no political power.\Even if I promise to protect the adventurers' freedom, response:	I don't have the power to do so.
context: Ever since I went to Akihabara,\I've been feeling kind of down...\Down?\So many things are different from the world I know...\I really was a bird in a cage, wasn't I?\I was born a girl, so I have no political power.\Even if I promise to protect the adventurers' freedom,\I don't have the power to do so. response:	But...
context: I've been feeling kind of down...\Down?\So many things are different from the world I know...\I really was a bird in a cage, wasn't I?\I was born a girl, so I have no political power.\Even if I promise to protect the adventurers' freedom,\I don't have the power to do so.\But... response:	Just as you were first to acknowledge my freedom to go to battle,
context: Down?\So many things are different from the world I know...\I really was a bird in a cage, wasn't I?\I was born a girl, so I have no political power.\Even if I promise to protect the adventurers' freedom,\I don't have the power to do so.\But...\Just as you were first to acknowledge my freedom to go to battle, response:	I wish to protect their freedom!
context: So many things are different from the world I know...\I really was a bird in a cage, wasn't I?\I was born a girl, so I have no political power.\Even if I promise to protect the adventurers' freedom,\I don't have the power to do so.\But...\Just as you were first to acknowledge my freedom to go to battle,\I wish to protect their freedom! response:	That is my desire.
context: I really was a bird in a cage, wasn't I?\I was born a girl, so I have no political power.\Even if I promise to protect the adventurers' freedom,\I don't have the power to do so.\But...\Just as you were first to acknowledge my freedom to go to battle,\I wish to protect their freedom!\That is my desire. response:	Of course, my life isn't so valuable as to make up for that...
context: I was born a girl, so I have no political power.\Even if I promise to protect the adventurers' freedom,\I don't have the power to do so.\But...\Just as you were first to acknowledge my freedom to go to battle,\I wish to protect their freedom!\That is my desire.\Of course, my life isn't so valuable as to make up for that... response:	That's fine.
context: Even if I promise to protect the adventurers' freedom,\I don't have the power to do so.\But...\Just as you were first to acknowledge my freedom to go to battle,\I wish to protect their freedom!\That is my desire.\Of course, my life isn't so valuable as to make up for that...\That's fine. response:	It's more than
context: I don't have the power to do so.\But...\Just as you were first to acknowledge my freedom to go to battle,\I wish to protect their freedom!\That is my desire.\Of course, my life isn't so valuable as to make up for that...\That's fine.\It's more than response:	The formations are ready, my lord.
context: But...\Just as you were first to acknowledge my freedom to go to battle,\I wish to protect their freedom!\That is my desire.\Of course, my life isn't so valuable as to make up for that...\That's fine.\It's more than\The formations are ready, my lord. response:	All right.
context: Just as you were first to acknowledge my freedom to go to battle,\I wish to protect their freedom!\That is my desire.\Of course, my life isn't so valuable as to make up for that...\That's fine.\It's more than\The formations are ready, my lord.\All right. response:	I'll see you later, then.
context: I wish to protect their freedom!\That is my desire.\Of course, my life isn't so valuable as to make up for that...\That's fine.\It's more than\The formations are ready, my lord.\All right.\I'll see you later, then. response:	M-Marielle, I can't breathe!
context: That is my desire.\Of course, my life isn't so valuable as to make up for that...\That's fine.\It's more than\The formations are ready, my lord.\All right.\I'll see you later, then.\M-Marielle, I can't breathe! response:	You all did well! I'm so impressed!
context: Of course, my life isn't so valuable as to make up for that...\That's fine.\It's more than\The formations are ready, my lord.\All right.\I'll see you later, then.\M-Marielle, I can't breathe!\You all did well! I'm so impressed! response:	Aww...
context: That's fine.\It's more than\The formations are ready, my lord.\All right.\I'll see you later, then.\M-Marielle, I can't breathe!\You all did well! I'm so impressed!\Aww... response:	Well, I suppose we did.
context: It's more than\The formations are ready, my lord.\All right.\I'll see you later, then.\M-Marielle, I can't breathe!\You all did well! I'm so impressed!\Aww...\Well, I suppose we did. response:	Thank you.
context: The formations are ready, my lord.\All right.\I'll see you later, then.\M-Marielle, I can't breathe!\You all did well! I'm so impressed!\Aww...\Well, I suppose we did.\Thank you. response:	What? If you want, boast more.
context: All right.\I'll see you later, then.\M-Marielle, I can't breathe!\You all did well! I'm so impressed!\Aww...\Well, I suppose we did.\Thank you.\What? If you want, boast more. response:	But it isn't over yet...
context: I'll see you later, then.\M-Marielle, I can't breathe!\You all did well! I'm so impressed!\Aww...\Well, I suppose we did.\Thank you.\What? If you want, boast more.\But it isn't over yet... response:	I suppose we can say we've made it through wave one.
context: M-Marielle, I can't breathe!\You all did well! I'm so impressed!\Aww...\Well, I suppose we did.\Thank you.\What? If you want, boast more.\But it isn't over yet...\I suppose we can say we've made it through wave one. response:	The town of Choushi wasn't hurt.
context: You all did well! I'm so impressed!\Aww...\Well, I suppose we did.\Thank you.\What? If you want, boast more.\But it isn't over yet...\I suppose we can say we've made it through wave one.\The town of Choushi wasn't hurt. response:	The camp leaders did a good job,
context: Aww...\Well, I suppose we did.\Thank you.\What? If you want, boast more.\But it isn't over yet...\I suppose we can say we've made it through wave one.\The town of Choushi wasn't hurt.\The camp leaders did a good job, response:	but it was the new players who really worked hard.
context: Well, I suppose we did.\Thank you.\What? If you want, boast more.\But it isn't over yet...\I suppose we can say we've made it through wave one.\The town of Choushi wasn't hurt.\The camp leaders did a good job,\but it was the new players who really worked hard. response:	I wasn't sure how I'd persuade them, but it turned out I didn't need to.
context: Thank you.\What? If you want, boast more.\But it isn't over yet...\I suppose we can say we've made it through wave one.\The town of Choushi wasn't hurt.\The camp leaders did a good job,\but it was the new players who really worked hard.\I wasn't sure how I'd persuade them, but it turned out I didn't need to. response:	They volunteered to fight on their own.
context: What? If you want, boast more.\But it isn't over yet...\I suppose we can say we've made it through wave one.\The town of Choushi wasn't hurt.\The camp leaders did a good job,\but it was the new players who really worked hard.\I wasn't sure how I'd persuade them, but it turned out I didn't need to.\They volunteered to fight on their own. response:	I get it...
context: But it isn't over yet...\I suppose we can say we've made it through wave one.\The town of Choushi wasn't hurt.\The camp leaders did a good job,\but it was the new players who really worked hard.\I wasn't sure how I'd persuade them, but it turned out I didn't need to.\They volunteered to fight on their own.\I get it... response:	To be honest,
context: I suppose we can say we've made it through wave one.\The town of Choushi wasn't hurt.\The camp leaders did a good job,\but it was the new players who really worked hard.\I wasn't sure how I'd persuade them, but it turned out I didn't need to.\They volunteered to fight on their own.\I get it...\To be honest, response:	I was shocked to learn
context: The town of Choushi wasn't hurt.\The camp leaders did a good job,\but it was the new players who really worked hard.\I wasn't sure how I'd persuade them, but it turned out I didn't need to.\They volunteered to fight on their own.\I get it...\To be honest,\I was shocked to learn response:	that the People of the Land have emotions and thoughts like we do.
context: The camp leaders did a good job,\but it was the new players who really worked hard.\I wasn't sure how I'd persuade them, but it turned out I didn't need to.\They volunteered to fight on their own.\I get it...\To be honest,\I was shocked to learn\that the People of the Land have emotions and thoughts like we do. response:	Of course, so was I.
context: but it was the new players who really worked hard.\I wasn't sure how I'd persuade them, but it turned out I didn't need to.\They volunteered to fight on their own.\I get it...\To be honest,\I was shocked to learn\that the People of the Land have emotions and thoughts like we do.\Of course, so was I. response:	But Shiro said it first...
context: I wasn't sure how I'd persuade them, but it turned out I didn't need to.\They volunteered to fight on their own.\I get it...\To be honest,\I was shocked to learn\that the People of the Land have emotions and thoughts like we do.\Of course, so was I.\But Shiro said it first... response:	That they're human, too.
context: They volunteered to fight on their own.\I get it...\To be honest,\I was shocked to learn\that the People of the Land have emotions and thoughts like we do.\Of course, so was I.\But Shiro said it first...\That they're human, too. response:	That we're the ones who are different.
context: I get it...\To be honest,\I was shocked to learn\that the People of the Land have emotions and thoughts like we do.\Of course, so was I.\But Shiro said it first...\That they're human, too.\That we're the ones who are different. response:	NPCs, events, flags...
context: To be honest,\I was shocked to learn\that the People of the Land have emotions and thoughts like we do.\Of course, so was I.\But Shiro said it first...\That they're human, too.\That we're the ones who are different.\NPCs, events, flags... response:	The more games you've played, the harder it is to accept.
context: I was shocked to learn\that the People of the Land have emotions and thoughts like we do.\Of course, so was I.\But Shiro said it first...\That they're human, too.\That we're the ones who are different.\NPCs, events, flags...\The more games you've played, the harder it is to accept. response:	But these kids never really knew the old game.
context: that the People of the Land have emotions and thoughts like we do.\Of course, so was I.\But Shiro said it first...\That they're human, too.\That we're the ones who are different.\NPCs, events, flags...\The more games you've played, the harder it is to accept.\But these kids never really knew the old game. response:	They can look at the People of the Land as fellow humans.
context: Of course, so was I.\But Shiro said it first...\That they're human, too.\That we're the ones who are different.\NPCs, events, flags...\The more games you've played, the harder it is to accept.\But these kids never really knew the old game.\They can look at the People of the Land as fellow humans. response:	Yeah.
context: But Shiro said it first...\That they're human, too.\That we're the ones who are different.\NPCs, events, flags...\The more games you've played, the harder it is to accept.\But these kids never really knew the old game.\They can look at the People of the Land as fellow humans.\Yeah. response:	Okay!
context: That they're human, too.\That we're the ones who are different.\NPCs, events, flags...\The more games you've played, the harder it is to accept.\But these kids never really knew the old game.\They can look at the People of the Land as fellow humans.\Yeah.\Okay! response:	Everyone, we're almost done.
context: That we're the ones who are different.\NPCs, events, flags...\The more games you've played, the harder it is to accept.\But these kids never really knew the old game.\They can look at the People of the Land as fellow humans.\Yeah.\Okay!\Everyone, we're almost done. response:	Let's all protect the town of Choushi!
context: NPCs, events, flags...\The more games you've played, the harder it is to accept.\But these kids never really knew the old game.\They can look at the People of the Land as fellow humans.\Yeah.\Okay!\Everyone, we're almost done.\Let's all protect the town of Choushi! response:	I know you can do it!
context: The more games you've played, the harder it is to accept.\But these kids never really knew the old game.\They can look at the People of the Land as fellow humans.\Yeah.\Okay!\Everyone, we're almost done.\Let's all protect the town of Choushi!\I know you can do it! response:	Yeah!
context: But these kids never really knew the old game.\They can look at the People of the Land as fellow humans.\Yeah.\Okay!\Everyone, we're almost done.\Let's all protect the town of Choushi!\I know you can do it!\Yeah! response:	Okay, let's do this!
context: They can look at the People of the Land as fellow humans.\Yeah.\Okay!\Everyone, we're almost done.\Let's all protect the town of Choushi!\I know you can do it!\Yeah!\Okay, let's do this! response:	I'll do my best.
context: Yeah.\Okay!\Everyone, we're almost done.\Let's all protect the town of Choushi!\I know you can do it!\Yeah!\Okay, let's do this!\I'll do my best. response:	Leave it to me.
context: Okay!\Everyone, we're almost done.\Let's all protect the town of Choushi!\I know you can do it!\Yeah!\Okay, let's do this!\I'll do my best.\Leave it to me. response:	This is what it means to be an adventurer!
context: Everyone, we're almost done.\Let's all protect the town of Choushi!\I know you can do it!\Yeah!\Okay, let's do this!\I'll do my best.\Leave it to me.\This is what it means to be an adventurer! response:	Rudy...
context: Let's all protect the town of Choushi!\I know you can do it!\Yeah!\Okay, let's do this!\I'll do my best.\Leave it to me.\This is what it means to be an adventurer!\Rudy... response:	Then, I will announce the formations!
context: I know you can do it!\Yeah!\Okay, let's do this!\I'll do my best.\Leave it to me.\This is what it means to be an adventurer!\Rudy...\Then, I will announce the formations! response:	Right!
context: Yeah!\Okay, let's do this!\I'll do my best.\Leave it to me.\This is what it means to be an adventurer!\Rudy...\Then, I will announce the formations!\Right! response:	We'll fight in legion raids.
context: Okay, let's do this!\I'll do my best.\Leave it to me.\This is what it means to be an adventurer!\Rudy...\Then, I will announce the formations!\Right!\We'll fight in legion raids. response:	Four groups of twenty-four members,
context: I'll do my best.\Leave it to me.\This is what it means to be an adventurer!\Rudy...\Then, I will announce the formations!\Right!\We'll fight in legion raids.\Four groups of twenty-four members, response:	so ninety-six in all.
context: Leave it to me.\This is what it means to be an adventurer!\Rudy...\Then, I will announce the formations!\Right!\We'll fight in legion raids.\Four groups of twenty-four members,\so ninety-six in all. response:	Ninety-six?
context: This is what it means to be an adventurer!\Rudy...\Then, I will announce the formations!\Right!\We'll fight in legion raids.\Four groups of twenty-four members,\so ninety-six in all.\Ninety-six? response:	It's difficult for this many people to fight as a single group,
context: Rudy...\Then, I will announce the formations!\Right!\We'll fight in legion raids.\Four groups of twenty-four members,\so ninety-six in all.\Ninety-six?\It's difficult for this many people to fight as a single group, response:	and it's impossible to understand the state of the overall battle.
context: Then, I will announce the formations!\Right!\We'll fight in legion raids.\Four groups of twenty-four members,\so ninety-six in all.\Ninety-six?\It's difficult for this many people to fight as a single group,\and it's impossible to understand the state of the overall battle. response:	You need a lot of experience to command them.
context: Right!\We'll fight in legion raids.\Four groups of twenty-four members,\so ninety-six in all.\Ninety-six?\It's difficult for this many people to fight as a single group,\and it's impossible to understand the state of the overall battle.\You need a lot of experience to command them. response:	But in that respect, my lord is the best there is.
context: We'll fight in legion raids.\Four groups of twenty-four members,\so ninety-six in all.\Ninety-six?\It's difficult for this many people to fight as a single group,\and it's impossible to understand the state of the overall battle.\You need a lot of experience to command them.\But in that respect, my lord is the best there is. response:	In Yamato,
context: Four groups of twenty-four members,\so ninety-six in all.\Ninety-six?\It's difficult for this many people to fight as a single group,\and it's impossible to understand the state of the overall battle.\You need a lot of experience to command them.\But in that respect, my lord is the best there is.\In Yamato, response:	he's one of fewer than twenty people to have commanded an entire army.
context: so ninety-six in all.\Ninety-six?\It's difficult for this many people to fight as a single group,\and it's impossible to understand the state of the overall battle.\You need a lot of experience to command them.\But in that respect, my lord is the best there is.\In Yamato,\he's one of fewer than twenty people to have commanded an entire army. response:	His experience, instincts, and powers of concentration
context: Ninety-six?\It's difficult for this many people to fight as a single group,\and it's impossible to understand the state of the overall battle.\You need a lot of experience to command them.\But in that respect, my lord is the best there is.\In Yamato,\he's one of fewer than twenty people to have commanded an entire army.\His experience, instincts, and powers of concentration response:	all make him the ultimate commander.
context: It's difficult for this many people to fight as a single group,\and it's impossible to understand the state of the overall battle.\You need a lot of experience to command them.\But in that respect, my lord is the best there is.\In Yamato,\he's one of fewer than twenty people to have commanded an entire army.\His experience, instincts, and powers of concentration\all make him the ultimate commander. response:	I see...
context: and it's impossible to understand the state of the overall battle.\You need a lot of experience to command them.\But in that respect, my lord is the best there is.\In Yamato,\he's one of fewer than twenty people to have commanded an entire army.\His experience, instincts, and powers of concentration\all make him the ultimate commander.\I see... response:	One further thing.
context: You need a lot of experience to command them.\But in that respect, my lord is the best there is.\In Yamato,\he's one of fewer than twenty people to have commanded an entire army.\His experience, instincts, and powers of concentration\all make him the ultimate commander.\I see...\One further thing. response:	I am giving you a guard of twelve.
context: But in that respect, my lord is the best there is.\In Yamato,\he's one of fewer than twenty people to have commanded an entire army.\His experience, instincts, and powers of concentration\all make him the ultimate commander.\I see...\One further thing.\I am giving you a guard of twelve. response:	Please refrain from doing anything foolish.
context: In Yamato,\he's one of fewer than twenty people to have commanded an entire army.\His experience, instincts, and powers of concentration\all make him the ultimate commander.\I see...\One further thing.\I am giving you a guard of twelve.\Please refrain from doing anything foolish. response:	Understood?
context: he's one of fewer than twenty people to have commanded an entire army.\His experience, instincts, and powers of concentration\all make him the ultimate commander.\I see...\One further thing.\I am giving you a guard of twelve.\Please refrain from doing anything foolish.\Understood? response:	Y-Yes.
context: His experience, instincts, and powers of concentration\all make him the ultimate commander.\I see...\One further thing.\I am giving you a guard of twelve.\Please refrain from doing anything foolish.\Understood?\Y-Yes. response:	We'll disembark at the abandoned Narashino Port.
context: all make him the ultimate commander.\I see...\One further thing.\I am giving you a guard of twelve.\Please refrain from doing anything foolish.\Understood?\Y-Yes.\We'll disembark at the abandoned Narashino Port. response:	We'll head for the west side of Kasumi Lake.
