context: Hey all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: By destroying half of the pillars holding up the base of the ruins,\he can tilt the building so that the light of the moon will not hit Deliora.\That's his plan, I believe.\He may not look it, but he's quite shrewd.\Enough blabbing!\Flames on his legs?\He can produce flames from all over his body!\Huh? A fake? response:	Ice Make Eagle!
context: he can tilt the building so that the light of the moon will not hit Deliora.\That's his plan, I believe.\He may not look it, but he's quite shrewd.\Enough blabbing!\Flames on his legs?\He can produce flames from all over his body!\Huh? A fake?\Ice Make Eagle! response:	You can't avoid them from the air!
context: That's his plan, I believe.\He may not look it, but he's quite shrewd.\Enough blabbing!\Flames on his legs?\He can produce flames from all over his body!\Huh? A fake?\Ice Make Eagle!\You can't avoid them from the air! response:	What random magic...
context: He may not look it, but he's quite shrewd.\Enough blabbing!\Flames on his legs?\He can produce flames from all over his body!\Huh? A fake?\Ice Make Eagle!\You can't avoid them from the air!\What random magic... response:	Roar of the Fire Dragon!
context: Enough blabbing!\Flames on his legs?\He can produce flames from all over his body!\Huh? A fake?\Ice Make Eagle!\You can't avoid them from the air!\What random magic...\Roar of the Fire Dragon! response:	It seems you were in luck, Reitei-sama.
context: Flames on his legs?\He can produce flames from all over his body!\Huh? A fake?\Ice Make Eagle!\You can't avoid them from the air!\What random magic...\Roar of the Fire Dragon!\It seems you were in luck, Reitei-sama. response:	Just keep the fact that I got hit to yourself...
context: He can produce flames from all over his body!\Huh? A fake?\Ice Make Eagle!\You can't avoid them from the air!\What random magic...\Roar of the Fire Dragon!\It seems you were in luck, Reitei-sama.\Just keep the fact that I got hit to yourself... response:	What did you do?
context: Huh? A fake?\Ice Make Eagle!\You can't avoid them from the air!\What random magic...\Roar of the Fire Dragon!\It seems you were in luck, Reitei-sama.\Just keep the fact that I got hit to yourself...\What did you do? response:	What indeed?
context: Ice Make Eagle!\You can't avoid them from the air!\What random magic...\Roar of the Fire Dragon!\It seems you were in luck, Reitei-sama.\Just keep the fact that I got hit to yourself...\What did you do?\What indeed? response:	Don't dodge the question.
context: You can't avoid them from the air!\What random magic...\Roar of the Fire Dragon!\It seems you were in luck, Reitei-sama.\Just keep the fact that I got hit to yourself...\What did you do?\What indeed?\Don't dodge the question. response:	It was your magic that destroyed the floor!
context: What random magic...\Roar of the Fire Dragon!\It seems you were in luck, Reitei-sama.\Just keep the fact that I got hit to yourself...\What did you do?\What indeed?\Don't dodge the question.\It was your magic that destroyed the floor! response:	Ah, Reitei-sama... Nothing gets past your eyes.
context: Roar of the Fire Dragon!\It seems you were in luck, Reitei-sama.\Just keep the fact that I got hit to yourself...\What did you do?\What indeed?\Don't dodge the question.\It was your magic that destroyed the floor!\Ah, Reitei-sama... Nothing gets past your eyes. response:	But, please understand.
context: It seems you were in luck, Reitei-sama.\Just keep the fact that I got hit to yourself...\What did you do?\What indeed?\Don't dodge the question.\It was your magic that destroyed the floor!\Ah, Reitei-sama... Nothing gets past your eyes.\But, please understand. response:	I cannot afford to lose you until Deliora is resurrected.
context: Just keep the fact that I got hit to yourself...\What did you do?\What indeed?\Don't dodge the question.\It was your magic that destroyed the floor!\Ah, Reitei-sama... Nothing gets past your eyes.\But, please understand.\I cannot afford to lose you until Deliora is resurrected. response:	You're saying I'd be beaten if I was hit by those flames?
context: What did you do?\What indeed?\Don't dodge the question.\It was your magic that destroyed the floor!\Ah, Reitei-sama... Nothing gets past your eyes.\But, please understand.\I cannot afford to lose you until Deliora is resurrected.\You're saying I'd be beaten if I was hit by those flames? response:	Begone.
context: What indeed?\Don't dodge the question.\It was your magic that destroyed the floor!\Ah, Reitei-sama... Nothing gets past your eyes.\But, please understand.\I cannot afford to lose you until Deliora is resurrected.\You're saying I'd be beaten if I was hit by those flames?\Begone. response:	I will finish him myself.
context: Don't dodge the question.\It was your magic that destroyed the floor!\Ah, Reitei-sama... Nothing gets past your eyes.\But, please understand.\I cannot afford to lose you until Deliora is resurrected.\You're saying I'd be beaten if I was hit by those flames?\Begone.\I will finish him myself. response:	I'm the one and only wizard who can defeat Deliora.
context: It was your magic that destroyed the floor!\Ah, Reitei-sama... Nothing gets past your eyes.\But, please understand.\I cannot afford to lose you until Deliora is resurrected.\You're saying I'd be beaten if I was hit by those flames?\Begone.\I will finish him myself.\I'm the one and only wizard who can defeat Deliora. response:	Reitei Lyon!
context: Ah, Reitei-sama... Nothing gets past your eyes.\But, please understand.\I cannot afford to lose you until Deliora is resurrected.\You're saying I'd be beaten if I was hit by those flames?\Begone.\I will finish him myself.\I'm the one and only wizard who can defeat Deliora.\Reitei Lyon! response:	To even imply that I would have trouble with a brat like him is insulting.
context: But, please understand.\I cannot afford to lose you until Deliora is resurrected.\You're saying I'd be beaten if I was hit by those flames?\Begone.\I will finish him myself.\I'm the one and only wizard who can defeat Deliora.\Reitei Lyon!\To even imply that I would have trouble with a brat like him is insulting. response:	Oh, my...
context: I cannot afford to lose you until Deliora is resurrected.\You're saying I'd be beaten if I was hit by those flames?\Begone.\I will finish him myself.\I'm the one and only wizard who can defeat Deliora.\Reitei Lyon!\To even imply that I would have trouble with a brat like him is insulting.\Oh, my... response:	Defeat Deliora?
context: You're saying I'd be beaten if I was hit by those flames?\Begone.\I will finish him myself.\I'm the one and only wizard who can defeat Deliora.\Reitei Lyon!\To even imply that I would have trouble with a brat like him is insulting.\Oh, my...\Defeat Deliora? response:	Defeat Deliora? That's his goal?
context: Begone.\I will finish him myself.\I'm the one and only wizard who can defeat Deliora.\Reitei Lyon!\To even imply that I would have trouble with a brat like him is insulting.\Oh, my...\Defeat Deliora?\Defeat Deliora? That's his goal? response:	But it's, like, already half defeated, right?
context: I will finish him myself.\I'm the one and only wizard who can defeat Deliora.\Reitei Lyon!\To even imply that I would have trouble with a brat like him is insulting.\Oh, my...\Defeat Deliora?\Defeat Deliora? That's his goal?\But it's, like, already half defeated, right? response:	So you want to break it free of the ice on purpose to fight it?
context: I'm the one and only wizard who can defeat Deliora.\Reitei Lyon!\To even imply that I would have trouble with a brat like him is insulting.\Oh, my...\Defeat Deliora?\Defeat Deliora? That's his goal?\But it's, like, already half defeated, right?\So you want to break it free of the ice on purpose to fight it? response:	That's pretty whacked out there, buddy.
context: Reitei Lyon!\To even imply that I would have trouble with a brat like him is insulting.\Oh, my...\Defeat Deliora?\Defeat Deliora? That's his goal?\But it's, like, already half defeated, right?\So you want to break it free of the ice on purpose to fight it?\That's pretty whacked out there, buddy. response:	It's all to surpass Ul.
context: To even imply that I would have trouble with a brat like him is insulting.\Oh, my...\Defeat Deliora?\Defeat Deliora? That's his goal?\But it's, like, already half defeated, right?\So you want to break it free of the ice on purpose to fight it?\That's pretty whacked out there, buddy.\It's all to surpass Ul. response:	So I can continue to dream!
context: Oh, my...\Defeat Deliora?\Defeat Deliora? That's his goal?\But it's, like, already half defeated, right?\So you want to break it free of the ice on purpose to fight it?\That's pretty whacked out there, buddy.\It's all to surpass Ul.\So I can continue to dream! response:	Then why don't you just challenge Ul directly?
context: Defeat Deliora?\Defeat Deliora? That's his goal?\But it's, like, already half defeated, right?\So you want to break it free of the ice on purpose to fight it?\That's pretty whacked out there, buddy.\It's all to surpass Ul.\So I can continue to dream!\Then why don't you just challenge Ul directly? response:	You didn't hear? Ul's already dead!
context: Defeat Deliora? That's his goal?\But it's, like, already half defeated, right?\So you want to break it free of the ice on purpose to fight it?\That's pretty whacked out there, buddy.\It's all to surpass Ul.\So I can continue to dream!\Then why don't you just challenge Ul directly?\You didn't hear? Ul's already dead! response:	The demon who Ul, the wizard who taught me magic, risked her life to seal away!
context: But it's, like, already half defeated, right?\So you want to break it free of the ice on purpose to fight it?\That's pretty whacked out there, buddy.\It's all to surpass Ul.\So I can continue to dream!\Then why don't you just challenge Ul directly?\You didn't hear? Ul's already dead!\The demon who Ul, the wizard who taught me magic, risked her life to seal away! response:	So she ended up dying?
context: So you want to break it free of the ice on purpose to fight it?\That's pretty whacked out there, buddy.\It's all to surpass Ul.\So I can continue to dream!\Then why don't you just challenge Ul directly?\You didn't hear? Ul's already dead!\The demon who Ul, the wizard who taught me magic, risked her life to seal away!\So she ended up dying? response:	That's right. And it was Gray's fault.
context: That's pretty whacked out there, buddy.\It's all to surpass Ul.\So I can continue to dream!\Then why don't you just challenge Ul directly?\You didn't hear? Ul's already dead!\The demon who Ul, the wizard who taught me magic, risked her life to seal away!\So she ended up dying?\That's right. And it was Gray's fault. response:	I don't know what happened in the past.
context: It's all to surpass Ul.\So I can continue to dream!\Then why don't you just challenge Ul directly?\You didn't hear? Ul's already dead!\The demon who Ul, the wizard who taught me magic, risked her life to seal away!\So she ended up dying?\That's right. And it was Gray's fault.\I don't know what happened in the past. response:	But what you're trying to do now is making a lot of people suffer.
context: So I can continue to dream!\Then why don't you just challenge Ul directly?\You didn't hear? Ul's already dead!\The demon who Ul, the wizard who taught me magic, risked her life to seal away!\So she ended up dying?\That's right. And it was Gray's fault.\I don't know what happened in the past.\But what you're trying to do now is making a lot of people suffer. response:	I'm gonna make you open your eyes!
context: Then why don't you just challenge Ul directly?\You didn't hear? Ul's already dead!\The demon who Ul, the wizard who taught me magic, risked her life to seal away!\So she ended up dying?\That's right. And it was Gray's fault.\I don't know what happened in the past.\But what you're trying to do now is making a lot of people suffer.\I'm gonna make you open your eyes! response:	With my hot flames!
context: You didn't hear? Ul's already dead!\The demon who Ul, the wizard who taught me magic, risked her life to seal away!\So she ended up dying?\That's right. And it was Gray's fault.\I don't know what happened in the past.\But what you're trying to do now is making a lot of people suffer.\I'm gonna make you open your eyes!\With my hot flames! response:	Lyon's aim has always been to surpass Ul.
context: The demon who Ul, the wizard who taught me magic, risked her life to seal away!\So she ended up dying?\That's right. And it was Gray's fault.\I don't know what happened in the past.\But what you're trying to do now is making a lot of people suffer.\I'm gonna make you open your eyes!\With my hot flames!\Lyon's aim has always been to surpass Ul. response:	Now with Ul gone, he wants to defeat Deliora, a foe that Ul couldn't kill, in order to surpass her.
context: So she ended up dying?\That's right. And it was Gray's fault.\I don't know what happened in the past.\But what you're trying to do now is making a lot of people suffer.\I'm gonna make you open your eyes!\With my hot flames!\Lyon's aim has always been to surpass Ul.\Now with Ul gone, he wants to defeat Deliora, a foe that Ul couldn't kill, in order to surpass her. response:	I see. So that's the only way for him to surpass someone who's dead.
context: That's right. And it was Gray's fault.\I don't know what happened in the past.\But what you're trying to do now is making a lot of people suffer.\I'm gonna make you open your eyes!\With my hot flames!\Lyon's aim has always been to surpass Ul.\Now with Ul gone, he wants to defeat Deliora, a foe that Ul couldn't kill, in order to surpass her.\I see. So that's the only way for him to surpass someone who's dead. response:	Aye.
context: I don't know what happened in the past.\But what you're trying to do now is making a lot of people suffer.\I'm gonna make you open your eyes!\With my hot flames!\Lyon's aim has always been to surpass Ul.\Now with Ul gone, he wants to defeat Deliora, a foe that Ul couldn't kill, in order to surpass her.\I see. So that's the only way for him to surpass someone who's dead.\Aye. response:	No... He... Lyon doesn't know.
context: But what you're trying to do now is making a lot of people suffer.\I'm gonna make you open your eyes!\With my hot flames!\Lyon's aim has always been to surpass Ul.\Now with Ul gone, he wants to defeat Deliora, a foe that Ul couldn't kill, in order to surpass her.\I see. So that's the only way for him to surpass someone who's dead.\Aye.\No... He... Lyon doesn't know. response:	It's true that Ul is no longer with us.
context: I'm gonna make you open your eyes!\With my hot flames!\Lyon's aim has always been to surpass Ul.\Now with Ul gone, he wants to defeat Deliora, a foe that Ul couldn't kill, in order to surpass her.\I see. So that's the only way for him to surpass someone who's dead.\Aye.\No... He... Lyon doesn't know.\It's true that Ul is no longer with us. response:	But...
context: With my hot flames!\Lyon's aim has always been to surpass Ul.\Now with Ul gone, he wants to defeat Deliora, a foe that Ul couldn't kill, in order to surpass her.\I see. So that's the only way for him to surpass someone who's dead.\Aye.\No... He... Lyon doesn't know.\It's true that Ul is no longer with us.\But... response:	Ul is still... alive!
context: Lyon's aim has always been to surpass Ul.\Now with Ul gone, he wants to defeat Deliora, a foe that Ul couldn't kill, in order to surpass her.\I see. So that's the only way for him to surpass someone who's dead.\Aye.\No... He... Lyon doesn't know.\It's true that Ul is no longer with us.\But...\Ul is still... alive! response:	Professor Happy's Fairy Tail Lectures!
context: Now with Ul gone, he wants to defeat Deliora, a foe that Ul couldn't kill, in order to surpass her.\I see. So that's the only way for him to surpass someone who's dead.\Aye.\No... He... Lyon doesn't know.\It's true that Ul is no longer with us.\But...\Ul is still... alive!\Professor Happy's Fairy Tail Lectures! response:	Today I'll be telling you the secrets of me, Happy!
context: I see. So that's the only way for him to surpass someone who's dead.\Aye.\No... He... Lyon doesn't know.\It's true that Ul is no longer with us.\But...\Ul is still... alive!\Professor Happy's Fairy Tail Lectures!\Today I'll be telling you the secrets of me, Happy! response:	I'm a wizard who uses Aera magic to grow wings and fly!
context: Aye.\No... He... Lyon doesn't know.\It's true that Ul is no longer with us.\But...\Ul is still... alive!\Professor Happy's Fairy Tail Lectures!\Today I'll be telling you the secrets of me, Happy!\I'm a wizard who uses Aera magic to grow wings and fly! response:	And even though I'm a cat, I can speak like humans.
context: No... He... Lyon doesn't know.\It's true that Ul is no longer with us.\But...\Ul is still... alive!\Professor Happy's Fairy Tail Lectures!\Today I'll be telling you the secrets of me, Happy!\I'm a wizard who uses Aera magic to grow wings and fly!\And even though I'm a cat, I can speak like humans. response:	Please don't question if I'm really a cat, okay?
context: It's true that Ul is no longer with us.\But...\Ul is still... alive!\Professor Happy's Fairy Tail Lectures!\Today I'll be telling you the secrets of me, Happy!\I'm a wizard who uses Aera magic to grow wings and fly!\And even though I'm a cat, I can speak like humans.\Please don't question if I'm really a cat, okay? response:	By the way, I love to eat fish!
context: But...\Ul is still... alive!\Professor Happy's Fairy Tail Lectures!\Today I'll be telling you the secrets of me, Happy!\I'm a wizard who uses Aera magic to grow wings and fly!\And even though I'm a cat, I can speak like humans.\Please don't question if I'm really a cat, okay?\By the way, I love to eat fish! response:	Until next time!
context: Ul is still... alive!\Professor Happy's Fairy Tail Lectures!\Today I'll be telling you the secrets of me, Happy!\I'm a wizard who uses Aera magic to grow wings and fly!\And even though I'm a cat, I can speak like humans.\Please don't question if I'm really a cat, okay?\By the way, I love to eat fish!\Until next time! response:	Stand, Bow, Aye!
context: Professor Happy's Fairy Tail Lectures!\Today I'll be telling you the secrets of me, Happy!\I'm a wizard who uses Aera magic to grow wings and fly!\And even though I'm a cat, I can speak like humans.\Please don't question if I'm really a cat, okay?\By the way, I love to eat fish!\Until next time!\Stand, Bow, Aye! response:	Gray's teacher is the one that sealed Deliora, right?
context: Today I'll be telling you the secrets of me, Happy!\I'm a wizard who uses Aera magic to grow wings and fly!\And even though I'm a cat, I can speak like humans.\Please don't question if I'm really a cat, okay?\By the way, I love to eat fish!\Until next time!\Stand, Bow, Aye!\Gray's teacher is the one that sealed Deliora, right? response:	Aye! She's the one who taught him Creation Magic.
context: I'm a wizard who uses Aera magic to grow wings and fly!\And even though I'm a cat, I can speak like humans.\Please don't question if I'm really a cat, okay?\By the way, I love to eat fish!\Until next time!\Stand, Bow, Aye!\Gray's teacher is the one that sealed Deliora, right?\Aye! She's the one who taught him Creation Magic. response:	If she was able to teach a dimwit like him magic, she must have been an incredible wizard!
context: And even though I'm a cat, I can speak like humans.\Please don't question if I'm really a cat, okay?\By the way, I love to eat fish!\Until next time!\Stand, Bow, Aye!\Gray's teacher is the one that sealed Deliora, right?\Aye! She's the one who taught him Creation Magic.\If she was able to teach a dimwit like him magic, she must have been an incredible wizard! response:	I wonder what Gray was like before he joined the guild?
context: Please don't question if I'm really a cat, okay?\By the way, I love to eat fish!\Until next time!\Stand, Bow, Aye!\Gray's teacher is the one that sealed Deliora, right?\Aye! She's the one who taught him Creation Magic.\If she was able to teach a dimwit like him magic, she must have been an incredible wizard!\I wonder what Gray was like before he joined the guild? response:	Next time: Eternal Magic
context: By the way, I love to eat fish!\Until next time!\Stand, Bow, Aye!\Gray's teacher is the one that sealed Deliora, right?\Aye! She's the one who taught him Creation Magic.\If she was able to teach a dimwit like him magic, she must have been an incredible wizard!\I wonder what Gray was like before he joined the guild?\Next time: Eternal Magic response:	Gray before he came to Fairy Tail?
context: Until next time!\Stand, Bow, Aye!\Gray's teacher is the one that sealed Deliora, right?\Aye! She's the one who taught him Creation Magic.\If she was able to teach a dimwit like him magic, she must have been an incredible wizard!\I wonder what Gray was like before he joined the guild?\Next time: Eternal Magic\Gray before he came to Fairy Tail? response:	Aye! We'll find out why he strips all the time, too!
context: Stand, Bow, Aye!\Gray's teacher is the one that sealed Deliora, right?\Aye! She's the one who taught him Creation Magic.\If she was able to teach a dimwit like him magic, she must have been an incredible wizard!\I wonder what Gray was like before he joined the guild?\Next time: Eternal Magic\Gray before he came to Fairy Tail?\Aye! We'll find out why he strips all the time, too! response:	Uh... TMI.
