context: Hey, quit this already, Aratake. response:	We already know that you're strong.
context: Nobody touch it!\I pass.\Again?\So how do we get inside?\We have to save Yukimura quickly!\Sis!\Suzuna?!\Prez's sister? response:	Thank you always for looking out for my sister.
context: I pass.\Again?\So how do we get inside?\We have to save Yukimura quickly!\Sis!\Suzuna?!\Prez's sister?\Thank you always for looking out for my sister. response:	Are you all here to fight someone?
context: Again?\So how do we get inside?\We have to save Yukimura quickly!\Sis!\Suzuna?!\Prez's sister?\Thank you always for looking out for my sister.\Are you all here to fight someone? response:	No!
context: So how do we get inside?\We have to save Yukimura quickly!\Sis!\Suzuna?!\Prez's sister?\Thank you always for looking out for my sister.\Are you all here to fight someone?\No! response:	Look!
context: We have to save Yukimura quickly!\Sis!\Suzuna?!\Prez's sister?\Thank you always for looking out for my sister.\Are you all here to fight someone?\No!\Look! response:	We're shooting a film!
context: Sis!\Suzuna?!\Prez's sister?\Thank you always for looking out for my sister.\Are you all here to fight someone?\No!\Look!\We're shooting a film! response:	It looks fun.
context: Suzuna?!\Prez's sister?\Thank you always for looking out for my sister.\Are you all here to fight someone?\No!\Look!\We're shooting a film!\It looks fun. response:	I want to apply for the role of the last boss.
context: Prez's sister?\Thank you always for looking out for my sister.\Are you all here to fight someone?\No!\Look!\We're shooting a film!\It looks fun.\I want to apply for the role of the last boss. response:	Don't. You head straight home. It's dangerous.
context: Thank you always for looking out for my sister.\Are you all here to fight someone?\No!\Look!\We're shooting a film!\It looks fun.\I want to apply for the role of the last boss.\Don't. You head straight home. It's dangerous. response:	I don't mind being the one that gets shot.
context: Are you all here to fight someone?\No!\Look!\We're shooting a film!\It looks fun.\I want to apply for the role of the last boss.\Don't. You head straight home. It's dangerous.\I don't mind being the one that gets shot. response:	No, there's nothing like that in the script.
context: No!\Look!\We're shooting a film!\It looks fun.\I want to apply for the role of the last boss.\Don't. You head straight home. It's dangerous.\I don't mind being the one that gets shot.\No, there's nothing like that in the script. response:	Then I'll leave this with you.
context: Look!\We're shooting a film!\It looks fun.\I want to apply for the role of the last boss.\Don't. You head straight home. It's dangerous.\I don't mind being the one that gets shot.\No, there's nothing like that in the script.\Then I'll leave this with you. response:	It's frozen dumplings I won at the shopping district's lottery.
context: We're shooting a film!\It looks fun.\I want to apply for the role of the last boss.\Don't. You head straight home. It's dangerous.\I don't mind being the one that gets shot.\No, there's nothing like that in the script.\Then I'll leave this with you.\It's frozen dumplings I won at the shopping district's lottery. response:	How do we eat that here?!
context: It looks fun.\I want to apply for the role of the last boss.\Don't. You head straight home. It's dangerous.\I don't mind being the one that gets shot.\No, there's nothing like that in the script.\Then I'll leave this with you.\It's frozen dumplings I won at the shopping district's lottery.\How do we eat that here?! response:	You must not underestimate frozen dumplings.
context: I want to apply for the role of the last boss.\Don't. You head straight home. It's dangerous.\I don't mind being the one that gets shot.\No, there's nothing like that in the script.\Then I'll leave this with you.\It's frozen dumplings I won at the shopping district's lottery.\How do we eat that here?!\You must not underestimate frozen dumplings. response:	A dumpling frozen instantaneously at -60C traps the meat and vegetable's flavor.
context: Don't. You head straight home. It's dangerous.\I don't mind being the one that gets shot.\No, there's nothing like that in the script.\Then I'll leave this with you.\It's frozen dumplings I won at the shopping district's lottery.\How do we eat that here?!\You must not underestimate frozen dumplings.\A dumpling frozen instantaneously at -60C traps the meat and vegetable's flavor. response:	It's better than incorrectly ranked 3-star Chinese restaurants.
context: I don't mind being the one that gets shot.\No, there's nothing like that in the script.\Then I'll leave this with you.\It's frozen dumplings I won at the shopping district's lottery.\How do we eat that here?!\You must not underestimate frozen dumplings.\A dumpling frozen instantaneously at -60C traps the meat and vegetable's flavor.\It's better than incorrectly ranked 3-star Chinese restaurants. response:	Aratake-san. I don't think he's coming.
context: No, there's nothing like that in the script.\Then I'll leave this with you.\It's frozen dumplings I won at the shopping district's lottery.\How do we eat that here?!\You must not underestimate frozen dumplings.\A dumpling frozen instantaneously at -60C traps the meat and vegetable's flavor.\It's better than incorrectly ranked 3-star Chinese restaurants.\Aratake-san. I don't think he's coming. response:	He was called the White Beast two years ago, right?
context: Then I'll leave this with you.\It's frozen dumplings I won at the shopping district's lottery.\How do we eat that here?!\You must not underestimate frozen dumplings.\A dumpling frozen instantaneously at -60C traps the meat and vegetable's flavor.\It's better than incorrectly ranked 3-star Chinese restaurants.\Aratake-san. I don't think he's coming.\He was called the White Beast two years ago, right? response:	Look, he's crying.
context: It's frozen dumplings I won at the shopping district's lottery.\How do we eat that here?!\You must not underestimate frozen dumplings.\A dumpling frozen instantaneously at -60C traps the meat and vegetable's flavor.\It's better than incorrectly ranked 3-star Chinese restaurants.\Aratake-san. I don't think he's coming.\He was called the White Beast two years ago, right?\Look, he's crying. response:	So weak.
context: How do we eat that here?!\You must not underestimate frozen dumplings.\A dumpling frozen instantaneously at -60C traps the meat and vegetable's flavor.\It's better than incorrectly ranked 3-star Chinese restaurants.\Aratake-san. I don't think he's coming.\He was called the White Beast two years ago, right?\Look, he's crying.\So weak. response:	Where did your energy go?
context: You must not underestimate frozen dumplings.\A dumpling frozen instantaneously at -60C traps the meat and vegetable's flavor.\It's better than incorrectly ranked 3-star Chinese restaurants.\Aratake-san. I don't think he's coming.\He was called the White Beast two years ago, right?\Look, he's crying.\So weak.\Where did your energy go? response:	What are you doing, punks?
context: A dumpling frozen instantaneously at -60C traps the meat and vegetable's flavor.\It's better than incorrectly ranked 3-star Chinese restaurants.\Aratake-san. I don't think he's coming.\He was called the White Beast two years ago, right?\Look, he's crying.\So weak.\Where did your energy go?\What are you doing, punks? response:	I knew it. It is one of our school's students.
context: It's better than incorrectly ranked 3-star Chinese restaurants.\Aratake-san. I don't think he's coming.\He was called the White Beast two years ago, right?\Look, he's crying.\So weak.\Where did your energy go?\What are you doing, punks?\I knew it. It is one of our school's students. response:	Unforgivable!
context: Aratake-san. I don't think he's coming.\He was called the White Beast two years ago, right?\Look, he's crying.\So weak.\Where did your energy go?\What are you doing, punks?\I knew it. It is one of our school's students.\Unforgivable! response:	Bullying is uncool.
context: He was called the White Beast two years ago, right?\Look, he's crying.\So weak.\Where did your energy go?\What are you doing, punks?\I knew it. It is one of our school's students.\Unforgivable!\Bullying is uncool. response:	What is he saying?
context: Look, he's crying.\So weak.\Where did your energy go?\What are you doing, punks?\I knew it. It is one of our school's students.\Unforgivable!\Bullying is uncool.\What is he saying? response:	Don't worry about him. He just likes to say that.
context: So weak.\Where did your energy go?\What are you doing, punks?\I knew it. It is one of our school's students.\Unforgivable!\Bullying is uncool.\What is he saying?\Don't worry about him. He just likes to say that. response:	You cowardly bunch. I'll take you on.
context: Where did your energy go?\What are you doing, punks?\I knew it. It is one of our school's students.\Unforgivable!\Bullying is uncool.\What is he saying?\Don't worry about him. He just likes to say that.\You cowardly bunch. I'll take you on. response:	What did you say?
context: What are you doing, punks?\I knew it. It is one of our school's students.\Unforgivable!\Bullying is uncool.\What is he saying?\Don't worry about him. He just likes to say that.\You cowardly bunch. I'll take you on.\What did you say? response:	That's something he likes to say, too, so don't worry about that either.
context: I knew it. It is one of our school's students.\Unforgivable!\Bullying is uncool.\What is he saying?\Don't worry about him. He just likes to say that.\You cowardly bunch. I'll take you on.\What did you say?\That's something he likes to say, too, so don't worry about that either. response:	Fuck that.
context: Unforgivable!\Bullying is uncool.\What is he saying?\Don't worry about him. He just likes to say that.\You cowardly bunch. I'll take you on.\What did you say?\That's something he likes to say, too, so don't worry about that either.\Fuck that. response:	We'll take'em on!
context: Bullying is uncool.\What is he saying?\Don't worry about him. He just likes to say that.\You cowardly bunch. I'll take you on.\What did you say?\That's something he likes to say, too, so don't worry about that either.\Fuck that.\We'll take'em on! response:	Why are you dozing about?
context: What is he saying?\Don't worry about him. He just likes to say that.\You cowardly bunch. I'll take you on.\What did you say?\That's something he likes to say, too, so don't worry about that either.\Fuck that.\We'll take'em on!\Why are you dozing about? response:	The hero's here.
context: Don't worry about him. He just likes to say that.\You cowardly bunch. I'll take you on.\What did you say?\That's something he likes to say, too, so don't worry about that either.\Fuck that.\We'll take'em on!\Why are you dozing about?\The hero's here. response:	You should be happier.
context: You cowardly bunch. I'll take you on.\What did you say?\That's something he likes to say, too, so don't worry about that either.\Fuck that.\We'll take'em on!\Why are you dozing about?\The hero's here.\You should be happier. response:	He will come.
context: What did you say?\That's something he likes to say, too, so don't worry about that either.\Fuck that.\We'll take'em on!\Why are you dozing about?\The hero's here.\You should be happier.\He will come. response:	She's finally gone.
context: That's something he likes to say, too, so don't worry about that either.\Fuck that.\We'll take'em on!\Why are you dozing about?\The hero's here.\You should be happier.\He will come.\She's finally gone. response:	That was too much trivia about dumplings.
context: Fuck that.\We'll take'em on!\Why are you dozing about?\The hero's here.\You should be happier.\He will come.\She's finally gone.\That was too much trivia about dumplings. response:	She really is Prez's sister. Totally unique.
context: We'll take'em on!\Why are you dozing about?\The hero's here.\You should be happier.\He will come.\She's finally gone.\That was too much trivia about dumplings.\She really is Prez's sister. Totally unique. response:	Yeah, and cute, too.
context: Why are you dozing about?\The hero's here.\You should be happier.\He will come.\She's finally gone.\That was too much trivia about dumplings.\She really is Prez's sister. Totally unique.\Yeah, and cute, too. response:	Now's not the time to be saying that!
context: The hero's here.\You should be happier.\He will come.\She's finally gone.\That was too much trivia about dumplings.\She really is Prez's sister. Totally unique.\Yeah, and cute, too.\Now's not the time to be saying that! response:	Yeah. We need to go save Yukimura.
context: You should be happier.\He will come.\She's finally gone.\That was too much trivia about dumplings.\She really is Prez's sister. Totally unique.\Yeah, and cute, too.\Now's not the time to be saying that!\Yeah. We need to go save Yukimura. response:	Ah, right.
context: He will come.\She's finally gone.\That was too much trivia about dumplings.\She really is Prez's sister. Totally unique.\Yeah, and cute, too.\Now's not the time to be saying that!\Yeah. We need to go save Yukimura.\Ah, right. response:	Hey, Misa-chan! What is this? Shooting a film?
context: She's finally gone.\That was too much trivia about dumplings.\She really is Prez's sister. Totally unique.\Yeah, and cute, too.\Now's not the time to be saying that!\Yeah. We need to go save Yukimura.\Ah, right.\Hey, Misa-chan! What is this? Shooting a film? response:	Chief!
context: That was too much trivia about dumplings.\She really is Prez's sister. Totally unique.\Yeah, and cute, too.\Now's not the time to be saying that!\Yeah. We need to go save Yukimura.\Ah, right.\Hey, Misa-chan! What is this? Shooting a film?\Chief! response:	Hey, Aoi-chan's with you.
context: She really is Prez's sister. Totally unique.\Yeah, and cute, too.\Now's not the time to be saying that!\Yeah. We need to go save Yukimura.\Ah, right.\Hey, Misa-chan! What is this? Shooting a film?\Chief!\Hey, Aoi-chan's with you. response:	Is this the scenario?
context: Yeah, and cute, too.\Now's not the time to be saying that!\Yeah. We need to go save Yukimura.\Ah, right.\Hey, Misa-chan! What is this? Shooting a film?\Chief!\Hey, Aoi-chan's with you.\Is this the scenario? response:	Let me see it.
context: Now's not the time to be saying that!\Yeah. We need to go save Yukimura.\Ah, right.\Hey, Misa-chan! What is this? Shooting a film?\Chief!\Hey, Aoi-chan's with you.\Is this the scenario?\Let me see it. response:	Yet another nuisance...
context: Yeah. We need to go save Yukimura.\Ah, right.\Hey, Misa-chan! What is this? Shooting a film?\Chief!\Hey, Aoi-chan's with you.\Is this the scenario?\Let me see it.\Yet another nuisance... response:	Hmm, so it's a story about delinquents.
context: Ah, right.\Hey, Misa-chan! What is this? Shooting a film?\Chief!\Hey, Aoi-chan's with you.\Is this the scenario?\Let me see it.\Yet another nuisance...\Hmm, so it's a story about delinquents. response:	In a story like this, you can't forget the line,
context: Hey, Misa-chan! What is this? Shooting a film?\Chief!\Hey, Aoi-chan's with you.\Is this the scenario?\Let me see it.\Yet another nuisance...\Hmm, so it's a story about delinquents.\In a story like this, you can't forget the line, response:	We're not a rotten orange!
context: Chief!\Hey, Aoi-chan's with you.\Is this the scenario?\Let me see it.\Yet another nuisance...\Hmm, so it's a story about delinquents.\In a story like this, you can't forget the line,\We're not a rotten orange! response:	You know?
context: Hey, Aoi-chan's with you.\Is this the scenario?\Let me see it.\Yet another nuisance...\Hmm, so it's a story about delinquents.\In a story like this, you can't forget the line,\We're not a rotten orange!\You know? response:	Rotten orange?
context: Is this the scenario?\Let me see it.\Yet another nuisance...\Hmm, so it's a story about delinquents.\In a story like this, you can't forget the line,\We're not a rotten orange!\You know?\Rotten orange? response:	What's that supposed to mean?
context: Let me see it.\Yet another nuisance...\Hmm, so it's a story about delinquents.\In a story like this, you can't forget the line,\We're not a rotten orange!\You know?\Rotten orange?\What's that supposed to mean? response:	Fruits taste the best when they are just starting to rot.
context: Yet another nuisance...\Hmm, so it's a story about delinquents.\In a story like this, you can't forget the line,\We're not a rotten orange!\You know?\Rotten orange?\What's that supposed to mean?\Fruits taste the best when they are just starting to rot. response:	Yeah! We're still a green fruit!
context: Hmm, so it's a story about delinquents.\In a story like this, you can't forget the line,\We're not a rotten orange!\You know?\Rotten orange?\What's that supposed to mean?\Fruits taste the best when they are just starting to rot.\Yeah! We're still a green fruit! response:	You look good in clothes like that, too, Misa-chan.
context: In a story like this, you can't forget the line,\We're not a rotten orange!\You know?\Rotten orange?\What's that supposed to mean?\Fruits taste the best when they are just starting to rot.\Yeah! We're still a green fruit!\You look good in clothes like that, too, Misa-chan. response:	The gap to how you usually dress is good.
context: We're not a rotten orange!\You know?\Rotten orange?\What's that supposed to mean?\Fruits taste the best when they are just starting to rot.\Yeah! We're still a green fruit!\You look good in clothes like that, too, Misa-chan.\The gap to how you usually dress is good. response:	Gap moe, I suppose?
context: You know?\Rotten orange?\What's that supposed to mean?\Fruits taste the best when they are just starting to rot.\Yeah! We're still a green fruit!\You look good in clothes like that, too, Misa-chan.\The gap to how you usually dress is good.\Gap moe, I suppose? response:	It's so good!
context: Rotten orange?\What's that supposed to mean?\Fruits taste the best when they are just starting to rot.\Yeah! We're still a green fruit!\You look good in clothes like that, too, Misa-chan.\The gap to how you usually dress is good.\Gap moe, I suppose?\It's so good! response:	I know! A delinquent day might be good as the next event.
context: What's that supposed to mean?\Fruits taste the best when they are just starting to rot.\Yeah! We're still a green fruit!\You look good in clothes like that, too, Misa-chan.\The gap to how you usually dress is good.\Gap moe, I suppose?\It's so good!\I know! A delinquent day might be good as the next event. response:	We'll call the male customers Aniki and females Ane-san!
context: Fruits taste the best when they are just starting to rot.\Yeah! We're still a green fruit!\You look good in clothes like that, too, Misa-chan.\The gap to how you usually dress is good.\Gap moe, I suppose?\It's so good!\I know! A delinquent day might be good as the next event.\We'll call the male customers Aniki and females Ane-san! response:	I bet Honoka-chan will love it.
context: Yeah! We're still a green fruit!\You look good in clothes like that, too, Misa-chan.\The gap to how you usually dress is good.\Gap moe, I suppose?\It's so good!\I know! A delinquent day might be good as the next event.\We'll call the male customers Aniki and females Ane-san!\I bet Honoka-chan will love it. response:	I think Erika-chan would, too.
context: You look good in clothes like that, too, Misa-chan.\The gap to how you usually dress is good.\Gap moe, I suppose?\It's so good!\I know! A delinquent day might be good as the next event.\We'll call the male customers Aniki and females Ane-san!\I bet Honoka-chan will love it.\I think Erika-chan would, too. response:	Why won't he come...
context: The gap to how you usually dress is good.\Gap moe, I suppose?\It's so good!\I know! A delinquent day might be good as the next event.\We'll call the male customers Aniki and females Ane-san!\I bet Honoka-chan will love it.\I think Erika-chan would, too.\Why won't he come... response:	Maybe he's shaken up.
context: Gap moe, I suppose?\It's so good!\I know! A delinquent day might be good as the next event.\We'll call the male customers Aniki and females Ane-san!\I bet Honoka-chan will love it.\I think Erika-chan would, too.\Why won't he come...\Maybe he's shaken up. response:	He did leave this world after graduating.
context: It's so good!\I know! A delinquent day might be good as the next event.\We'll call the male customers Aniki and females Ane-san!\I bet Honoka-chan will love it.\I think Erika-chan would, too.\Why won't he come...\Maybe he's shaken up.\He did leave this world after graduating. response:	I heard he was scared of getting beat up in high school.
context: I know! A delinquent day might be good as the next event.\We'll call the male customers Aniki and females Ane-san!\I bet Honoka-chan will love it.\I think Erika-chan would, too.\Why won't he come...\Maybe he's shaken up.\He did leave this world after graduating.\I heard he was scared of getting beat up in high school. response:	Stop it you guys.
context: We'll call the male customers Aniki and females Ane-san!\I bet Honoka-chan will love it.\I think Erika-chan would, too.\Why won't he come...\Maybe he's shaken up.\He did leave this world after graduating.\I heard he was scared of getting beat up in high school.\Stop it you guys. response:	Shirokawa-san is a great upperclassman to Aratake.
context: I bet Honoka-chan will love it.\I think Erika-chan would, too.\Why won't he come...\Maybe he's shaken up.\He did leave this world after graduating.\I heard he was scared of getting beat up in high school.\Stop it you guys.\Shirokawa-san is a great upperclassman to Aratake. response:	You want to become strong, you say?
context: I think Erika-chan would, too.\Why won't he come...\Maybe he's shaken up.\He did leave this world after graduating.\I heard he was scared of getting beat up in high school.\Stop it you guys.\Shirokawa-san is a great upperclassman to Aratake.\You want to become strong, you say? response:	That's not something a crying guy can say.
context: Why won't he come...\Maybe he's shaken up.\He did leave this world after graduating.\I heard he was scared of getting beat up in high school.\Stop it you guys.\Shirokawa-san is a great upperclassman to Aratake.\You want to become strong, you say?\That's not something a crying guy can say. response:	That's right.
context: Maybe he's shaken up.\He did leave this world after graduating.\I heard he was scared of getting beat up in high school.\Stop it you guys.\Shirokawa-san is a great upperclassman to Aratake.\You want to become strong, you say?\That's not something a crying guy can say.\That's right. response:	Fastest way is to go wild.
context: He did leave this world after graduating.\I heard he was scared of getting beat up in high school.\Stop it you guys.\Shirokawa-san is a great upperclassman to Aratake.\You want to become strong, you say?\That's not something a crying guy can say.\That's right.\Fastest way is to go wild. response:	It's not worth listening to an idiot.
context: I heard he was scared of getting beat up in high school.\Stop it you guys.\Shirokawa-san is a great upperclassman to Aratake.\You want to become strong, you say?\That's not something a crying guy can say.\That's right.\Fastest way is to go wild.\It's not worth listening to an idiot. response:	Hey, Kurotatsu!
context: Stop it you guys.\Shirokawa-san is a great upperclassman to Aratake.\You want to become strong, you say?\That's not something a crying guy can say.\That's right.\Fastest way is to go wild.\It's not worth listening to an idiot.\Hey, Kurotatsu! response:	He's got a lame name, White Tornado Beast, because he's gone wild everywhere, following his instinct.
context: Shirokawa-san is a great upperclassman to Aratake.\You want to become strong, you say?\That's not something a crying guy can say.\That's right.\Fastest way is to go wild.\It's not worth listening to an idiot.\Hey, Kurotatsu!\He's got a lame name, White Tornado Beast, because he's gone wild everywhere, following his instinct. response:	It's a cool name!
context: You want to become strong, you say?\That's not something a crying guy can say.\That's right.\Fastest way is to go wild.\It's not worth listening to an idiot.\Hey, Kurotatsu!\He's got a lame name, White Tornado Beast, because he's gone wild everywhere, following his instinct.\It's a cool name! response:	The fights make people think of tornadoes!
context: That's not something a crying guy can say.\That's right.\Fastest way is to go wild.\It's not worth listening to an idiot.\Hey, Kurotatsu!\He's got a lame name, White Tornado Beast, because he's gone wild everywhere, following his instinct.\It's a cool name!\The fights make people think of tornadoes! response:	It's...
context: That's right.\Fastest way is to go wild.\It's not worth listening to an idiot.\Hey, Kurotatsu!\He's got a lame name, White Tornado Beast, because he's gone wild everywhere, following his instinct.\It's a cool name!\The fights make people think of tornadoes!\It's... response:	It's cool!
context: Fastest way is to go wild.\It's not worth listening to an idiot.\Hey, Kurotatsu!\He's got a lame name, White Tornado Beast, because he's gone wild everywhere, following his instinct.\It's a cool name!\The fights make people think of tornadoes!\It's...\It's cool! response:	Come with me.
context: It's not worth listening to an idiot.\Hey, Kurotatsu!\He's got a lame name, White Tornado Beast, because he's gone wild everywhere, following his instinct.\It's a cool name!\The fights make people think of tornadoes!\It's...\It's cool!\Come with me. response:	She's finally gone.
context: Hey, Kurotatsu!\He's got a lame name, White Tornado Beast, because he's gone wild everywhere, following his instinct.\It's a cool name!\The fights make people think of tornadoes!\It's...\It's cool!\Come with me.\She's finally gone. response:	I wonder if Yukimura's still alive.
context: He's got a lame name, White Tornado Beast, because he's gone wild everywhere, following his instinct.\It's a cool name!\The fights make people think of tornadoes!\It's...\It's cool!\Come with me.\She's finally gone.\I wonder if Yukimura's still alive. response:	We better hurry and go save him.
context: It's a cool name!\The fights make people think of tornadoes!\It's...\It's cool!\Come with me.\She's finally gone.\I wonder if Yukimura's still alive.\We better hurry and go save him. response:	There she is. Misaki!
context: The fights make people think of tornadoes!\It's...\It's cool!\Come with me.\She's finally gone.\I wonder if Yukimura's still alive.\We better hurry and go save him.\There she is. Misaki! response:	I heard from Suzuna-chan that you're shooting a film.
context: It's...\It's cool!\Come with me.\She's finally gone.\I wonder if Yukimura's still alive.\We better hurry and go save him.\There she is. Misaki!\I heard from Suzuna-chan that you're shooting a film. response:	Another one?
context: It's cool!\Come with me.\She's finally gone.\I wonder if Yukimura's still alive.\We better hurry and go save him.\There she is. Misaki!\I heard from Suzuna-chan that you're shooting a film.\Another one? response:	I want to get this over with and go home...
context: Come with me.\She's finally gone.\I wonder if Yukimura's still alive.\We better hurry and go save him.\There she is. Misaki!\I heard from Suzuna-chan that you're shooting a film.\Another one?\I want to get this over with and go home... response:	Let us help, too.
context: She's finally gone.\I wonder if Yukimura's still alive.\We better hurry and go save him.\There she is. Misaki!\I heard from Suzuna-chan that you're shooting a film.\Another one?\I want to get this over with and go home...\Let us help, too. response:	Let me be the cameraman.
context: I wonder if Yukimura's still alive.\We better hurry and go save him.\There she is. Misaki!\I heard from Suzuna-chan that you're shooting a film.\Another one?\I want to get this over with and go home...\Let us help, too.\Let me be the cameraman. response:	No, we've got enough hands, so don't worry.
context: We better hurry and go save him.\There she is. Misaki!\I heard from Suzuna-chan that you're shooting a film.\Another one?\I want to get this over with and go home...\Let us help, too.\Let me be the cameraman.\No, we've got enough hands, so don't worry. response:	I borrowed some props from the movie club.
context: There she is. Misaki!\I heard from Suzuna-chan that you're shooting a film.\Another one?\I want to get this over with and go home...\Let us help, too.\Let me be the cameraman.\No, we've got enough hands, so don't worry.\I borrowed some props from the movie club. response:	I've got a knife and a gun.
context: I heard from Suzuna-chan that you're shooting a film.\Another one?\I want to get this over with and go home...\Let us help, too.\Let me be the cameraman.\No, we've got enough hands, so don't worry.\I borrowed some props from the movie club.\I've got a knife and a gun. response:	We've got plenty of fake blood, too.
context: Another one?\I want to get this over with and go home...\Let us help, too.\Let me be the cameraman.\No, we've got enough hands, so don't worry.\I borrowed some props from the movie club.\I've got a knife and a gun.\We've got plenty of fake blood, too. response:	This story isn't anything like that...
context: I want to get this over with and go home...\Let us help, too.\Let me be the cameraman.\No, we've got enough hands, so don't worry.\I borrowed some props from the movie club.\I've got a knife and a gun.\We've got plenty of fake blood, too.\This story isn't anything like that... response:	Master! Let us help you, too!
context: Let us help, too.\Let me be the cameraman.\No, we've got enough hands, so don't worry.\I borrowed some props from the movie club.\I've got a knife and a gun.\We've got plenty of fake blood, too.\This story isn't anything like that...\Master! Let us help you, too! response:	It's the Ayuzawa School.
context: Let me be the cameraman.\No, we've got enough hands, so don't worry.\I borrowed some props from the movie club.\I've got a knife and a gun.\We've got plenty of fake blood, too.\This story isn't anything like that...\Master! Let us help you, too!\It's the Ayuzawa School. response:	Please let us be part of the movie as extras.
context: No, we've got enough hands, so don't worry.\I borrowed some props from the movie club.\I've got a knife and a gun.\We've got plenty of fake blood, too.\This story isn't anything like that...\Master! Let us help you, too!\It's the Ayuzawa School.\Please let us be part of the movie as extras. response:	Student A will be enough.
context: I borrowed some props from the movie club.\I've got a knife and a gun.\We've got plenty of fake blood, too.\This story isn't anything like that...\Master! Let us help you, too!\It's the Ayuzawa School.\Please let us be part of the movie as extras.\Student A will be enough. response:	Then I'll be student B.
context: I've got a knife and a gun.\We've got plenty of fake blood, too.\This story isn't anything like that...\Master! Let us help you, too!\It's the Ayuzawa School.\Please let us be part of the movie as extras.\Student A will be enough.\Then I'll be student B. response:	Student C!
context: We've got plenty of fake blood, too.\This story isn't anything like that...\Master! Let us help you, too!\It's the Ayuzawa School.\Please let us be part of the movie as extras.\Student A will be enough.\Then I'll be student B.\Student C! response:	Student D!
context: This story isn't anything like that...\Master! Let us help you, too!\It's the Ayuzawa School.\Please let us be part of the movie as extras.\Student A will be enough.\Then I'll be student B.\Student C!\Student D! response:	Student E!
context: Master! Let us help you, too!\It's the Ayuzawa School.\Please let us be part of the movie as extras.\Student A will be enough.\Then I'll be student B.\Student C!\Student D!\Student E! response:	I said it's nothing like that!
context: It's the Ayuzawa School.\Please let us be part of the movie as extras.\Student A will be enough.\Then I'll be student B.\Student C!\Student D!\Student E!\I said it's nothing like that! response:	Misakichi, I think you're cursed.
context: Please let us be part of the movie as extras.\Student A will be enough.\Then I'll be student B.\Student C!\Student D!\Student E!\I said it's nothing like that!\Misakichi, I think you're cursed. response:	Since you guys are freshmen, you might not know, but Shirokawa-san was an amazing person.
context: Student A will be enough.\Then I'll be student B.\Student C!\Student D!\Student E!\I said it's nothing like that!\Misakichi, I think you're cursed.\Since you guys are freshmen, you might not know, but Shirokawa-san was an amazing person. response:	He was mad strong.
context: Then I'll be student B.\Student C!\Student D!\Student E!\I said it's nothing like that!\Misakichi, I think you're cursed.\Since you guys are freshmen, you might not know, but Shirokawa-san was an amazing person.\He was mad strong. response:	Once he loses his mind, he's like an animal and none of us can stop him.
context: Student C!\Student D!\Student E!\I said it's nothing like that!\Misakichi, I think you're cursed.\Since you guys are freshmen, you might not know, but Shirokawa-san was an amazing person.\He was mad strong.\Once he loses his mind, he's like an animal and none of us can stop him. response:	He always looked after us.
context: Student D!\Student E!\I said it's nothing like that!\Misakichi, I think you're cursed.\Since you guys are freshmen, you might not know, but Shirokawa-san was an amazing person.\He was mad strong.\Once he loses his mind, he's like an animal and none of us can stop him.\He always looked after us. response:	Then why didn't he keep in contact after he graduated?
context: Student E!\I said it's nothing like that!\Misakichi, I think you're cursed.\Since you guys are freshmen, you might not know, but Shirokawa-san was an amazing person.\He was mad strong.\Once he loses his mind, he's like an animal and none of us can stop him.\He always looked after us.\Then why didn't he keep in contact after he graduated? response:	Hiding basically means he doesn't want to be involved.
context: I said it's nothing like that!\Misakichi, I think you're cursed.\Since you guys are freshmen, you might not know, but Shirokawa-san was an amazing person.\He was mad strong.\Once he loses his mind, he's like an animal and none of us can stop him.\He always looked after us.\Then why didn't he keep in contact after he graduated?\Hiding basically means he doesn't want to be involved. response:	Shut your trap!
context: Misakichi, I think you're cursed.\Since you guys are freshmen, you might not know, but Shirokawa-san was an amazing person.\He was mad strong.\Once he loses his mind, he's like an animal and none of us can stop him.\He always looked after us.\Then why didn't he keep in contact after he graduated?\Hiding basically means he doesn't want to be involved.\Shut your trap! response:	What do you guys understand about him?!
context: Since you guys are freshmen, you might not know, but Shirokawa-san was an amazing person.\He was mad strong.\Once he loses his mind, he's like an animal and none of us can stop him.\He always looked after us.\Then why didn't he keep in contact after he graduated?\Hiding basically means he doesn't want to be involved.\Shut your trap!\What do you guys understand about him?! response:	You're not gonna be able to achieve it.
context: He was mad strong.\Once he loses his mind, he's like an animal and none of us can stop him.\He always looked after us.\Then why didn't he keep in contact after he graduated?\Hiding basically means he doesn't want to be involved.\Shut your trap!\What do you guys understand about him?!\You're not gonna be able to achieve it. response:	You shut up, too!
context: Once he loses his mind, he's like an animal and none of us can stop him.\He always looked after us.\Then why didn't he keep in contact after he graduated?\Hiding basically means he doesn't want to be involved.\Shut your trap!\What do you guys understand about him?!\You're not gonna be able to achieve it.\You shut up, too! response:	Chill out, Aratake!!
context: He always looked after us.\Then why didn't he keep in contact after he graduated?\Hiding basically means he doesn't want to be involved.\Shut your trap!\What do you guys understand about him?!\You're not gonna be able to achieve it.\You shut up, too!\Chill out, Aratake!! response:	Where is Yukimura?
context: Then why didn't he keep in contact after he graduated?\Hiding basically means he doesn't want to be involved.\Shut your trap!\What do you guys understand about him?!\You're not gonna be able to achieve it.\You shut up, too!\Chill out, Aratake!!\Where is Yukimura? response:	I was tired before i even got here.
