context: Oh. So this is where you went. response:	If you stay in a place like this you'll catch a cold.
context: So cruel... You're so cruel.\Just a minute, you guys. At least hear me out...\Uh, don't worry about what Haruka did just now.\Koizumi-san!\We're all on your side!\Hurray for Koizumi-san!\Hurray!\H-H-H-Hey, what's going on? response:	Don't worry, everyone's cheering for you.
context: Just a minute, you guys. At least hear me out...\Uh, don't worry about what Haruka did just now.\Koizumi-san!\We're all on your side!\Hurray for Koizumi-san!\Hurray!\H-H-H-Hey, what's going on?\Don't worry, everyone's cheering for you. response:	Just do your best!
context: Uh, don't worry about what Haruka did just now.\Koizumi-san!\We're all on your side!\Hurray for Koizumi-san!\Hurray!\H-H-H-Hey, what's going on?\Don't worry, everyone's cheering for you.\Just do your best! response:	Ah, I see...
context: Koizumi-san!\We're all on your side!\Hurray for Koizumi-san!\Hurray!\H-H-H-Hey, what's going on?\Don't worry, everyone's cheering for you.\Just do your best!\Ah, I see... response:	I don't know exactly what's going on, but I'll do my best.
context: We're all on your side!\Hurray for Koizumi-san!\Hurray!\H-H-H-Hey, what's going on?\Don't worry, everyone's cheering for you.\Just do your best!\Ah, I see...\I don't know exactly what's going on, but I'll do my best. response:	Am I really dense?
context: Hurray for Koizumi-san!\Hurray!\H-H-H-Hey, what's going on?\Don't worry, everyone's cheering for you.\Just do your best!\Ah, I see...\I don't know exactly what's going on, but I'll do my best.\Am I really dense? response:	Am I really a playboy who's toying with a maiden's heart?
context: Hurray!\H-H-H-Hey, what's going on?\Don't worry, everyone's cheering for you.\Just do your best!\Ah, I see...\I don't know exactly what's going on, but I'll do my best.\Am I really dense?\Am I really a playboy who's toying with a maiden's heart? response:	Haven't you been?
context: H-H-H-Hey, what's going on?\Don't worry, everyone's cheering for you.\Just do your best!\Ah, I see...\I don't know exactly what's going on, but I'll do my best.\Am I really dense?\Am I really a playboy who's toying with a maiden's heart?\Haven't you been? response:	No I haven't!
context: Don't worry, everyone's cheering for you.\Just do your best!\Ah, I see...\I don't know exactly what's going on, but I'll do my best.\Am I really dense?\Am I really a playboy who's toying with a maiden's heart?\Haven't you been?\No I haven't! response:	So how do you feel about Koizumi-san?
context: Just do your best!\Ah, I see...\I don't know exactly what's going on, but I'll do my best.\Am I really dense?\Am I really a playboy who's toying with a maiden's heart?\Haven't you been?\No I haven't!\So how do you feel about Koizumi-san? response:	How?
context: Ah, I see...\I don't know exactly what's going on, but I'll do my best.\Am I really dense?\Am I really a playboy who's toying with a maiden's heart?\Haven't you been?\No I haven't!\So how do you feel about Koizumi-san?\How? response:	Do you like her?
context: I don't know exactly what's going on, but I'll do my best.\Am I really dense?\Am I really a playboy who's toying with a maiden's heart?\Haven't you been?\No I haven't!\So how do you feel about Koizumi-san?\How?\Do you like her? response:	Well, if you're asking me whether I like or dislike her, I'd say I like her, but...
context: Am I really dense?\Am I really a playboy who's toying with a maiden's heart?\Haven't you been?\No I haven't!\So how do you feel about Koizumi-san?\How?\Do you like her?\Well, if you're asking me whether I like or dislike her, I'd say I like her, but... response:	Do you want her to be your girlfriend?
context: Am I really a playboy who's toying with a maiden's heart?\Haven't you been?\No I haven't!\So how do you feel about Koizumi-san?\How?\Do you like her?\Well, if you're asking me whether I like or dislike her, I'd say I like her, but...\Do you want her to be your girlfriend? response:	I don't know.
context: Haven't you been?\No I haven't!\So how do you feel about Koizumi-san?\How?\Do you like her?\Well, if you're asking me whether I like or dislike her, I'd say I like her, but...\Do you want her to be your girlfriend?\I don't know. response:	That's the problem, isn't it?
context: No I haven't!\So how do you feel about Koizumi-san?\How?\Do you like her?\Well, if you're asking me whether I like or dislike her, I'd say I like her, but...\Do you want her to be your girlfriend?\I don't know.\That's the problem, isn't it? response:	Oh, really?
context: So how do you feel about Koizumi-san?\How?\Do you like her?\Well, if you're asking me whether I like or dislike her, I'd say I like her, but...\Do you want her to be your girlfriend?\I don't know.\That's the problem, isn't it?\Oh, really? response:	I mean, suppose she was my girlfriend...
context: How?\Do you like her?\Well, if you're asking me whether I like or dislike her, I'd say I like her, but...\Do you want her to be your girlfriend?\I don't know.\That's the problem, isn't it?\Oh, really?\I mean, suppose she was my girlfriend... response:	Then we'd have to kiss...
context: Do you like her?\Well, if you're asking me whether I like or dislike her, I'd say I like her, but...\Do you want her to be your girlfriend?\I don't know.\That's the problem, isn't it?\Oh, really?\I mean, suppose she was my girlfriend...\Then we'd have to kiss... response:	Don't you think that's kind of comical?
context: Well, if you're asking me whether I like or dislike her, I'd say I like her, but...\Do you want her to be your girlfriend?\I don't know.\That's the problem, isn't it?\Oh, really?\I mean, suppose she was my girlfriend...\Then we'd have to kiss...\Don't you think that's kind of comical? response:	Not really.
context: Do you want her to be your girlfriend?\I don't know.\That's the problem, isn't it?\Oh, really?\I mean, suppose she was my girlfriend...\Then we'd have to kiss...\Don't you think that's kind of comical?\Not really. response:	You're laughing, aren't you?!
context: I don't know.\That's the problem, isn't it?\Oh, really?\I mean, suppose she was my girlfriend...\Then we'd have to kiss...\Don't you think that's kind of comical?\Not really.\You're laughing, aren't you?! response:	Damn it. I'm breaking out in a cold sweat.
context: That's the problem, isn't it?\Oh, really?\I mean, suppose she was my girlfriend...\Then we'd have to kiss...\Don't you think that's kind of comical?\Not really.\You're laughing, aren't you?!\Damn it. I'm breaking out in a cold sweat. response:	And here I thought it'd only be a matter of time before you guys would go out.
context: Oh, really?\I mean, suppose she was my girlfriend...\Then we'd have to kiss...\Don't you think that's kind of comical?\Not really.\You're laughing, aren't you?!\Damn it. I'm breaking out in a cold sweat.\And here I thought it'd only be a matter of time before you guys would go out. response:	Huh? Why?
context: I mean, suppose she was my girlfriend...\Then we'd have to kiss...\Don't you think that's kind of comical?\Not really.\You're laughing, aren't you?!\Damn it. I'm breaking out in a cold sweat.\And here I thought it'd only be a matter of time before you guys would go out.\Huh? Why? response:	Because when you talk to her, you seem like you're interested.
context: Then we'd have to kiss...\Don't you think that's kind of comical?\Not really.\You're laughing, aren't you?!\Damn it. I'm breaking out in a cold sweat.\And here I thought it'd only be a matter of time before you guys would go out.\Huh? Why?\Because when you talk to her, you seem like you're interested. response:	When?
context: Don't you think that's kind of comical?\Not really.\You're laughing, aren't you?!\Damn it. I'm breaking out in a cold sweat.\And here I thought it'd only be a matter of time before you guys would go out.\Huh? Why?\Because when you talk to her, you seem like you're interested.\When? response:	Like after that incident with Kanzaki-san.
context: Not really.\You're laughing, aren't you?!\Damn it. I'm breaking out in a cold sweat.\And here I thought it'd only be a matter of time before you guys would go out.\Huh? Why?\Because when you talk to her, you seem like you're interested.\When?\Like after that incident with Kanzaki-san. response:	I heard about it from Nobu-chan.
context: You're laughing, aren't you?!\Damn it. I'm breaking out in a cold sweat.\And here I thought it'd only be a matter of time before you guys would go out.\Huh? Why?\Because when you talk to her, you seem like you're interested.\When?\Like after that incident with Kanzaki-san.\I heard about it from Nobu-chan. response:	I was thinking Maybe Koizumi is crying again, or something along those lines.
context: Damn it. I'm breaking out in a cold sweat.\And here I thought it'd only be a matter of time before you guys would go out.\Huh? Why?\Because when you talk to her, you seem like you're interested.\When?\Like after that incident with Kanzaki-san.\I heard about it from Nobu-chan.\I was thinking Maybe Koizumi is crying again, or something along those lines. response:	Maybe someone like you is more suited for me.
context: And here I thought it'd only be a matter of time before you guys would go out.\Huh? Why?\Because when you talk to her, you seem like you're interested.\When?\Like after that incident with Kanzaki-san.\I heard about it from Nobu-chan.\I was thinking Maybe Koizumi is crying again, or something along those lines.\Maybe someone like you is more suited for me. response:	I was just saying what was on my mind without really thinking about it.
context: Huh? Why?\Because when you talk to her, you seem like you're interested.\When?\Like after that incident with Kanzaki-san.\I heard about it from Nobu-chan.\I was thinking Maybe Koizumi is crying again, or something along those lines.\Maybe someone like you is more suited for me.\I was just saying what was on my mind without really thinking about it. response:	And didn't you ask her for Valentine's chocolate?
context: Because when you talk to her, you seem like you're interested.\When?\Like after that incident with Kanzaki-san.\I heard about it from Nobu-chan.\I was thinking Maybe Koizumi is crying again, or something along those lines.\Maybe someone like you is more suited for me.\I was just saying what was on my mind without really thinking about it.\And didn't you ask her for Valentine's chocolate? response:	I just want to eat chocolate. There's no meaning behind it.
context: When?\Like after that incident with Kanzaki-san.\I heard about it from Nobu-chan.\I was thinking Maybe Koizumi is crying again, or something along those lines.\Maybe someone like you is more suited for me.\I was just saying what was on my mind without really thinking about it.\And didn't you ask her for Valentine's chocolate?\I just want to eat chocolate. There's no meaning behind it. response:	You natural flirt.
context: Like after that incident with Kanzaki-san.\I heard about it from Nobu-chan.\I was thinking Maybe Koizumi is crying again, or something along those lines.\Maybe someone like you is more suited for me.\I was just saying what was on my mind without really thinking about it.\And didn't you ask her for Valentine's chocolate?\I just want to eat chocolate. There's no meaning behind it.\You natural flirt. response:	I am not, you idiot! What are you saying?!
context: I heard about it from Nobu-chan.\I was thinking Maybe Koizumi is crying again, or something along those lines.\Maybe someone like you is more suited for me.\I was just saying what was on my mind without really thinking about it.\And didn't you ask her for Valentine's chocolate?\I just want to eat chocolate. There's no meaning behind it.\You natural flirt.\I am not, you idiot! What are you saying?! response:	Let me just say this...
context: I was thinking Maybe Koizumi is crying again, or something along those lines.\Maybe someone like you is more suited for me.\I was just saying what was on my mind without really thinking about it.\And didn't you ask her for Valentine's chocolate?\I just want to eat chocolate. There's no meaning behind it.\You natural flirt.\I am not, you idiot! What are you saying?!\Let me just say this... response:	A casual comment from you makes Koizumi-san more flustered than you can imagine.
context: Maybe someone like you is more suited for me.\I was just saying what was on my mind without really thinking about it.\And didn't you ask her for Valentine's chocolate?\I just want to eat chocolate. There's no meaning behind it.\You natural flirt.\I am not, you idiot! What are you saying?!\Let me just say this...\A casual comment from you makes Koizumi-san more flustered than you can imagine. response:	D-Don't make it sound so scary.
context: I was just saying what was on my mind without really thinking about it.\And didn't you ask her for Valentine's chocolate?\I just want to eat chocolate. There's no meaning behind it.\You natural flirt.\I am not, you idiot! What are you saying?!\Let me just say this...\A casual comment from you makes Koizumi-san more flustered than you can imagine.\D-Don't make it sound so scary. response:	It's true.
context: And didn't you ask her for Valentine's chocolate?\I just want to eat chocolate. There's no meaning behind it.\You natural flirt.\I am not, you idiot! What are you saying?!\Let me just say this...\A casual comment from you makes Koizumi-san more flustered than you can imagine.\D-Don't make it sound so scary.\It's true. response:	Gather round!
context: I just want to eat chocolate. There's no meaning behind it.\You natural flirt.\I am not, you idiot! What are you saying?!\Let me just say this...\A casual comment from you makes Koizumi-san more flustered than you can imagine.\D-Don't make it sound so scary.\It's true.\Gather round! response:	It's done!
context: You natural flirt.\I am not, you idiot! What are you saying?!\Let me just say this...\A casual comment from you makes Koizumi-san more flustered than you can imagine.\D-Don't make it sound so scary.\It's true.\Gather round!\It's done! response:	Do you think we made too much?
context: I am not, you idiot! What are you saying?!\Let me just say this...\A casual comment from you makes Koizumi-san more flustered than you can imagine.\D-Don't make it sound so scary.\It's true.\Gather round!\It's done!\Do you think we made too much? response:	It's fine, it's fine.
context: Let me just say this...\A casual comment from you makes Koizumi-san more flustered than you can imagine.\D-Don't make it sound so scary.\It's true.\Gather round!\It's done!\Do you think we made too much?\It's fine, it's fine. response:	I wonder if darling is finished with his club activities.
context: A casual comment from you makes Koizumi-san more flustered than you can imagine.\D-Don't make it sound so scary.\It's true.\Gather round!\It's done!\Do you think we made too much?\It's fine, it's fine.\I wonder if darling is finished with his club activities. response:	It might be a day early, but I'm going to give these to him.
context: D-Don't make it sound so scary.\It's true.\Gather round!\It's done!\Do you think we made too much?\It's fine, it's fine.\I wonder if darling is finished with his club activities.\It might be a day early, but I'm going to give these to him. response:	Risa, do you want to bring yours over too?
context: It's true.\Gather round!\It's done!\Do you think we made too much?\It's fine, it's fine.\I wonder if darling is finished with his club activities.\It might be a day early, but I'm going to give these to him.\Risa, do you want to bring yours over too? response:	Of course. I've prepared the wrapping and everything.
context: Gather round!\It's done!\Do you think we made too much?\It's fine, it's fine.\I wonder if darling is finished with his club activities.\It might be a day early, but I'm going to give these to him.\Risa, do you want to bring yours over too?\Of course. I've prepared the wrapping and everything. response:	Are you really giving that to him?
context: It's done!\Do you think we made too much?\It's fine, it's fine.\I wonder if darling is finished with his club activities.\It might be a day early, but I'm going to give these to him.\Risa, do you want to bring yours over too?\Of course. I've prepared the wrapping and everything.\Are you really giving that to him? response:	Shut up, would you? Just leave me alone.
context: Do you think we made too much?\It's fine, it's fine.\I wonder if darling is finished with his club activities.\It might be a day early, but I'm going to give these to him.\Risa, do you want to bring yours over too?\Of course. I've prepared the wrapping and everything.\Are you really giving that to him?\Shut up, would you? Just leave me alone. response:	What about mine?
context: It's fine, it's fine.\I wonder if darling is finished with his club activities.\It might be a day early, but I'm going to give these to him.\Risa, do you want to bring yours over too?\Of course. I've prepared the wrapping and everything.\Are you really giving that to him?\Shut up, would you? Just leave me alone.\What about mine? response:	You don't get any. Eat what you made yourself.
context: I wonder if darling is finished with his club activities.\It might be a day early, but I'm going to give these to him.\Risa, do you want to bring yours over too?\Of course. I've prepared the wrapping and everything.\Are you really giving that to him?\Shut up, would you? Just leave me alone.\What about mine?\You don't get any. Eat what you made yourself. response:	But you said you were gonna give me some...
context: It might be a day early, but I'm going to give these to him.\Risa, do you want to bring yours over too?\Of course. I've prepared the wrapping and everything.\Are you really giving that to him?\Shut up, would you? Just leave me alone.\What about mine?\You don't get any. Eat what you made yourself.\But you said you were gonna give me some... response:	She's really going to give that midget chocolate?
context: Risa, do you want to bring yours over too?\Of course. I've prepared the wrapping and everything.\Are you really giving that to him?\Shut up, would you? Just leave me alone.\What about mine?\You don't get any. Eat what you made yourself.\But you said you were gonna give me some...\She's really going to give that midget chocolate? response:	He's so short...
context: Of course. I've prepared the wrapping and everything.\Are you really giving that to him?\Shut up, would you? Just leave me alone.\What about mine?\You don't get any. Eat what you made yourself.\But you said you were gonna give me some...\She's really going to give that midget chocolate?\He's so short... response:	Naturally lacking in nutrition...
context: Are you really giving that to him?\Shut up, would you? Just leave me alone.\What about mine?\You don't get any. Eat what you made yourself.\But you said you were gonna give me some...\She's really going to give that midget chocolate?\He's so short...\Naturally lacking in nutrition... response:	This is no good. I'm too nervous.
context: Shut up, would you? Just leave me alone.\What about mine?\You don't get any. Eat what you made yourself.\But you said you were gonna give me some...\She's really going to give that midget chocolate?\He's so short...\Naturally lacking in nutrition...\This is no good. I'm too nervous. response:	I'm gonna go to the washroom for a bit.
context: What about mine?\You don't get any. Eat what you made yourself.\But you said you were gonna give me some...\She's really going to give that midget chocolate?\He's so short...\Naturally lacking in nutrition...\This is no good. I'm too nervous.\I'm gonna go to the washroom for a bit. response:	Thanks to Haruka, I'm even more determined now.
context: You don't get any. Eat what you made yourself.\But you said you were gonna give me some...\She's really going to give that midget chocolate?\He's so short...\Naturally lacking in nutrition...\This is no good. I'm too nervous.\I'm gonna go to the washroom for a bit.\Thanks to Haruka, I'm even more determined now. response:	I won't run or hide any more.
context: But you said you were gonna give me some...\She's really going to give that midget chocolate?\He's so short...\Naturally lacking in nutrition...\This is no good. I'm too nervous.\I'm gonna go to the washroom for a bit.\Thanks to Haruka, I'm even more determined now.\I won't run or hide any more. response:	This is definitely honmei chocolate.
context: She's really going to give that midget chocolate?\He's so short...\Naturally lacking in nutrition...\This is no good. I'm too nervous.\I'm gonna go to the washroom for a bit.\Thanks to Haruka, I'm even more determined now.\I won't run or hide any more.\This is definitely honmei chocolate. response:	Accept my feelings, Otani.
context: He's so short...\Naturally lacking in nutrition...\This is no good. I'm too nervous.\I'm gonna go to the washroom for a bit.\Thanks to Haruka, I'm even more determined now.\I won't run or hide any more.\This is definitely honmei chocolate.\Accept my feelings, Otani. response:	What is this? This feeling...?
context: Naturally lacking in nutrition...\This is no good. I'm too nervous.\I'm gonna go to the washroom for a bit.\Thanks to Haruka, I'm even more determined now.\I won't run or hide any more.\This is definitely honmei chocolate.\Accept my feelings, Otani.\What is this? This feeling...? response:	This... isn't obligatory chocolate, is it?
context: This is no good. I'm too nervous.\I'm gonna go to the washroom for a bit.\Thanks to Haruka, I'm even more determined now.\I won't run or hide any more.\This is definitely honmei chocolate.\Accept my feelings, Otani.\What is this? This feeling...?\This... isn't obligatory chocolate, is it? response:	Um... couldn't you just make it obligatory chocolate?
context: I'm gonna go to the washroom for a bit.\Thanks to Haruka, I'm even more determined now.\I won't run or hide any more.\This is definitely honmei chocolate.\Accept my feelings, Otani.\What is this? This feeling...?\This... isn't obligatory chocolate, is it?\Um... couldn't you just make it obligatory chocolate? response:	What does that mean? You won't accept it if it's honmei chocolate?
context: Thanks to Haruka, I'm even more determined now.\I won't run or hide any more.\This is definitely honmei chocolate.\Accept my feelings, Otani.\What is this? This feeling...?\This... isn't obligatory chocolate, is it?\Um... couldn't you just make it obligatory chocolate?\What does that mean? You won't accept it if it's honmei chocolate? response:	You're the one who wanted it!
context: I won't run or hide any more.\This is definitely honmei chocolate.\Accept my feelings, Otani.\What is this? This feeling...?\This... isn't obligatory chocolate, is it?\Um... couldn't you just make it obligatory chocolate?\What does that mean? You won't accept it if it's honmei chocolate?\You're the one who wanted it! response:	Well, that's true, but...
context: This is definitely honmei chocolate.\Accept my feelings, Otani.\What is this? This feeling...?\This... isn't obligatory chocolate, is it?\Um... couldn't you just make it obligatory chocolate?\What does that mean? You won't accept it if it's honmei chocolate?\You're the one who wanted it!\Well, that's true, but... response:	So in other words, you can't accept my feelings?
context: Accept my feelings, Otani.\What is this? This feeling...?\This... isn't obligatory chocolate, is it?\Um... couldn't you just make it obligatory chocolate?\What does that mean? You won't accept it if it's honmei chocolate?\You're the one who wanted it!\Well, that's true, but...\So in other words, you can't accept my feelings? response:	Otani, the teacher's calling for you.
context: What is this? This feeling...?\This... isn't obligatory chocolate, is it?\Um... couldn't you just make it obligatory chocolate?\What does that mean? You won't accept it if it's honmei chocolate?\You're the one who wanted it!\Well, that's true, but...\So in other words, you can't accept my feelings?\Otani, the teacher's calling for you. response:	Drop by the office, okay?
context: This... isn't obligatory chocolate, is it?\Um... couldn't you just make it obligatory chocolate?\What does that mean? You won't accept it if it's honmei chocolate?\You're the one who wanted it!\Well, that's true, but...\So in other words, you can't accept my feelings?\Otani, the teacher's calling for you.\Drop by the office, okay? response:	Sorry, I'll be right there.
context: Um... couldn't you just make it obligatory chocolate?\What does that mean? You won't accept it if it's honmei chocolate?\You're the one who wanted it!\Well, that's true, but...\So in other words, you can't accept my feelings?\Otani, the teacher's calling for you.\Drop by the office, okay?\Sorry, I'll be right there. response:	Wait
context: What does that mean? You won't accept it if it's honmei chocolate?\You're the one who wanted it!\Well, that's true, but...\So in other words, you can't accept my feelings?\Otani, the teacher's calling for you.\Drop by the office, okay?\Sorry, I'll be right there.\Wait response:	Sorry. Did I interrupt?
context: You're the one who wanted it!\Well, that's true, but...\So in other words, you can't accept my feelings?\Otani, the teacher's calling for you.\Drop by the office, okay?\Sorry, I'll be right there.\Wait\Sorry. Did I interrupt? response:	No. It's okay.
context: Well, that's true, but...\So in other words, you can't accept my feelings?\Otani, the teacher's calling for you.\Drop by the office, okay?\Sorry, I'll be right there.\Wait\Sorry. Did I interrupt?\No. It's okay. response:	Geez! Hurry up!
context: So in other words, you can't accept my feelings?\Otani, the teacher's calling for you.\Drop by the office, okay?\Sorry, I'll be right there.\Wait\Sorry. Did I interrupt?\No. It's okay.\Geez! Hurry up! response:	Owww!
context: Otani, the teacher's calling for you.\Drop by the office, okay?\Sorry, I'll be right there.\Wait\Sorry. Did I interrupt?\No. It's okay.\Geez! Hurry up!\Owww! response:	Sorry, Risa. Darling said some pointless things to Otani-kun.
context: Drop by the office, okay?\Sorry, I'll be right there.\Wait\Sorry. Did I interrupt?\No. It's okay.\Geez! Hurry up!\Owww!\Sorry, Risa. Darling said some pointless things to Otani-kun. response:	Was it pointless?
context: Sorry, I'll be right there.\Wait\Sorry. Did I interrupt?\No. It's okay.\Geez! Hurry up!\Owww!\Sorry, Risa. Darling said some pointless things to Otani-kun.\Was it pointless? response:	If you aren't interested, don't be so nice to me.
context: Wait\Sorry. Did I interrupt?\No. It's okay.\Geez! Hurry up!\Owww!\Sorry, Risa. Darling said some pointless things to Otani-kun.\Was it pointless?\If you aren't interested, don't be so nice to me. response:	I can't say something cool like that.
context: Sorry. Did I interrupt?\No. It's okay.\Geez! Hurry up!\Owww!\Sorry, Risa. Darling said some pointless things to Otani-kun.\Was it pointless?\If you aren't interested, don't be so nice to me.\I can't say something cool like that. response:	Still... even if he's not interested, I'll be happy if he's still nice to me.
context: No. It's okay.\Geez! Hurry up!\Owww!\Sorry, Risa. Darling said some pointless things to Otani-kun.\Was it pointless?\If you aren't interested, don't be so nice to me.\I can't say something cool like that.\Still... even if he's not interested, I'll be happy if he's still nice to me. response:	And I'll try even harder!
context: Geez! Hurry up!\Owww!\Sorry, Risa. Darling said some pointless things to Otani-kun.\Was it pointless?\If you aren't interested, don't be so nice to me.\I can't say something cool like that.\Still... even if he's not interested, I'll be happy if he's still nice to me.\And I'll try even harder! response:	I'm a real idiot.
context: Owww!\Sorry, Risa. Darling said some pointless things to Otani-kun.\Was it pointless?\If you aren't interested, don't be so nice to me.\I can't say something cool like that.\Still... even if he's not interested, I'll be happy if he's still nice to me.\And I'll try even harder!\I'm a real idiot. response:	Accept it!
context: Sorry, Risa. Darling said some pointless things to Otani-kun.\Was it pointless?\If you aren't interested, don't be so nice to me.\I can't say something cool like that.\Still... even if he's not interested, I'll be happy if he's still nice to me.\And I'll try even harder!\I'm a real idiot.\Accept it! response:	I told you, I can't.
context: Was it pointless?\If you aren't interested, don't be so nice to me.\I can't say something cool like that.\Still... even if he's not interested, I'll be happy if he's still nice to me.\And I'll try even harder!\I'm a real idiot.\Accept it!\I told you, I can't. response:	Why?
context: If you aren't interested, don't be so nice to me.\I can't say something cool like that.\Still... even if he's not interested, I'll be happy if he's still nice to me.\And I'll try even harder!\I'm a real idiot.\Accept it!\I told you, I can't.\Why? response:	I can't accept honmei chocolate when my own feelings are still uncertain.
context: I can't say something cool like that.\Still... even if he's not interested, I'll be happy if he's still nice to me.\And I'll try even harder!\I'm a real idiot.\Accept it!\I told you, I can't.\Why?\I can't accept honmei chocolate when my own feelings are still uncertain. response:	Don't be so extreme! Are you trying to be a tough guy?
context: Still... even if he's not interested, I'll be happy if he's still nice to me.\And I'll try even harder!\I'm a real idiot.\Accept it!\I told you, I can't.\Why?\I can't accept honmei chocolate when my own feelings are still uncertain.\Don't be so extreme! Are you trying to be a tough guy? response:	I never thought you were so dense, or a playboy.
context: And I'll try even harder!\I'm a real idiot.\Accept it!\I told you, I can't.\Why?\I can't accept honmei chocolate when my own feelings are still uncertain.\Don't be so extreme! Are you trying to be a tough guy?\I never thought you were so dense, or a playboy. response:	You haven't done anything wrong, Otani.
context: I'm a real idiot.\Accept it!\I told you, I can't.\Why?\I can't accept honmei chocolate when my own feelings are still uncertain.\Don't be so extreme! Are you trying to be a tough guy?\I never thought you were so dense, or a playboy.\You haven't done anything wrong, Otani. response:	If anyone is in the wrong it's me, for refusing to give up.
context: Accept it!\I told you, I can't.\Why?\I can't accept honmei chocolate when my own feelings are still uncertain.\Don't be so extreme! Are you trying to be a tough guy?\I never thought you were so dense, or a playboy.\You haven't done anything wrong, Otani.\If anyone is in the wrong it's me, for refusing to give up. response:	So I don't care if you like or hate me.
context: I told you, I can't.\Why?\I can't accept honmei chocolate when my own feelings are still uncertain.\Don't be so extreme! Are you trying to be a tough guy?\I never thought you were so dense, or a playboy.\You haven't done anything wrong, Otani.\If anyone is in the wrong it's me, for refusing to give up.\So I don't care if you like or hate me. response:	Just say whatever is on your mind.
context: Why?\I can't accept honmei chocolate when my own feelings are still uncertain.\Don't be so extreme! Are you trying to be a tough guy?\I never thought you were so dense, or a playboy.\You haven't done anything wrong, Otani.\If anyone is in the wrong it's me, for refusing to give up.\So I don't care if you like or hate me.\Just say whatever is on your mind. response:	Koizumi...
context: I can't accept honmei chocolate when my own feelings are still uncertain.\Don't be so extreme! Are you trying to be a tough guy?\I never thought you were so dense, or a playboy.\You haven't done anything wrong, Otani.\If anyone is in the wrong it's me, for refusing to give up.\So I don't care if you like or hate me.\Just say whatever is on your mind.\Koizumi... response:	Anyway, just take it for now.
context: Don't be so extreme! Are you trying to be a tough guy?\I never thought you were so dense, or a playboy.\You haven't done anything wrong, Otani.\If anyone is in the wrong it's me, for refusing to give up.\So I don't care if you like or hate me.\Just say whatever is on your mind.\Koizumi...\Anyway, just take it for now. response:	Sorry that it's honmei chocolate.
context: I never thought you were so dense, or a playboy.\You haven't done anything wrong, Otani.\If anyone is in the wrong it's me, for refusing to give up.\So I don't care if you like or hate me.\Just say whatever is on your mind.\Koizumi...\Anyway, just take it for now.\Sorry that it's honmei chocolate. response:	It's fine if it takes time.
context: You haven't done anything wrong, Otani.\If anyone is in the wrong it's me, for refusing to give up.\So I don't care if you like or hate me.\Just say whatever is on your mind.\Koizumi...\Anyway, just take it for now.\Sorry that it's honmei chocolate.\It's fine if it takes time. response:	As long as he gradually starts to like me.
context: If anyone is in the wrong it's me, for refusing to give up.\So I don't care if you like or hate me.\Just say whatever is on your mind.\Koizumi...\Anyway, just take it for now.\Sorry that it's honmei chocolate.\It's fine if it takes time.\As long as he gradually starts to like me. response:	But the girl who's fallen for me is a real idiot, huh?
context: So I don't care if you like or hate me.\Just say whatever is on your mind.\Koizumi...\Anyway, just take it for now.\Sorry that it's honmei chocolate.\It's fine if it takes time.\As long as he gradually starts to like me.\But the girl who's fallen for me is a real idiot, huh? response:	Hey! What's that supposed to mean?!
context: Just say whatever is on your mind.\Koizumi...\Anyway, just take it for now.\Sorry that it's honmei chocolate.\It's fine if it takes time.\As long as he gradually starts to like me.\But the girl who's fallen for me is a real idiot, huh?\Hey! What's that supposed to mean?! response:	You're the one who told me to say whatever I think.
context: Koizumi...\Anyway, just take it for now.\Sorry that it's honmei chocolate.\It's fine if it takes time.\As long as he gradually starts to like me.\But the girl who's fallen for me is a real idiot, huh?\Hey! What's that supposed to mean?!\You're the one who told me to say whatever I think. response:	That's true, but...
context: Anyway, just take it for now.\Sorry that it's honmei chocolate.\It's fine if it takes time.\As long as he gradually starts to like me.\But the girl who's fallen for me is a real idiot, huh?\Hey! What's that supposed to mean?!\You're the one who told me to say whatever I think.\That's true, but... response:	Hey, are you trying to piss me off?
context: Sorry that it's honmei chocolate.\It's fine if it takes time.\As long as he gradually starts to like me.\But the girl who's fallen for me is a real idiot, huh?\Hey! What's that supposed to mean?!\You're the one who told me to say whatever I think.\That's true, but...\Hey, are you trying to piss me off? response:	IDIOT MIDGET
context: It's fine if it takes time.\As long as he gradually starts to like me.\But the girl who's fallen for me is a real idiot, huh?\Hey! What's that supposed to mean?!\You're the one who told me to say whatever I think.\That's true, but...\Hey, are you trying to piss me off?\IDIOT MIDGET response:	Hmph! No matter what...
context: As long as he gradually starts to like me.\But the girl who's fallen for me is a real idiot, huh?\Hey! What's that supposed to mean?!\You're the one who told me to say whatever I think.\That's true, but...\Hey, are you trying to piss me off?\IDIOT MIDGET\Hmph! No matter what... response:	Does St. Valentine just hate me?
context: But the girl who's fallen for me is a real idiot, huh?\Hey! What's that supposed to mean?!\You're the one who told me to say whatever I think.\That's true, but...\Hey, are you trying to piss me off?\IDIOT MIDGET\Hmph! No matter what...\Does St. Valentine just hate me? response:	Koizumi, what are you doing at my house?
context: Hey! What's that supposed to mean?!\You're the one who told me to say whatever I think.\That's true, but...\Hey, are you trying to piss me off?\IDIOT MIDGET\Hmph! No matter what...\Does St. Valentine just hate me?\Koizumi, what are you doing at my house? response:	Ooh! All alone with Otani-kun in his room huh?
