context: Come on, senpai! response:	Anti - Angel Operations Headquarters
context: It's normal to become unsteady after recovering your memories.\It's not just you.\I'm so weak.\I've realized again how strong you are.\I'm really not.\So has anything changed?\Your feelings.\Do you think you can carry on fighting with the Battlefront? response:	Definitely.
context: It's not just you.\I'm so weak.\I've realized again how strong you are.\I'm really not.\So has anything changed?\Your feelings.\Do you think you can carry on fighting with the Battlefront?\Definitely. response:	I can't die like this.
context: I'm so weak.\I've realized again how strong you are.\I'm really not.\So has anything changed?\Your feelings.\Do you think you can carry on fighting with the Battlefront?\Definitely.\I can't die like this. response:	I see.
context: I've realized again how strong you are.\I'm really not.\So has anything changed?\Your feelings.\Do you think you can carry on fighting with the Battlefront?\Definitely.\I can't die like this.\I see. response:	So you've found a purpose?
context: I'm really not.\So has anything changed?\Your feelings.\Do you think you can carry on fighting with the Battlefront?\Definitely.\I can't die like this.\I see.\So you've found a purpose? response:	Yeah.
context: So has anything changed?\Your feelings.\Do you think you can carry on fighting with the Battlefront?\Definitely.\I can't die like this.\I see.\So you've found a purpose?\Yeah. response:	Once again, I'll be in your care.
context: Your feelings.\Do you think you can carry on fighting with the Battlefront?\Definitely.\I can't die like this.\I see.\So you've found a purpose?\Yeah.\Once again, I'll be in your care. response:	Principal's Office
context: Do you think you can carry on fighting with the Battlefront?\Definitely.\I can't die like this.\I see.\So you've found a purpose?\Yeah.\Once again, I'll be in your care.\Principal's Office response:	So, what's your report?
context: Definitely.\I can't die like this.\I see.\So you've found a purpose?\Yeah.\Once again, I'll be in your care.\Principal's Office\So, what's your report? response:	We're short on meal tickets today.
context: I can't die like this.\I see.\So you've found a purpose?\Yeah.\Once again, I'll be in your care.\Principal's Office\So, what's your report?\We're short on meal tickets today. response:	What should we do?
context: I see.\So you've found a purpose?\Yeah.\Once again, I'll be in your care.\Principal's Office\So, what's your report?\We're short on meal tickets today.\What should we do? response:	Go with Tornado?
context: So you've found a purpose?\Yeah.\Once again, I'll be in your care.\Principal's Office\So, what's your report?\We're short on meal tickets today.\What should we do?\Go with Tornado? response:	No, today's operation will be Monster Stream.
context: Yeah.\Once again, I'll be in your care.\Principal's Office\So, what's your report?\We're short on meal tickets today.\What should we do?\Go with Tornado?\No, today's operation will be Monster Stream. response:	We're actually going to do it?!
context: Once again, I'll be in your care.\Principal's Office\So, what's your report?\We're short on meal tickets today.\What should we do?\Go with Tornado?\No, today's operation will be Monster Stream.\We're actually going to do it?! response:	Carnival of despair!
context: Principal's Office\So, what's your report?\We're short on meal tickets today.\What should we do?\Go with Tornado?\No, today's operation will be Monster Stream.\We're actually going to do it?!\Carnival of despair! response:	What is this operation?
context: So, what's your report?\We're short on meal tickets today.\What should we do?\Go with Tornado?\No, today's operation will be Monster Stream.\We're actually going to do it?!\Carnival of despair!\What is this operation? response:	There are monsters here in this world?!
context: We're short on meal tickets today.\What should we do?\Go with Tornado?\No, today's operation will be Monster Stream.\We're actually going to do it?!\Carnival of despair!\What is this operation?\There are monsters here in this world?! response:	Yes, the master of the river.
context: What should we do?\Go with Tornado?\No, today's operation will be Monster Stream.\We're actually going to do it?!\Carnival of despair!\What is this operation?\There are monsters here in this world?!\Yes, the master of the river. response:	Master of the river?
context: Go with Tornado?\No, today's operation will be Monster Stream.\We're actually going to do it?!\Carnival of despair!\What is this operation?\There are monsters here in this world?!\Yes, the master of the river.\Master of the river? response:	There's a river a short walk from here, right?
context: No, today's operation will be Monster Stream.\We're actually going to do it?!\Carnival of despair!\What is this operation?\There are monsters here in this world?!\Yes, the master of the river.\Master of the river?\There's a river a short walk from here, right? response:	We're going to pick up food from there.
context: We're actually going to do it?!\Carnival of despair!\What is this operation?\There are monsters here in this world?!\Yes, the master of the river.\Master of the river?\There's a river a short walk from here, right?\We're going to pick up food from there. response:	D - Don't tell me you just mean river fishing?
context: Carnival of despair!\What is this operation?\There are monsters here in this world?!\Yes, the master of the river.\Master of the river?\There's a river a short walk from here, right?\We're going to pick up food from there.\D - Don't tell me you just mean river fishing? response:	Yes?
context: What is this operation?\There are monsters here in this world?!\Yes, the master of the river.\Master of the river?\There's a river a short walk from here, right?\We're going to pick up food from there.\D - Don't tell me you just mean river fishing?\Yes? response:	What about it?
context: There are monsters here in this world?!\Yes, the master of the river.\Master of the river?\There's a river a short walk from here, right?\We're going to pick up food from there.\D - Don't tell me you just mean river fishing?\Yes?\What about it? response:	Ah, nothing.
context: Yes, the master of the river.\Master of the river?\There's a river a short walk from here, right?\We're going to pick up food from there.\D - Don't tell me you just mean river fishing?\Yes?\What about it?\Ah, nothing. response:	I got tricked into imagining something stupid again...
context: Master of the river?\There's a river a short walk from here, right?\We're going to pick up food from there.\D - Don't tell me you just mean river fishing?\Yes?\What about it?\Ah, nothing.\I got tricked into imagining something stupid again... response:	Botanical Garden
context: There's a river a short walk from here, right?\We're going to pick up food from there.\D - Don't tell me you just mean river fishing?\Yes?\What about it?\Ah, nothing.\I got tricked into imagining something stupid again...\Botanical Garden response:	I wonder who'll win this time?
context: We're going to pick up food from there.\D - Don't tell me you just mean river fishing?\Yes?\What about it?\Ah, nothing.\I got tricked into imagining something stupid again...\Botanical Garden\I wonder who'll win this time? response:	I'm looking forward to it!
context: D - Don't tell me you just mean river fishing?\Yes?\What about it?\Ah, nothing.\I got tricked into imagining something stupid again...\Botanical Garden\I wonder who'll win this time?\I'm looking forward to it! response:	What are you doing here?
context: Yes?\What about it?\Ah, nothing.\I got tricked into imagining something stupid again...\Botanical Garden\I wonder who'll win this time?\I'm looking forward to it!\What are you doing here? response:	Weeding, among other things.
context: What about it?\Ah, nothing.\I got tricked into imagining something stupid again...\Botanical Garden\I wonder who'll win this time?\I'm looking forward to it!\What are you doing here?\Weeding, among other things. response:	I see...
context: Ah, nothing.\I got tricked into imagining something stupid again...\Botanical Garden\I wonder who'll win this time?\I'm looking forward to it!\What are you doing here?\Weeding, among other things.\I see... response:	Oh yeah!
context: I got tricked into imagining something stupid again...\Botanical Garden\I wonder who'll win this time?\I'm looking forward to it!\What are you doing here?\Weeding, among other things.\I see...\Oh yeah! response:	Why don't you come too?
context: Botanical Garden\I wonder who'll win this time?\I'm looking forward to it!\What are you doing here?\Weeding, among other things.\I see...\Oh yeah!\Why don't you come too? response:	Right now we're all going river fishing.
context: I wonder who'll win this time?\I'm looking forward to it!\What are you doing here?\Weeding, among other things.\I see...\Oh yeah!\Why don't you come too?\Right now we're all going river fishing. response:	River?
context: I'm looking forward to it!\What are you doing here?\Weeding, among other things.\I see...\Oh yeah!\Why don't you come too?\Right now we're all going river fishing.\River? response:	It's against regulations to go down there.
context: What are you doing here?\Weeding, among other things.\I see...\Oh yeah!\Why don't you come too?\Right now we're all going river fishing.\River?\It's against regulations to go down there. response:	It's dangerous.
context: Weeding, among other things.\I see...\Oh yeah!\Why don't you come too?\Right now we're all going river fishing.\River?\It's against regulations to go down there.\It's dangerous. response:	It's fine!
context: I see...\Oh yeah!\Why don't you come too?\Right now we're all going river fishing.\River?\It's against regulations to go down there.\It's dangerous.\It's fine! response:	You're not the student council president anymore so break a rule for once!
context: Oh yeah!\Why don't you come too?\Right now we're all going river fishing.\River?\It's against regulations to go down there.\It's dangerous.\It's fine!\You're not the student council president anymore so break a rule for once! response:	But I'm still a student...
context: Why don't you come too?\Right now we're all going river fishing.\River?\It's against regulations to go down there.\It's dangerous.\It's fine!\You're not the student council president anymore so break a rule for once!\But I'm still a student... response:	What do you think you're doing, bringing her along...
context: Right now we're all going river fishing.\River?\It's against regulations to go down there.\It's dangerous.\It's fine!\You're not the student council president anymore so break a rule for once!\But I'm still a student...\What do you think you're doing, bringing her along... response:	It's fine, right?
context: River?\It's against regulations to go down there.\It's dangerous.\It's fine!\You're not the student council president anymore so break a rule for once!\But I'm still a student...\What do you think you're doing, bringing her along...\It's fine, right? response:	Let her join us.
context: It's against regulations to go down there.\It's dangerous.\It's fine!\You're not the student council president anymore so break a rule for once!\But I'm still a student...\What do you think you're doing, bringing her along...\It's fine, right?\Let her join us. response:	She's the enemy!
context: It's dangerous.\It's fine!\You're not the student council president anymore so break a rule for once!\But I'm still a student...\What do you think you're doing, bringing her along...\It's fine, right?\Let her join us.\She's the enemy! response:	The archnemesis of the Battlefront!
context: It's fine!\You're not the student council president anymore so break a rule for once!\But I'm still a student...\What do you think you're doing, bringing her along...\It's fine, right?\Let her join us.\She's the enemy!\The archnemesis of the Battlefront! response:	What an idiot.
context: You're not the student council president anymore so break a rule for once!\But I'm still a student...\What do you think you're doing, bringing her along...\It's fine, right?\Let her join us.\She's the enemy!\The archnemesis of the Battlefront!\What an idiot. response:	How shallow - minded.
context: But I'm still a student...\What do you think you're doing, bringing her along...\It's fine, right?\Let her join us.\She's the enemy!\The archnemesis of the Battlefront!\What an idiot.\How shallow - minded. response:	Listen, she's harmless now!
context: What do you think you're doing, bringing her along...\It's fine, right?\Let her join us.\She's the enemy!\The archnemesis of the Battlefront!\What an idiot.\How shallow - minded.\Listen, she's harmless now! response:	She's not our enemy!
context: It's fine, right?\Let her join us.\She's the enemy!\The archnemesis of the Battlefront!\What an idiot.\How shallow - minded.\Listen, she's harmless now!\She's not our enemy! response:	But she was still originally the student council president!
context: Let her join us.\She's the enemy!\The archnemesis of the Battlefront!\What an idiot.\How shallow - minded.\Listen, she's harmless now!\She's not our enemy!\But she was still originally the student council president! response:	Incidentally, the current acting president is also here with us...
context: She's the enemy!\The archnemesis of the Battlefront!\What an idiot.\How shallow - minded.\Listen, she's harmless now!\She's not our enemy!\But she was still originally the student council president!\Incidentally, the current acting president is also here with us... response:	Indeed.
context: The archnemesis of the Battlefront!\What an idiot.\How shallow - minded.\Listen, she's harmless now!\She's not our enemy!\But she was still originally the student council president!\Incidentally, the current acting president is also here with us...\Indeed. response:	However, my position as God comes first.
context: What an idiot.\How shallow - minded.\Listen, she's harmless now!\She's not our enemy!\But she was still originally the student council president!\Incidentally, the current acting president is also here with us...\Indeed.\However, my position as God comes first. response:	I told you, you're not God!
context: How shallow - minded.\Listen, she's harmless now!\She's not our enemy!\But she was still originally the student council president!\Incidentally, the current acting president is also here with us...\Indeed.\However, my position as God comes first.\I told you, you're not God! response:	What do we do, Yurippe?
context: Listen, she's harmless now!\She's not our enemy!\But she was still originally the student council president!\Incidentally, the current acting president is also here with us...\Indeed.\However, my position as God comes first.\I told you, you're not God!\What do we do, Yurippe? response:	She's not the student council president anymore so it's fine.
context: She's not our enemy!\But she was still originally the student council president!\Incidentally, the current acting president is also here with us...\Indeed.\However, my position as God comes first.\I told you, you're not God!\What do we do, Yurippe?\She's not the student council president anymore so it's fine. response:	Is this really okay?
context: But she was still originally the student council president!\Incidentally, the current acting president is also here with us...\Indeed.\However, my position as God comes first.\I told you, you're not God!\What do we do, Yurippe?\She's not the student council president anymore so it's fine.\Is this really okay? response:	We're taking on some crazy members...
context: Incidentally, the current acting president is also here with us...\Indeed.\However, my position as God comes first.\I told you, you're not God!\What do we do, Yurippe?\She's not the student council president anymore so it's fine.\Is this really okay?\We're taking on some crazy members... response:	I just noticed, did no one bring any equipment?
context: Indeed.\However, my position as God comes first.\I told you, you're not God!\What do we do, Yurippe?\She's not the student council president anymore so it's fine.\Is this really okay?\We're taking on some crazy members...\I just noticed, did no one bring any equipment? response:	We already contacted Guild, so it's fine.
context: However, my position as God comes first.\I told you, you're not God!\What do we do, Yurippe?\She's not the student council president anymore so it's fine.\Is this really okay?\We're taking on some crazy members...\I just noticed, did no one bring any equipment?\We already contacted Guild, so it's fine. response:	Below Contact Bridge 2 Riverbank
context: I told you, you're not God!\What do we do, Yurippe?\She's not the student council president anymore so it's fine.\Is this really okay?\We're taking on some crazy members...\I just noticed, did no one bring any equipment?\We already contacted Guild, so it's fine.\Below Contact Bridge 2 Riverbank response:	There's someone crazy about this stuff in Guild.
context: What do we do, Yurippe?\She's not the student council president anymore so it's fine.\Is this really okay?\We're taking on some crazy members...\I just noticed, did no one bring any equipment?\We already contacted Guild, so it's fine.\Below Contact Bridge 2 Riverbank\There's someone crazy about this stuff in Guild. response:	Crazy?
context: She's not the student council president anymore so it's fine.\Is this really okay?\We're taking on some crazy members...\I just noticed, did no one bring any equipment?\We already contacted Guild, so it's fine.\Below Contact Bridge 2 Riverbank\There's someone crazy about this stuff in Guild.\Crazy? response:	Who's he?
context: Is this really okay?\We're taking on some crazy members...\I just noticed, did no one bring any equipment?\We already contacted Guild, so it's fine.\Below Contact Bridge 2 Riverbank\There's someone crazy about this stuff in Guild.\Crazy?\Who's he? response:	He's called Saitou.
context: We're taking on some crazy members...\I just noticed, did no one bring any equipment?\We already contacted Guild, so it's fine.\Below Contact Bridge 2 Riverbank\There's someone crazy about this stuff in Guild.\Crazy?\Who's he?\He's called Saitou. response:	He also knows about guns, but he's crazy about fishing so we call him Fish Saitou at Guild.
context: I just noticed, did no one bring any equipment?\We already contacted Guild, so it's fine.\Below Contact Bridge 2 Riverbank\There's someone crazy about this stuff in Guild.\Crazy?\Who's he?\He's called Saitou.\He also knows about guns, but he's crazy about fishing so we call him Fish Saitou at Guild. response:	For this operation, he brings loads of fishing gear up with him on that cart.
context: We already contacted Guild, so it's fine.\Below Contact Bridge 2 Riverbank\There's someone crazy about this stuff in Guild.\Crazy?\Who's he?\He's called Saitou.\He also knows about guns, but he's crazy about fishing so we call him Fish Saitou at Guild.\For this operation, he brings loads of fishing gear up with him on that cart. response:	He brings them all the way here?
context: Below Contact Bridge 2 Riverbank\There's someone crazy about this stuff in Guild.\Crazy?\Who's he?\He's called Saitou.\He also knows about guns, but he's crazy about fishing so we call him Fish Saitou at Guild.\For this operation, he brings loads of fishing gear up with him on that cart.\He brings them all the way here? response:	Just how much does he like fishing...
context: There's someone crazy about this stuff in Guild.\Crazy?\Who's he?\He's called Saitou.\He also knows about guns, but he's crazy about fishing so we call him Fish Saitou at Guild.\For this operation, he brings loads of fishing gear up with him on that cart.\He brings them all the way here?\Just how much does he like fishing... response:	So basically he's an idiot.
context: Crazy?\Who's he?\He's called Saitou.\He also knows about guns, but he's crazy about fishing so we call him Fish Saitou at Guild.\For this operation, he brings loads of fishing gear up with him on that cart.\He brings them all the way here?\Just how much does he like fishing...\So basically he's an idiot. response:	Alright, let's start!
context: Who's he?\He's called Saitou.\He also knows about guns, but he's crazy about fishing so we call him Fish Saitou at Guild.\For this operation, he brings loads of fishing gear up with him on that cart.\He brings them all the way here?\Just how much does he like fishing...\So basically he's an idiot.\Alright, let's start! response:	Idiot.
context: He's called Saitou.\He also knows about guns, but he's crazy about fishing so we call him Fish Saitou at Guild.\For this operation, he brings loads of fishing gear up with him on that cart.\He brings them all the way here?\Just how much does he like fishing...\So basically he's an idiot.\Alright, let's start!\Idiot. response:	Maybe I'd be your friend in this world.
context: He also knows about guns, but he's crazy about fishing so we call him Fish Saitou at Guild.\For this operation, he brings loads of fishing gear up with him on that cart.\He brings them all the way here?\Just how much does he like fishing...\So basically he's an idiot.\Alright, let's start!\Idiot.\Maybe I'd be your friend in this world. response:	There's no one like that.
context: For this operation, he brings loads of fishing gear up with him on that cart.\He brings them all the way here?\Just how much does he like fishing...\So basically he's an idiot.\Alright, let's start!\Idiot.\Maybe I'd be your friend in this world.\There's no one like that. response:	It's fine if there are, right?
context: He brings them all the way here?\Just how much does he like fishing...\So basically he's an idiot.\Alright, let's start!\Idiot.\Maybe I'd be your friend in this world.\There's no one like that.\It's fine if there are, right? response:	There are none.
context: Just how much does he like fishing...\So basically he's an idiot.\Alright, let's start!\Idiot.\Maybe I'd be your friend in this world.\There's no one like that.\It's fine if there are, right?\There are none. response:	Even if there were, they'd all disappear.
context: So basically he's an idiot.\Alright, let's start!\Idiot.\Maybe I'd be your friend in this world.\There's no one like that.\It's fine if there are, right?\There are none.\Even if there were, they'd all disappear. response:	Tachibana.
context: Alright, let's start!\Idiot.\Maybe I'd be your friend in this world.\There's no one like that.\It's fine if there are, right?\There are none.\Even if there were, they'd all disappear.\Tachibana. response:	We won't disappear,
context: Idiot.\Maybe I'd be your friend in this world.\There's no one like that.\It's fine if there are, right?\There are none.\Even if there were, they'd all disappear.\Tachibana.\We won't disappear, response:	so it's okay to be friends with us.
context: Maybe I'd be your friend in this world.\There's no one like that.\It's fine if there are, right?\There are none.\Even if there were, they'd all disappear.\Tachibana.\We won't disappear,\so it's okay to be friends with us. response:	Here, join in fishing with everyone.
context: There's no one like that.\It's fine if there are, right?\There are none.\Even if there were, they'd all disappear.\Tachibana.\We won't disappear,\so it's okay to be friends with us.\Here, join in fishing with everyone. response:	What do I do next?
context: It's fine if there are, right?\There are none.\Even if there were, they'd all disappear.\Tachibana.\We won't disappear,\so it's okay to be friends with us.\Here, join in fishing with everyone.\What do I do next? response:	That's now how you do it...
context: There are none.\Even if there were, they'd all disappear.\Tachibana.\We won't disappear,\so it's okay to be friends with us.\Here, join in fishing with everyone.\What do I do next?\That's now how you do it... response:	First you put a lure or bait on the hook.
context: Even if there were, they'd all disappear.\Tachibana.\We won't disappear,\so it's okay to be friends with us.\Here, join in fishing with everyone.\What do I do next?\That's now how you do it...\First you put a lure or bait on the hook. response:	You're not bothered by insects, are you...
context: Tachibana.\We won't disappear,\so it's okay to be friends with us.\Here, join in fishing with everyone.\What do I do next?\That's now how you do it...\First you put a lure or bait on the hook.\You're not bothered by insects, are you... response:	What's next?
context: We won't disappear,\so it's okay to be friends with us.\Here, join in fishing with everyone.\What do I do next?\That's now how you do it...\First you put a lure or bait on the hook.\You're not bothered by insects, are you...\What's next? response:	Face the river and swing the rod with all your might!
context: so it's okay to be friends with us.\Here, join in fishing with everyone.\What do I do next?\That's now how you do it...\First you put a lure or bait on the hook.\You're not bothered by insects, are you...\What's next?\Face the river and swing the rod with all your might! response:	Takeyama!!
context: Here, join in fishing with everyone.\What do I do next?\That's now how you do it...\First you put a lure or bait on the hook.\You're not bothered by insects, are you...\What's next?\Face the river and swing the rod with all your might!\Takeyama!! response:	Call me Christ!
context: What do I do next?\That's now how you do it...\First you put a lure or bait on the hook.\You're not bothered by insects, are you...\What's next?\Face the river and swing the rod with all your might!\Takeyama!!\Call me Christ! response:	You have some monstrous strength...
context: That's now how you do it...\First you put a lure or bait on the hook.\You're not bothered by insects, are you...\What's next?\Face the river and swing the rod with all your might!\Takeyama!!\Call me Christ!\You have some monstrous strength... response:	It's because Overdrive works passively.
context: First you put a lure or bait on the hook.\You're not bothered by insects, are you...\What's next?\Face the river and swing the rod with all your might!\Takeyama!!\Call me Christ!\You have some monstrous strength...\It's because Overdrive works passively. response:	Passively?
context: You're not bothered by insects, are you...\What's next?\Face the river and swing the rod with all your might!\Takeyama!!\Call me Christ!\You have some monstrous strength...\It's because Overdrive works passively.\Passively? response:	You might just...
context: What's next?\Face the river and swing the rod with all your might!\Takeyama!!\Call me Christ!\You have some monstrous strength...\It's because Overdrive works passively.\Passively?\You might just... response:	You might just be able to pull it off.
context: Face the river and swing the rod with all your might!\Takeyama!!\Call me Christ!\You have some monstrous strength...\It's because Overdrive works passively.\Passively?\You might just...\You might just be able to pull it off. response:	What?
context: Takeyama!!\Call me Christ!\You have some monstrous strength...\It's because Overdrive works passively.\Passively?\You might just...\You might just be able to pull it off.\What? response:	Reel in the master of the river!
context: Call me Christ!\You have some monstrous strength...\It's because Overdrive works passively.\Passively?\You might just...\You might just be able to pull it off.\What?\Reel in the master of the river! response:	It's a monster, like the operation name suggests.
context: You have some monstrous strength...\It's because Overdrive works passively.\Passively?\You might just...\You might just be able to pull it off.\What?\Reel in the master of the river!\It's a monster, like the operation name suggests. response:	Something's tugging.
context: It's because Overdrive works passively.\Passively?\You might just...\You might just be able to pull it off.\What?\Reel in the master of the river!\It's a monster, like the operation name suggests.\Something's tugging. response:	M - Monster Stream!
context: Passively?\You might just...\You might just be able to pull it off.\What?\Reel in the master of the river!\It's a monster, like the operation name suggests.\Something's tugging.\M - Monster Stream! response:	What is this...
context: You might just...\You might just be able to pull it off.\What?\Reel in the master of the river!\It's a monster, like the operation name suggests.\Something's tugging.\M - Monster Stream!\What is this... response:	Normally we take Monster Stream as proof of the master's anger.
context: You might just be able to pull it off.\What?\Reel in the master of the river!\It's a monster, like the operation name suggests.\Something's tugging.\M - Monster Stream!\What is this...\Normally we take Monster Stream as proof of the master's anger. response:	When this happens we all evacuate.
context: What?\Reel in the master of the river!\It's a monster, like the operation name suggests.\Something's tugging.\M - Monster Stream!\What is this...\Normally we take Monster Stream as proof of the master's anger.\When this happens we all evacuate. response:	But with her, just maybe...
context: Reel in the master of the river!\It's a monster, like the operation name suggests.\Something's tugging.\M - Monster Stream!\What is this...\Normally we take Monster Stream as proof of the master's anger.\When this happens we all evacuate.\But with her, just maybe... response:	We're seriously going to do this?
context: It's a monster, like the operation name suggests.\Something's tugging.\M - Monster Stream!\What is this...\Normally we take Monster Stream as proof of the master's anger.\When this happens we all evacuate.\But with her, just maybe...\We're seriously going to do this? response:	Just how big is it?
context: Something's tugging.\M - Monster Stream!\What is this...\Normally we take Monster Stream as proof of the master's anger.\When this happens we all evacuate.\But with her, just maybe...\We're seriously going to do this?\Just how big is it? response:	The rod's going to break!
context: M - Monster Stream!\What is this...\Normally we take Monster Stream as proof of the master's anger.\When this happens we all evacuate.\But with her, just maybe...\We're seriously going to do this?\Just how big is it?\The rod's going to break! response:	Don't underestimate my skills!
context: What is this...\Normally we take Monster Stream as proof of the master's anger.\When this happens we all evacuate.\But with her, just maybe...\We're seriously going to do this?\Just how big is it?\The rod's going to break!\Don't underestimate my skills! response:	It's made to withstand even the master of the river!
context: Normally we take Monster Stream as proof of the master's anger.\When this happens we all evacuate.\But with her, just maybe...\We're seriously going to do this?\Just how big is it?\The rod's going to break!\Don't underestimate my skills!\It's made to withstand even the master of the river! response:	Even so, it'll be impossible like this!
context: When this happens we all evacuate.\But with her, just maybe...\We're seriously going to do this?\Just how big is it?\The rod's going to break!\Don't underestimate my skills!\It's made to withstand even the master of the river!\Even so, it'll be impossible like this! response:	What, you're going to fight with the master?
context: But with her, just maybe...\We're seriously going to do this?\Just how big is it?\The rod's going to break!\Don't underestimate my skills!\It's made to withstand even the master of the river!\Even so, it'll be impossible like this!\What, you're going to fight with the master? response:	You're insane.
context: We're seriously going to do this?\Just how big is it?\The rod's going to break!\Don't underestimate my skills!\It's made to withstand even the master of the river!\Even so, it'll be impossible like this!\What, you're going to fight with the master?\You're insane. response:	Matsushita 5th Dan!
context: Just how big is it?\The rod's going to break!\Don't underestimate my skills!\It's made to withstand even the master of the river!\Even so, it'll be impossible like this!\What, you're going to fight with the master?\You're insane.\Matsushita 5th Dan! response:	I'll give you a bowl of meat udon, so help us out!
context: The rod's going to break!\Don't underestimate my skills!\It's made to withstand even the master of the river!\Even so, it'll be impossible like this!\What, you're going to fight with the master?\You're insane.\Matsushita 5th Dan!\I'll give you a bowl of meat udon, so help us out! response:	Right!
context: Don't underestimate my skills!\It's made to withstand even the master of the river!\Even so, it'll be impossible like this!\What, you're going to fight with the master?\You're insane.\Matsushita 5th Dan!\I'll give you a bowl of meat udon, so help us out!\Right! response:	Oh my, Hinata - senpai, you're an open target!
context: It's made to withstand even the master of the river!\Even so, it'll be impossible like this!\What, you're going to fight with the master?\You're insane.\Matsushita 5th Dan!\I'll give you a bowl of meat udon, so help us out!\Right!\Oh my, Hinata - senpai, you're an open target! response:	Alright, how about I kick you with all my might?
context: Even so, it'll be impossible like this!\What, you're going to fight with the master?\You're insane.\Matsushita 5th Dan!\I'll give you a bowl of meat udon, so help us out!\Right!\Oh my, Hinata - senpai, you're an open target!\Alright, how about I kick you with all my might? response:	Stop thinking up stupid things and help out!
context: What, you're going to fight with the master?\You're insane.\Matsushita 5th Dan!\I'll give you a bowl of meat udon, so help us out!\Right!\Oh my, Hinata - senpai, you're an open target!\Alright, how about I kick you with all my might?\Stop thinking up stupid things and help out! response:	We need more of you in the battle!
context: You're insane.\Matsushita 5th Dan!\I'll give you a bowl of meat udon, so help us out!\Right!\Oh my, Hinata - senpai, you're an open target!\Alright, how about I kick you with all my might?\Stop thinking up stupid things and help out!\We need more of you in the battle! response:	What's up?
context: Matsushita 5th Dan!\I'll give you a bowl of meat udon, so help us out!\Right!\Oh my, Hinata - senpai, you're an open target!\Alright, how about I kick you with all my might?\Stop thinking up stupid things and help out!\We need more of you in the battle!\What's up? response:	What a wimp.
context: I'll give you a bowl of meat udon, so help us out!\Right!\Oh my, Hinata - senpai, you're an open target!\Alright, how about I kick you with all my might?\Stop thinking up stupid things and help out!\We need more of you in the battle!\What's up?\What a wimp. response:	Come on you runts, can't you pull any harder?!
context: Right!\Oh my, Hinata - senpai, you're an open target!\Alright, how about I kick you with all my might?\Stop thinking up stupid things and help out!\We need more of you in the battle!\What's up?\What a wimp.\Come on you runts, can't you pull any harder?! response:	Pull! Pull!
context: Oh my, Hinata - senpai, you're an open target!\Alright, how about I kick you with all my might?\Stop thinking up stupid things and help out!\We need more of you in the battle!\What's up?\What a wimp.\Come on you runts, can't you pull any harder?!\Pull! Pull! response:	Now!
context: Alright, how about I kick you with all my might?\Stop thinking up stupid things and help out!\We need more of you in the battle!\What's up?\What a wimp.\Come on you runts, can't you pull any harder?!\Pull! Pull!\Now! response:	She reeled it in!
context: Stop thinking up stupid things and help out!\We need more of you in the battle!\What's up?\What a wimp.\Come on you runts, can't you pull any harder?!\Pull! Pull!\Now!\She reeled it in! response:	And pulled us up too!
context: We need more of you in the battle!\What's up?\What a wimp.\Come on you runts, can't you pull any harder?!\Pull! Pull!\Now!\She reeled it in!\And pulled us up too! response:	Which one's the monster?
context: What's up?\What a wimp.\Come on you runts, can't you pull any harder?!\Pull! Pull!\Now!\She reeled it in!\And pulled us up too!\Which one's the monster? response:	This is...
context: What a wimp.\Come on you runts, can't you pull any harder?!\Pull! Pull!\Now!\She reeled it in!\And pulled us up too!\Which one's the monster?\This is... response:	If we fall like this, we'll be eaten!
context: Come on you runts, can't you pull any harder?!\Pull! Pull!\Now!\She reeled it in!\And pulled us up too!\Which one's the monster?\This is...\If we fall like this, we'll be eaten! response:	Crazy for you!
context: Pull! Pull!\Now!\She reeled it in!\And pulled us up too!\Which one's the monster?\This is...\If we fall like this, we'll be eaten!\Crazy for you! response:	God doesn't fall.
context: Now!\She reeled it in!\And pulled us up too!\Which one's the monster?\This is...\If we fall like this, we'll be eaten!\Crazy for you!\God doesn't fall. response:	How shallow minded...
context: She reeled it in!\And pulled us up too!\Which one's the monster?\This is...\If we fall like this, we'll be eaten!\Crazy for you!\God doesn't fall.\How shallow minded... response:	We're gonna get swallowed!
context: And pulled us up too!\Which one's the monster?\This is...\If we fall like this, we'll be eaten!\Crazy for you!\God doesn't fall.\How shallow minded...\We're gonna get swallowed! response:	Must save them.
context: Which one's the monster?\This is...\If we fall like this, we'll be eaten!\Crazy for you!\God doesn't fall.\How shallow minded...\We're gonna get swallowed!\Must save them. response:	Hey, with all this, we won't have to use Tornado for a while, right?
context: This is...\If we fall like this, we'll be eaten!\Crazy for you!\God doesn't fall.\How shallow minded...\We're gonna get swallowed!\Must save them.\Hey, with all this, we won't have to use Tornado for a while, right? response:	We're going to eat this every day?
context: If we fall like this, we'll be eaten!\Crazy for you!\God doesn't fall.\How shallow minded...\We're gonna get swallowed!\Must save them.\Hey, with all this, we won't have to use Tornado for a while, right?\We're going to eat this every day? response:	More importantly, how are we going to preserve it?
context: Crazy for you!\God doesn't fall.\How shallow minded...\We're gonna get swallowed!\Must save them.\Hey, with all this, we won't have to use Tornado for a while, right?\We're going to eat this every day?\More importantly, how are we going to preserve it? response:	It wouldn't be good to waste it either...
context: God doesn't fall.\How shallow minded...\We're gonna get swallowed!\Must save them.\Hey, with all this, we won't have to use Tornado for a while, right?\We're going to eat this every day?\More importantly, how are we going to preserve it?\It wouldn't be good to waste it either... response:	No choice, I guess.
