context: What are kyoshi? response:	Walking corpses.
context: We need to put a stop to this at the source.\Where is the source?\Underground, probably.\I think the guys from Shinjuku Ward are on their way there,\but I don't know what's going on.\Think... Think... Think!\Coyote, your friend.\I kept correcting you, but you kept calling me a black fox. response:	Didn't Grandpa say something about Seimei and a black fox?
context: Where is the source?\Underground, probably.\I think the guys from Shinjuku Ward are on their way there,\but I don't know what's going on.\Think... Think... Think!\Coyote, your friend.\I kept correcting you, but you kept calling me a black fox.\Didn't Grandpa say something about Seimei and a black fox? response:	A yokai?
context: Underground, probably.\I think the guys from Shinjuku Ward are on their way there,\but I don't know what's going on.\Think... Think... Think!\Coyote, your friend.\I kept correcting you, but you kept calling me a black fox.\Didn't Grandpa say something about Seimei and a black fox?\A yokai? response:	That's right. Seimei-sama commanded many yokai, but...
context: I think the guys from Shinjuku Ward are on their way there,\but I don't know what's going on.\Think... Think... Think!\Coyote, your friend.\I kept correcting you, but you kept calling me a black fox.\Didn't Grandpa say something about Seimei and a black fox?\A yokai?\That's right. Seimei-sama commanded many yokai, but... response:	I remember...
context: but I don't know what's going on.\Think... Think... Think!\Coyote, your friend.\I kept correcting you, but you kept calling me a black fox.\Didn't Grandpa say something about Seimei and a black fox?\A yokai?\That's right. Seimei-sama commanded many yokai, but...\I remember... response:	A story of a yokai friend Seimei had,
context: Think... Think... Think!\Coyote, your friend.\I kept correcting you, but you kept calling me a black fox.\Didn't Grandpa say something about Seimei and a black fox?\A yokai?\That's right. Seimei-sama commanded many yokai, but...\I remember...\A story of a yokai friend Seimei had, response:	whom he named but never forced to serve him.
context: Coyote, your friend.\I kept correcting you, but you kept calling me a black fox.\Didn't Grandpa say something about Seimei and a black fox?\A yokai?\That's right. Seimei-sama commanded many yokai, but...\I remember...\A story of a yokai friend Seimei had,\whom he named but never forced to serve him. response:	He took the name from his deep golden eyes...
context: I kept correcting you, but you kept calling me a black fox.\Didn't Grandpa say something about Seimei and a black fox?\A yokai?\That's right. Seimei-sama commanded many yokai, but...\I remember...\A story of a yokai friend Seimei had,\whom he named but never forced to serve him.\He took the name from his deep golden eyes... response:	A black fox named...
context: Didn't Grandpa say something about Seimei and a black fox?\A yokai?\That's right. Seimei-sama commanded many yokai, but...\I remember...\A story of a yokai friend Seimei had,\whom he named but never forced to serve him.\He took the name from his deep golden eyes...\A black fox named... response:	Kohaku!
context: A yokai?\That's right. Seimei-sama commanded many yokai, but...\I remember...\A story of a yokai friend Seimei had,\whom he named but never forced to serve him.\He took the name from his deep golden eyes...\A black fox named...\Kohaku! response:	That's right, Seimei!
context: That's right. Seimei-sama commanded many yokai, but...\I remember...\A story of a yokai friend Seimei had,\whom he named but never forced to serve him.\He took the name from his deep golden eyes...\A black fox named...\Kohaku!\That's right, Seimei! response:	You finally said my name!
context: I remember...\A story of a yokai friend Seimei had,\whom he named but never forced to serve him.\He took the name from his deep golden eyes...\A black fox named...\Kohaku!\That's right, Seimei!\You finally said my name! response:	The name for me that only you possessed!
context: A story of a yokai friend Seimei had,\whom he named but never forced to serve him.\He took the name from his deep golden eyes...\A black fox named...\Kohaku!\That's right, Seimei!\You finally said my name!\The name for me that only you possessed! response:	It's over?
context: whom he named but never forced to serve him.\He took the name from his deep golden eyes...\A black fox named...\Kohaku!\That's right, Seimei!\You finally said my name!\The name for me that only you possessed!\It's over? response:	W-What is this?
context: He took the name from his deep golden eyes...\A black fox named...\Kohaku!\That's right, Seimei!\You finally said my name!\The name for me that only you possessed!\It's over?\W-What is this? response:	They stopped the Yin energy.
context: A black fox named...\Kohaku!\That's right, Seimei!\You finally said my name!\The name for me that only you possessed!\It's over?\W-What is this?\They stopped the Yin energy. response:	Looks like we're safe.
context: Kohaku!\That's right, Seimei!\You finally said my name!\The name for me that only you possessed!\It's over?\W-What is this?\They stopped the Yin energy.\Looks like we're safe. response:	May 15th
context: That's right, Seimei!\You finally said my name!\The name for me that only you possessed!\It's over?\W-What is this?\They stopped the Yin energy.\Looks like we're safe.\May 15th response:	I'm glad everybody's safe.
context: You finally said my name!\The name for me that only you possessed!\It's over?\W-What is this?\They stopped the Yin energy.\Looks like we're safe.\May 15th\I'm glad everybody's safe. response:	Thanks for your help, Chiyoda Ward.
context: The name for me that only you possessed!\It's over?\W-What is this?\They stopped the Yin energy.\Looks like we're safe.\May 15th\I'm glad everybody's safe.\Thanks for your help, Chiyoda Ward. response:	I didn't expect you to bring in a police helicopter.
context: It's over?\W-What is this?\They stopped the Yin energy.\Looks like we're safe.\May 15th\I'm glad everybody's safe.\Thanks for your help, Chiyoda Ward.\I didn't expect you to bring in a police helicopter. response:	I don't have power, but I do have connections.
context: W-What is this?\They stopped the Yin energy.\Looks like we're safe.\May 15th\I'm glad everybody's safe.\Thanks for your help, Chiyoda Ward.\I didn't expect you to bring in a police helicopter.\I don't have power, but I do have connections. response:	With your help, we were able to get Suzuka-sama's hair back.
context: They stopped the Yin energy.\Looks like we're safe.\May 15th\I'm glad everybody's safe.\Thanks for your help, Chiyoda Ward.\I didn't expect you to bring in a police helicopter.\I don't have power, but I do have connections.\With your help, we were able to get Suzuka-sama's hair back. response:	Thank you so much.
context: Looks like we're safe.\May 15th\I'm glad everybody's safe.\Thanks for your help, Chiyoda Ward.\I didn't expect you to bring in a police helicopter.\I don't have power, but I do have connections.\With your help, we were able to get Suzuka-sama's hair back.\Thank you so much. response:	Now we don't owe you anything for borrowing Miyako.
context: May 15th\I'm glad everybody's safe.\Thanks for your help, Chiyoda Ward.\I didn't expect you to bring in a police helicopter.\I don't have power, but I do have connections.\With your help, we were able to get Suzuka-sama's hair back.\Thank you so much.\Now we don't owe you anything for borrowing Miyako. response:	Okay, let's go.
context: I'm glad everybody's safe.\Thanks for your help, Chiyoda Ward.\I didn't expect you to bring in a police helicopter.\I don't have power, but I do have connections.\With your help, we were able to get Suzuka-sama's hair back.\Thank you so much.\Now we don't owe you anything for borrowing Miyako.\Okay, let's go. response:	Ah, please wait!
context: Thanks for your help, Chiyoda Ward.\I didn't expect you to bring in a police helicopter.\I don't have power, but I do have connections.\With your help, we were able to get Suzuka-sama's hair back.\Thank you so much.\Now we don't owe you anything for borrowing Miyako.\Okay, let's go.\Ah, please wait! response:	Sheesh...
context: I didn't expect you to bring in a police helicopter.\I don't have power, but I do have connections.\With your help, we were able to get Suzuka-sama's hair back.\Thank you so much.\Now we don't owe you anything for borrowing Miyako.\Okay, let's go.\Ah, please wait!\Sheesh... response:	Looks like we managed to keep it from getting out of hand.
context: I don't have power, but I do have connections.\With your help, we were able to get Suzuka-sama's hair back.\Thank you so much.\Now we don't owe you anything for borrowing Miyako.\Okay, let's go.\Ah, please wait!\Sheesh...\Looks like we managed to keep it from getting out of hand. response:	Yokoyama-san.
context: With your help, we were able to get Suzuka-sama's hair back.\Thank you so much.\Now we don't owe you anything for borrowing Miyako.\Okay, let's go.\Ah, please wait!\Sheesh...\Looks like we managed to keep it from getting out of hand.\Yokoyama-san. response:	You know him?
context: Thank you so much.\Now we don't owe you anything for borrowing Miyako.\Okay, let's go.\Ah, please wait!\Sheesh...\Looks like we managed to keep it from getting out of hand.\Yokoyama-san.\You know him? response:	He's a detective.
context: Now we don't owe you anything for borrowing Miyako.\Okay, let's go.\Ah, please wait!\Sheesh...\Looks like we managed to keep it from getting out of hand.\Yokoyama-san.\You know him?\He's a detective. response:	He specializes in Another incidents.
context: Okay, let's go.\Ah, please wait!\Sheesh...\Looks like we managed to keep it from getting out of hand.\Yokoyama-san.\You know him?\He's a detective.\He specializes in Another incidents. response:	You even found the missing high school girls, huh?
context: Ah, please wait!\Sheesh...\Looks like we managed to keep it from getting out of hand.\Yokoyama-san.\You know him?\He's a detective.\He specializes in Another incidents.\You even found the missing high school girls, huh? response:	These Anothers are always up to no good.
context: Sheesh...\Looks like we managed to keep it from getting out of hand.\Yokoyama-san.\You know him?\He's a detective.\He specializes in Another incidents.\You even found the missing high school girls, huh?\These Anothers are always up to no good. response:	Senda-san, I'm free to deal with the rest of this myself, right?
context: Looks like we managed to keep it from getting out of hand.\Yokoyama-san.\You know him?\He's a detective.\He specializes in Another incidents.\You even found the missing high school girls, huh?\These Anothers are always up to no good.\Senda-san, I'm free to deal with the rest of this myself, right? response:	Perfect.
context: Yokoyama-san.\You know him?\He's a detective.\He specializes in Another incidents.\You even found the missing high school girls, huh?\These Anothers are always up to no good.\Senda-san, I'm free to deal with the rest of this myself, right?\Perfect. response:	Missing girls discovered in spooky facility from World War Two goes way beyond
context: You know him?\He's a detective.\He specializes in Another incidents.\You even found the missing high school girls, huh?\These Anothers are always up to no good.\Senda-san, I'm free to deal with the rest of this myself, right?\Perfect.\Missing girls discovered in spooky facility from World War Two goes way beyond response:	what government workers should deal with.
context: He's a detective.\He specializes in Another incidents.\You even found the missing high school girls, huh?\These Anothers are always up to no good.\Senda-san, I'm free to deal with the rest of this myself, right?\Perfect.\Missing girls discovered in spooky facility from World War Two goes way beyond\what government workers should deal with. response:	You're just being humble.
context: He specializes in Another incidents.\You even found the missing high school girls, huh?\These Anothers are always up to no good.\Senda-san, I'm free to deal with the rest of this myself, right?\Perfect.\Missing girls discovered in spooky facility from World War Two goes way beyond\what government workers should deal with.\You're just being humble. response:	At least help me put together a convincing story.
context: You even found the missing high school girls, huh?\These Anothers are always up to no good.\Senda-san, I'm free to deal with the rest of this myself, right?\Perfect.\Missing girls discovered in spooky facility from World War Two goes way beyond\what government workers should deal with.\You're just being humble.\At least help me put together a convincing story. response:	Of course.
context: These Anothers are always up to no good.\Senda-san, I'm free to deal with the rest of this myself, right?\Perfect.\Missing girls discovered in spooky facility from World War Two goes way beyond\what government workers should deal with.\You're just being humble.\At least help me put together a convincing story.\Of course. response:	Yokoyama-san.
context: Senda-san, I'm free to deal with the rest of this myself, right?\Perfect.\Missing girls discovered in spooky facility from World War Two goes way beyond\what government workers should deal with.\You're just being humble.\At least help me put together a convincing story.\Of course.\Yokoyama-san. response:	We made our calls.
context: Perfect.\Missing girls discovered in spooky facility from World War Two goes way beyond\what government workers should deal with.\You're just being humble.\At least help me put together a convincing story.\Of course.\Yokoyama-san.\We made our calls. response:	The girls were picked up by an ambulance.
context: Missing girls discovered in spooky facility from World War Two goes way beyond\what government workers should deal with.\You're just being humble.\At least help me put together a convincing story.\Of course.\Yokoyama-san.\We made our calls.\The girls were picked up by an ambulance. response:	Thanks.
context: what government workers should deal with.\You're just being humble.\At least help me put together a convincing story.\Of course.\Yokoyama-san.\We made our calls.\The girls were picked up by an ambulance.\Thanks. response:	Now then, what do we do to explain this?
context: You're just being humble.\At least help me put together a convincing story.\Of course.\Yokoyama-san.\We made our calls.\The girls were picked up by an ambulance.\Thanks.\Now then, what do we do to explain this? response:	The usual gas leaks, maybe?
context: At least help me put together a convincing story.\Of course.\Yokoyama-san.\We made our calls.\The girls were picked up by an ambulance.\Thanks.\Now then, what do we do to explain this?\The usual gas leaks, maybe? response:	You just used that.
context: Of course.\Yokoyama-san.\We made our calls.\The girls were picked up by an ambulance.\Thanks.\Now then, what do we do to explain this?\The usual gas leaks, maybe?\You just used that. response:	Unexploded shell, then.
context: Yokoyama-san.\We made our calls.\The girls were picked up by an ambulance.\Thanks.\Now then, what do we do to explain this?\The usual gas leaks, maybe?\You just used that.\Unexploded shell, then. response:	The Ichigaya crew will complain again.
context: We made our calls.\The girls were picked up by an ambulance.\Thanks.\Now then, what do we do to explain this?\The usual gas leaks, maybe?\You just used that.\Unexploded shell, then.\The Ichigaya crew will complain again. response:	A detective specializing in Anothers?
context: The girls were picked up by an ambulance.\Thanks.\Now then, what do we do to explain this?\The usual gas leaks, maybe?\You just used that.\Unexploded shell, then.\The Ichigaya crew will complain again.\A detective specializing in Anothers? response:	Don't expect too much.
context: Thanks.\Now then, what do we do to explain this?\The usual gas leaks, maybe?\You just used that.\Unexploded shell, then.\The Ichigaya crew will complain again.\A detective specializing in Anothers?\Don't expect too much. response:	Can you arrest invisible Anothers?
context: Now then, what do we do to explain this?\The usual gas leaks, maybe?\You just used that.\Unexploded shell, then.\The Ichigaya crew will complain again.\A detective specializing in Anothers?\Don't expect too much.\Can you arrest invisible Anothers? response:	Put them on trial?
context: The usual gas leaks, maybe?\You just used that.\Unexploded shell, then.\The Ichigaya crew will complain again.\A detective specializing in Anothers?\Don't expect too much.\Can you arrest invisible Anothers?\Put them on trial? response:	Their job is to come up with a plausible story that the victims can accept.
context: You just used that.\Unexploded shell, then.\The Ichigaya crew will complain again.\A detective specializing in Anothers?\Don't expect too much.\Can you arrest invisible Anothers?\Put them on trial?\Their job is to come up with a plausible story that the victims can accept. response:	That's kind of...
context: Unexploded shell, then.\The Ichigaya crew will complain again.\A detective specializing in Anothers?\Don't expect too much.\Can you arrest invisible Anothers?\Put them on trial?\Their job is to come up with a plausible story that the victims can accept.\That's kind of... response:	Okay, Miyako-kun. Let's hear it.
context: The Ichigaya crew will complain again.\A detective specializing in Anothers?\Don't expect too much.\Can you arrest invisible Anothers?\Put them on trial?\Their job is to come up with a plausible story that the victims can accept.\That's kind of...\Okay, Miyako-kun. Let's hear it. response:	What's that thing floating behind you?
context: A detective specializing in Anothers?\Don't expect too much.\Can you arrest invisible Anothers?\Put them on trial?\Their job is to come up with a plausible story that the victims can accept.\That's kind of...\Okay, Miyako-kun. Let's hear it.\What's that thing floating behind you? response:	This is Coyote, I guess.
context: Don't expect too much.\Can you arrest invisible Anothers?\Put them on trial?\Their job is to come up with a plausible story that the victims can accept.\That's kind of...\Okay, Miyako-kun. Let's hear it.\What's that thing floating behind you?\This is Coyote, I guess. response:	He's the one who stole all those things, and Seimei's friend.
context: Can you arrest invisible Anothers?\Put them on trial?\Their job is to come up with a plausible story that the victims can accept.\That's kind of...\Okay, Miyako-kun. Let's hear it.\What's that thing floating behind you?\This is Coyote, I guess.\He's the one who stole all those things, and Seimei's friend. response:	Coyote?
context: Put them on trial?\Their job is to come up with a plausible story that the victims can accept.\That's kind of...\Okay, Miyako-kun. Let's hear it.\What's that thing floating behind you?\This is Coyote, I guess.\He's the one who stole all those things, and Seimei's friend.\Coyote? response:	Do I need to introduce myself?
context: Their job is to come up with a plausible story that the victims can accept.\That's kind of...\Okay, Miyako-kun. Let's hear it.\What's that thing floating behind you?\This is Coyote, I guess.\He's the one who stole all those things, and Seimei's friend.\Coyote?\Do I need to introduce myself? response:	I'm not interested in any name but the one you gave me, though.
context: That's kind of...\Okay, Miyako-kun. Let's hear it.\What's that thing floating behind you?\This is Coyote, I guess.\He's the one who stole all those things, and Seimei's friend.\Coyote?\Do I need to introduce myself?\I'm not interested in any name but the one you gave me, though. response:	Huehuecoyotl. Pleased to make your acquaintance.
context: Okay, Miyako-kun. Let's hear it.\What's that thing floating behind you?\This is Coyote, I guess.\He's the one who stole all those things, and Seimei's friend.\Coyote?\Do I need to introduce myself?\I'm not interested in any name but the one you gave me, though.\Huehuecoyotl. Pleased to make your acquaintance. response:	Or so he says.
context: What's that thing floating behind you?\This is Coyote, I guess.\He's the one who stole all those things, and Seimei's friend.\Coyote?\Do I need to introduce myself?\I'm not interested in any name but the one you gave me, though.\Huehuecoyotl. Pleased to make your acquaintance.\Or so he says. response:	Huehuecoyotl?!
context: This is Coyote, I guess.\He's the one who stole all those things, and Seimei's friend.\Coyote?\Do I need to introduce myself?\I'm not interested in any name but the one you gave me, though.\Huehuecoyotl. Pleased to make your acquaintance.\Or so he says.\Huehuecoyotl?! response:	Huehuecoyotl, The Old Coyote
context: He's the one who stole all those things, and Seimei's friend.\Coyote?\Do I need to introduce myself?\I'm not interested in any name but the one you gave me, though.\Huehuecoyotl. Pleased to make your acquaintance.\Or so he says.\Huehuecoyotl?!\Huehuecoyotl, The Old Coyote response:	Huehuecoyotl...
context: Coyote?\Do I need to introduce myself?\I'm not interested in any name but the one you gave me, though.\Huehuecoyotl. Pleased to make your acquaintance.\Or so he says.\Huehuecoyotl?!\Huehuecoyotl, The Old Coyote\Huehuecoyotl... response:	The god of music, song, and dance in the Aztec religion.
context: Do I need to introduce myself?\I'm not interested in any name but the one you gave me, though.\Huehuecoyotl. Pleased to make your acquaintance.\Or so he says.\Huehuecoyotl?!\Huehuecoyotl, The Old Coyote\Huehuecoyotl...\The god of music, song, and dance in the Aztec religion. response:	But he was also a trickster god, who caused men and gods to fight,
context: I'm not interested in any name but the one you gave me, though.\Huehuecoyotl. Pleased to make your acquaintance.\Or so he says.\Huehuecoyotl?!\Huehuecoyotl, The Old Coyote\Huehuecoyotl...\The god of music, song, and dance in the Aztec religion.\But he was also a trickster god, who caused men and gods to fight, response:	and brought chaos and murder for his own amusement.
context: Huehuecoyotl. Pleased to make your acquaintance.\Or so he says.\Huehuecoyotl?!\Huehuecoyotl, The Old Coyote\Huehuecoyotl...\The god of music, song, and dance in the Aztec religion.\But he was also a trickster god, who caused men and gods to fight,\and brought chaos and murder for his own amusement. response:	Yes. A god of disaster!
context: Or so he says.\Huehuecoyotl?!\Huehuecoyotl, The Old Coyote\Huehuecoyotl...\The god of music, song, and dance in the Aztec religion.\But he was also a trickster god, who caused men and gods to fight,\and brought chaos and murder for his own amusement.\Yes. A god of disaster! response:	If something like that's haunting you, they'll exile you from the country!
context: Huehuecoyotl?!\Huehuecoyotl, The Old Coyote\Huehuecoyotl...\The god of music, song, and dance in the Aztec religion.\But he was also a trickster god, who caused men and gods to fight,\and brought chaos and murder for his own amusement.\Yes. A god of disaster!\If something like that's haunting you, they'll exile you from the country! response:	How rude.
context: Huehuecoyotl, The Old Coyote\Huehuecoyotl...\The god of music, song, and dance in the Aztec religion.\But he was also a trickster god, who caused men and gods to fight,\and brought chaos and murder for his own amusement.\Yes. A god of disaster!\If something like that's haunting you, they'll exile you from the country!\How rude. response:	I don't kill that many people.
context: Huehuecoyotl...\The god of music, song, and dance in the Aztec religion.\But he was also a trickster god, who caused men and gods to fight,\and brought chaos and murder for his own amusement.\Yes. A god of disaster!\If something like that's haunting you, they'll exile you from the country!\How rude.\I don't kill that many people. response:	Get off me!
context: The god of music, song, and dance in the Aztec religion.\But he was also a trickster god, who caused men and gods to fight,\and brought chaos and murder for his own amusement.\Yes. A god of disaster!\If something like that's haunting you, they'll exile you from the country!\How rude.\I don't kill that many people.\Get off me! response:	Jeez... A god, huh?
context: But he was also a trickster god, who caused men and gods to fight,\and brought chaos and murder for his own amusement.\Yes. A god of disaster!\If something like that's haunting you, they'll exile you from the country!\How rude.\I don't kill that many people.\Get off me!\Jeez... A god, huh? response:	Sakaki?
context: and brought chaos and murder for his own amusement.\Yes. A god of disaster!\If something like that's haunting you, they'll exile you from the country!\How rude.\I don't kill that many people.\Get off me!\Jeez... A god, huh?\Sakaki? response:	That Another said he got the missing girls from a demon he knew.
context: Yes. A god of disaster!\If something like that's haunting you, they'll exile you from the country!\How rude.\I don't kill that many people.\Get off me!\Jeez... A god, huh?\Sakaki?\That Another said he got the missing girls from a demon he knew. response:	Unsolved Missing Girl Cases in Tokyo
context: If something like that's haunting you, they'll exile you from the country!\How rude.\I don't kill that many people.\Get off me!\Jeez... A god, huh?\Sakaki?\That Another said he got the missing girls from a demon he knew.\Unsolved Missing Girl Cases in Tokyo response:	After over 10 years I've finally run into a clue about my sister...
context: How rude.\I don't kill that many people.\Get off me!\Jeez... A god, huh?\Sakaki?\That Another said he got the missing girls from a demon he knew.\Unsolved Missing Girl Cases in Tokyo\After over 10 years I've finally run into a clue about my sister... response:	I said, get off!
context: I don't kill that many people.\Get off me!\Jeez... A god, huh?\Sakaki?\That Another said he got the missing girls from a demon he knew.\Unsolved Missing Girl Cases in Tokyo\After over 10 years I've finally run into a clue about my sister...\I said, get off! response:	Aw, you're so cold, Seimei.
context: Get off me!\Jeez... A god, huh?\Sakaki?\That Another said he got the missing girls from a demon he knew.\Unsolved Missing Girl Cases in Tokyo\After over 10 years I've finally run into a clue about my sister...\I said, get off!\Aw, you're so cold, Seimei. response:	About that, my name is Miyako Arata!
context: Jeez... A god, huh?\Sakaki?\That Another said he got the missing girls from a demon he knew.\Unsolved Missing Girl Cases in Tokyo\After over 10 years I've finally run into a clue about my sister...\I said, get off!\Aw, you're so cold, Seimei.\About that, my name is Miyako Arata! response:	Don't call me Seimei!
context: Sakaki?\That Another said he got the missing girls from a demon he knew.\Unsolved Missing Girl Cases in Tokyo\After over 10 years I've finally run into a clue about my sister...\I said, get off!\Aw, you're so cold, Seimei.\About that, my name is Miyako Arata!\Don't call me Seimei! response:	My name is Abe no Seimei.
context: That Another said he got the missing girls from a demon he knew.\Unsolved Missing Girl Cases in Tokyo\After over 10 years I've finally run into a clue about my sister...\I said, get off!\Aw, you're so cold, Seimei.\About that, my name is Miyako Arata!\Don't call me Seimei!\My name is Abe no Seimei. response:	Make sure you call me Seimei.
context: Unsolved Missing Girl Cases in Tokyo\After over 10 years I've finally run into a clue about my sister...\I said, get off!\Aw, you're so cold, Seimei.\About that, my name is Miyako Arata!\Don't call me Seimei!\My name is Abe no Seimei.\Make sure you call me Seimei. response:	Do you understand that, Kohaku?
context: After over 10 years I've finally run into a clue about my sister...\I said, get off!\Aw, you're so cold, Seimei.\About that, my name is Miyako Arata!\Don't call me Seimei!\My name is Abe no Seimei.\Make sure you call me Seimei.\Do you understand that, Kohaku? response:	Yup! I got it, Arata!
