context: Out of my way, Michelle! response:	Don't come any closer to Nee-san!
context: Is that what you call divine punishment?\Barbarous... boorish... with not even a shred of intelligence!\I know what you're doing. The kids call it tsundere.\You're both fools.\The cost is 100. Come from the light! Pulverize them in my name!\I summon Raguel, the angel who blows the horn at the end of the world!\Come and get it!\I would die for you! response:	I won't reward you with that blessing.
context: Barbarous... boorish... with not even a shred of intelligence!\I know what you're doing. The kids call it tsundere.\You're both fools.\The cost is 100. Come from the light! Pulverize them in my name!\I summon Raguel, the angel who blows the horn at the end of the world!\Come and get it!\I would die for you!\I won't reward you with that blessing. response:	Better to leave you a wounded, squirming, pathetic wreck!
context: I know what you're doing. The kids call it tsundere.\You're both fools.\The cost is 100. Come from the light! Pulverize them in my name!\I summon Raguel, the angel who blows the horn at the end of the world!\Come and get it!\I would die for you!\I won't reward you with that blessing.\Better to leave you a wounded, squirming, pathetic wreck! response:	I'll show you how I can stop the attack!
context: You're both fools.\The cost is 100. Come from the light! Pulverize them in my name!\I summon Raguel, the angel who blows the horn at the end of the world!\Come and get it!\I would die for you!\I won't reward you with that blessing.\Better to leave you a wounded, squirming, pathetic wreck!\I'll show you how I can stop the attack! response:	This is... a scream... from your heart!
context: The cost is 100. Come from the light! Pulverize them in my name!\I summon Raguel, the angel who blows the horn at the end of the world!\Come and get it!\I would die for you!\I won't reward you with that blessing.\Better to leave you a wounded, squirming, pathetic wreck!\I'll show you how I can stop the attack!\This is... a scream... from your heart! response:	Hey, Dan! Wake up!
context: I summon Raguel, the angel who blows the horn at the end of the world!\Come and get it!\I would die for you!\I won't reward you with that blessing.\Better to leave you a wounded, squirming, pathetic wreck!\I'll show you how I can stop the attack!\This is... a scream... from your heart!\Hey, Dan! Wake up! response:	Th-This is a form of love, too...
context: Come and get it!\I would die for you!\I won't reward you with that blessing.\Better to leave you a wounded, squirming, pathetic wreck!\I'll show you how I can stop the attack!\This is... a scream... from your heart!\Hey, Dan! Wake up!\Th-This is a form of love, too... response:	Witch...
context: I would die for you!\I won't reward you with that blessing.\Better to leave you a wounded, squirming, pathetic wreck!\I'll show you how I can stop the attack!\This is... a scream... from your heart!\Hey, Dan! Wake up!\Th-This is a form of love, too...\Witch... response:	That man lacks beauty and intelligence.
context: I won't reward you with that blessing.\Better to leave you a wounded, squirming, pathetic wreck!\I'll show you how I can stop the attack!\This is... a scream... from your heart!\Hey, Dan! Wake up!\Th-This is a form of love, too...\Witch...\That man lacks beauty and intelligence. response:	He isn't even worth wiping out.
context: Better to leave you a wounded, squirming, pathetic wreck!\I'll show you how I can stop the attack!\This is... a scream... from your heart!\Hey, Dan! Wake up!\Th-This is a form of love, too...\Witch...\That man lacks beauty and intelligence.\He isn't even worth wiping out. response:	Don't talk like you're so high and mighty.
context: I'll show you how I can stop the attack!\This is... a scream... from your heart!\Hey, Dan! Wake up!\Th-This is a form of love, too...\Witch...\That man lacks beauty and intelligence.\He isn't even worth wiping out.\Don't talk like you're so high and mighty. response:	What the hell are you?! Disappear into the sky, you say...
context: This is... a scream... from your heart!\Hey, Dan! Wake up!\Th-This is a form of love, too...\Witch...\That man lacks beauty and intelligence.\He isn't even worth wiping out.\Don't talk like you're so high and mighty.\What the hell are you?! Disappear into the sky, you say... response:	You who're alive right now, what the hell are you?!
context: Hey, Dan! Wake up!\Th-This is a form of love, too...\Witch...\That man lacks beauty and intelligence.\He isn't even worth wiping out.\Don't talk like you're so high and mighty.\What the hell are you?! Disappear into the sky, you say...\You who're alive right now, what the hell are you?! response:	I'm an angel.
context: Th-This is a form of love, too...\Witch...\That man lacks beauty and intelligence.\He isn't even worth wiping out.\Don't talk like you're so high and mighty.\What the hell are you?! Disappear into the sky, you say...\You who're alive right now, what the hell are you?!\I'm an angel. response:	What?!
context: Witch...\That man lacks beauty and intelligence.\He isn't even worth wiping out.\Don't talk like you're so high and mighty.\What the hell are you?! Disappear into the sky, you say...\You who're alive right now, what the hell are you?!\I'm an angel.\What?! response:	No. It's probably better to call me a girl who dreams of becoming an angel.
context: That man lacks beauty and intelligence.\He isn't even worth wiping out.\Don't talk like you're so high and mighty.\What the hell are you?! Disappear into the sky, you say...\You who're alive right now, what the hell are you?!\I'm an angel.\What?!\No. It's probably better to call me a girl who dreams of becoming an angel. response:	But if I keep thinking about it constantly, I'll metamorphose into an angel!
context: He isn't even worth wiping out.\Don't talk like you're so high and mighty.\What the hell are you?! Disappear into the sky, you say...\You who're alive right now, what the hell are you?!\I'm an angel.\What?!\No. It's probably better to call me a girl who dreams of becoming an angel.\But if I keep thinking about it constantly, I'll metamorphose into an angel! response:	That's right. From a girl's fancy to a true angel...
context: Don't talk like you're so high and mighty.\What the hell are you?! Disappear into the sky, you say...\You who're alive right now, what the hell are you?!\I'm an angel.\What?!\No. It's probably better to call me a girl who dreams of becoming an angel.\But if I keep thinking about it constantly, I'll metamorphose into an angel!\That's right. From a girl's fancy to a true angel... response:	This power, Angel Magic,
context: What the hell are you?! Disappear into the sky, you say...\You who're alive right now, what the hell are you?!\I'm an angel.\What?!\No. It's probably better to call me a girl who dreams of becoming an angel.\But if I keep thinking about it constantly, I'll metamorphose into an angel!\That's right. From a girl's fancy to a true angel...\This power, Angel Magic, response:	is a miraculous magic that will wash away all of my sins with holy light!
context: You who're alive right now, what the hell are you?!\I'm an angel.\What?!\No. It's probably better to call me a girl who dreams of becoming an angel.\But if I keep thinking about it constantly, I'll metamorphose into an angel!\That's right. From a girl's fancy to a true angel...\This power, Angel Magic,\is a miraculous magic that will wash away all of my sins with holy light! response:	Sins...
context: I'm an angel.\What?!\No. It's probably better to call me a girl who dreams of becoming an angel.\But if I keep thinking about it constantly, I'll metamorphose into an angel!\That's right. From a girl's fancy to a true angel...\This power, Angel Magic,\is a miraculous magic that will wash away all of my sins with holy light!\Sins... response:	The sin of being born human.
context: What?!\No. It's probably better to call me a girl who dreams of becoming an angel.\But if I keep thinking about it constantly, I'll metamorphose into an angel!\That's right. From a girl's fancy to a true angel...\This power, Angel Magic,\is a miraculous magic that will wash away all of my sins with holy light!\Sins...\The sin of being born human. response:	Do you seriously believe that?
context: No. It's probably better to call me a girl who dreams of becoming an angel.\But if I keep thinking about it constantly, I'll metamorphose into an angel!\That's right. From a girl's fancy to a true angel...\This power, Angel Magic,\is a miraculous magic that will wash away all of my sins with holy light!\Sins...\The sin of being born human.\Do you seriously believe that? response:	Summoning angels shortens my lifespan.
context: But if I keep thinking about it constantly, I'll metamorphose into an angel!\That's right. From a girl's fancy to a true angel...\This power, Angel Magic,\is a miraculous magic that will wash away all of my sins with holy light!\Sins...\The sin of being born human.\Do you seriously believe that?\Summoning angels shortens my lifespan. response:	But I don't care.
context: That's right. From a girl's fancy to a true angel...\This power, Angel Magic,\is a miraculous magic that will wash away all of my sins with holy light!\Sins...\The sin of being born human.\Do you seriously believe that?\Summoning angels shortens my lifespan.\But I don't care. response:	That's the sacrifice I have to make for becoming an angel myself.
context: This power, Angel Magic,\is a miraculous magic that will wash away all of my sins with holy light!\Sins...\The sin of being born human.\Do you seriously believe that?\Summoning angels shortens my lifespan.\But I don't care.\That's the sacrifice I have to make for becoming an angel myself. response:	Those coins... They're your life... Your lifespan?!
context: is a miraculous magic that will wash away all of my sins with holy light!\Sins...\The sin of being born human.\Do you seriously believe that?\Summoning angels shortens my lifespan.\But I don't care.\That's the sacrifice I have to make for becoming an angel myself.\Those coins... They're your life... Your lifespan?! response:	But these wings are elusive.
context: Sins...\The sin of being born human.\Do you seriously believe that?\Summoning angels shortens my lifespan.\But I don't care.\That's the sacrifice I have to make for becoming an angel myself.\Those coins... They're your life... Your lifespan?!\But these wings are elusive. response:	The more angel power I wield, the more ugliness I can see in the human world.
context: The sin of being born human.\Do you seriously believe that?\Summoning angels shortens my lifespan.\But I don't care.\That's the sacrifice I have to make for becoming an angel myself.\Those coins... They're your life... Your lifespan?!\But these wings are elusive.\The more angel power I wield, the more ugliness I can see in the human world. response:	That's right...
context: Do you seriously believe that?\Summoning angels shortens my lifespan.\But I don't care.\That's the sacrifice I have to make for becoming an angel myself.\Those coins... They're your life... Your lifespan?!\But these wings are elusive.\The more angel power I wield, the more ugliness I can see in the human world.\That's right... response:	This world is only about people with conflicting desires crashing into each other!
context: Summoning angels shortens my lifespan.\But I don't care.\That's the sacrifice I have to make for becoming an angel myself.\Those coins... They're your life... Your lifespan?!\But these wings are elusive.\The more angel power I wield, the more ugliness I can see in the human world.\That's right...\This world is only about people with conflicting desires crashing into each other! response:	My wish is to vanish into the sky, like an angel...
context: But I don't care.\That's the sacrifice I have to make for becoming an angel myself.\Those coins... They're your life... Your lifespan?!\But these wings are elusive.\The more angel power I wield, the more ugliness I can see in the human world.\That's right...\This world is only about people with conflicting desires crashing into each other!\My wish is to vanish into the sky, like an angel... response:	I want to announce it to this filthy world, then leave...
context: That's the sacrifice I have to make for becoming an angel myself.\Those coins... They're your life... Your lifespan?!\But these wings are elusive.\The more angel power I wield, the more ugliness I can see in the human world.\That's right...\This world is only about people with conflicting desires crashing into each other!\My wish is to vanish into the sky, like an angel...\I want to announce it to this filthy world, then leave... response:	Fading away... beautifully...
context: Those coins... They're your life... Your lifespan?!\But these wings are elusive.\The more angel power I wield, the more ugliness I can see in the human world.\That's right...\This world is only about people with conflicting desires crashing into each other!\My wish is to vanish into the sky, like an angel...\I want to announce it to this filthy world, then leave...\Fading away... beautifully... response:	Even though you're alive, you're dead.
context: But these wings are elusive.\The more angel power I wield, the more ugliness I can see in the human world.\That's right...\This world is only about people with conflicting desires crashing into each other!\My wish is to vanish into the sky, like an angel...\I want to announce it to this filthy world, then leave...\Fading away... beautifully...\Even though you're alive, you're dead. response:	What?
context: The more angel power I wield, the more ugliness I can see in the human world.\That's right...\This world is only about people with conflicting desires crashing into each other!\My wish is to vanish into the sky, like an angel...\I want to announce it to this filthy world, then leave...\Fading away... beautifully...\Even though you're alive, you're dead.\What? response:	What sin are you talking about? Who told you that?
context: That's right...\This world is only about people with conflicting desires crashing into each other!\My wish is to vanish into the sky, like an angel...\I want to announce it to this filthy world, then leave...\Fading away... beautifully...\Even though you're alive, you're dead.\What?\What sin are you talking about? Who told you that? response:	This world is dirty? Bullshit!
context: This world is only about people with conflicting desires crashing into each other!\My wish is to vanish into the sky, like an angel...\I want to announce it to this filthy world, then leave...\Fading away... beautifully...\Even though you're alive, you're dead.\What?\What sin are you talking about? Who told you that?\This world is dirty? Bullshit! response:	Look at him.
context: My wish is to vanish into the sky, like an angel...\I want to announce it to this filthy world, then leave...\Fading away... beautifully...\Even though you're alive, you're dead.\What?\What sin are you talking about? Who told you that?\This world is dirty? Bullshit!\Look at him. response:	The guy gets crushes at the drop of a hat,
context: I want to announce it to this filthy world, then leave...\Fading away... beautifully...\Even though you're alive, you're dead.\What?\What sin are you talking about? Who told you that?\This world is dirty? Bullshit!\Look at him.\The guy gets crushes at the drop of a hat, response:	but he's honest with himself and lives with all his might!
context: Fading away... beautifully...\Even though you're alive, you're dead.\What?\What sin are you talking about? Who told you that?\This world is dirty? Bullshit!\Look at him.\The guy gets crushes at the drop of a hat,\but he's honest with himself and lives with all his might! response:	My comrades are the same way!
context: Even though you're alive, you're dead.\What?\What sin are you talking about? Who told you that?\This world is dirty? Bullshit!\Look at him.\The guy gets crushes at the drop of a hat,\but he's honest with himself and lives with all his might!\My comrades are the same way! response:	In this world, they laugh, get angry, and cry with all their strength...
context: What?\What sin are you talking about? Who told you that?\This world is dirty? Bullshit!\Look at him.\The guy gets crushes at the drop of a hat,\but he's honest with himself and lives with all his might!\My comrades are the same way!\In this world, they laugh, get angry, and cry with all their strength... response:	They're all alive!
context: What sin are you talking about? Who told you that?\This world is dirty? Bullshit!\Look at him.\The guy gets crushes at the drop of a hat,\but he's honest with himself and lives with all his might!\My comrades are the same way!\In this world, they laugh, get angry, and cry with all their strength...\They're all alive! response:	But even so, they haven't gotten nearly enough! It'll never be enough!
context: This world is dirty? Bullshit!\Look at him.\The guy gets crushes at the drop of a hat,\but he's honest with himself and lives with all his might!\My comrades are the same way!\In this world, they laugh, get angry, and cry with all their strength...\They're all alive!\But even so, they haven't gotten nearly enough! It'll never be enough! response:	You say the funniest things.
context: Look at him.\The guy gets crushes at the drop of a hat,\but he's honest with himself and lives with all his might!\My comrades are the same way!\In this world, they laugh, get angry, and cry with all their strength...\They're all alive!\But even so, they haven't gotten nearly enough! It'll never be enough!\You say the funniest things. response:	Now I'm pissed.
context: The guy gets crushes at the drop of a hat,\but he's honest with himself and lives with all his might!\My comrades are the same way!\In this world, they laugh, get angry, and cry with all their strength...\They're all alive!\But even so, they haven't gotten nearly enough! It'll never be enough!\You say the funniest things.\Now I'm pissed. response:	Have you lived enough, to the point where it's okay to fade away?!
context: but he's honest with himself and lives with all his might!\My comrades are the same way!\In this world, they laugh, get angry, and cry with all their strength...\They're all alive!\But even so, they haven't gotten nearly enough! It'll never be enough!\You say the funniest things.\Now I'm pissed.\Have you lived enough, to the point where it's okay to fade away?! response:	So you want nothin' more to do with this world,
context: My comrades are the same way!\In this world, they laugh, get angry, and cry with all their strength...\They're all alive!\But even so, they haven't gotten nearly enough! It'll never be enough!\You say the funniest things.\Now I'm pissed.\Have you lived enough, to the point where it's okay to fade away?!\So you want nothin' more to do with this world, response:	call it ugly and dirty, as if you would know?! How dare you?!
context: In this world, they laugh, get angry, and cry with all their strength...\They're all alive!\But even so, they haven't gotten nearly enough! It'll never be enough!\You say the funniest things.\Now I'm pissed.\Have you lived enough, to the point where it's okay to fade away?!\So you want nothin' more to do with this world,\call it ugly and dirty, as if you would know?! How dare you?! response:	To me, it sounds like nothin' more than the ramblings of some brat pretending to be an angel!
context: They're all alive!\But even so, they haven't gotten nearly enough! It'll never be enough!\You say the funniest things.\Now I'm pissed.\Have you lived enough, to the point where it's okay to fade away?!\So you want nothin' more to do with this world,\call it ugly and dirty, as if you would know?! How dare you?!\To me, it sounds like nothin' more than the ramblings of some brat pretending to be an angel! response:	Ramblings, you say?
context: But even so, they haven't gotten nearly enough! It'll never be enough!\You say the funniest things.\Now I'm pissed.\Have you lived enough, to the point where it's okay to fade away?!\So you want nothin' more to do with this world,\call it ugly and dirty, as if you would know?! How dare you?!\To me, it sounds like nothin' more than the ramblings of some brat pretending to be an angel!\Ramblings, you say? response:	You don't need to go to all the trouble of disappearing.
context: You say the funniest things.\Now I'm pissed.\Have you lived enough, to the point where it's okay to fade away?!\So you want nothin' more to do with this world,\call it ugly and dirty, as if you would know?! How dare you?!\To me, it sounds like nothin' more than the ramblings of some brat pretending to be an angel!\Ramblings, you say?\You don't need to go to all the trouble of disappearing. response:	You're as good as gone right now!
context: Now I'm pissed.\Have you lived enough, to the point where it's okay to fade away?!\So you want nothin' more to do with this world,\call it ugly and dirty, as if you would know?! How dare you?!\To me, it sounds like nothin' more than the ramblings of some brat pretending to be an angel!\Ramblings, you say?\You don't need to go to all the trouble of disappearing.\You're as good as gone right now! response:	You mock... my wish?!
context: Have you lived enough, to the point where it's okay to fade away?!\So you want nothin' more to do with this world,\call it ugly and dirty, as if you would know?! How dare you?!\To me, it sounds like nothin' more than the ramblings of some brat pretending to be an angel!\Ramblings, you say?\You don't need to go to all the trouble of disappearing.\You're as good as gone right now!\You mock... my wish?! response:	You... That body...
context: So you want nothin' more to do with this world,\call it ugly and dirty, as if you would know?! How dare you?!\To me, it sounds like nothin' more than the ramblings of some brat pretending to be an angel!\Ramblings, you say?\You don't need to go to all the trouble of disappearing.\You're as good as gone right now!\You mock... my wish?!\You... That body... response:	Raguel, annihilate that man!
context: call it ugly and dirty, as if you would know?! How dare you?!\To me, it sounds like nothin' more than the ramblings of some brat pretending to be an angel!\Ramblings, you say?\You don't need to go to all the trouble of disappearing.\You're as good as gone right now!\You mock... my wish?!\You... That body...\Raguel, annihilate that man! response:	That's right! Destroy him! Slice the fool to ugly ribbons!
context: To me, it sounds like nothin' more than the ramblings of some brat pretending to be an angel!\Ramblings, you say?\You don't need to go to all the trouble of disappearing.\You're as good as gone right now!\You mock... my wish?!\You... That body...\Raguel, annihilate that man!\That's right! Destroy him! Slice the fool to ugly ribbons! response:	Yeesh... This doesn't bode well...
context: Ramblings, you say?\You don't need to go to all the trouble of disappearing.\You're as good as gone right now!\You mock... my wish?!\You... That body...\Raguel, annihilate that man!\That's right! Destroy him! Slice the fool to ugly ribbons!\Yeesh... This doesn't bode well... response:	Idiot!
context: You don't need to go to all the trouble of disappearing.\You're as good as gone right now!\You mock... my wish?!\You... That body...\Raguel, annihilate that man!\That's right! Destroy him! Slice the fool to ugly ribbons!\Yeesh... This doesn't bode well...\Idiot! response:	You've been swallowed up by your own magic!
context: You're as good as gone right now!\You mock... my wish?!\You... That body...\Raguel, annihilate that man!\That's right! Destroy him! Slice the fool to ugly ribbons!\Yeesh... This doesn't bode well...\Idiot!\You've been swallowed up by your own magic! response:	Stay away!
context: You mock... my wish?!\You... That body...\Raguel, annihilate that man!\That's right! Destroy him! Slice the fool to ugly ribbons!\Yeesh... This doesn't bode well...\Idiot!\You've been swallowed up by your own magic!\Stay away! response:	Filthy human, be destroyed!
context: You... That body...\Raguel, annihilate that man!\That's right! Destroy him! Slice the fool to ugly ribbons!\Yeesh... This doesn't bode well...\Idiot!\You've been swallowed up by your own magic!\Stay away!\Filthy human, be destroyed! response:	Let go of me!
context: Raguel, annihilate that man!\That's right! Destroy him! Slice the fool to ugly ribbons!\Yeesh... This doesn't bode well...\Idiot!\You've been swallowed up by your own magic!\Stay away!\Filthy human, be destroyed!\Let go of me! response:	Forget it!
context: That's right! Destroy him! Slice the fool to ugly ribbons!\Yeesh... This doesn't bode well...\Idiot!\You've been swallowed up by your own magic!\Stay away!\Filthy human, be destroyed!\Let go of me!\Forget it! response:	At this rate, you're gonna be murdered by this angel you love so much!
context: Yeesh... This doesn't bode well...\Idiot!\You've been swallowed up by your own magic!\Stay away!\Filthy human, be destroyed!\Let go of me!\Forget it!\At this rate, you're gonna be murdered by this angel you love so much! response:	What?
context: Idiot!\You've been swallowed up by your own magic!\Stay away!\Filthy human, be destroyed!\Let go of me!\Forget it!\At this rate, you're gonna be murdered by this angel you love so much!\What? response:	The stronger the magic, the more it tends to choose its user!
context: You've been swallowed up by your own magic!\Stay away!\Filthy human, be destroyed!\Let go of me!\Forget it!\At this rate, you're gonna be murdered by this angel you love so much!\What?\The stronger the magic, the more it tends to choose its user! response:	But if the wizard's mind is weak, the magic will take over and destroy them!
context: Stay away!\Filthy human, be destroyed!\Let go of me!\Forget it!\At this rate, you're gonna be murdered by this angel you love so much!\What?\The stronger the magic, the more it tends to choose its user!\But if the wizard's mind is weak, the magic will take over and destroy them! response:	I'm not weak!
context: Filthy human, be destroyed!\Let go of me!\Forget it!\At this rate, you're gonna be murdered by this angel you love so much!\What?\The stronger the magic, the more it tends to choose its user!\But if the wizard's mind is weak, the magic will take over and destroy them!\I'm not weak! response:	My feelings are stronger than anyone's!
context: Let go of me!\Forget it!\At this rate, you're gonna be murdered by this angel you love so much!\What?\The stronger the magic, the more it tends to choose its user!\But if the wizard's mind is weak, the magic will take over and destroy them!\I'm not weak!\My feelings are stronger than anyone's! response:	What feelings?! Look at this angel!
context: Forget it!\At this rate, you're gonna be murdered by this angel you love so much!\What?\The stronger the magic, the more it tends to choose its user!\But if the wizard's mind is weak, the magic will take over and destroy them!\I'm not weak!\My feelings are stronger than anyone's!\What feelings?! Look at this angel! response:	Is this what your much-admired angels are supposed to look like?!
context: At this rate, you're gonna be murdered by this angel you love so much!\What?\The stronger the magic, the more it tends to choose its user!\But if the wizard's mind is weak, the magic will take over and destroy them!\I'm not weak!\My feelings are stronger than anyone's!\What feelings?! Look at this angel!\Is this what your much-admired angels are supposed to look like?! response:	This thing ain't gonna take you to any blue skies!
context: What?\The stronger the magic, the more it tends to choose its user!\But if the wizard's mind is weak, the magic will take over and destroy them!\I'm not weak!\My feelings are stronger than anyone's!\What feelings?! Look at this angel!\Is this what your much-admired angels are supposed to look like?!\This thing ain't gonna take you to any blue skies! response:	It'll drag you down into a pit of darkness!
context: The stronger the magic, the more it tends to choose its user!\But if the wizard's mind is weak, the magic will take over and destroy them!\I'm not weak!\My feelings are stronger than anyone's!\What feelings?! Look at this angel!\Is this what your much-admired angels are supposed to look like?!\This thing ain't gonna take you to any blue skies!\It'll drag you down into a pit of darkness! response:	It's ugly...
context: But if the wizard's mind is weak, the magic will take over and destroy them!\I'm not weak!\My feelings are stronger than anyone's!\What feelings?! Look at this angel!\Is this what your much-admired angels are supposed to look like?!\This thing ain't gonna take you to any blue skies!\It'll drag you down into a pit of darkness!\It's ugly... response:	This is the true form of the magic you got a hold of!
context: I'm not weak!\My feelings are stronger than anyone's!\What feelings?! Look at this angel!\Is this what your much-admired angels are supposed to look like?!\This thing ain't gonna take you to any blue skies!\It'll drag you down into a pit of darkness!\It's ugly...\This is the true form of the magic you got a hold of! response:	It's feeding off of your life just so it can propagate!
context: My feelings are stronger than anyone's!\What feelings?! Look at this angel!\Is this what your much-admired angels are supposed to look like?!\This thing ain't gonna take you to any blue skies!\It'll drag you down into a pit of darkness!\It's ugly...\This is the true form of the magic you got a hold of!\It's feeding off of your life just so it can propagate! response:	Look at it closely! It's what you are right now!
context: What feelings?! Look at this angel!\Is this what your much-admired angels are supposed to look like?!\This thing ain't gonna take you to any blue skies!\It'll drag you down into a pit of darkness!\It's ugly...\This is the true form of the magic you got a hold of!\It's feeding off of your life just so it can propagate!\Look at it closely! It's what you are right now! response:	This is...
context: Is this what your much-admired angels are supposed to look like?!\This thing ain't gonna take you to any blue skies!\It'll drag you down into a pit of darkness!\It's ugly...\This is the true form of the magic you got a hold of!\It's feeding off of your life just so it can propagate!\Look at it closely! It's what you are right now!\This is... response:	Who are you?!
context: This thing ain't gonna take you to any blue skies!\It'll drag you down into a pit of darkness!\It's ugly...\This is the true form of the magic you got a hold of!\It's feeding off of your life just so it can propagate!\Look at it closely! It's what you are right now!\This is...\Who are you?! response:	You're no angel! You're human!
context: It'll drag you down into a pit of darkness!\It's ugly...\This is the true form of the magic you got a hold of!\It's feeding off of your life just so it can propagate!\Look at it closely! It's what you are right now!\This is...\Who are you?!\You're no angel! You're human! response:	You're a human who's alive right now!
context: It's ugly...\This is the true form of the magic you got a hold of!\It's feeding off of your life just so it can propagate!\Look at it closely! It's what you are right now!\This is...\Who are you?!\You're no angel! You're human!\You're a human who's alive right now! response:	S-Silence... I'm...
context: This is the true form of the magic you got a hold of!\It's feeding off of your life just so it can propagate!\Look at it closely! It's what you are right now!\This is...\Who are you?!\You're no angel! You're human!\You're a human who's alive right now!\S-Silence... I'm... response:	Moron! You'll be gone for good!
context: It's feeding off of your life just so it can propagate!\Look at it closely! It's what you are right now!\This is...\Who are you?!\You're no angel! You're human!\You're a human who's alive right now!\S-Silence... I'm...\Moron! You'll be gone for good! response:	Is this what you wished for, to be sucked up by this blob of flesh?!
context: Look at it closely! It's what you are right now!\This is...\Who are you?!\You're no angel! You're human!\You're a human who's alive right now!\S-Silence... I'm...\Moron! You'll be gone for good!\Is this what you wished for, to be sucked up by this blob of flesh?! response:	This is... me?
context: This is...\Who are you?!\You're no angel! You're human!\You're a human who's alive right now!\S-Silence... I'm...\Moron! You'll be gone for good!\Is this what you wished for, to be sucked up by this blob of flesh?!\This is... me? response:	Hang in there! Don't lose to any magic!
context: Who are you?!\You're no angel! You're human!\You're a human who's alive right now!\S-Silence... I'm...\Moron! You'll be gone for good!\Is this what you wished for, to be sucked up by this blob of flesh?!\This is... me?\Hang in there! Don't lose to any magic! response:	Don't disappear!
context: You're no angel! You're human!\You're a human who's alive right now!\S-Silence... I'm...\Moron! You'll be gone for good!\Is this what you wished for, to be sucked up by this blob of flesh?!\This is... me?\Hang in there! Don't lose to any magic!\Don't disappear! response:	Disappear? Like this...
context: You're a human who's alive right now!\S-Silence... I'm...\Moron! You'll be gone for good!\Is this what you wished for, to be sucked up by this blob of flesh?!\This is... me?\Hang in there! Don't lose to any magic!\Don't disappear!\Disappear? Like this... response:	N-No... I don't want to disappear!
context: S-Silence... I'm...\Moron! You'll be gone for good!\Is this what you wished for, to be sucked up by this blob of flesh?!\This is... me?\Hang in there! Don't lose to any magic!\Don't disappear!\Disappear? Like this...\N-No... I don't want to disappear! response:	I don't want to disappear...
context: Moron! You'll be gone for good!\Is this what you wished for, to be sucked up by this blob of flesh?!\This is... me?\Hang in there! Don't lose to any magic!\Don't disappear!\Disappear? Like this...\N-No... I don't want to disappear!\I don't want to disappear... response:	I want to live!
context: Is this what you wished for, to be sucked up by this blob of flesh?!\This is... me?\Hang in there! Don't lose to any magic!\Don't disappear!\Disappear? Like this...\N-No... I don't want to disappear!\I don't want to disappear...\I want to live! response:	I want to live!!
context: This is... me?\Hang in there! Don't lose to any magic!\Don't disappear!\Disappear? Like this...\N-No... I don't want to disappear!\I don't want to disappear...\I want to live!\I want to live!! response:	You disappear... angel!
context: Hang in there! Don't lose to any magic!\Don't disappear!\Disappear? Like this...\N-No... I don't want to disappear!\I don't want to disappear...\I want to live!\I want to live!!\You disappear... angel! response:	Go back to heaven!
context: Don't disappear!\Disappear? Like this...\N-No... I don't want to disappear!\I don't want to disappear...\I want to live!\I want to live!!\You disappear... angel!\Go back to heaven! response:	It's over.
context: Disappear? Like this...\N-No... I don't want to disappear!\I don't want to disappear...\I want to live!\I want to live!!\You disappear... angel!\Go back to heaven!\It's over. response:	Nice timing...
context: N-No... I don't want to disappear!\I don't want to disappear...\I want to live!\I want to live!!\You disappear... angel!\Go back to heaven!\It's over.\Nice timing... response:	At the same time you destroyed the angel, Gray...
context: I don't want to disappear...\I want to live!\I want to live!!\You disappear... angel!\Go back to heaven!\It's over.\Nice timing...\At the same time you destroyed the angel, Gray... response:	This way, the lifespan you paid out...
context: I want to live!\I want to live!!\You disappear... angel!\Go back to heaven!\It's over.\Nice timing...\At the same time you destroyed the angel, Gray...\This way, the lifespan you paid out... response:	I don't understand. Why would you go that far for me, your enemy?
context: I want to live!!\You disappear... angel!\Go back to heaven!\It's over.\Nice timing...\At the same time you destroyed the angel, Gray...\This way, the lifespan you paid out...\I don't understand. Why would you go that far for me, your enemy? response:	Well, there's no deep meaning to it...
context: You disappear... angel!\Go back to heaven!\It's over.\Nice timing...\At the same time you destroyed the angel, Gray...\This way, the lifespan you paid out...\I don't understand. Why would you go that far for me, your enemy?\Well, there's no deep meaning to it... response:	Letting you wink out of existence like that would've left a bad taste in my mouth.
context: Go back to heaven!\It's over.\Nice timing...\At the same time you destroyed the angel, Gray...\This way, the lifespan you paid out...\I don't understand. Why would you go that far for me, your enemy?\Well, there's no deep meaning to it...\Letting you wink out of existence like that would've left a bad taste in my mouth. response:	I lost.
context: It's over.\Nice timing...\At the same time you destroyed the angel, Gray...\This way, the lifespan you paid out...\I don't understand. Why would you go that far for me, your enemy?\Well, there's no deep meaning to it...\Letting you wink out of existence like that would've left a bad taste in my mouth.\I lost. response:	You're already back to your old personality!
context: Nice timing...\At the same time you destroyed the angel, Gray...\This way, the lifespan you paid out...\I don't understand. Why would you go that far for me, your enemy?\Well, there's no deep meaning to it...\Letting you wink out of existence like that would've left a bad taste in my mouth.\I lost.\You're already back to your old personality! response:	That way of speaking is cute, too!
context: At the same time you destroyed the angel, Gray...\This way, the lifespan you paid out...\I don't understand. Why would you go that far for me, your enemy?\Well, there's no deep meaning to it...\Letting you wink out of existence like that would've left a bad taste in my mouth.\I lost.\You're already back to your old personality!\That way of speaking is cute, too! response:	One of the engraved seals has disappeared.
context: This way, the lifespan you paid out...\I don't understand. Why would you go that far for me, your enemy?\Well, there's no deep meaning to it...\Letting you wink out of existence like that would've left a bad taste in my mouth.\I lost.\You're already back to your old personality!\That way of speaking is cute, too!\One of the engraved seals has disappeared. response:	There are three left.
