context: Why is Lancer helping them? response:	What is it, Caster?
context: Failing to kill her after four strikes is a sign of your inexperience.\You have my thanks, Master.\Had you not intervened, I would have been defeated.\Spare me the flattery.\What you need to do now is wake up Saber.\Clearly, these are not opponents to be underestimated.\Yes.\That is a wise decision, Master. response:	Yes.
context: You have my thanks, Master.\Had you not intervened, I would have been defeated.\Spare me the flattery.\What you need to do now is wake up Saber.\Clearly, these are not opponents to be underestimated.\Yes.\That is a wise decision, Master.\Yes. response:	If only you'd been a few seconds faster.
context: Had you not intervened, I would have been defeated.\Spare me the flattery.\What you need to do now is wake up Saber.\Clearly, these are not opponents to be underestimated.\Yes.\That is a wise decision, Master.\Yes.\If only you'd been a few seconds faster. response:	Trace...
context: Spare me the flattery.\What you need to do now is wake up Saber.\Clearly, these are not opponents to be underestimated.\Yes.\That is a wise decision, Master.\Yes.\If only you'd been a few seconds faster.\Trace... response:	on.
context: What you need to do now is wake up Saber.\Clearly, these are not opponents to be underestimated.\Yes.\That is a wise decision, Master.\Yes.\If only you'd been a few seconds faster.\Trace...\on. response:	Souichirou!
context: Clearly, these are not opponents to be underestimated.\Yes.\That is a wise decision, Master.\Yes.\If only you'd been a few seconds faster.\Trace...\on.\Souichirou! response:	Are you unharmed, Master?
context: Yes.\That is a wise decision, Master.\Yes.\If only you'd been a few seconds faster.\Trace...\on.\Souichirou!\Are you unharmed, Master? response:	Yes.
context: That is a wise decision, Master.\Yes.\If only you'd been a few seconds faster.\Trace...\on.\Souichirou!\Are you unharmed, Master?\Yes. response:	I am glad.
context: Yes.\If only you'd been a few seconds faster.\Trace...\on.\Souichirou!\Are you unharmed, Master?\Yes.\I am glad. response:	It would not do...
context: If only you'd been a few seconds faster.\Trace...\on.\Souichirou!\Are you unharmed, Master?\Yes.\I am glad.\It would not do... response:	if you were to die.
context: Trace...\on.\Souichirou!\Are you unharmed, Master?\Yes.\I am glad.\It would not do...\if you were to die. response:	It is a pity, though.
context: on.\Souichirou!\Are you unharmed, Master?\Yes.\I am glad.\It would not do...\if you were to die.\It is a pity, though. response:	I had finally found my wish.
context: Souichirou!\Are you unharmed, Master?\Yes.\I am glad.\It would not do...\if you were to die.\It is a pity, though.\I had finally found my wish. response:	There is no need to grieve.
context: Are you unharmed, Master?\Yes.\I am glad.\It would not do...\if you were to die.\It is a pity, though.\I had finally found my wish.\There is no need to grieve. response:	I will fulfill your wish in your place.
context: Yes.\I am glad.\It would not do...\if you were to die.\It is a pity, though.\I had finally found my wish.\There is no need to grieve.\I will fulfill your wish in your place. response:	That is impossible...
context: I am glad.\It would not do...\if you were to die.\It is a pity, though.\I had finally found my wish.\There is no need to grieve.\I will fulfill your wish in your place.\That is impossible... response:	After all, until this moment...
context: It would not do...\if you were to die.\It is a pity, though.\I had finally found my wish.\There is no need to grieve.\I will fulfill your wish in your place.\That is impossible...\After all, until this moment... response:	my wish was already being granted...
context: if you were to die.\It is a pity, though.\I had finally found my wish.\There is no need to grieve.\I will fulfill your wish in your place.\That is impossible...\After all, until this moment...\my wish was already being granted... response:	Archer...
context: It is a pity, though.\I had finally found my wish.\There is no need to grieve.\I will fulfill your wish in your place.\That is impossible...\After all, until this moment...\my wish was already being granted...\Archer... response:	I'd always suspected,
context: I had finally found my wish.\There is no need to grieve.\I will fulfill your wish in your place.\That is impossible...\After all, until this moment...\my wish was already being granted...\Archer...\I'd always suspected, response:	but is it true?
context: There is no need to grieve.\I will fulfill your wish in your place.\That is impossible...\After all, until this moment...\my wish was already being granted...\Archer...\I'd always suspected,\but is it true? response:	Trace on.
context: I will fulfill your wish in your place.\That is impossible...\After all, until this moment...\my wish was already being granted...\Archer...\I'd always suspected,\but is it true?\Trace on. response:	That's definitely what he said.
context: That is impossible...\After all, until this moment...\my wish was already being granted...\Archer...\I'd always suspected,\but is it true?\Trace on.\That's definitely what he said. response:	He spoke exactly the same words that I do.
context: After all, until this moment...\my wish was already being granted...\Archer...\I'd always suspected,\but is it true?\Trace on.\That's definitely what he said.\He spoke exactly the same words that I do. response:	We had a traitor within our ranks, eh?
context: my wish was already being granted...\Archer...\I'd always suspected,\but is it true?\Trace on.\That's definitely what he said.\He spoke exactly the same words that I do.\We had a traitor within our ranks, eh? response:	This was your goal all along, wasn't it, Archer?
context: Archer...\I'd always suspected,\but is it true?\Trace on.\That's definitely what he said.\He spoke exactly the same words that I do.\We had a traitor within our ranks, eh?\This was your goal all along, wasn't it, Archer? response:	Yes.
context: I'd always suspected,\but is it true?\Trace on.\That's definitely what he said.\He spoke exactly the same words that I do.\We had a traitor within our ranks, eh?\This was your goal all along, wasn't it, Archer?\Yes. response:	But if I had to pick a metaphor, the Trojan Horse would be more apt.
context: but is it true?\Trace on.\That's definitely what he said.\He spoke exactly the same words that I do.\We had a traitor within our ranks, eh?\This was your goal all along, wasn't it, Archer?\Yes.\But if I had to pick a metaphor, the Trojan Horse would be more apt. response:	Since it was a Grecian hero who was just defeated.
context: Trace on.\That's definitely what he said.\He spoke exactly the same words that I do.\We had a traitor within our ranks, eh?\This was your goal all along, wasn't it, Archer?\Yes.\But if I had to pick a metaphor, the Trojan Horse would be more apt.\Since it was a Grecian hero who was just defeated. response:	I see.
context: That's definitely what he said.\He spoke exactly the same words that I do.\We had a traitor within our ranks, eh?\This was your goal all along, wasn't it, Archer?\Yes.\But if I had to pick a metaphor, the Trojan Horse would be more apt.\Since it was a Grecian hero who was just defeated.\I see. response:	Caster made a mistake when she let a man like you into her ranks.
context: He spoke exactly the same words that I do.\We had a traitor within our ranks, eh?\This was your goal all along, wasn't it, Archer?\Yes.\But if I had to pick a metaphor, the Trojan Horse would be more apt.\Since it was a Grecian hero who was just defeated.\I see.\Caster made a mistake when she let a man like you into her ranks. response:	If you want to continue, I won't stop you.
context: We had a traitor within our ranks, eh?\This was your goal all along, wasn't it, Archer?\Yes.\But if I had to pick a metaphor, the Trojan Horse would be more apt.\Since it was a Grecian hero who was just defeated.\I see.\Caster made a mistake when she let a man like you into her ranks.\If you want to continue, I won't stop you. response:	Wait...
context: This was your goal all along, wasn't it, Archer?\Yes.\But if I had to pick a metaphor, the Trojan Horse would be more apt.\Since it was a Grecian hero who was just defeated.\I see.\Caster made a mistake when she let a man like you into her ranks.\If you want to continue, I won't stop you.\Wait... response:	Why are you still going, Kuzuki?
context: Yes.\But if I had to pick a metaphor, the Trojan Horse would be more apt.\Since it was a Grecian hero who was just defeated.\I see.\Caster made a mistake when she let a man like you into her ranks.\If you want to continue, I won't stop you.\Wait...\Why are you still going, Kuzuki? response:	Caster's gone.
context: But if I had to pick a metaphor, the Trojan Horse would be more apt.\Since it was a Grecian hero who was just defeated.\I see.\Caster made a mistake when she let a man like you into her ranks.\If you want to continue, I won't stop you.\Wait...\Why are you still going, Kuzuki?\Caster's gone. response:	You shouldn't have any reason to fight!
context: Since it was a Grecian hero who was just defeated.\I see.\Caster made a mistake when she let a man like you into her ranks.\If you want to continue, I won't stop you.\Wait...\Why are you still going, Kuzuki?\Caster's gone.\You shouldn't have any reason to fight! response:	You're right. I have no reason to fight.
context: I see.\Caster made a mistake when she let a man like you into her ranks.\If you want to continue, I won't stop you.\Wait...\Why are you still going, Kuzuki?\Caster's gone.\You shouldn't have any reason to fight!\You're right. I have no reason to fight. response:	Like you, I never had any interest in the Holy Grail.
context: Caster made a mistake when she let a man like you into her ranks.\If you want to continue, I won't stop you.\Wait...\Why are you still going, Kuzuki?\Caster's gone.\You shouldn't have any reason to fight!\You're right. I have no reason to fight.\Like you, I never had any interest in the Holy Grail. response:	Then why?
context: If you want to continue, I won't stop you.\Wait...\Why are you still going, Kuzuki?\Caster's gone.\You shouldn't have any reason to fight!\You're right. I have no reason to fight.\Like you, I never had any interest in the Holy Grail.\Then why? response:	This is something that I started.
context: Wait...\Why are you still going, Kuzuki?\Caster's gone.\You shouldn't have any reason to fight!\You're right. I have no reason to fight.\Like you, I never had any interest in the Holy Grail.\Then why?\This is something that I started. response:	I agreed to this, without caring about matters of good or evil.
context: Why are you still going, Kuzuki?\Caster's gone.\You shouldn't have any reason to fight!\You're right. I have no reason to fight.\Like you, I never had any interest in the Holy Grail.\Then why?\This is something that I started.\I agreed to this, without caring about matters of good or evil. response:	I can't quit without seeing it through.
context: Caster's gone.\You shouldn't have any reason to fight!\You're right. I have no reason to fight.\Like you, I never had any interest in the Holy Grail.\Then why?\This is something that I started.\I agreed to this, without caring about matters of good or evil.\I can't quit without seeing it through. response:	Saber...
context: You shouldn't have any reason to fight!\You're right. I have no reason to fight.\Like you, I never had any interest in the Holy Grail.\Then why?\This is something that I started.\I agreed to this, without caring about matters of good or evil.\I can't quit without seeing it through.\Saber... response:	Shirou?
context: You're right. I have no reason to fight.\Like you, I never had any interest in the Holy Grail.\Then why?\This is something that I started.\I agreed to this, without caring about matters of good or evil.\I can't quit without seeing it through.\Saber...\Shirou? response:	Wha?
context: Like you, I never had any interest in the Holy Grail.\Then why?\This is something that I started.\I agreed to this, without caring about matters of good or evil.\I can't quit without seeing it through.\Saber...\Shirou?\Wha? response:	Damn, I missed.
context: Then why?\This is something that I started.\I agreed to this, without caring about matters of good or evil.\I can't quit without seeing it through.\Saber...\Shirou?\Wha?\Damn, I missed. response:	Archer! What do you think you're doing?
context: This is something that I started.\I agreed to this, without caring about matters of good or evil.\I can't quit without seeing it through.\Saber...\Shirou?\Wha?\Damn, I missed.\Archer! What do you think you're doing? response:	You can drop the act!
context: I agreed to this, without caring about matters of good or evil.\I can't quit without seeing it through.\Saber...\Shirou?\Wha?\Damn, I missed.\Archer! What do you think you're doing?\You can drop the act! response:	Caster's been beaten,
context: I can't quit without seeing it through.\Saber...\Shirou?\Wha?\Damn, I missed.\Archer! What do you think you're doing?\You can drop the act!\Caster's been beaten, response:	so I won't stand for any more of your nonsense!
context: Saber...\Shirou?\Wha?\Damn, I missed.\Archer! What do you think you're doing?\You can drop the act!\Caster's been beaten,\so I won't stand for any more of your nonsense! response:	You won't stand for it?
context: Shirou?\Wha?\Damn, I missed.\Archer! What do you think you're doing?\You can drop the act!\Caster's been beaten,\so I won't stand for any more of your nonsense!\You won't stand for it? response:	Why do I need your permission?
context: Wha?\Damn, I missed.\Archer! What do you think you're doing?\You can drop the act!\Caster's been beaten,\so I won't stand for any more of your nonsense!\You won't stand for it?\Why do I need your permission? response:	You aren't my Master.
context: Damn, I missed.\Archer! What do you think you're doing?\You can drop the act!\Caster's been beaten,\so I won't stand for any more of your nonsense!\You won't stand for it?\Why do I need your permission?\You aren't my Master. response:	My pact with you was severed.
context: Archer! What do you think you're doing?\You can drop the act!\Caster's been beaten,\so I won't stand for any more of your nonsense!\You won't stand for it?\Why do I need your permission?\You aren't my Master.\My pact with you was severed. response:	I don't believe it.
context: You can drop the act!\Caster's been beaten,\so I won't stand for any more of your nonsense!\You won't stand for it?\Why do I need your permission?\You aren't my Master.\My pact with you was severed.\I don't believe it. response:	Why are you doing this, Archer?
context: Caster's been beaten,\so I won't stand for any more of your nonsense!\You won't stand for it?\Why do I need your permission?\You aren't my Master.\My pact with you was severed.\I don't believe it.\Why are you doing this, Archer? response:	You still want to kill Shirou?
context: so I won't stand for any more of your nonsense!\You won't stand for it?\Why do I need your permission?\You aren't my Master.\My pact with you was severed.\I don't believe it.\Why are you doing this, Archer?\You still want to kill Shirou? response:	Yes.
context: You won't stand for it?\Why do I need your permission?\You aren't my Master.\My pact with you was severed.\I don't believe it.\Why are you doing this, Archer?\You still want to kill Shirou?\Yes. response:	I'll kill Emiya Shirou with my own two hands.
context: Why do I need your permission?\You aren't my Master.\My pact with you was severed.\I don't believe it.\Why are you doing this, Archer?\You still want to kill Shirou?\Yes.\I'll kill Emiya Shirou with my own two hands. response:	That is the only desire I, a man reduced to a Guardian, have.
context: You aren't my Master.\My pact with you was severed.\I don't believe it.\Why are you doing this, Archer?\You still want to kill Shirou?\Yes.\I'll kill Emiya Shirou with my own two hands.\That is the only desire I, a man reduced to a Guardian, have. response:	Leave this place, you and your false mentor.
context: My pact with you was severed.\I don't believe it.\Why are you doing this, Archer?\You still want to kill Shirou?\Yes.\I'll kill Emiya Shirou with my own two hands.\That is the only desire I, a man reduced to a Guardian, have.\Leave this place, you and your false mentor. response:	Archer, your wish is wrong.
context: I don't believe it.\Why are you doing this, Archer?\You still want to kill Shirou?\Yes.\I'll kill Emiya Shirou with my own two hands.\That is the only desire I, a man reduced to a Guardian, have.\Leave this place, you and your false mentor.\Archer, your wish is wrong. response:	You want to give me a piece of your mind? Fine, let's hear it.
context: Why are you doing this, Archer?\You still want to kill Shirou?\Yes.\I'll kill Emiya Shirou with my own two hands.\That is the only desire I, a man reduced to a Guardian, have.\Leave this place, you and your false mentor.\Archer, your wish is wrong.\You want to give me a piece of your mind? Fine, let's hear it. response:	Then I entrust my fate to your sword!
context: You still want to kill Shirou?\Yes.\I'll kill Emiya Shirou with my own two hands.\That is the only desire I, a man reduced to a Guardian, have.\Leave this place, you and your false mentor.\Archer, your wish is wrong.\You want to give me a piece of your mind? Fine, let's hear it.\Then I entrust my fate to your sword! response:	Next Time A Destiny Forged in the Beginning
