context: Act 9 Serious Bomber response:	Oh, our lord's carriage.
context: You're really small. You're also really thin, huh?\You are... You are one of those Drifters?\Don't care about that stuff!\They just call me that.\An army marches on its stomach!\It's time to eat! Time to eat!\Hum? What happened, Boobienu? What happened?\Have the castle defenders fallen yet? response:	Come in! Boobienu!
context: You are... You are one of those Drifters?\Don't care about that stuff!\They just call me that.\An army marches on its stomach!\It's time to eat! Time to eat!\Hum? What happened, Boobienu? What happened?\Have the castle defenders fallen yet?\Come in! Boobienu! response:	Well... it appears Toyohisa has freed the Dwarves, but...
context: Don't care about that stuff!\They just call me that.\An army marches on its stomach!\It's time to eat! Time to eat!\Hum? What happened, Boobienu? What happened?\Have the castle defenders fallen yet?\Come in! Boobienu!\Well... it appears Toyohisa has freed the Dwarves, but... response:	so Toyo started saying, It's time to eat.
context: They just call me that.\An army marches on its stomach!\It's time to eat! Time to eat!\Hum? What happened, Boobienu? What happened?\Have the castle defenders fallen yet?\Come in! Boobienu!\Well... it appears Toyohisa has freed the Dwarves, but...\so Toyo started saying, It's time to eat. response:	Wait! Don't tell me... they've begun eating?!
context: An army marches on its stomach!\It's time to eat! Time to eat!\Hum? What happened, Boobienu? What happened?\Have the castle defenders fallen yet?\Come in! Boobienu!\Well... it appears Toyohisa has freed the Dwarves, but...\so Toyo started saying, It's time to eat.\Wait! Don't tell me... they've begun eating?! response:	They haven't even taken over the keep yet!
context: It's time to eat! Time to eat!\Hum? What happened, Boobienu? What happened?\Have the castle defenders fallen yet?\Come in! Boobienu!\Well... it appears Toyohisa has freed the Dwarves, but...\so Toyo started saying, It's time to eat.\Wait! Don't tell me... they've begun eating?!\They haven't even taken over the keep yet! response:	They dug into the food storage, collected all the food in stock,
context: Hum? What happened, Boobienu? What happened?\Have the castle defenders fallen yet?\Come in! Boobienu!\Well... it appears Toyohisa has freed the Dwarves, but...\so Toyo started saying, It's time to eat.\Wait! Don't tell me... they've begun eating?!\They haven't even taken over the keep yet!\They dug into the food storage, collected all the food in stock, response:	including whatever survived the fire, then dragged it over here,
context: Have the castle defenders fallen yet?\Come in! Boobienu!\Well... it appears Toyohisa has freed the Dwarves, but...\so Toyo started saying, It's time to eat.\Wait! Don't tell me... they've begun eating?!\They haven't even taken over the keep yet!\They dug into the food storage, collected all the food in stock,\including whatever survived the fire, then dragged it over here, response:	mixed it all together in the pots, and started cooking.
context: Come in! Boobienu!\Well... it appears Toyohisa has freed the Dwarves, but...\so Toyo started saying, It's time to eat.\Wait! Don't tell me... they've begun eating?!\They haven't even taken over the keep yet!\They dug into the food storage, collected all the food in stock,\including whatever survived the fire, then dragged it over here,\mixed it all together in the pots, and started cooking. response:	They actually started eating in front of their enemies' eyes?
context: Well... it appears Toyohisa has freed the Dwarves, but...\so Toyo started saying, It's time to eat.\Wait! Don't tell me... they've begun eating?!\They haven't even taken over the keep yet!\They dug into the food storage, collected all the food in stock,\including whatever survived the fire, then dragged it over here,\mixed it all together in the pots, and started cooking.\They actually started eating in front of their enemies' eyes? response:	Ahh! The horses! The horses!
context: so Toyo started saying, It's time to eat.\Wait! Don't tell me... they've begun eating?!\They haven't even taken over the keep yet!\They dug into the food storage, collected all the food in stock,\including whatever survived the fire, then dragged it over here,\mixed it all together in the pots, and started cooking.\They actually started eating in front of their enemies' eyes?\Ahh! The horses! The horses! response:	They are butchering draft horses, warhorses, everything, and starting to cook them!
context: Wait! Don't tell me... they've begun eating?!\They haven't even taken over the keep yet!\They dug into the food storage, collected all the food in stock,\including whatever survived the fire, then dragged it over here,\mixed it all together in the pots, and started cooking.\They actually started eating in front of their enemies' eyes?\Ahh! The horses! The horses!\They are butchering draft horses, warhorses, everything, and starting to cook them! response:	Stop them!
context: They haven't even taken over the keep yet!\They dug into the food storage, collected all the food in stock,\including whatever survived the fire, then dragged it over here,\mixed it all together in the pots, and started cooking.\They actually started eating in front of their enemies' eyes?\Ahh! The horses! The horses!\They are butchering draft horses, warhorses, everything, and starting to cook them!\Stop them! response:	That jackass... really is an idiot.
context: They dug into the food storage, collected all the food in stock,\including whatever survived the fire, then dragged it over here,\mixed it all together in the pots, and started cooking.\They actually started eating in front of their enemies' eyes?\Ahh! The horses! The horses!\They are butchering draft horses, warhorses, everything, and starting to cook them!\Stop them!\That jackass... really is an idiot. response:	Grandpa, I brought more raspberries for you.
context: including whatever survived the fire, then dragged it over here,\mixed it all together in the pots, and started cooking.\They actually started eating in front of their enemies' eyes?\Ahh! The horses! The horses!\They are butchering draft horses, warhorses, everything, and starting to cook them!\Stop them!\That jackass... really is an idiot.\Grandpa, I brought more raspberries for you. response:	Mmm... this is good.
context: mixed it all together in the pots, and started cooking.\They actually started eating in front of their enemies' eyes?\Ahh! The horses! The horses!\They are butchering draft horses, warhorses, everything, and starting to cook them!\Stop them!\That jackass... really is an idiot.\Grandpa, I brought more raspberries for you.\Mmm... this is good. response:	As a reward, I shall present you with Gaul.
context: They actually started eating in front of their enemies' eyes?\Ahh! The horses! The horses!\They are butchering draft horses, warhorses, everything, and starting to cook them!\Stop them!\That jackass... really is an idiot.\Grandpa, I brought more raspberries for you.\Mmm... this is good.\As a reward, I shall present you with Gaul. response:	-Make rice porridge! -Huh?
context: Ahh! The horses! The horses!\They are butchering draft horses, warhorses, everything, and starting to cook them!\Stop them!\That jackass... really is an idiot.\Grandpa, I brought more raspberries for you.\Mmm... this is good.\As a reward, I shall present you with Gaul.\-Make rice porridge! -Huh? response:	Be sure to use plenty of water in that.
context: They are butchering draft horses, warhorses, everything, and starting to cook them!\Stop them!\That jackass... really is an idiot.\Grandpa, I brought more raspberries for you.\Mmm... this is good.\As a reward, I shall present you with Gaul.\-Make rice porridge! -Huh?\Be sure to use plenty of water in that. response:	Food doesn't digest well after starvation, which may lead to death.
context: Stop them!\That jackass... really is an idiot.\Grandpa, I brought more raspberries for you.\Mmm... this is good.\As a reward, I shall present you with Gaul.\-Make rice porridge! -Huh?\Be sure to use plenty of water in that.\Food doesn't digest well after starvation, which may lead to death. response:	This is Monkey, my lord.
context: That jackass... really is an idiot.\Grandpa, I brought more raspberries for you.\Mmm... this is good.\As a reward, I shall present you with Gaul.\-Make rice porridge! -Huh?\Be sure to use plenty of water in that.\Food doesn't digest well after starvation, which may lead to death.\This is Monkey, my lord. response:	Long ago, that Monkey did a horrible thing.
context: Grandpa, I brought more raspberries for you.\Mmm... this is good.\As a reward, I shall present you with Gaul.\-Make rice porridge! -Huh?\Be sure to use plenty of water in that.\Food doesn't digest well after starvation, which may lead to death.\This is Monkey, my lord.\Long ago, that Monkey did a horrible thing. response:	He said if you stuff yourself quickly after starvation, you will die.
context: Mmm... this is good.\As a reward, I shall present you with Gaul.\-Make rice porridge! -Huh?\Be sure to use plenty of water in that.\Food doesn't digest well after starvation, which may lead to death.\This is Monkey, my lord.\Long ago, that Monkey did a horrible thing.\He said if you stuff yourself quickly after starvation, you will die. response:	Eh? Monkey?
context: As a reward, I shall present you with Gaul.\-Make rice porridge! -Huh?\Be sure to use plenty of water in that.\Food doesn't digest well after starvation, which may lead to death.\This is Monkey, my lord.\Long ago, that Monkey did a horrible thing.\He said if you stuff yourself quickly after starvation, you will die.\Eh? Monkey? response:	We can't allow those Dwarves to die on us.
context: -Make rice porridge! -Huh?\Be sure to use plenty of water in that.\Food doesn't digest well after starvation, which may lead to death.\This is Monkey, my lord.\Long ago, that Monkey did a horrible thing.\He said if you stuff yourself quickly after starvation, you will die.\Eh? Monkey?\We can't allow those Dwarves to die on us. response:	-Huh?! -Argh, annoying!
context: Be sure to use plenty of water in that.\Food doesn't digest well after starvation, which may lead to death.\This is Monkey, my lord.\Long ago, that Monkey did a horrible thing.\He said if you stuff yourself quickly after starvation, you will die.\Eh? Monkey?\We can't allow those Dwarves to die on us.\-Huh?! -Argh, annoying! response:	Just tell them to eat slowly! That's all we can do for now.
context: Food doesn't digest well after starvation, which may lead to death.\This is Monkey, my lord.\Long ago, that Monkey did a horrible thing.\He said if you stuff yourself quickly after starvation, you will die.\Eh? Monkey?\We can't allow those Dwarves to die on us.\-Huh?! -Argh, annoying!\Just tell them to eat slowly! That's all we can do for now. response:	Nostalgic
context: This is Monkey, my lord.\Long ago, that Monkey did a horrible thing.\He said if you stuff yourself quickly after starvation, you will die.\Eh? Monkey?\We can't allow those Dwarves to die on us.\-Huh?! -Argh, annoying!\Just tell them to eat slowly! That's all we can do for now.\Nostalgic response:	Ranmaru! Bring me rice bowl soup also!
context: Long ago, that Monkey did a horrible thing.\He said if you stuff yourself quickly after starvation, you will die.\Eh? Monkey?\We can't allow those Dwarves to die on us.\-Huh?! -Argh, annoying!\Just tell them to eat slowly! That's all we can do for now.\Nostalgic\Ranmaru! Bring me rice bowl soup also! response:	No, he isn't here.
context: He said if you stuff yourself quickly after starvation, you will die.\Eh? Monkey?\We can't allow those Dwarves to die on us.\-Huh?! -Argh, annoying!\Just tell them to eat slowly! That's all we can do for now.\Nostalgic\Ranmaru! Bring me rice bowl soup also!\No, he isn't here. response:	I know that.
context: Eh? Monkey?\We can't allow those Dwarves to die on us.\-Huh?! -Argh, annoying!\Just tell them to eat slowly! That's all we can do for now.\Nostalgic\Ranmaru! Bring me rice bowl soup also!\No, he isn't here.\I know that. response:	I was aware of that, you idiot!
context: We can't allow those Dwarves to die on us.\-Huh?! -Argh, annoying!\Just tell them to eat slowly! That's all we can do for now.\Nostalgic\Ranmaru! Bring me rice bowl soup also!\No, he isn't here.\I know that.\I was aware of that, you idiot! response:	AAAhhh! I wanna eat rice!
context: -Huh?! -Argh, annoying!\Just tell them to eat slowly! That's all we can do for now.\Nostalgic\Ranmaru! Bring me rice bowl soup also!\No, he isn't here.\I know that.\I was aware of that, you idiot!\AAAhhh! I wanna eat rice! response:	What is rice?
context: Just tell them to eat slowly! That's all we can do for now.\Nostalgic\Ranmaru! Bring me rice bowl soup also!\No, he isn't here.\I know that.\I was aware of that, you idiot!\AAAhhh! I wanna eat rice!\What is rice? response:	What is rice bowl soup?
context: Nostalgic\Ranmaru! Bring me rice bowl soup also!\No, he isn't here.\I know that.\I was aware of that, you idiot!\AAAhhh! I wanna eat rice!\What is rice?\What is rice bowl soup? response:	The assault stopped?
context: Ranmaru! Bring me rice bowl soup also!\No, he isn't here.\I know that.\I was aware of that, you idiot!\AAAhhh! I wanna eat rice!\What is rice?\What is rice bowl soup?\The assault stopped? response:	What's with that smoke?! What the hell are they doing?!
context: No, he isn't here.\I know that.\I was aware of that, you idiot!\AAAhhh! I wanna eat rice!\What is rice?\What is rice bowl soup?\The assault stopped?\What's with that smoke?! What the hell are they doing?! response:	Hey!
context: I know that.\I was aware of that, you idiot!\AAAhhh! I wanna eat rice!\What is rice?\What is rice bowl soup?\The assault stopped?\What's with that smoke?! What the hell are they doing?!\Hey! response:	I have freed the Dwarves. They're eating for now,
context: I was aware of that, you idiot!\AAAhhh! I wanna eat rice!\What is rice?\What is rice bowl soup?\The assault stopped?\What's with that smoke?! What the hell are they doing?!\Hey!\I have freed the Dwarves. They're eating for now, response:	but if you haven't run away by the time they are done, you will all die.
context: AAAhhh! I wanna eat rice!\What is rice?\What is rice bowl soup?\The assault stopped?\What's with that smoke?! What the hell are they doing?!\Hey!\I have freed the Dwarves. They're eating for now,\but if you haven't run away by the time they are done, you will all die. response:	If you run, we won't chase after you.
context: What is rice?\What is rice bowl soup?\The assault stopped?\What's with that smoke?! What the hell are they doing?!\Hey!\I have freed the Dwarves. They're eating for now,\but if you haven't run away by the time they are done, you will all die.\If you run, we won't chase after you. response:	Drop your weapons and surrender.
context: What is rice bowl soup?\The assault stopped?\What's with that smoke?! What the hell are they doing?!\Hey!\I have freed the Dwarves. They're eating for now,\but if you haven't run away by the time they are done, you will all die.\If you run, we won't chase after you.\Drop your weapons and surrender. response:	Decide quickly!
context: The assault stopped?\What's with that smoke?! What the hell are they doing?!\Hey!\I have freed the Dwarves. They're eating for now,\but if you haven't run away by the time they are done, you will all die.\If you run, we won't chase after you.\Drop your weapons and surrender.\Decide quickly! response:	The Dwarves are focused on eating for now,
context: What's with that smoke?! What the hell are they doing?!\Hey!\I have freed the Dwarves. They're eating for now,\but if you haven't run away by the time they are done, you will all die.\If you run, we won't chase after you.\Drop your weapons and surrender.\Decide quickly!\The Dwarves are focused on eating for now, response:	but there isn't much time until they are through.
context: Hey!\I have freed the Dwarves. They're eating for now,\but if you haven't run away by the time they are done, you will all die.\If you run, we won't chase after you.\Drop your weapons and surrender.\Decide quickly!\The Dwarves are focused on eating for now,\but there isn't much time until they are through. response:	Once the food runs out, you'll be next.
context: I have freed the Dwarves. They're eating for now,\but if you haven't run away by the time they are done, you will all die.\If you run, we won't chase after you.\Drop your weapons and surrender.\Decide quickly!\The Dwarves are focused on eating for now,\but there isn't much time until they are through.\Once the food runs out, you'll be next. response:	They will completely devour you all the way to your livers.
context: but if you haven't run away by the time they are done, you will all die.\If you run, we won't chase after you.\Drop your weapons and surrender.\Decide quickly!\The Dwarves are focused on eating for now,\but there isn't much time until they are through.\Once the food runs out, you'll be next.\They will completely devour you all the way to your livers. response:	He's good. He is no fool.
context: If you run, we won't chase after you.\Drop your weapons and surrender.\Decide quickly!\The Dwarves are focused on eating for now,\but there isn't much time until they are through.\Once the food runs out, you'll be next.\They will completely devour you all the way to your livers.\He's good. He is no fool. response:	Everything he knows, every skill he has, is honed for the battlefield.
context: Drop your weapons and surrender.\Decide quickly!\The Dwarves are focused on eating for now,\but there isn't much time until they are through.\Once the food runs out, you'll be next.\They will completely devour you all the way to your livers.\He's good. He is no fool.\Everything he knows, every skill he has, is honed for the battlefield. response:	That was the last bite!
context: Decide quickly!\The Dwarves are focused on eating for now,\but there isn't much time until they are through.\Once the food runs out, you'll be next.\They will completely devour you all the way to your livers.\He's good. He is no fool.\Everything he knows, every skill he has, is honed for the battlefield.\That was the last bite! response:	Now, will you give up the keep or will you die?! Decide!
context: The Dwarves are focused on eating for now,\but there isn't much time until they are through.\Once the food runs out, you'll be next.\They will completely devour you all the way to your livers.\He's good. He is no fool.\Everything he knows, every skill he has, is honed for the battlefield.\That was the last bite!\Now, will you give up the keep or will you die?! Decide! response:	Wh-What should we do?
context: but there isn't much time until they are through.\Once the food runs out, you'll be next.\They will completely devour you all the way to your livers.\He's good. He is no fool.\Everything he knows, every skill he has, is honed for the battlefield.\That was the last bite!\Now, will you give up the keep or will you die?! Decide!\Wh-What should we do? response:	What else can we do?
context: Once the food runs out, you'll be next.\They will completely devour you all the way to your livers.\He's good. He is no fool.\Everything he knows, every skill he has, is honed for the battlefield.\That was the last bite!\Now, will you give up the keep or will you die?! Decide!\Wh-What should we do?\What else can we do? response:	What could we do?
context: They will completely devour you all the way to your livers.\He's good. He is no fool.\Everything he knows, every skill he has, is honed for the battlefield.\That was the last bite!\Now, will you give up the keep or will you die?! Decide!\Wh-What should we do?\What else can we do?\What could we do? response:	They breached the first gate;
context: He's good. He is no fool.\Everything he knows, every skill he has, is honed for the battlefield.\That was the last bite!\Now, will you give up the keep or will you die?! Decide!\Wh-What should we do?\What else can we do?\What could we do?\They breached the first gate; response:	we don't have time to wait for reinforcements to arrive!
context: Everything he knows, every skill he has, is honed for the battlefield.\That was the last bite!\Now, will you give up the keep or will you die?! Decide!\Wh-What should we do?\What else can we do?\What could we do?\They breached the first gate;\we don't have time to wait for reinforcements to arrive! response:	I already know that!
context: That was the last bite!\Now, will you give up the keep or will you die?! Decide!\Wh-What should we do?\What else can we do?\What could we do?\They breached the first gate;\we don't have time to wait for reinforcements to arrive!\I already know that! response:	Commander, the moment the Dwarves fill their stomachs, they will come for us.
context: Now, will you give up the keep or will you die?! Decide!\Wh-What should we do?\What else can we do?\What could we do?\They breached the first gate;\we don't have time to wait for reinforcements to arrive!\I already know that!\Commander, the moment the Dwarves fill their stomachs, they will come for us. response:	If those idiots dig through, we will fall.
context: Wh-What should we do?\What else can we do?\What could we do?\They breached the first gate;\we don't have time to wait for reinforcements to arrive!\I already know that!\Commander, the moment the Dwarves fill their stomachs, they will come for us.\If those idiots dig through, we will fall. response:	They'll kill us all!
context: What else can we do?\What could we do?\They breached the first gate;\we don't have time to wait for reinforcements to arrive!\I already know that!\Commander, the moment the Dwarves fill their stomachs, they will come for us.\If those idiots dig through, we will fall.\They'll kill us all! response:	Drifters! You're not going to kill us, are you?!
context: What could we do?\They breached the first gate;\we don't have time to wait for reinforcements to arrive!\I already know that!\Commander, the moment the Dwarves fill their stomachs, they will come for us.\If those idiots dig through, we will fall.\They'll kill us all!\Drifters! You're not going to kill us, are you?! response:	If we give up the keep, you'll let us go, right?!
context: They breached the first gate;\we don't have time to wait for reinforcements to arrive!\I already know that!\Commander, the moment the Dwarves fill their stomachs, they will come for us.\If those idiots dig through, we will fall.\They'll kill us all!\Drifters! You're not going to kill us, are you?!\If we give up the keep, you'll let us go, right?! response:	It's the warrior's way of battle
context: we don't have time to wait for reinforcements to arrive!\I already know that!\Commander, the moment the Dwarves fill their stomachs, they will come for us.\If those idiots dig through, we will fall.\They'll kill us all!\Drifters! You're not going to kill us, are you?!\If we give up the keep, you'll let us go, right?!\It's the warrior's way of battle response:	not to take the head of a soldier who lays down his arms!
context: I already know that!\Commander, the moment the Dwarves fill their stomachs, they will come for us.\If those idiots dig through, we will fall.\They'll kill us all!\Drifters! You're not going to kill us, are you?!\If we give up the keep, you'll let us go, right?!\It's the warrior's way of battle\not to take the head of a soldier who lays down his arms! response:	Hm. They gave up gracefully. Next...
context: Commander, the moment the Dwarves fill their stomachs, they will come for us.\If those idiots dig through, we will fall.\They'll kill us all!\Drifters! You're not going to kill us, are you?!\If we give up the keep, you'll let us go, right?!\It's the warrior's way of battle\not to take the head of a soldier who lays down his arms!\Hm. They gave up gracefully. Next... response:	Where is the lord of this castle?
context: If those idiots dig through, we will fall.\They'll kill us all!\Drifters! You're not going to kill us, are you?!\If we give up the keep, you'll let us go, right?!\It's the warrior's way of battle\not to take the head of a soldier who lays down his arms!\Hm. They gave up gracefully. Next...\Where is the lord of this castle? response:	That's me.
context: They'll kill us all!\Drifters! You're not going to kill us, are you?!\If we give up the keep, you'll let us go, right?!\It's the warrior's way of battle\not to take the head of a soldier who lays down his arms!\Hm. They gave up gracefully. Next...\Where is the lord of this castle?\That's me. response:	I've already surrendered. You'll let me go now, won't you?
context: Drifters! You're not going to kill us, are you?!\If we give up the keep, you'll let us go, right?!\It's the warrior's way of battle\not to take the head of a soldier who lays down his arms!\Hm. They gave up gracefully. Next...\Where is the lord of this castle?\That's me.\I've already surrendered. You'll let me go now, won't you? response:	All right. I'll have them set up a place for you
context: If we give up the keep, you'll let us go, right?!\It's the warrior's way of battle\not to take the head of a soldier who lays down his arms!\Hm. They gave up gracefully. Next...\Where is the lord of this castle?\That's me.\I've already surrendered. You'll let me go now, won't you?\All right. I'll have them set up a place for you response:	to commit ritual disembowelment,
context: It's the warrior's way of battle\not to take the head of a soldier who lays down his arms!\Hm. They gave up gracefully. Next...\Where is the lord of this castle?\That's me.\I've already surrendered. You'll let me go now, won't you?\All right. I'll have them set up a place for you\to commit ritual disembowelment, response:	so please wait for a little while.
context: not to take the head of a soldier who lays down his arms!\Hm. They gave up gracefully. Next...\Where is the lord of this castle?\That's me.\I've already surrendered. You'll let me go now, won't you?\All right. I'll have them set up a place for you\to commit ritual disembowelment,\so please wait for a little while. response:	Disembowelment?!
context: Hm. They gave up gracefully. Next...\Where is the lord of this castle?\That's me.\I've already surrendered. You'll let me go now, won't you?\All right. I'll have them set up a place for you\to commit ritual disembowelment,\so please wait for a little while.\Disembowelment?! response:	I shall act as your second and behead you at the end.
context: Where is the lord of this castle?\That's me.\I've already surrendered. You'll let me go now, won't you?\All right. I'll have them set up a place for you\to commit ritual disembowelment,\so please wait for a little while.\Disembowelment?!\I shall act as your second and behead you at the end. response:	Did you just say... disembowelment?! What the hell?!
context: That's me.\I've already surrendered. You'll let me go now, won't you?\All right. I'll have them set up a place for you\to commit ritual disembowelment,\so please wait for a little while.\Disembowelment?!\I shall act as your second and behead you at the end.\Did you just say... disembowelment?! What the hell?! response:	You lost the battle, therefore you lords
context: I've already surrendered. You'll let me go now, won't you?\All right. I'll have them set up a place for you\to commit ritual disembowelment,\so please wait for a little while.\Disembowelment?!\I shall act as your second and behead you at the end.\Did you just say... disembowelment?! What the hell?!\You lost the battle, therefore you lords response:	must know that an honorable suicide should follow.
context: All right. I'll have them set up a place for you\to commit ritual disembowelment,\so please wait for a little while.\Disembowelment?!\I shall act as your second and behead you at the end.\Did you just say... disembowelment?! What the hell?!\You lost the battle, therefore you lords\must know that an honorable suicide should follow. response:	It is your responsibility and honor as a lord!
context: to commit ritual disembowelment,\so please wait for a little while.\Disembowelment?!\I shall act as your second and behead you at the end.\Did you just say... disembowelment?! What the hell?!\You lost the battle, therefore you lords\must know that an honorable suicide should follow.\It is your responsibility and honor as a lord! response:	Th-That's absurd. Don't be an idiot, you bastard!
context: so please wait for a little while.\Disembowelment?!\I shall act as your second and behead you at the end.\Did you just say... disembowelment?! What the hell?!\You lost the battle, therefore you lords\must know that an honorable suicide should follow.\It is your responsibility and honor as a lord!\Th-That's absurd. Don't be an idiot, you bastard! response:	Why the hell do I have to commit dis... disembowelment?!
context: Disembowelment?!\I shall act as your second and behead you at the end.\Did you just say... disembowelment?! What the hell?!\You lost the battle, therefore you lords\must know that an honorable suicide should follow.\It is your responsibility and honor as a lord!\Th-That's absurd. Don't be an idiot, you bastard!\Why the hell do I have to commit dis... disembowelment?! response:	No way in hell will I spill my own guts!
context: I shall act as your second and behead you at the end.\Did you just say... disembowelment?! What the hell?!\You lost the battle, therefore you lords\must know that an honorable suicide should follow.\It is your responsibility and honor as a lord!\Th-That's absurd. Don't be an idiot, you bastard!\Why the hell do I have to commit dis... disembowelment?!\No way in hell will I spill my own guts! response:	Alright, then...
context: Did you just say... disembowelment?! What the hell?!\You lost the battle, therefore you lords\must know that an honorable suicide should follow.\It is your responsibility and honor as a lord!\Th-That's absurd. Don't be an idiot, you bastard!\Why the hell do I have to commit dis... disembowelment?!\No way in hell will I spill my own guts!\Alright, then... response:	You don't have what it takes to end yourself.
context: You lost the battle, therefore you lords\must know that an honorable suicide should follow.\It is your responsibility and honor as a lord!\Th-That's absurd. Don't be an idiot, you bastard!\Why the hell do I have to commit dis... disembowelment?!\No way in hell will I spill my own guts!\Alright, then...\You don't have what it takes to end yourself. response:	You are not fit to be lord.
context: must know that an honorable suicide should follow.\It is your responsibility and honor as a lord!\Th-That's absurd. Don't be an idiot, you bastard!\Why the hell do I have to commit dis... disembowelment?!\No way in hell will I spill my own guts!\Alright, then...\You don't have what it takes to end yourself.\You are not fit to be lord. response:	The only thing of value you possess is your head.
context: It is your responsibility and honor as a lord!\Th-That's absurd. Don't be an idiot, you bastard!\Why the hell do I have to commit dis... disembowelment?!\No way in hell will I spill my own guts!\Alright, then...\You don't have what it takes to end yourself.\You are not fit to be lord.\The only thing of value you possess is your head. response:	You don't need to pursue them.
context: Th-That's absurd. Don't be an idiot, you bastard!\Why the hell do I have to commit dis... disembowelment?!\No way in hell will I spill my own guts!\Alright, then...\You don't have what it takes to end yourself.\You are not fit to be lord.\The only thing of value you possess is your head.\You don't need to pursue them. response:	Oh, you knew, huh?
context: Why the hell do I have to commit dis... disembowelment?!\No way in hell will I spill my own guts!\Alright, then...\You don't have what it takes to end yourself.\You are not fit to be lord.\The only thing of value you possess is your head.\You don't need to pursue them.\Oh, you knew, huh? response:	You said you would assist me. You're a man of your word.
context: No way in hell will I spill my own guts!\Alright, then...\You don't have what it takes to end yourself.\You are not fit to be lord.\The only thing of value you possess is your head.\You don't need to pursue them.\Oh, you knew, huh?\You said you would assist me. You're a man of your word. response:	It's just my old habit... Those were my previous orders.
context: Alright, then...\You don't have what it takes to end yourself.\You are not fit to be lord.\The only thing of value you possess is your head.\You don't need to pursue them.\Oh, you knew, huh?\You said you would assist me. You're a man of your word.\It's just my old habit... Those were my previous orders. response:	Nobody can order you to do anything anymore.
context: You don't have what it takes to end yourself.\You are not fit to be lord.\The only thing of value you possess is your head.\You don't need to pursue them.\Oh, you knew, huh?\You said you would assist me. You're a man of your word.\It's just my old habit... Those were my previous orders.\Nobody can order you to do anything anymore. response:	This is our battle to fight.
context: You are not fit to be lord.\The only thing of value you possess is your head.\You don't need to pursue them.\Oh, you knew, huh?\You said you would assist me. You're a man of your word.\It's just my old habit... Those were my previous orders.\Nobody can order you to do anything anymore.\This is our battle to fight. response:	Well, let's get back to the food.
context: The only thing of value you possess is your head.\You don't need to pursue them.\Oh, you knew, huh?\You said you would assist me. You're a man of your word.\It's just my old habit... Those were my previous orders.\Nobody can order you to do anything anymore.\This is our battle to fight.\Well, let's get back to the food. response:	Yoichi, are we going to pursue them?
context: You don't need to pursue them.\Oh, you knew, huh?\You said you would assist me. You're a man of your word.\It's just my old habit... Those were my previous orders.\Nobody can order you to do anything anymore.\This is our battle to fight.\Well, let's get back to the food.\Yoichi, are we going to pursue them? response:	You don't have to do that... at least for now.
context: Oh, you knew, huh?\You said you would assist me. You're a man of your word.\It's just my old habit... Those were my previous orders.\Nobody can order you to do anything anymore.\This is our battle to fight.\Well, let's get back to the food.\Yoichi, are we going to pursue them?\You don't have to do that... at least for now. response:	Let's eat!
context: You said you would assist me. You're a man of your word.\It's just my old habit... Those were my previous orders.\Nobody can order you to do anything anymore.\This is our battle to fight.\Well, let's get back to the food.\Yoichi, are we going to pursue them?\You don't have to do that... at least for now.\Let's eat! response:	We won't be able to get closer.
context: It's just my old habit... Those were my previous orders.\Nobody can order you to do anything anymore.\This is our battle to fight.\Well, let's get back to the food.\Yoichi, are we going to pursue them?\You don't have to do that... at least for now.\Let's eat!\We won't be able to get closer. response:	Dragon cavalry are flying all over with detection charms hanging from them.
context: Nobody can order you to do anything anymore.\This is our battle to fight.\Well, let's get back to the food.\Yoichi, are we going to pursue them?\You don't have to do that... at least for now.\Let's eat!\We won't be able to get closer.\Dragon cavalry are flying all over with detection charms hanging from them. response:	Don't use any of our charms or magic. They will give us away.
context: This is our battle to fight.\Well, let's get back to the food.\Yoichi, are we going to pursue them?\You don't have to do that... at least for now.\Let's eat!\We won't be able to get closer.\Dragon cavalry are flying all over with detection charms hanging from them.\Don't use any of our charms or magic. They will give us away. response:	This is a difficult task.
context: Well, let's get back to the food.\Yoichi, are we going to pursue them?\You don't have to do that... at least for now.\Let's eat!\We won't be able to get closer.\Dragon cavalry are flying all over with detection charms hanging from them.\Don't use any of our charms or magic. They will give us away.\This is a difficult task. response:	I only took this job because it's for the Octobrists.
context: Yoichi, are we going to pursue them?\You don't have to do that... at least for now.\Let's eat!\We won't be able to get closer.\Dragon cavalry are flying all over with detection charms hanging from them.\Don't use any of our charms or magic. They will give us away.\This is a difficult task.\I only took this job because it's for the Octobrists. response:	Had it been a normal assignment for the Adventurer's Guild,
context: You don't have to do that... at least for now.\Let's eat!\We won't be able to get closer.\Dragon cavalry are flying all over with detection charms hanging from them.\Don't use any of our charms or magic. They will give us away.\This is a difficult task.\I only took this job because it's for the Octobrists.\Had it been a normal assignment for the Adventurer's Guild, response:	I wouldn't have done it. It's too risky.
context: Let's eat!\We won't be able to get closer.\Dragon cavalry are flying all over with detection charms hanging from them.\Don't use any of our charms or magic. They will give us away.\This is a difficult task.\I only took this job because it's for the Octobrists.\Had it been a normal assignment for the Adventurer's Guild,\I wouldn't have done it. It's too risky. response:	Appreciate it, Doug.
context: We won't be able to get closer.\Dragon cavalry are flying all over with detection charms hanging from them.\Don't use any of our charms or magic. They will give us away.\This is a difficult task.\I only took this job because it's for the Octobrists.\Had it been a normal assignment for the Adventurer's Guild,\I wouldn't have done it. It's too risky.\Appreciate it, Doug. response:	Huh?
