context: From when I was little, I had a question in my mind. response:	Why am I only myself, and not someone else?
context: But anyway, what are you going to do with me from now on?!\We will have you transfer over to our school.\Transfer?!\Yes. In this world, there are many people who possess special powers, not just you.\However, those special skills can be considered an illness caught during adolescence,\and will disappear in due time.\Until it goes away, however, please keep commuting to our school, the Hoshinoumi Academy.\Huh?! response:	I already have gotten permission from those that have parental authority over you.
context: We will have you transfer over to our school.\Transfer?!\Yes. In this world, there are many people who possess special powers, not just you.\However, those special skills can be considered an illness caught during adolescence,\and will disappear in due time.\Until it goes away, however, please keep commuting to our school, the Hoshinoumi Academy.\Huh?!\I already have gotten permission from those that have parental authority over you. response:	Such a story...
context: Transfer?!\Yes. In this world, there are many people who possess special powers, not just you.\However, those special skills can be considered an illness caught during adolescence,\and will disappear in due time.\Until it goes away, however, please keep commuting to our school, the Hoshinoumi Academy.\Huh?!\I already have gotten permission from those that have parental authority over you.\Such a story... response:	However... you seem like you'd be popular from just your looks.
context: Yes. In this world, there are many people who possess special powers, not just you.\However, those special skills can be considered an illness caught during adolescence,\and will disappear in due time.\Until it goes away, however, please keep commuting to our school, the Hoshinoumi Academy.\Huh?!\I already have gotten permission from those that have parental authority over you.\Such a story...\However... you seem like you'd be popular from just your looks. response:	Was there also a need to play the role of a genius by cheating as much as possible?
context: However, those special skills can be considered an illness caught during adolescence,\and will disappear in due time.\Until it goes away, however, please keep commuting to our school, the Hoshinoumi Academy.\Huh?!\I already have gotten permission from those that have parental authority over you.\Such a story...\However... you seem like you'd be popular from just your looks.\Was there also a need to play the role of a genius by cheating as much as possible? response:	That's the real question.
context: and will disappear in due time.\Until it goes away, however, please keep commuting to our school, the Hoshinoumi Academy.\Huh?!\I already have gotten permission from those that have parental authority over you.\Such a story...\However... you seem like you'd be popular from just your looks.\Was there also a need to play the role of a genius by cheating as much as possible?\That's the real question. response:	Oh, but thanks to that you were able to close the gap
context: Until it goes away, however, please keep commuting to our school, the Hoshinoumi Academy.\Huh?!\I already have gotten permission from those that have parental authority over you.\Such a story...\However... you seem like you'd be popular from just your looks.\Was there also a need to play the role of a genius by cheating as much as possible?\That's the real question.\Oh, but thanks to that you were able to close the gap response:	between yourself and the female student you were targeting.
context: Huh?!\I already have gotten permission from those that have parental authority over you.\Such a story...\However... you seem like you'd be popular from just your looks.\Was there also a need to play the role of a genius by cheating as much as possible?\That's the real question.\Oh, but thanks to that you were able to close the gap\between yourself and the female student you were targeting. response:	Damn you!
context: I already have gotten permission from those that have parental authority over you.\Such a story...\However... you seem like you'd be popular from just your looks.\Was there also a need to play the role of a genius by cheating as much as possible?\That's the real question.\Oh, but thanks to that you were able to close the gap\between yourself and the female student you were targeting.\Damn you! response:	What... she disappeared?
context: Such a story...\However... you seem like you'd be popular from just your looks.\Was there also a need to play the role of a genius by cheating as much as possible?\That's the real question.\Oh, but thanks to that you were able to close the gap\between yourself and the female student you were targeting.\Damn you!\What... she disappeared? response:	That is her ability.
context: However... you seem like you'd be popular from just your looks.\Was there also a need to play the role of a genius by cheating as much as possible?\That's the real question.\Oh, but thanks to that you were able to close the gap\between yourself and the female student you were targeting.\Damn you!\What... she disappeared?\That is her ability. response:	It can't be... an ability to become invisible?
context: Was there also a need to play the role of a genius by cheating as much as possible?\That's the real question.\Oh, but thanks to that you were able to close the gap\between yourself and the female student you were targeting.\Damn you!\What... she disappeared?\That is her ability.\It can't be... an ability to become invisible? response:	No. To me, it only looked like her punching you.
context: That's the real question.\Oh, but thanks to that you were able to close the gap\between yourself and the female student you were targeting.\Damn you!\What... she disappeared?\That is her ability.\It can't be... an ability to become invisible?\No. To me, it only looked like her punching you. response:	Impossible... I was the only one that couldn't see her?
context: Oh, but thanks to that you were able to close the gap\between yourself and the female student you were targeting.\Damn you!\What... she disappeared?\That is her ability.\It can't be... an ability to become invisible?\No. To me, it only looked like her punching you.\Impossible... I was the only one that couldn't see her? response:	Right. Her ability is to hide from visual recognition from one target.
context: between yourself and the female student you were targeting.\Damn you!\What... she disappeared?\That is her ability.\It can't be... an ability to become invisible?\No. To me, it only looked like her punching you.\Impossible... I was the only one that couldn't see her?\Right. Her ability is to hide from visual recognition from one target. response:	Every other human can see her as normal.
context: Damn you!\What... she disappeared?\That is her ability.\It can't be... an ability to become invisible?\No. To me, it only looked like her punching you.\Impossible... I was the only one that couldn't see her?\Right. Her ability is to hide from visual recognition from one target.\Every other human can see her as normal. response:	Another imperfect ability!
context: What... she disappeared?\That is her ability.\It can't be... an ability to become invisible?\No. To me, it only looked like her punching you.\Impossible... I was the only one that couldn't see her?\Right. Her ability is to hide from visual recognition from one target.\Every other human can see her as normal.\Another imperfect ability! response:	By the way, you will enter our student council as well.
context: That is her ability.\It can't be... an ability to become invisible?\No. To me, it only looked like her punching you.\Impossible... I was the only one that couldn't see her?\Right. Her ability is to hide from visual recognition from one target.\Every other human can see her as normal.\Another imperfect ability!\By the way, you will enter our student council as well. response:	Huh?
context: It can't be... an ability to become invisible?\No. To me, it only looked like her punching you.\Impossible... I was the only one that couldn't see her?\Right. Her ability is to hide from visual recognition from one target.\Every other human can see her as normal.\Another imperfect ability!\By the way, you will enter our student council as well.\Huh? response:	Your ability is useful, so I'd like you to cooperate with us.
context: No. To me, it only looked like her punching you.\Impossible... I was the only one that couldn't see her?\Right. Her ability is to hide from visual recognition from one target.\Every other human can see her as normal.\Another imperfect ability!\By the way, you will enter our student council as well.\Huh?\Your ability is useful, so I'd like you to cooperate with us. response:	For what?
context: Impossible... I was the only one that couldn't see her?\Right. Her ability is to hide from visual recognition from one target.\Every other human can see her as normal.\Another imperfect ability!\By the way, you will enter our student council as well.\Huh?\Your ability is useful, so I'd like you to cooperate with us.\For what? response:	To threaten those that abuse their powers for no good, just like you.
context: Right. Her ability is to hide from visual recognition from one target.\Every other human can see her as normal.\Another imperfect ability!\By the way, you will enter our student council as well.\Huh?\Your ability is useful, so I'd like you to cooperate with us.\For what?\To threaten those that abuse their powers for no good, just like you. response:	That is the kind of existence we are.
context: Every other human can see her as normal.\Another imperfect ability!\By the way, you will enter our student council as well.\Huh?\Your ability is useful, so I'd like you to cooperate with us.\For what?\To threaten those that abuse their powers for no good, just like you.\That is the kind of existence we are. response:	I'm home.
context: Another imperfect ability!\By the way, you will enter our student council as well.\Huh?\Your ability is useful, so I'd like you to cooperate with us.\For what?\To threaten those that abuse their powers for no good, just like you.\That is the kind of existence we are.\I'm home. response:	Wait! Wow! What's wrong with your face?
context: By the way, you will enter our student council as well.\Huh?\Your ability is useful, so I'd like you to cooperate with us.\For what?\To threaten those that abuse their powers for no good, just like you.\That is the kind of existence we are.\I'm home.\Wait! Wow! What's wrong with your face? response:	Oh, well, um... it was an incident during gym class...
context: Huh?\Your ability is useful, so I'd like you to cooperate with us.\For what?\To threaten those that abuse their powers for no good, just like you.\That is the kind of existence we are.\I'm home.\Wait! Wow! What's wrong with your face?\Oh, well, um... it was an incident during gym class... response:	Oh right, there was an amazing phone call from our uncle.
context: Your ability is useful, so I'd like you to cooperate with us.\For what?\To threaten those that abuse their powers for no good, just like you.\That is the kind of existence we are.\I'm home.\Wait! Wow! What's wrong with your face?\Oh, well, um... it was an incident during gym class...\Oh right, there was an amazing phone call from our uncle. response:	Ayu heard that she and Big Brother Yu
context: For what?\To threaten those that abuse their powers for no good, just like you.\That is the kind of existence we are.\I'm home.\Wait! Wow! What's wrong with your face?\Oh, well, um... it was an incident during gym class...\Oh right, there was an amazing phone call from our uncle.\Ayu heard that she and Big Brother Yu response:	will transfer into Hoshinoumi Academy's middle- and high-school
context: To threaten those that abuse their powers for no good, just like you.\That is the kind of existence we are.\I'm home.\Wait! Wow! What's wrong with your face?\Oh, well, um... it was an incident during gym class...\Oh right, there was an amazing phone call from our uncle.\Ayu heard that she and Big Brother Yu\will transfer into Hoshinoumi Academy's middle- and high-school response:	as scholarship students!
context: That is the kind of existence we are.\I'm home.\Wait! Wow! What's wrong with your face?\Oh, well, um... it was an incident during gym class...\Oh right, there was an amazing phone call from our uncle.\Ayu heard that she and Big Brother Yu\will transfer into Hoshinoumi Academy's middle- and high-school\as scholarship students! response:	Is that really true?
context: I'm home.\Wait! Wow! What's wrong with your face?\Oh, well, um... it was an incident during gym class...\Oh right, there was an amazing phone call from our uncle.\Ayu heard that she and Big Brother Yu\will transfer into Hoshinoumi Academy's middle- and high-school\as scholarship students!\Is that really true? response:	Are you serious?
context: Wait! Wow! What's wrong with your face?\Oh, well, um... it was an incident during gym class...\Oh right, there was an amazing phone call from our uncle.\Ayu heard that she and Big Brother Yu\will transfer into Hoshinoumi Academy's middle- and high-school\as scholarship students!\Is that really true?\Are you serious? response:	Well... it's true.
context: Oh, well, um... it was an incident during gym class...\Oh right, there was an amazing phone call from our uncle.\Ayu heard that she and Big Brother Yu\will transfer into Hoshinoumi Academy's middle- and high-school\as scholarship students!\Is that really true?\Are you serious?\Well... it's true. response:	The house budget will benefit from this!
context: Oh right, there was an amazing phone call from our uncle.\Ayu heard that she and Big Brother Yu\will transfer into Hoshinoumi Academy's middle- and high-school\as scholarship students!\Is that really true?\Are you serious?\Well... it's true.\The house budget will benefit from this! response:	Furthermore, the uncle is sending us lots of tasty food to celebrate!
context: Ayu heard that she and Big Brother Yu\will transfer into Hoshinoumi Academy's middle- and high-school\as scholarship students!\Is that really true?\Are you serious?\Well... it's true.\The house budget will benefit from this!\Furthermore, the uncle is sending us lots of tasty food to celebrate! response:	But that means you have to transfer schools, too.
context: will transfer into Hoshinoumi Academy's middle- and high-school\as scholarship students!\Is that really true?\Are you serious?\Well... it's true.\The house budget will benefit from this!\Furthermore, the uncle is sending us lots of tasty food to celebrate!\But that means you have to transfer schools, too. response:	That means you have to say goodbye to your friends - is that all right?
context: as scholarship students!\Is that really true?\Are you serious?\Well... it's true.\The house budget will benefit from this!\Furthermore, the uncle is sending us lots of tasty food to celebrate!\But that means you have to transfer schools, too.\That means you have to say goodbye to your friends - is that all right? response:	Nowadays we can use smartphones to chat while looking at each other's faces,
context: Is that really true?\Are you serious?\Well... it's true.\The house budget will benefit from this!\Furthermore, the uncle is sending us lots of tasty food to celebrate!\But that means you have to transfer schools, too.\That means you have to say goodbye to your friends - is that all right?\Nowadays we can use smartphones to chat while looking at each other's faces, response:	so it's not going to be all that lonely.
context: Are you serious?\Well... it's true.\The house budget will benefit from this!\Furthermore, the uncle is sending us lots of tasty food to celebrate!\But that means you have to transfer schools, too.\That means you have to say goodbye to your friends - is that all right?\Nowadays we can use smartphones to chat while looking at each other's faces,\so it's not going to be all that lonely. response:	Hoshinoumi Academy Executive Office
context: Well... it's true.\The house budget will benefit from this!\Furthermore, the uncle is sending us lots of tasty food to celebrate!\But that means you have to transfer schools, too.\That means you have to say goodbye to your friends - is that all right?\Nowadays we can use smartphones to chat while looking at each other's faces,\so it's not going to be all that lonely.\Hoshinoumi Academy Executive Office response:	I see...
context: The house budget will benefit from this!\Furthermore, the uncle is sending us lots of tasty food to celebrate!\But that means you have to transfer schools, too.\That means you have to say goodbye to your friends - is that all right?\Nowadays we can use smartphones to chat while looking at each other's faces,\so it's not going to be all that lonely.\Hoshinoumi Academy Executive Office\I see... response:	Tonight's dinner is... ta-dah!
context: Furthermore, the uncle is sending us lots of tasty food to celebrate!\But that means you have to transfer schools, too.\That means you have to say goodbye to your friends - is that all right?\Nowadays we can use smartphones to chat while looking at each other's faces,\so it's not going to be all that lonely.\Hoshinoumi Academy Executive Office\I see...\Tonight's dinner is... ta-dah! response:	Congratulations!
context: But that means you have to transfer schools, too.\That means you have to say goodbye to your friends - is that all right?\Nowadays we can use smartphones to chat while looking at each other's faces,\so it's not going to be all that lonely.\Hoshinoumi Academy Executive Office\I see...\Tonight's dinner is... ta-dah!\Congratulations! response:	Omelet rice, your favorite dish, Big Brother Yu!
context: That means you have to say goodbye to your friends - is that all right?\Nowadays we can use smartphones to chat while looking at each other's faces,\so it's not going to be all that lonely.\Hoshinoumi Academy Executive Office\I see...\Tonight's dinner is... ta-dah!\Congratulations!\Omelet rice, your favorite dish, Big Brother Yu! response:	This again? I said time and again that it was only when I was little...
context: Nowadays we can use smartphones to chat while looking at each other's faces,\so it's not going to be all that lonely.\Hoshinoumi Academy Executive Office\I see...\Tonight's dinner is... ta-dah!\Congratulations!\Omelet rice, your favorite dish, Big Brother Yu!\This again? I said time and again that it was only when I was little... response:	Congrats! Now, let's eat!
context: so it's not going to be all that lonely.\Hoshinoumi Academy Executive Office\I see...\Tonight's dinner is... ta-dah!\Congratulations!\Omelet rice, your favorite dish, Big Brother Yu!\This again? I said time and again that it was only when I was little...\Congrats! Now, let's eat! response:	So sweet...
context: Hoshinoumi Academy Executive Office\I see...\Tonight's dinner is... ta-dah!\Congratulations!\Omelet rice, your favorite dish, Big Brother Yu!\This again? I said time and again that it was only when I was little...\Congrats! Now, let's eat!\So sweet... response:	Using pizza sauce as the secret ingredient must have been fitting for my tongue when I was a child.
context: I see...\Tonight's dinner is... ta-dah!\Congratulations!\Omelet rice, your favorite dish, Big Brother Yu!\This again? I said time and again that it was only when I was little...\Congrats! Now, let's eat!\So sweet...\Using pizza sauce as the secret ingredient must have been fitting for my tongue when I was a child. response:	How is it? Is it tasty?
context: Tonight's dinner is... ta-dah!\Congratulations!\Omelet rice, your favorite dish, Big Brother Yu!\This again? I said time and again that it was only when I was little...\Congrats! Now, let's eat!\So sweet...\Using pizza sauce as the secret ingredient must have been fitting for my tongue when I was a child.\How is it? Is it tasty? response:	Yeah, it's tasty.
context: Congratulations!\Omelet rice, your favorite dish, Big Brother Yu!\This again? I said time and again that it was only when I was little...\Congrats! Now, let's eat!\So sweet...\Using pizza sauce as the secret ingredient must have been fitting for my tongue when I was a child.\How is it? Is it tasty?\Yeah, it's tasty. response:	Really?
context: Omelet rice, your favorite dish, Big Brother Yu!\This again? I said time and again that it was only when I was little...\Congrats! Now, let's eat!\So sweet...\Using pizza sauce as the secret ingredient must have been fitting for my tongue when I was a child.\How is it? Is it tasty?\Yeah, it's tasty.\Really? response:	I want to eat Mom's omelet rice for the first time in a while...
context: This again? I said time and again that it was only when I was little...\Congrats! Now, let's eat!\So sweet...\Using pizza sauce as the secret ingredient must have been fitting for my tongue when I was a child.\How is it? Is it tasty?\Yeah, it's tasty.\Really?\I want to eat Mom's omelet rice for the first time in a while... response:	Mom, huh? Who cares about someone like that.
context: Congrats! Now, let's eat!\So sweet...\Using pizza sauce as the secret ingredient must have been fitting for my tongue when I was a child.\How is it? Is it tasty?\Yeah, it's tasty.\Really?\I want to eat Mom's omelet rice for the first time in a while...\Mom, huh? Who cares about someone like that. response:	Are you still upset?
context: So sweet...\Using pizza sauce as the secret ingredient must have been fitting for my tongue when I was a child.\How is it? Is it tasty?\Yeah, it's tasty.\Really?\I want to eat Mom's omelet rice for the first time in a while...\Mom, huh? Who cares about someone like that.\Are you still upset? response:	Of course I am... She got divorced, and selfishly shoved custody over to our uncle.
context: Using pizza sauce as the secret ingredient must have been fitting for my tongue when I was a child.\How is it? Is it tasty?\Yeah, it's tasty.\Really?\I want to eat Mom's omelet rice for the first time in a while...\Mom, huh? Who cares about someone like that.\Are you still upset?\Of course I am... She got divorced, and selfishly shoved custody over to our uncle. response:	Ayu doesn't understand too much of it, but would like to see you be forgiving!
context: How is it? Is it tasty?\Yeah, it's tasty.\Really?\I want to eat Mom's omelet rice for the first time in a while...\Mom, huh? Who cares about someone like that.\Are you still upset?\Of course I am... She got divorced, and selfishly shoved custody over to our uncle.\Ayu doesn't understand too much of it, but would like to see you be forgiving! response:	We don't have any parents. Our only family is you and me, just the two of us.
context: Yeah, it's tasty.\Really?\I want to eat Mom's omelet rice for the first time in a while...\Mom, huh? Who cares about someone like that.\Are you still upset?\Of course I am... She got divorced, and selfishly shoved custody over to our uncle.\Ayu doesn't understand too much of it, but would like to see you be forgiving!\We don't have any parents. Our only family is you and me, just the two of us. response:	I see... but Ayu sometimes thinks... there was one more family member somewhere...
context: Really?\I want to eat Mom's omelet rice for the first time in a while...\Mom, huh? Who cares about someone like that.\Are you still upset?\Of course I am... She got divorced, and selfishly shoved custody over to our uncle.\Ayu doesn't understand too much of it, but would like to see you be forgiving!\We don't have any parents. Our only family is you and me, just the two of us.\I see... but Ayu sometimes thinks... there was one more family member somewhere... response:	You and I are the only siblings. Do you see someone in your dream or something?
context: I want to eat Mom's omelet rice for the first time in a while...\Mom, huh? Who cares about someone like that.\Are you still upset?\Of course I am... She got divorced, and selfishly shoved custody over to our uncle.\Ayu doesn't understand too much of it, but would like to see you be forgiving!\We don't have any parents. Our only family is you and me, just the two of us.\I see... but Ayu sometimes thinks... there was one more family member somewhere...\You and I are the only siblings. Do you see someone in your dream or something? response:	You're right.
context: Mom, huh? Who cares about someone like that.\Are you still upset?\Of course I am... She got divorced, and selfishly shoved custody over to our uncle.\Ayu doesn't understand too much of it, but would like to see you be forgiving!\We don't have any parents. Our only family is you and me, just the two of us.\I see... but Ayu sometimes thinks... there was one more family member somewhere...\You and I are the only siblings. Do you see someone in your dream or something?\You're right. response:	It's a weird feeling, as if it was really true.
context: Are you still upset?\Of course I am... She got divorced, and selfishly shoved custody over to our uncle.\Ayu doesn't understand too much of it, but would like to see you be forgiving!\We don't have any parents. Our only family is you and me, just the two of us.\I see... but Ayu sometimes thinks... there was one more family member somewhere...\You and I are the only siblings. Do you see someone in your dream or something?\You're right.\It's a weird feeling, as if it was really true. response:	It's totally a dream.
context: Of course I am... She got divorced, and selfishly shoved custody over to our uncle.\Ayu doesn't understand too much of it, but would like to see you be forgiving!\We don't have any parents. Our only family is you and me, just the two of us.\I see... but Ayu sometimes thinks... there was one more family member somewhere...\You and I are the only siblings. Do you see someone in your dream or something?\You're right.\It's a weird feeling, as if it was really true.\It's totally a dream. response:	Hey, we're going to be up early tomorrow because we're moving, right?
context: Ayu doesn't understand too much of it, but would like to see you be forgiving!\We don't have any parents. Our only family is you and me, just the two of us.\I see... but Ayu sometimes thinks... there was one more family member somewhere...\You and I are the only siblings. Do you see someone in your dream or something?\You're right.\It's a weird feeling, as if it was really true.\It's totally a dream.\Hey, we're going to be up early tomorrow because we're moving, right? response:	Why don't you get to sleep soon?
context: We don't have any parents. Our only family is you and me, just the two of us.\I see... but Ayu sometimes thinks... there was one more family member somewhere...\You and I are the only siblings. Do you see someone in your dream or something?\You're right.\It's a weird feeling, as if it was really true.\It's totally a dream.\Hey, we're going to be up early tomorrow because we're moving, right?\Why don't you get to sleep soon? response:	Please give me just a tiny bit more of your time!
context: I see... but Ayu sometimes thinks... there was one more family member somewhere...\You and I are the only siblings. Do you see someone in your dream or something?\You're right.\It's a weird feeling, as if it was really true.\It's totally a dream.\Hey, we're going to be up early tomorrow because we're moving, right?\Why don't you get to sleep soon?\Please give me just a tiny bit more of your time! response:	You really love stars, don't you?
context: You and I are the only siblings. Do you see someone in your dream or something?\You're right.\It's a weird feeling, as if it was really true.\It's totally a dream.\Hey, we're going to be up early tomorrow because we're moving, right?\Why don't you get to sleep soon?\Please give me just a tiny bit more of your time!\You really love stars, don't you? response:	You can see way off into the distance where people will never reach, you know?
context: You're right.\It's a weird feeling, as if it was really true.\It's totally a dream.\Hey, we're going to be up early tomorrow because we're moving, right?\Why don't you get to sleep soon?\Please give me just a tiny bit more of your time!\You really love stars, don't you?\You can see way off into the distance where people will never reach, you know? response:	Ayu thinks that is an amazing thing!
context: It's a weird feeling, as if it was really true.\It's totally a dream.\Hey, we're going to be up early tomorrow because we're moving, right?\Why don't you get to sleep soon?\Please give me just a tiny bit more of your time!\You really love stars, don't you?\You can see way off into the distance where people will never reach, you know?\Ayu thinks that is an amazing thing! response:	You know, if you keep talking only about the stars at school, you'll end up getting isolated.
context: It's totally a dream.\Hey, we're going to be up early tomorrow because we're moving, right?\Why don't you get to sleep soon?\Please give me just a tiny bit more of your time!\You really love stars, don't you?\You can see way off into the distance where people will never reach, you know?\Ayu thinks that is an amazing thing!\You know, if you keep talking only about the stars at school, you'll end up getting isolated. response:	Why is that?
context: Hey, we're going to be up early tomorrow because we're moving, right?\Why don't you get to sleep soon?\Please give me just a tiny bit more of your time!\You really love stars, don't you?\You can see way off into the distance where people will never reach, you know?\Ayu thinks that is an amazing thing!\You know, if you keep talking only about the stars at school, you'll end up getting isolated.\Why is that? response:	Speaking from experience.
context: Why don't you get to sleep soon?\Please give me just a tiny bit more of your time!\You really love stars, don't you?\You can see way off into the distance where people will never reach, you know?\Ayu thinks that is an amazing thing!\You know, if you keep talking only about the stars at school, you'll end up getting isolated.\Why is that?\Speaking from experience. response:	In living my life, a foundation is to liven up the conversation
context: Please give me just a tiny bit more of your time!\You really love stars, don't you?\You can see way off into the distance where people will never reach, you know?\Ayu thinks that is an amazing thing!\You know, if you keep talking only about the stars at school, you'll end up getting isolated.\Why is that?\Speaking from experience.\In living my life, a foundation is to liven up the conversation response:	by talking about what was on TV last night instead of talk about the stars.
context: You really love stars, don't you?\You can see way off into the distance where people will never reach, you know?\Ayu thinks that is an amazing thing!\You know, if you keep talking only about the stars at school, you'll end up getting isolated.\Why is that?\Speaking from experience.\In living my life, a foundation is to liven up the conversation\by talking about what was on TV last night instead of talk about the stars. response:	Experience? Foundation?
context: You can see way off into the distance where people will never reach, you know?\Ayu thinks that is an amazing thing!\You know, if you keep talking only about the stars at school, you'll end up getting isolated.\Why is that?\Speaking from experience.\In living my life, a foundation is to liven up the conversation\by talking about what was on TV last night instead of talk about the stars.\Experience? Foundation? response:	It's okay if you don't understand. Go to sleep soon.
context: Ayu thinks that is an amazing thing!\You know, if you keep talking only about the stars at school, you'll end up getting isolated.\Why is that?\Speaking from experience.\In living my life, a foundation is to liven up the conversation\by talking about what was on TV last night instead of talk about the stars.\Experience? Foundation?\It's okay if you don't understand. Go to sleep soon. response:	Roger that!
context: You know, if you keep talking only about the stars at school, you'll end up getting isolated.\Why is that?\Speaking from experience.\In living my life, a foundation is to liven up the conversation\by talking about what was on TV last night instead of talk about the stars.\Experience? Foundation?\It's okay if you don't understand. Go to sleep soon.\Roger that! response:	This is an amazingly huge room!
context: Why is that?\Speaking from experience.\In living my life, a foundation is to liven up the conversation\by talking about what was on TV last night instead of talk about the stars.\Experience? Foundation?\It's okay if you don't understand. Go to sleep soon.\Roger that!\This is an amazingly huge room! response:	Can Ayu really use it all alone with Big Brother Yu?
context: Speaking from experience.\In living my life, a foundation is to liven up the conversation\by talking about what was on TV last night instead of talk about the stars.\Experience? Foundation?\It's okay if you don't understand. Go to sleep soon.\Roger that!\This is an amazingly huge room!\Can Ayu really use it all alone with Big Brother Yu? response:	Yeah...
context: In living my life, a foundation is to liven up the conversation\by talking about what was on TV last night instead of talk about the stars.\Experience? Foundation?\It's okay if you don't understand. Go to sleep soon.\Roger that!\This is an amazingly huge room!\Can Ayu really use it all alone with Big Brother Yu?\Yeah... response:	Thank you for your hard work! I may not be much, but allow me to help
context: by talking about what was on TV last night instead of talk about the stars.\Experience? Foundation?\It's okay if you don't understand. Go to sleep soon.\Roger that!\This is an amazingly huge room!\Can Ayu really use it all alone with Big Brother Yu?\Yeah...\Thank you for your hard work! I may not be much, but allow me to help response:	Hey, the moving company guys will do it, so you don't have to.
context: Experience? Foundation?\It's okay if you don't understand. Go to sleep soon.\Roger that!\This is an amazingly huge room!\Can Ayu really use it all alone with Big Brother Yu?\Yeah...\Thank you for your hard work! I may not be much, but allow me to help\Hey, the moving company guys will do it, so you don't have to. response:	I thought I could be at least of some assistance, however...
context: It's okay if you don't understand. Go to sleep soon.\Roger that!\This is an amazingly huge room!\Can Ayu really use it all alone with Big Brother Yu?\Yeah...\Thank you for your hard work! I may not be much, but allow me to help\Hey, the moving company guys will do it, so you don't have to.\I thought I could be at least of some assistance, however... response:	Don't take their jobs away from them.
context: Roger that!\This is an amazingly huge room!\Can Ayu really use it all alone with Big Brother Yu?\Yeah...\Thank you for your hard work! I may not be much, but allow me to help\Hey, the moving company guys will do it, so you don't have to.\I thought I could be at least of some assistance, however...\Don't take their jobs away from them. response:	Oh! Such a way of thinking was something that Ayu didn't have!
context: This is an amazingly huge room!\Can Ayu really use it all alone with Big Brother Yu?\Yeah...\Thank you for your hard work! I may not be much, but allow me to help\Hey, the moving company guys will do it, so you don't have to.\I thought I could be at least of some assistance, however...\Don't take their jobs away from them.\Oh! Such a way of thinking was something that Ayu didn't have! response:	Back at that time, what had happened?
context: Can Ayu really use it all alone with Big Brother Yu?\Yeah...\Thank you for your hard work! I may not be much, but allow me to help\Hey, the moving company guys will do it, so you don't have to.\I thought I could be at least of some assistance, however...\Don't take their jobs away from them.\Oh! Such a way of thinking was something that Ayu didn't have!\Back at that time, what had happened? response:	That's something I can't say...
context: Yeah...\Thank you for your hard work! I may not be much, but allow me to help\Hey, the moving company guys will do it, so you don't have to.\I thought I could be at least of some assistance, however...\Don't take their jobs away from them.\Oh! Such a way of thinking was something that Ayu didn't have!\Back at that time, what had happened?\That's something I can't say... response:	Well... I'm going to transfer to Hoshinoumi Academy now...
context: Thank you for your hard work! I may not be much, but allow me to help\Hey, the moving company guys will do it, so you don't have to.\I thought I could be at least of some assistance, however...\Don't take their jobs away from them.\Oh! Such a way of thinking was something that Ayu didn't have!\Back at that time, what had happened?\That's something I can't say...\Well... I'm going to transfer to Hoshinoumi Academy now... response:	Well, um... I'm sorry for all the things that happened.
context: Hey, the moving company guys will do it, so you don't have to.\I thought I could be at least of some assistance, however...\Don't take their jobs away from them.\Oh! Such a way of thinking was something that Ayu didn't have!\Back at that time, what had happened?\That's something I can't say...\Well... I'm going to transfer to Hoshinoumi Academy now...\Well, um... I'm sorry for all the things that happened. response:	Until this ability goes away, I can't be authorized to travel to an area with no supervision...
context: I thought I could be at least of some assistance, however...\Don't take their jobs away from them.\Oh! Such a way of thinking was something that Ayu didn't have!\Back at that time, what had happened?\That's something I can't say...\Well... I'm going to transfer to Hoshinoumi Academy now...\Well, um... I'm sorry for all the things that happened.\Until this ability goes away, I can't be authorized to travel to an area with no supervision... response:	Shirayanagi, if you could come see me instead, I'd be delighted.
context: Don't take their jobs away from them.\Oh! Such a way of thinking was something that Ayu didn't have!\Back at that time, what had happened?\That's something I can't say...\Well... I'm going to transfer to Hoshinoumi Academy now...\Well, um... I'm sorry for all the things that happened.\Until this ability goes away, I can't be authorized to travel to an area with no supervision...\Shirayanagi, if you could come see me instead, I'd be delighted. response:	But, that is just too far. At the least, can it be once a week, and can we alternate?
context: Oh! Such a way of thinking was something that Ayu didn't have!\Back at that time, what had happened?\That's something I can't say...\Well... I'm going to transfer to Hoshinoumi Academy now...\Well, um... I'm sorry for all the things that happened.\Until this ability goes away, I can't be authorized to travel to an area with no supervision...\Shirayanagi, if you could come see me instead, I'd be delighted.\But, that is just too far. At the least, can it be once a week, and can we alternate? response:	Well... I'm sorry about that, too. I can't come here anymore on my own.
context: Back at that time, what had happened?\That's something I can't say...\Well... I'm going to transfer to Hoshinoumi Academy now...\Well, um... I'm sorry for all the things that happened.\Until this ability goes away, I can't be authorized to travel to an area with no supervision...\Shirayanagi, if you could come see me instead, I'd be delighted.\But, that is just too far. At the least, can it be once a week, and can we alternate?\Well... I'm sorry about that, too. I can't come here anymore on my own. response:	Why?
context: That's something I can't say...\Well... I'm going to transfer to Hoshinoumi Academy now...\Well, um... I'm sorry for all the things that happened.\Until this ability goes away, I can't be authorized to travel to an area with no supervision...\Shirayanagi, if you could come see me instead, I'd be delighted.\But, that is just too far. At the least, can it be once a week, and can we alternate?\Well... I'm sorry about that, too. I can't come here anymore on my own.\Why? response:	I can't say why...
