context: What, you drink? I didn't know. response:	I feel bad...
context: Just imagine, eh?\There's only one thing a man should do!\You're shameless.\Call me Shameless-sama!\The great and noble Shameless King-sama!\You see?\Today we crossed a moral boundary.\Then it should be obvious. response:	Don't make me say it, it's embarrassing.
context: There's only one thing a man should do!\You're shameless.\Call me Shameless-sama!\The great and noble Shameless King-sama!\You see?\Today we crossed a moral boundary.\Then it should be obvious.\Don't make me say it, it's embarrassing. response:	This and that has nothing to do with it.
context: You're shameless.\Call me Shameless-sama!\The great and noble Shameless King-sama!\You see?\Today we crossed a moral boundary.\Then it should be obvious.\Don't make me say it, it's embarrassing.\This and that has nothing to do with it. response:	Where are your morals?
context: Call me Shameless-sama!\The great and noble Shameless King-sama!\You see?\Today we crossed a moral boundary.\Then it should be obvious.\Don't make me say it, it's embarrassing.\This and that has nothing to do with it.\Where are your morals? response:	Here I go!
context: The great and noble Shameless King-sama!\You see?\Today we crossed a moral boundary.\Then it should be obvious.\Don't make me say it, it's embarrassing.\This and that has nothing to do with it.\Where are your morals?\Here I go! response:	Hey, wait!
context: You see?\Today we crossed a moral boundary.\Then it should be obvious.\Don't make me say it, it's embarrassing.\This and that has nothing to do with it.\Where are your morals?\Here I go!\Hey, wait! response:	Hey, Ranta!
context: Today we crossed a moral boundary.\Then it should be obvious.\Don't make me say it, it's embarrassing.\This and that has nothing to do with it.\Where are your morals?\Here I go!\Hey, wait!\Hey, Ranta! response:	Ranta-kun!
context: Then it should be obvious.\Don't make me say it, it's embarrassing.\This and that has nothing to do with it.\Where are your morals?\Here I go!\Hey, wait!\Hey, Ranta!\Ranta-kun! response:	Ranta, you idiot! Sicko! Lecher! Pervert!
context: Don't make me say it, it's embarrassing.\This and that has nothing to do with it.\Where are your morals?\Here I go!\Hey, wait!\Hey, Ranta!\Ranta-kun!\Ranta, you idiot! Sicko! Lecher! Pervert! response:	Get lost and never come back!
context: This and that has nothing to do with it.\Where are your morals?\Here I go!\Hey, wait!\Hey, Ranta!\Ranta-kun!\Ranta, you idiot! Sicko! Lecher! Pervert!\Get lost and never come back! response:	We ended up getting caught in the mess and apologizing.
context: Where are your morals?\Here I go!\Hey, wait!\Hey, Ranta!\Ranta-kun!\Ranta, you idiot! Sicko! Lecher! Pervert!\Get lost and never come back!\We ended up getting caught in the mess and apologizing. response:	Ranta, you idiot!
context: Here I go!\Hey, wait!\Hey, Ranta!\Ranta-kun!\Ranta, you idiot! Sicko! Lecher! Pervert!\Get lost and never come back!\We ended up getting caught in the mess and apologizing.\Ranta, you idiot! response:	When I try touching
context: Hey, wait!\Hey, Ranta!\Ranta-kun!\Ranta, you idiot! Sicko! Lecher! Pervert!\Get lost and never come back!\We ended up getting caught in the mess and apologizing.\Ranta, you idiot!\When I try touching response:	the dry air after a rain,
context: Hey, Ranta!\Ranta-kun!\Ranta, you idiot! Sicko! Lecher! Pervert!\Get lost and never come back!\We ended up getting caught in the mess and apologizing.\Ranta, you idiot!\When I try touching\the dry air after a rain, response:	like a sprouting flower,
context: Ranta-kun!\Ranta, you idiot! Sicko! Lecher! Pervert!\Get lost and never come back!\We ended up getting caught in the mess and apologizing.\Ranta, you idiot!\When I try touching\the dry air after a rain,\like a sprouting flower, response:	fragments of memories overflow.
context: Ranta, you idiot! Sicko! Lecher! Pervert!\Get lost and never come back!\We ended up getting caught in the mess and apologizing.\Ranta, you idiot!\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow. response:	The warmth you gave this hand
context: Get lost and never come back!\We ended up getting caught in the mess and apologizing.\Ranta, you idiot!\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand response:	led me to a future I can treasure
context: We ended up getting caught in the mess and apologizing.\Ranta, you idiot!\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure response:	always.
context: Ranta, you idiot!\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always. response:	I chased your voice.
context: When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice. response:	I wonder when you became so strong.
context: the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong. response:	I will probably find what I searched the vast world for
context: like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for response:	at the end of this journey.
context: fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey. response:	Grimgar of Fantasy and Ash
context: The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash response:	Long Day of the Trainee Volunteer Soldier
context: led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\Long Day of the Trainee Volunteer Soldier response:	Grimgar of Fantasy and Ash
context: always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\Long Day of the Trainee Volunteer Soldier\Grimgar of Fantasy and Ash response:	Are Goblin Pouches Filled with Our Dreams?
context: I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\Long Day of the Trainee Volunteer Soldier\Grimgar of Fantasy and Ash\Are Goblin Pouches Filled with Our Dreams? response:	Also check out!
context: I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\Long Day of the Trainee Volunteer Soldier\Grimgar of Fantasy and Ash\Are Goblin Pouches Filled with Our Dreams?\Also check out! response:	Goblin's
context: I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\Long Day of the Trainee Volunteer Soldier\Grimgar of Fantasy and Ash\Are Goblin Pouches Filled with Our Dreams?\Also check out!\Goblin's response:	Journey
context: at the end of this journey.\Grimgar of Fantasy and Ash\Long Day of the Trainee Volunteer Soldier\Grimgar of Fantasy and Ash\Are Goblin Pouches Filled with Our Dreams?\Also check out!\Goblin's\Journey response:	Now serialized on the official anime web site.
