context: Makishima has been arrested. response:	The helmet criminals have been wiped out.
context: that today our country is able to function as the only nation on Earth ruled by law.\We don't even have to destroy this.\If we make this public, it'll be the end of this country.\And this time\The system currently has 247 constituent members.\By having about 200 of the 247 connected in sessions at any given time,\we can continuously monitor and judge the Psycho-Pass of every single person in this country.\Mechanical programs alone can determine, at most, stress measurements based on the Hue Check. response:	Determining Crime Coefficients, which indicate a more profound assessment of human nature,
context: We don't even have to destroy this.\If we make this public, it'll be the end of this country.\And this time\The system currently has 247 constituent members.\By having about 200 of the 247 connected in sessions at any given time,\we can continuously monitor and judge the Psycho-Pass of every single person in this country.\Mechanical programs alone can determine, at most, stress measurements based on the Hue Check.\Determining Crime Coefficients, which indicate a more profound assessment of human nature, response:	requires a higher degree of thinking ability and judgment.
context: If we make this public, it'll be the end of this country.\And this time\The system currently has 247 constituent members.\By having about 200 of the 247 connected in sessions at any given time,\we can continuously monitor and judge the Psycho-Pass of every single person in this country.\Mechanical programs alone can determine, at most, stress measurements based on the Hue Check.\Determining Crime Coefficients, which indicate a more profound assessment of human nature,\requires a higher degree of thinking ability and judgment. response:	And we are the ones who can make it happen.
context: And this time\The system currently has 247 constituent members.\By having about 200 of the 247 connected in sessions at any given time,\we can continuously monitor and judge the Psycho-Pass of every single person in this country.\Mechanical programs alone can determine, at most, stress measurements based on the Hue Check.\Determining Crime Coefficients, which indicate a more profound assessment of human nature,\requires a higher degree of thinking ability and judgment.\And we are the ones who can make it happen. response:	What a joke.
context: The system currently has 247 constituent members.\By having about 200 of the 247 connected in sessions at any given time,\we can continuously monitor and judge the Psycho-Pass of every single person in this country.\Mechanical programs alone can determine, at most, stress measurements based on the Hue Check.\Determining Crime Coefficients, which indicate a more profound assessment of human nature,\requires a higher degree of thinking ability and judgment.\And we are the ones who can make it happen.\What a joke. response:	They said we lived in a fair society managed by machines.
context: By having about 200 of the 247 connected in sessions at any given time,\we can continuously monitor and judge the Psycho-Pass of every single person in this country.\Mechanical programs alone can determine, at most, stress measurements based on the Hue Check.\Determining Crime Coefficients, which indicate a more profound assessment of human nature,\requires a higher degree of thinking ability and judgment.\And we are the ones who can make it happen.\What a joke.\They said we lived in a fair society managed by machines. response:	One that didn't depend on flawed human egos.
context: we can continuously monitor and judge the Psycho-Pass of every single person in this country.\Mechanical programs alone can determine, at most, stress measurements based on the Hue Check.\Determining Crime Coefficients, which indicate a more profound assessment of human nature,\requires a higher degree of thinking ability and judgment.\And we are the ones who can make it happen.\What a joke.\They said we lived in a fair society managed by machines.\One that didn't depend on flawed human egos. response:	That's how they presented the Sibyl System, and that's why people accepted it.
context: Mechanical programs alone can determine, at most, stress measurements based on the Hue Check.\Determining Crime Coefficients, which indicate a more profound assessment of human nature,\requires a higher degree of thinking ability and judgment.\And we are the ones who can make it happen.\What a joke.\They said we lived in a fair society managed by machines.\One that didn't depend on flawed human egos.\That's how they presented the Sibyl System, and that's why people accepted it. response:	And yet, all those judgments were made arbitrarily by you, an aggregate of human brains?
context: Determining Crime Coefficients, which indicate a more profound assessment of human nature,\requires a higher degree of thinking ability and judgment.\And we are the ones who can make it happen.\What a joke.\They said we lived in a fair society managed by machines.\One that didn't depend on flawed human egos.\That's how they presented the Sibyl System, and that's why people accepted it.\And yet, all those judgments were made arbitrarily by you, an aggregate of human brains? response:	No. The system is boundlessly fair.
context: requires a higher degree of thinking ability and judgment.\And we are the ones who can make it happen.\What a joke.\They said we lived in a fair society managed by machines.\One that didn't depend on flawed human egos.\That's how they presented the Sibyl System, and that's why people accepted it.\And yet, all those judgments were made arbitrarily by you, an aggregate of human brains?\No. The system is boundlessly fair. response:	We judge and supervise people as those who transcend mankind.
context: And we are the ones who can make it happen.\What a joke.\They said we lived in a fair society managed by machines.\One that didn't depend on flawed human egos.\That's how they presented the Sibyl System, and that's why people accepted it.\And yet, all those judgments were made arbitrarily by you, an aggregate of human brains?\No. The system is boundlessly fair.\We judge and supervise people as those who transcend mankind. response:	The first qualification to be a constituent member of the Sibyl System
context: What a joke.\They said we lived in a fair society managed by machines.\One that didn't depend on flawed human egos.\That's how they presented the Sibyl System, and that's why people accepted it.\And yet, all those judgments were made arbitrarily by you, an aggregate of human brains?\No. The system is boundlessly fair.\We judge and supervise people as those who transcend mankind.\The first qualification to be a constituent member of the Sibyl System response:	is to have an irregular personality that doesn't fit in with mankind's conventional standards.
context: They said we lived in a fair society managed by machines.\One that didn't depend on flawed human egos.\That's how they presented the Sibyl System, and that's why people accepted it.\And yet, all those judgments were made arbitrarily by you, an aggregate of human brains?\No. The system is boundlessly fair.\We judge and supervise people as those who transcend mankind.\The first qualification to be a constituent member of the Sibyl System\is to have an irregular personality that doesn't fit in with mankind's conventional standards. response:	Instead of aimlessly empathizing with others,
context: One that didn't depend on flawed human egos.\That's how they presented the Sibyl System, and that's why people accepted it.\And yet, all those judgments were made arbitrarily by you, an aggregate of human brains?\No. The system is boundlessly fair.\We judge and supervise people as those who transcend mankind.\The first qualification to be a constituent member of the Sibyl System\is to have an irregular personality that doesn't fit in with mankind's conventional standards.\Instead of aimlessly empathizing with others, response:	instead of losing yourself to emotion,
context: That's how they presented the Sibyl System, and that's why people accepted it.\And yet, all those judgments were made arbitrarily by you, an aggregate of human brains?\No. The system is boundlessly fair.\We judge and supervise people as those who transcend mankind.\The first qualification to be a constituent member of the Sibyl System\is to have an irregular personality that doesn't fit in with mankind's conventional standards.\Instead of aimlessly empathizing with others,\instead of losing yourself to emotion, response:	you should be able to oversee human actions from an outsider's viewpoint.
context: And yet, all those judgments were made arbitrarily by you, an aggregate of human brains?\No. The system is boundlessly fair.\We judge and supervise people as those who transcend mankind.\The first qualification to be a constituent member of the Sibyl System\is to have an irregular personality that doesn't fit in with mankind's conventional standards.\Instead of aimlessly empathizing with others,\instead of losing yourself to emotion,\you should be able to oversee human actions from an outsider's viewpoint. response:	That talent is what we require.
context: No. The system is boundlessly fair.\We judge and supervise people as those who transcend mankind.\The first qualification to be a constituent member of the Sibyl System\is to have an irregular personality that doesn't fit in with mankind's conventional standards.\Instead of aimlessly empathizing with others,\instead of losing yourself to emotion,\you should be able to oversee human actions from an outsider's viewpoint.\That talent is what we require. response:	For example, yourself and I.
context: We judge and supervise people as those who transcend mankind.\The first qualification to be a constituent member of the Sibyl System\is to have an irregular personality that doesn't fit in with mankind's conventional standards.\Instead of aimlessly empathizing with others,\instead of losing yourself to emotion,\you should be able to oversee human actions from an outsider's viewpoint.\That talent is what we require.\For example, yourself and I. response:	Oh?
context: The first qualification to be a constituent member of the Sibyl System\is to have an irregular personality that doesn't fit in with mankind's conventional standards.\Instead of aimlessly empathizing with others,\instead of losing yourself to emotion,\you should be able to oversee human actions from an outsider's viewpoint.\That talent is what we require.\For example, yourself and I.\Oh? response:	I'm also a unique human. One whose Crime Coefficient can't be determined from their Psycho-Pass.
context: is to have an irregular personality that doesn't fit in with mankind's conventional standards.\Instead of aimlessly empathizing with others,\instead of losing yourself to emotion,\you should be able to oversee human actions from an outsider's viewpoint.\That talent is what we require.\For example, yourself and I.\Oh?\I'm also a unique human. One whose Crime Coefficient can't be determined from their Psycho-Pass. response:	It's caused me a great deal of loneliness over the years.
context: Instead of aimlessly empathizing with others,\instead of losing yourself to emotion,\you should be able to oversee human actions from an outsider's viewpoint.\That talent is what we require.\For example, yourself and I.\Oh?\I'm also a unique human. One whose Crime Coefficient can't be determined from their Psycho-Pass.\It's caused me a great deal of loneliness over the years. response:	A personality that cannot be measured, even by Sibyl's collective intellect,
context: instead of losing yourself to emotion,\you should be able to oversee human actions from an outsider's viewpoint.\That talent is what we require.\For example, yourself and I.\Oh?\I'm also a unique human. One whose Crime Coefficient can't be determined from their Psycho-Pass.\It's caused me a great deal of loneliness over the years.\A personality that cannot be measured, even by Sibyl's collective intellect, response:	is called criminally asymptomatic.
context: you should be able to oversee human actions from an outsider's viewpoint.\That talent is what we require.\For example, yourself and I.\Oh?\I'm also a unique human. One whose Crime Coefficient can't be determined from their Psycho-Pass.\It's caused me a great deal of loneliness over the years.\A personality that cannot be measured, even by Sibyl's collective intellect,\is called criminally asymptomatic. response:	Those with this personality are distinguished from all other citizens
context: That talent is what we require.\For example, yourself and I.\Oh?\I'm also a unique human. One whose Crime Coefficient can't be determined from their Psycho-Pass.\It's caused me a great deal of loneliness over the years.\A personality that cannot be measured, even by Sibyl's collective intellect,\is called criminally asymptomatic.\Those with this personality are distinguished from all other citizens response:	by their unique ideology and sense of values.
context: For example, yourself and I.\Oh?\I'm also a unique human. One whose Crime Coefficient can't be determined from their Psycho-Pass.\It's caused me a great deal of loneliness over the years.\A personality that cannot be measured, even by Sibyl's collective intellect,\is called criminally asymptomatic.\Those with this personality are distinguished from all other citizens\by their unique ideology and sense of values. response:	By finding such valuable people and taking them in,
context: Oh?\I'm also a unique human. One whose Crime Coefficient can't be determined from their Psycho-Pass.\It's caused me a great deal of loneliness over the years.\A personality that cannot be measured, even by Sibyl's collective intellect,\is called criminally asymptomatic.\Those with this personality are distinguished from all other citizens\by their unique ideology and sense of values.\By finding such valuable people and taking them in, response:	the system has continued to expand its range of thinking
context: I'm also a unique human. One whose Crime Coefficient can't be determined from their Psycho-Pass.\It's caused me a great deal of loneliness over the years.\A personality that cannot be measured, even by Sibyl's collective intellect,\is called criminally asymptomatic.\Those with this personality are distinguished from all other citizens\by their unique ideology and sense of values.\By finding such valuable people and taking them in,\the system has continued to expand its range of thinking response:	and gained new possibilities as an intellectual form.
context: It's caused me a great deal of loneliness over the years.\A personality that cannot be measured, even by Sibyl's collective intellect,\is called criminally asymptomatic.\Those with this personality are distinguished from all other citizens\by their unique ideology and sense of values.\By finding such valuable people and taking them in,\the system has continued to expand its range of thinking\and gained new possibilities as an intellectual form. response:	I see. So that's why you disappeared instead of being executed after the Bureau took you in.
context: A personality that cannot be measured, even by Sibyl's collective intellect,\is called criminally asymptomatic.\Those with this personality are distinguished from all other citizens\by their unique ideology and sense of values.\By finding such valuable people and taking them in,\the system has continued to expand its range of thinking\and gained new possibilities as an intellectual form.\I see. So that's why you disappeared instead of being executed after the Bureau took you in. response:	At first, I was confused, but it didn't take long before I was able to understand its true splendor.
context: is called criminally asymptomatic.\Those with this personality are distinguished from all other citizens\by their unique ideology and sense of values.\By finding such valuable people and taking them in,\the system has continued to expand its range of thinking\and gained new possibilities as an intellectual form.\I see. So that's why you disappeared instead of being executed after the Bureau took you in.\At first, I was confused, but it didn't take long before I was able to understand its true splendor. response:	Omnipotence, achieved through expanding both understanding and judgment by sharing one's cognition with other brains...
context: Those with this personality are distinguished from all other citizens\by their unique ideology and sense of values.\By finding such valuable people and taking them in,\the system has continued to expand its range of thinking\and gained new possibilities as an intellectual form.\I see. So that's why you disappeared instead of being executed after the Bureau took you in.\At first, I was confused, but it didn't take long before I was able to understand its true splendor.\Omnipotence, achieved through expanding both understanding and judgment by sharing one's cognition with other brains... response:	I feel like I'm a prophet straight out of legend.
context: by their unique ideology and sense of values.\By finding such valuable people and taking them in,\the system has continued to expand its range of thinking\and gained new possibilities as an intellectual form.\I see. So that's why you disappeared instead of being executed after the Bureau took you in.\At first, I was confused, but it didn't take long before I was able to understand its true splendor.\Omnipotence, achieved through expanding both understanding and judgment by sharing one's cognition with other brains...\I feel like I'm a prophet straight out of legend. response:	I understand everything.
context: By finding such valuable people and taking them in,\the system has continued to expand its range of thinking\and gained new possibilities as an intellectual form.\I see. So that's why you disappeared instead of being executed after the Bureau took you in.\At first, I was confused, but it didn't take long before I was able to understand its true splendor.\Omnipotence, achieved through expanding both understanding and judgment by sharing one's cognition with other brains...\I feel like I'm a prophet straight out of legend.\I understand everything. response:	I feel that everything in the world is under my rule.
context: the system has continued to expand its range of thinking\and gained new possibilities as an intellectual form.\I see. So that's why you disappeared instead of being executed after the Bureau took you in.\At first, I was confused, but it didn't take long before I was able to understand its true splendor.\Omnipotence, achieved through expanding both understanding and judgment by sharing one's cognition with other brains...\I feel like I'm a prophet straight out of legend.\I understand everything.\I feel that everything in the world is under my rule. response:	There are limits to the amount of pleasure a person can obtain in the flesh.
context: and gained new possibilities as an intellectual form.\I see. So that's why you disappeared instead of being executed after the Bureau took you in.\At first, I was confused, but it didn't take long before I was able to understand its true splendor.\Omnipotence, achieved through expanding both understanding and judgment by sharing one's cognition with other brains...\I feel like I'm a prophet straight out of legend.\I understand everything.\I feel that everything in the world is under my rule.\There are limits to the amount of pleasure a person can obtain in the flesh. response:	However, pleasure brought out by the intellect is infinite.
context: I see. So that's why you disappeared instead of being executed after the Bureau took you in.\At first, I was confused, but it didn't take long before I was able to understand its true splendor.\Omnipotence, achieved through expanding both understanding and judgment by sharing one's cognition with other brains...\I feel like I'm a prophet straight out of legend.\I understand everything.\I feel that everything in the world is under my rule.\There are limits to the amount of pleasure a person can obtain in the flesh.\However, pleasure brought out by the intellect is infinite. response:	You can understand that, can't you, Shougo?
context: At first, I was confused, but it didn't take long before I was able to understand its true splendor.\Omnipotence, achieved through expanding both understanding and judgment by sharing one's cognition with other brains...\I feel like I'm a prophet straight out of legend.\I understand everything.\I feel that everything in the world is under my rule.\There are limits to the amount of pleasure a person can obtain in the flesh.\However, pleasure brought out by the intellect is infinite.\You can understand that, can't you, Shougo? response:	Yeah. It's not really hard to imagine.
context: Omnipotence, achieved through expanding both understanding and judgment by sharing one's cognition with other brains...\I feel like I'm a prophet straight out of legend.\I understand everything.\I feel that everything in the world is under my rule.\There are limits to the amount of pleasure a person can obtain in the flesh.\However, pleasure brought out by the intellect is infinite.\You can understand that, can't you, Shougo?\Yeah. It's not really hard to imagine. response:	Both you and I have been isolated and oppressed in this world full of contradictions.
context: I feel like I'm a prophet straight out of legend.\I understand everything.\I feel that everything in the world is under my rule.\There are limits to the amount of pleasure a person can obtain in the flesh.\However, pleasure brought out by the intellect is infinite.\You can understand that, can't you, Shougo?\Yeah. It's not really hard to imagine.\Both you and I have been isolated and oppressed in this world full of contradictions. response:	But we don't need to grieve over it anymore.
context: I understand everything.\I feel that everything in the world is under my rule.\There are limits to the amount of pleasure a person can obtain in the flesh.\However, pleasure brought out by the intellect is infinite.\You can understand that, can't you, Shougo?\Yeah. It's not really hard to imagine.\Both you and I have been isolated and oppressed in this world full of contradictions.\But we don't need to grieve over it anymore. response:	We should be proud of the nobility of this mission that fate has charged us with.
context: I feel that everything in the world is under my rule.\There are limits to the amount of pleasure a person can obtain in the flesh.\However, pleasure brought out by the intellect is infinite.\You can understand that, can't you, Shougo?\Yeah. It's not really hard to imagine.\Both you and I have been isolated and oppressed in this world full of contradictions.\But we don't need to grieve over it anymore.\We should be proud of the nobility of this mission that fate has charged us with. response:	The time has also come for you to take your proper place!
context: There are limits to the amount of pleasure a person can obtain in the flesh.\However, pleasure brought out by the intellect is infinite.\You can understand that, can't you, Shougo?\Yeah. It's not really hard to imagine.\Both you and I have been isolated and oppressed in this world full of contradictions.\But we don't need to grieve over it anymore.\We should be proud of the nobility of this mission that fate has charged us with.\The time has also come for you to take your proper place! response:	In other words...
context: However, pleasure brought out by the intellect is infinite.\You can understand that, can't you, Shougo?\Yeah. It's not really hard to imagine.\Both you and I have been isolated and oppressed in this world full of contradictions.\But we don't need to grieve over it anymore.\We should be proud of the nobility of this mission that fate has charged us with.\The time has also come for you to take your proper place!\In other words... response:	you're telling me to become a member of the Sibyl System?
context: You can understand that, can't you, Shougo?\Yeah. It's not really hard to imagine.\Both you and I have been isolated and oppressed in this world full of contradictions.\But we don't need to grieve over it anymore.\We should be proud of the nobility of this mission that fate has charged us with.\The time has also come for you to take your proper place!\In other words...\you're telling me to become a member of the Sibyl System? response:	Your intellect and deep insight
context: Yeah. It's not really hard to imagine.\Both you and I have been isolated and oppressed in this world full of contradictions.\But we don't need to grieve over it anymore.\We should be proud of the nobility of this mission that fate has charged us with.\The time has also come for you to take your proper place!\In other words...\you're telling me to become a member of the Sibyl System?\Your intellect and deep insight response:	are qualities we eagerly seek out in order to further evolve the Sibyl System.
context: Both you and I have been isolated and oppressed in this world full of contradictions.\But we don't need to grieve over it anymore.\We should be proud of the nobility of this mission that fate has charged us with.\The time has also come for you to take your proper place!\In other words...\you're telling me to become a member of the Sibyl System?\Your intellect and deep insight\are qualities we eagerly seek out in order to further evolve the Sibyl System. response:	It's not to say that we can't simply make you a member by force.
context: But we don't need to grieve over it anymore.\We should be proud of the nobility of this mission that fate has charged us with.\The time has also come for you to take your proper place!\In other words...\you're telling me to become a member of the Sibyl System?\Your intellect and deep insight\are qualities we eagerly seek out in order to further evolve the Sibyl System.\It's not to say that we can't simply make you a member by force. response:	However, Value exists only in the acts based on one's free will.
context: We should be proud of the nobility of this mission that fate has charged us with.\The time has also come for you to take your proper place!\In other words...\you're telling me to become a member of the Sibyl System?\Your intellect and deep insight\are qualities we eagerly seek out in order to further evolve the Sibyl System.\It's not to say that we can't simply make you a member by force.\However, Value exists only in the acts based on one's free will. response:	Those were your words, right?
context: The time has also come for you to take your proper place!\In other words...\you're telling me to become a member of the Sibyl System?\Your intellect and deep insight\are qualities we eagerly seek out in order to further evolve the Sibyl System.\It's not to say that we can't simply make you a member by force.\However, Value exists only in the acts based on one's free will.\Those were your words, right? response:	I hoped that you'd understand my explanation and then agree to it.
context: In other words...\you're telling me to become a member of the Sibyl System?\Your intellect and deep insight\are qualities we eagerly seek out in order to further evolve the Sibyl System.\It's not to say that we can't simply make you a member by force.\However, Value exists only in the acts based on one's free will.\Those were your words, right?\I hoped that you'd understand my explanation and then agree to it. response:	The idea of being reduced to a cog in a machine isn't very appealing to me.
context: you're telling me to become a member of the Sibyl System?\Your intellect and deep insight\are qualities we eagerly seek out in order to further evolve the Sibyl System.\It's not to say that we can't simply make you a member by force.\However, Value exists only in the acts based on one's free will.\Those were your words, right?\I hoped that you'd understand my explanation and then agree to it.\The idea of being reduced to a cog in a machine isn't very appealing to me. response:	Of course, this would not take away any of your independence as an individual.
context: Your intellect and deep insight\are qualities we eagerly seek out in order to further evolve the Sibyl System.\It's not to say that we can't simply make you a member by force.\However, Value exists only in the acts based on one's free will.\Those were your words, right?\I hoped that you'd understand my explanation and then agree to it.\The idea of being reduced to a cog in a machine isn't very appealing to me.\Of course, this would not take away any of your independence as an individual. response:	In fact, as you can see, I'm still maintaining a sense of my self as Touma Kouzaburou.
context: are qualities we eagerly seek out in order to further evolve the Sibyl System.\It's not to say that we can't simply make you a member by force.\However, Value exists only in the acts based on one's free will.\Those were your words, right?\I hoped that you'd understand my explanation and then agree to it.\The idea of being reduced to a cog in a machine isn't very appealing to me.\Of course, this would not take away any of your independence as an individual.\In fact, as you can see, I'm still maintaining a sense of my self as Touma Kouzaburou. response:	All you have to do is say a single word: Yes.
context: It's not to say that we can't simply make you a member by force.\However, Value exists only in the acts based on one's free will.\Those were your words, right?\I hoped that you'd understand my explanation and then agree to it.\The idea of being reduced to a cog in a machine isn't very appealing to me.\Of course, this would not take away any of your independence as an individual.\In fact, as you can see, I'm still maintaining a sense of my self as Touma Kouzaburou.\All you have to do is say a single word: Yes. response:	The operation will be completed on our way to the Ministry of Welfare using the equipment we have here.
context: However, Value exists only in the acts based on one's free will.\Those were your words, right?\I hoped that you'd understand my explanation and then agree to it.\The idea of being reduced to a cog in a machine isn't very appealing to me.\Of course, this would not take away any of your independence as an individual.\In fact, as you can see, I'm still maintaining a sense of my self as Touma Kouzaburou.\All you have to do is say a single word: Yes.\The operation will be completed on our way to the Ministry of Welfare using the equipment we have here. response:	The Makishima Shougo known to the public will disappear with your body,
context: Those were your words, right?\I hoped that you'd understand my explanation and then agree to it.\The idea of being reduced to a cog in a machine isn't very appealing to me.\Of course, this would not take away any of your independence as an individual.\In fact, as you can see, I'm still maintaining a sense of my self as Touma Kouzaburou.\All you have to do is say a single word: Yes.\The operation will be completed on our way to the Ministry of Welfare using the equipment we have here.\The Makishima Shougo known to the public will disappear with your body, response:	but you'll become one of those who rule this world and none will be the wiser.
context: I hoped that you'd understand my explanation and then agree to it.\The idea of being reduced to a cog in a machine isn't very appealing to me.\Of course, this would not take away any of your independence as an individual.\In fact, as you can see, I'm still maintaining a sense of my self as Touma Kouzaburou.\All you have to do is say a single word: Yes.\The operation will be completed on our way to the Ministry of Welfare using the equipment we have here.\The Makishima Shougo known to the public will disappear with your body,\but you'll become one of those who rule this world and none will be the wiser. response:	You sound like the doctor in Balnibarbi.
context: The idea of being reduced to a cog in a machine isn't very appealing to me.\Of course, this would not take away any of your independence as an individual.\In fact, as you can see, I'm still maintaining a sense of my self as Touma Kouzaburou.\All you have to do is say a single word: Yes.\The operation will be completed on our way to the Ministry of Welfare using the equipment we have here.\The Makishima Shougo known to the public will disappear with your body,\but you'll become one of those who rule this world and none will be the wiser.\You sound like the doctor in Balnibarbi. response:	What?
context: Of course, this would not take away any of your independence as an individual.\In fact, as you can see, I'm still maintaining a sense of my self as Touma Kouzaburou.\All you have to do is say a single word: Yes.\The operation will be completed on our way to the Ministry of Welfare using the equipment we have here.\The Makishima Shougo known to the public will disappear with your body,\but you'll become one of those who rule this world and none will be the wiser.\You sound like the doctor in Balnibarbi.\What? response:	I'm talking about Gulliver's Travels by Swift. Specifically, Part III.
context: In fact, as you can see, I'm still maintaining a sense of my self as Touma Kouzaburou.\All you have to do is say a single word: Yes.\The operation will be completed on our way to the Ministry of Welfare using the equipment we have here.\The Makishima Shougo known to the public will disappear with your body,\but you'll become one of those who rule this world and none will be the wiser.\You sound like the doctor in Balnibarbi.\What?\I'm talking about Gulliver's Travels by Swift. Specifically, Part III. response:	Balnibarbi is the place Gulliver travels to after the flying island of Laputa.
context: All you have to do is say a single word: Yes.\The operation will be completed on our way to the Ministry of Welfare using the equipment we have here.\The Makishima Shougo known to the public will disappear with your body,\but you'll become one of those who rule this world and none will be the wiser.\You sound like the doctor in Balnibarbi.\What?\I'm talking about Gulliver's Travels by Swift. Specifically, Part III.\Balnibarbi is the place Gulliver travels to after the flying island of Laputa. response:	A doctor in Balnibarbi comes up with a way to get politicians with conflicting opinions to reconcile with one another.
context: The operation will be completed on our way to the Ministry of Welfare using the equipment we have here.\The Makishima Shougo known to the public will disappear with your body,\but you'll become one of those who rule this world and none will be the wiser.\You sound like the doctor in Balnibarbi.\What?\I'm talking about Gulliver's Travels by Swift. Specifically, Part III.\Balnibarbi is the place Gulliver travels to after the flying island of Laputa.\A doctor in Balnibarbi comes up with a way to get politicians with conflicting opinions to reconcile with one another. response:	It was surgery in which they'd cut each of their brains in half then have the two hemispheres sewn together.
context: The Makishima Shougo known to the public will disappear with your body,\but you'll become one of those who rule this world and none will be the wiser.\You sound like the doctor in Balnibarbi.\What?\I'm talking about Gulliver's Travels by Swift. Specifically, Part III.\Balnibarbi is the place Gulliver travels to after the flying island of Laputa.\A doctor in Balnibarbi comes up with a way to get politicians with conflicting opinions to reconcile with one another.\It was surgery in which they'd cut each of their brains in half then have the two hemispheres sewn together. response:	Once that was done, they could produce the moderation as well as regularity of thinking.
context: but you'll become one of those who rule this world and none will be the wiser.\You sound like the doctor in Balnibarbi.\What?\I'm talking about Gulliver's Travels by Swift. Specifically, Part III.\Balnibarbi is the place Gulliver travels to after the flying island of Laputa.\A doctor in Balnibarbi comes up with a way to get politicians with conflicting opinions to reconcile with one another.\It was surgery in which they'd cut each of their brains in half then have the two hemispheres sewn together.\Once that was done, they could produce the moderation as well as regularity of thinking. response:	For the self-conceited lot
context: You sound like the doctor in Balnibarbi.\What?\I'm talking about Gulliver's Travels by Swift. Specifically, Part III.\Balnibarbi is the place Gulliver travels to after the flying island of Laputa.\A doctor in Balnibarbi comes up with a way to get politicians with conflicting opinions to reconcile with one another.\It was surgery in which they'd cut each of their brains in half then have the two hemispheres sewn together.\Once that was done, they could produce the moderation as well as regularity of thinking.\For the self-conceited lot response:	who think that they come into the world only to watch and govern its motion,
context: What?\I'm talking about Gulliver's Travels by Swift. Specifically, Part III.\Balnibarbi is the place Gulliver travels to after the flying island of Laputa.\A doctor in Balnibarbi comes up with a way to get politicians with conflicting opinions to reconcile with one another.\It was surgery in which they'd cut each of their brains in half then have the two hemispheres sewn together.\Once that was done, they could produce the moderation as well as regularity of thinking.\For the self-conceited lot\who think that they come into the world only to watch and govern its motion, response:	Swift writes that it is the most desirable approach.
context: I'm talking about Gulliver's Travels by Swift. Specifically, Part III.\Balnibarbi is the place Gulliver travels to after the flying island of Laputa.\A doctor in Balnibarbi comes up with a way to get politicians with conflicting opinions to reconcile with one another.\It was surgery in which they'd cut each of their brains in half then have the two hemispheres sewn together.\Once that was done, they could produce the moderation as well as regularity of thinking.\For the self-conceited lot\who think that they come into the world only to watch and govern its motion,\Swift writes that it is the most desirable approach. response:	You're a genius at sarcasm, Shougo.
context: Balnibarbi is the place Gulliver travels to after the flying island of Laputa.\A doctor in Balnibarbi comes up with a way to get politicians with conflicting opinions to reconcile with one another.\It was surgery in which they'd cut each of their brains in half then have the two hemispheres sewn together.\Once that was done, they could produce the moderation as well as regularity of thinking.\For the self-conceited lot\who think that they come into the world only to watch and govern its motion,\Swift writes that it is the most desirable approach.\You're a genius at sarcasm, Shougo. response:	I'm not, but Swift certainly is.
context: A doctor in Balnibarbi comes up with a way to get politicians with conflicting opinions to reconcile with one another.\It was surgery in which they'd cut each of their brains in half then have the two hemispheres sewn together.\Once that was done, they could produce the moderation as well as regularity of thinking.\For the self-conceited lot\who think that they come into the world only to watch and govern its motion,\Swift writes that it is the most desirable approach.\You're a genius at sarcasm, Shougo.\I'm not, but Swift certainly is. response:	You probably thought that I wouldn't resist until I knew where I was,
context: It was surgery in which they'd cut each of their brains in half then have the two hemispheres sewn together.\Once that was done, they could produce the moderation as well as regularity of thinking.\For the self-conceited lot\who think that they come into the world only to watch and govern its motion,\Swift writes that it is the most desirable approach.\You're a genius at sarcasm, Shougo.\I'm not, but Swift certainly is.\You probably thought that I wouldn't resist until I knew where I was, response:	but as usual, you weren't very careful.
context: Once that was done, they could produce the moderation as well as regularity of thinking.\For the self-conceited lot\who think that they come into the world only to watch and govern its motion,\Swift writes that it is the most desirable approach.\You're a genius at sarcasm, Shougo.\I'm not, but Swift certainly is.\You probably thought that I wouldn't resist until I knew where I was,\but as usual, you weren't very careful. response:	You said on our way to the Ministry of Welfare earlier.
context: For the self-conceited lot\who think that they come into the world only to watch and govern its motion,\Swift writes that it is the most desirable approach.\You're a genius at sarcasm, Shougo.\I'm not, but Swift certainly is.\You probably thought that I wouldn't resist until I knew where I was,\but as usual, you weren't very careful.\You said on our way to the Ministry of Welfare earlier. response:	By saying that, you hinted that we're in transit.
context: who think that they come into the world only to watch and govern its motion,\Swift writes that it is the most desirable approach.\You're a genius at sarcasm, Shougo.\I'm not, but Swift certainly is.\You probably thought that I wouldn't resist until I knew where I was,\but as usual, you weren't very careful.\You said on our way to the Ministry of Welfare earlier.\By saying that, you hinted that we're in transit. response:	We're not inside the Public Safety Bureau, so I judged that I could escape.
context: Swift writes that it is the most desirable approach.\You're a genius at sarcasm, Shougo.\I'm not, but Swift certainly is.\You probably thought that I wouldn't resist until I knew where I was,\but as usual, you weren't very careful.\You said on our way to the Ministry of Welfare earlier.\By saying that, you hinted that we're in transit.\We're not inside the Public Safety Bureau, so I judged that I could escape. response:	Why?
context: You're a genius at sarcasm, Shougo.\I'm not, but Swift certainly is.\You probably thought that I wouldn't resist until I knew where I was,\but as usual, you weren't very careful.\You said on our way to the Ministry of Welfare earlier.\By saying that, you hinted that we're in transit.\We're not inside the Public Safety Bureau, so I judged that I could escape.\Why? response:	I thought you'd be able to understand...
context: I'm not, but Swift certainly is.\You probably thought that I wouldn't resist until I knew where I was,\but as usual, you weren't very careful.\You said on our way to the Ministry of Welfare earlier.\By saying that, you hinted that we're in transit.\We're not inside the Public Safety Bureau, so I judged that I could escape.\Why?\I thought you'd be able to understand... response:	the joy of omnipotence and the pleasure of governing the world...
