context: Master, where should we head next? response:	Hair
context: and then that other time!\I just got dragged into those messes!\I'm always running away.\Eventually, someone'll show up to defeat them.\I just happened to be at those places,\but everyone ends up thinking I'm the one who defeated those things!\I've never even been in a fight!\King... response:	I ended up with this hero name because they thought I was the ultimate hero
context: I just got dragged into those messes!\I'm always running away.\Eventually, someone'll show up to defeat them.\I just happened to be at those places,\but everyone ends up thinking I'm the one who defeated those things!\I've never even been in a fight!\King...\I ended up with this hero name because they thought I was the ultimate hero response:	and my overwhelming strength...
context: I'm always running away.\Eventually, someone'll show up to defeat them.\I just happened to be at those places,\but everyone ends up thinking I'm the one who defeated those things!\I've never even been in a fight!\King...\I ended up with this hero name because they thought I was the ultimate hero\and my overwhelming strength... response:	What a joke.
context: Eventually, someone'll show up to defeat them.\I just happened to be at those places,\but everyone ends up thinking I'm the one who defeated those things!\I've never even been in a fight!\King...\I ended up with this hero name because they thought I was the ultimate hero\and my overwhelming strength...\What a joke. response:	I'm basically nothing but lies.
context: I just happened to be at those places,\but everyone ends up thinking I'm the one who defeated those things!\I've never even been in a fight!\King...\I ended up with this hero name because they thought I was the ultimate hero\and my overwhelming strength...\What a joke.\I'm basically nothing but lies. response:	Oh?
context: but everyone ends up thinking I'm the one who defeated those things!\I've never even been in a fight!\King...\I ended up with this hero name because they thought I was the ultimate hero\and my overwhelming strength...\What a joke.\I'm basically nothing but lies.\Oh? response:	That's
context: I've never even been in a fight!\King...\I ended up with this hero name because they thought I was the ultimate hero\and my overwhelming strength...\What a joke.\I'm basically nothing but lies.\Oh?\That's response:	Why you little...
context: King...\I ended up with this hero name because they thought I was the ultimate hero\and my overwhelming strength...\What a joke.\I'm basically nothing but lies.\Oh?\That's\Why you little... response:	The steam is
context: I ended up with this hero name because they thought I was the ultimate hero\and my overwhelming strength...\What a joke.\I'm basically nothing but lies.\Oh?\That's\Why you little...\The steam is response:	It appears that you're after King,
context: and my overwhelming strength...\What a joke.\I'm basically nothing but lies.\Oh?\That's\Why you little...\The steam is\It appears that you're after King, response:	but I know someone that's stronger.
context: What a joke.\I'm basically nothing but lies.\Oh?\That's\Why you little...\The steam is\It appears that you're after King,\but I know someone that's stronger. response:	You not gonna fight, King?
context: I'm basically nothing but lies.\Oh?\That's\Why you little...\The steam is\It appears that you're after King,\but I know someone that's stronger.\You not gonna fight, King? response:	You've got the wrong idea!
context: Oh?\That's\Why you little...\The steam is\It appears that you're after King,\but I know someone that's stronger.\You not gonna fight, King?\You've got the wrong idea! response:	I'm not the King that society looks up to so much!
context: That's\Why you little...\The steam is\It appears that you're after King,\but I know someone that's stronger.\You not gonna fight, King?\You've got the wrong idea!\I'm not the King that society looks up to so much! response:	If I don't say it now, he's
context: Why you little...\The steam is\It appears that you're after King,\but I know someone that's stronger.\You not gonna fight, King?\You've got the wrong idea!\I'm not the King that society looks up to so much!\If I don't say it now, he's response:	I'm actually
context: The steam is\It appears that you're after King,\but I know someone that's stronger.\You not gonna fight, King?\You've got the wrong idea!\I'm not the King that society looks up to so much!\If I don't say it now, he's\I'm actually response:	Seriously? So your strength and battle history are all lies?
context: It appears that you're after King,\but I know someone that's stronger.\You not gonna fight, King?\You've got the wrong idea!\I'm not the King that society looks up to so much!\If I don't say it now, he's\I'm actually\Seriously? So your strength and battle history are all lies? response:	I guess it must be true if you pissed your pants over that bird.
context: but I know someone that's stronger.\You not gonna fight, King?\You've got the wrong idea!\I'm not the King that society looks up to so much!\If I don't say it now, he's\I'm actually\Seriously? So your strength and battle history are all lies?\I guess it must be true if you pissed your pants over that bird. response:	Wait, why are you just standing there? What happened to the bird?
context: You not gonna fight, King?\You've got the wrong idea!\I'm not the King that society looks up to so much!\If I don't say it now, he's\I'm actually\Seriously? So your strength and battle history are all lies?\I guess it must be true if you pissed your pants over that bird.\Wait, why are you just standing there? What happened to the bird? response:	He... What?
context: You've got the wrong idea!\I'm not the King that society looks up to so much!\If I don't say it now, he's\I'm actually\Seriously? So your strength and battle history are all lies?\I guess it must be true if you pissed your pants over that bird.\Wait, why are you just standing there? What happened to the bird?\He... What? response:	You okay?
context: I'm not the King that society looks up to so much!\If I don't say it now, he's\I'm actually\Seriously? So your strength and battle history are all lies?\I guess it must be true if you pissed your pants over that bird.\Wait, why are you just standing there? What happened to the bird?\He... What?\You okay? response:	Someone! Someone!
context: If I don't say it now, he's\I'm actually\Seriously? So your strength and battle history are all lies?\I guess it must be true if you pissed your pants over that bird.\Wait, why are you just standing there? What happened to the bird?\He... What?\You okay?\Someone! Someone! response:	Hey, calm down. I defeated the monster.
context: I'm actually\Seriously? So your strength and battle history are all lies?\I guess it must be true if you pissed your pants over that bird.\Wait, why are you just standing there? What happened to the bird?\He... What?\You okay?\Someone! Someone!\Hey, calm down. I defeated the monster. response:	Is your eye okay?
context: Seriously? So your strength and battle history are all lies?\I guess it must be true if you pissed your pants over that bird.\Wait, why are you just standing there? What happened to the bird?\He... What?\You okay?\Someone! Someone!\Hey, calm down. I defeated the monster.\Is your eye okay? response:	Try opening it slowly.
context: I guess it must be true if you pissed your pants over that bird.\Wait, why are you just standing there? What happened to the bird?\He... What?\You okay?\Someone! Someone!\Hey, calm down. I defeated the monster.\Is your eye okay?\Try opening it slowly. response:	Can you see?
context: Wait, why are you just standing there? What happened to the bird?\He... What?\You okay?\Someone! Someone!\Hey, calm down. I defeated the monster.\Is your eye okay?\Try opening it slowly.\Can you see? response:	Wh-Who are you?
context: He... What?\You okay?\Someone! Someone!\Hey, calm down. I defeated the monster.\Is your eye okay?\Try opening it slowly.\Can you see?\Wh-Who are you? response:	Me?
context: You okay?\Someone! Someone!\Hey, calm down. I defeated the monster.\Is your eye okay?\Try opening it slowly.\Can you see?\Wh-Who are you?\Me? response:	Hm...
context: Someone! Someone!\Hey, calm down. I defeated the monster.\Is your eye okay?\Try opening it slowly.\Can you see?\Wh-Who are you?\Me?\Hm... response:	I guess I'm just a guy who's aspiring to be a hero for fun.
context: Hey, calm down. I defeated the monster.\Is your eye okay?\Try opening it slowly.\Can you see?\Wh-Who are you?\Me?\Hm...\I guess I'm just a guy who's aspiring to be a hero for fun. response:	You're so hurt...
context: Is your eye okay?\Try opening it slowly.\Can you see?\Wh-Who are you?\Me?\Hm...\I guess I'm just a guy who's aspiring to be a hero for fun.\You're so hurt... response:	This is nothing.
context: Try opening it slowly.\Can you see?\Wh-Who are you?\Me?\Hm...\I guess I'm just a guy who's aspiring to be a hero for fun.\You're so hurt...\This is nothing. response:	Today was a great victory.
context: Can you see?\Wh-Who are you?\Me?\Hm...\I guess I'm just a guy who's aspiring to be a hero for fun.\You're so hurt...\This is nothing.\Today was a great victory. response:	This guy is...
context: Wh-Who are you?\Me?\Hm...\I guess I'm just a guy who's aspiring to be a hero for fun.\You're so hurt...\This is nothing.\Today was a great victory.\This guy is... response:	Hey, what's the matter? Hey!
context: Me?\Hm...\I guess I'm just a guy who's aspiring to be a hero for fun.\You're so hurt...\This is nothing.\Today was a great victory.\This guy is...\Hey, what's the matter? Hey! response:	I'm so sorry!
context: Hm...\I guess I'm just a guy who's aspiring to be a hero for fun.\You're so hurt...\This is nothing.\Today was a great victory.\This guy is...\Hey, what's the matter? Hey!\I'm so sorry! response:	Are you having fun?
context: I guess I'm just a guy who's aspiring to be a hero for fun.\You're so hurt...\This is nothing.\Today was a great victory.\This guy is...\Hey, what's the matter? Hey!\I'm so sorry!\Are you having fun? response:	Being a hero who lies and cowers in fear?
context: You're so hurt...\This is nothing.\Today was a great victory.\This guy is...\Hey, what's the matter? Hey!\I'm so sorry!\Are you having fun?\Being a hero who lies and cowers in fear? response:	No...
context: This is nothing.\Today was a great victory.\This guy is...\Hey, what's the matter? Hey!\I'm so sorry!\Are you having fun?\Being a hero who lies and cowers in fear?\No... response:	I mean, it's none of my business, so I'm not going to lecture you or anything.
context: Today was a great victory.\This guy is...\Hey, what's the matter? Hey!\I'm so sorry!\Are you having fun?\Being a hero who lies and cowers in fear?\No...\I mean, it's none of my business, so I'm not going to lecture you or anything. response:	But, uh... I may have been taking credit for your deeds.
context: This guy is...\Hey, what's the matter? Hey!\I'm so sorry!\Are you having fun?\Being a hero who lies and cowers in fear?\No...\I mean, it's none of my business, so I'm not going to lecture you or anything.\But, uh... I may have been taking credit for your deeds. response:	This isn't about that.
context: Hey, what's the matter? Hey!\I'm so sorry!\Are you having fun?\Being a hero who lies and cowers in fear?\No...\I mean, it's none of my business, so I'm not going to lecture you or anything.\But, uh... I may have been taking credit for your deeds.\This isn't about that. response:	You're everyone's hero.
context: I'm so sorry!\Are you having fun?\Being a hero who lies and cowers in fear?\No...\I mean, it's none of my business, so I'm not going to lecture you or anything.\But, uh... I may have been taking credit for your deeds.\This isn't about that.\You're everyone's hero. response:	No, I'm...
context: Are you having fun?\Being a hero who lies and cowers in fear?\No...\I mean, it's none of my business, so I'm not going to lecture you or anything.\But, uh... I may have been taking credit for your deeds.\This isn't about that.\You're everyone's hero.\No, I'm... response:	No matter what you think, they think that you're the ultimate hero.
context: Being a hero who lies and cowers in fear?\No...\I mean, it's none of my business, so I'm not going to lecture you or anything.\But, uh... I may have been taking credit for your deeds.\This isn't about that.\You're everyone's hero.\No, I'm...\No matter what you think, they think that you're the ultimate hero. response:	Rumble
context: No...\I mean, it's none of my business, so I'm not going to lecture you or anything.\But, uh... I may have been taking credit for your deeds.\This isn't about that.\You're everyone's hero.\No, I'm...\No matter what you think, they think that you're the ultimate hero.\Rumble response:	King, are you going to continue with your lies?
context: I mean, it's none of my business, so I'm not going to lecture you or anything.\But, uh... I may have been taking credit for your deeds.\This isn't about that.\You're everyone's hero.\No, I'm...\No matter what you think, they think that you're the ultimate hero.\Rumble\King, are you going to continue with your lies? response:	Or are you going to quit being a hero?
context: But, uh... I may have been taking credit for your deeds.\This isn't about that.\You're everyone's hero.\No, I'm...\No matter what you think, they think that you're the ultimate hero.\Rumble\King, are you going to continue with your lies?\Or are you going to quit being a hero? response:	I'm not sure...
context: This isn't about that.\You're everyone's hero.\No, I'm...\No matter what you think, they think that you're the ultimate hero.\Rumble\King, are you going to continue with your lies?\Or are you going to quit being a hero?\I'm not sure... response:	In that case,
context: You're everyone's hero.\No, I'm...\No matter what you think, they think that you're the ultimate hero.\Rumble\King, are you going to continue with your lies?\Or are you going to quit being a hero?\I'm not sure...\In that case, response:	why don't you just get strong?
context: No, I'm...\No matter what you think, they think that you're the ultimate hero.\Rumble\King, are you going to continue with your lies?\Or are you going to quit being a hero?\I'm not sure...\In that case,\why don't you just get strong? response:	Huh?
context: No matter what you think, they think that you're the ultimate hero.\Rumble\King, are you going to continue with your lies?\Or are you going to quit being a hero?\I'm not sure...\In that case,\why don't you just get strong?\Huh? response:	I'm going now.
context: Rumble\King, are you going to continue with your lies?\Or are you going to quit being a hero?\I'm not sure...\In that case,\why don't you just get strong?\Huh?\I'm going now. response:	See ya.
context: King, are you going to continue with your lies?\Or are you going to quit being a hero?\I'm not sure...\In that case,\why don't you just get strong?\Huh?\I'm going now.\See ya. response:	Wait!
context: Or are you going to quit being a hero?\I'm not sure...\In that case,\why don't you just get strong?\Huh?\I'm going now.\See ya.\Wait! response:	Aren't you angry with me?
context: I'm not sure...\In that case,\why don't you just get strong?\Huh?\I'm going now.\See ya.\Wait!\Aren't you angry with me? response:	You worked so hard to become a hero, and yet, I...
context: In that case,\why don't you just get strong?\Huh?\I'm going now.\See ya.\Wait!\Aren't you angry with me?\You worked so hard to become a hero, and yet, I... response:	I'll be coming by now and then to play some games.
context: why don't you just get strong?\Huh?\I'm going now.\See ya.\Wait!\Aren't you angry with me?\You worked so hard to become a hero, and yet, I...\I'll be coming by now and then to play some games. response:	Peace.
context: Huh?\I'm going now.\See ya.\Wait!\Aren't you angry with me?\You worked so hard to become a hero, and yet, I...\I'll be coming by now and then to play some games.\Peace. response:	Oh!
context: I'm going now.\See ya.\Wait!\Aren't you angry with me?\You worked so hard to become a hero, and yet, I...\I'll be coming by now and then to play some games.\Peace.\Oh! response:	Uh...
context: See ya.\Wait!\Aren't you angry with me?\You worked so hard to become a hero, and yet, I...\I'll be coming by now and then to play some games.\Peace.\Oh!\Uh... response:	Sure.
context: Wait!\Aren't you angry with me?\You worked so hard to become a hero, and yet, I...\I'll be coming by now and then to play some games.\Peace.\Oh!\Uh...\Sure. response:	Dr. Kuseno, these are parts from a robot calling itself the Robot God G4.
context: Aren't you angry with me?\You worked so hard to become a hero, and yet, I...\I'll be coming by now and then to play some games.\Peace.\Oh!\Uh...\Sure.\Dr. Kuseno, these are parts from a robot calling itself the Robot God G4. response:	It had immense power and superb AI.
context: You worked so hard to become a hero, and yet, I...\I'll be coming by now and then to play some games.\Peace.\Oh!\Uh...\Sure.\Dr. Kuseno, these are parts from a robot calling itself the Robot God G4.\It had immense power and superb AI. response:	If there are any parts from it that I can use, please allow me to do so.
context: I'll be coming by now and then to play some games.\Peace.\Oh!\Uh...\Sure.\Dr. Kuseno, these are parts from a robot calling itself the Robot God G4.\It had immense power and superb AI.\If there are any parts from it that I can use, please allow me to do so. response:	Th-This is... Genos, where did you get this?
context: Peace.\Oh!\Uh...\Sure.\Dr. Kuseno, these are parts from a robot calling itself the Robot God G4.\It had immense power and superb AI.\If there are any parts from it that I can use, please allow me to do so.\Th-This is... Genos, where did you get this? response:	Doctor,
context: Oh!\Uh...\Sure.\Dr. Kuseno, these are parts from a robot calling itself the Robot God G4.\It had immense power and superb AI.\If there are any parts from it that I can use, please allow me to do so.\Th-This is... Genos, where did you get this?\Doctor, response:	I want to get stronger.
context: Uh...\Sure.\Dr. Kuseno, these are parts from a robot calling itself the Robot God G4.\It had immense power and superb AI.\If there are any parts from it that I can use, please allow me to do so.\Th-This is... Genos, where did you get this?\Doctor,\I want to get stronger. response:	All right. Let's give it a try.
context: Sure.\Dr. Kuseno, these are parts from a robot calling itself the Robot God G4.\It had immense power and superb AI.\If there are any parts from it that I can use, please allow me to do so.\Th-This is... Genos, where did you get this?\Doctor,\I want to get stronger.\All right. Let's give it a try. response:	I believe I can still make you stronger.
context: Dr. Kuseno, these are parts from a robot calling itself the Robot God G4.\It had immense power and superb AI.\If there are any parts from it that I can use, please allow me to do so.\Th-This is... Genos, where did you get this?\Doctor,\I want to get stronger.\All right. Let's give it a try.\I believe I can still make you stronger. response:	Thank you.
context: It had immense power and superb AI.\If there are any parts from it that I can use, please allow me to do so.\Th-This is... Genos, where did you get this?\Doctor,\I want to get stronger.\All right. Let's give it a try.\I believe I can still make you stronger.\Thank you. response:	But, Genos, while I know you became a cyborg for the sake of justice,
context: If there are any parts from it that I can use, please allow me to do so.\Th-This is... Genos, where did you get this?\Doctor,\I want to get stronger.\All right. Let's give it a try.\I believe I can still make you stronger.\Thank you.\But, Genos, while I know you became a cyborg for the sake of justice, response:	you shouldn't push yourself too hard.
context: Th-This is... Genos, where did you get this?\Doctor,\I want to get stronger.\All right. Let's give it a try.\I believe I can still make you stronger.\Thank you.\But, Genos, while I know you became a cyborg for the sake of justice,\you shouldn't push yourself too hard. response:	No, I have to push myself.
context: Doctor,\I want to get stronger.\All right. Let's give it a try.\I believe I can still make you stronger.\Thank you.\But, Genos, while I know you became a cyborg for the sake of justice,\you shouldn't push yourself too hard.\No, I have to push myself. response:	Right now, I'm trying to rank in the top ten of Class S.
context: I want to get stronger.\All right. Let's give it a try.\I believe I can still make you stronger.\Thank you.\But, Genos, while I know you became a cyborg for the sake of justice,\you shouldn't push yourself too hard.\No, I have to push myself.\Right now, I'm trying to rank in the top ten of Class S. response:	That reckless assignment your master assigned you?
context: All right. Let's give it a try.\I believe I can still make you stronger.\Thank you.\But, Genos, while I know you became a cyborg for the sake of justice,\you shouldn't push yourself too hard.\No, I have to push myself.\Right now, I'm trying to rank in the top ten of Class S.\That reckless assignment your master assigned you? response:	I figured you'd say that.
context: I believe I can still make you stronger.\Thank you.\But, Genos, while I know you became a cyborg for the sake of justice,\you shouldn't push yourself too hard.\No, I have to push myself.\Right now, I'm trying to rank in the top ten of Class S.\That reckless assignment your master assigned you?\I figured you'd say that. response:	More importantly, Genos, have you gathered any clues about the cyborg?
context: Thank you.\But, Genos, while I know you became a cyborg for the sake of justice,\you shouldn't push yourself too hard.\No, I have to push myself.\Right now, I'm trying to rank in the top ten of Class S.\That reckless assignment your master assigned you?\I figured you'd say that.\More importantly, Genos, have you gathered any clues about the cyborg? response:	That rampaging cyborg that destroyed your home?
context: But, Genos, while I know you became a cyborg for the sake of justice,\you shouldn't push yourself too hard.\No, I have to push myself.\Right now, I'm trying to rank in the top ten of Class S.\That reckless assignment your master assigned you?\I figured you'd say that.\More importantly, Genos, have you gathered any clues about the cyborg?\That rampaging cyborg that destroyed your home? response:	You seem to be completely focused on your hero activities lately.
context: you shouldn't push yourself too hard.\No, I have to push myself.\Right now, I'm trying to rank in the top ten of Class S.\That reckless assignment your master assigned you?\I figured you'd say that.\More importantly, Genos, have you gathered any clues about the cyborg?\That rampaging cyborg that destroyed your home?\You seem to be completely focused on your hero activities lately. response:	I haven't been able to track it down at all.
context: No, I have to push myself.\Right now, I'm trying to rank in the top ten of Class S.\That reckless assignment your master assigned you?\I figured you'd say that.\More importantly, Genos, have you gathered any clues about the cyborg?\That rampaging cyborg that destroyed your home?\You seem to be completely focused on your hero activities lately.\I haven't been able to track it down at all. response:	I see... But
context: Right now, I'm trying to rank in the top ten of Class S.\That reckless assignment your master assigned you?\I figured you'd say that.\More importantly, Genos, have you gathered any clues about the cyborg?\That rampaging cyborg that destroyed your home?\You seem to be completely focused on your hero activities lately.\I haven't been able to track it down at all.\I see... But response:	The rampaging cyborg that's destroyed many towns and taken countless lives...
context: That reckless assignment your master assigned you?\I figured you'd say that.\More importantly, Genos, have you gathered any clues about the cyborg?\That rampaging cyborg that destroyed your home?\You seem to be completely focused on your hero activities lately.\I haven't been able to track it down at all.\I see... But\The rampaging cyborg that's destroyed many towns and taken countless lives... response:	I will track it down, no matter what,
context: I figured you'd say that.\More importantly, Genos, have you gathered any clues about the cyborg?\That rampaging cyborg that destroyed your home?\You seem to be completely focused on your hero activities lately.\I haven't been able to track it down at all.\I see... But\The rampaging cyborg that's destroyed many towns and taken countless lives...\I will track it down, no matter what, response:	and destroy it with my own hands.
context: More importantly, Genos, have you gathered any clues about the cyborg?\That rampaging cyborg that destroyed your home?\You seem to be completely focused on your hero activities lately.\I haven't been able to track it down at all.\I see... But\The rampaging cyborg that's destroyed many towns and taken countless lives...\I will track it down, no matter what,\and destroy it with my own hands. response:	No matter what. Whatever it takes.
context: That rampaging cyborg that destroyed your home?\You seem to be completely focused on your hero activities lately.\I haven't been able to track it down at all.\I see... But\The rampaging cyborg that's destroyed many towns and taken countless lives...\I will track it down, no matter what,\and destroy it with my own hands.\No matter what. Whatever it takes. response:	Despite becoming a hero and gaining a master,
context: You seem to be completely focused on your hero activities lately.\I haven't been able to track it down at all.\I see... But\The rampaging cyborg that's destroyed many towns and taken countless lives...\I will track it down, no matter what,\and destroy it with my own hands.\No matter what. Whatever it takes.\Despite becoming a hero and gaining a master, response:	it appears that his hatred hasn't disappeared.
context: I haven't been able to track it down at all.\I see... But\The rampaging cyborg that's destroyed many towns and taken countless lives...\I will track it down, no matter what,\and destroy it with my own hands.\No matter what. Whatever it takes.\Despite becoming a hero and gaining a master,\it appears that his hatred hasn't disappeared. response:	Genos, I'm worried.
context: I see... But\The rampaging cyborg that's destroyed many towns and taken countless lives...\I will track it down, no matter what,\and destroy it with my own hands.\No matter what. Whatever it takes.\Despite becoming a hero and gaining a master,\it appears that his hatred hasn't disappeared.\Genos, I'm worried. response:	I've been pursuing this cyborg longer than you,
context: The rampaging cyborg that's destroyed many towns and taken countless lives...\I will track it down, no matter what,\and destroy it with my own hands.\No matter what. Whatever it takes.\Despite becoming a hero and gaining a master,\it appears that his hatred hasn't disappeared.\Genos, I'm worried.\I've been pursuing this cyborg longer than you, response:	and I know just how dangerous it is.
context: I will track it down, no matter what,\and destroy it with my own hands.\No matter what. Whatever it takes.\Despite becoming a hero and gaining a master,\it appears that his hatred hasn't disappeared.\Genos, I'm worried.\I've been pursuing this cyborg longer than you,\and I know just how dangerous it is. response:	If you do end up finding it, don't do anything rash and report back to me.
context: and destroy it with my own hands.\No matter what. Whatever it takes.\Despite becoming a hero and gaining a master,\it appears that his hatred hasn't disappeared.\Genos, I'm worried.\I've been pursuing this cyborg longer than you,\and I know just how dangerous it is.\If you do end up finding it, don't do anything rash and report back to me. response:	You are calm and intelligent, but your youth can invite disaster.
context: No matter what. Whatever it takes.\Despite becoming a hero and gaining a master,\it appears that his hatred hasn't disappeared.\Genos, I'm worried.\I've been pursuing this cyborg longer than you,\and I know just how dangerous it is.\If you do end up finding it, don't do anything rash and report back to me.\You are calm and intelligent, but your youth can invite disaster. response:	Do not fight it alone.
context: Despite becoming a hero and gaining a master,\it appears that his hatred hasn't disappeared.\Genos, I'm worried.\I've been pursuing this cyborg longer than you,\and I know just how dangerous it is.\If you do end up finding it, don't do anything rash and report back to me.\You are calm and intelligent, but your youth can invite disaster.\Do not fight it alone. response:	Doctor Kuseno, I understand.
context: it appears that his hatred hasn't disappeared.\Genos, I'm worried.\I've been pursuing this cyborg longer than you,\and I know just how dangerous it is.\If you do end up finding it, don't do anything rash and report back to me.\You are calm and intelligent, but your youth can invite disaster.\Do not fight it alone.\Doctor Kuseno, I understand. response:	This is our fight.
context: Genos, I'm worried.\I've been pursuing this cyborg longer than you,\and I know just how dangerous it is.\If you do end up finding it, don't do anything rash and report back to me.\You are calm and intelligent, but your youth can invite disaster.\Do not fight it alone.\Doctor Kuseno, I understand.\This is our fight. response:	I am Sitch, the leader of Earth in the Danger Prophecy Emergency Countermeasures Team.
context: I've been pursuing this cyborg longer than you,\and I know just how dangerous it is.\If you do end up finding it, don't do anything rash and report back to me.\You are calm and intelligent, but your youth can invite disaster.\Do not fight it alone.\Doctor Kuseno, I understand.\This is our fight.\I am Sitch, the leader of Earth in the Danger Prophecy Emergency Countermeasures Team. response:	I am deeply grateful that denizens
context: and I know just how dangerous it is.\If you do end up finding it, don't do anything rash and report back to me.\You are calm and intelligent, but your youth can invite disaster.\Do not fight it alone.\Doctor Kuseno, I understand.\This is our fight.\I am Sitch, the leader of Earth in the Danger Prophecy Emergency Countermeasures Team.\I am deeply grateful that denizens response:	of the underworld like yourselves would heed our call.
context: If you do end up finding it, don't do anything rash and report back to me.\You are calm and intelligent, but your youth can invite disaster.\Do not fight it alone.\Doctor Kuseno, I understand.\This is our fight.\I am Sitch, the leader of Earth in the Danger Prophecy Emergency Countermeasures Team.\I am deeply grateful that denizens\of the underworld like yourselves would heed our call. response:	Let me just say
context: You are calm and intelligent, but your youth can invite disaster.\Do not fight it alone.\Doctor Kuseno, I understand.\This is our fight.\I am Sitch, the leader of Earth in the Danger Prophecy Emergency Countermeasures Team.\I am deeply grateful that denizens\of the underworld like yourselves would heed our call.\Let me just say response:	that we will not be looking into your criminal history or activities at this time.
context: Do not fight it alone.\Doctor Kuseno, I understand.\This is our fight.\I am Sitch, the leader of Earth in the Danger Prophecy Emergency Countermeasures Team.\I am deeply grateful that denizens\of the underworld like yourselves would heed our call.\Let me just say\that we will not be looking into your criminal history or activities at this time. response:	This is not a trap.
context: Doctor Kuseno, I understand.\This is our fight.\I am Sitch, the leader of Earth in the Danger Prophecy Emergency Countermeasures Team.\I am deeply grateful that denizens\of the underworld like yourselves would heed our call.\Let me just say\that we will not be looking into your criminal history or activities at this time.\This is not a trap. response:	There are a few heroes here, but they are just serving as my bodyguards.
context: This is our fight.\I am Sitch, the leader of Earth in the Danger Prophecy Emergency Countermeasures Team.\I am deeply grateful that denizens\of the underworld like yourselves would heed our call.\Let me just say\that we will not be looking into your criminal history or activities at this time.\This is not a trap.\There are a few heroes here, but they are just serving as my bodyguards. response:	Heroes?
context: I am Sitch, the leader of Earth in the Danger Prophecy Emergency Countermeasures Team.\I am deeply grateful that denizens\of the underworld like yourselves would heed our call.\Let me just say\that we will not be looking into your criminal history or activities at this time.\This is not a trap.\There are a few heroes here, but they are just serving as my bodyguards.\Heroes? response:	Bring them on! I'll murder all of them!
context: I am deeply grateful that denizens\of the underworld like yourselves would heed our call.\Let me just say\that we will not be looking into your criminal history or activities at this time.\This is not a trap.\There are a few heroes here, but they are just serving as my bodyguards.\Heroes?\Bring them on! I'll murder all of them! response:	They won't act as long as you don't do anything reckless.
context: of the underworld like yourselves would heed our call.\Let me just say\that we will not be looking into your criminal history or activities at this time.\This is not a trap.\There are a few heroes here, but they are just serving as my bodyguards.\Heroes?\Bring them on! I'll murder all of them!\They won't act as long as you don't do anything reckless. response:	Why don't we just take over the place?
context: Let me just say\that we will not be looking into your criminal history or activities at this time.\This is not a trap.\There are a few heroes here, but they are just serving as my bodyguards.\Heroes?\Bring them on! I'll murder all of them!\They won't act as long as you don't do anything reckless.\Why don't we just take over the place? response:	Wanted men with huge bounties and top assassins.
context: that we will not be looking into your criminal history or activities at this time.\This is not a trap.\There are a few heroes here, but they are just serving as my bodyguards.\Heroes?\Bring them on! I'll murder all of them!\They won't act as long as you don't do anything reckless.\Why don't we just take over the place?\Wanted men with huge bounties and top assassins. response:	Even prison escapees.
context: This is not a trap.\There are a few heroes here, but they are just serving as my bodyguards.\Heroes?\Bring them on! I'll murder all of them!\They won't act as long as you don't do anything reckless.\Why don't we just take over the place?\Wanted men with huge bounties and top assassins.\Even prison escapees. response:	What is Sitch thinking, inviting these ruffians here?
context: There are a few heroes here, but they are just serving as my bodyguards.\Heroes?\Bring them on! I'll murder all of them!\They won't act as long as you don't do anything reckless.\Why don't we just take over the place?\Wanted men with huge bounties and top assassins.\Even prison escapees.\What is Sitch thinking, inviting these ruffians here? response:	Class A Rank 7
context: Heroes?\Bring them on! I'll murder all of them!\They won't act as long as you don't do anything reckless.\Why don't we just take over the place?\Wanted men with huge bounties and top assassins.\Even prison escapees.\What is Sitch thinking, inviting these ruffians here?\Class A Rank 7 response:	Magicman
context: Bring them on! I'll murder all of them!\They won't act as long as you don't do anything reckless.\Why don't we just take over the place?\Wanted men with huge bounties and top assassins.\Even prison escapees.\What is Sitch thinking, inviting these ruffians here?\Class A Rank 7\Magicman response:	I don't know why he brought them here,
context: They won't act as long as you don't do anything reckless.\Why don't we just take over the place?\Wanted men with huge bounties and top assassins.\Even prison escapees.\What is Sitch thinking, inviting these ruffians here?\Class A Rank 7\Magicman\I don't know why he brought them here, response:	Class A Rank 5
context: Why don't we just take over the place?\Wanted men with huge bounties and top assassins.\Even prison escapees.\What is Sitch thinking, inviting these ruffians here?\Class A Rank 7\Magicman\I don't know why he brought them here,\Class A Rank 5 response:	Heavy Tank Loincloth
context: Wanted men with huge bounties and top assassins.\Even prison escapees.\What is Sitch thinking, inviting these ruffians here?\Class A Rank 7\Magicman\I don't know why he brought them here,\Class A Rank 5\Heavy Tank Loincloth response:	but the nerve these criminals had to actually show up...
context: Even prison escapees.\What is Sitch thinking, inviting these ruffians here?\Class A Rank 7\Magicman\I don't know why he brought them here,\Class A Rank 5\Heavy Tank Loincloth\but the nerve these criminals had to actually show up... response:	I'll burn them to cinders if they make even the slightest suspicious move.
context: What is Sitch thinking, inviting these ruffians here?\Class A Rank 7\Magicman\I don't know why he brought them here,\Class A Rank 5\Heavy Tank Loincloth\but the nerve these criminals had to actually show up...\I'll burn them to cinders if they make even the slightest suspicious move. response:	Class A Rank 6
context: Class A Rank 7\Magicman\I don't know why he brought them here,\Class A Rank 5\Heavy Tank Loincloth\but the nerve these criminals had to actually show up...\I'll burn them to cinders if they make even the slightest suspicious move.\Class A Rank 6 response:	Blue Fire
