context: Forever... Forever... response:	The first day I touched you,
context: This one looks really tough!\It has fire, cold, and electricity resistances at rank 80.\I want this one!\But it's expensive, right?\Here.\Let's go see the next one, Tohya!\That's kind of weird-looking.\Well, the people who make these are quite hardcore. response:	This is it!
context: It has fire, cold, and electricity resistances at rank 80.\I want this one!\But it's expensive, right?\Here.\Let's go see the next one, Tohya!\That's kind of weird-looking.\Well, the people who make these are quite hardcore.\This is it! response:	This gorgeous, fit-for-a-celeb feeling...
context: I want this one!\But it's expensive, right?\Here.\Let's go see the next one, Tohya!\That's kind of weird-looking.\Well, the people who make these are quite hardcore.\This is it!\This gorgeous, fit-for-a-celeb feeling... response:	It's truly the perfect carriage for me, a noble and great adventurer!
context: But it's expensive, right?\Here.\Let's go see the next one, Tohya!\That's kind of weird-looking.\Well, the people who make these are quite hardcore.\This is it!\This gorgeous, fit-for-a-celeb feeling...\It's truly the perfect carriage for me, a noble and great adventurer! response:	It's as though it was made just for me!
context: Here.\Let's go see the next one, Tohya!\That's kind of weird-looking.\Well, the people who make these are quite hardcore.\This is it!\This gorgeous, fit-for-a-celeb feeling...\It's truly the perfect carriage for me, a noble and great adventurer!\It's as though it was made just for me! response:	This doggy is all screwed up.
context: Let's go see the next one, Tohya!\That's kind of weird-looking.\Well, the people who make these are quite hardcore.\This is it!\This gorgeous, fit-for-a-celeb feeling...\It's truly the perfect carriage for me, a noble and great adventurer!\It's as though it was made just for me!\This doggy is all screwed up. response:	Well, this looks like a reasonable choice.
context: That's kind of weird-looking.\Well, the people who make these are quite hardcore.\This is it!\This gorgeous, fit-for-a-celeb feeling...\It's truly the perfect carriage for me, a noble and great adventurer!\It's as though it was made just for me!\This doggy is all screwed up.\Well, this looks like a reasonable choice. response:	Yeah, it looks good.
context: Well, the people who make these are quite hardcore.\This is it!\This gorgeous, fit-for-a-celeb feeling...\It's truly the perfect carriage for me, a noble and great adventurer!\It's as though it was made just for me!\This doggy is all screwed up.\Well, this looks like a reasonable choice.\Yeah, it looks good. response:	Yep.
context: This is it!\This gorgeous, fit-for-a-celeb feeling...\It's truly the perfect carriage for me, a noble and great adventurer!\It's as though it was made just for me!\This doggy is all screwed up.\Well, this looks like a reasonable choice.\Yeah, it looks good.\Yep. response:	You have excellent taste.
context: This gorgeous, fit-for-a-celeb feeling...\It's truly the perfect carriage for me, a noble and great adventurer!\It's as though it was made just for me!\This doggy is all screwed up.\Well, this looks like a reasonable choice.\Yeah, it looks good.\Yep.\You have excellent taste. response:	It's simple, but the chassis and suspension are made in an interesting way.
context: It's truly the perfect carriage for me, a noble and great adventurer!\It's as though it was made just for me!\This doggy is all screwed up.\Well, this looks like a reasonable choice.\Yeah, it looks good.\Yep.\You have excellent taste.\It's simple, but the chassis and suspension are made in an interesting way. response:	It's lightweight but tough, and the gyration radius of the front wheels
context: It's as though it was made just for me!\This doggy is all screwed up.\Well, this looks like a reasonable choice.\Yeah, it looks good.\Yep.\You have excellent taste.\It's simple, but the chassis and suspension are made in an interesting way.\It's lightweight but tough, and the gyration radius of the front wheels response:	But it's expensive, right?
context: This doggy is all screwed up.\Well, this looks like a reasonable choice.\Yeah, it looks good.\Yep.\You have excellent taste.\It's simple, but the chassis and suspension are made in an interesting way.\It's lightweight but tough, and the gyration radius of the front wheels\But it's expensive, right? response:	Leave the negotiations to me.
context: Well, this looks like a reasonable choice.\Yeah, it looks good.\Yep.\You have excellent taste.\It's simple, but the chassis and suspension are made in an interesting way.\It's lightweight but tough, and the gyration radius of the front wheels\But it's expensive, right?\Leave the negotiations to me. response:	Nyanta showed me this great ramen place...
context: Yeah, it looks good.\Yep.\You have excellent taste.\It's simple, but the chassis and suspension are made in an interesting way.\It's lightweight but tough, and the gyration radius of the front wheels\But it's expensive, right?\Leave the negotiations to me.\Nyanta showed me this great ramen place... response:	I'll do what I can.
context: Yep.\You have excellent taste.\It's simple, but the chassis and suspension are made in an interesting way.\It's lightweight but tough, and the gyration radius of the front wheels\But it's expensive, right?\Leave the negotiations to me.\Nyanta showed me this great ramen place...\I'll do what I can. response:	All right!
context: You have excellent taste.\It's simple, but the chassis and suspension are made in an interesting way.\It's lightweight but tough, and the gyration radius of the front wheels\But it's expensive, right?\Leave the negotiations to me.\Nyanta showed me this great ramen place...\I'll do what I can.\All right! response:	Does that taste good, Danish? Croissant?
context: It's simple, but the chassis and suspension are made in an interesting way.\It's lightweight but tough, and the gyration radius of the front wheels\But it's expensive, right?\Leave the negotiations to me.\Nyanta showed me this great ramen place...\I'll do what I can.\All right!\Does that taste good, Danish? Croissant? response:	Those names sound like something Serara would think up.
context: It's lightweight but tough, and the gyration radius of the front wheels\But it's expensive, right?\Leave the negotiations to me.\Nyanta showed me this great ramen place...\I'll do what I can.\All right!\Does that taste good, Danish? Croissant?\Those names sound like something Serara would think up. response:	Want to give them cabbage, too, Isuzu?
context: But it's expensive, right?\Leave the negotiations to me.\Nyanta showed me this great ramen place...\I'll do what I can.\All right!\Does that taste good, Danish? Croissant?\Those names sound like something Serara would think up.\Want to give them cabbage, too, Isuzu? response:	Sure, I do.
context: Leave the negotiations to me.\Nyanta showed me this great ramen place...\I'll do what I can.\All right!\Does that taste good, Danish? Croissant?\Those names sound like something Serara would think up.\Want to give them cabbage, too, Isuzu?\Sure, I do. response:	You, too, Rudy.
context: Nyanta showed me this great ramen place...\I'll do what I can.\All right!\Does that taste good, Danish? Croissant?\Those names sound like something Serara would think up.\Want to give them cabbage, too, Isuzu?\Sure, I do.\You, too, Rudy. response:	That is no longer amusing to me.
context: I'll do what I can.\All right!\Does that taste good, Danish? Croissant?\Those names sound like something Serara would think up.\Want to give them cabbage, too, Isuzu?\Sure, I do.\You, too, Rudy.\That is no longer amusing to me. response:	Just so we're clear, I'm a pro at handling horses.
context: All right!\Does that taste good, Danish? Croissant?\Those names sound like something Serara would think up.\Want to give them cabbage, too, Isuzu?\Sure, I do.\You, too, Rudy.\That is no longer amusing to me.\Just so we're clear, I'm a pro at handling horses. response:	Come on!
context: Does that taste good, Danish? Croissant?\Those names sound like something Serara would think up.\Want to give them cabbage, too, Isuzu?\Sure, I do.\You, too, Rudy.\That is no longer amusing to me.\Just so we're clear, I'm a pro at handling horses.\Come on! response:	They're our companions from now on, after all!
context: Those names sound like something Serara would think up.\Want to give them cabbage, too, Isuzu?\Sure, I do.\You, too, Rudy.\That is no longer amusing to me.\Just so we're clear, I'm a pro at handling horses.\Come on!\They're our companions from now on, after all! response:	Now, now, you shouldn't scream like that, Miss Isuzu
context: Want to give them cabbage, too, Isuzu?\Sure, I do.\You, too, Rudy.\That is no longer amusing to me.\Just so we're clear, I'm a pro at handling horses.\Come on!\They're our companions from now on, after all!\Now, now, you shouldn't scream like that, Miss Isuzu response:	Horses are easy to spook.
context: Sure, I do.\You, too, Rudy.\That is no longer amusing to me.\Just so we're clear, I'm a pro at handling horses.\Come on!\They're our companions from now on, after all!\Now, now, you shouldn't scream like that, Miss Isuzu\Horses are easy to spook. response:	I'm sorry, I'm sorry.
context: You, too, Rudy.\That is no longer amusing to me.\Just so we're clear, I'm a pro at handling horses.\Come on!\They're our companions from now on, after all!\Now, now, you shouldn't scream like that, Miss Isuzu\Horses are easy to spook.\I'm sorry, I'm sorry. response:	Apologize properly.
context: That is no longer amusing to me.\Just so we're clear, I'm a pro at handling horses.\Come on!\They're our companions from now on, after all!\Now, now, you shouldn't scream like that, Miss Isuzu\Horses are easy to spook.\I'm sorry, I'm sorry.\Apologize properly. response:	I-I'm sorry!
context: Just so we're clear, I'm a pro at handling horses.\Come on!\They're our companions from now on, after all!\Now, now, you shouldn't scream like that, Miss Isuzu\Horses are easy to spook.\I'm sorry, I'm sorry.\Apologize properly.\I-I'm sorry! response:	You apologize, too.
context: Come on!\They're our companions from now on, after all!\Now, now, you shouldn't scream like that, Miss Isuzu\Horses are easy to spook.\I'm sorry, I'm sorry.\Apologize properly.\I-I'm sorry!\You apologize, too. response:	Why do I
context: They're our companions from now on, after all!\Now, now, you shouldn't scream like that, Miss Isuzu\Horses are easy to spook.\I'm sorry, I'm sorry.\Apologize properly.\I-I'm sorry!\You apologize, too.\Why do I response:	Forgive me...
context: Now, now, you shouldn't scream like that, Miss Isuzu\Horses are easy to spook.\I'm sorry, I'm sorry.\Apologize properly.\I-I'm sorry!\You apologize, too.\Why do I\Forgive me... response:	Forgive me, horsey!
context: Horses are easy to spook.\I'm sorry, I'm sorry.\Apologize properly.\I-I'm sorry!\You apologize, too.\Why do I\Forgive me...\Forgive me, horsey! response:	Okay!
context: I'm sorry, I'm sorry.\Apologize properly.\I-I'm sorry!\You apologize, too.\Why do I\Forgive me...\Forgive me, horsey!\Okay! response:	It's done!
context: Apologize properly.\I-I'm sorry!\You apologize, too.\Why do I\Forgive me...\Forgive me, horsey!\Okay!\It's done! response:	I like it.
context: I-I'm sorry!\You apologize, too.\Why do I\Forgive me...\Forgive me, horsey!\Okay!\It's done!\I like it. response:	It's cool.
context: You apologize, too.\Why do I\Forgive me...\Forgive me, horsey!\Okay!\It's done!\I like it.\It's cool. response:	I'll draw a picture to finish it off!
context: Why do I\Forgive me...\Forgive me, horsey!\Okay!\It's done!\I like it.\It's cool.\I'll draw a picture to finish it off! response:	J-Just a giraffe...
context: Forgive me...\Forgive me, horsey!\Okay!\It's done!\I like it.\It's cool.\I'll draw a picture to finish it off!\J-Just a giraffe... response:	Tonight's dinner was specially made by Serara.
context: Forgive me, horsey!\Okay!\It's done!\I like it.\It's cool.\I'll draw a picture to finish it off!\J-Just a giraffe...\Tonight's dinner was specially made by Serara. response:	Nyanta taught me how to cook,
context: Okay!\It's done!\I like it.\It's cool.\I'll draw a picture to finish it off!\J-Just a giraffe...\Tonight's dinner was specially made by Serara.\Nyanta taught me how to cook, response:	so I'll do the cooking on our journey.
context: It's done!\I like it.\It's cool.\I'll draw a picture to finish it off!\J-Just a giraffe...\Tonight's dinner was specially made by Serara.\Nyanta taught me how to cook,\so I'll do the cooking on our journey. response:	You look good in that Newlywed's Apron Dress.
context: I like it.\It's cool.\I'll draw a picture to finish it off!\J-Just a giraffe...\Tonight's dinner was specially made by Serara.\Nyanta taught me how to cook,\so I'll do the cooking on our journey.\You look good in that Newlywed's Apron Dress. response:	I tried it, too, but when you wear it, you really look like a newlywed.
context: It's cool.\I'll draw a picture to finish it off!\J-Just a giraffe...\Tonight's dinner was specially made by Serara.\Nyanta taught me how to cook,\so I'll do the cooking on our journey.\You look good in that Newlywed's Apron Dress.\I tried it, too, but when you wear it, you really look like a newlywed. response:	A-A-Aw...
context: I'll draw a picture to finish it off!\J-Just a giraffe...\Tonight's dinner was specially made by Serara.\Nyanta taught me how to cook,\so I'll do the cooking on our journey.\You look good in that Newlywed's Apron Dress.\I tried it, too, but when you wear it, you really look like a newlywed.\A-A-Aw... response:	N-N-Newlywed!
context: J-Just a giraffe...\Tonight's dinner was specially made by Serara.\Nyanta taught me how to cook,\so I'll do the cooking on our journey.\You look good in that Newlywed's Apron Dress.\I tried it, too, but when you wear it, you really look like a newlywed.\A-A-Aw...\N-N-Newlywed! response:	Safe.
context: Tonight's dinner was specially made by Serara.\Nyanta taught me how to cook,\so I'll do the cooking on our journey.\You look good in that Newlywed's Apron Dress.\I tried it, too, but when you wear it, you really look like a newlywed.\A-A-Aw...\N-N-Newlywed!\Safe. response:	Let's eat!
context: Nyanta taught me how to cook,\so I'll do the cooking on our journey.\You look good in that Newlywed's Apron Dress.\I tried it, too, but when you wear it, you really look like a newlywed.\A-A-Aw...\N-N-Newlywed!\Safe.\Let's eat! response:	Delicious!
context: so I'll do the cooking on our journey.\You look good in that Newlywed's Apron Dress.\I tried it, too, but when you wear it, you really look like a newlywed.\A-A-Aw...\N-N-Newlywed!\Safe.\Let's eat!\Delicious! response:	You're right.
context: You look good in that Newlywed's Apron Dress.\I tried it, too, but when you wear it, you really look like a newlywed.\A-A-Aw...\N-N-Newlywed!\Safe.\Let's eat!\Delicious!\You're right. response:	I was feeling kind of bad that I couldn't eat
context: I tried it, too, but when you wear it, you really look like a newlywed.\A-A-Aw...\N-N-Newlywed!\Safe.\Let's eat!\Delicious!\You're right.\I was feeling kind of bad that I couldn't eat response:	Nyanta's cooking while we were on our trip.
context: A-A-Aw...\N-N-Newlywed!\Safe.\Let's eat!\Delicious!\You're right.\I was feeling kind of bad that I couldn't eat\Nyanta's cooking while we were on our trip. response:	Yeah, this'll do just fine!
context: N-N-Newlywed!\Safe.\Let's eat!\Delicious!\You're right.\I was feeling kind of bad that I couldn't eat\Nyanta's cooking while we were on our trip.\Yeah, this'll do just fine! response:	Meow.
context: Safe.\Let's eat!\Delicious!\You're right.\I was feeling kind of bad that I couldn't eat\Nyanta's cooking while we were on our trip.\Yeah, this'll do just fine!\Meow. response:	Anyway, isn't it kind of a shame for you, Isuzu?
context: Let's eat!\Delicious!\You're right.\I was feeling kind of bad that I couldn't eat\Nyanta's cooking while we were on our trip.\Yeah, this'll do just fine!\Meow.\Anyway, isn't it kind of a shame for you, Isuzu? response:	Why?
context: Delicious!\You're right.\I was feeling kind of bad that I couldn't eat\Nyanta's cooking while we were on our trip.\Yeah, this'll do just fine!\Meow.\Anyway, isn't it kind of a shame for you, Isuzu?\Why? response:	During the trip, you won't be able to play your concerts.
context: You're right.\I was feeling kind of bad that I couldn't eat\Nyanta's cooking while we were on our trip.\Yeah, this'll do just fine!\Meow.\Anyway, isn't it kind of a shame for you, Isuzu?\Why?\During the trip, you won't be able to play your concerts. response:	Yeah, but the trip itself is like a tour, so it's fun.
context: I was feeling kind of bad that I couldn't eat\Nyanta's cooking while we were on our trip.\Yeah, this'll do just fine!\Meow.\Anyway, isn't it kind of a shame for you, Isuzu?\Why?\During the trip, you won't be able to play your concerts.\Yeah, but the trip itself is like a tour, so it's fun. response:	A tour?
context: Nyanta's cooking while we were on our trip.\Yeah, this'll do just fine!\Meow.\Anyway, isn't it kind of a shame for you, Isuzu?\Why?\During the trip, you won't be able to play your concerts.\Yeah, but the trip itself is like a tour, so it's fun.\A tour? response:	That's when a musician goes on a trip to perform.
context: Yeah, this'll do just fine!\Meow.\Anyway, isn't it kind of a shame for you, Isuzu?\Why?\During the trip, you won't be able to play your concerts.\Yeah, but the trip itself is like a tour, so it's fun.\A tour?\That's when a musician goes on a trip to perform. response:	Yeah! I can go dum da-da dum on the carriage!
context: Meow.\Anyway, isn't it kind of a shame for you, Isuzu?\Why?\During the trip, you won't be able to play your concerts.\Yeah, but the trip itself is like a tour, so it's fun.\A tour?\That's when a musician goes on a trip to perform.\Yeah! I can go dum da-da dum on the carriage! response:	Oh! A tour!
context: Anyway, isn't it kind of a shame for you, Isuzu?\Why?\During the trip, you won't be able to play your concerts.\Yeah, but the trip itself is like a tour, so it's fun.\A tour?\That's when a musician goes on a trip to perform.\Yeah! I can go dum da-da dum on the carriage!\Oh! A tour! response:	We can do performances as we travel!
context: Why?\During the trip, you won't be able to play your concerts.\Yeah, but the trip itself is like a tour, so it's fun.\A tour?\That's when a musician goes on a trip to perform.\Yeah! I can go dum da-da dum on the carriage!\Oh! A tour!\We can do performances as we travel! response:	Yeah!
context: During the trip, you won't be able to play your concerts.\Yeah, but the trip itself is like a tour, so it's fun.\A tour?\That's when a musician goes on a trip to perform.\Yeah! I can go dum da-da dum on the carriage!\Oh! A tour!\We can do performances as we travel!\Yeah! response:	That's nice! A tour!
context: Yeah, but the trip itself is like a tour, so it's fun.\A tour?\That's when a musician goes on a trip to perform.\Yeah! I can go dum da-da dum on the carriage!\Oh! A tour!\We can do performances as we travel!\Yeah!\That's nice! A tour! response:	A touring trip around the galaxy!
context: A tour?\That's when a musician goes on a trip to perform.\Yeah! I can go dum da-da dum on the carriage!\Oh! A tour!\We can do performances as we travel!\Yeah!\That's nice! A tour!\A touring trip around the galaxy! response:	I'm the galactic idol!
context: That's when a musician goes on a trip to perform.\Yeah! I can go dum da-da dum on the carriage!\Oh! A tour!\We can do performances as we travel!\Yeah!\That's nice! A tour!\A touring trip around the galaxy!\I'm the galactic idol! response:	You're going beyond Izu.
context: Yeah! I can go dum da-da dum on the carriage!\Oh! A tour!\We can do performances as we travel!\Yeah!\That's nice! A tour!\A touring trip around the galaxy!\I'm the galactic idol!\You're going beyond Izu. response:	Everyone join in with me, Tetra!
context: Oh! A tour!\We can do performances as we travel!\Yeah!\That's nice! A tour!\A touring trip around the galaxy!\I'm the galactic idol!\You're going beyond Izu.\Everyone join in with me, Tetra! response:	A tour, huh? Amazing.
context: We can do performances as we travel!\Yeah!\That's nice! A tour!\A touring trip around the galaxy!\I'm the galactic idol!\You're going beyond Izu.\Everyone join in with me, Tetra!\A tour, huh? Amazing. response:	Will you go around to villages, doing the forty-two?
context: Yeah!\That's nice! A tour!\A touring trip around the galaxy!\I'm the galactic idol!\You're going beyond Izu.\Everyone join in with me, Tetra!\A tour, huh? Amazing.\Will you go around to villages, doing the forty-two? response:	Forty-two?
context: That's nice! A tour!\A touring trip around the galaxy!\I'm the galactic idol!\You're going beyond Izu.\Everyone join in with me, Tetra!\A tour, huh? Amazing.\Will you go around to villages, doing the forty-two?\Forty-two? response:	I don't think there are that many villages on the way.
context: A touring trip around the galaxy!\I'm the galactic idol!\You're going beyond Izu.\Everyone join in with me, Tetra!\A tour, huh? Amazing.\Will you go around to villages, doing the forty-two?\Forty-two?\I don't think there are that many villages on the way. response:	No, the forty-two is...
context: I'm the galactic idol!\You're going beyond Izu.\Everyone join in with me, Tetra!\A tour, huh? Amazing.\Will you go around to villages, doing the forty-two?\Forty-two?\I don't think there are that many villages on the way.\No, the forty-two is... response:	There are about four or five villages
context: You're going beyond Izu.\Everyone join in with me, Tetra!\A tour, huh? Amazing.\Will you go around to villages, doing the forty-two?\Forty-two?\I don't think there are that many villages on the way.\No, the forty-two is...\There are about four or five villages response:	between here and the Redstone Mountains.
context: Everyone join in with me, Tetra!\A tour, huh? Amazing.\Will you go around to villages, doing the forty-two?\Forty-two?\I don't think there are that many villages on the way.\No, the forty-two is...\There are about four or five villages\between here and the Redstone Mountains. response:	Awesome!
context: A tour, huh? Amazing.\Will you go around to villages, doing the forty-two?\Forty-two?\I don't think there are that many villages on the way.\No, the forty-two is...\There are about four or five villages\between here and the Redstone Mountains.\Awesome! response:	Let's visit the villages and perform!
context: Will you go around to villages, doing the forty-two?\Forty-two?\I don't think there are that many villages on the way.\No, the forty-two is...\There are about four or five villages\between here and the Redstone Mountains.\Awesome!\Let's visit the villages and perform! response:	We'll need to visit them for water and stuff, anyway!
context: Forty-two?\I don't think there are that many villages on the way.\No, the forty-two is...\There are about four or five villages\between here and the Redstone Mountains.\Awesome!\Let's visit the villages and perform!\We'll need to visit them for water and stuff, anyway! response:	That's okay, isn't it, Shiroe?
context: I don't think there are that many villages on the way.\No, the forty-two is...\There are about four or five villages\between here and the Redstone Mountains.\Awesome!\Let's visit the villages and perform!\We'll need to visit them for water and stuff, anyway!\That's okay, isn't it, Shiroe? response:	Of course.
context: No, the forty-two is...\There are about four or five villages\between here and the Redstone Mountains.\Awesome!\Let's visit the villages and perform!\We'll need to visit them for water and stuff, anyway!\That's okay, isn't it, Shiroe?\Of course. response:	Just don't get too out of control.
context: There are about four or five villages\between here and the Redstone Mountains.\Awesome!\Let's visit the villages and perform!\We'll need to visit them for water and stuff, anyway!\That's okay, isn't it, Shiroe?\Of course.\Just don't get too out of control. response:	If anything happens, contact us
context: between here and the Redstone Mountains.\Awesome!\Let's visit the villages and perform!\We'll need to visit them for water and stuff, anyway!\That's okay, isn't it, Shiroe?\Of course.\Just don't get too out of control.\If anything happens, contact us response:	No, if you can, I think you should avoid telepathy.
context: Awesome!\Let's visit the villages and perform!\We'll need to visit them for water and stuff, anyway!\That's okay, isn't it, Shiroe?\Of course.\Just don't get too out of control.\If anything happens, contact us\No, if you can, I think you should avoid telepathy. response:	Why?
context: Let's visit the villages and perform!\We'll need to visit them for water and stuff, anyway!\That's okay, isn't it, Shiroe?\Of course.\Just don't get too out of control.\If anything happens, contact us\No, if you can, I think you should avoid telepathy.\Why? response:	Worry about things and solve them yourselves, as much as you can.
context: We'll need to visit them for water and stuff, anyway!\That's okay, isn't it, Shiroe?\Of course.\Just don't get too out of control.\If anything happens, contact us\No, if you can, I think you should avoid telepathy.\Why?\Worry about things and solve them yourselves, as much as you can. response:	Journeys like this are a good chance to learn that.
context: That's okay, isn't it, Shiroe?\Of course.\Just don't get too out of control.\If anything happens, contact us\No, if you can, I think you should avoid telepathy.\Why?\Worry about things and solve them yourselves, as much as you can.\Journeys like this are a good chance to learn that. response:	Go and see a lot of different worlds, and enjoy a lot of different things.
context: Of course.\Just don't get too out of control.\If anything happens, contact us\No, if you can, I think you should avoid telepathy.\Why?\Worry about things and solve them yourselves, as much as you can.\Journeys like this are a good chance to learn that.\Go and see a lot of different worlds, and enjoy a lot of different things. response:	Okay!
context: Just don't get too out of control.\If anything happens, contact us\No, if you can, I think you should avoid telepathy.\Why?\Worry about things and solve them yourselves, as much as you can.\Journeys like this are a good chance to learn that.\Go and see a lot of different worlds, and enjoy a lot of different things.\Okay! response:	Allow me to be your guide and lead this tour.
context: If anything happens, contact us\No, if you can, I think you should avoid telepathy.\Why?\Worry about things and solve them yourselves, as much as you can.\Journeys like this are a good chance to learn that.\Go and see a lot of different worlds, and enjoy a lot of different things.\Okay!\Allow me to be your guide and lead this tour. response:	Yeah!
context: No, if you can, I think you should avoid telepathy.\Why?\Worry about things and solve them yourselves, as much as you can.\Journeys like this are a good chance to learn that.\Go and see a lot of different worlds, and enjoy a lot of different things.\Okay!\Allow me to be your guide and lead this tour.\Yeah! response:	A tour is also a valuable experience!
context: Why?\Worry about things and solve them yourselves, as much as you can.\Journeys like this are a good chance to learn that.\Go and see a lot of different worlds, and enjoy a lot of different things.\Okay!\Allow me to be your guide and lead this tour.\Yeah!\A tour is also a valuable experience! response:	Let's do our best, Isuzu!
context: Worry about things and solve them yourselves, as much as you can.\Journeys like this are a good chance to learn that.\Go and see a lot of different worlds, and enjoy a lot of different things.\Okay!\Allow me to be your guide and lead this tour.\Yeah!\A tour is also a valuable experience!\Let's do our best, Isuzu! response:	Aren't you happy?
context: Journeys like this are a good chance to learn that.\Go and see a lot of different worlds, and enjoy a lot of different things.\Okay!\Allow me to be your guide and lead this tour.\Yeah!\A tour is also a valuable experience!\Let's do our best, Isuzu!\Aren't you happy? response:	I'm happy...
context: Go and see a lot of different worlds, and enjoy a lot of different things.\Okay!\Allow me to be your guide and lead this tour.\Yeah!\A tour is also a valuable experience!\Let's do our best, Isuzu!\Aren't you happy?\I'm happy... response:	Of course I'm happy!
context: Okay!\Allow me to be your guide and lead this tour.\Yeah!\A tour is also a valuable experience!\Let's do our best, Isuzu!\Aren't you happy?\I'm happy...\Of course I'm happy! response:	I'm going to stock up on spare strings!
context: Allow me to be your guide and lead this tour.\Yeah!\A tour is also a valuable experience!\Let's do our best, Isuzu!\Aren't you happy?\I'm happy...\Of course I'm happy!\I'm going to stock up on spare strings! response:	Let go, Miss Isuzu! That hurts!
context: Yeah!\A tour is also a valuable experience!\Let's do our best, Isuzu!\Aren't you happy?\I'm happy...\Of course I'm happy!\I'm going to stock up on spare strings!\Let go, Miss Isuzu! That hurts! response:	I can't wait!
context: A tour is also a valuable experience!\Let's do our best, Isuzu!\Aren't you happy?\I'm happy...\Of course I'm happy!\I'm going to stock up on spare strings!\Let go, Miss Isuzu! That hurts!\I can't wait! response:	Maybe I should get the more expensive strings!
context: Let's do our best, Isuzu!\Aren't you happy?\I'm happy...\Of course I'm happy!\I'm going to stock up on spare strings!\Let go, Miss Isuzu! That hurts!\I can't wait!\Maybe I should get the more expensive strings! response:	Goodbye!
context: Aren't you happy?\I'm happy...\Of course I'm happy!\I'm going to stock up on spare strings!\Let go, Miss Isuzu! That hurts!\I can't wait!\Maybe I should get the more expensive strings!\Goodbye! response:	Remember to keep your weapons maintained.
context: I'm happy...\Of course I'm happy!\I'm going to stock up on spare strings!\Let go, Miss Isuzu! That hurts!\I can't wait!\Maybe I should get the more expensive strings!\Goodbye!\Remember to keep your weapons maintained. response:	If you get lonely, remember me and blush!
context: Of course I'm happy!\I'm going to stock up on spare strings!\Let go, Miss Isuzu! That hurts!\I can't wait!\Maybe I should get the more expensive strings!\Goodbye!\Remember to keep your weapons maintained.\If you get lonely, remember me and blush! response:	Take care.
context: I'm going to stock up on spare strings!\Let go, Miss Isuzu! That hurts!\I can't wait!\Maybe I should get the more expensive strings!\Goodbye!\Remember to keep your weapons maintained.\If you get lonely, remember me and blush!\Take care. response:	It's finally time.
context: Let go, Miss Isuzu! That hurts!\I can't wait!\Maybe I should get the more expensive strings!\Goodbye!\Remember to keep your weapons maintained.\If you get lonely, remember me and blush!\Take care.\It's finally time. response:	Yeah.
context: I can't wait!\Maybe I should get the more expensive strings!\Goodbye!\Remember to keep your weapons maintained.\If you get lonely, remember me and blush!\Take care.\It's finally time.\Yeah. response:	Our journey is beginning.
context: Maybe I should get the more expensive strings!\Goodbye!\Remember to keep your weapons maintained.\If you get lonely, remember me and blush!\Take care.\It's finally time.\Yeah.\Our journey is beginning. response:	Our tour is beginning.
context: Goodbye!\Remember to keep your weapons maintained.\If you get lonely, remember me and blush!\Take care.\It's finally time.\Yeah.\Our journey is beginning.\Our tour is beginning. response:	Our adventure is beginning!
context: Remember to keep your weapons maintained.\If you get lonely, remember me and blush!\Take care.\It's finally time.\Yeah.\Our journey is beginning.\Our tour is beginning.\Our adventure is beginning! response:	We're on our way, Shiroe!
context: If you get lonely, remember me and blush!\Take care.\It's finally time.\Yeah.\Our journey is beginning.\Our tour is beginning.\Our adventure is beginning!\We're on our way, Shiroe! response:	We're going to see a lot of different worlds!
context: Take care.\It's finally time.\Yeah.\Our journey is beginning.\Our tour is beginning.\Our adventure is beginning!\We're on our way, Shiroe!\We're going to see a lot of different worlds! response:	Let's go!
context: It's finally time.\Yeah.\Our journey is beginning.\Our tour is beginning.\Our adventure is beginning!\We're on our way, Shiroe!\We're going to see a lot of different worlds!\Let's go! response:	To the west!
context: Yeah.\Our journey is beginning.\Our tour is beginning.\Our adventure is beginning!\We're on our way, Shiroe!\We're going to see a lot of different worlds!\Let's go!\To the west! response:	Minori and the others enjoy their journey.
context: Our journey is beginning.\Our tour is beginning.\Our adventure is beginning!\We're on our way, Shiroe!\We're going to see a lot of different worlds!\Let's go!\To the west!\Minori and the others enjoy their journey. response:	Fun things, hard things...
context: Our tour is beginning.\Our adventure is beginning!\We're on our way, Shiroe!\We're going to see a lot of different worlds!\Let's go!\To the west!\Minori and the others enjoy their journey.\Fun things, hard things... response:	Everything they encounter in this new world is exciting.
context: Our adventure is beginning!\We're on our way, Shiroe!\We're going to see a lot of different worlds!\Let's go!\To the west!\Minori and the others enjoy their journey.\Fun things, hard things...\Everything they encounter in this new world is exciting. response:	But an uneasy mood gradually overtakes them.
context: We're on our way, Shiroe!\We're going to see a lot of different worlds!\Let's go!\To the west!\Minori and the others enjoy their journey.\Fun things, hard things...\Everything they encounter in this new world is exciting.\But an uneasy mood gradually overtakes them. response:	A mysterious person appears before them.
context: We're going to see a lot of different worlds!\Let's go!\To the west!\Minori and the others enjoy their journey.\Fun things, hard things...\Everything they encounter in this new world is exciting.\But an uneasy mood gradually overtakes them.\A mysterious person appears before them. response:	It's a new person in glasses.
context: Let's go!\To the west!\Minori and the others enjoy their journey.\Fun things, hard things...\Everything they encounter in this new world is exciting.\But an uneasy mood gradually overtakes them.\A mysterious person appears before them.\It's a new person in glasses. response:	Next time: The Midday Vampire.
context: To the west!\Minori and the others enjoy their journey.\Fun things, hard things...\Everything they encounter in this new world is exciting.\But an uneasy mood gradually overtakes them.\A mysterious person appears before them.\It's a new person in glasses.\Next time: The Midday Vampire. response:	The Midday Vampire
