context: Mama? response:	Well, your father always picks you up, right?
context: Seems like I just asked an outlandish question...\Not at all...\Do you have Rin-chan's health record book?\Yes, at home...\Mother-Child Health Record Book\It's got a vaccination record page.\So it's okay.\I see... response:	I really don't know anything...
context: Not at all...\Do you have Rin-chan's health record book?\Yes, at home...\Mother-Child Health Record Book\It's got a vaccination record page.\So it's okay.\I see...\I really don't know anything... response:	See, I just met Rin for the first time about 3 months ago...
context: Do you have Rin-chan's health record book?\Yes, at home...\Mother-Child Health Record Book\It's got a vaccination record page.\So it's okay.\I see...\I really don't know anything...\See, I just met Rin for the first time about 3 months ago... response:	Three months?
context: Yes, at home...\Mother-Child Health Record Book\It's got a vaccination record page.\So it's okay.\I see...\I really don't know anything...\See, I just met Rin for the first time about 3 months ago...\Three months? response:	Yeah...
context: Mother-Child Health Record Book\It's got a vaccination record page.\So it's okay.\I see...\I really don't know anything...\See, I just met Rin for the first time about 3 months ago...\Three months?\Yeah... response:	That's a surprise.
context: It's got a vaccination record page.\So it's okay.\I see...\I really don't know anything...\See, I just met Rin for the first time about 3 months ago...\Three months?\Yeah...\That's a surprise. response:	I got the feeling that Rin-chan trusts in you implicitly, Daikichi-san...
context: So it's okay.\I see...\I really don't know anything...\See, I just met Rin for the first time about 3 months ago...\Three months?\Yeah...\That's a surprise.\I got the feeling that Rin-chan trusts in you implicitly, Daikichi-san... response:	I'm not sure about that...
context: I see...\I really don't know anything...\See, I just met Rin for the first time about 3 months ago...\Three months?\Yeah...\That's a surprise.\I got the feeling that Rin-chan trusts in you implicitly, Daikichi-san...\I'm not sure about that... response:	At home, she talks back a lot and she's a nag...
context: I really don't know anything...\See, I just met Rin for the first time about 3 months ago...\Three months?\Yeah...\That's a surprise.\I got the feeling that Rin-chan trusts in you implicitly, Daikichi-san...\I'm not sure about that...\At home, she talks back a lot and she's a nag... response:	That's proof she trusts you.
context: See, I just met Rin for the first time about 3 months ago...\Three months?\Yeah...\That's a surprise.\I got the feeling that Rin-chan trusts in you implicitly, Daikichi-san...\I'm not sure about that...\At home, she talks back a lot and she's a nag...\That's proof she trusts you. response:	It's obvious you're every bit a family.
context: Three months?\Yeah...\That's a surprise.\I got the feeling that Rin-chan trusts in you implicitly, Daikichi-san...\I'm not sure about that...\At home, she talks back a lot and she's a nag...\That's proof she trusts you.\It's obvious you're every bit a family. response:	Family...
context: Yeah...\That's a surprise.\I got the feeling that Rin-chan trusts in you implicitly, Daikichi-san...\I'm not sure about that...\At home, she talks back a lot and she's a nag...\That's proof she trusts you.\It's obvious you're every bit a family.\Family... response:	R-Really?
context: That's a surprise.\I got the feeling that Rin-chan trusts in you implicitly, Daikichi-san...\I'm not sure about that...\At home, she talks back a lot and she's a nag...\That's proof she trusts you.\It's obvious you're every bit a family.\Family...\R-Really? response:	That's right!
context: I got the feeling that Rin-chan trusts in you implicitly, Daikichi-san...\I'm not sure about that...\At home, she talks back a lot and she's a nag...\That's proof she trusts you.\It's obvious you're every bit a family.\Family...\R-Really?\That's right! response:	Maybe...
context: I'm not sure about that...\At home, she talks back a lot and she's a nag...\That's proof she trusts you.\It's obvious you're every bit a family.\Family...\R-Really?\That's right!\Maybe... response:	What?
context: At home, she talks back a lot and she's a nag...\That's proof she trusts you.\It's obvious you're every bit a family.\Family...\R-Really?\That's right!\Maybe...\What? response:	I just jumped over your shadow!
context: That's proof she trusts you.\It's obvious you're every bit a family.\Family...\R-Really?\That's right!\Maybe...\What?\I just jumped over your shadow! response:	I'm not tired!
context: It's obvious you're every bit a family.\Family...\R-Really?\That's right!\Maybe...\What?\I just jumped over your shadow!\I'm not tired! response:	That's okay.
context: Family...\R-Really?\That's right!\Maybe...\What?\I just jumped over your shadow!\I'm not tired!\That's okay. response:	Put me down!
context: R-Really?\That's right!\Maybe...\What?\I just jumped over your shadow!\I'm not tired!\That's okay.\Put me down! response:	Put me down!
context: That's right!\Maybe...\What?\I just jumped over your shadow!\I'm not tired!\That's okay.\Put me down!\Put me down! response:	Put me down, I said!
context: Maybe...\What?\I just jumped over your shadow!\I'm not tired!\That's okay.\Put me down!\Put me down!\Put me down, I said! response:	Thanks.
context: What?\I just jumped over your shadow!\I'm not tired!\That's okay.\Put me down!\Put me down!\Put me down, I said!\Thanks. response:	She's got almost everything on the list.
context: I just jumped over your shadow!\I'm not tired!\That's okay.\Put me down!\Put me down!\Put me down, I said!\Thanks.\She's got almost everything on the list. response:	School satchel?
context: I'm not tired!\That's okay.\Put me down!\Put me down!\Put me down, I said!\Thanks.\She's got almost everything on the list.\School satchel? response:	No, I haven't gotten that...
context: That's okay.\Put me down!\Put me down!\Put me down, I said!\Thanks.\She's got almost everything on the list.\School satchel?\No, I haven't gotten that... response:	Well, you'd better!
context: Put me down!\Put me down!\Put me down, I said!\Thanks.\She's got almost everything on the list.\School satchel?\No, I haven't gotten that...\Well, you'd better! response:	By now, all the designer label and fashionable ones are sold out!
context: Put me down!\Put me down, I said!\Thanks.\She's got almost everything on the list.\School satchel?\No, I haven't gotten that...\Well, you'd better!\By now, all the designer label and fashionable ones are sold out! response:	A normal one is fine.
context: Put me down, I said!\Thanks.\She's got almost everything on the list.\School satchel?\No, I haven't gotten that...\Well, you'd better!\By now, all the designer label and fashionable ones are sold out!\A normal one is fine. response:	She's a girl, so that won't do!
context: Thanks.\She's got almost everything on the list.\School satchel?\No, I haven't gotten that...\Well, you'd better!\By now, all the designer label and fashionable ones are sold out!\A normal one is fine.\She's a girl, so that won't do! response:	Fine, I'll look this weekend.
context: She's got almost everything on the list.\School satchel?\No, I haven't gotten that...\Well, you'd better!\By now, all the designer label and fashionable ones are sold out!\A normal one is fine.\She's a girl, so that won't do!\Fine, I'll look this weekend. response:	Dai-chan, are you going to really raise Rin-chan?
context: School satchel?\No, I haven't gotten that...\Well, you'd better!\By now, all the designer label and fashionable ones are sold out!\A normal one is fine.\She's a girl, so that won't do!\Fine, I'll look this weekend.\Dai-chan, are you going to really raise Rin-chan? response:	After all, you transferred to another section, right?
context: No, I haven't gotten that...\Well, you'd better!\By now, all the designer label and fashionable ones are sold out!\A normal one is fine.\She's a girl, so that won't do!\Fine, I'll look this weekend.\Dai-chan, are you going to really raise Rin-chan?\After all, you transferred to another section, right? response:	I haven't really thought ahead that far...
context: Well, you'd better!\By now, all the designer label and fashionable ones are sold out!\A normal one is fine.\She's a girl, so that won't do!\Fine, I'll look this weekend.\Dai-chan, are you going to really raise Rin-chan?\After all, you transferred to another section, right?\I haven't really thought ahead that far... response:	Mama!
context: By now, all the designer label and fashionable ones are sold out!\A normal one is fine.\She's a girl, so that won't do!\Fine, I'll look this weekend.\Dai-chan, are you going to really raise Rin-chan?\After all, you transferred to another section, right?\I haven't really thought ahead that far...\Mama! response:	Now I'll do your hair!
context: A normal one is fine.\She's a girl, so that won't do!\Fine, I'll look this weekend.\Dai-chan, are you going to really raise Rin-chan?\After all, you transferred to another section, right?\I haven't really thought ahead that far...\Mama!\Now I'll do your hair! response:	Okay!
context: She's a girl, so that won't do!\Fine, I'll look this weekend.\Dai-chan, are you going to really raise Rin-chan?\After all, you transferred to another section, right?\I haven't really thought ahead that far...\Mama!\Now I'll do your hair!\Okay! response:	You two are close, huh?
context: Fine, I'll look this weekend.\Dai-chan, are you going to really raise Rin-chan?\After all, you transferred to another section, right?\I haven't really thought ahead that far...\Mama!\Now I'll do your hair!\Okay!\You two are close, huh? response:	Mothers and daughters are like friends.
context: Dai-chan, are you going to really raise Rin-chan?\After all, you transferred to another section, right?\I haven't really thought ahead that far...\Mama!\Now I'll do your hair!\Okay!\You two are close, huh?\Mothers and daughters are like friends. response:	Come to think of it, Mom and Kazumi are like buddies, too...
context: After all, you transferred to another section, right?\I haven't really thought ahead that far...\Mama!\Now I'll do your hair!\Okay!\You two are close, huh?\Mothers and daughters are like friends.\Come to think of it, Mom and Kazumi are like buddies, too... response:	Who's to say that Masako-san's situation hasn't changed
context: I haven't really thought ahead that far...\Mama!\Now I'll do your hair!\Okay!\You two are close, huh?\Mothers and daughters are like friends.\Come to think of it, Mom and Kazumi are like buddies, too...\Who's to say that Masako-san's situation hasn't changed response:	and now she wants to live with her daughter?
context: Mama!\Now I'll do your hair!\Okay!\You two are close, huh?\Mothers and daughters are like friends.\Come to think of it, Mom and Kazumi are like buddies, too...\Who's to say that Masako-san's situation hasn't changed\and now she wants to live with her daughter? response:	Look at how many shots she's had...
context: Now I'll do your hair!\Okay!\You two are close, huh?\Mothers and daughters are like friends.\Come to think of it, Mom and Kazumi are like buddies, too...\Who's to say that Masako-san's situation hasn't changed\and now she wants to live with her daughter?\Look at how many shots she's had... response:	Her mother must have...
context: Okay!\You two are close, huh?\Mothers and daughters are like friends.\Come to think of it, Mom and Kazumi are like buddies, too...\Who's to say that Masako-san's situation hasn't changed\and now she wants to live with her daughter?\Look at how many shots she's had...\Her mother must have... response:	Souichi's Will
context: You two are close, huh?\Mothers and daughters are like friends.\Come to think of it, Mom and Kazumi are like buddies, too...\Who's to say that Masako-san's situation hasn't changed\and now she wants to live with her daughter?\Look at how many shots she's had...\Her mother must have...\Souichi's Will response:	Boing!
context: Mothers and daughters are like friends.\Come to think of it, Mom and Kazumi are like buddies, too...\Who's to say that Masako-san's situation hasn't changed\and now she wants to live with her daughter?\Look at how many shots she's had...\Her mother must have...\Souichi's Will\Boing! response:	A will!
context: Come to think of it, Mom and Kazumi are like buddies, too...\Who's to say that Masako-san's situation hasn't changed\and now she wants to live with her daughter?\Look at how many shots she's had...\Her mother must have...\Souichi's Will\Boing!\A will! response:	Boing?
context: Who's to say that Masako-san's situation hasn't changed\and now she wants to live with her daughter?\Look at how many shots she's had...\Her mother must have...\Souichi's Will\Boing!\A will!\Boing? response:	If Masako found it, she would probably get rid of it.
context: and now she wants to live with her daughter?\Look at how many shots she's had...\Her mother must have...\Souichi's Will\Boing!\A will!\Boing?\If Masako found it, she would probably get rid of it. response:	Thus, I've taken this... roundabout method.
context: Look at how many shots she's had...\Her mother must have...\Souichi's Will\Boing!\A will!\Boing?\If Masako found it, she would probably get rid of it.\Thus, I've taken this... roundabout method. response:	However, I don't really know the proper way to write a secret... riddle?
context: Her mother must have...\Souichi's Will\Boing!\A will!\Boing?\If Masako found it, she would probably get rid of it.\Thus, I've taken this... roundabout method.\However, I don't really know the proper way to write a secret... riddle? response:	And this keyboard thing is making a fool of me,
context: Souichi's Will\Boing!\A will!\Boing?\If Masako found it, she would probably get rid of it.\Thus, I've taken this... roundabout method.\However, I don't really know the proper way to write a secret... riddle?\And this keyboard thing is making a fool of me, response:	so I can't proceed at but a snail's pace.
context: Boing!\A will!\Boing?\If Masako found it, she would probably get rid of it.\Thus, I've taken this... roundabout method.\However, I don't really know the proper way to write a secret... riddle?\And this keyboard thing is making a fool of me,\so I can't proceed at but a snail's pace. response:	Even so, these kanji conversion mistakes are dreadful!
context: A will!\Boing?\If Masako found it, she would probably get rid of it.\Thus, I've taken this... roundabout method.\However, I don't really know the proper way to write a secret... riddle?\And this keyboard thing is making a fool of me,\so I can't proceed at but a snail's pace.\Even so, these kanji conversion mistakes are dreadful! response:	Already, this feeble-minded old fool's energy is exhausted.
context: Boing?\If Masako found it, she would probably get rid of it.\Thus, I've taken this... roundabout method.\However, I don't really know the proper way to write a secret... riddle?\And this keyboard thing is making a fool of me,\so I can't proceed at but a snail's pace.\Even so, these kanji conversion mistakes are dreadful!\Already, this feeble-minded old fool's energy is exhausted. response:	Therefore, I'm giving up on this blog...
context: If Masako found it, she would probably get rid of it.\Thus, I've taken this... roundabout method.\However, I don't really know the proper way to write a secret... riddle?\And this keyboard thing is making a fool of me,\so I can't proceed at but a snail's pace.\Even so, these kanji conversion mistakes are dreadful!\Already, this feeble-minded old fool's energy is exhausted.\Therefore, I'm giving up on this blog... response:	That's giving up too soon!
context: Thus, I've taken this... roundabout method.\However, I don't really know the proper way to write a secret... riddle?\And this keyboard thing is making a fool of me,\so I can't proceed at but a snail's pace.\Even so, these kanji conversion mistakes are dreadful!\Already, this feeble-minded old fool's energy is exhausted.\Therefore, I'm giving up on this blog...\That's giving up too soon! response:	What happened to the greatest generation?!
context: However, I don't really know the proper way to write a secret... riddle?\And this keyboard thing is making a fool of me,\so I can't proceed at but a snail's pace.\Even so, these kanji conversion mistakes are dreadful!\Already, this feeble-minded old fool's energy is exhausted.\Therefore, I'm giving up on this blog...\That's giving up too soon!\What happened to the greatest generation?! response:	To be continued in Rin's mother-child health record book...
context: And this keyboard thing is making a fool of me,\so I can't proceed at but a snail's pace.\Even so, these kanji conversion mistakes are dreadful!\Already, this feeble-minded old fool's energy is exhausted.\Therefore, I'm giving up on this blog...\That's giving up too soon!\What happened to the greatest generation?!\To be continued in Rin's mother-child health record book... response:	Sorry, Rin...
context: so I can't proceed at but a snail's pace.\Even so, these kanji conversion mistakes are dreadful!\Already, this feeble-minded old fool's energy is exhausted.\Therefore, I'm giving up on this blog...\That's giving up too soon!\What happened to the greatest generation?!\To be continued in Rin's mother-child health record book...\Sorry, Rin... response:	Let me have a look-see here...
context: Even so, these kanji conversion mistakes are dreadful!\Already, this feeble-minded old fool's energy is exhausted.\Therefore, I'm giving up on this blog...\That's giving up too soon!\What happened to the greatest generation?!\To be continued in Rin's mother-child health record book...\Sorry, Rin...\Let me have a look-see here... response:	Based on my prediction
context: Already, this feeble-minded old fool's energy is exhausted.\Therefore, I'm giving up on this blog...\That's giving up too soon!\What happened to the greatest generation?!\To be continued in Rin's mother-child health record book...\Sorry, Rin...\Let me have a look-see here...\Based on my prediction response:	that the person who found this piece of paper thinks warmly of Rin,
context: Therefore, I'm giving up on this blog...\That's giving up too soon!\What happened to the greatest generation?!\To be continued in Rin's mother-child health record book...\Sorry, Rin...\Let me have a look-see here...\Based on my prediction\that the person who found this piece of paper thinks warmly of Rin, response:	I shall give an account here of Rin and her mother, Masako.
context: That's giving up too soon!\What happened to the greatest generation?!\To be continued in Rin's mother-child health record book...\Sorry, Rin...\Let me have a look-see here...\Based on my prediction\that the person who found this piece of paper thinks warmly of Rin,\I shall give an account here of Rin and her mother, Masako. response:	Masako is easily misunderstood,
context: What happened to the greatest generation?!\To be continued in Rin's mother-child health record book...\Sorry, Rin...\Let me have a look-see here...\Based on my prediction\that the person who found this piece of paper thinks warmly of Rin,\I shall give an account here of Rin and her mother, Masako.\Masako is easily misunderstood, response:	so I would like to start by saying that she is by no means a bad girl.
context: To be continued in Rin's mother-child health record book...\Sorry, Rin...\Let me have a look-see here...\Based on my prediction\that the person who found this piece of paper thinks warmly of Rin,\I shall give an account here of Rin and her mother, Masako.\Masako is easily misunderstood,\so I would like to start by saying that she is by no means a bad girl. response:	She says that she's a failure as a mother.
context: Sorry, Rin...\Let me have a look-see here...\Based on my prediction\that the person who found this piece of paper thinks warmly of Rin,\I shall give an account here of Rin and her mother, Masako.\Masako is easily misunderstood,\so I would like to start by saying that she is by no means a bad girl.\She says that she's a failure as a mother. response:	That she feels sorry for Rin.
context: Let me have a look-see here...\Based on my prediction\that the person who found this piece of paper thinks warmly of Rin,\I shall give an account here of Rin and her mother, Masako.\Masako is easily misunderstood,\so I would like to start by saying that she is by no means a bad girl.\She says that she's a failure as a mother.\That she feels sorry for Rin. response:	Even now, she persists in being my maid.
context: Based on my prediction\that the person who found this piece of paper thinks warmly of Rin,\I shall give an account here of Rin and her mother, Masako.\Masako is easily misunderstood,\so I would like to start by saying that she is by no means a bad girl.\She says that she's a failure as a mother.\That she feels sorry for Rin.\Even now, she persists in being my maid. response:	And I believe that she will continue to do so.
context: that the person who found this piece of paper thinks warmly of Rin,\I shall give an account here of Rin and her mother, Masako.\Masako is easily misunderstood,\so I would like to start by saying that she is by no means a bad girl.\She says that she's a failure as a mother.\That she feels sorry for Rin.\Even now, she persists in being my maid.\And I believe that she will continue to do so. response:	I think of that as Rin's greatest happiness.
context: I shall give an account here of Rin and her mother, Masako.\Masako is easily misunderstood,\so I would like to start by saying that she is by no means a bad girl.\She says that she's a failure as a mother.\That she feels sorry for Rin.\Even now, she persists in being my maid.\And I believe that she will continue to do so.\I think of that as Rin's greatest happiness. response:	Happy? What's he mean?
context: Masako is easily misunderstood,\so I would like to start by saying that she is by no means a bad girl.\She says that she's a failure as a mother.\That she feels sorry for Rin.\Even now, she persists in being my maid.\And I believe that she will continue to do so.\I think of that as Rin's greatest happiness.\Happy? What's he mean? response:	She is living a vigilant life, carefully leaving no traces of herself behind,
context: so I would like to start by saying that she is by no means a bad girl.\She says that she's a failure as a mother.\That she feels sorry for Rin.\Even now, she persists in being my maid.\And I believe that she will continue to do so.\I think of that as Rin's greatest happiness.\Happy? What's he mean?\She is living a vigilant life, carefully leaving no traces of herself behind, response:	so that if something should happen to me,
context: She says that she's a failure as a mother.\That she feels sorry for Rin.\Even now, she persists in being my maid.\And I believe that she will continue to do so.\I think of that as Rin's greatest happiness.\Happy? What's he mean?\She is living a vigilant life, carefully leaving no traces of herself behind,\so that if something should happen to me, response:	her existence will be hidden from all of my relatives.
context: That she feels sorry for Rin.\Even now, she persists in being my maid.\And I believe that she will continue to do so.\I think of that as Rin's greatest happiness.\Happy? What's he mean?\She is living a vigilant life, carefully leaving no traces of herself behind,\so that if something should happen to me,\her existence will be hidden from all of my relatives. response:	Masako certainly has a mother's love for Rin.
context: Even now, she persists in being my maid.\And I believe that she will continue to do so.\I think of that as Rin's greatest happiness.\Happy? What's he mean?\She is living a vigilant life, carefully leaving no traces of herself behind,\so that if something should happen to me,\her existence will be hidden from all of my relatives.\Masako certainly has a mother's love for Rin. response:	But she's still young and may not yet have the maturity to be a parent...
context: And I believe that she will continue to do so.\I think of that as Rin's greatest happiness.\Happy? What's he mean?\She is living a vigilant life, carefully leaving no traces of herself behind,\so that if something should happen to me,\her existence will be hidden from all of my relatives.\Masako certainly has a mother's love for Rin.\But she's still young and may not yet have the maturity to be a parent... response:	I don't really understand it...
context: I think of that as Rin's greatest happiness.\Happy? What's he mean?\She is living a vigilant life, carefully leaving no traces of herself behind,\so that if something should happen to me,\her existence will be hidden from all of my relatives.\Masako certainly has a mother's love for Rin.\But she's still young and may not yet have the maturity to be a parent...\I don't really understand it... response:	But the one thing that's clear is he cared about Rin and her mother.
context: Happy? What's he mean?\She is living a vigilant life, carefully leaving no traces of herself behind,\so that if something should happen to me,\her existence will be hidden from all of my relatives.\Masako certainly has a mother's love for Rin.\But she's still young and may not yet have the maturity to be a parent...\I don't really understand it...\But the one thing that's clear is he cared about Rin and her mother. response:	Yoshii Masako
context: She is living a vigilant life, carefully leaving no traces of herself behind,\so that if something should happen to me,\her existence will be hidden from all of my relatives.\Masako certainly has a mother's love for Rin.\But she's still young and may not yet have the maturity to be a parent...\I don't really understand it...\But the one thing that's clear is he cared about Rin and her mother.\Yoshii Masako response:	Yoshii Masako
context: so that if something should happen to me,\her existence will be hidden from all of my relatives.\Masako certainly has a mother's love for Rin.\But she's still young and may not yet have the maturity to be a parent...\I don't really understand it...\But the one thing that's clear is he cared about Rin and her mother.\Yoshii Masako\Yoshii Masako response:	Daikichi!
context: her existence will be hidden from all of my relatives.\Masako certainly has a mother's love for Rin.\But she's still young and may not yet have the maturity to be a parent...\I don't really understand it...\But the one thing that's clear is he cared about Rin and her mother.\Yoshii Masako\Yoshii Masako\Daikichi! response:	W-What?!
context: Masako certainly has a mother's love for Rin.\But she's still young and may not yet have the maturity to be a parent...\I don't really understand it...\But the one thing that's clear is he cared about Rin and her mother.\Yoshii Masako\Yoshii Masako\Daikichi!\W-What?! response:	Listen!
context: But she's still young and may not yet have the maturity to be a parent...\I don't really understand it...\But the one thing that's clear is he cared about Rin and her mother.\Yoshii Masako\Yoshii Masako\Daikichi!\W-What?!\Listen! response:	I want you to make my hair look like rabbit ears!
context: I don't really understand it...\But the one thing that's clear is he cared about Rin and her mother.\Yoshii Masako\Yoshii Masako\Daikichi!\W-What?!\Listen!\I want you to make my hair look like rabbit ears! response:	Like Reina-chan's mom did before!
context: But the one thing that's clear is he cared about Rin and her mother.\Yoshii Masako\Yoshii Masako\Daikichi!\W-What?!\Listen!\I want you to make my hair look like rabbit ears!\Like Reina-chan's mom did before! response:	I can't!
context: Yoshii Masako\Yoshii Masako\Daikichi!\W-What?!\Listen!\I want you to make my hair look like rabbit ears!\Like Reina-chan's mom did before!\I can't! response:	Do it!
context: Yoshii Masako\Daikichi!\W-What?!\Listen!\I want you to make my hair look like rabbit ears!\Like Reina-chan's mom did before!\I can't!\Do it! response:	There's no way I can do it! It's out of my league!
context: Daikichi!\W-What?!\Listen!\I want you to make my hair look like rabbit ears!\Like Reina-chan's mom did before!\I can't!\Do it!\There's no way I can do it! It's out of my league! response:	Do it, I said!
context: W-What?!\Listen!\I want you to make my hair look like rabbit ears!\Like Reina-chan's mom did before!\I can't!\Do it!\There's no way I can do it! It's out of my league!\Do it, I said! response:	'Cause...
context: Listen!\I want you to make my hair look like rabbit ears!\Like Reina-chan's mom did before!\I can't!\Do it!\There's no way I can do it! It's out of my league!\Do it, I said!\'Cause... response:	she said I wasn't cute!
context: I want you to make my hair look like rabbit ears!\Like Reina-chan's mom did before!\I can't!\Do it!\There's no way I can do it! It's out of my league!\Do it, I said!\'Cause...\she said I wasn't cute! response:	Huh?
context: Like Reina-chan's mom did before!\I can't!\Do it!\There's no way I can do it! It's out of my league!\Do it, I said!\'Cause...\she said I wasn't cute!\Huh? response:	Someone told you that?
context: I can't!\Do it!\There's no way I can do it! It's out of my league!\Do it, I said!\'Cause...\she said I wasn't cute!\Huh?\Someone told you that? response:	Mii-chan said I wasn't cute at all!
context: Do it!\There's no way I can do it! It's out of my league!\Do it, I said!\'Cause...\she said I wasn't cute!\Huh?\Someone told you that?\Mii-chan said I wasn't cute at all! response:	Huh?
context: There's no way I can do it! It's out of my league!\Do it, I said!\'Cause...\she said I wasn't cute!\Huh?\Someone told you that?\Mii-chan said I wasn't cute at all!\Huh? response:	I think Rin wins hands down...
context: Do it, I said!\'Cause...\she said I wasn't cute!\Huh?\Someone told you that?\Mii-chan said I wasn't cute at all!\Huh?\I think Rin wins hands down... response:	I wanna be cute, too...
context: 'Cause...\she said I wasn't cute!\Huh?\Someone told you that?\Mii-chan said I wasn't cute at all!\Huh?\I think Rin wins hands down...\I wanna be cute, too... response:	All right, all right...
context: she said I wasn't cute!\Huh?\Someone told you that?\Mii-chan said I wasn't cute at all!\Huh?\I think Rin wins hands down...\I wanna be cute, too...\All right, all right... response:	She's already grown to be a fine girl
context: Huh?\Someone told you that?\Mii-chan said I wasn't cute at all!\Huh?\I think Rin wins hands down...\I wanna be cute, too...\All right, all right...\She's already grown to be a fine girl response:	and that means her feelings can definitely be hurt...
context: Someone told you that?\Mii-chan said I wasn't cute at all!\Huh?\I think Rin wins hands down...\I wanna be cute, too...\All right, all right...\She's already grown to be a fine girl\and that means her feelings can definitely be hurt... response:	Masako-san, did you know...?
context: Mii-chan said I wasn't cute at all!\Huh?\I think Rin wins hands down...\I wanna be cute, too...\All right, all right...\She's already grown to be a fine girl\and that means her feelings can definitely be hurt...\Masako-san, did you know...? response:	Already, Rin's mind has developed a lot.
context: Huh?\I think Rin wins hands down...\I wanna be cute, too...\All right, all right...\She's already grown to be a fine girl\and that means her feelings can definitely be hurt...\Masako-san, did you know...?\Already, Rin's mind has developed a lot. response:	She's mature in some ways, in others not.
context: I think Rin wins hands down...\I wanna be cute, too...\All right, all right...\She's already grown to be a fine girl\and that means her feelings can definitely be hurt...\Masako-san, did you know...?\Already, Rin's mind has developed a lot.\She's mature in some ways, in others not. response:	That's why an adult has to keep an eye on her.
context: I wanna be cute, too...\All right, all right...\She's already grown to be a fine girl\and that means her feelings can definitely be hurt...\Masako-san, did you know...?\Already, Rin's mind has developed a lot.\She's mature in some ways, in others not.\That's why an adult has to keep an eye on her. response:	Fin...ished!
context: All right, all right...\She's already grown to be a fine girl\and that means her feelings can definitely be hurt...\Masako-san, did you know...?\Already, Rin's mind has developed a lot.\She's mature in some ways, in others not.\That's why an adult has to keep an eye on her.\Fin...ished! response:	This is...
context: She's already grown to be a fine girl\and that means her feelings can definitely be hurt...\Masako-san, did you know...?\Already, Rin's mind has developed a lot.\She's mature in some ways, in others not.\That's why an adult has to keep an eye on her.\Fin...ished!\This is... response:	Twinkle, twinkle, little star...
context: and that means her feelings can definitely be hurt...\Masako-san, did you know...?\Already, Rin's mind has developed a lot.\She's mature in some ways, in others not.\That's why an adult has to keep an eye on her.\Fin...ished!\This is...\Twinkle, twinkle, little star... response:	H-Hey, Rin...
context: Masako-san, did you know...?\Already, Rin's mind has developed a lot.\She's mature in some ways, in others not.\That's why an adult has to keep an eye on her.\Fin...ished!\This is...\Twinkle, twinkle, little star...\H-Hey, Rin... response:	How I wonder what you...
context: Already, Rin's mind has developed a lot.\She's mature in some ways, in others not.\That's why an adult has to keep an eye on her.\Fin...ished!\This is...\Twinkle, twinkle, little star...\H-Hey, Rin...\How I wonder what you... response:	What are you doing?
context: She's mature in some ways, in others not.\That's why an adult has to keep an eye on her.\Fin...ished!\This is...\Twinkle, twinkle, little star...\H-Hey, Rin...\How I wonder what you...\What are you doing? response:	It's a secret, so I can't tell anyone at home about Parents' Day!
context: That's why an adult has to keep an eye on her.\Fin...ished!\This is...\Twinkle, twinkle, little star...\H-Hey, Rin...\How I wonder what you...\What are you doing?\It's a secret, so I can't tell anyone at home about Parents' Day! response:	So you can't look!
context: Fin...ished!\This is...\Twinkle, twinkle, little star...\H-Hey, Rin...\How I wonder what you...\What are you doing?\It's a secret, so I can't tell anyone at home about Parents' Day!\So you can't look! response:	S-She's gonna do it with that hairstyle?
context: This is...\Twinkle, twinkle, little star...\H-Hey, Rin...\How I wonder what you...\What are you doing?\It's a secret, so I can't tell anyone at home about Parents' Day!\So you can't look!\S-She's gonna do it with that hairstyle? response:	Twinkle, twinkle, little star,
context: Twinkle, twinkle, little star...\H-Hey, Rin...\How I wonder what you...\What are you doing?\It's a secret, so I can't tell anyone at home about Parents' Day!\So you can't look!\S-She's gonna do it with that hairstyle?\Twinkle, twinkle, little star, response:	Yoshii Masako
context: H-Hey, Rin...\How I wonder what you...\What are you doing?\It's a secret, so I can't tell anyone at home about Parents' Day!\So you can't look!\S-She's gonna do it with that hairstyle?\Twinkle, twinkle, little star,\Yoshii Masako response:	How I wonder what you are.
context: How I wonder what you...\What are you doing?\It's a secret, so I can't tell anyone at home about Parents' Day!\So you can't look!\S-She's gonna do it with that hairstyle?\Twinkle, twinkle, little star,\Yoshii Masako\How I wonder what you are. response:	If you left Rin alone,
context: What are you doing?\It's a secret, so I can't tell anyone at home about Parents' Day!\So you can't look!\S-She's gonna do it with that hairstyle?\Twinkle, twinkle, little star,\Yoshii Masako\How I wonder what you are.\If you left Rin alone, response:	thinking she'd eventually even forget something painful like that...
context: It's a secret, so I can't tell anyone at home about Parents' Day!\So you can't look!\S-She's gonna do it with that hairstyle?\Twinkle, twinkle, little star,\Yoshii Masako\How I wonder what you are.\If you left Rin alone,\thinking she'd eventually even forget something painful like that... response:	Up above the world so high,
context: So you can't look!\S-She's gonna do it with that hairstyle?\Twinkle, twinkle, little star,\Yoshii Masako\How I wonder what you are.\If you left Rin alone,\thinking she'd eventually even forget something painful like that...\Up above the world so high, response:	Like a diamond in the sky.
context: S-She's gonna do it with that hairstyle?\Twinkle, twinkle, little star,\Yoshii Masako\How I wonder what you are.\If you left Rin alone,\thinking she'd eventually even forget something painful like that...\Up above the world so high,\Like a diamond in the sky. response:	I have no scruples about hating you.
context: Twinkle, twinkle, little star,\Yoshii Masako\How I wonder what you are.\If you left Rin alone,\thinking she'd eventually even forget something painful like that...\Up above the world so high,\Like a diamond in the sky.\I have no scruples about hating you. response:	I want you to at least have had a good reason,
