context: Kiss Him, Not Me response:	I'm at a Disadvantage
context: I'll borrow your kitchen.\Puri Puri Moon\Stare...\I-I'm being watched.\Are you Onii-chan's girlfriend?\No, I'm his friend!\We work part-time together!\You mean in the Puri Moon show?! Are you in it, too?! Who are you playing?! response:	Um, Ruby.
context: Puri Puri Moon\Stare...\I-I'm being watched.\Are you Onii-chan's girlfriend?\No, I'm his friend!\We work part-time together!\You mean in the Puri Moon show?! Are you in it, too?! Who are you playing?!\Um, Ruby. response:	Ruby's my favorite after Diamond!
context: Stare...\I-I'm being watched.\Are you Onii-chan's girlfriend?\No, I'm his friend!\We work part-time together!\You mean in the Puri Moon show?! Are you in it, too?! Who are you playing?!\Um, Ruby.\Ruby's my favorite after Diamond! response:	B-But that doesn't mean I'm giving you my brother!
context: I-I'm being watched.\Are you Onii-chan's girlfriend?\No, I'm his friend!\We work part-time together!\You mean in the Puri Moon show?! Are you in it, too?! Who are you playing?!\Um, Ruby.\Ruby's my favorite after Diamond!\B-But that doesn't mean I'm giving you my brother! response:	You always take care of the house on your own?
context: Are you Onii-chan's girlfriend?\No, I'm his friend!\We work part-time together!\You mean in the Puri Moon show?! Are you in it, too?! Who are you playing?!\Um, Ruby.\Ruby's my favorite after Diamond!\B-But that doesn't mean I'm giving you my brother!\You always take care of the house on your own? response:	No. When Mommy and Daddy aren't around, Onii-chan is here.
context: No, I'm his friend!\We work part-time together!\You mean in the Puri Moon show?! Are you in it, too?! Who are you playing?!\Um, Ruby.\Ruby's my favorite after Diamond!\B-But that doesn't mean I'm giving you my brother!\You always take care of the house on your own?\No. When Mommy and Daddy aren't around, Onii-chan is here. response:	Ahem
context: We work part-time together!\You mean in the Puri Moon show?! Are you in it, too?! Who are you playing?!\Um, Ruby.\Ruby's my favorite after Diamond!\B-But that doesn't mean I'm giving you my brother!\You always take care of the house on your own?\No. When Mommy and Daddy aren't around, Onii-chan is here.\Ahem response:	But, right now he's busy with the Puri Moon show,
context: You mean in the Puri Moon show?! Are you in it, too?! Who are you playing?!\Um, Ruby.\Ruby's my favorite after Diamond!\B-But that doesn't mean I'm giving you my brother!\You always take care of the house on your own?\No. When Mommy and Daddy aren't around, Onii-chan is here.\Ahem\But, right now he's busy with the Puri Moon show, response:	so I told him to put that first!
context: Um, Ruby.\Ruby's my favorite after Diamond!\B-But that doesn't mean I'm giving you my brother!\You always take care of the house on your own?\No. When Mommy and Daddy aren't around, Onii-chan is here.\Ahem\But, right now he's busy with the Puri Moon show,\so I told him to put that first! response:	I see.
context: Ruby's my favorite after Diamond!\B-But that doesn't mean I'm giving you my brother!\You always take care of the house on your own?\No. When Mommy and Daddy aren't around, Onii-chan is here.\Ahem\But, right now he's busy with the Puri Moon show,\so I told him to put that first!\I see. response:	I'm the one who taught him the dance,
context: B-But that doesn't mean I'm giving you my brother!\You always take care of the house on your own?\No. When Mommy and Daddy aren't around, Onii-chan is here.\Ahem\But, right now he's busy with the Puri Moon show,\so I told him to put that first!\I see.\I'm the one who taught him the dance, response:	so you have to try your best as Ruby, too!
context: You always take care of the house on your own?\No. When Mommy and Daddy aren't around, Onii-chan is here.\Ahem\But, right now he's busy with the Puri Moon show,\so I told him to put that first!\I see.\I'm the one who taught him the dance,\so you have to try your best as Ruby, too! response:	Yup!
context: No. When Mommy and Daddy aren't around, Onii-chan is here.\Ahem\But, right now he's busy with the Puri Moon show,\so I told him to put that first!\I see.\I'm the one who taught him the dance,\so you have to try your best as Ruby, too!\Yup! response:	But Onii-chan is gonna marry me!
context: Ahem\But, right now he's busy with the Puri Moon show,\so I told him to put that first!\I see.\I'm the one who taught him the dance,\so you have to try your best as Ruby, too!\Yup!\But Onii-chan is gonna marry me! response:	Serinuma came to my room.
context: But, right now he's busy with the Puri Moon show,\so I told him to put that first!\I see.\I'm the one who taught him the dance,\so you have to try your best as Ruby, too!\Yup!\But Onii-chan is gonna marry me!\Serinuma came to my room. response:	To my room...
context: so I told him to put that first!\I see.\I'm the one who taught him the dance,\so you have to try your best as Ruby, too!\Yup!\But Onii-chan is gonna marry me!\Serinuma came to my room.\To my room... response:	This is the first time I've been into a boy's room.
context: I see.\I'm the one who taught him the dance,\so you have to try your best as Ruby, too!\Yup!\But Onii-chan is gonna marry me!\Serinuma came to my room.\To my room...\This is the first time I've been into a boy's room. response:	Sorry. It's small, isn't it?
context: I'm the one who taught him the dance,\so you have to try your best as Ruby, too!\Yup!\But Onii-chan is gonna marry me!\Serinuma came to my room.\To my room...\This is the first time I've been into a boy's room.\Sorry. It's small, isn't it? response:	No, not at all.
context: so you have to try your best as Ruby, too!\Yup!\But Onii-chan is gonna marry me!\Serinuma came to my room.\To my room...\This is the first time I've been into a boy's room.\Sorry. It's small, isn't it?\No, not at all. response:	Besides, that means we can be closer.
context: Yup!\But Onii-chan is gonna marry me!\Serinuma came to my room.\To my room...\This is the first time I've been into a boy's room.\Sorry. It's small, isn't it?\No, not at all.\Besides, that means we can be closer. response:	It makes me happy.
context: But Onii-chan is gonna marry me!\Serinuma came to my room.\To my room...\This is the first time I've been into a boy's room.\Sorry. It's small, isn't it?\No, not at all.\Besides, that means we can be closer.\It makes me happy. response:	Serinuma.
context: Serinuma came to my room.\To my room...\This is the first time I've been into a boy's room.\Sorry. It's small, isn't it?\No, not at all.\Besides, that means we can be closer.\It makes me happy.\Serinuma. response:	Nanashima-kun.
context: To my room...\This is the first time I've been into a boy's room.\Sorry. It's small, isn't it?\No, not at all.\Besides, that means we can be closer.\It makes me happy.\Serinuma.\Nanashima-kun. response:	Nanashima-kun?
context: This is the first time I've been into a boy's room.\Sorry. It's small, isn't it?\No, not at all.\Besides, that means we can be closer.\It makes me happy.\Serinuma.\Nanashima-kun.\Nanashima-kun? response:	Can you get up at all?
context: Sorry. It's small, isn't it?\No, not at all.\Besides, that means we can be closer.\It makes me happy.\Serinuma.\Nanashima-kun.\Nanashima-kun?\Can you get up at all? response:	How's your fever?
context: No, not at all.\Besides, that means we can be closer.\It makes me happy.\Serinuma.\Nanashima-kun.\Nanashima-kun?\Can you get up at all?\How's your fever? response:	Kiss Him, Not Me
context: Besides, that means we can be closer.\It makes me happy.\Serinuma.\Nanashima-kun.\Nanashima-kun?\Can you get up at all?\How's your fever?\Kiss Him, Not Me response:	Kiss Him, Not Me
context: It makes me happy.\Serinuma.\Nanashima-kun.\Nanashima-kun?\Can you get up at all?\How's your fever?\Kiss Him, Not Me\Kiss Him, Not Me response:	Huh? They went home already?
context: Serinuma.\Nanashima-kun.\Nanashima-kun?\Can you get up at all?\How's your fever?\Kiss Him, Not Me\Kiss Him, Not Me\Huh? They went home already? response:	Yeah. Dark Prince wasn't feeling well, so Ruby took him home.
context: Nanashima-kun.\Nanashima-kun?\Can you get up at all?\How's your fever?\Kiss Him, Not Me\Kiss Him, Not Me\Huh? They went home already?\Yeah. Dark Prince wasn't feeling well, so Ruby took him home. response:	Serinuma-san did?
context: Nanashima-kun?\Can you get up at all?\How's your fever?\Kiss Him, Not Me\Kiss Him, Not Me\Huh? They went home already?\Yeah. Dark Prince wasn't feeling well, so Ruby took him home.\Serinuma-san did? response:	Wait. What?
context: Can you get up at all?\How's your fever?\Kiss Him, Not Me\Kiss Him, Not Me\Huh? They went home already?\Yeah. Dark Prince wasn't feeling well, so Ruby took him home.\Serinuma-san did?\Wait. What? response:	H-Huh?
context: How's your fever?\Kiss Him, Not Me\Kiss Him, Not Me\Huh? They went home already?\Yeah. Dark Prince wasn't feeling well, so Ruby took him home.\Serinuma-san did?\Wait. What?\H-Huh? response:	Serinuma.
context: Kiss Him, Not Me\Kiss Him, Not Me\Huh? They went home already?\Yeah. Dark Prince wasn't feeling well, so Ruby took him home.\Serinuma-san did?\Wait. What?\H-Huh?\Serinuma. response:	You're so cute!
context: Kiss Him, Not Me\Huh? They went home already?\Yeah. Dark Prince wasn't feeling well, so Ruby took him home.\Serinuma-san did?\Wait. What?\H-Huh?\Serinuma.\You're so cute! response:	N-Nanashima-kun, are you still asleep?
context: Huh? They went home already?\Yeah. Dark Prince wasn't feeling well, so Ruby took him home.\Serinuma-san did?\Wait. What?\H-Huh?\Serinuma.\You're so cute!\N-Nanashima-kun, are you still asleep? response:	Let go of me!
context: Yeah. Dark Prince wasn't feeling well, so Ruby took him home.\Serinuma-san did?\Wait. What?\H-Huh?\Serinuma.\You're so cute!\N-Nanashima-kun, are you still asleep?\Let go of me! response:	He won't budge! No way!
context: Serinuma-san did?\Wait. What?\H-Huh?\Serinuma.\You're so cute!\N-Nanashima-kun, are you still asleep?\Let go of me!\He won't budge! No way! response:	Nanashima-kun! Get a hold of yourself!
context: Wait. What?\H-Huh?\Serinuma.\You're so cute!\N-Nanashima-kun, are you still asleep?\Let go of me!\He won't budge! No way!\Nanashima-kun! Get a hold of yourself! response:	Nanashima-kun!
context: H-Huh?\Serinuma.\You're so cute!\N-Nanashima-kun, are you still asleep?\Let go of me!\He won't budge! No way!\Nanashima-kun! Get a hold of yourself!\Nanashima-kun! response:	Nana!
context: Serinuma.\You're so cute!\N-Nanashima-kun, are you still asleep?\Let go of me!\He won't budge! No way!\Nanashima-kun! Get a hold of yourself!\Nanashima-kun!\Nana! response:	What the hell are you doing?!
context: You're so cute!\N-Nanashima-kun, are you still asleep?\Let go of me!\He won't budge! No way!\Nanashima-kun! Get a hold of yourself!\Nanashima-kun!\Nana!\What the hell are you doing?! response:	Serinuma-san!
context: N-Nanashima-kun, are you still asleep?\Let go of me!\He won't budge! No way!\Nanashima-kun! Get a hold of yourself!\Nanashima-kun!\Nana!\What the hell are you doing?!\Serinuma-san! response:	Igarashi? What happened?
context: Let go of me!\He won't budge! No way!\Nanashima-kun! Get a hold of yourself!\Nanashima-kun!\Nana!\What the hell are you doing?!\Serinuma-san!\Igarashi? What happened? response:	Serinuma-san!
context: He won't budge! No way!\Nanashima-kun! Get a hold of yourself!\Nanashima-kun!\Nana!\What the hell are you doing?!\Serinuma-san!\Igarashi? What happened?\Serinuma-san! response:	I'm sorry!
context: Nanashima-kun! Get a hold of yourself!\Nanashima-kun!\Nana!\What the hell are you doing?!\Serinuma-san!\Igarashi? What happened?\Serinuma-san!\I'm sorry! response:	Hey! You asshole!
context: Nanashima-kun!\Nana!\What the hell are you doing?!\Serinuma-san!\Igarashi? What happened?\Serinuma-san!\I'm sorry!\Hey! You asshole! response:	I'll kill
context: Nana!\What the hell are you doing?!\Serinuma-san!\Igarashi? What happened?\Serinuma-san!\I'm sorry!\Hey! You asshole!\I'll kill response:	I like you, Serinuma!
context: What the hell are you doing?!\Serinuma-san!\Igarashi? What happened?\Serinuma-san!\I'm sorry!\Hey! You asshole!\I'll kill\I like you, Serinuma! response:	Serinuma! I love you!
context: Serinuma-san!\Igarashi? What happened?\Serinuma-san!\I'm sorry!\Hey! You asshole!\I'll kill\I like you, Serinuma!\Serinuma! I love you! response:	I love you, Seri
context: Igarashi? What happened?\Serinuma-san!\I'm sorry!\Hey! You asshole!\I'll kill\I like you, Serinuma!\Serinuma! I love you!\I love you, Seri response:	Take your medicine and wake up!
context: Serinuma-san!\I'm sorry!\Hey! You asshole!\I'll kill\I like you, Serinuma!\Serinuma! I love you!\I love you, Seri\Take your medicine and wake up! response:	Huh? That... wasn't a dream?
context: I'm sorry!\Hey! You asshole!\I'll kill\I like you, Serinuma!\Serinuma! I love you!\I love you, Seri\Take your medicine and wake up!\Huh? That... wasn't a dream? response:	Nope.
context: Hey! You asshole!\I'll kill\I like you, Serinuma!\Serinuma! I love you!\I love you, Seri\Take your medicine and wake up!\Huh? That... wasn't a dream?\Nope. response:	No way! No way, no way!
context: I'll kill\I like you, Serinuma!\Serinuma! I love you!\I love you, Seri\Take your medicine and wake up!\Huh? That... wasn't a dream?\Nope.\No way! No way, no way! response:	I have to apologize!
context: I like you, Serinuma!\Serinuma! I love you!\I love you, Seri\Take your medicine and wake up!\Huh? That... wasn't a dream?\Nope.\No way! No way, no way!\I have to apologize! response:	Never mind a step forward, this is a huge step back.
context: Serinuma! I love you!\I love you, Seri\Take your medicine and wake up!\Huh? That... wasn't a dream?\Nope.\No way! No way, no way!\I have to apologize!\Never mind a step forward, this is a huge step back. response:	Kae-chan? She said she's home with a cold.
context: I love you, Seri\Take your medicine and wake up!\Huh? That... wasn't a dream?\Nope.\No way! No way, no way!\I have to apologize!\Never mind a step forward, this is a huge step back.\Kae-chan? She said she's home with a cold. response:	She didn't tell you?
context: Take your medicine and wake up!\Huh? That... wasn't a dream?\Nope.\No way! No way, no way!\I have to apologize!\Never mind a step forward, this is a huge step back.\Kae-chan? She said she's home with a cold.\She didn't tell you? response:	Serinuma
context: Huh? That... wasn't a dream?\Nope.\No way! No way, no way!\I have to apologize!\Never mind a step forward, this is a huge step back.\Kae-chan? She said she's home with a cold.\She didn't tell you?\Serinuma response:	I'm sorry! I'm really sorry! I really wasn't myself! Seriously, please let me explain!
context: Nope.\No way! No way, no way!\I have to apologize!\Never mind a step forward, this is a huge step back.\Kae-chan? She said she's home with a cold.\She didn't tell you?\Serinuma\I'm sorry! I'm really sorry! I really wasn't myself! Seriously, please let me explain! response:	She's not answering my calls.
context: No way! No way, no way!\I have to apologize!\Never mind a step forward, this is a huge step back.\Kae-chan? She said she's home with a cold.\She didn't tell you?\Serinuma\I'm sorry! I'm really sorry! I really wasn't myself! Seriously, please let me explain!\She's not answering my calls. response:	She hasn't read any of my messages.
context: I have to apologize!\Never mind a step forward, this is a huge step back.\Kae-chan? She said she's home with a cold.\She didn't tell you?\Serinuma\I'm sorry! I'm really sorry! I really wasn't myself! Seriously, please let me explain!\She's not answering my calls.\She hasn't read any of my messages. response:	She's ignoring me!
context: Never mind a step forward, this is a huge step back.\Kae-chan? She said she's home with a cold.\She didn't tell you?\Serinuma\I'm sorry! I'm really sorry! I really wasn't myself! Seriously, please let me explain!\She's not answering my calls.\She hasn't read any of my messages.\She's ignoring me! response:	Of course she is.
context: Kae-chan? She said she's home with a cold.\She didn't tell you?\Serinuma\I'm sorry! I'm really sorry! I really wasn't myself! Seriously, please let me explain!\She's not answering my calls.\She hasn't read any of my messages.\She's ignoring me!\Of course she is. response:	I wonder if I'll see her at practice tomorrow.
context: She didn't tell you?\Serinuma\I'm sorry! I'm really sorry! I really wasn't myself! Seriously, please let me explain!\She's not answering my calls.\She hasn't read any of my messages.\She's ignoring me!\Of course she is.\I wonder if I'll see her at practice tomorrow. response:	Who knows?
context: Serinuma\I'm sorry! I'm really sorry! I really wasn't myself! Seriously, please let me explain!\She's not answering my calls.\She hasn't read any of my messages.\She's ignoring me!\Of course she is.\I wonder if I'll see her at practice tomorrow.\Who knows? response:	Ruby apparently has a cold.
context: I'm sorry! I'm really sorry! I really wasn't myself! Seriously, please let me explain!\She's not answering my calls.\She hasn't read any of my messages.\She's ignoring me!\Of course she is.\I wonder if I'll see her at practice tomorrow.\Who knows?\Ruby apparently has a cold. response:	Will the performance will be okay?
context: She's not answering my calls.\She hasn't read any of my messages.\She's ignoring me!\Of course she is.\I wonder if I'll see her at practice tomorrow.\Who knows?\Ruby apparently has a cold.\Will the performance will be okay? response:	We'll have to consider a stand-in.
context: She hasn't read any of my messages.\She's ignoring me!\Of course she is.\I wonder if I'll see her at practice tomorrow.\Who knows?\Ruby apparently has a cold.\Will the performance will be okay?\We'll have to consider a stand-in. response:	I bet she doesn't want to see me.
context: She's ignoring me!\Of course she is.\I wonder if I'll see her at practice tomorrow.\Who knows?\Ruby apparently has a cold.\Will the performance will be okay?\We'll have to consider a stand-in.\I bet she doesn't want to see me. response:	Well, of course not,
context: Of course she is.\I wonder if I'll see her at practice tomorrow.\Who knows?\Ruby apparently has a cold.\Will the performance will be okay?\We'll have to consider a stand-in.\I bet she doesn't want to see me.\Well, of course not, response:	after what I did to her.
context: I wonder if I'll see her at practice tomorrow.\Who knows?\Ruby apparently has a cold.\Will the performance will be okay?\We'll have to consider a stand-in.\I bet she doesn't want to see me.\Well, of course not,\after what I did to her. response:	If she won't answer, I can just go to her
context: Who knows?\Ruby apparently has a cold.\Will the performance will be okay?\We'll have to consider a stand-in.\I bet she doesn't want to see me.\Well, of course not,\after what I did to her.\If she won't answer, I can just go to her response:	No. I have no right.
context: Ruby apparently has a cold.\Will the performance will be okay?\We'll have to consider a stand-in.\I bet she doesn't want to see me.\Well, of course not,\after what I did to her.\If she won't answer, I can just go to her\No. I have no right. response:	I'm home.
context: Will the performance will be okay?\We'll have to consider a stand-in.\I bet she doesn't want to see me.\Well, of course not,\after what I did to her.\If she won't answer, I can just go to her\No. I have no right.\I'm home. response:	Good luck
context: We'll have to consider a stand-in.\I bet she doesn't want to see me.\Well, of course not,\after what I did to her.\If she won't answer, I can just go to her\No. I have no right.\I'm home.\Good luck response:	Guess what? I drew this!
context: I bet she doesn't want to see me.\Well, of course not,\after what I did to her.\If she won't answer, I can just go to her\No. I have no right.\I'm home.\Good luck\Guess what? I drew this! response:	You can have it!
context: Well, of course not,\after what I did to her.\If she won't answer, I can just go to her\No. I have no right.\I'm home.\Good luck\Guess what? I drew this!\You can have it! response:	It looks just like me. You're so good!
context: after what I did to her.\If she won't answer, I can just go to her\No. I have no right.\I'm home.\Good luck\Guess what? I drew this!\You can have it!\It looks just like me. You're so good! response:	This is Dark Prince and this is Ruby.
context: If she won't answer, I can just go to her\No. I have no right.\I'm home.\Good luck\Guess what? I drew this!\You can have it!\It looks just like me. You're so good!\This is Dark Prince and this is Ruby. response:	Show it to the girl from the other day.
context: No. I have no right.\I'm home.\Good luck\Guess what? I drew this!\You can have it!\It looks just like me. You're so good!\This is Dark Prince and this is Ruby.\Show it to the girl from the other day. response:	It's a good luck charm so the show will go well!
context: I'm home.\Good luck\Guess what? I drew this!\You can have it!\It looks just like me. You're so good!\This is Dark Prince and this is Ruby.\Show it to the girl from the other day.\It's a good luck charm so the show will go well! response:	Kirari, Nii-chan's gonna go out again!
context: Good luck\Guess what? I drew this!\You can have it!\It looks just like me. You're so good!\This is Dark Prince and this is Ruby.\Show it to the girl from the other day.\It's a good luck charm so the show will go well!\Kirari, Nii-chan's gonna go out again! response:	I'll be back soon!
context: Guess what? I drew this!\You can have it!\It looks just like me. You're so good!\This is Dark Prince and this is Ruby.\Show it to the girl from the other day.\It's a good luck charm so the show will go well!\Kirari, Nii-chan's gonna go out again!\I'll be back soon! response:	Cut it out! That's not what I meant!
context: You can have it!\It looks just like me. You're so good!\This is Dark Prince and this is Ruby.\Show it to the girl from the other day.\It's a good luck charm so the show will go well!\Kirari, Nii-chan's gonna go out again!\I'll be back soon!\Cut it out! That's not what I meant! response:	Is that right?
context: It looks just like me. You're so good!\This is Dark Prince and this is Ruby.\Show it to the girl from the other day.\It's a good luck charm so the show will go well!\Kirari, Nii-chan's gonna go out again!\I'll be back soon!\Cut it out! That's not what I meant!\Is that right? response:	That's not what your body's saying, Senpai.
context: This is Dark Prince and this is Ruby.\Show it to the girl from the other day.\It's a good luck charm so the show will go well!\Kirari, Nii-chan's gonna go out again!\I'll be back soon!\Cut it out! That's not what I meant!\Is that right?\That's not what your body's saying, Senpai. response:	S-Stop!
context: Show it to the girl from the other day.\It's a good luck charm so the show will go well!\Kirari, Nii-chan's gonna go out again!\I'll be back soon!\Cut it out! That's not what I meant!\Is that right?\That's not what your body's saying, Senpai.\S-Stop! response:	It's so good when it's in BL!
context: It's a good luck charm so the show will go well!\Kirari, Nii-chan's gonna go out again!\I'll be back soon!\Cut it out! That's not what I meant!\Is that right?\That's not what your body's saying, Senpai.\S-Stop!\It's so good when it's in BL! response:	But, when it happens in reality, it's just scary.
context: Kirari, Nii-chan's gonna go out again!\I'll be back soon!\Cut it out! That's not what I meant!\Is that right?\That's not what your body's saying, Senpai.\S-Stop!\It's so good when it's in BL!\But, when it happens in reality, it's just scary. response:	Igarashi-kun
context: I'll be back soon!\Cut it out! That's not what I meant!\Is that right?\That's not what your body's saying, Senpai.\S-Stop!\It's so good when it's in BL!\But, when it happens in reality, it's just scary.\Igarashi-kun response:	Apparently Nana doesn't remember a thing because of the fever. He's not the lying type, so I think that's the truth. I hope you at least understand that much for now.
context: Cut it out! That's not what I meant!\Is that right?\That's not what your body's saying, Senpai.\S-Stop!\It's so good when it's in BL!\But, when it happens in reality, it's just scary.\Igarashi-kun\Apparently Nana doesn't remember a thing because of the fever. He's not the lying type, so I think that's the truth. I hope you at least understand that much for now. response:	I understand that.
context: Is that right?\That's not what your body's saying, Senpai.\S-Stop!\It's so good when it's in BL!\But, when it happens in reality, it's just scary.\Igarashi-kun\Apparently Nana doesn't remember a thing because of the fever. He's not the lying type, so I think that's the truth. I hope you at least understand that much for now.\I understand that. response:	But...
context: That's not what your body's saying, Senpai.\S-Stop!\It's so good when it's in BL!\But, when it happens in reality, it's just scary.\Igarashi-kun\Apparently Nana doesn't remember a thing because of the fever. He's not the lying type, so I think that's the truth. I hope you at least understand that much for now.\I understand that.\But... response:	Kae. You have a visitor downstairs.
context: S-Stop!\It's so good when it's in BL!\But, when it happens in reality, it's just scary.\Igarashi-kun\Apparently Nana doesn't remember a thing because of the fever. He's not the lying type, so I think that's the truth. I hope you at least understand that much for now.\I understand that.\But...\Kae. You have a visitor downstairs. response:	Nanashima.
context: It's so good when it's in BL!\But, when it happens in reality, it's just scary.\Igarashi-kun\Apparently Nana doesn't remember a thing because of the fever. He's not the lying type, so I think that's the truth. I hope you at least understand that much for now.\I understand that.\But...\Kae. You have a visitor downstairs.\Nanashima. response:	H-Huh? Tell him I'm not home.
context: But, when it happens in reality, it's just scary.\Igarashi-kun\Apparently Nana doesn't remember a thing because of the fever. He's not the lying type, so I think that's the truth. I hope you at least understand that much for now.\I understand that.\But...\Kae. You have a visitor downstairs.\Nanashima.\H-Huh? Tell him I'm not home. response:	Huh? Why should
context: Igarashi-kun\Apparently Nana doesn't remember a thing because of the fever. He's not the lying type, so I think that's the truth. I hope you at least understand that much for now.\I understand that.\But...\Kae. You have a visitor downstairs.\Nanashima.\H-Huh? Tell him I'm not home.\Huh? Why should response:	Just do it!
context: Apparently Nana doesn't remember a thing because of the fever. He's not the lying type, so I think that's the truth. I hope you at least understand that much for now.\I understand that.\But...\Kae. You have a visitor downstairs.\Nanashima.\H-Huh? Tell him I'm not home.\Huh? Why should\Just do it! response:	I get it already! You can't stay rolling around in bed forever!
context: I understand that.\But...\Kae. You have a visitor downstairs.\Nanashima.\H-Huh? Tell him I'm not home.\Huh? Why should\Just do it!\I get it already! You can't stay rolling around in bed forever! response:	I can't! I can't see him just yet!
context: But...\Kae. You have a visitor downstairs.\Nanashima.\H-Huh? Tell him I'm not home.\Huh? Why should\Just do it!\I get it already! You can't stay rolling around in bed forever!\I can't! I can't see him just yet! response:	Serinuma!
context: Kae. You have a visitor downstairs.\Nanashima.\H-Huh? Tell him I'm not home.\Huh? Why should\Just do it!\I get it already! You can't stay rolling around in bed forever!\I can't! I can't see him just yet!\Serinuma! response:	You're there, right?
context: Nanashima.\H-Huh? Tell him I'm not home.\Huh? Why should\Just do it!\I get it already! You can't stay rolling around in bed forever!\I can't! I can't see him just yet!\Serinuma!\You're there, right? response:	Just listen to me, please!
context: H-Huh? Tell him I'm not home.\Huh? Why should\Just do it!\I get it already! You can't stay rolling around in bed forever!\I can't! I can't see him just yet!\Serinuma!\You're there, right?\Just listen to me, please! response:	I'm really sorry about what happened.
context: Huh? Why should\Just do it!\I get it already! You can't stay rolling around in bed forever!\I can't! I can't see him just yet!\Serinuma!\You're there, right?\Just listen to me, please!\I'm really sorry about what happened. response:	I know it's not much of an excuse, but I really wasn't myself!
context: Just do it!\I get it already! You can't stay rolling around in bed forever!\I can't! I can't see him just yet!\Serinuma!\You're there, right?\Just listen to me, please!\I'm really sorry about what happened.\I know it's not much of an excuse, but I really wasn't myself! response:	You don't need to forgive me.
context: I get it already! You can't stay rolling around in bed forever!\I can't! I can't see him just yet!\Serinuma!\You're there, right?\Just listen to me, please!\I'm really sorry about what happened.\I know it's not much of an excuse, but I really wasn't myself!\You don't need to forgive me. response:	S-Stop it!
context: I can't! I can't see him just yet!\Serinuma!\You're there, right?\Just listen to me, please!\I'm really sorry about what happened.\I know it's not much of an excuse, but I really wasn't myself!\You don't need to forgive me.\S-Stop it! response:	But, Kirari is really looking forward to tomorrow's performance!
context: Serinuma!\You're there, right?\Just listen to me, please!\I'm really sorry about what happened.\I know it's not much of an excuse, but I really wasn't myself!\You don't need to forgive me.\S-Stop it!\But, Kirari is really looking forward to tomorrow's performance! response:	So, please, at least go to it!
context: You're there, right?\Just listen to me, please!\I'm really sorry about what happened.\I know it's not much of an excuse, but I really wasn't myself!\You don't need to forgive me.\S-Stop it!\But, Kirari is really looking forward to tomorrow's performance!\So, please, at least go to it! response:	I beg you!
context: Just listen to me, please!\I'm really sorry about what happened.\I know it's not much of an excuse, but I really wasn't myself!\You don't need to forgive me.\S-Stop it!\But, Kirari is really looking forward to tomorrow's performance!\So, please, at least go to it!\I beg you! response:	Shut up!
context: I'm really sorry about what happened.\I know it's not much of an excuse, but I really wasn't myself!\You don't need to forgive me.\S-Stop it!\But, Kirari is really looking forward to tomorrow's performance!\So, please, at least go to it!\I beg you!\Shut up! response:	Salt
context: I know it's not much of an excuse, but I really wasn't myself!\You don't need to forgive me.\S-Stop it!\But, Kirari is really looking forward to tomorrow's performance!\So, please, at least go to it!\I beg you!\Shut up!\Salt response:	Why are you yelling in front of our house?!
context: You don't need to forgive me.\S-Stop it!\But, Kirari is really looking forward to tomorrow's performance!\So, please, at least go to it!\I beg you!\Shut up!\Salt\Why are you yelling in front of our house?! response:	You're a nuisance!
context: S-Stop it!\But, Kirari is really looking forward to tomorrow's performance!\So, please, at least go to it!\I beg you!\Shut up!\Salt\Why are you yelling in front of our house?!\You're a nuisance! response:	Go home!
context: But, Kirari is really looking forward to tomorrow's performance!\So, please, at least go to it!\I beg you!\Shut up!\Salt\Why are you yelling in front of our house?!\You're a nuisance!\Go home! response:	I'm sorry!
context: So, please, at least go to it!\I beg you!\Shut up!\Salt\Why are you yelling in front of our house?!\You're a nuisance!\Go home!\I'm sorry! response:	Please, give this to Serinuma-san!
context: I beg you!\Shut up!\Salt\Why are you yelling in front of our house?!\You're a nuisance!\Go home!\I'm sorry!\Please, give this to Serinuma-san! response:	This is just unfair.
context: Shut up!\Salt\Why are you yelling in front of our house?!\You're a nuisance!\Go home!\I'm sorry!\Please, give this to Serinuma-san!\This is just unfair. response:	Ruby's still not here?
context: Salt\Why are you yelling in front of our house?!\You're a nuisance!\Go home!\I'm sorry!\Please, give this to Serinuma-san!\This is just unfair.\Ruby's still not here? response:	Not yet.
context: Why are you yelling in front of our house?!\You're a nuisance!\Go home!\I'm sorry!\Please, give this to Serinuma-san!\This is just unfair.\Ruby's still not here?\Not yet. response:	We don't have a choice. Have the stand-in get ready.
context: You're a nuisance!\Go home!\I'm sorry!\Please, give this to Serinuma-san!\This is just unfair.\Ruby's still not here?\Not yet.\We don't have a choice. Have the stand-in get ready. response:	I'm sorry!
context: Go home!\I'm sorry!\Please, give this to Serinuma-san!\This is just unfair.\Ruby's still not here?\Not yet.\We don't have a choice. Have the stand-in get ready.\I'm sorry! response:	I'm late.
context: I'm sorry!\Please, give this to Serinuma-san!\This is just unfair.\Ruby's still not here?\Not yet.\We don't have a choice. Have the stand-in get ready.\I'm sorry!\I'm late. response:	How do you feel? Are you okay?
context: Please, give this to Serinuma-san!\This is just unfair.\Ruby's still not here?\Not yet.\We don't have a choice. Have the stand-in get ready.\I'm sorry!\I'm late.\How do you feel? Are you okay? response:	Yup. I'm in tip-top form.
context: This is just unfair.\Ruby's still not here?\Not yet.\We don't have a choice. Have the stand-in get ready.\I'm sorry!\I'm late.\How do you feel? Are you okay?\Yup. I'm in tip-top form. response:	Then go get changed.
