context: July 15th (Thurs) 4:43 PM response:	It's open. Come in.
context: I'm now going to possess Koichi Hirose!\Th-This place... That post box...\Cheap Trap, you turned around here.\Even if you didn't turn around because you knew what this place was,\because of your ability, you had no choice but to look Koichi's way.\Wh-What?!\The alley where Reimi is, where you can't turn around, no matter what!\It's true that if any Stand tried to get rid of you, no matter what it was, response:	you'd return the damage to me.
context: Th-This place... That post box...\Cheap Trap, you turned around here.\Even if you didn't turn around because you knew what this place was,\because of your ability, you had no choice but to look Koichi's way.\Wh-What?!\The alley where Reimi is, where you can't turn around, no matter what!\It's true that if any Stand tried to get rid of you, no matter what it was,\you'd return the damage to me. response:	But there was something that could grasp only you...
context: Cheap Trap, you turned around here.\Even if you didn't turn around because you knew what this place was,\because of your ability, you had no choice but to look Koichi's way.\Wh-What?!\The alley where Reimi is, where you can't turn around, no matter what!\It's true that if any Stand tried to get rid of you, no matter what it was,\you'd return the damage to me.\But there was something that could grasp only you... response:	Something that'll only take those who look back.
context: Even if you didn't turn around because you knew what this place was,\because of your ability, you had no choice but to look Koichi's way.\Wh-What?!\The alley where Reimi is, where you can't turn around, no matter what!\It's true that if any Stand tried to get rid of you, no matter what it was,\you'd return the damage to me.\But there was something that could grasp only you...\Something that'll only take those who look back. response:	Something that'll only take your soul!
context: because of your ability, you had no choice but to look Koichi's way.\Wh-What?!\The alley where Reimi is, where you can't turn around, no matter what!\It's true that if any Stand tried to get rid of you, no matter what it was,\you'd return the damage to me.\But there was something that could grasp only you...\Something that'll only take those who look back.\Something that'll only take your soul! response:	Let go! Okay? Let go!
context: Wh-What?!\The alley where Reimi is, where you can't turn around, no matter what!\It's true that if any Stand tried to get rid of you, no matter what it was,\you'd return the damage to me.\But there was something that could grasp only you...\Something that'll only take those who look back.\Something that'll only take your soul!\Let go! Okay? Let go! response:	Where do you think you're taking me?! Hey!
context: The alley where Reimi is, where you can't turn around, no matter what!\It's true that if any Stand tried to get rid of you, no matter what it was,\you'd return the damage to me.\But there was something that could grasp only you...\Something that'll only take those who look back.\Something that'll only take your soul!\Let go! Okay? Let go!\Where do you think you're taking me?! Hey! response:	The afterlife.
context: It's true that if any Stand tried to get rid of you, no matter what it was,\you'd return the damage to me.\But there was something that could grasp only you...\Something that'll only take those who look back.\Something that'll only take your soul!\Let go! Okay? Let go!\Where do you think you're taking me?! Hey!\The afterlife. response:	I don't know if Heaven or Hell actually exist,
context: you'd return the damage to me.\But there was something that could grasp only you...\Something that'll only take those who look back.\Something that'll only take your soul!\Let go! Okay? Let go!\Where do you think you're taking me?! Hey!\The afterlife.\I don't know if Heaven or Hell actually exist, response:	but just in case, I'll write it in for you.
context: But there was something that could grasp only you...\Something that'll only take those who look back.\Something that'll only take your soul!\Let go! Okay? Let go!\Where do you think you're taking me?! Hey!\The afterlife.\I don't know if Heaven or Hell actually exist,\but just in case, I'll write it in for you. response:	Going to Hell
context: Something that'll only take those who look back.\Something that'll only take your soul!\Let go! Okay? Let go!\Where do you think you're taking me?! Hey!\The afterlife.\I don't know if Heaven or Hell actually exist,\but just in case, I'll write it in for you.\Going to Hell response:	It wouldn't do anything except talk, but that was one intense Stand.
context: Something that'll only take your soul!\Let go! Okay? Let go!\Where do you think you're taking me?! Hey!\The afterlife.\I don't know if Heaven or Hell actually exist,\but just in case, I'll write it in for you.\Going to Hell\It wouldn't do anything except talk, but that was one intense Stand. response:	Koichi, if you hadn't come,
context: Let go! Okay? Let go!\Where do you think you're taking me?! Hey!\The afterlife.\I don't know if Heaven or Hell actually exist,\but just in case, I'll write it in for you.\Going to Hell\It wouldn't do anything except talk, but that was one intense Stand.\Koichi, if you hadn't come, response:	I wouldn't have made it here, and it would have killed me.
context: Where do you think you're taking me?! Hey!\The afterlife.\I don't know if Heaven or Hell actually exist,\but just in case, I'll write it in for you.\Going to Hell\It wouldn't do anything except talk, but that was one intense Stand.\Koichi, if you hadn't come,\I wouldn't have made it here, and it would have killed me. response:	But since I was so focused on that thing,
context: The afterlife.\I don't know if Heaven or Hell actually exist,\but just in case, I'll write it in for you.\Going to Hell\It wouldn't do anything except talk, but that was one intense Stand.\Koichi, if you hadn't come,\I wouldn't have made it here, and it would have killed me.\But since I was so focused on that thing, response:	I had no idea we'd end up here.
context: I don't know if Heaven or Hell actually exist,\but just in case, I'll write it in for you.\Going to Hell\It wouldn't do anything except talk, but that was one intense Stand.\Koichi, if you hadn't come,\I wouldn't have made it here, and it would have killed me.\But since I was so focused on that thing,\I had no idea we'd end up here. response:	Reimi!
context: but just in case, I'll write it in for you.\Going to Hell\It wouldn't do anything except talk, but that was one intense Stand.\Koichi, if you hadn't come,\I wouldn't have made it here, and it would have killed me.\But since I was so focused on that thing,\I had no idea we'd end up here.\Reimi! response:	Did you take these pictures, Rohan?
context: Going to Hell\It wouldn't do anything except talk, but that was one intense Stand.\Koichi, if you hadn't come,\I wouldn't have made it here, and it would have killed me.\But since I was so focused on that thing,\I had no idea we'd end up here.\Reimi!\Did you take these pictures, Rohan? response:	I did.
context: It wouldn't do anything except talk, but that was one intense Stand.\Koichi, if you hadn't come,\I wouldn't have made it here, and it would have killed me.\But since I was so focused on that thing,\I had no idea we'd end up here.\Reimi!\Did you take these pictures, Rohan?\I did. response:	Something bothers me about them...
context: Koichi, if you hadn't come,\I wouldn't have made it here, and it would have killed me.\But since I was so focused on that thing,\I had no idea we'd end up here.\Reimi!\Did you take these pictures, Rohan?\I did.\Something bothers me about them... response:	Hayato Kawajiri
context: I wouldn't have made it here, and it would have killed me.\But since I was so focused on that thing,\I had no idea we'd end up here.\Reimi!\Did you take these pictures, Rohan?\I did.\Something bothers me about them...\Hayato Kawajiri response:	Kosaku Kawajiri Family of 3
context: But since I was so focused on that thing,\I had no idea we'd end up here.\Reimi!\Did you take these pictures, Rohan?\I did.\Something bothers me about them...\Hayato Kawajiri\Kosaku Kawajiri Family of 3 response:	Ch
context: I had no idea we'd end up here.\Reimi!\Did you take these pictures, Rohan?\I did.\Something bothers me about them...\Hayato Kawajiri\Kosaku Kawajiri Family of 3\Ch response:	Che
context: Reimi!\Did you take these pictures, Rohan?\I did.\Something bothers me about them...\Hayato Kawajiri\Kosaku Kawajiri Family of 3\Ch\Che response:	Chea
context: Did you take these pictures, Rohan?\I did.\Something bothers me about them...\Hayato Kawajiri\Kosaku Kawajiri Family of 3\Ch\Che\Chea response:	Cheap
context: I did.\Something bothers me about them...\Hayato Kawajiri\Kosaku Kawajiri Family of 3\Ch\Che\Chea\Cheap response:	Cheap T
context: Something bothers me about them...\Hayato Kawajiri\Kosaku Kawajiri Family of 3\Ch\Che\Chea\Cheap\Cheap T response:	Cheap Tr
context: Hayato Kawajiri\Kosaku Kawajiri Family of 3\Ch\Che\Chea\Cheap\Cheap T\Cheap Tr response:	Cheap Tra
context: Kosaku Kawajiri Family of 3\Ch\Che\Chea\Cheap\Cheap T\Cheap Tr\Cheap Tra response:	Cheap Trap
context: Ch\Che\Chea\Cheap\Cheap T\Cheap Tr\Cheap Tra\Cheap Trap response:	Masa
context: Che\Chea\Cheap\Cheap T\Cheap Tr\Cheap Tra\Cheap Trap\Masa response:	Masazo
context: Chea\Cheap\Cheap T\Cheap Tr\Cheap Tra\Cheap Trap\Masa\Masazo response:	Masazo Kinoto
context: Cheap\Cheap T\Cheap Tr\Cheap Tra\Cheap Trap\Masa\Masazo\Masazo Kinoto response:	July 15th (Thurs) 6:04 PM
context: Cheap T\Cheap Tr\Cheap Tra\Cheap Trap\Masa\Masazo\Masazo Kinoto\July 15th (Thurs) 6:04 PM response:	So, like, Mika
context: Cheap Tr\Cheap Tra\Cheap Trap\Masa\Masazo\Masazo Kinoto\July 15th (Thurs) 6:04 PM\So, like, Mika response:	got her boyfriend to buy her some expensive brand earrings.
context: Cheap Tra\Cheap Trap\Masa\Masazo\Masazo Kinoto\July 15th (Thurs) 6:04 PM\So, like, Mika\got her boyfriend to buy her some expensive brand earrings. response:	Buy some for me, too!
context: Cheap Trap\Masa\Masazo\Masazo Kinoto\July 15th (Thurs) 6:04 PM\So, like, Mika\got her boyfriend to buy her some expensive brand earrings.\Buy some for me, too! response:	Next time.
context: Masa\Masazo\Masazo Kinoto\July 15th (Thurs) 6:04 PM\So, like, Mika\got her boyfriend to buy her some expensive brand earrings.\Buy some for me, too!\Next time. response:	What do you think you're doing in my apartment?!
context: Masazo\Masazo Kinoto\July 15th (Thurs) 6:04 PM\So, like, Mika\got her boyfriend to buy her some expensive brand earrings.\Buy some for me, too!\Next time.\What do you think you're doing in my apartment?! response:	Hey, get the hell out!
context: Masazo Kinoto\July 15th (Thurs) 6:04 PM\So, like, Mika\got her boyfriend to buy her some expensive brand earrings.\Buy some for me, too!\Next time.\What do you think you're doing in my apartment?!\Hey, get the hell out! response:	Hm... A one-room apartment...
context: July 15th (Thurs) 6:04 PM\So, like, Mika\got her boyfriend to buy her some expensive brand earrings.\Buy some for me, too!\Next time.\What do you think you're doing in my apartment?!\Hey, get the hell out!\Hm... A one-room apartment... response:	I am Yoshikage Kira. Would you be kind enough to tell me your name?
context: So, like, Mika\got her boyfriend to buy her some expensive brand earrings.\Buy some for me, too!\Next time.\What do you think you're doing in my apartment?!\Hey, get the hell out!\Hm... A one-room apartment...\I am Yoshikage Kira. Would you be kind enough to tell me your name? response:	My nails are quite long, aren't they?
context: got her boyfriend to buy her some expensive brand earrings.\Buy some for me, too!\Next time.\What do you think you're doing in my apartment?!\Hey, get the hell out!\Hm... A one-room apartment...\I am Yoshikage Kira. Would you be kind enough to tell me your name?\My nails are quite long, aren't they? response:	Look how long they are.
context: Buy some for me, too!\Next time.\What do you think you're doing in my apartment?!\Hey, get the hell out!\Hm... A one-room apartment...\I am Yoshikage Kira. Would you be kind enough to tell me your name?\My nails are quite long, aren't they?\Look how long they are. response:	Is there anyone who can actually stop their nails from growing?
context: Next time.\What do you think you're doing in my apartment?!\Hey, get the hell out!\Hm... A one-room apartment...\I am Yoshikage Kira. Would you be kind enough to tell me your name?\My nails are quite long, aren't they?\Look how long they are.\Is there anyone who can actually stop their nails from growing? response:	There isn't.
context: What do you think you're doing in my apartment?!\Hey, get the hell out!\Hm... A one-room apartment...\I am Yoshikage Kira. Would you be kind enough to tell me your name?\My nails are quite long, aren't they?\Look how long they are.\Is there anyone who can actually stop their nails from growing?\There isn't. response:	Just as no one can stop their nails from growing,
context: Hey, get the hell out!\Hm... A one-room apartment...\I am Yoshikage Kira. Would you be kind enough to tell me your name?\My nails are quite long, aren't they?\Look how long they are.\Is there anyone who can actually stop their nails from growing?\There isn't.\Just as no one can stop their nails from growing, response:	you cannot stop the destiny you were born with.
context: Hm... A one-room apartment...\I am Yoshikage Kira. Would you be kind enough to tell me your name?\My nails are quite long, aren't they?\Look how long they are.\Is there anyone who can actually stop their nails from growing?\There isn't.\Just as no one can stop their nails from growing,\you cannot stop the destiny you were born with. response:	I believe I asked for your name...
context: I am Yoshikage Kira. Would you be kind enough to tell me your name?\My nails are quite long, aren't they?\Look how long they are.\Is there anyone who can actually stop their nails from growing?\There isn't.\Just as no one can stop their nails from growing,\you cannot stop the destiny you were born with.\I believe I asked for your name... response:	M-My boyfriend... What did you do to my
context: My nails are quite long, aren't they?\Look how long they are.\Is there anyone who can actually stop their nails from growing?\There isn't.\Just as no one can stop their nails from growing,\you cannot stop the destiny you were born with.\I believe I asked for your name...\M-My boyfriend... What did you do to my response:	Don't answer a question with a question!
context: Look how long they are.\Is there anyone who can actually stop their nails from growing?\There isn't.\Just as no one can stop their nails from growing,\you cannot stop the destiny you were born with.\I believe I asked for your name...\M-My boyfriend... What did you do to my\Don't answer a question with a question! response:	Didn't they teach you in school not to answer a question with a question?!
context: Is there anyone who can actually stop their nails from growing?\There isn't.\Just as no one can stop their nails from growing,\you cannot stop the destiny you were born with.\I believe I asked for your name...\M-My boyfriend... What did you do to my\Don't answer a question with a question!\Didn't they teach you in school not to answer a question with a question?! response:	I'm asking you what your name is!
context: There isn't.\Just as no one can stop their nails from growing,\you cannot stop the destiny you were born with.\I believe I asked for your name...\M-My boyfriend... What did you do to my\Don't answer a question with a question!\Didn't they teach you in school not to answer a question with a question?!\I'm asking you what your name is! response:	M-Minako! M-M-Minako!
context: Just as no one can stop their nails from growing,\you cannot stop the destiny you were born with.\I believe I asked for your name...\M-My boyfriend... What did you do to my\Don't answer a question with a question!\Didn't they teach you in school not to answer a question with a question?!\I'm asking you what your name is!\M-Minako! M-M-Minako! response:	Minako...
context: you cannot stop the destiny you were born with.\I believe I asked for your name...\M-My boyfriend... What did you do to my\Don't answer a question with a question!\Didn't they teach you in school not to answer a question with a question?!\I'm asking you what your name is!\M-Minako! M-M-Minako!\Minako... response:	Your parents gave you a beautiful name.
context: I believe I asked for your name...\M-My boyfriend... What did you do to my\Don't answer a question with a question!\Didn't they teach you in school not to answer a question with a question?!\I'm asking you what your name is!\M-Minako! M-M-Minako!\Minako...\Your parents gave you a beautiful name. response:	I like it.
context: M-My boyfriend... What did you do to my\Don't answer a question with a question!\Didn't they teach you in school not to answer a question with a question?!\I'm asking you what your name is!\M-Minako! M-M-Minako!\Minako...\Your parents gave you a beautiful name.\I like it. response:	Minako, I have a request.
context: Don't answer a question with a question!\Didn't they teach you in school not to answer a question with a question?!\I'm asking you what your name is!\M-Minako! M-M-Minako!\Minako...\Your parents gave you a beautiful name.\I like it.\Minako, I have a request. response:	It would make me happy if you would hold these.
context: Didn't they teach you in school not to answer a question with a question?!\I'm asking you what your name is!\M-Minako! M-M-Minako!\Minako...\Your parents gave you a beautiful name.\I like it.\Minako, I have a request.\It would make me happy if you would hold these. response:	I want you to cut my nails with these geeky nail clippers.
context: I'm asking you what your name is!\M-Minako! M-M-Minako!\Minako...\Your parents gave you a beautiful name.\I like it.\Minako, I have a request.\It would make me happy if you would hold these.\I want you to cut my nails with these geeky nail clippers. response:	You've never cut someone else's nails?
context: M-Minako! M-M-Minako!\Minako...\Your parents gave you a beautiful name.\I like it.\Minako, I have a request.\It would make me happy if you would hold these.\I want you to cut my nails with these geeky nail clippers.\You've never cut someone else's nails? response:	There's a first time for everything.
context: Minako...\Your parents gave you a beautiful name.\I like it.\Minako, I have a request.\It would make me happy if you would hold these.\I want you to cut my nails with these geeky nail clippers.\You've never cut someone else's nails?\There's a first time for everything. response:	Be careful not to cut them too short.
context: Your parents gave you a beautiful name.\I like it.\Minako, I have a request.\It would make me happy if you would hold these.\I want you to cut my nails with these geeky nail clippers.\You've never cut someone else's nails?\There's a first time for everything.\Be careful not to cut them too short. response:	Help... Please...
context: I like it.\Minako, I have a request.\It would make me happy if you would hold these.\I want you to cut my nails with these geeky nail clippers.\You've never cut someone else's nails?\There's a first time for everything.\Be careful not to cut them too short.\Help... Please... response:	Help... Forgive me...
context: Minako, I have a request.\It would make me happy if you would hold these.\I want you to cut my nails with these geeky nail clippers.\You've never cut someone else's nails?\There's a first time for everything.\Be careful not to cut them too short.\Help... Please...\Help... Forgive me... response:	Forgive you?
context: It would make me happy if you would hold these.\I want you to cut my nails with these geeky nail clippers.\You've never cut someone else's nails?\There's a first time for everything.\Be careful not to cut them too short.\Help... Please...\Help... Forgive me...\Forgive you? response:	Now, wait a minute.
context: I want you to cut my nails with these geeky nail clippers.\You've never cut someone else's nails?\There's a first time for everything.\Be careful not to cut them too short.\Help... Please...\Help... Forgive me...\Forgive you?\Now, wait a minute. response:	I'm not angry or anything.
context: You've never cut someone else's nails?\There's a first time for everything.\Be careful not to cut them too short.\Help... Please...\Help... Forgive me...\Forgive you?\Now, wait a minute.\I'm not angry or anything. response:	This is something I enjoy.
context: There's a first time for everything.\Be careful not to cut them too short.\Help... Please...\Help... Forgive me...\Forgive you?\Now, wait a minute.\I'm not angry or anything.\This is something I enjoy. response:	I chose you because you suited my taste, as well.
context: Be careful not to cut them too short.\Help... Please...\Help... Forgive me...\Forgive you?\Now, wait a minute.\I'm not angry or anything.\This is something I enjoy.\I chose you because you suited my taste, as well. response:	I was born with these tastes, so I'm just trying to act positively about it.
context: Help... Please...\Help... Forgive me...\Forgive you?\Now, wait a minute.\I'm not angry or anything.\This is something I enjoy.\I chose you because you suited my taste, as well.\I was born with these tastes, so I'm just trying to act positively about it. response:	Positively...
context: Help... Forgive me...\Forgive you?\Now, wait a minute.\I'm not angry or anything.\This is something I enjoy.\I chose you because you suited my taste, as well.\I was born with these tastes, so I'm just trying to act positively about it.\Positively... response:	It sounded like you were asking your boyfriend for some earrings.
context: Forgive you?\Now, wait a minute.\I'm not angry or anything.\This is something I enjoy.\I chose you because you suited my taste, as well.\I was born with these tastes, so I'm just trying to act positively about it.\Positively...\It sounded like you were asking your boyfriend for some earrings. response:	Here, he left these for you.
context: Now, wait a minute.\I'm not angry or anything.\This is something I enjoy.\I chose you because you suited my taste, as well.\I was born with these tastes, so I'm just trying to act positively about it.\Positively...\It sounded like you were asking your boyfriend for some earrings.\Here, he left these for you. response:	It's a present.
context: I'm not angry or anything.\This is something I enjoy.\I chose you because you suited my taste, as well.\I was born with these tastes, so I'm just trying to act positively about it.\Positively...\It sounded like you were asking your boyfriend for some earrings.\Here, he left these for you.\It's a present. response:	You're very good at cutting nails. I like that about you, too.
context: This is something I enjoy.\I chose you because you suited my taste, as well.\I was born with these tastes, so I'm just trying to act positively about it.\Positively...\It sounded like you were asking your boyfriend for some earrings.\Here, he left these for you.\It's a present.\You're very good at cutting nails. I like that about you, too. response:	And you are truly adorable when you don't talk.
context: I chose you because you suited my taste, as well.\I was born with these tastes, so I'm just trying to act positively about it.\Positively...\It sounded like you were asking your boyfriend for some earrings.\Here, he left these for you.\It's a present.\You're very good at cutting nails. I like that about you, too.\And you are truly adorable when you don't talk. response:	What to do, Minako...
context: I was born with these tastes, so I'm just trying to act positively about it.\Positively...\It sounded like you were asking your boyfriend for some earrings.\Here, he left these for you.\It's a present.\You're very good at cutting nails. I like that about you, too.\And you are truly adorable when you don't talk.\What to do, Minako... response:	I want to take you home with me,
context: Positively...\It sounded like you were asking your boyfriend for some earrings.\Here, he left these for you.\It's a present.\You're very good at cutting nails. I like that about you, too.\And you are truly adorable when you don't talk.\What to do, Minako...\I want to take you home with me, response:	but bringing you into the Kawajiri home would be risky.
context: It sounded like you were asking your boyfriend for some earrings.\Here, he left these for you.\It's a present.\You're very good at cutting nails. I like that about you, too.\And you are truly adorable when you don't talk.\What to do, Minako...\I want to take you home with me,\but bringing you into the Kawajiri home would be risky. response:	Still, this is refreshing... This is truly refreshing!
context: Here, he left these for you.\It's a present.\You're very good at cutting nails. I like that about you, too.\And you are truly adorable when you don't talk.\What to do, Minako...\I want to take you home with me,\but bringing you into the Kawajiri home would be risky.\Still, this is refreshing... This is truly refreshing! response:	Th-The man and woman he followed from the station...
context: It's a present.\You're very good at cutting nails. I like that about you, too.\And you are truly adorable when you don't talk.\What to do, Minako...\I want to take you home with me,\but bringing you into the Kawajiri home would be risky.\Still, this is refreshing... This is truly refreshing!\Th-The man and woman he followed from the station... response:	He killed them and made them disappear!
context: You're very good at cutting nails. I like that about you, too.\And you are truly adorable when you don't talk.\What to do, Minako...\I want to take you home with me,\but bringing you into the Kawajiri home would be risky.\Still, this is refreshing... This is truly refreshing!\Th-The man and woman he followed from the station...\He killed them and made them disappear! response:	That's... Hayato.
context: And you are truly adorable when you don't talk.\What to do, Minako...\I want to take you home with me,\but bringing you into the Kawajiri home would be risky.\Still, this is refreshing... This is truly refreshing!\Th-The man and woman he followed from the station...\He killed them and made them disappear!\That's... Hayato. response:	What is he doing in a place like this?
context: What to do, Minako...\I want to take you home with me,\but bringing you into the Kawajiri home would be risky.\Still, this is refreshing... This is truly refreshing!\Th-The man and woman he followed from the station...\He killed them and made them disappear!\That's... Hayato.\What is he doing in a place like this? response:	This is the opposite direction from the house and his school...
context: I want to take you home with me,\but bringing you into the Kawajiri home would be risky.\Still, this is refreshing... This is truly refreshing!\Th-The man and woman he followed from the station...\He killed them and made them disappear!\That's... Hayato.\What is he doing in a place like this?\This is the opposite direction from the house and his school... response:	What's that?
context: but bringing you into the Kawajiri home would be risky.\Still, this is refreshing... This is truly refreshing!\Th-The man and woman he followed from the station...\He killed them and made them disappear!\That's... Hayato.\What is he doing in a place like this?\This is the opposite direction from the house and his school...\What's that? response:	I didn't lock the door...
context: Still, this is refreshing... This is truly refreshing!\Th-The man and woman he followed from the station...\He killed them and made them disappear!\That's... Hayato.\What is he doing in a place like this?\This is the opposite direction from the house and his school...\What's that?\I didn't lock the door... response:	Hayato... He...
context: Th-The man and woman he followed from the station...\He killed them and made them disappear!\That's... Hayato.\What is he doing in a place like this?\This is the opposite direction from the house and his school...\What's that?\I didn't lock the door...\Hayato... He... response:	It couldn't be.
context: He killed them and made them disappear!\That's... Hayato.\What is he doing in a place like this?\This is the opposite direction from the house and his school...\What's that?\I didn't lock the door...\Hayato... He...\It couldn't be. response:	He's not human... What is that thing that's disguised as my dad?
context: That's... Hayato.\What is he doing in a place like this?\This is the opposite direction from the house and his school...\What's that?\I didn't lock the door...\Hayato... He...\It couldn't be.\He's not human... What is that thing that's disguised as my dad? response:	There's evidence that they've been back here.
context: What is he doing in a place like this?\This is the opposite direction from the house and his school...\What's that?\I didn't lock the door...\Hayato... He...\It couldn't be.\He's not human... What is that thing that's disguised as my dad?\There's evidence that they've been back here. response:	And there are blood stains on the floor.
context: This is the opposite direction from the house and his school...\What's that?\I didn't lock the door...\Hayato... He...\It couldn't be.\He's not human... What is that thing that's disguised as my dad?\There's evidence that they've been back here.\And there are blood stains on the floor. response:	Did he finally make his move?
context: What's that?\I didn't lock the door...\Hayato... He...\It couldn't be.\He's not human... What is that thing that's disguised as my dad?\There's evidence that they've been back here.\And there are blood stains on the floor.\Did he finally make his move? response:	July 15th (Thurs) 8:36 PM
context: I didn't lock the door...\Hayato... He...\It couldn't be.\He's not human... What is that thing that's disguised as my dad?\There's evidence that they've been back here.\And there are blood stains on the floor.\Did he finally make his move?\July 15th (Thurs) 8:36 PM response:	The thing in Hayato's hand was definitely a handy cam.
context: Hayato... He...\It couldn't be.\He's not human... What is that thing that's disguised as my dad?\There's evidence that they've been back here.\And there are blood stains on the floor.\Did he finally make his move?\July 15th (Thurs) 8:36 PM\The thing in Hayato's hand was definitely a handy cam. response:	It doesn't seem to be in this room right now...
context: It couldn't be.\He's not human... What is that thing that's disguised as my dad?\There's evidence that they've been back here.\And there are blood stains on the floor.\Did he finally make his move?\July 15th (Thurs) 8:36 PM\The thing in Hayato's hand was definitely a handy cam.\It doesn't seem to be in this room right now... response:	Hayato...
context: He's not human... What is that thing that's disguised as my dad?\There's evidence that they've been back here.\And there are blood stains on the floor.\Did he finally make his move?\July 15th (Thurs) 8:36 PM\The thing in Hayato's hand was definitely a handy cam.\It doesn't seem to be in this room right now...\Hayato... response:	He's been acting weird ever since the other day.
context: There's evidence that they've been back here.\And there are blood stains on the floor.\Did he finally make his move?\July 15th (Thurs) 8:36 PM\The thing in Hayato's hand was definitely a handy cam.\It doesn't seem to be in this room right now...\Hayato...\He's been acting weird ever since the other day. response:	I have to find out what Hayato was doing.
context: And there are blood stains on the floor.\Did he finally make his move?\July 15th (Thurs) 8:36 PM\The thing in Hayato's hand was definitely a handy cam.\It doesn't seem to be in this room right now...\Hayato...\He's been acting weird ever since the other day.\I have to find out what Hayato was doing. response:	I have to find out for sure.
context: Did he finally make his move?\July 15th (Thurs) 8:36 PM\The thing in Hayato's hand was definitely a handy cam.\It doesn't seem to be in this room right now...\Hayato...\He's been acting weird ever since the other day.\I have to find out what Hayato was doing.\I have to find out for sure. response:	C-Calm down...
context: July 15th (Thurs) 8:36 PM\The thing in Hayato's hand was definitely a handy cam.\It doesn't seem to be in this room right now...\Hayato...\He's been acting weird ever since the other day.\I have to find out what Hayato was doing.\I have to find out for sure.\C-Calm down... response:	I have to calm down and gather my thoughts.
context: The thing in Hayato's hand was definitely a handy cam.\It doesn't seem to be in this room right now...\Hayato...\He's been acting weird ever since the other day.\I have to find out what Hayato was doing.\I have to find out for sure.\C-Calm down...\I have to calm down and gather my thoughts. response:	First, this videotape...
context: It doesn't seem to be in this room right now...\Hayato...\He's been acting weird ever since the other day.\I have to find out what Hayato was doing.\I have to find out for sure.\C-Calm down...\I have to calm down and gather my thoughts.\First, this videotape... response:	Should I show it to someone?
context: Hayato...\He's been acting weird ever since the other day.\I have to find out what Hayato was doing.\I have to find out for sure.\C-Calm down...\I have to calm down and gather my thoughts.\First, this videotape...\Should I show it to someone? response:	I can't show it to Mom!
context: He's been acting weird ever since the other day.\I have to find out what Hayato was doing.\I have to find out for sure.\C-Calm down...\I have to calm down and gather my thoughts.\First, this videotape...\Should I show it to someone?\I can't show it to Mom! response:	Mom totally trusts him.
context: I have to find out what Hayato was doing.\I have to find out for sure.\C-Calm down...\I have to calm down and gather my thoughts.\First, this videotape...\Should I show it to someone?\I can't show it to Mom!\Mom totally trusts him. response:	Should I show it to the police?
context: I have to find out for sure.\C-Calm down...\I have to calm down and gather my thoughts.\First, this videotape...\Should I show it to someone?\I can't show it to Mom!\Mom totally trusts him.\Should I show it to the police? response:	Would they believe that a person got blown up and then disappeared?
context: C-Calm down...\I have to calm down and gather my thoughts.\First, this videotape...\Should I show it to someone?\I can't show it to Mom!\Mom totally trusts him.\Should I show it to the police?\Would they believe that a person got blown up and then disappeared? response:	More importantly, he's not human...
context: I have to calm down and gather my thoughts.\First, this videotape...\Should I show it to someone?\I can't show it to Mom!\Mom totally trusts him.\Should I show it to the police?\Would they believe that a person got blown up and then disappeared?\More importantly, he's not human... response:	Could the police even catch someone like him?
context: First, this videotape...\Should I show it to someone?\I can't show it to Mom!\Mom totally trusts him.\Should I show it to the police?\Would they believe that a person got blown up and then disappeared?\More importantly, he's not human...\Could the police even catch someone like him? response:	No... Does anyone even exist in this world who could catch him?
context: Should I show it to someone?\I can't show it to Mom!\Mom totally trusts him.\Should I show it to the police?\Would they believe that a person got blown up and then disappeared?\More importantly, he's not human...\Could the police even catch someone like him?\No... Does anyone even exist in this world who could catch him? response:	What should I do?
context: I can't show it to Mom!\Mom totally trusts him.\Should I show it to the police?\Would they believe that a person got blown up and then disappeared?\More importantly, he's not human...\Could the police even catch someone like him?\No... Does anyone even exist in this world who could catch him?\What should I do? response:	Mom and I are going to be killed eventually.
context: Mom totally trusts him.\Should I show it to the police?\Would they believe that a person got blown up and then disappeared?\More importantly, he's not human...\Could the police even catch someone like him?\No... Does anyone even exist in this world who could catch him?\What should I do?\Mom and I are going to be killed eventually. response:	What am I supposed to do?!
context: Should I show it to the police?\Would they believe that a person got blown up and then disappeared?\More importantly, he's not human...\Could the police even catch someone like him?\No... Does anyone even exist in this world who could catch him?\What should I do?\Mom and I are going to be killed eventually.\What am I supposed to do?! response:	Do you mind if I join you...
context: Would they believe that a person got blown up and then disappeared?\More importantly, he's not human...\Could the police even catch someone like him?\No... Does anyone even exist in this world who could catch him?\What should I do?\Mom and I are going to be killed eventually.\What am I supposed to do?!\Do you mind if I join you... response:	in the bath, Hayato?
context: More importantly, he's not human...\Could the police even catch someone like him?\No... Does anyone even exist in this world who could catch him?\What should I do?\Mom and I are going to be killed eventually.\What am I supposed to do?!\Do you mind if I join you...\in the bath, Hayato? response:	It's been a while.
context: Could the police even catch someone like him?\No... Does anyone even exist in this world who could catch him?\What should I do?\Mom and I are going to be killed eventually.\What am I supposed to do?!\Do you mind if I join you...\in the bath, Hayato?\It's been a while. response:	I-I'm gonna head out now.
context: No... Does anyone even exist in this world who could catch him?\What should I do?\Mom and I are going to be killed eventually.\What am I supposed to do?!\Do you mind if I join you...\in the bath, Hayato?\It's been a while.\I-I'm gonna head out now. response:	Oh, come on.
