context: Thank you very much. response:	Fettucine and spinach pasta.
context: Watery!\Just as I thought,\neither restraining magic or attack magic works'\That means, it's a special card!\Special card?\You can't turn it back with the common cards.\What am I supposed to do?\You have to guess right the true form of the card. response:	For a special card, if you name it correctly,
context: Just as I thought,\neither restraining magic or attack magic works'\That means, it's a special card!\Special card?\You can't turn it back with the common cards.\What am I supposed to do?\You have to guess right the true form of the card.\For a special card, if you name it correctly, response:	it loses its power and turns back to a card.
context: neither restraining magic or attack magic works'\That means, it's a special card!\Special card?\You can't turn it back with the common cards.\What am I supposed to do?\You have to guess right the true form of the card.\For a special card, if you name it correctly,\it loses its power and turns back to a card. response:	Idiot! That's stupid of you to get close!
context: That means, it's a special card!\Special card?\You can't turn it back with the common cards.\What am I supposed to do?\You have to guess right the true form of the card.\For a special card, if you name it correctly,\it loses its power and turns back to a card.\Idiot! That's stupid of you to get close! response:	You are the sister.
context: Special card?\You can't turn it back with the common cards.\What am I supposed to do?\You have to guess right the true form of the card.\For a special card, if you name it correctly,\it loses its power and turns back to a card.\Idiot! That's stupid of you to get close!\You are the sister. response:	That's right. You did cruel things to my brother.
context: You can't turn it back with the common cards.\What am I supposed to do?\You have to guess right the true form of the card.\For a special card, if you name it correctly,\it loses its power and turns back to a card.\Idiot! That's stupid of you to get close!\You are the sister.\That's right. You did cruel things to my brother. response:	Think what card it is!
context: What am I supposed to do?\You have to guess right the true form of the card.\For a special card, if you name it correctly,\it loses its power and turns back to a card.\Idiot! That's stupid of you to get close!\You are the sister.\That's right. You did cruel things to my brother.\Think what card it is! response:	Illusion. Watery. Shadow.
context: You have to guess right the true form of the card.\For a special card, if you name it correctly,\it loses its power and turns back to a card.\Idiot! That's stupid of you to get close!\You are the sister.\That's right. You did cruel things to my brother.\Think what card it is!\Illusion. Watery. Shadow. response:	Keep thinking of those 3 cards'
context: For a special card, if you name it correctly,\it loses its power and turns back to a card.\Idiot! That's stupid of you to get close!\You are the sister.\That's right. You did cruel things to my brother.\Think what card it is!\Illusion. Watery. Shadow.\Keep thinking of those 3 cards' response:	She is imitating me?
context: it loses its power and turns back to a card.\Idiot! That's stupid of you to get close!\You are the sister.\That's right. You did cruel things to my brother.\Think what card it is!\Illusion. Watery. Shadow.\Keep thinking of those 3 cards'\She is imitating me? response:	Like Shadow, it moves the same way with me.
context: Idiot! That's stupid of you to get close!\You are the sister.\That's right. You did cruel things to my brother.\Think what card it is!\Illusion. Watery. Shadow.\Keep thinking of those 3 cards'\She is imitating me?\Like Shadow, it moves the same way with me. response:	Like Watery, it reflects many things.
context: You are the sister.\That's right. You did cruel things to my brother.\Think what card it is!\Illusion. Watery. Shadow.\Keep thinking of those 3 cards'\She is imitating me?\Like Shadow, it moves the same way with me.\Like Watery, it reflects many things. response:	But like Illusion, it's not the real thing.
context: That's right. You did cruel things to my brother.\Think what card it is!\Illusion. Watery. Shadow.\Keep thinking of those 3 cards'\She is imitating me?\Like Shadow, it moves the same way with me.\Like Watery, it reflects many things.\But like Illusion, it's not the real thing. response:	You are'
context: Think what card it is!\Illusion. Watery. Shadow.\Keep thinking of those 3 cards'\She is imitating me?\Like Shadow, it moves the same way with me.\Like Watery, it reflects many things.\But like Illusion, it's not the real thing.\You are' response:	You're the card, Mirror, aren't you?
context: Illusion. Watery. Shadow.\Keep thinking of those 3 cards'\She is imitating me?\Like Shadow, it moves the same way with me.\Like Watery, it reflects many things.\But like Illusion, it's not the real thing.\You are'\You're the card, Mirror, aren't you? response:	I'm sorry.
context: Keep thinking of those 3 cards'\She is imitating me?\Like Shadow, it moves the same way with me.\Like Watery, it reflects many things.\But like Illusion, it's not the real thing.\You are'\You're the card, Mirror, aren't you?\I'm sorry. response:	Return to thy form which thou should be!
context: She is imitating me?\Like Shadow, it moves the same way with me.\Like Watery, it reflects many things.\But like Illusion, it's not the real thing.\You are'\You're the card, Mirror, aren't you?\I'm sorry.\Return to thy form which thou should be! response:	Clow Card!
context: Like Shadow, it moves the same way with me.\Like Watery, it reflects many things.\But like Illusion, it's not the real thing.\You are'\You're the card, Mirror, aren't you?\I'm sorry.\Return to thy form which thou should be!\Clow Card! response:	Touya!
context: Like Watery, it reflects many things.\But like Illusion, it's not the real thing.\You are'\You're the card, Mirror, aren't you?\I'm sorry.\Return to thy form which thou should be!\Clow Card!\Touya! response:	But then, you did a good job in recognizing it's Mirror.
context: But like Illusion, it's not the real thing.\You are'\You're the card, Mirror, aren't you?\I'm sorry.\Return to thy form which thou should be!\Clow Card!\Touya!\But then, you did a good job in recognizing it's Mirror. response:	She imitated me.
context: You are'\You're the card, Mirror, aren't you?\I'm sorry.\Return to thy form which thou should be!\Clow Card!\Touya!\But then, you did a good job in recognizing it's Mirror.\She imitated me. response:	It's like she moved with me on purpose to make me recognize it.
context: You're the card, Mirror, aren't you?\I'm sorry.\Return to thy form which thou should be!\Clow Card!\Touya!\But then, you did a good job in recognizing it's Mirror.\She imitated me.\It's like she moved with me on purpose to make me recognize it. response:	I guess she was sorry before she was turned back to a card.
context: I'm sorry.\Return to thy form which thou should be!\Clow Card!\Touya!\But then, you did a good job in recognizing it's Mirror.\She imitated me.\It's like she moved with me on purpose to make me recognize it.\I guess she was sorry before she was turned back to a card. response:	Yes.
context: Return to thy form which thou should be!\Clow Card!\Touya!\But then, you did a good job in recognizing it's Mirror.\She imitated me.\It's like she moved with me on purpose to make me recognize it.\I guess she was sorry before she was turned back to a card.\Yes. response:	I could have walked downstairs and eat.
context: Clow Card!\Touya!\But then, you did a good job in recognizing it's Mirror.\She imitated me.\It's like she moved with me on purpose to make me recognize it.\I guess she was sorry before she was turned back to a card.\Yes.\I could have walked downstairs and eat. response:	No, because you hurt your foot too.
context: Touya!\But then, you did a good job in recognizing it's Mirror.\She imitated me.\It's like she moved with me on purpose to make me recognize it.\I guess she was sorry before she was turned back to a card.\Yes.\I could have walked downstairs and eat.\No, because you hurt your foot too. response:	Hey, that guy.
context: But then, you did a good job in recognizing it's Mirror.\She imitated me.\It's like she moved with me on purpose to make me recognize it.\I guess she was sorry before she was turned back to a card.\Yes.\I could have walked downstairs and eat.\No, because you hurt your foot too.\Hey, that guy. response:	Oh, um' this'
context: She imitated me.\It's like she moved with me on purpose to make me recognize it.\I guess she was sorry before she was turned back to a card.\Yes.\I could have walked downstairs and eat.\No, because you hurt your foot too.\Hey, that guy.\Oh, um' this' response:	It was lonely making food by myself,
context: It's like she moved with me on purpose to make me recognize it.\I guess she was sorry before she was turned back to a card.\Yes.\I could have walked downstairs and eat.\No, because you hurt your foot too.\Hey, that guy.\Oh, um' this'\It was lonely making food by myself, response:	so I brought the stuffed doll with me'
context: I guess she was sorry before she was turned back to a card.\Yes.\I could have walked downstairs and eat.\No, because you hurt your foot too.\Hey, that guy.\Oh, um' this'\It was lonely making food by myself,\so I brought the stuffed doll with me' response:	Touya'
context: Yes.\I could have walked downstairs and eat.\No, because you hurt your foot too.\Hey, that guy.\Oh, um' this'\It was lonely making food by myself,\so I brought the stuffed doll with me'\Touya' response:	Eh!
context: I could have walked downstairs and eat.\No, because you hurt your foot too.\Hey, that guy.\Oh, um' this'\It was lonely making food by myself,\so I brought the stuffed doll with me'\Touya'\Eh! response:	I'm sorry.
context: No, because you hurt your foot too.\Hey, that guy.\Oh, um' this'\It was lonely making food by myself,\so I brought the stuffed doll with me'\Touya'\Eh!\I'm sorry. response:	Nothing. I'm just sorry.
context: Hey, that guy.\Oh, um' this'\It was lonely making food by myself,\so I brought the stuffed doll with me'\Touya'\Eh!\I'm sorry.\Nothing. I'm just sorry. response:	Did she put something in here'
context: Oh, um' this'\It was lonely making food by myself,\so I brought the stuffed doll with me'\Touya'\Eh!\I'm sorry.\Nothing. I'm just sorry.\Did she put something in here' response:	Hello!
context: It was lonely making food by myself,\so I brought the stuffed doll with me'\Touya'\Eh!\I'm sorry.\Nothing. I'm just sorry.\Did she put something in here'\Hello! response:	Falling down a cliff, it's very unlike you.
context: so I brought the stuffed doll with me'\Touya'\Eh!\I'm sorry.\Nothing. I'm just sorry.\Did she put something in here'\Hello!\Falling down a cliff, it's very unlike you. response:	Things happen.
context: Touya'\Eh!\I'm sorry.\Nothing. I'm just sorry.\Did she put something in here'\Hello!\Falling down a cliff, it's very unlike you.\Things happen. response:	You told me you always saw things
context: Eh!\I'm sorry.\Nothing. I'm just sorry.\Did she put something in here'\Hello!\Falling down a cliff, it's very unlike you.\Things happen.\You told me you always saw things response:	in that forest.
context: I'm sorry.\Nothing. I'm just sorry.\Did she put something in here'\Hello!\Falling down a cliff, it's very unlike you.\Things happen.\You told me you always saw things\in that forest. response:	Is this because of something you saw?
context: Nothing. I'm just sorry.\Did she put something in here'\Hello!\Falling down a cliff, it's very unlike you.\Things happen.\You told me you always saw things\in that forest.\Is this because of something you saw? response:	When I woke up, it's already gone.
context: Did she put something in here'\Hello!\Falling down a cliff, it's very unlike you.\Things happen.\You told me you always saw things\in that forest.\Is this because of something you saw?\When I woke up, it's already gone. response:	I guess I just didn't feel it.
context: Hello!\Falling down a cliff, it's very unlike you.\Things happen.\You told me you always saw things\in that forest.\Is this because of something you saw?\When I woke up, it's already gone.\I guess I just didn't feel it. response:	That must be it.
context: Falling down a cliff, it's very unlike you.\Things happen.\You told me you always saw things\in that forest.\Is this because of something you saw?\When I woke up, it's already gone.\I guess I just didn't feel it.\That must be it. response:	You're so nice.
context: Things happen.\You told me you always saw things\in that forest.\Is this because of something you saw?\When I woke up, it's already gone.\I guess I just didn't feel it.\That must be it.\You're so nice. response:	Delicious! Did Sakura make it?
context: You told me you always saw things\in that forest.\Is this because of something you saw?\When I woke up, it's already gone.\I guess I just didn't feel it.\That must be it.\You're so nice.\Delicious! Did Sakura make it? response:	Just shut up.
context: in that forest.\Is this because of something you saw?\When I woke up, it's already gone.\I guess I just didn't feel it.\That must be it.\You're so nice.\Delicious! Did Sakura make it?\Just shut up. response:	That was too bad.
context: Is this because of something you saw?\When I woke up, it's already gone.\I guess I just didn't feel it.\That must be it.\You're so nice.\Delicious! Did Sakura make it?\Just shut up.\That was too bad. response:	I missed out on shooting your heroic epic.
context: When I woke up, it's already gone.\I guess I just didn't feel it.\That must be it.\You're so nice.\Delicious! Did Sakura make it?\Just shut up.\That was too bad.\I missed out on shooting your heroic epic. response:	It looks so good!
context: I guess I just didn't feel it.\That must be it.\You're so nice.\Delicious! Did Sakura make it?\Just shut up.\That was too bad.\I missed out on shooting your heroic epic.\It looks so good! response:	I wanna eat Tomoyo's cake too!
context: That must be it.\You're so nice.\Delicious! Did Sakura make it?\Just shut up.\That was too bad.\I missed out on shooting your heroic epic.\It looks so good!\I wanna eat Tomoyo's cake too! response:	Those cards that will stand in my way trying to hurt me'
context: You're so nice.\Delicious! Did Sakura make it?\Just shut up.\That was too bad.\I missed out on shooting your heroic epic.\It looks so good!\I wanna eat Tomoyo's cake too!\Those cards that will stand in my way trying to hurt me' response:	Even from now on, they might still come out.
context: Delicious! Did Sakura make it?\Just shut up.\That was too bad.\I missed out on shooting your heroic epic.\It looks so good!\I wanna eat Tomoyo's cake too!\Those cards that will stand in my way trying to hurt me'\Even from now on, they might still come out. response:	They might.
context: Just shut up.\That was too bad.\I missed out on shooting your heroic epic.\It looks so good!\I wanna eat Tomoyo's cake too!\Those cards that will stand in my way trying to hurt me'\Even from now on, they might still come out.\They might. response:	Hey, you told me when we first met,
context: That was too bad.\I missed out on shooting your heroic epic.\It looks so good!\I wanna eat Tomoyo's cake too!\Those cards that will stand in my way trying to hurt me'\Even from now on, they might still come out.\They might.\Hey, you told me when we first met, response:	'When the seal of the Clow Cards is broken,
context: I missed out on shooting your heroic epic.\It looks so good!\I wanna eat Tomoyo's cake too!\Those cards that will stand in my way trying to hurt me'\Even from now on, they might still come out.\They might.\Hey, you told me when we first met,\'When the seal of the Clow Cards is broken, response:	a disaster will bestow upon this world.'
context: It looks so good!\I wanna eat Tomoyo's cake too!\Those cards that will stand in my way trying to hurt me'\Even from now on, they might still come out.\They might.\Hey, you told me when we first met,\'When the seal of the Clow Cards is broken,\a disaster will bestow upon this world.' response:	What is this disaster?
context: I wanna eat Tomoyo's cake too!\Those cards that will stand in my way trying to hurt me'\Even from now on, they might still come out.\They might.\Hey, you told me when we first met,\'When the seal of the Clow Cards is broken,\a disaster will bestow upon this world.'\What is this disaster? response:	I don't understand it,
context: Those cards that will stand in my way trying to hurt me'\Even from now on, they might still come out.\They might.\Hey, you told me when we first met,\'When the seal of the Clow Cards is broken,\a disaster will bestow upon this world.'\What is this disaster?\I don't understand it, response:	but is it like bad things will be awakened
context: Even from now on, they might still come out.\They might.\Hey, you told me when we first met,\'When the seal of the Clow Cards is broken,\a disaster will bestow upon this world.'\What is this disaster?\I don't understand it,\but is it like bad things will be awakened response:	And they will blast away the earth?
context: They might.\Hey, you told me when we first met,\'When the seal of the Clow Cards is broken,\a disaster will bestow upon this world.'\What is this disaster?\I don't understand it,\but is it like bad things will be awakened\And they will blast away the earth? response:	No, no. Things like that aren't gonna happen.
context: Hey, you told me when we first met,\'When the seal of the Clow Cards is broken,\a disaster will bestow upon this world.'\What is this disaster?\I don't understand it,\but is it like bad things will be awakened\And they will blast away the earth?\No, no. Things like that aren't gonna happen. response:	Then, what kind of disaster is it?
context: 'When the seal of the Clow Cards is broken,\a disaster will bestow upon this world.'\What is this disaster?\I don't understand it,\but is it like bad things will be awakened\And they will blast away the earth?\No, no. Things like that aren't gonna happen.\Then, what kind of disaster is it? response:	To some people, it might not even be any disaster at all.
context: a disaster will bestow upon this world.'\What is this disaster?\I don't understand it,\but is it like bad things will be awakened\And they will blast away the earth?\No, no. Things like that aren't gonna happen.\Then, what kind of disaster is it?\To some people, it might not even be any disaster at all. response:	I'm glad.
context: What is this disaster?\I don't understand it,\but is it like bad things will be awakened\And they will blast away the earth?\No, no. Things like that aren't gonna happen.\Then, what kind of disaster is it?\To some people, it might not even be any disaster at all.\I'm glad. response:	I'll do my very best to gather all the cards.
context: I don't understand it,\but is it like bad things will be awakened\And they will blast away the earth?\No, no. Things like that aren't gonna happen.\Then, what kind of disaster is it?\To some people, it might not even be any disaster at all.\I'm glad.\I'll do my very best to gather all the cards. response:	In order to prevent the cards from doing bad things,
context: but is it like bad things will be awakened\And they will blast away the earth?\No, no. Things like that aren't gonna happen.\Then, what kind of disaster is it?\To some people, it might not even be any disaster at all.\I'm glad.\I'll do my very best to gather all the cards.\In order to prevent the cards from doing bad things, response:	I'll gather them all for sure!
context: And they will blast away the earth?\No, no. Things like that aren't gonna happen.\Then, what kind of disaster is it?\To some people, it might not even be any disaster at all.\I'm glad.\I'll do my very best to gather all the cards.\In order to prevent the cards from doing bad things,\I'll gather them all for sure! response:	If it's you, Sakura, it'll be all right.
context: No, no. Things like that aren't gonna happen.\Then, what kind of disaster is it?\To some people, it might not even be any disaster at all.\I'm glad.\I'll do my very best to gather all the cards.\In order to prevent the cards from doing bad things,\I'll gather them all for sure!\If it's you, Sakura, it'll be all right. response:	Let's bring these to Touya and Yukito.
context: Then, what kind of disaster is it?\To some people, it might not even be any disaster at all.\I'm glad.\I'll do my very best to gather all the cards.\In order to prevent the cards from doing bad things,\I'll gather them all for sure!\If it's you, Sakura, it'll be all right.\Let's bring these to Touya and Yukito. response:	Okay.
context: To some people, it might not even be any disaster at all.\I'm glad.\I'll do my very best to gather all the cards.\In order to prevent the cards from doing bad things,\I'll gather them all for sure!\If it's you, Sakura, it'll be all right.\Let's bring these to Touya and Yukito.\Okay. response:	But to some people, when compared to blastin' away the earth,
context: I'm glad.\I'll do my very best to gather all the cards.\In order to prevent the cards from doing bad things,\I'll gather them all for sure!\If it's you, Sakura, it'll be all right.\Let's bring these to Touya and Yukito.\Okay.\But to some people, when compared to blastin' away the earth, response:	it could be somethin' even harsher.
