context: Jack response:	ED
context: That's such a waste!\Team Leader!\This is Reversi's serialization storyboard.\Hey, give me a break here!\Niizuma and Ashirogi both doing two series is completely out of the question!\Then, it'll be down to deciding which one is better: Reversi or Zombie Gun.\No, it won't!\In Jack's state right now, obviously Niizuma will be given priority! response:	It's not fair to give preferential treatment to the author you're editing for!
context: Team Leader!\This is Reversi's serialization storyboard.\Hey, give me a break here!\Niizuma and Ashirogi both doing two series is completely out of the question!\Then, it'll be down to deciding which one is better: Reversi or Zombie Gun.\No, it won't!\In Jack's state right now, obviously Niizuma will be given priority!\It's not fair to give preferential treatment to the author you're editing for! response:	Ashirogi can't even handle two weekly series in the first place!
context: This is Reversi's serialization storyboard.\Hey, give me a break here!\Niizuma and Ashirogi both doing two series is completely out of the question!\Then, it'll be down to deciding which one is better: Reversi or Zombie Gun.\No, it won't!\In Jack's state right now, obviously Niizuma will be given priority!\It's not fair to give preferential treatment to the author you're editing for!\Ashirogi can't even handle two weekly series in the first place! response:	Yes, they can!
context: Hey, give me a break here!\Niizuma and Ashirogi both doing two series is completely out of the question!\Then, it'll be down to deciding which one is better: Reversi or Zombie Gun.\No, it won't!\In Jack's state right now, obviously Niizuma will be given priority!\It's not fair to give preferential treatment to the author you're editing for!\Ashirogi can't even handle two weekly series in the first place!\Yes, they can! response:	How can you be so sure of that?!
context: Niizuma and Ashirogi both doing two series is completely out of the question!\Then, it'll be down to deciding which one is better: Reversi or Zombie Gun.\No, it won't!\In Jack's state right now, obviously Niizuma will be given priority!\It's not fair to give preferential treatment to the author you're editing for!\Ashirogi can't even handle two weekly series in the first place!\Yes, they can!\How can you be so sure of that?! response:	Because there's two of them!
context: Then, it'll be down to deciding which one is better: Reversi or Zombie Gun.\No, it won't!\In Jack's state right now, obviously Niizuma will be given priority!\It's not fair to give preferential treatment to the author you're editing for!\Ashirogi can't even handle two weekly series in the first place!\Yes, they can!\How can you be so sure of that?!\Because there's two of them! response:	They already said they could do it.
context: No, it won't!\In Jack's state right now, obviously Niizuma will be given priority!\It's not fair to give preferential treatment to the author you're editing for!\Ashirogi can't even handle two weekly series in the first place!\Yes, they can!\How can you be so sure of that?!\Because there's two of them!\They already said they could do it. response:	Cut it out, you two.
context: In Jack's state right now, obviously Niizuma will be given priority!\It's not fair to give preferential treatment to the author you're editing for!\Ashirogi can't even handle two weekly series in the first place!\Yes, they can!\How can you be so sure of that?!\Because there's two of them!\They already said they could do it.\Cut it out, you two. response:	This storyboard is good, no doubt about it.
context: It's not fair to give preferential treatment to the author you're editing for!\Ashirogi can't even handle two weekly series in the first place!\Yes, they can!\How can you be so sure of that?!\Because there's two of them!\They already said they could do it.\Cut it out, you two.\This storyboard is good, no doubt about it. response:	We can't afford not to publish this.
context: Ashirogi can't even handle two weekly series in the first place!\Yes, they can!\How can you be so sure of that?!\Because there's two of them!\They already said they could do it.\Cut it out, you two.\This storyboard is good, no doubt about it.\We can't afford not to publish this. response:	They're already doing PCP!
context: Yes, they can!\How can you be so sure of that?!\Because there's two of them!\They already said they could do it.\Cut it out, you two.\This storyboard is good, no doubt about it.\We can't afford not to publish this.\They're already doing PCP! response:	Then, make them end PCP
context: How can you be so sure of that?!\Because there's two of them!\They already said they could do it.\Cut it out, you two.\This storyboard is good, no doubt about it.\We can't afford not to publish this.\They're already doing PCP!\Then, make them end PCP response:	It's not that simple!
context: Because there's two of them!\They already said they could do it.\Cut it out, you two.\This storyboard is good, no doubt about it.\We can't afford not to publish this.\They're already doing PCP!\Then, make them end PCP\It's not that simple! response:	PCP's so popular that they're going to start a Middle School saga next.
context: They already said they could do it.\Cut it out, you two.\This storyboard is good, no doubt about it.\We can't afford not to publish this.\They're already doing PCP!\Then, make them end PCP\It's not that simple!\PCP's so popular that they're going to start a Middle School saga next. response:	Then serialize both
context: Cut it out, you two.\This storyboard is good, no doubt about it.\We can't afford not to publish this.\They're already doing PCP!\Then, make them end PCP\It's not that simple!\PCP's so popular that they're going to start a Middle School saga next.\Then serialize both response:	Well, that might be too difficult.
context: This storyboard is good, no doubt about it.\We can't afford not to publish this.\They're already doing PCP!\Then, make them end PCP\It's not that simple!\PCP's so popular that they're going to start a Middle School saga next.\Then serialize both\Well, that might be too difficult. response:	He worked so hard on TRAP that he wound up in hospital, after all.
context: We can't afford not to publish this.\They're already doing PCP!\Then, make them end PCP\It's not that simple!\PCP's so popular that they're going to start a Middle School saga next.\Then serialize both\Well, that might be too difficult.\He worked so hard on TRAP that he wound up in hospital, after all. response:	We can't let him push himself like that.
context: They're already doing PCP!\Then, make them end PCP\It's not that simple!\PCP's so popular that they're going to start a Middle School saga next.\Then serialize both\Well, that might be too difficult.\He worked so hard on TRAP that he wound up in hospital, after all.\We can't let him push himself like that. response:	What is it, Heishi?
context: Then, make them end PCP\It's not that simple!\PCP's so popular that they're going to start a Middle School saga next.\Then serialize both\Well, that might be too difficult.\He worked so hard on TRAP that he wound up in hospital, after all.\We can't let him push himself like that.\What is it, Heishi? response:	I have something to ask you.
context: It's not that simple!\PCP's so popular that they're going to start a Middle School saga next.\Then serialize both\Well, that might be too difficult.\He worked so hard on TRAP that he wound up in hospital, after all.\We can't let him push himself like that.\What is it, Heishi?\I have something to ask you. response:	What?
context: PCP's so popular that they're going to start a Middle School saga next.\Then serialize both\Well, that might be too difficult.\He worked so hard on TRAP that he wound up in hospital, after all.\We can't let him push himself like that.\What is it, Heishi?\I have something to ask you.\What? response:	It's about Reversi's one-shot.
context: Then serialize both\Well, that might be too difficult.\He worked so hard on TRAP that he wound up in hospital, after all.\We can't let him push himself like that.\What is it, Heishi?\I have something to ask you.\What?\It's about Reversi's one-shot. response:	What was your intent when you had it published?
context: Well, that might be too difficult.\He worked so hard on TRAP that he wound up in hospital, after all.\We can't let him push himself like that.\What is it, Heishi?\I have something to ask you.\What?\It's about Reversi's one-shot.\What was your intent when you had it published? response:	That doesn't matter. It's in your hands now, Heishi.
context: He worked so hard on TRAP that he wound up in hospital, after all.\We can't let him push himself like that.\What is it, Heishi?\I have something to ask you.\What?\It's about Reversi's one-shot.\What was your intent when you had it published?\That doesn't matter. It's in your hands now, Heishi. response:	Then, as the Chief Editor of Weekly Shounen Jack,
context: We can't let him push himself like that.\What is it, Heishi?\I have something to ask you.\What?\It's about Reversi's one-shot.\What was your intent when you had it published?\That doesn't matter. It's in your hands now, Heishi.\Then, as the Chief Editor of Weekly Shounen Jack, response:	I have a matter to discuss with the Chief Editor of Hisshou Jack.
context: What is it, Heishi?\I have something to ask you.\What?\It's about Reversi's one-shot.\What was your intent when you had it published?\That doesn't matter. It's in your hands now, Heishi.\Then, as the Chief Editor of Weekly Shounen Jack,\I have a matter to discuss with the Chief Editor of Hisshou Jack. response:	Since we haven't heard anything yet,
context: I have something to ask you.\What?\It's about Reversi's one-shot.\What was your intent when you had it published?\That doesn't matter. It's in your hands now, Heishi.\Then, as the Chief Editor of Weekly Shounen Jack,\I have a matter to discuss with the Chief Editor of Hisshou Jack.\Since we haven't heard anything yet, response:	I guess that means they didn't submit it to the serialization committee.
context: What?\It's about Reversi's one-shot.\What was your intent when you had it published?\That doesn't matter. It's in your hands now, Heishi.\Then, as the Chief Editor of Weekly Shounen Jack,\I have a matter to discuss with the Chief Editor of Hisshou Jack.\Since we haven't heard anything yet,\I guess that means they didn't submit it to the serialization committee. response:	It's Hattori.
context: It's about Reversi's one-shot.\What was your intent when you had it published?\That doesn't matter. It's in your hands now, Heishi.\Then, as the Chief Editor of Weekly Shounen Jack,\I have a matter to discuss with the Chief Editor of Hisshou Jack.\Since we haven't heard anything yet,\I guess that means they didn't submit it to the serialization committee.\It's Hattori. response:	Hello.
context: What was your intent when you had it published?\That doesn't matter. It's in your hands now, Heishi.\Then, as the Chief Editor of Weekly Shounen Jack,\I have a matter to discuss with the Chief Editor of Hisshou Jack.\Since we haven't heard anything yet,\I guess that means they didn't submit it to the serialization committee.\It's Hattori.\Hello. response:	What do you mean, Is Hisshou Jack okay?
context: That doesn't matter. It's in your hands now, Heishi.\Then, as the Chief Editor of Weekly Shounen Jack,\I have a matter to discuss with the Chief Editor of Hisshou Jack.\Since we haven't heard anything yet,\I guess that means they didn't submit it to the serialization committee.\It's Hattori.\Hello.\What do you mean, Is Hisshou Jack okay? response:	What?!
context: Then, as the Chief Editor of Weekly Shounen Jack,\I have a matter to discuss with the Chief Editor of Hisshou Jack.\Since we haven't heard anything yet,\I guess that means they didn't submit it to the serialization committee.\It's Hattori.\Hello.\What do you mean, Is Hisshou Jack okay?\What?! response:	Reversi's getting serialized in Hisshou Jack?!
context: I have a matter to discuss with the Chief Editor of Hisshou Jack.\Since we haven't heard anything yet,\I guess that means they didn't submit it to the serialization committee.\It's Hattori.\Hello.\What do you mean, Is Hisshou Jack okay?\What?!\Reversi's getting serialized in Hisshou Jack?! response:	Yeah.
context: Since we haven't heard anything yet,\I guess that means they didn't submit it to the serialization committee.\It's Hattori.\Hello.\What do you mean, Is Hisshou Jack okay?\What?!\Reversi's getting serialized in Hisshou Jack?!\Yeah. response:	It was the Chief Editor's decision that if Reversi was a monthly series, they could manage it
context: I guess that means they didn't submit it to the serialization committee.\It's Hattori.\Hello.\What do you mean, Is Hisshou Jack okay?\What?!\Reversi's getting serialized in Hisshou Jack?!\Yeah.\It was the Chief Editor's decision that if Reversi was a monthly series, they could manage it response:	alongside their weekly series, PCP.
context: It's Hattori.\Hello.\What do you mean, Is Hisshou Jack okay?\What?!\Reversi's getting serialized in Hisshou Jack?!\Yeah.\It was the Chief Editor's decision that if Reversi was a monthly series, they could manage it\alongside their weekly series, PCP. response:	Reversi will be serialized...
context: Hello.\What do you mean, Is Hisshou Jack okay?\What?!\Reversi's getting serialized in Hisshou Jack?!\Yeah.\It was the Chief Editor's decision that if Reversi was a monthly series, they could manage it\alongside their weekly series, PCP.\Reversi will be serialized... response:	Yuujirou.
context: What do you mean, Is Hisshou Jack okay?\What?!\Reversi's getting serialized in Hisshou Jack?!\Yeah.\It was the Chief Editor's decision that if Reversi was a monthly series, they could manage it\alongside their weekly series, PCP.\Reversi will be serialized...\Yuujirou. response:	I'll submit a serialization storyboard for Zombie Gun to the committee.
context: What?!\Reversi's getting serialized in Hisshou Jack?!\Yeah.\It was the Chief Editor's decision that if Reversi was a monthly series, they could manage it\alongside their weekly series, PCP.\Reversi will be serialized...\Yuujirou.\I'll submit a serialization storyboard for Zombie Gun to the committee. response:	You will?!
context: Reversi's getting serialized in Hisshou Jack?!\Yeah.\It was the Chief Editor's decision that if Reversi was a monthly series, they could manage it\alongside their weekly series, PCP.\Reversi will be serialized...\Yuujirou.\I'll submit a serialization storyboard for Zombie Gun to the committee.\You will?! response:	I've just realized it.
context: Yeah.\It was the Chief Editor's decision that if Reversi was a monthly series, they could manage it\alongside their weekly series, PCP.\Reversi will be serialized...\Yuujirou.\I'll submit a serialization storyboard for Zombie Gun to the committee.\You will?!\I've just realized it. response:	It was conceited of me to say I'd make the best manga in the world. I was wrong.
context: It was the Chief Editor's decision that if Reversi was a monthly series, they could manage it\alongside their weekly series, PCP.\Reversi will be serialized...\Yuujirou.\I'll submit a serialization storyboard for Zombie Gun to the committee.\You will?!\I've just realized it.\It was conceited of me to say I'd make the best manga in the world. I was wrong. response:	My opponent isn't the world.
context: alongside their weekly series, PCP.\Reversi will be serialized...\Yuujirou.\I'll submit a serialization storyboard for Zombie Gun to the committee.\You will?!\I've just realized it.\It was conceited of me to say I'd make the best manga in the world. I was wrong.\My opponent isn't the world. response:	It's Ashirogi!
context: Reversi will be serialized...\Yuujirou.\I'll submit a serialization storyboard for Zombie Gun to the committee.\You will?!\I've just realized it.\It was conceited of me to say I'd make the best manga in the world. I was wrong.\My opponent isn't the world.\It's Ashirogi! response:	Zombie Gun's opponent is Reversi!
context: Yuujirou.\I'll submit a serialization storyboard for Zombie Gun to the committee.\You will?!\I've just realized it.\It was conceited of me to say I'd make the best manga in the world. I was wrong.\My opponent isn't the world.\It's Ashirogi!\Zombie Gun's opponent is Reversi! response:	SPIN!
context: I'll submit a serialization storyboard for Zombie Gun to the committee.\You will?!\I've just realized it.\It was conceited of me to say I'd make the best manga in the world. I was wrong.\My opponent isn't the world.\It's Ashirogi!\Zombie Gun's opponent is Reversi!\SPIN! response:	Huh? Not PCP?
context: You will?!\I've just realized it.\It was conceited of me to say I'd make the best manga in the world. I was wrong.\My opponent isn't the world.\It's Ashirogi!\Zombie Gun's opponent is Reversi!\SPIN!\Huh? Not PCP? response:	Because Reversi will be...
context: I've just realized it.\It was conceited of me to say I'd make the best manga in the world. I was wrong.\My opponent isn't the world.\It's Ashirogi!\Zombie Gun's opponent is Reversi!\SPIN!\Huh? Not PCP?\Because Reversi will be... response:	It doesn't matter what magazine it'll be published in!
context: It was conceited of me to say I'd make the best manga in the world. I was wrong.\My opponent isn't the world.\It's Ashirogi!\Zombie Gun's opponent is Reversi!\SPIN!\Huh? Not PCP?\Because Reversi will be...\It doesn't matter what magazine it'll be published in! response:	Because Reversi is clearly better!
context: My opponent isn't the world.\It's Ashirogi!\Zombie Gun's opponent is Reversi!\SPIN!\Huh? Not PCP?\Because Reversi will be...\It doesn't matter what magazine it'll be published in!\Because Reversi is clearly better! response:	I was prepared to work myself to death if we had two weekly series,
context: It's Ashirogi!\Zombie Gun's opponent is Reversi!\SPIN!\Huh? Not PCP?\Because Reversi will be...\It doesn't matter what magazine it'll be published in!\Because Reversi is clearly better!\I was prepared to work myself to death if we had two weekly series, response:	but I'm actually relieved that we'll be running it monthly in Hisshou Jack instead.
context: Zombie Gun's opponent is Reversi!\SPIN!\Huh? Not PCP?\Because Reversi will be...\It doesn't matter what magazine it'll be published in!\Because Reversi is clearly better!\I was prepared to work myself to death if we had two weekly series,\but I'm actually relieved that we'll be running it monthly in Hisshou Jack instead. response:	It's the best possible outcome for us.
context: SPIN!\Huh? Not PCP?\Because Reversi will be...\It doesn't matter what magazine it'll be published in!\Because Reversi is clearly better!\I was prepared to work myself to death if we had two weekly series,\but I'm actually relieved that we'll be running it monthly in Hisshou Jack instead.\It's the best possible outcome for us. response:	Right?
context: Huh? Not PCP?\Because Reversi will be...\It doesn't matter what magazine it'll be published in!\Because Reversi is clearly better!\I was prepared to work myself to death if we had two weekly series,\but I'm actually relieved that we'll be running it monthly in Hisshou Jack instead.\It's the best possible outcome for us.\Right? response:	Yeah!
context: Because Reversi will be...\It doesn't matter what magazine it'll be published in!\Because Reversi is clearly better!\I was prepared to work myself to death if we had two weekly series,\but I'm actually relieved that we'll be running it monthly in Hisshou Jack instead.\It's the best possible outcome for us.\Right?\Yeah! response:	Best possible outcome, huh?
context: It doesn't matter what magazine it'll be published in!\Because Reversi is clearly better!\I was prepared to work myself to death if we had two weekly series,\but I'm actually relieved that we'll be running it monthly in Hisshou Jack instead.\It's the best possible outcome for us.\Right?\Yeah!\Best possible outcome, huh? response:	I'll try to introduce you to your new editor for Reversi as soon as possible.
context: Because Reversi is clearly better!\I was prepared to work myself to death if we had two weekly series,\but I'm actually relieved that we'll be running it monthly in Hisshou Jack instead.\It's the best possible outcome for us.\Right?\Yeah!\Best possible outcome, huh?\I'll try to introduce you to your new editor for Reversi as soon as possible. response:	Oh, right.
context: I was prepared to work myself to death if we had two weekly series,\but I'm actually relieved that we'll be running it monthly in Hisshou Jack instead.\It's the best possible outcome for us.\Right?\Yeah!\Best possible outcome, huh?\I'll try to introduce you to your new editor for Reversi as soon as possible.\Oh, right. response:	If we're in Hisshou...
context: but I'm actually relieved that we'll be running it monthly in Hisshou Jack instead.\It's the best possible outcome for us.\Right?\Yeah!\Best possible outcome, huh?\I'll try to introduce you to your new editor for Reversi as soon as possible.\Oh, right.\If we're in Hisshou... response:	Of course.
context: It's the best possible outcome for us.\Right?\Yeah!\Best possible outcome, huh?\I'll try to introduce you to your new editor for Reversi as soon as possible.\Oh, right.\If we're in Hisshou...\Of course. response:	I know it'll be tough for you to have two series,
context: Right?\Yeah!\Best possible outcome, huh?\I'll try to introduce you to your new editor for Reversi as soon as possible.\Oh, right.\If we're in Hisshou...\Of course.\I know it'll be tough for you to have two series, response:	but don't let it affect PCP, okay?
context: Yeah!\Best possible outcome, huh?\I'll try to introduce you to your new editor for Reversi as soon as possible.\Oh, right.\If we're in Hisshou...\Of course.\I know it'll be tough for you to have two series,\but don't let it affect PCP, okay? response:	Of course not!
context: Best possible outcome, huh?\I'll try to introduce you to your new editor for Reversi as soon as possible.\Oh, right.\If we're in Hisshou...\Of course.\I know it'll be tough for you to have two series,\but don't let it affect PCP, okay?\Of course not! response:	We'll work as hard as ever on PCP!
context: I'll try to introduce you to your new editor for Reversi as soon as possible.\Oh, right.\If we're in Hisshou...\Of course.\I know it'll be tough for you to have two series,\but don't let it affect PCP, okay?\Of course not!\We'll work as hard as ever on PCP! response:	Good.
context: Oh, right.\If we're in Hisshou...\Of course.\I know it'll be tough for you to have two series,\but don't let it affect PCP, okay?\Of course not!\We'll work as hard as ever on PCP!\Good. response:	Hattori seemed kinda sad.
context: If we're in Hisshou...\Of course.\I know it'll be tough for you to have two series,\but don't let it affect PCP, okay?\Of course not!\We'll work as hard as ever on PCP!\Good.\Hattori seemed kinda sad. response:	Yeah. To be honest, we wanted to do it with him, too.
context: Of course.\I know it'll be tough for you to have two series,\but don't let it affect PCP, okay?\Of course not!\We'll work as hard as ever on PCP!\Good.\Hattori seemed kinda sad.\Yeah. To be honest, we wanted to do it with him, too. response:	It sounds pretty selfish to say that, though.
context: I know it'll be tough for you to have two series,\but don't let it affect PCP, okay?\Of course not!\We'll work as hard as ever on PCP!\Good.\Hattori seemed kinda sad.\Yeah. To be honest, we wanted to do it with him, too.\It sounds pretty selfish to say that, though. response:	I know.
context: but don't let it affect PCP, okay?\Of course not!\We'll work as hard as ever on PCP!\Good.\Hattori seemed kinda sad.\Yeah. To be honest, we wanted to do it with him, too.\It sounds pretty selfish to say that, though.\I know. response:	But...
context: Of course not!\We'll work as hard as ever on PCP!\Good.\Hattori seemed kinda sad.\Yeah. To be honest, we wanted to do it with him, too.\It sounds pretty selfish to say that, though.\I know.\But... response:	I guess it didn't work out this time.
context: We'll work as hard as ever on PCP!\Good.\Hattori seemed kinda sad.\Yeah. To be honest, we wanted to do it with him, too.\It sounds pretty selfish to say that, though.\I know.\But...\I guess it didn't work out this time. response:	I know!
context: Good.\Hattori seemed kinda sad.\Yeah. To be honest, we wanted to do it with him, too.\It sounds pretty selfish to say that, though.\I know.\But...\I guess it didn't work out this time.\I know! response:	I know I shouldn't let myself get too attached to an author or a manga!
context: Hattori seemed kinda sad.\Yeah. To be honest, we wanted to do it with him, too.\It sounds pretty selfish to say that, though.\I know.\But...\I guess it didn't work out this time.\I know!\I know I shouldn't let myself get too attached to an author or a manga! response:	But... I wanted to be the editor of Reversi.
context: Yeah. To be honest, we wanted to do it with him, too.\It sounds pretty selfish to say that, though.\I know.\But...\I guess it didn't work out this time.\I know!\I know I shouldn't let myself get too attached to an author or a manga!\But... I wanted to be the editor of Reversi. response:	It'll be an amazing work!
context: It sounds pretty selfish to say that, though.\I know.\But...\I guess it didn't work out this time.\I know!\I know I shouldn't let myself get too attached to an author or a manga!\But... I wanted to be the editor of Reversi.\It'll be an amazing work! response:	It'll become a mainstay of Weekly Shounen Jack!
context: I know.\But...\I guess it didn't work out this time.\I know!\I know I shouldn't let myself get too attached to an author or a manga!\But... I wanted to be the editor of Reversi.\It'll be an amazing work!\It'll become a mainstay of Weekly Shounen Jack! response:	I know that cuz I've been with Ashirogi so long!
context: But...\I guess it didn't work out this time.\I know!\I know I shouldn't let myself get too attached to an author or a manga!\But... I wanted to be the editor of Reversi.\It'll be an amazing work!\It'll become a mainstay of Weekly Shounen Jack!\I know that cuz I've been with Ashirogi so long! response:	Niizuma said that, too.
context: I guess it didn't work out this time.\I know!\I know I shouldn't let myself get too attached to an author or a manga!\But... I wanted to be the editor of Reversi.\It'll be an amazing work!\It'll become a mainstay of Weekly Shounen Jack!\I know that cuz I've been with Ashirogi so long!\Niizuma said that, too. response:	That Reversi is clearly better than PCP.
context: I know!\I know I shouldn't let myself get too attached to an author or a manga!\But... I wanted to be the editor of Reversi.\It'll be an amazing work!\It'll become a mainstay of Weekly Shounen Jack!\I know that cuz I've been with Ashirogi so long!\Niizuma said that, too.\That Reversi is clearly better than PCP. response:	Right?
context: I know I shouldn't let myself get too attached to an author or a manga!\But... I wanted to be the editor of Reversi.\It'll be an amazing work!\It'll become a mainstay of Weekly Shounen Jack!\I know that cuz I've been with Ashirogi so long!\Niizuma said that, too.\That Reversi is clearly better than PCP.\Right? response:	That's jes' how good of a manga those two made!
context: But... I wanted to be the editor of Reversi.\It'll be an amazing work!\It'll become a mainstay of Weekly Shounen Jack!\I know that cuz I've been with Ashirogi so long!\Niizuma said that, too.\That Reversi is clearly better than PCP.\Right?\That's jes' how good of a manga those two made! response:	We're just low men on the totem pole, though.
context: It'll be an amazing work!\It'll become a mainstay of Weekly Shounen Jack!\I know that cuz I've been with Ashirogi so long!\Niizuma said that, too.\That Reversi is clearly better than PCP.\Right?\That's jes' how good of a manga those two made!\We're just low men on the totem pole, though. response:	We have to follow whatever the boss decides.
context: It'll become a mainstay of Weekly Shounen Jack!\I know that cuz I've been with Ashirogi so long!\Niizuma said that, too.\That Reversi is clearly better than PCP.\Right?\That's jes' how good of a manga those two made!\We're just low men on the totem pole, though.\We have to follow whatever the boss decides. response:	I said I already knew that!
context: I know that cuz I've been with Ashirogi so long!\Niizuma said that, too.\That Reversi is clearly better than PCP.\Right?\That's jes' how good of a manga those two made!\We're just low men on the totem pole, though.\We have to follow whatever the boss decides.\I said I already knew that! response:	I'm just sayin', I wanted to do it...
context: Niizuma said that, too.\That Reversi is clearly better than PCP.\Right?\That's jes' how good of a manga those two made!\We're just low men on the totem pole, though.\We have to follow whatever the boss decides.\I said I already knew that!\I'm just sayin', I wanted to do it... response:	Dammit...
context: That Reversi is clearly better than PCP.\Right?\That's jes' how good of a manga those two made!\We're just low men on the totem pole, though.\We have to follow whatever the boss decides.\I said I already knew that!\I'm just sayin', I wanted to do it...\Dammit... response:	I wanted to do Reversi.
context: Right?\That's jes' how good of a manga those two made!\We're just low men on the totem pole, though.\We have to follow whatever the boss decides.\I said I already knew that!\I'm just sayin', I wanted to do it...\Dammit...\I wanted to do Reversi. response:	Really, I should have come out to greet you.
context: That's jes' how good of a manga those two made!\We're just low men on the totem pole, though.\We have to follow whatever the boss decides.\I said I already knew that!\I'm just sayin', I wanted to do it...\Dammit...\I wanted to do Reversi.\Really, I should have come out to greet you. response:	Sorry for making you come all the way here.
context: We're just low men on the totem pole, though.\We have to follow whatever the boss decides.\I said I already knew that!\I'm just sayin', I wanted to do it...\Dammit...\I wanted to do Reversi.\Really, I should have come out to greet you.\Sorry for making you come all the way here. response:	I'm all over the place with starting up this magazine.
context: We have to follow whatever the boss decides.\I said I already knew that!\I'm just sayin', I wanted to do it...\Dammit...\I wanted to do Reversi.\Really, I should have come out to greet you.\Sorry for making you come all the way here.\I'm all over the place with starting up this magazine. response:	Nakano is now the Assistant Chief Editor of Hisshou Jack.
context: I said I already knew that!\I'm just sayin', I wanted to do it...\Dammit...\I wanted to do Reversi.\Really, I should have come out to greet you.\Sorry for making you come all the way here.\I'm all over the place with starting up this magazine.\Nakano is now the Assistant Chief Editor of Hisshou Jack. response:	It's heartening to know that the Assistant Chief Editor will be serving as our editor.
context: I'm just sayin', I wanted to do it...\Dammit...\I wanted to do Reversi.\Really, I should have come out to greet you.\Sorry for making you come all the way here.\I'm all over the place with starting up this magazine.\Nakano is now the Assistant Chief Editor of Hisshou Jack.\It's heartening to know that the Assistant Chief Editor will be serving as our editor. response:	Let's work well together.
context: Dammit...\I wanted to do Reversi.\Really, I should have come out to greet you.\Sorry for making you come all the way here.\I'm all over the place with starting up this magazine.\Nakano is now the Assistant Chief Editor of Hisshou Jack.\It's heartening to know that the Assistant Chief Editor will be serving as our editor.\Let's work well together. response:	Yes.
context: I wanted to do Reversi.\Really, I should have come out to greet you.\Sorry for making you come all the way here.\I'm all over the place with starting up this magazine.\Nakano is now the Assistant Chief Editor of Hisshou Jack.\It's heartening to know that the Assistant Chief Editor will be serving as our editor.\Let's work well together.\Yes. response:	Hisshou's lineup is still weak.
context: Really, I should have come out to greet you.\Sorry for making you come all the way here.\I'm all over the place with starting up this magazine.\Nakano is now the Assistant Chief Editor of Hisshou Jack.\It's heartening to know that the Assistant Chief Editor will be serving as our editor.\Let's work well together.\Yes.\Hisshou's lineup is still weak. response:	We're counting on Reversi.
context: Sorry for making you come all the way here.\I'm all over the place with starting up this magazine.\Nakano is now the Assistant Chief Editor of Hisshou Jack.\It's heartening to know that the Assistant Chief Editor will be serving as our editor.\Let's work well together.\Yes.\Hisshou's lineup is still weak.\We're counting on Reversi. response:	We're happy to be serialized in it.
context: I'm all over the place with starting up this magazine.\Nakano is now the Assistant Chief Editor of Hisshou Jack.\It's heartening to know that the Assistant Chief Editor will be serving as our editor.\Let's work well together.\Yes.\Hisshou's lineup is still weak.\We're counting on Reversi.\We're happy to be serialized in it. response:	We look forward to working with you.
context: Nakano is now the Assistant Chief Editor of Hisshou Jack.\It's heartening to know that the Assistant Chief Editor will be serving as our editor.\Let's work well together.\Yes.\Hisshou's lineup is still weak.\We're counting on Reversi.\We're happy to be serialized in it.\We look forward to working with you. response:	At this rate, we'll only get one new manga serialized.
context: It's heartening to know that the Assistant Chief Editor will be serving as our editor.\Let's work well together.\Yes.\Hisshou's lineup is still weak.\We're counting on Reversi.\We're happy to be serialized in it.\We look forward to working with you.\At this rate, we'll only get one new manga serialized. response:	There's not much we can do about it.
context: Let's work well together.\Yes.\Hisshou's lineup is still weak.\We're counting on Reversi.\We're happy to be serialized in it.\We look forward to working with you.\At this rate, we'll only get one new manga serialized.\There's not much we can do about it. response:	The only good one out of this batch is Niizuma's Zombie Gun.
context: Yes.\Hisshou's lineup is still weak.\We're counting on Reversi.\We're happy to be serialized in it.\We look forward to working with you.\At this rate, we'll only get one new manga serialized.\There's not much we can do about it.\The only good one out of this batch is Niizuma's Zombie Gun. response:	You're right.
context: Hisshou's lineup is still weak.\We're counting on Reversi.\We're happy to be serialized in it.\We look forward to working with you.\At this rate, we'll only get one new manga serialized.\There's not much we can do about it.\The only good one out of this batch is Niizuma's Zombie Gun.\You're right. response:	But just one...
context: We're counting on Reversi.\We're happy to be serialized in it.\We look forward to working with you.\At this rate, we'll only get one new manga serialized.\There's not much we can do about it.\The only good one out of this batch is Niizuma's Zombie Gun.\You're right.\But just one... response:	Maybe we should wait until next time and just serialize three at once.
context: We're happy to be serialized in it.\We look forward to working with you.\At this rate, we'll only get one new manga serialized.\There's not much we can do about it.\The only good one out of this batch is Niizuma's Zombie Gun.\You're right.\But just one...\Maybe we should wait until next time and just serialize three at once. response:	What are you talking about?
context: We look forward to working with you.\At this rate, we'll only get one new manga serialized.\There's not much we can do about it.\The only good one out of this batch is Niizuma's Zombie Gun.\You're right.\But just one...\Maybe we should wait until next time and just serialize three at once.\What are you talking about? response:	We need to get out Zombie Gun as soon as possible.
context: At this rate, we'll only get one new manga serialized.\There's not much we can do about it.\The only good one out of this batch is Niizuma's Zombie Gun.\You're right.\But just one...\Maybe we should wait until next time and just serialize three at once.\What are you talking about?\We need to get out Zombie Gun as soon as possible. response:	Why don't we do Reversi?
context: There's not much we can do about it.\The only good one out of this batch is Niizuma's Zombie Gun.\You're right.\But just one...\Maybe we should wait until next time and just serialize three at once.\What are you talking about?\We need to get out Zombie Gun as soon as possible.\Why don't we do Reversi? response:	What are you saying now?
