context: A journey from which you can never return. response:	Treasures that you can never again acquire.
context: I'm sorry...\I asked you to do something strange like that outta nowhere.\Don't worry, I'll still keep treating Riko either way.\That girl...\Mitty's really taken a liking to her, you know.\I thought of you as being so dependable, but...\just now you appeared so fragile.\The vast amount of medicines here... and the poisons, too... response:	all of them are for the purpose of trying to restore Mitty's dignity.
context: I asked you to do something strange like that outta nowhere.\Don't worry, I'll still keep treating Riko either way.\That girl...\Mitty's really taken a liking to her, you know.\I thought of you as being so dependable, but...\just now you appeared so fragile.\The vast amount of medicines here... and the poisons, too...\all of them are for the purpose of trying to restore Mitty's dignity. response:	If that is your very reason for living...
context: Don't worry, I'll still keep treating Riko either way.\That girl...\Mitty's really taken a liking to her, you know.\I thought of you as being so dependable, but...\just now you appeared so fragile.\The vast amount of medicines here... and the poisons, too...\all of them are for the purpose of trying to restore Mitty's dignity.\If that is your very reason for living... response:	after I have killed Mitty...
context: That girl...\Mitty's really taken a liking to her, you know.\I thought of you as being so dependable, but...\just now you appeared so fragile.\The vast amount of medicines here... and the poisons, too...\all of them are for the purpose of trying to restore Mitty's dignity.\If that is your very reason for living...\after I have killed Mitty... response:	what... what will become of you?
context: Mitty's really taken a liking to her, you know.\I thought of you as being so dependable, but...\just now you appeared so fragile.\The vast amount of medicines here... and the poisons, too...\all of them are for the purpose of trying to restore Mitty's dignity.\If that is your very reason for living...\after I have killed Mitty...\what... what will become of you? response:	Hey... just how many days have you been feeling down now?
context: I thought of you as being so dependable, but...\just now you appeared so fragile.\The vast amount of medicines here... and the poisons, too...\all of them are for the purpose of trying to restore Mitty's dignity.\If that is your very reason for living...\after I have killed Mitty...\what... what will become of you?\Hey... just how many days have you been feeling down now? response:	Let's have a meal.
context: just now you appeared so fragile.\The vast amount of medicines here... and the poisons, too...\all of them are for the purpose of trying to restore Mitty's dignity.\If that is your very reason for living...\after I have killed Mitty...\what... what will become of you?\Hey... just how many days have you been feeling down now?\Let's have a meal. response:	I'll make ya something really hearty.
context: The vast amount of medicines here... and the poisons, too...\all of them are for the purpose of trying to restore Mitty's dignity.\If that is your very reason for living...\after I have killed Mitty...\what... what will become of you?\Hey... just how many days have you been feeling down now?\Let's have a meal.\I'll make ya something really hearty. response:	You wanna have some shroom-bear meat?
context: all of them are for the purpose of trying to restore Mitty's dignity.\If that is your very reason for living...\after I have killed Mitty...\what... what will become of you?\Hey... just how many days have you been feeling down now?\Let's have a meal.\I'll make ya something really hearty.\You wanna have some shroom-bear meat? response:	Huh?!
context: If that is your very reason for living...\after I have killed Mitty...\what... what will become of you?\Hey... just how many days have you been feeling down now?\Let's have a meal.\I'll make ya something really hearty.\You wanna have some shroom-bear meat?\Huh?! response:	It's gonna be another one of Nanachi's dishes!
context: after I have killed Mitty...\what... what will become of you?\Hey... just how many days have you been feeling down now?\Let's have a meal.\I'll make ya something really hearty.\You wanna have some shroom-bear meat?\Huh?!\It's gonna be another one of Nanachi's dishes! response:	N-Nanachi!
context: what... what will become of you?\Hey... just how many days have you been feeling down now?\Let's have a meal.\I'll make ya something really hearty.\You wanna have some shroom-bear meat?\Huh?!\It's gonna be another one of Nanachi's dishes!\N-Nanachi! response:	Let me cook!
context: Hey... just how many days have you been feeling down now?\Let's have a meal.\I'll make ya something really hearty.\You wanna have some shroom-bear meat?\Huh?!\It's gonna be another one of Nanachi's dishes!\N-Nanachi!\Let me cook! response:	From what I've seen...
context: Let's have a meal.\I'll make ya something really hearty.\You wanna have some shroom-bear meat?\Huh?!\It's gonna be another one of Nanachi's dishes!\N-Nanachi!\Let me cook!\From what I've seen... response:	Nanachi mixes everything way too much...
context: I'll make ya something really hearty.\You wanna have some shroom-bear meat?\Huh?!\It's gonna be another one of Nanachi's dishes!\N-Nanachi!\Let me cook!\From what I've seen...\Nanachi mixes everything way too much... response:	I've gotta bring out the best of the ingredients.
context: You wanna have some shroom-bear meat?\Huh?!\It's gonna be another one of Nanachi's dishes!\N-Nanachi!\Let me cook!\From what I've seen...\Nanachi mixes everything way too much...\I've gotta bring out the best of the ingredients. response:	Hey, you really suck at skinning...
context: Huh?!\It's gonna be another one of Nanachi's dishes!\N-Nanachi!\Let me cook!\From what I've seen...\Nanachi mixes everything way too much...\I've gotta bring out the best of the ingredients.\Hey, you really suck at skinning... response:	Want some help?
context: It's gonna be another one of Nanachi's dishes!\N-Nanachi!\Let me cook!\From what I've seen...\Nanachi mixes everything way too much...\I've gotta bring out the best of the ingredients.\Hey, you really suck at skinning...\Want some help? response:	Just go and take a seat!
context: N-Nanachi!\Let me cook!\From what I've seen...\Nanachi mixes everything way too much...\I've gotta bring out the best of the ingredients.\Hey, you really suck at skinning...\Want some help?\Just go and take a seat! response:	The meat is really quite dark...
context: Let me cook!\From what I've seen...\Nanachi mixes everything way too much...\I've gotta bring out the best of the ingredients.\Hey, you really suck at skinning...\Want some help?\Just go and take a seat!\The meat is really quite dark... response:	and it stinks, too...
context: From what I've seen...\Nanachi mixes everything way too much...\I've gotta bring out the best of the ingredients.\Hey, you really suck at skinning...\Want some help?\Just go and take a seat!\The meat is really quite dark...\and it stinks, too... response:	If I remember right, Riko did something like this...
context: Nanachi mixes everything way too much...\I've gotta bring out the best of the ingredients.\Hey, you really suck at skinning...\Want some help?\Just go and take a seat!\The meat is really quite dark...\and it stinks, too...\If I remember right, Riko did something like this... response:	Huh?! Were the innards supposed to come first?
context: I've gotta bring out the best of the ingredients.\Hey, you really suck at skinning...\Want some help?\Just go and take a seat!\The meat is really quite dark...\and it stinks, too...\If I remember right, Riko did something like this...\Huh?! Were the innards supposed to come first? response:	Ah! Something ripped off!
context: Hey, you really suck at skinning...\Want some help?\Just go and take a seat!\The meat is really quite dark...\and it stinks, too...\If I remember right, Riko did something like this...\Huh?! Were the innards supposed to come first?\Ah! Something ripped off! response:	This here... am I supposed to rinse it first?
context: Want some help?\Just go and take a seat!\The meat is really quite dark...\and it stinks, too...\If I remember right, Riko did something like this...\Huh?! Were the innards supposed to come first?\Ah! Something ripped off!\This here... am I supposed to rinse it first? response:	Hey, doesn't this smell, like, super bad to you?
context: Just go and take a seat!\The meat is really quite dark...\and it stinks, too...\If I remember right, Riko did something like this...\Huh?! Were the innards supposed to come first?\Ah! Something ripped off!\This here... am I supposed to rinse it first?\Hey, doesn't this smell, like, super bad to you? response:	This is worse than the stuff I made!
context: The meat is really quite dark...\and it stinks, too...\If I remember right, Riko did something like this...\Huh?! Were the innards supposed to come first?\Ah! Something ripped off!\This here... am I supposed to rinse it first?\Hey, doesn't this smell, like, super bad to you?\This is worse than the stuff I made! response:	Gross!
context: and it stinks, too...\If I remember right, Riko did something like this...\Huh?! Were the innards supposed to come first?\Ah! Something ripped off!\This here... am I supposed to rinse it first?\Hey, doesn't this smell, like, super bad to you?\This is worse than the stuff I made!\Gross! response:	The smell of excrement is filling my mouth!
context: If I remember right, Riko did something like this...\Huh?! Were the innards supposed to come first?\Ah! Something ripped off!\This here... am I supposed to rinse it first?\Hey, doesn't this smell, like, super bad to you?\This is worse than the stuff I made!\Gross!\The smell of excrement is filling my mouth! response:	Hey, go on and call it irredeemable!
context: Huh?! Were the innards supposed to come first?\Ah! Something ripped off!\This here... am I supposed to rinse it first?\Hey, doesn't this smell, like, super bad to you?\This is worse than the stuff I made!\Gross!\The smell of excrement is filling my mouth!\Hey, go on and call it irredeemable! response:	It's irredeemable!
context: Ah! Something ripped off!\This here... am I supposed to rinse it first?\Hey, doesn't this smell, like, super bad to you?\This is worse than the stuff I made!\Gross!\The smell of excrement is filling my mouth!\Hey, go on and call it irredeemable!\It's irredeemable! response:	Before anyone knows it, the shooting stone leaves a trail,
context: This here... am I supposed to rinse it first?\Hey, doesn't this smell, like, super bad to you?\This is worse than the stuff I made!\Gross!\The smell of excrement is filling my mouth!\Hey, go on and call it irredeemable!\It's irredeemable!\Before anyone knows it, the shooting stone leaves a trail, response:	which falls as red-hot iron rain...
context: Hey, doesn't this smell, like, super bad to you?\This is worse than the stuff I made!\Gross!\The smell of excrement is filling my mouth!\Hey, go on and call it irredeemable!\It's irredeemable!\Before anyone knows it, the shooting stone leaves a trail,\which falls as red-hot iron rain... response:	The ice-covered trees proceed to transform into clouds...
context: This is worse than the stuff I made!\Gross!\The smell of excrement is filling my mouth!\Hey, go on and call it irredeemable!\It's irredeemable!\Before anyone knows it, the shooting stone leaves a trail,\which falls as red-hot iron rain...\The ice-covered trees proceed to transform into clouds... response:	In the gap in the sky, a large turtle with its neck stretched out is...
context: Gross!\The smell of excrement is filling my mouth!\Hey, go on and call it irredeemable!\It's irredeemable!\Before anyone knows it, the shooting stone leaves a trail,\which falls as red-hot iron rain...\The ice-covered trees proceed to transform into clouds...\In the gap in the sky, a large turtle with its neck stretched out is... response:	Please kill Mitty for me...
context: The smell of excrement is filling my mouth!\Hey, go on and call it irredeemable!\It's irredeemable!\Before anyone knows it, the shooting stone leaves a trail,\which falls as red-hot iron rain...\The ice-covered trees proceed to transform into clouds...\In the gap in the sky, a large turtle with its neck stretched out is...\Please kill Mitty for me... response:	Ever since then, Nanachi hasn't approached me about it again.
context: Hey, go on and call it irredeemable!\It's irredeemable!\Before anyone knows it, the shooting stone leaves a trail,\which falls as red-hot iron rain...\The ice-covered trees proceed to transform into clouds...\In the gap in the sky, a large turtle with its neck stretched out is...\Please kill Mitty for me...\Ever since then, Nanachi hasn't approached me about it again. response:	Is it okay to just leave things as they are?
context: It's irredeemable!\Before anyone knows it, the shooting stone leaves a trail,\which falls as red-hot iron rain...\The ice-covered trees proceed to transform into clouds...\In the gap in the sky, a large turtle with its neck stretched out is...\Please kill Mitty for me...\Ever since then, Nanachi hasn't approached me about it again.\Is it okay to just leave things as they are? response:	Nanachi, allow me to ask just one thing...
context: Before anyone knows it, the shooting stone leaves a trail,\which falls as red-hot iron rain...\The ice-covered trees proceed to transform into clouds...\In the gap in the sky, a large turtle with its neck stretched out is...\Please kill Mitty for me...\Ever since then, Nanachi hasn't approached me about it again.\Is it okay to just leave things as they are?\Nanachi, allow me to ask just one thing... response:	Is Mitty unhappy being together with you?
context: which falls as red-hot iron rain...\The ice-covered trees proceed to transform into clouds...\In the gap in the sky, a large turtle with its neck stretched out is...\Please kill Mitty for me...\Ever since then, Nanachi hasn't approached me about it again.\Is it okay to just leave things as they are?\Nanachi, allow me to ask just one thing...\Is Mitty unhappy being together with you? response:	Personally, I really don't think-
context: The ice-covered trees proceed to transform into clouds...\In the gap in the sky, a large turtle with its neck stretched out is...\Please kill Mitty for me...\Ever since then, Nanachi hasn't approached me about it again.\Is it okay to just leave things as they are?\Nanachi, allow me to ask just one thing...\Is Mitty unhappy being together with you?\Personally, I really don't think- response:	I know what you're trying to say.
context: In the gap in the sky, a large turtle with its neck stretched out is...\Please kill Mitty for me...\Ever since then, Nanachi hasn't approached me about it again.\Is it okay to just leave things as they are?\Nanachi, allow me to ask just one thing...\Is Mitty unhappy being together with you?\Personally, I really don't think-\I know what you're trying to say. response:	You're thinking that, She seems to be living so peacefully,
context: Please kill Mitty for me...\Ever since then, Nanachi hasn't approached me about it again.\Is it okay to just leave things as they are?\Nanachi, allow me to ask just one thing...\Is Mitty unhappy being together with you?\Personally, I really don't think-\I know what you're trying to say.\You're thinking that, She seems to be living so peacefully, response:	so is it really necessary to kill her, right?
context: Ever since then, Nanachi hasn't approached me about it again.\Is it okay to just leave things as they are?\Nanachi, allow me to ask just one thing...\Is Mitty unhappy being together with you?\Personally, I really don't think-\I know what you're trying to say.\You're thinking that, She seems to be living so peacefully,\so is it really necessary to kill her, right? response:	I myself will die somehow or other one of these days.
context: Is it okay to just leave things as they are?\Nanachi, allow me to ask just one thing...\Is Mitty unhappy being together with you?\Personally, I really don't think-\I know what you're trying to say.\You're thinking that, She seems to be living so peacefully,\so is it really necessary to kill her, right?\I myself will die somehow or other one of these days. response:	After that happens...
context: Nanachi, allow me to ask just one thing...\Is Mitty unhappy being together with you?\Personally, I really don't think-\I know what you're trying to say.\You're thinking that, She seems to be living so peacefully,\so is it really necessary to kill her, right?\I myself will die somehow or other one of these days.\After that happens... response:	Mitty will be all alone for eternity.
context: Is Mitty unhappy being together with you?\Personally, I really don't think-\I know what you're trying to say.\You're thinking that, She seems to be living so peacefully,\so is it really necessary to kill her, right?\I myself will die somehow or other one of these days.\After that happens...\Mitty will be all alone for eternity. response:	You know, Mitty never eats and she still doesn't die.
context: Personally, I really don't think-\I know what you're trying to say.\You're thinking that, She seems to be living so peacefully,\so is it really necessary to kill her, right?\I myself will die somehow or other one of these days.\After that happens...\Mitty will be all alone for eternity.\You know, Mitty never eats and she still doesn't die. response:	But if she gets stabbed, it still hurts her...
context: I know what you're trying to say.\You're thinking that, She seems to be living so peacefully,\so is it really necessary to kill her, right?\I myself will die somehow or other one of these days.\After that happens...\Mitty will be all alone for eternity.\You know, Mitty never eats and she still doesn't die.\But if she gets stabbed, it still hurts her... response:	and she even sheds tears.
context: You're thinking that, She seems to be living so peacefully,\so is it really necessary to kill her, right?\I myself will die somehow or other one of these days.\After that happens...\Mitty will be all alone for eternity.\You know, Mitty never eats and she still doesn't die.\But if she gets stabbed, it still hurts her...\and she even sheds tears. response:	Even if those are mere reflexes, she'd still be forced to continue suffering forever.
context: so is it really necessary to kill her, right?\I myself will die somehow or other one of these days.\After that happens...\Mitty will be all alone for eternity.\You know, Mitty never eats and she still doesn't die.\But if she gets stabbed, it still hurts her...\and she even sheds tears.\Even if those are mere reflexes, she'd still be forced to continue suffering forever. response:	She's not even capable of screaming out, and yet her soul would remain imprisoned...
context: I myself will die somehow or other one of these days.\After that happens...\Mitty will be all alone for eternity.\You know, Mitty never eats and she still doesn't die.\But if she gets stabbed, it still hurts her...\and she even sheds tears.\Even if those are mere reflexes, she'd still be forced to continue suffering forever.\She's not even capable of screaming out, and yet her soul would remain imprisoned... response:	eternally.
context: After that happens...\Mitty will be all alone for eternity.\You know, Mitty never eats and she still doesn't die.\But if she gets stabbed, it still hurts her...\and she even sheds tears.\Even if those are mere reflexes, she'd still be forced to continue suffering forever.\She's not even capable of screaming out, and yet her soul would remain imprisoned...\eternally. response:	Reg, this is the last chance for us.
context: Mitty will be all alone for eternity.\You know, Mitty never eats and she still doesn't die.\But if she gets stabbed, it still hurts her...\and she even sheds tears.\Even if those are mere reflexes, she'd still be forced to continue suffering forever.\She's not even capable of screaming out, and yet her soul would remain imprisoned...\eternally.\Reg, this is the last chance for us. response:	You can set Mitty free.
context: You know, Mitty never eats and she still doesn't die.\But if she gets stabbed, it still hurts her...\and she even sheds tears.\Even if those are mere reflexes, she'd still be forced to continue suffering forever.\She's not even capable of screaming out, and yet her soul would remain imprisoned...\eternally.\Reg, this is the last chance for us.\You can set Mitty free. response:	Our last.
context: But if she gets stabbed, it still hurts her...\and she even sheds tears.\Even if those are mere reflexes, she'd still be forced to continue suffering forever.\She's not even capable of screaming out, and yet her soul would remain imprisoned...\eternally.\Reg, this is the last chance for us.\You can set Mitty free.\Our last. response:	Please.
context: and she even sheds tears.\Even if those are mere reflexes, she'd still be forced to continue suffering forever.\She's not even capable of screaming out, and yet her soul would remain imprisoned...\eternally.\Reg, this is the last chance for us.\You can set Mitty free.\Our last.\Please. response:	An opportunity like this won't ever present itself again.
context: Even if those are mere reflexes, she'd still be forced to continue suffering forever.\She's not even capable of screaming out, and yet her soul would remain imprisoned...\eternally.\Reg, this is the last chance for us.\You can set Mitty free.\Our last.\Please.\An opportunity like this won't ever present itself again. response:	I understand.
context: She's not even capable of screaming out, and yet her soul would remain imprisoned...\eternally.\Reg, this is the last chance for us.\You can set Mitty free.\Our last.\Please.\An opportunity like this won't ever present itself again.\I understand. response:	Nanachi, promise me this...
context: eternally.\Reg, this is the last chance for us.\You can set Mitty free.\Our last.\Please.\An opportunity like this won't ever present itself again.\I understand.\Nanachi, promise me this... response:	Even if Mitty isn't around anymore, don't take your own life.
context: Reg, this is the last chance for us.\You can set Mitty free.\Our last.\Please.\An opportunity like this won't ever present itself again.\I understand.\Nanachi, promise me this...\Even if Mitty isn't around anymore, don't take your own life. response:	I won't.
context: You can set Mitty free.\Our last.\Please.\An opportunity like this won't ever present itself again.\I understand.\Nanachi, promise me this...\Even if Mitty isn't around anymore, don't take your own life.\I won't. response:	I've still gotta take care of Riko... right?
context: Our last.\Please.\An opportunity like this won't ever present itself again.\I understand.\Nanachi, promise me this...\Even if Mitty isn't around anymore, don't take your own life.\I won't.\I've still gotta take care of Riko... right? response:	Even after you're done treating Riko!
context: Please.\An opportunity like this won't ever present itself again.\I understand.\Nanachi, promise me this...\Even if Mitty isn't around anymore, don't take your own life.\I won't.\I've still gotta take care of Riko... right?\Even after you're done treating Riko! response:	Oh...
context: An opportunity like this won't ever present itself again.\I understand.\Nanachi, promise me this...\Even if Mitty isn't around anymore, don't take your own life.\I won't.\I've still gotta take care of Riko... right?\Even after you're done treating Riko!\Oh... response:	How cruel...
context: I understand.\Nanachi, promise me this...\Even if Mitty isn't around anymore, don't take your own life.\I won't.\I've still gotta take care of Riko... right?\Even after you're done treating Riko!\Oh...\How cruel... response:	I understand. I promise.
context: Nanachi, promise me this...\Even if Mitty isn't around anymore, don't take your own life.\I won't.\I've still gotta take care of Riko... right?\Even after you're done treating Riko!\Oh...\How cruel...\I understand. I promise. response:	In that case... leave it to me.
context: Even if Mitty isn't around anymore, don't take your own life.\I won't.\I've still gotta take care of Riko... right?\Even after you're done treating Riko!\Oh...\How cruel...\I understand. I promise.\In that case... leave it to me. response:	With every ounce of my thoughts and feelings...
context: I won't.\I've still gotta take care of Riko... right?\Even after you're done treating Riko!\Oh...\How cruel...\I understand. I promise.\In that case... leave it to me.\With every ounce of my thoughts and feelings... response:	I will send her off.
context: I've still gotta take care of Riko... right?\Even after you're done treating Riko!\Oh...\How cruel...\I understand. I promise.\In that case... leave it to me.\With every ounce of my thoughts and feelings...\I will send her off. response:	Alright.
context: Even after you're done treating Riko!\Oh...\How cruel...\I understand. I promise.\In that case... leave it to me.\With every ounce of my thoughts and feelings...\I will send her off.\Alright. response:	Sorry for making you stick around here with me all this time.
context: Oh...\How cruel...\I understand. I promise.\In that case... leave it to me.\With every ounce of my thoughts and feelings...\I will send her off.\Alright.\Sorry for making you stick around here with me all this time. response:	It won't be long before we can meet again.
context: How cruel...\I understand. I promise.\In that case... leave it to me.\With every ounce of my thoughts and feelings...\I will send her off.\Alright.\Sorry for making you stick around here with me all this time.\It won't be long before we can meet again. response:	Reg, I'm counting on you.
context: I understand. I promise.\In that case... leave it to me.\With every ounce of my thoughts and feelings...\I will send her off.\Alright.\Sorry for making you stick around here with me all this time.\It won't be long before we can meet again.\Reg, I'm counting on you. response:	WAIT!
context: In that case... leave it to me.\With every ounce of my thoughts and feelings...\I will send her off.\Alright.\Sorry for making you stick around here with me all this time.\It won't be long before we can meet again.\Reg, I'm counting on you.\WAIT! response:	Mitty!
context: With every ounce of my thoughts and feelings...\I will send her off.\Alright.\Sorry for making you stick around here with me all this time.\It won't be long before we can meet again.\Reg, I'm counting on you.\WAIT!\Mitty! response:	Mitty, I'm sorry!
context: I will send her off.\Alright.\Sorry for making you stick around here with me all this time.\It won't be long before we can meet again.\Reg, I'm counting on you.\WAIT!\Mitty!\Mitty, I'm sorry! response:	I was wrong!
context: Alright.\Sorry for making you stick around here with me all this time.\It won't be long before we can meet again.\Reg, I'm counting on you.\WAIT!\Mitty!\Mitty, I'm sorry!\I was wrong! response:	I'm sorry.
context: Sorry for making you stick around here with me all this time.\It won't be long before we can meet again.\Reg, I'm counting on you.\WAIT!\Mitty!\Mitty, I'm sorry!\I was wrong!\I'm sorry. response:	I'm so, so sorry!
context: It won't be long before we can meet again.\Reg, I'm counting on you.\WAIT!\Mitty!\Mitty, I'm sorry!\I was wrong!\I'm sorry.\I'm so, so sorry! response:	We'll always, always be together, okay?
context: Reg, I'm counting on you.\WAIT!\Mitty!\Mitty, I'm sorry!\I was wrong!\I'm sorry.\I'm so, so sorry!\We'll always, always be together, okay? response:	Mitty, you're so warm...
context: WAIT!\Mitty!\Mitty, I'm sorry!\I was wrong!\I'm sorry.\I'm so, so sorry!\We'll always, always be together, okay?\Mitty, you're so warm... response:	Mitty, thank you...
context: Mitty!\Mitty, I'm sorry!\I was wrong!\I'm sorry.\I'm so, so sorry!\We'll always, always be together, okay?\Mitty, you're so warm...\Mitty, thank you... response:	Reg...
context: Mitty, I'm sorry!\I was wrong!\I'm sorry.\I'm so, so sorry!\We'll always, always be together, okay?\Mitty, you're so warm...\Mitty, thank you...\Reg... response:	Do it.
context: I was wrong!\I'm sorry.\I'm so, so sorry!\We'll always, always be together, okay?\Mitty, you're so warm...\Mitty, thank you...\Reg...\Do it. response:	Mitty...
context: I'm sorry.\I'm so, so sorry!\We'll always, always be together, okay?\Mitty, you're so warm...\Mitty, thank you...\Reg...\Do it.\Mitty... response:	My...
context: I'm so, so sorry!\We'll always, always be together, okay?\Mitty, you're so warm...\Mitty, thank you...\Reg...\Do it.\Mitty...\My... response:	My... treasure...
context: We'll always, always be together, okay?\Mitty, you're so warm...\Mitty, thank you...\Reg...\Do it.\Mitty...\My...\My... treasure... response:	C-cut it out!
context: Mitty, you're so warm...\Mitty, thank you...\Reg...\Do it.\Mitty...\My...\My... treasure...\C-cut it out! response:	Come on, this is no time to be feeling down.
context: Mitty, thank you...\Reg...\Do it.\Mitty...\My...\My... treasure...\C-cut it out!\Come on, this is no time to be feeling down. response:	Why am I sad?
context: Reg...\Do it.\Mitty...\My...\My... treasure...\C-cut it out!\Come on, this is no time to be feeling down.\Why am I sad? response:	Hey, you need to eat too, right?
context: Do it.\Mitty...\My...\My... treasure...\C-cut it out!\Come on, this is no time to be feeling down.\Why am I sad?\Hey, you need to eat too, right? response:	Ah, that smells great.
context: Mitty...\My...\My... treasure...\C-cut it out!\Come on, this is no time to be feeling down.\Why am I sad?\Hey, you need to eat too, right?\Ah, that smells great. response:	Once you're done eating, we're heading out.
context: My...\My... treasure...\C-cut it out!\Come on, this is no time to be feeling down.\Why am I sad?\Hey, you need to eat too, right?\Ah, that smells great.\Once you're done eating, we're heading out. response:	What's that odd smell?
context: My... treasure...\C-cut it out!\Come on, this is no time to be feeling down.\Why am I sad?\Hey, you need to eat too, right?\Ah, that smells great.\Once you're done eating, we're heading out.\What's that odd smell? response:	Hmm...
context: C-cut it out!\Come on, this is no time to be feeling down.\Why am I sad?\Hey, you need to eat too, right?\Ah, that smells great.\Once you're done eating, we're heading out.\What's that odd smell?\Hmm... response:	You're adapting way better than I could've ever imagined!
context: Come on, this is no time to be feeling down.\Why am I sad?\Hey, you need to eat too, right?\Ah, that smells great.\Once you're done eating, we're heading out.\What's that odd smell?\Hmm...\You're adapting way better than I could've ever imagined! response:	Nanachi, you're good at this!
context: Why am I sad?\Hey, you need to eat too, right?\Ah, that smells great.\Once you're done eating, we're heading out.\What's that odd smell?\Hmm...\You're adapting way better than I could've ever imagined!\Nanachi, you're good at this! response:	Hey, is that alright?
context: Hey, you need to eat too, right?\Ah, that smells great.\Once you're done eating, we're heading out.\What's that odd smell?\Hmm...\You're adapting way better than I could've ever imagined!\Nanachi, you're good at this!\Hey, is that alright? response:	Well?
context: Ah, that smells great.\Once you're done eating, we're heading out.\What's that odd smell?\Hmm...\You're adapting way better than I could've ever imagined!\Nanachi, you're good at this!\Hey, is that alright?\Well? response:	Hey, that's dangerous!
context: Once you're done eating, we're heading out.\What's that odd smell?\Hmm...\You're adapting way better than I could've ever imagined!\Nanachi, you're good at this!\Hey, is that alright?\Well?\Hey, that's dangerous! response:	Reg, good morning.
context: What's that odd smell?\Hmm...\You're adapting way better than I could've ever imagined!\Nanachi, you're good at this!\Hey, is that alright?\Well?\Hey, that's dangerous!\Reg, good morning. response:	Good morning, Riko.
context: Hmm...\You're adapting way better than I could've ever imagined!\Nanachi, you're good at this!\Hey, is that alright?\Well?\Hey, that's dangerous!\Reg, good morning.\Good morning, Riko. response:	Since she's still recovering, I thought I'd make her a stew that's nice and easy to eat,
context: You're adapting way better than I could've ever imagined!\Nanachi, you're good at this!\Hey, is that alright?\Well?\Hey, that's dangerous!\Reg, good morning.\Good morning, Riko.\Since she's still recovering, I thought I'd make her a stew that's nice and easy to eat, response:	but she kept finding fault with the way I was preparing it.
context: Nanachi, you're good at this!\Hey, is that alright?\Well?\Hey, that's dangerous!\Reg, good morning.\Good morning, Riko.\Since she's still recovering, I thought I'd make her a stew that's nice and easy to eat,\but she kept finding fault with the way I was preparing it. response:	So that's what that odd smell was...
context: Hey, is that alright?\Well?\Hey, that's dangerous!\Reg, good morning.\Good morning, Riko.\Since she's still recovering, I thought I'd make her a stew that's nice and easy to eat,\but she kept finding fault with the way I was preparing it.\So that's what that odd smell was... response:	If you remove the entrails, it's gonna taste bland, right?
context: Well?\Hey, that's dangerous!\Reg, good morning.\Good morning, Riko.\Since she's still recovering, I thought I'd make her a stew that's nice and easy to eat,\but she kept finding fault with the way I was preparing it.\So that's what that odd smell was...\If you remove the entrails, it's gonna taste bland, right? response:	It'll be fine, just fine.
context: Hey, that's dangerous!\Reg, good morning.\Good morning, Riko.\Since she's still recovering, I thought I'd make her a stew that's nice and easy to eat,\but she kept finding fault with the way I was preparing it.\So that's what that odd smell was...\If you remove the entrails, it's gonna taste bland, right?\It'll be fine, just fine. response:	I see demonfish also inhabit the fourth layer.
context: Reg, good morning.\Good morning, Riko.\Since she's still recovering, I thought I'd make her a stew that's nice and easy to eat,\but she kept finding fault with the way I was preparing it.\So that's what that odd smell was...\If you remove the entrails, it's gonna taste bland, right?\It'll be fine, just fine.\I see demonfish also inhabit the fourth layer. response:	That's it. That's the way.
context: Good morning, Riko.\Since she's still recovering, I thought I'd make her a stew that's nice and easy to eat,\but she kept finding fault with the way I was preparing it.\So that's what that odd smell was...\If you remove the entrails, it's gonna taste bland, right?\It'll be fine, just fine.\I see demonfish also inhabit the fourth layer.\That's it. That's the way. response:	Now carefully take it out.
context: Since she's still recovering, I thought I'd make her a stew that's nice and easy to eat,\but she kept finding fault with the way I was preparing it.\So that's what that odd smell was...\If you remove the entrails, it's gonna taste bland, right?\It'll be fine, just fine.\I see demonfish also inhabit the fourth layer.\That's it. That's the way.\Now carefully take it out. response:	Nanachi, you're good with your hands, huh?
context: but she kept finding fault with the way I was preparing it.\So that's what that odd smell was...\If you remove the entrails, it's gonna taste bland, right?\It'll be fine, just fine.\I see demonfish also inhabit the fourth layer.\That's it. That's the way.\Now carefully take it out.\Nanachi, you're good with your hands, huh? response:	That's it. Now you've got it.
context: So that's what that odd smell was...\If you remove the entrails, it's gonna taste bland, right?\It'll be fine, just fine.\I see demonfish also inhabit the fourth layer.\That's it. That's the way.\Now carefully take it out.\Nanachi, you're good with your hands, huh?\That's it. Now you've got it. response:	Hey! Don't just stand there, do something!
context: If you remove the entrails, it's gonna taste bland, right?\It'll be fine, just fine.\I see demonfish also inhabit the fourth layer.\That's it. That's the way.\Now carefully take it out.\Nanachi, you're good with your hands, huh?\That's it. Now you've got it.\Hey! Don't just stand there, do something! response:	She's been like this since she first saw me...
context: It'll be fine, just fine.\I see demonfish also inhabit the fourth layer.\That's it. That's the way.\Now carefully take it out.\Nanachi, you're good with your hands, huh?\That's it. Now you've got it.\Hey! Don't just stand there, do something!\She's been like this since she first saw me... response:	Hey, why you acting like you wanna rub me, too?
context: I see demonfish also inhabit the fourth layer.\That's it. That's the way.\Now carefully take it out.\Nanachi, you're good with your hands, huh?\That's it. Now you've got it.\Hey! Don't just stand there, do something!\She's been like this since she first saw me...\Hey, why you acting like you wanna rub me, too? response:	Nanachi, you don't seem to be hating it as much as when I did it.
