context: In those hectic days when we barely had time to sleep, response:	I had not realized the flaw in my plan.
context: JUST LIKE WITH NANA, THEY'RE WRITING GARBAGE ABOUT WHATEVER THEY CAN. HIS PAST AND EVERYTHING. His past and everything.\THEY'VE MADE HIM OUT TO BE THE CHARACTER HE LOOKS LIKE. HE'S GOT QUITE A PRESENCE NOW. (ALTHOUGH HE WEARS A SWEAT SUIT.)\THEY'VE MADE HIM OUT TO BE THE CHARACTER HE LOOKS LIKE. HE'S GOT QUITE A PRESENCE NOW. (ALTHOUGH HE WEARS A SWEAT SUIT.) They've made him out to be the character he looks like.\THEY'VE MADE HIM OUT TO BE THE CHARACTER HE LOOKS LIKE. HE'S GOT QUITE A PRESENCE NOW. (ALTHOUGH HE WEARS A SWEAT SUIT.) He's got quite a presence now.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. I don't know if it's because they haven't found out\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. or they're purposely hiding it, response:	I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. but nothing's been written about the fact that you and he were lovers.
context: THEY'VE MADE HIM OUT TO BE THE CHARACTER HE LOOKS LIKE. HE'S GOT QUITE A PRESENCE NOW. (ALTHOUGH HE WEARS A SWEAT SUIT.)\THEY'VE MADE HIM OUT TO BE THE CHARACTER HE LOOKS LIKE. HE'S GOT QUITE A PRESENCE NOW. (ALTHOUGH HE WEARS A SWEAT SUIT.) They've made him out to be the character he looks like.\THEY'VE MADE HIM OUT TO BE THE CHARACTER HE LOOKS LIKE. HE'S GOT QUITE A PRESENCE NOW. (ALTHOUGH HE WEARS A SWEAT SUIT.) He's got quite a presence now.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. I don't know if it's because they haven't found out\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. or they're purposely hiding it,\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. but nothing's been written about the fact that you and he were lovers. response:	I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. So don't worry.
context: THEY'VE MADE HIM OUT TO BE THE CHARACTER HE LOOKS LIKE. HE'S GOT QUITE A PRESENCE NOW. (ALTHOUGH HE WEARS A SWEAT SUIT.) They've made him out to be the character he looks like.\THEY'VE MADE HIM OUT TO BE THE CHARACTER HE LOOKS LIKE. HE'S GOT QUITE A PRESENCE NOW. (ALTHOUGH HE WEARS A SWEAT SUIT.) He's got quite a presence now.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. I don't know if it's because they haven't found out\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. or they're purposely hiding it,\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. but nothing's been written about the fact that you and he were lovers.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. So don't worry. response:	Hey Ren, has Naoki told you about Yasu?
context: THEY'VE MADE HIM OUT TO BE THE CHARACTER HE LOOKS LIKE. HE'S GOT QUITE A PRESENCE NOW. (ALTHOUGH HE WEARS A SWEAT SUIT.) He's got quite a presence now.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. I don't know if it's because they haven't found out\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. or they're purposely hiding it,\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. but nothing's been written about the fact that you and he were lovers.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. So don't worry.\Hey Ren, has Naoki told you about Yasu? response:	What's that baldy up to?
context: I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. I don't know if it's because they haven't found out\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. or they're purposely hiding it,\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. but nothing's been written about the fact that you and he were lovers.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. So don't worry.\Hey Ren, has Naoki told you about Yasu?\What's that baldy up to? response:	I guess Search published an expose about him.
context: I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. I don't know if it's because they haven't found out\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. or they're purposely hiding it,\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. but nothing's been written about the fact that you and he were lovers.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. So don't worry.\Hey Ren, has Naoki told you about Yasu?\What's that baldy up to?\I guess Search published an expose about him. response:	Naoki says there are rumors about it all over the internet.
context: I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. or they're purposely hiding it,\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. but nothing's been written about the fact that you and he were lovers.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. So don't worry.\Hey Ren, has Naoki told you about Yasu?\What's that baldy up to?\I guess Search published an expose about him.\Naoki says there are rumors about it all over the internet. response:	An expose about what?
context: I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. or they're purposely hiding it,\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. but nothing's been written about the fact that you and he were lovers.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. So don't worry.\Hey Ren, has Naoki told you about Yasu?\What's that baldy up to?\I guess Search published an expose about him.\Naoki says there are rumors about it all over the internet.\An expose about what? response:	All kinds of things.
context: I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. but nothing's been written about the fact that you and he were lovers.\I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. So don't worry.\Hey Ren, has Naoki told you about Yasu?\What's that baldy up to?\I guess Search published an expose about him.\Naoki says there are rumors about it all over the internet.\An expose about what?\All kinds of things. response:	Apparently he hit a Search reporter to protect his vocalist,
context: I DON'T KNOW IF IT'S BECAUSE THEY HAVEN'T FOUND OUT OR THEY'RE PURPOSELY HIDING IT, BUT NOTHING'S BEEN WRITTEN ABOUT THE FACT THAT YOU AND HE WERE LOVERS. SO DON'T WORRY. So don't worry.\Hey Ren, has Naoki told you about Yasu?\What's that baldy up to?\I guess Search published an expose about him.\Naoki says there are rumors about it all over the internet.\An expose about what?\All kinds of things.\Apparently he hit a Search reporter to protect his vocalist, response:	and was taken in for questioning by the police.
context: Hey Ren, has Naoki told you about Yasu?\What's that baldy up to?\I guess Search published an expose about him.\Naoki says there are rumors about it all over the internet.\An expose about what?\All kinds of things.\Apparently he hit a Search reporter to protect his vocalist,\and was taken in for questioning by the police. response:	Then, other magazines started saying
context: What's that baldy up to?\I guess Search published an expose about him.\Naoki says there are rumors about it all over the internet.\An expose about what?\All kinds of things.\Apparently he hit a Search reporter to protect his vocalist,\and was taken in for questioning by the police.\Then, other magazines started saying response:	that Nana and Yasu are actually dating and things like that.
context: I guess Search published an expose about him.\Naoki says there are rumors about it all over the internet.\An expose about what?\All kinds of things.\Apparently he hit a Search reporter to protect his vocalist,\and was taken in for questioning by the police.\Then, other magazines started saying\that Nana and Yasu are actually dating and things like that. response:	That's just not possible. It's all lies.
context: Naoki says there are rumors about it all over the internet.\An expose about what?\All kinds of things.\Apparently he hit a Search reporter to protect his vocalist,\and was taken in for questioning by the police.\Then, other magazines started saying\that Nana and Yasu are actually dating and things like that.\That's just not possible. It's all lies. response:	In addition, Search also wrote that Yasu's not a real lawyer
context: An expose about what?\All kinds of things.\Apparently he hit a Search reporter to protect his vocalist,\and was taken in for questioning by the police.\Then, other magazines started saying\that Nana and Yasu are actually dating and things like that.\That's just not possible. It's all lies.\In addition, Search also wrote that Yasu's not a real lawyer response:	since he doesn't have a license to practice law.
context: All kinds of things.\Apparently he hit a Search reporter to protect his vocalist,\and was taken in for questioning by the police.\Then, other magazines started saying\that Nana and Yasu are actually dating and things like that.\That's just not possible. It's all lies.\In addition, Search also wrote that Yasu's not a real lawyer\since he doesn't have a license to practice law. response:	Isn't that horrible?
context: Apparently he hit a Search reporter to protect his vocalist,\and was taken in for questioning by the police.\Then, other magazines started saying\that Nana and Yasu are actually dating and things like that.\That's just not possible. It's all lies.\In addition, Search also wrote that Yasu's not a real lawyer\since he doesn't have a license to practice law.\Isn't that horrible? response:	That is horrible.
context: and was taken in for questioning by the police.\Then, other magazines started saying\that Nana and Yasu are actually dating and things like that.\That's just not possible. It's all lies.\In addition, Search also wrote that Yasu's not a real lawyer\since he doesn't have a license to practice law.\Isn't that horrible?\That is horrible. response:	Um, Reira...
context: Then, other magazines started saying\that Nana and Yasu are actually dating and things like that.\That's just not possible. It's all lies.\In addition, Search also wrote that Yasu's not a real lawyer\since he doesn't have a license to practice law.\Isn't that horrible?\That is horrible.\Um, Reira... response:	Oh, thank you.
context: that Nana and Yasu are actually dating and things like that.\That's just not possible. It's all lies.\In addition, Search also wrote that Yasu's not a real lawyer\since he doesn't have a license to practice law.\Isn't that horrible?\That is horrible.\Um, Reira...\Oh, thank you. response:	You know, I've been concerned about those rumors too.
context: That's just not possible. It's all lies.\In addition, Search also wrote that Yasu's not a real lawyer\since he doesn't have a license to practice law.\Isn't that horrible?\That is horrible.\Um, Reira...\Oh, thank you.\You know, I've been concerned about those rumors too. response:	Is it possible Mr. Takagi never served as a law apprentice for a firm?
context: In addition, Search also wrote that Yasu's not a real lawyer\since he doesn't have a license to practice law.\Isn't that horrible?\That is horrible.\Um, Reira...\Oh, thank you.\You know, I've been concerned about those rumors too.\Is it possible Mr. Takagi never served as a law apprentice for a firm? response:	What's a law apprentice?
context: since he doesn't have a license to practice law.\Isn't that horrible?\That is horrible.\Um, Reira...\Oh, thank you.\You know, I've been concerned about those rumors too.\Is it possible Mr. Takagi never served as a law apprentice for a firm?\What's a law apprentice? response:	It would be equivalent to a medical intern.
context: Isn't that horrible?\That is horrible.\Um, Reira...\Oh, thank you.\You know, I've been concerned about those rumors too.\Is it possible Mr. Takagi never served as a law apprentice for a firm?\What's a law apprentice?\It would be equivalent to a medical intern. response:	After passing the bar exam,
context: That is horrible.\Um, Reira...\Oh, thank you.\You know, I've been concerned about those rumors too.\Is it possible Mr. Takagi never served as a law apprentice for a firm?\What's a law apprentice?\It would be equivalent to a medical intern.\After passing the bar exam, response:	you must serve as a law apprentice for a year and a half
context: Um, Reira...\Oh, thank you.\You know, I've been concerned about those rumors too.\Is it possible Mr. Takagi never served as a law apprentice for a firm?\What's a law apprentice?\It would be equivalent to a medical intern.\After passing the bar exam,\you must serve as a law apprentice for a year and a half response:	before you can become a real lawyer.
context: Oh, thank you.\You know, I've been concerned about those rumors too.\Is it possible Mr. Takagi never served as a law apprentice for a firm?\What's a law apprentice?\It would be equivalent to a medical intern.\After passing the bar exam,\you must serve as a law apprentice for a year and a half\before you can become a real lawyer. response:	You really know a lot, Mari!
context: You know, I've been concerned about those rumors too.\Is it possible Mr. Takagi never served as a law apprentice for a firm?\What's a law apprentice?\It would be equivalent to a medical intern.\After passing the bar exam,\you must serve as a law apprentice for a year and a half\before you can become a real lawyer.\You really know a lot, Mari! response:	More like you don't know anything.
context: Is it possible Mr. Takagi never served as a law apprentice for a firm?\What's a law apprentice?\It would be equivalent to a medical intern.\After passing the bar exam,\you must serve as a law apprentice for a year and a half\before you can become a real lawyer.\You really know a lot, Mari!\More like you don't know anything. response:	What about you?!
context: What's a law apprentice?\It would be equivalent to a medical intern.\After passing the bar exam,\you must serve as a law apprentice for a year and a half\before you can become a real lawyer.\You really know a lot, Mari!\More like you don't know anything.\What about you?! response:	Well, it's not exactly common knowledge.
context: It would be equivalent to a medical intern.\After passing the bar exam,\you must serve as a law apprentice for a year and a half\before you can become a real lawyer.\You really know a lot, Mari!\More like you don't know anything.\What about you?!\Well, it's not exactly common knowledge. response:	I'm a law school graduate.
context: After passing the bar exam,\you must serve as a law apprentice for a year and a half\before you can become a real lawyer.\You really know a lot, Mari!\More like you don't know anything.\What about you?!\Well, it's not exactly common knowledge.\I'm a law school graduate. response:	That's amazing! You're not just wearing those glasses for show.
context: you must serve as a law apprentice for a year and a half\before you can become a real lawyer.\You really know a lot, Mari!\More like you don't know anything.\What about you?!\Well, it's not exactly common knowledge.\I'm a law school graduate.\That's amazing! You're not just wearing those glasses for show. response:	No, there's nothing amazing about it.
context: before you can become a real lawyer.\You really know a lot, Mari!\More like you don't know anything.\What about you?!\Well, it's not exactly common knowledge.\I'm a law school graduate.\That's amazing! You're not just wearing those glasses for show.\No, there's nothing amazing about it. response:	And these glasses are just for show.
context: You really know a lot, Mari!\More like you don't know anything.\What about you?!\Well, it's not exactly common knowledge.\I'm a law school graduate.\That's amazing! You're not just wearing those glasses for show.\No, there's nothing amazing about it.\And these glasses are just for show. response:	Then what are you doing being Reira's babysitter?
context: More like you don't know anything.\What about you?!\Well, it's not exactly common knowledge.\I'm a law school graduate.\That's amazing! You're not just wearing those glasses for show.\No, there's nothing amazing about it.\And these glasses are just for show.\Then what are you doing being Reira's babysitter? response:	What do you mean, babysitter?!
context: What about you?!\Well, it's not exactly common knowledge.\I'm a law school graduate.\That's amazing! You're not just wearing those glasses for show.\No, there's nothing amazing about it.\And these glasses are just for show.\Then what are you doing being Reira's babysitter?\What do you mean, babysitter?! response:	You know, like changing your diapers...
context: Well, it's not exactly common knowledge.\I'm a law school graduate.\That's amazing! You're not just wearing those glasses for show.\No, there's nothing amazing about it.\And these glasses are just for show.\Then what are you doing being Reira's babysitter?\What do you mean, babysitter?!\You know, like changing your diapers... response:	She doesn't!
context: I'm a law school graduate.\That's amazing! You're not just wearing those glasses for show.\No, there's nothing amazing about it.\And these glasses are just for show.\Then what are you doing being Reira's babysitter?\What do you mean, babysitter?!\You know, like changing your diapers...\She doesn't! response:	Enough about me.
context: That's amazing! You're not just wearing those glasses for show.\No, there's nothing amazing about it.\And these glasses are just for show.\Then what are you doing being Reira's babysitter?\What do you mean, babysitter?!\You know, like changing your diapers...\She doesn't!\Enough about me. response:	No.
context: No, there's nothing amazing about it.\And these glasses are just for show.\Then what are you doing being Reira's babysitter?\What do you mean, babysitter?!\You know, like changing your diapers...\She doesn't!\Enough about me.\No. response:	I wanna know more about you. Are you free tonight?
context: And these glasses are just for show.\Then what are you doing being Reira's babysitter?\What do you mean, babysitter?!\You know, like changing your diapers...\She doesn't!\Enough about me.\No.\I wanna know more about you. Are you free tonight? response:	Why do all our members try to seduce every woman they see?!
context: Then what are you doing being Reira's babysitter?\What do you mean, babysitter?!\You know, like changing your diapers...\She doesn't!\Enough about me.\No.\I wanna know more about you. Are you free tonight?\Why do all our members try to seduce every woman they see?! response:	Are you Italian?!
context: What do you mean, babysitter?!\You know, like changing your diapers...\She doesn't!\Enough about me.\No.\I wanna know more about you. Are you free tonight?\Why do all our members try to seduce every woman they see?!\Are you Italian?! response:	Anyway, so that's why Yasu said he was a trainee.
context: You know, like changing your diapers...\She doesn't!\Enough about me.\No.\I wanna know more about you. Are you free tonight?\Why do all our members try to seduce every woman they see?!\Are you Italian?!\Anyway, so that's why Yasu said he was a trainee. response:	So I guess he's in the midst of his so-called apprenticeship.
context: She doesn't!\Enough about me.\No.\I wanna know more about you. Are you free tonight?\Why do all our members try to seduce every woman they see?!\Are you Italian?!\Anyway, so that's why Yasu said he was a trainee.\So I guess he's in the midst of his so-called apprenticeship. response:	But it's been a year and a half since he graduated,
context: Enough about me.\No.\I wanna know more about you. Are you free tonight?\Why do all our members try to seduce every woman they see?!\Are you Italian?!\Anyway, so that's why Yasu said he was a trainee.\So I guess he's in the midst of his so-called apprenticeship.\But it's been a year and a half since he graduated, response:	so he could already be a lawyer!
context: No.\I wanna know more about you. Are you free tonight?\Why do all our members try to seduce every woman they see?!\Are you Italian?!\Anyway, so that's why Yasu said he was a trainee.\So I guess he's in the midst of his so-called apprenticeship.\But it's been a year and a half since he graduated,\so he could already be a lawyer! response:	No, once you become an apprentice,
context: I wanna know more about you. Are you free tonight?\Why do all our members try to seduce every woman they see?!\Are you Italian?!\Anyway, so that's why Yasu said he was a trainee.\So I guess he's in the midst of his so-called apprenticeship.\But it's been a year and a half since he graduated,\so he could already be a lawyer!\No, once you become an apprentice, response:	you must go where you've been assigned.
context: Why do all our members try to seduce every woman they see?!\Are you Italian?!\Anyway, so that's why Yasu said he was a trainee.\So I guess he's in the midst of his so-called apprenticeship.\But it's been a year and a half since he graduated,\so he could already be a lawyer!\No, once you become an apprentice,\you must go where you've been assigned. response:	He would've had no say as to where he'd be assigned.
context: Are you Italian?!\Anyway, so that's why Yasu said he was a trainee.\So I guess he's in the midst of his so-called apprenticeship.\But it's been a year and a half since he graduated,\so he could already be a lawyer!\No, once you become an apprentice,\you must go where you've been assigned.\He would've had no say as to where he'd be assigned. response:	If he were devoted to the band, it would've been difficult.
context: Anyway, so that's why Yasu said he was a trainee.\So I guess he's in the midst of his so-called apprenticeship.\But it's been a year and a half since he graduated,\so he could already be a lawyer!\No, once you become an apprentice,\you must go where you've been assigned.\He would've had no say as to where he'd be assigned.\If he were devoted to the band, it would've been difficult. response:	His mentor probably saw Mr. Takagi's abilities
context: So I guess he's in the midst of his so-called apprenticeship.\But it's been a year and a half since he graduated,\so he could already be a lawyer!\No, once you become an apprentice,\you must go where you've been assigned.\He would've had no say as to where he'd be assigned.\If he were devoted to the band, it would've been difficult.\His mentor probably saw Mr. Takagi's abilities response:	and hired him through the office and had him do only desk work.
context: But it's been a year and a half since he graduated,\so he could already be a lawyer!\No, once you become an apprentice,\you must go where you've been assigned.\He would've had no say as to where he'd be assigned.\If he were devoted to the band, it would've been difficult.\His mentor probably saw Mr. Takagi's abilities\and hired him through the office and had him do only desk work. response:	Mari, can you come here?!
context: so he could already be a lawyer!\No, once you become an apprentice,\you must go where you've been assigned.\He would've had no say as to where he'd be assigned.\If he were devoted to the band, it would've been difficult.\His mentor probably saw Mr. Takagi's abilities\and hired him through the office and had him do only desk work.\Mari, can you come here?! response:	Yes!
context: No, once you become an apprentice,\you must go where you've been assigned.\He would've had no say as to where he'd be assigned.\If he were devoted to the band, it would've been difficult.\His mentor probably saw Mr. Takagi's abilities\and hired him through the office and had him do only desk work.\Mari, can you come here?!\Yes! response:	Mr. Takagi probably couldn't give up his dreams for the band.
context: you must go where you've been assigned.\He would've had no say as to where he'd be assigned.\If he were devoted to the band, it would've been difficult.\His mentor probably saw Mr. Takagi's abilities\and hired him through the office and had him do only desk work.\Mari, can you come here?!\Yes!\Mr. Takagi probably couldn't give up his dreams for the band. response:	The fact that he hit that reporter shows just how much he cares for his band members.
context: He would've had no say as to where he'd be assigned.\If he were devoted to the band, it would've been difficult.\His mentor probably saw Mr. Takagi's abilities\and hired him through the office and had him do only desk work.\Mari, can you come here?!\Yes!\Mr. Takagi probably couldn't give up his dreams for the band.\The fact that he hit that reporter shows just how much he cares for his band members. response:	No matter what the public says,
context: If he were devoted to the band, it would've been difficult.\His mentor probably saw Mr. Takagi's abilities\and hired him through the office and had him do only desk work.\Mari, can you come here?!\Yes!\Mr. Takagi probably couldn't give up his dreams for the band.\The fact that he hit that reporter shows just how much he cares for his band members.\No matter what the public says, response:	I think Reira's boyfriend is a wonderful man.
context: His mentor probably saw Mr. Takagi's abilities\and hired him through the office and had him do only desk work.\Mari, can you come here?!\Yes!\Mr. Takagi probably couldn't give up his dreams for the band.\The fact that he hit that reporter shows just how much he cares for his band members.\No matter what the public says,\I think Reira's boyfriend is a wonderful man. response:	Don't pay attention to the rumors, and keep your spirits high.
