context: Wh-what?! response:	That's my secret technique, the Sweets Canyon!
context: There sure is a lot we have to know this time...\Hm? What is it, Ebina?\I think I'm going to fail tomorrow's tests... I might not even make it to the next grade!\Huh?\What did you mean, you won't make it to the next grade?\B-but this is the day before exams! Why are you only now...?!\The timing just didn't feel right. I hope I pass along with the rest of you, but maybe I...\Ebina... response:	If that's what is at stake here, then this where I come in!
context: Hm? What is it, Ebina?\I think I'm going to fail tomorrow's tests... I might not even make it to the next grade!\Huh?\What did you mean, you won't make it to the next grade?\B-but this is the day before exams! Why are you only now...?!\The timing just didn't feel right. I hope I pass along with the rest of you, but maybe I...\Ebina...\If that's what is at stake here, then this where I come in! response:	We shall hold a study group, indeed!
context: I think I'm going to fail tomorrow's tests... I might not even make it to the next grade!\Huh?\What did you mean, you won't make it to the next grade?\B-but this is the day before exams! Why are you only now...?!\The timing just didn't feel right. I hope I pass along with the rest of you, but maybe I...\Ebina...\If that's what is at stake here, then this where I come in!\We shall hold a study group, indeed! response:	Th-this is one amazing library...
context: Huh?\What did you mean, you won't make it to the next grade?\B-but this is the day before exams! Why are you only now...?!\The timing just didn't feel right. I hope I pass along with the rest of you, but maybe I...\Ebina...\If that's what is at stake here, then this where I come in!\We shall hold a study group, indeed!\Th-this is one amazing library... response:	There is a wealth of books here, and the silence most certainly lends itself to study!
context: What did you mean, you won't make it to the next grade?\B-but this is the day before exams! Why are you only now...?!\The timing just didn't feel right. I hope I pass along with the rest of you, but maybe I...\Ebina...\If that's what is at stake here, then this where I come in!\We shall hold a study group, indeed!\Th-this is one amazing library...\There is a wealth of books here, and the silence most certainly lends itself to study! response:	What do you think, Umaru?
context: B-but this is the day before exams! Why are you only now...?!\The timing just didn't feel right. I hope I pass along with the rest of you, but maybe I...\Ebina...\If that's what is at stake here, then this where I come in!\We shall hold a study group, indeed!\Th-this is one amazing library...\There is a wealth of books here, and the silence most certainly lends itself to study!\What do you think, Umaru? response:	I-it's great!
context: The timing just didn't feel right. I hope I pass along with the rest of you, but maybe I...\Ebina...\If that's what is at stake here, then this where I come in!\We shall hold a study group, indeed!\Th-this is one amazing library...\There is a wealth of books here, and the silence most certainly lends itself to study!\What do you think, Umaru?\I-it's great! response:	I've never even been in here...
context: Ebina...\If that's what is at stake here, then this where I come in!\We shall hold a study group, indeed!\Th-this is one amazing library...\There is a wealth of books here, and the silence most certainly lends itself to study!\What do you think, Umaru?\I-it's great!\I've never even been in here... response:	I'm thrilled at the idea of having a study session with you all!
context: If that's what is at stake here, then this where I come in!\We shall hold a study group, indeed!\Th-this is one amazing library...\There is a wealth of books here, and the silence most certainly lends itself to study!\What do you think, Umaru?\I-it's great!\I've never even been in here...\I'm thrilled at the idea of having a study session with you all! response:	Um, I don't think this is the right time to feel thrilled.
context: We shall hold a study group, indeed!\Th-this is one amazing library...\There is a wealth of books here, and the silence most certainly lends itself to study!\What do you think, Umaru?\I-it's great!\I've never even been in here...\I'm thrilled at the idea of having a study session with you all!\Um, I don't think this is the right time to feel thrilled. response:	Ebina, what would you say are your weakest subjects?
context: Th-this is one amazing library...\There is a wealth of books here, and the silence most certainly lends itself to study!\What do you think, Umaru?\I-it's great!\I've never even been in here...\I'm thrilled at the idea of having a study session with you all!\Um, I don't think this is the right time to feel thrilled.\Ebina, what would you say are your weakest subjects? response:	A-all of them.
context: There is a wealth of books here, and the silence most certainly lends itself to study!\What do you think, Umaru?\I-it's great!\I've never even been in here...\I'm thrilled at the idea of having a study session with you all!\Um, I don't think this is the right time to feel thrilled.\Ebina, what would you say are your weakest subjects?\A-all of them. response:	All of them?!
context: What do you think, Umaru?\I-it's great!\I've never even been in here...\I'm thrilled at the idea of having a study session with you all!\Um, I don't think this is the right time to feel thrilled.\Ebina, what would you say are your weakest subjects?\A-all of them.\All of them?! response:	Well, let's just see how things go.
context: I-it's great!\I've never even been in here...\I'm thrilled at the idea of having a study session with you all!\Um, I don't think this is the right time to feel thrilled.\Ebina, what would you say are your weakest subjects?\A-all of them.\All of them?!\Well, let's just see how things go. response:	Ebina...
context: I've never even been in here...\I'm thrilled at the idea of having a study session with you all!\Um, I don't think this is the right time to feel thrilled.\Ebina, what would you say are your weakest subjects?\A-all of them.\All of them?!\Well, let's just see how things go.\Ebina... response:	You have a pretty decent grasp of this.
context: I'm thrilled at the idea of having a study session with you all!\Um, I don't think this is the right time to feel thrilled.\Ebina, what would you say are your weakest subjects?\A-all of them.\All of them?!\Well, let's just see how things go.\Ebina...\You have a pretty decent grasp of this. response:	U-um...
context: Um, I don't think this is the right time to feel thrilled.\Ebina, what would you say are your weakest subjects?\A-all of them.\All of them?!\Well, let's just see how things go.\Ebina...\You have a pretty decent grasp of this.\U-um... response:	This will be enough to get you about an 80. Thank goodness.
context: Ebina, what would you say are your weakest subjects?\A-all of them.\All of them?!\Well, let's just see how things go.\Ebina...\You have a pretty decent grasp of this.\U-um...\This will be enough to get you about an 80. Thank goodness. response:	Ebina, I think you have performance anxiety.
context: A-all of them.\All of them?!\Well, let's just see how things go.\Ebina...\You have a pretty decent grasp of this.\U-um...\This will be enough to get you about an 80. Thank goodness.\Ebina, I think you have performance anxiety. response:	That time before when we studied together, you did just fine...
context: All of them?!\Well, let's just see how things go.\Ebina...\You have a pretty decent grasp of this.\U-um...\This will be enough to get you about an 80. Thank goodness.\Ebina, I think you have performance anxiety.\That time before when we studied together, you did just fine... response:	But later, when we took the test, it looked like you didn't do so well.
context: Well, let's just see how things go.\Ebina...\You have a pretty decent grasp of this.\U-um...\This will be enough to get you about an 80. Thank goodness.\Ebina, I think you have performance anxiety.\That time before when we studied together, you did just fine...\But later, when we took the test, it looked like you didn't do so well. response:	Everyone gets so serious when we're taking tests... it's like a totally different classroom!
context: Ebina...\You have a pretty decent grasp of this.\U-um...\This will be enough to get you about an 80. Thank goodness.\Ebina, I think you have performance anxiety.\That time before when we studied together, you did just fine...\But later, when we took the test, it looked like you didn't do so well.\Everyone gets so serious when we're taking tests... it's like a totally different classroom! response:	It's as if I'm the only one who gets left behind by the flow of time...
context: You have a pretty decent grasp of this.\U-um...\This will be enough to get you about an 80. Thank goodness.\Ebina, I think you have performance anxiety.\That time before when we studied together, you did just fine...\But later, when we took the test, it looked like you didn't do so well.\Everyone gets so serious when we're taking tests... it's like a totally different classroom!\It's as if I'm the only one who gets left behind by the flow of time... response:	Reckon things could go wrong at the drop of a hat, and I'd just wanna up and go back to Akita!
context: U-um...\This will be enough to get you about an 80. Thank goodness.\Ebina, I think you have performance anxiety.\That time before when we studied together, you did just fine...\But later, when we took the test, it looked like you didn't do so well.\Everyone gets so serious when we're taking tests... it's like a totally different classroom!\It's as if I'm the only one who gets left behind by the flow of time...\Reckon things could go wrong at the drop of a hat, and I'd just wanna up and go back to Akita! response:	I know, right?
context: This will be enough to get you about an 80. Thank goodness.\Ebina, I think you have performance anxiety.\That time before when we studied together, you did just fine...\But later, when we took the test, it looked like you didn't do so well.\Everyone gets so serious when we're taking tests... it's like a totally different classroom!\It's as if I'm the only one who gets left behind by the flow of time...\Reckon things could go wrong at the drop of a hat, and I'd just wanna up and go back to Akita!\I know, right? response:	Th-that must mean some seriously bad grades!
context: Ebina, I think you have performance anxiety.\That time before when we studied together, you did just fine...\But later, when we took the test, it looked like you didn't do so well.\Everyone gets so serious when we're taking tests... it's like a totally different classroom!\It's as if I'm the only one who gets left behind by the flow of time...\Reckon things could go wrong at the drop of a hat, and I'd just wanna up and go back to Akita!\I know, right?\Th-that must mean some seriously bad grades! response:	S-so then, so long as you're not nervous, you should be able to get a passing grade, right?
context: That time before when we studied together, you did just fine...\But later, when we took the test, it looked like you didn't do so well.\Everyone gets so serious when we're taking tests... it's like a totally different classroom!\It's as if I'm the only one who gets left behind by the flow of time...\Reckon things could go wrong at the drop of a hat, and I'd just wanna up and go back to Akita!\I know, right?\Th-that must mean some seriously bad grades!\S-so then, so long as you're not nervous, you should be able to get a passing grade, right? response:	Yeah, but... what should we do?
context: But later, when we took the test, it looked like you didn't do so well.\Everyone gets so serious when we're taking tests... it's like a totally different classroom!\It's as if I'm the only one who gets left behind by the flow of time...\Reckon things could go wrong at the drop of a hat, and I'd just wanna up and go back to Akita!\I know, right?\Th-that must mean some seriously bad grades!\S-so then, so long as you're not nervous, you should be able to get a passing grade, right?\Yeah, but... what should we do? response:	I personally think of people as vegetables or something and purge them from my mind.
context: Everyone gets so serious when we're taking tests... it's like a totally different classroom!\It's as if I'm the only one who gets left behind by the flow of time...\Reckon things could go wrong at the drop of a hat, and I'd just wanna up and go back to Akita!\I know, right?\Th-that must mean some seriously bad grades!\S-so then, so long as you're not nervous, you should be able to get a passing grade, right?\Yeah, but... what should we do?\I personally think of people as vegetables or something and purge them from my mind. response:	She always does that?!
context: It's as if I'm the only one who gets left behind by the flow of time...\Reckon things could go wrong at the drop of a hat, and I'd just wanna up and go back to Akita!\I know, right?\Th-that must mean some seriously bad grades!\S-so then, so long as you're not nervous, you should be able to get a passing grade, right?\Yeah, but... what should we do?\I personally think of people as vegetables or something and purge them from my mind.\She always does that?! response:	You know, you may be able to relax if you think about something you like.
context: Reckon things could go wrong at the drop of a hat, and I'd just wanna up and go back to Akita!\I know, right?\Th-that must mean some seriously bad grades!\S-so then, so long as you're not nervous, you should be able to get a passing grade, right?\Yeah, but... what should we do?\I personally think of people as vegetables or something and purge them from my mind.\She always does that?!\You know, you may be able to relax if you think about something you like. response:	Something I like...
context: I know, right?\Th-that must mean some seriously bad grades!\S-so then, so long as you're not nervous, you should be able to get a passing grade, right?\Yeah, but... what should we do?\I personally think of people as vegetables or something and purge them from my mind.\She always does that?!\You know, you may be able to relax if you think about something you like.\Something I like... response:	Th-th-that might make me worry even MORE!
context: Th-that must mean some seriously bad grades!\S-so then, so long as you're not nervous, you should be able to get a passing grade, right?\Yeah, but... what should we do?\I personally think of people as vegetables or something and purge them from my mind.\She always does that?!\You know, you may be able to relax if you think about something you like.\Something I like...\Th-th-that might make me worry even MORE! response:	Did she imagine something?
context: S-so then, so long as you're not nervous, you should be able to get a passing grade, right?\Yeah, but... what should we do?\I personally think of people as vegetables or something and purge them from my mind.\She always does that?!\You know, you may be able to relax if you think about something you like.\Something I like...\Th-th-that might make me worry even MORE!\Did she imagine something? response:	Still, this is sort of vexing. The test is tomorrow, but we haven't found a way to solve things.
context: Yeah, but... what should we do?\I personally think of people as vegetables or something and purge them from my mind.\She always does that?!\You know, you may be able to relax if you think about something you like.\Something I like...\Th-th-that might make me worry even MORE!\Did she imagine something?\Still, this is sort of vexing. The test is tomorrow, but we haven't found a way to solve things. response:	You all have your own studying to do, but you're taking the time to help ME...
context: I personally think of people as vegetables or something and purge them from my mind.\She always does that?!\You know, you may be able to relax if you think about something you like.\Something I like...\Th-th-that might make me worry even MORE!\Did she imagine something?\Still, this is sort of vexing. The test is tomorrow, but we haven't found a way to solve things.\You all have your own studying to do, but you're taking the time to help ME... response:	I'm sorry! I'm just dragging you all down.
context: She always does that?!\You know, you may be able to relax if you think about something you like.\Something I like...\Th-th-that might make me worry even MORE!\Did she imagine something?\Still, this is sort of vexing. The test is tomorrow, but we haven't found a way to solve things.\You all have your own studying to do, but you're taking the time to help ME...\I'm sorry! I'm just dragging you all down. response:	I-in any case, right now we need less tears and more ideas!
context: You know, you may be able to relax if you think about something you like.\Something I like...\Th-th-that might make me worry even MORE!\Did she imagine something?\Still, this is sort of vexing. The test is tomorrow, but we haven't found a way to solve things.\You all have your own studying to do, but you're taking the time to help ME...\I'm sorry! I'm just dragging you all down.\I-in any case, right now we need less tears and more ideas! response:	Indeed, that's right! We're sure to find a sound solution if we put our heads together.
context: Something I like...\Th-th-that might make me worry even MORE!\Did she imagine something?\Still, this is sort of vexing. The test is tomorrow, but we haven't found a way to solve things.\You all have your own studying to do, but you're taking the time to help ME...\I'm sorry! I'm just dragging you all down.\I-in any case, right now we need less tears and more ideas!\Indeed, that's right! We're sure to find a sound solution if we put our heads together. response:	Come on, Ebina. Wipe those tears.
context: Th-th-that might make me worry even MORE!\Did she imagine something?\Still, this is sort of vexing. The test is tomorrow, but we haven't found a way to solve things.\You all have your own studying to do, but you're taking the time to help ME...\I'm sorry! I'm just dragging you all down.\I-in any case, right now we need less tears and more ideas!\Indeed, that's right! We're sure to find a sound solution if we put our heads together.\Come on, Ebina. Wipe those tears. response:	E-everyone, why are you...?
context: Did she imagine something?\Still, this is sort of vexing. The test is tomorrow, but we haven't found a way to solve things.\You all have your own studying to do, but you're taking the time to help ME...\I'm sorry! I'm just dragging you all down.\I-in any case, right now we need less tears and more ideas!\Indeed, that's right! We're sure to find a sound solution if we put our heads together.\Come on, Ebina. Wipe those tears.\E-everyone, why are you...? response:	Because we're friends!
context: Still, this is sort of vexing. The test is tomorrow, but we haven't found a way to solve things.\You all have your own studying to do, but you're taking the time to help ME...\I'm sorry! I'm just dragging you all down.\I-in any case, right now we need less tears and more ideas!\Indeed, that's right! We're sure to find a sound solution if we put our heads together.\Come on, Ebina. Wipe those tears.\E-everyone, why are you...?\Because we're friends! response:	Y'know?
context: You all have your own studying to do, but you're taking the time to help ME...\I'm sorry! I'm just dragging you all down.\I-in any case, right now we need less tears and more ideas!\Indeed, that's right! We're sure to find a sound solution if we put our heads together.\Come on, Ebina. Wipe those tears.\E-everyone, why are you...?\Because we're friends!\Y'know? response:	Indeed!
context: I'm sorry! I'm just dragging you all down.\I-in any case, right now we need less tears and more ideas!\Indeed, that's right! We're sure to find a sound solution if we put our heads together.\Come on, Ebina. Wipe those tears.\E-everyone, why are you...?\Because we're friends!\Y'know?\Indeed! response:	It's only natural, wouldn't you say?
context: I-in any case, right now we need less tears and more ideas!\Indeed, that's right! We're sure to find a sound solution if we put our heads together.\Come on, Ebina. Wipe those tears.\E-everyone, why are you...?\Because we're friends!\Y'know?\Indeed!\It's only natural, wouldn't you say? response:	Okay, let's start memorizing, Ebina!
context: Indeed, that's right! We're sure to find a sound solution if we put our heads together.\Come on, Ebina. Wipe those tears.\E-everyone, why are you...?\Because we're friends!\Y'know?\Indeed!\It's only natural, wouldn't you say?\Okay, let's start memorizing, Ebina! response:	Sylphin, that's not the subject for tomorrow's test.
context: Come on, Ebina. Wipe those tears.\E-everyone, why are you...?\Because we're friends!\Y'know?\Indeed!\It's only natural, wouldn't you say?\Okay, let's start memorizing, Ebina!\Sylphin, that's not the subject for tomorrow's test. response:	In that case, learn THIS!
context: E-everyone, why are you...?\Because we're friends!\Y'know?\Indeed!\It's only natural, wouldn't you say?\Okay, let's start memorizing, Ebina!\Sylphin, that's not the subject for tomorrow's test.\In that case, learn THIS! response:	That's not right, either.
context: Because we're friends!\Y'know?\Indeed!\It's only natural, wouldn't you say?\Okay, let's start memorizing, Ebina!\Sylphin, that's not the subject for tomorrow's test.\In that case, learn THIS!\That's not right, either. response:	Jeez... Sylphin, you're hopeless.
context: Y'know?\Indeed!\It's only natural, wouldn't you say?\Okay, let's start memorizing, Ebina!\Sylphin, that's not the subject for tomorrow's test.\In that case, learn THIS!\That's not right, either.\Jeez... Sylphin, you're hopeless. response:	My first day at a new school...
context: Indeed!\It's only natural, wouldn't you say?\Okay, let's start memorizing, Ebina!\Sylphin, that's not the subject for tomorrow's test.\In that case, learn THIS!\That's not right, either.\Jeez... Sylphin, you're hopeless.\My first day at a new school... response:	I-I'm kinda nervous!
context: It's only natural, wouldn't you say?\Okay, let's start memorizing, Ebina!\Sylphin, that's not the subject for tomorrow's test.\In that case, learn THIS!\That's not right, either.\Jeez... Sylphin, you're hopeless.\My first day at a new school...\I-I'm kinda nervous! response:	So, you're from the Midwest?
context: Okay, let's start memorizing, Ebina!\Sylphin, that's not the subject for tomorrow's test.\In that case, learn THIS!\That's not right, either.\Jeez... Sylphin, you're hopeless.\My first day at a new school...\I-I'm kinda nervous!\So, you're from the Midwest? response:	That's right. It's nice to meet you!
context: Sylphin, that's not the subject for tomorrow's test.\In that case, learn THIS!\That's not right, either.\Jeez... Sylphin, you're hopeless.\My first day at a new school...\I-I'm kinda nervous!\So, you're from the Midwest?\That's right. It's nice to meet you! response:	I'm from the Northwest!
context: In that case, learn THIS!\That's not right, either.\Jeez... Sylphin, you're hopeless.\My first day at a new school...\I-I'm kinda nervous!\So, you're from the Midwest?\That's right. It's nice to meet you!\I'm from the Northwest! response:	Those girls over there've already made friends!
context: That's not right, either.\Jeez... Sylphin, you're hopeless.\My first day at a new school...\I-I'm kinda nervous!\So, you're from the Midwest?\That's right. It's nice to meet you!\I'm from the Northwest!\Those girls over there've already made friends! response:	I-I want some friends too. Reckon I gotta talk to someone!
context: Jeez... Sylphin, you're hopeless.\My first day at a new school...\I-I'm kinda nervous!\So, you're from the Midwest?\That's right. It's nice to meet you!\I'm from the Northwest!\Those girls over there've already made friends!\I-I want some friends too. Reckon I gotta talk to someone! response:	Maybe I'll try talking to her.
context: My first day at a new school...\I-I'm kinda nervous!\So, you're from the Midwest?\That's right. It's nice to meet you!\I'm from the Northwest!\Those girls over there've already made friends!\I-I want some friends too. Reckon I gotta talk to someone!\Maybe I'll try talking to her. response:	That Motoba girl kinda lost it at the entrance ceremony, huh?
context: I-I'm kinda nervous!\So, you're from the Midwest?\That's right. It's nice to meet you!\I'm from the Northwest!\Those girls over there've already made friends!\I-I want some friends too. Reckon I gotta talk to someone!\Maybe I'll try talking to her.\That Motoba girl kinda lost it at the entrance ceremony, huh? response:	Got that right. They say she kicked some guy, a grownup!
context: So, you're from the Midwest?\That's right. It's nice to meet you!\I'm from the Northwest!\Those girls over there've already made friends!\I-I want some friends too. Reckon I gotta talk to someone!\Maybe I'll try talking to her.\That Motoba girl kinda lost it at the entrance ceremony, huh?\Got that right. They say she kicked some guy, a grownup! response:	Oh. She left...
context: That's right. It's nice to meet you!\I'm from the Northwest!\Those girls over there've already made friends!\I-I want some friends too. Reckon I gotta talk to someone!\Maybe I'll try talking to her.\That Motoba girl kinda lost it at the entrance ceremony, huh?\Got that right. They say she kicked some guy, a grownup!\Oh. She left... response:	Maybe I'll try inviting her out for lunch sometime.
context: I'm from the Northwest!\Those girls over there've already made friends!\I-I want some friends too. Reckon I gotta talk to someone!\Maybe I'll try talking to her.\That Motoba girl kinda lost it at the entrance ceremony, huh?\Got that right. They say she kicked some guy, a grownup!\Oh. She left...\Maybe I'll try inviting her out for lunch sometime. response:	Hm?
context: Those girls over there've already made friends!\I-I want some friends too. Reckon I gotta talk to someone!\Maybe I'll try talking to her.\That Motoba girl kinda lost it at the entrance ceremony, huh?\Got that right. They say she kicked some guy, a grownup!\Oh. She left...\Maybe I'll try inviting her out for lunch sometime.\Hm? response:	It is a pleasure to meet you all!
context: I-I want some friends too. Reckon I gotta talk to someone!\Maybe I'll try talking to her.\That Motoba girl kinda lost it at the entrance ceremony, huh?\Got that right. They say she kicked some guy, a grownup!\Oh. She left...\Maybe I'll try inviting her out for lunch sometime.\Hm?\It is a pleasure to meet you all! response:	My name is Sylphinford Tachibana, and I shall become the greatest player in this classroom, indeed!
context: Maybe I'll try talking to her.\That Motoba girl kinda lost it at the entrance ceremony, huh?\Got that right. They say she kicked some guy, a grownup!\Oh. She left...\Maybe I'll try inviting her out for lunch sometime.\Hm?\It is a pleasure to meet you all!\My name is Sylphinford Tachibana, and I shall become the greatest player in this classroom, indeed! response:	Shbafeeen!
context: That Motoba girl kinda lost it at the entrance ceremony, huh?\Got that right. They say she kicked some guy, a grownup!\Oh. She left...\Maybe I'll try inviting her out for lunch sometime.\Hm?\It is a pleasure to meet you all!\My name is Sylphinford Tachibana, and I shall become the greatest player in this classroom, indeed!\Shbafeeen! response:	Sh-she's... like... outta some magazine!
context: Got that right. They say she kicked some guy, a grownup!\Oh. She left...\Maybe I'll try inviting her out for lunch sometime.\Hm?\It is a pleasure to meet you all!\My name is Sylphinford Tachibana, and I shall become the greatest player in this classroom, indeed!\Shbafeeen!\Sh-she's... like... outta some magazine! response:	I think I'll be able to talk to her, though.
context: Oh. She left...\Maybe I'll try inviting her out for lunch sometime.\Hm?\It is a pleasure to meet you all!\My name is Sylphinford Tachibana, and I shall become the greatest player in this classroom, indeed!\Shbafeeen!\Sh-she's... like... outta some magazine!\I think I'll be able to talk to her, though. response:	U-um, it's nice to meet you. Ebina is my name.
context: Maybe I'll try inviting her out for lunch sometime.\Hm?\It is a pleasure to meet you all!\My name is Sylphinford Tachibana, and I shall become the greatest player in this classroom, indeed!\Shbafeeen!\Sh-she's... like... outta some magazine!\I think I'll be able to talk to her, though.\U-um, it's nice to meet you. Ebina is my name. response:	Ebina S. Maineim? That's a rather unusual name.
context: Hm?\It is a pleasure to meet you all!\My name is Sylphinford Tachibana, and I shall become the greatest player in this classroom, indeed!\Shbafeeen!\Sh-she's... like... outta some magazine!\I think I'll be able to talk to her, though.\U-um, it's nice to meet you. Ebina is my name.\Ebina S. Maineim? That's a rather unusual name. response:	Um, no, I...
context: It is a pleasure to meet you all!\My name is Sylphinford Tachibana, and I shall become the greatest player in this classroom, indeed!\Shbafeeen!\Sh-she's... like... outta some magazine!\I think I'll be able to talk to her, though.\U-um, it's nice to meet you. Ebina is my name.\Ebina S. Maineim? That's a rather unusual name.\Um, no, I... response:	It's Ebina.
context: My name is Sylphinford Tachibana, and I shall become the greatest player in this classroom, indeed!\Shbafeeen!\Sh-she's... like... outta some magazine!\I think I'll be able to talk to her, though.\U-um, it's nice to meet you. Ebina is my name.\Ebina S. Maineim? That's a rather unusual name.\Um, no, I...\It's Ebina. response:	And yet! You're quite courageous to be the first one to come talk to me. That is the spirit, indeed!
context: Shbafeeen!\Sh-she's... like... outta some magazine!\I think I'll be able to talk to her, though.\U-um, it's nice to meet you. Ebina is my name.\Ebina S. Maineim? That's a rather unusual name.\Um, no, I...\It's Ebina.\And yet! You're quite courageous to be the first one to come talk to me. That is the spirit, indeed! response:	I challenge you, Ebimori!
context: Sh-she's... like... outta some magazine!\I think I'll be able to talk to her, though.\U-um, it's nice to meet you. Ebina is my name.\Ebina S. Maineim? That's a rather unusual name.\Um, no, I...\It's Ebina.\And yet! You're quite courageous to be the first one to come talk to me. That is the spirit, indeed!\I challenge you, Ebimori! response:	It's Ebina...
context: I think I'll be able to talk to her, though.\U-um, it's nice to meet you. Ebina is my name.\Ebina S. Maineim? That's a rather unusual name.\Um, no, I...\It's Ebina.\And yet! You're quite courageous to be the first one to come talk to me. That is the spirit, indeed!\I challenge you, Ebimori!\It's Ebina... response:	U-um, a challenge?
context: U-um, it's nice to meet you. Ebina is my name.\Ebina S. Maineim? That's a rather unusual name.\Um, no, I...\It's Ebina.\And yet! You're quite courageous to be the first one to come talk to me. That is the spirit, indeed!\I challenge you, Ebimori!\It's Ebina...\U-um, a challenge? response:	Yes, at whatever you would say you are best at. Come at me with anything!
context: Ebina S. Maineim? That's a rather unusual name.\Um, no, I...\It's Ebina.\And yet! You're quite courageous to be the first one to come talk to me. That is the spirit, indeed!\I challenge you, Ebimori!\It's Ebina...\U-um, a challenge?\Yes, at whatever you would say you are best at. Come at me with anything! response:	Maybe challenges like this are normal in Tokyo.
context: Um, no, I...\It's Ebina.\And yet! You're quite courageous to be the first one to come talk to me. That is the spirit, indeed!\I challenge you, Ebimori!\It's Ebina...\U-um, a challenge?\Yes, at whatever you would say you are best at. Come at me with anything!\Maybe challenges like this are normal in Tokyo. response:	As for what I'm best at... I'm no good at studying, though I'm not bad at cooking and household chores...
context: It's Ebina.\And yet! You're quite courageous to be the first one to come talk to me. That is the spirit, indeed!\I challenge you, Ebimori!\It's Ebina...\U-um, a challenge?\Yes, at whatever you would say you are best at. Come at me with anything!\Maybe challenges like this are normal in Tokyo.\As for what I'm best at... I'm no good at studying, though I'm not bad at cooking and household chores... response:	Still, I can't do those now.
context: And yet! You're quite courageous to be the first one to come talk to me. That is the spirit, indeed!\I challenge you, Ebimori!\It's Ebina...\U-um, a challenge?\Yes, at whatever you would say you are best at. Come at me with anything!\Maybe challenges like this are normal in Tokyo.\As for what I'm best at... I'm no good at studying, though I'm not bad at cooking and household chores...\Still, I can't do those now. response:	I can eat a lot of akitakomachi rice!
context: I challenge you, Ebimori!\It's Ebina...\U-um, a challenge?\Yes, at whatever you would say you are best at. Come at me with anything!\Maybe challenges like this are normal in Tokyo.\As for what I'm best at... I'm no good at studying, though I'm not bad at cooking and household chores...\Still, I can't do those now.\I can eat a lot of akitakomachi rice! response:	But we don't have any akitakomoachi...
context: It's Ebina...\U-um, a challenge?\Yes, at whatever you would say you are best at. Come at me with anything!\Maybe challenges like this are normal in Tokyo.\As for what I'm best at... I'm no good at studying, though I'm not bad at cooking and household chores...\Still, I can't do those now.\I can eat a lot of akitakomachi rice!\But we don't have any akitakomoachi... response:	Have you decided?
context: U-um, a challenge?\Yes, at whatever you would say you are best at. Come at me with anything!\Maybe challenges like this are normal in Tokyo.\As for what I'm best at... I'm no good at studying, though I'm not bad at cooking and household chores...\Still, I can't do those now.\I can eat a lot of akitakomachi rice!\But we don't have any akitakomoachi...\Have you decided? response:	Um...!
context: Yes, at whatever you would say you are best at. Come at me with anything!\Maybe challenges like this are normal in Tokyo.\As for what I'm best at... I'm no good at studying, though I'm not bad at cooking and household chores...\Still, I can't do those now.\I can eat a lot of akitakomachi rice!\But we don't have any akitakomoachi...\Have you decided?\Um...! response:	'Morning.
context: Maybe challenges like this are normal in Tokyo.\As for what I'm best at... I'm no good at studying, though I'm not bad at cooking and household chores...\Still, I can't do those now.\I can eat a lot of akitakomachi rice!\But we don't have any akitakomoachi...\Have you decided?\Um...!\'Morning. response:	Umaruuun!
context: As for what I'm best at... I'm no good at studying, though I'm not bad at cooking and household chores...\Still, I can't do those now.\I can eat a lot of akitakomachi rice!\But we don't have any akitakomoachi...\Have you decided?\Um...!\'Morning.\Umaruuun! response:	She...
context: Still, I can't do those now.\I can eat a lot of akitakomachi rice!\But we don't have any akitakomoachi...\Have you decided?\Um...!\'Morning.\Umaruuun!\She... response:	Reckon she's like a princess and all!
context: I can eat a lot of akitakomachi rice!\But we don't have any akitakomoachi...\Have you decided?\Um...!\'Morning.\Umaruuun!\She...\Reckon she's like a princess and all! response:	You are Umaru Doma, yes? I heard you took the top spot in the entrance exams.
context: But we don't have any akitakomoachi...\Have you decided?\Um...!\'Morning.\Umaruuun!\She...\Reckon she's like a princess and all!\You are Umaru Doma, yes? I heard you took the top spot in the entrance exams. response:	Um, I don't know if I was at the top or not...
context: Have you decided?\Um...!\'Morning.\Umaruuun!\She...\Reckon she's like a princess and all!\You are Umaru Doma, yes? I heard you took the top spot in the entrance exams.\Um, I don't know if I was at the top or not... response:	You will now challenge me, please!
context: Um...!\'Morning.\Umaruuun!\She...\Reckon she's like a princess and all!\You are Umaru Doma, yes? I heard you took the top spot in the entrance exams.\Um, I don't know if I was at the top or not...\You will now challenge me, please! response:	Huh?
context: 'Morning.\Umaruuun!\She...\Reckon she's like a princess and all!\You are Umaru Doma, yes? I heard you took the top spot in the entrance exams.\Um, I don't know if I was at the top or not...\You will now challenge me, please!\Huh? response:	So her name's Umaru Doma.
context: Umaruuun!\She...\Reckon she's like a princess and all!\You are Umaru Doma, yes? I heard you took the top spot in the entrance exams.\Um, I don't know if I was at the top or not...\You will now challenge me, please!\Huh?\So her name's Umaru Doma. response:	Come now, be quick! It's a challenge! A challenge, indeed!
context: She...\Reckon she's like a princess and all!\You are Umaru Doma, yes? I heard you took the top spot in the entrance exams.\Um, I don't know if I was at the top or not...\You will now challenge me, please!\Huh?\So her name's Umaru Doma.\Come now, be quick! It's a challenge! A challenge, indeed! response:	Wonder if maybe one day me and these girls can be friends...
