context: The Third Plate response:	Sixteen
context: You'll beat Hayama, right?\Then you'll join the Elite Ten.\Then you'll do a Shokugeki against me.\Then I'll crush you.\Then I can safely rejoin the Elite Ten!\And everybody's happy!\I feel like he just said something really annoying.\Anyway, you're the one who'll serve up a dish in the end, Yukihira-chin. response:	Just beat Hayama-kun, okay?
context: Then you'll join the Elite Ten.\Then you'll do a Shokugeki against me.\Then I'll crush you.\Then I can safely rejoin the Elite Ten!\And everybody's happy!\I feel like he just said something really annoying.\Anyway, you're the one who'll serve up a dish in the end, Yukihira-chin.\Just beat Hayama-kun, okay? response:	Well, let's put the whole Shokugeki thing aside for now.
context: Then you'll do a Shokugeki against me.\Then I'll crush you.\Then I can safely rejoin the Elite Ten!\And everybody's happy!\I feel like he just said something really annoying.\Anyway, you're the one who'll serve up a dish in the end, Yukihira-chin.\Just beat Hayama-kun, okay?\Well, let's put the whole Shokugeki thing aside for now. response:	I'll gladly make use of your spices!
context: Then I'll crush you.\Then I can safely rejoin the Elite Ten!\And everybody's happy!\I feel like he just said something really annoying.\Anyway, you're the one who'll serve up a dish in the end, Yukihira-chin.\Just beat Hayama-kun, okay?\Well, let's put the whole Shokugeki thing aside for now.\I'll gladly make use of your spices! response:	Now I can get started on bear recipe testing for real!
context: Then I can safely rejoin the Elite Ten!\And everybody's happy!\I feel like he just said something really annoying.\Anyway, you're the one who'll serve up a dish in the end, Yukihira-chin.\Just beat Hayama-kun, okay?\Well, let's put the whole Shokugeki thing aside for now.\I'll gladly make use of your spices!\Now I can get started on bear recipe testing for real! response:	No, no, no!
context: And everybody's happy!\I feel like he just said something really annoying.\Anyway, you're the one who'll serve up a dish in the end, Yukihira-chin.\Just beat Hayama-kun, okay?\Well, let's put the whole Shokugeki thing aside for now.\I'll gladly make use of your spices!\Now I can get started on bear recipe testing for real!\No, no, no! response:	The spice combinations aren't coming together at all!
context: I feel like he just said something really annoying.\Anyway, you're the one who'll serve up a dish in the end, Yukihira-chin.\Just beat Hayama-kun, okay?\Well, let's put the whole Shokugeki thing aside for now.\I'll gladly make use of your spices!\Now I can get started on bear recipe testing for real!\No, no, no!\The spice combinations aren't coming together at all! response:	Come on, Yukihira-chin!
context: Anyway, you're the one who'll serve up a dish in the end, Yukihira-chin.\Just beat Hayama-kun, okay?\Well, let's put the whole Shokugeki thing aside for now.\I'll gladly make use of your spices!\Now I can get started on bear recipe testing for real!\No, no, no!\The spice combinations aren't coming together at all!\Come on, Yukihira-chin! response:	Okay, bear hot pot's next?
context: Just beat Hayama-kun, okay?\Well, let's put the whole Shokugeki thing aside for now.\I'll gladly make use of your spices!\Now I can get started on bear recipe testing for real!\No, no, no!\The spice combinations aren't coming together at all!\Come on, Yukihira-chin!\Okay, bear hot pot's next? response:	Yup.
context: Well, let's put the whole Shokugeki thing aside for now.\I'll gladly make use of your spices!\Now I can get started on bear recipe testing for real!\No, no, no!\The spice combinations aren't coming together at all!\Come on, Yukihira-chin!\Okay, bear hot pot's next?\Yup. response:	It's a dish that steeps aromatics
context: I'll gladly make use of your spices!\Now I can get started on bear recipe testing for real!\No, no, no!\The spice combinations aren't coming together at all!\Come on, Yukihira-chin!\Okay, bear hot pot's next?\Yup.\It's a dish that steeps aromatics response:	like green onions and chrysanthemum greens with red chilis
context: Now I can get started on bear recipe testing for real!\No, no, no!\The spice combinations aren't coming together at all!\Come on, Yukihira-chin!\Okay, bear hot pot's next?\Yup.\It's a dish that steeps aromatics\like green onions and chrysanthemum greens with red chilis response:	to mellow out the gaminess of bear meat.
context: No, no, no!\The spice combinations aren't coming together at all!\Come on, Yukihira-chin!\Okay, bear hot pot's next?\Yup.\It's a dish that steeps aromatics\like green onions and chrysanthemum greens with red chilis\to mellow out the gaminess of bear meat. response:	Yukihira-chin, you should leave the lid off.
context: The spice combinations aren't coming together at all!\Come on, Yukihira-chin!\Okay, bear hot pot's next?\Yup.\It's a dish that steeps aromatics\like green onions and chrysanthemum greens with red chilis\to mellow out the gaminess of bear meat.\Yukihira-chin, you should leave the lid off. response:	If the bear meat's smell stays trapped,
context: Come on, Yukihira-chin!\Okay, bear hot pot's next?\Yup.\It's a dish that steeps aromatics\like green onions and chrysanthemum greens with red chilis\to mellow out the gaminess of bear meat.\Yukihira-chin, you should leave the lid off.\If the bear meat's smell stays trapped, response:	the flavors might take a turn for the worse.
context: Okay, bear hot pot's next?\Yup.\It's a dish that steeps aromatics\like green onions and chrysanthemum greens with red chilis\to mellow out the gaminess of bear meat.\Yukihira-chin, you should leave the lid off.\If the bear meat's smell stays trapped,\the flavors might take a turn for the worse. response:	Oh.
context: Yup.\It's a dish that steeps aromatics\like green onions and chrysanthemum greens with red chilis\to mellow out the gaminess of bear meat.\Yukihira-chin, you should leave the lid off.\If the bear meat's smell stays trapped,\the flavors might take a turn for the worse.\Oh. response:	Oh, nice work.
context: It's a dish that steeps aromatics\like green onions and chrysanthemum greens with red chilis\to mellow out the gaminess of bear meat.\Yukihira-chin, you should leave the lid off.\If the bear meat's smell stays trapped,\the flavors might take a turn for the worse.\Oh.\Oh, nice work. response:	Nice!
context: like green onions and chrysanthemum greens with red chilis\to mellow out the gaminess of bear meat.\Yukihira-chin, you should leave the lid off.\If the bear meat's smell stays trapped,\the flavors might take a turn for the worse.\Oh.\Oh, nice work.\Nice! response:	The bear's gaminess is gone,
context: to mellow out the gaminess of bear meat.\Yukihira-chin, you should leave the lid off.\If the bear meat's smell stays trapped,\the flavors might take a turn for the worse.\Oh.\Oh, nice work.\Nice!\The bear's gaminess is gone, response:	and the heavy flavors of the meat and stock have melded together in a good way!
context: Yukihira-chin, you should leave the lid off.\If the bear meat's smell stays trapped,\the flavors might take a turn for the worse.\Oh.\Oh, nice work.\Nice!\The bear's gaminess is gone,\and the heavy flavors of the meat and stock have melded together in a good way! response:	Using miso to cancel out the gaminess is another hallmark of this dish.
context: If the bear meat's smell stays trapped,\the flavors might take a turn for the worse.\Oh.\Oh, nice work.\Nice!\The bear's gaminess is gone,\and the heavy flavors of the meat and stock have melded together in a good way!\Using miso to cancel out the gaminess is another hallmark of this dish. response:	Right!
context: the flavors might take a turn for the worse.\Oh.\Oh, nice work.\Nice!\The bear's gaminess is gone,\and the heavy flavors of the meat and stock have melded together in a good way!\Using miso to cancel out the gaminess is another hallmark of this dish.\Right! response:	So not only do you have to think about what spices to use,
context: Oh.\Oh, nice work.\Nice!\The bear's gaminess is gone,\and the heavy flavors of the meat and stock have melded together in a good way!\Using miso to cancel out the gaminess is another hallmark of this dish.\Right!\So not only do you have to think about what spices to use, response:	but also which ingredients to pair the meat with.
context: Oh, nice work.\Nice!\The bear's gaminess is gone,\and the heavy flavors of the meat and stock have melded together in a good way!\Using miso to cancel out the gaminess is another hallmark of this dish.\Right!\So not only do you have to think about what spices to use,\but also which ingredients to pair the meat with. response:	One common technique is to marinate meat with strong flavors in yogurt.
context: Nice!\The bear's gaminess is gone,\and the heavy flavors of the meat and stock have melded together in a good way!\Using miso to cancel out the gaminess is another hallmark of this dish.\Right!\So not only do you have to think about what spices to use,\but also which ingredients to pair the meat with.\One common technique is to marinate meat with strong flavors in yogurt. response:	So, what're you going to do?
context: The bear's gaminess is gone,\and the heavy flavors of the meat and stock have melded together in a good way!\Using miso to cancel out the gaminess is another hallmark of this dish.\Right!\So not only do you have to think about what spices to use,\but also which ingredients to pair the meat with.\One common technique is to marinate meat with strong flavors in yogurt.\So, what're you going to do? response:	Are you going with the hot pot idea?
context: and the heavy flavors of the meat and stock have melded together in a good way!\Using miso to cancel out the gaminess is another hallmark of this dish.\Right!\So not only do you have to think about what spices to use,\but also which ingredients to pair the meat with.\One common technique is to marinate meat with strong flavors in yogurt.\So, what're you going to do?\Are you going with the hot pot idea? response:	Well, Hayama will probably come up with a dish that only he could make.
context: Using miso to cancel out the gaminess is another hallmark of this dish.\Right!\So not only do you have to think about what spices to use,\but also which ingredients to pair the meat with.\One common technique is to marinate meat with strong flavors in yogurt.\So, what're you going to do?\Are you going with the hot pot idea?\Well, Hayama will probably come up with a dish that only he could make. response:	If I don't do the same, I'm not gonna stand a chance.
context: Right!\So not only do you have to think about what spices to use,\but also which ingredients to pair the meat with.\One common technique is to marinate meat with strong flavors in yogurt.\So, what're you going to do?\Are you going with the hot pot idea?\Well, Hayama will probably come up with a dish that only he could make.\If I don't do the same, I'm not gonna stand a chance. response:	It'd be so easy if it weren't for the smelly meat...
context: So not only do you have to think about what spices to use,\but also which ingredients to pair the meat with.\One common technique is to marinate meat with strong flavors in yogurt.\So, what're you going to do?\Are you going with the hot pot idea?\Well, Hayama will probably come up with a dish that only he could make.\If I don't do the same, I'm not gonna stand a chance.\It'd be so easy if it weren't for the smelly meat... response:	Hmm... speaking of smelly...
context: but also which ingredients to pair the meat with.\One common technique is to marinate meat with strong flavors in yogurt.\So, what're you going to do?\Are you going with the hot pot idea?\Well, Hayama will probably come up with a dish that only he could make.\If I don't do the same, I'm not gonna stand a chance.\It'd be so easy if it weren't for the smelly meat...\Hmm... speaking of smelly... response:	Smelly, but addictive, right?
context: One common technique is to marinate meat with strong flavors in yogurt.\So, what're you going to do?\Are you going with the hot pot idea?\Well, Hayama will probably come up with a dish that only he could make.\If I don't do the same, I'm not gonna stand a chance.\It'd be so easy if it weren't for the smelly meat...\Hmm... speaking of smelly...\Smelly, but addictive, right? response:	I see.
context: So, what're you going to do?\Are you going with the hot pot idea?\Well, Hayama will probably come up with a dish that only he could make.\If I don't do the same, I'm not gonna stand a chance.\It'd be so easy if it weren't for the smelly meat...\Hmm... speaking of smelly...\Smelly, but addictive, right?\I see. response:	There are a lot of ingredients out there that actually base
context: Are you going with the hot pot idea?\Well, Hayama will probably come up with a dish that only he could make.\If I don't do the same, I'm not gonna stand a chance.\It'd be so easy if it weren't for the smelly meat...\Hmm... speaking of smelly...\Smelly, but addictive, right?\I see.\There are a lot of ingredients out there that actually base response:	their tastiness on smelliness.
context: Well, Hayama will probably come up with a dish that only he could make.\If I don't do the same, I'm not gonna stand a chance.\It'd be so easy if it weren't for the smelly meat...\Hmm... speaking of smelly...\Smelly, but addictive, right?\I see.\There are a lot of ingredients out there that actually base\their tastiness on smelliness. response:	The regulars back at the diner
context: If I don't do the same, I'm not gonna stand a chance.\It'd be so easy if it weren't for the smelly meat...\Hmm... speaking of smelly...\Smelly, but addictive, right?\I see.\There are a lot of ingredients out there that actually base\their tastiness on smelliness.\The regulars back at the diner response:	liked the smellier stuff to snack on with their sake, too.
context: It'd be so easy if it weren't for the smelly meat...\Hmm... speaking of smelly...\Smelly, but addictive, right?\I see.\There are a lot of ingredients out there that actually base\their tastiness on smelliness.\The regulars back at the diner\liked the smellier stuff to snack on with their sake, too. response:	Basically, smelliness doesn't have to be an enemy!
context: Hmm... speaking of smelly...\Smelly, but addictive, right?\I see.\There are a lot of ingredients out there that actually base\their tastiness on smelliness.\The regulars back at the diner\liked the smellier stuff to snack on with their sake, too.\Basically, smelliness doesn't have to be an enemy! response:	Smelliness is an important factor that can give rise to umami!
context: Smelly, but addictive, right?\I see.\There are a lot of ingredients out there that actually base\their tastiness on smelliness.\The regulars back at the diner\liked the smellier stuff to snack on with their sake, too.\Basically, smelliness doesn't have to be an enemy!\Smelliness is an important factor that can give rise to umami! response:	The reason I can't take advantage of bear meat
context: I see.\There are a lot of ingredients out there that actually base\their tastiness on smelliness.\The regulars back at the diner\liked the smellier stuff to snack on with their sake, too.\Basically, smelliness doesn't have to be an enemy!\Smelliness is an important factor that can give rise to umami!\The reason I can't take advantage of bear meat response:	is because I don't understand anything about bear meat as an ingredient.
context: There are a lot of ingredients out there that actually base\their tastiness on smelliness.\The regulars back at the diner\liked the smellier stuff to snack on with their sake, too.\Basically, smelliness doesn't have to be an enemy!\Smelliness is an important factor that can give rise to umami!\The reason I can't take advantage of bear meat\is because I don't understand anything about bear meat as an ingredient. response:	I want to go into the mountains.
context: their tastiness on smelliness.\The regulars back at the diner\liked the smellier stuff to snack on with their sake, too.\Basically, smelliness doesn't have to be an enemy!\Smelliness is an important factor that can give rise to umami!\The reason I can't take advantage of bear meat\is because I don't understand anything about bear meat as an ingredient.\I want to go into the mountains. response:	I want to learn about where this ingredient has lived its life.
context: The regulars back at the diner\liked the smellier stuff to snack on with their sake, too.\Basically, smelliness doesn't have to be an enemy!\Smelliness is an important factor that can give rise to umami!\The reason I can't take advantage of bear meat\is because I don't understand anything about bear meat as an ingredient.\I want to go into the mountains.\I want to learn about where this ingredient has lived its life. response:	I want to see, walk, and breathe in everything there is about it, using all my senses!
context: liked the smellier stuff to snack on with their sake, too.\Basically, smelliness doesn't have to be an enemy!\Smelliness is an important factor that can give rise to umami!\The reason I can't take advantage of bear meat\is because I don't understand anything about bear meat as an ingredient.\I want to go into the mountains.\I want to learn about where this ingredient has lived its life.\I want to see, walk, and breathe in everything there is about it, using all my senses! response:	That's a good goal.
context: Basically, smelliness doesn't have to be an enemy!\Smelliness is an important factor that can give rise to umami!\The reason I can't take advantage of bear meat\is because I don't understand anything about bear meat as an ingredient.\I want to go into the mountains.\I want to learn about where this ingredient has lived its life.\I want to see, walk, and breathe in everything there is about it, using all my senses!\That's a good goal. response:	Okay, gather'round!
context: Smelliness is an important factor that can give rise to umami!\The reason I can't take advantage of bear meat\is because I don't understand anything about bear meat as an ingredient.\I want to go into the mountains.\I want to learn about where this ingredient has lived its life.\I want to see, walk, and breathe in everything there is about it, using all my senses!\That's a good goal.\Okay, gather'round! response:	Yes, sir!
context: The reason I can't take advantage of bear meat\is because I don't understand anything about bear meat as an ingredient.\I want to go into the mountains.\I want to learn about where this ingredient has lived its life.\I want to see, walk, and breathe in everything there is about it, using all my senses!\That's a good goal.\Okay, gather'round!\Yes, sir! response:	Figure out the fastest way to get us into the mountains, will you?
context: is because I don't understand anything about bear meat as an ingredient.\I want to go into the mountains.\I want to learn about where this ingredient has lived its life.\I want to see, walk, and breathe in everything there is about it, using all my senses!\That's a good goal.\Okay, gather'round!\Yes, sir!\Figure out the fastest way to get us into the mountains, will you? response:	Yes, sir!
context: I want to go into the mountains.\I want to learn about where this ingredient has lived its life.\I want to see, walk, and breathe in everything there is about it, using all my senses!\That's a good goal.\Okay, gather'round!\Yes, sir!\Figure out the fastest way to get us into the mountains, will you?\Yes, sir! response:	Okay! Get ready, Yukihira-chin!
context: I want to learn about where this ingredient has lived its life.\I want to see, walk, and breathe in everything there is about it, using all my senses!\That's a good goal.\Okay, gather'round!\Yes, sir!\Figure out the fastest way to get us into the mountains, will you?\Yes, sir!\Okay! Get ready, Yukihira-chin! response:	Okay!
context: I want to see, walk, and breathe in everything there is about it, using all my senses!\That's a good goal.\Okay, gather'round!\Yes, sir!\Figure out the fastest way to get us into the mountains, will you?\Yes, sir!\Okay! Get ready, Yukihira-chin!\Okay! response:	Thanks, Kuga-senpai!
context: That's a good goal.\Okay, gather'round!\Yes, sir!\Figure out the fastest way to get us into the mountains, will you?\Yes, sir!\Okay! Get ready, Yukihira-chin!\Okay!\Thanks, Kuga-senpai! response:	There has to be a fighting chance out there somewhere.
context: Okay, gather'round!\Yes, sir!\Figure out the fastest way to get us into the mountains, will you?\Yes, sir!\Okay! Get ready, Yukihira-chin!\Okay!\Thanks, Kuga-senpai!\There has to be a fighting chance out there somewhere. response:	I'll find the key to bear cuisine first!
context: Yes, sir!\Figure out the fastest way to get us into the mountains, will you?\Yes, sir!\Okay! Get ready, Yukihira-chin!\Okay!\Thanks, Kuga-senpai!\There has to be a fighting chance out there somewhere.\I'll find the key to bear cuisine first! response:	One Week Ago
context: Figure out the fastest way to get us into the mountains, will you?\Yes, sir!\Okay! Get ready, Yukihira-chin!\Okay!\Thanks, Kuga-senpai!\There has to be a fighting chance out there somewhere.\I'll find the key to bear cuisine first!\One Week Ago response:	Ow, ow, ow, ow, ow, ow!
context: Yes, sir!\Okay! Get ready, Yukihira-chin!\Okay!\Thanks, Kuga-senpai!\There has to be a fighting chance out there somewhere.\I'll find the key to bear cuisine first!\One Week Ago\Ow, ow, ow, ow, ow, ow! response:	Hey, Kuga.
context: Okay! Get ready, Yukihira-chin!\Okay!\Thanks, Kuga-senpai!\There has to be a fighting chance out there somewhere.\I'll find the key to bear cuisine first!\One Week Ago\Ow, ow, ow, ow, ow, ow!\Hey, Kuga. response:	How dare you ignore all my calls?
context: Okay!\Thanks, Kuga-senpai!\There has to be a fighting chance out there somewhere.\I'll find the key to bear cuisine first!\One Week Ago\Ow, ow, ow, ow, ow, ow!\Hey, Kuga.\How dare you ignore all my calls? response:	Don't be such a sulky brat!
context: Thanks, Kuga-senpai!\There has to be a fighting chance out there somewhere.\I'll find the key to bear cuisine first!\One Week Ago\Ow, ow, ow, ow, ow, ow!\Hey, Kuga.\How dare you ignore all my calls?\Don't be such a sulky brat! response:	Ow!
context: There has to be a fighting chance out there somewhere.\I'll find the key to bear cuisine first!\One Week Ago\Ow, ow, ow, ow, ow, ow!\Hey, Kuga.\How dare you ignore all my calls?\Don't be such a sulky brat!\Ow! response:	Hmph.
context: I'll find the key to bear cuisine first!\One Week Ago\Ow, ow, ow, ow, ow, ow!\Hey, Kuga.\How dare you ignore all my calls?\Don't be such a sulky brat!\Ow!\Hmph. response:	I'm not one of the Elite Ten anymore.
context: One Week Ago\Ow, ow, ow, ow, ow, ow!\Hey, Kuga.\How dare you ignore all my calls?\Don't be such a sulky brat!\Ow!\Hmph.\I'm not one of the Elite Ten anymore. response:	But it's fine. I figured out a different way to have fun.
context: Ow, ow, ow, ow, ow, ow!\Hey, Kuga.\How dare you ignore all my calls?\Don't be such a sulky brat!\Ow!\Hmph.\I'm not one of the Elite Ten anymore.\But it's fine. I figured out a different way to have fun. response:	I'm gonna completely mess up the first-years' advancement exams, too!
context: Hey, Kuga.\How dare you ignore all my calls?\Don't be such a sulky brat!\Ow!\Hmph.\I'm not one of the Elite Ten anymore.\But it's fine. I figured out a different way to have fun.\I'm gonna completely mess up the first-years' advancement exams, too! response:	Do what you want.
context: How dare you ignore all my calls?\Don't be such a sulky brat!\Ow!\Hmph.\I'm not one of the Elite Ten anymore.\But it's fine. I figured out a different way to have fun.\I'm gonna completely mess up the first-years' advancement exams, too!\Do what you want. response:	We both need to have fun!
context: Don't be such a sulky brat!\Ow!\Hmph.\I'm not one of the Elite Ten anymore.\But it's fine. I figured out a different way to have fun.\I'm gonna completely mess up the first-years' advancement exams, too!\Do what you want.\We both need to have fun! response:	I wonder what Kuga's got planned.
context: Ow!\Hmph.\I'm not one of the Elite Ten anymore.\But it's fine. I figured out a different way to have fun.\I'm gonna completely mess up the first-years' advancement exams, too!\Do what you want.\We both need to have fun!\I wonder what Kuga's got planned. response:	Rindo-senpai, isn't time for you to tell us
context: Hmph.\I'm not one of the Elite Ten anymore.\But it's fine. I figured out a different way to have fun.\I'm gonna completely mess up the first-years' advancement exams, too!\Do what you want.\We both need to have fun!\I wonder what Kuga's got planned.\Rindo-senpai, isn't time for you to tell us response:	what we're supposed to cook in our match against you?
context: I'm not one of the Elite Ten anymore.\But it's fine. I figured out a different way to have fun.\I'm gonna completely mess up the first-years' advancement exams, too!\Do what you want.\We both need to have fun!\I wonder what Kuga's got planned.\Rindo-senpai, isn't time for you to tell us\what we're supposed to cook in our match against you? response:	Relax, Aldini.
context: But it's fine. I figured out a different way to have fun.\I'm gonna completely mess up the first-years' advancement exams, too!\Do what you want.\We both need to have fun!\I wonder what Kuga's got planned.\Rindo-senpai, isn't time for you to tell us\what we're supposed to cook in our match against you?\Relax, Aldini. response:	You're scaring Tadokoro-chan.
context: I'm gonna completely mess up the first-years' advancement exams, too!\Do what you want.\We both need to have fun!\I wonder what Kuga's got planned.\Rindo-senpai, isn't time for you to tell us\what we're supposed to cook in our match against you?\Relax, Aldini.\You're scaring Tadokoro-chan. response:	Right?
context: Do what you want.\We both need to have fun!\I wonder what Kuga's got planned.\Rindo-senpai, isn't time for you to tell us\what we're supposed to cook in our match against you?\Relax, Aldini.\You're scaring Tadokoro-chan.\Right? response:	Huh?
context: We both need to have fun!\I wonder what Kuga's got planned.\Rindo-senpai, isn't time for you to tell us\what we're supposed to cook in our match against you?\Relax, Aldini.\You're scaring Tadokoro-chan.\Right?\Huh? response:	Um, er, well...
context: I wonder what Kuga's got planned.\Rindo-senpai, isn't time for you to tell us\what we're supposed to cook in our match against you?\Relax, Aldini.\You're scaring Tadokoro-chan.\Right?\Huh?\Um, er, well... response:	Don't get so worked up. I'll tell you.
context: Rindo-senpai, isn't time for you to tell us\what we're supposed to cook in our match against you?\Relax, Aldini.\You're scaring Tadokoro-chan.\Right?\Huh?\Um, er, well...\Don't get so worked up. I'll tell you. response:	The topic for us is...
context: what we're supposed to cook in our match against you?\Relax, Aldini.\You're scaring Tadokoro-chan.\Right?\Huh?\Um, er, well...\Don't get so worked up. I'll tell you.\The topic for us is... response:	Bears typically eat acorns and kiwi berries,
context: Relax, Aldini.\You're scaring Tadokoro-chan.\Right?\Huh?\Um, er, well...\Don't get so worked up. I'll tell you.\The topic for us is...\Bears typically eat acorns and kiwi berries, response:	but as you know, they are omnivores.
context: You're scaring Tadokoro-chan.\Right?\Huh?\Um, er, well...\Don't get so worked up. I'll tell you.\The topic for us is...\Bears typically eat acorns and kiwi berries,\but as you know, they are omnivores. response:	They eat anything.
context: Right?\Huh?\Um, er, well...\Don't get so worked up. I'll tell you.\The topic for us is...\Bears typically eat acorns and kiwi berries,\but as you know, they are omnivores.\They eat anything. response:	They gain the most fat right now.
context: Huh?\Um, er, well...\Don't get so worked up. I'll tell you.\The topic for us is...\Bears typically eat acorns and kiwi berries,\but as you know, they are omnivores.\They eat anything.\They gain the most fat right now. response:	They're storing what energy they can before they hibernate.
context: Um, er, well...\Don't get so worked up. I'll tell you.\The topic for us is...\Bears typically eat acorns and kiwi berries,\but as you know, they are omnivores.\They eat anything.\They gain the most fat right now.\They're storing what energy they can before they hibernate. response:	I think you should make a dish that really lets that fat shine.
context: Don't get so worked up. I'll tell you.\The topic for us is...\Bears typically eat acorns and kiwi berries,\but as you know, they are omnivores.\They eat anything.\They gain the most fat right now.\They're storing what energy they can before they hibernate.\I think you should make a dish that really lets that fat shine. response:	Got it.
context: The topic for us is...\Bears typically eat acorns and kiwi berries,\but as you know, they are omnivores.\They eat anything.\They gain the most fat right now.\They're storing what energy they can before they hibernate.\I think you should make a dish that really lets that fat shine.\Got it. response:	Brr...
context: Bears typically eat acorns and kiwi berries,\but as you know, they are omnivores.\They eat anything.\They gain the most fat right now.\They're storing what energy they can before they hibernate.\I think you should make a dish that really lets that fat shine.\Got it.\Brr... response:	Hmm. Yeah, today's not going to work out.
context: but as you know, they are omnivores.\They eat anything.\They gain the most fat right now.\They're storing what energy they can before they hibernate.\I think you should make a dish that really lets that fat shine.\Got it.\Brr...\Hmm. Yeah, today's not going to work out. response:	It's deliberately putting tracks down in a different direction
context: They eat anything.\They gain the most fat right now.\They're storing what energy they can before they hibernate.\I think you should make a dish that really lets that fat shine.\Got it.\Brr...\Hmm. Yeah, today's not going to work out.\It's deliberately putting tracks down in a different direction response:	from the animal trails.
context: They gain the most fat right now.\They're storing what energy they can before they hibernate.\I think you should make a dish that really lets that fat shine.\Got it.\Brr...\Hmm. Yeah, today's not going to work out.\It's deliberately putting tracks down in a different direction\from the animal trails. response:	That means it knows it's being hunted.
context: They're storing what energy they can before they hibernate.\I think you should make a dish that really lets that fat shine.\Got it.\Brr...\Hmm. Yeah, today's not going to work out.\It's deliberately putting tracks down in a different direction\from the animal trails.\That means it knows it's being hunted. response:	It's trying to throw us off its trail?
context: I think you should make a dish that really lets that fat shine.\Got it.\Brr...\Hmm. Yeah, today's not going to work out.\It's deliberately putting tracks down in a different direction\from the animal trails.\That means it knows it's being hunted.\It's trying to throw us off its trail? response:	That's right.
context: Got it.\Brr...\Hmm. Yeah, today's not going to work out.\It's deliberately putting tracks down in a different direction\from the animal trails.\That means it knows it's being hunted.\It's trying to throw us off its trail?\That's right. response:	Bears are smart and wily.
context: Brr...\Hmm. Yeah, today's not going to work out.\It's deliberately putting tracks down in a different direction\from the animal trails.\That means it knows it's being hunted.\It's trying to throw us off its trail?\That's right.\Bears are smart and wily. response:	We might be better off cutting it short after a short break
context: Hmm. Yeah, today's not going to work out.\It's deliberately putting tracks down in a different direction\from the animal trails.\That means it knows it's being hunted.\It's trying to throw us off its trail?\That's right.\Bears are smart and wily.\We might be better off cutting it short after a short break response:	and going down the mountain.
context: It's deliberately putting tracks down in a different direction\from the animal trails.\That means it knows it's being hunted.\It's trying to throw us off its trail?\That's right.\Bears are smart and wily.\We might be better off cutting it short after a short break\and going down the mountain. response:	Got it.
context: from the animal trails.\That means it knows it's being hunted.\It's trying to throw us off its trail?\That's right.\Bears are smart and wily.\We might be better off cutting it short after a short break\and going down the mountain.\Got it. response:	We're in the middle of nowhere.
context: That means it knows it's being hunted.\It's trying to throw us off its trail?\That's right.\Bears are smart and wily.\We might be better off cutting it short after a short break\and going down the mountain.\Got it.\We're in the middle of nowhere. response:	So cold.
context: It's trying to throw us off its trail?\That's right.\Bears are smart and wily.\We might be better off cutting it short after a short break\and going down the mountain.\Got it.\We're in the middle of nowhere.\So cold. response:	Kuga Terunori (Age 9)
context: That's right.\Bears are smart and wily.\We might be better off cutting it short after a short break\and going down the mountain.\Got it.\We're in the middle of nowhere.\So cold.\Kuga Terunori (Age 9) response:	I've been going around eating authentic gourmet food since elementary school.
context: Bears are smart and wily.\We might be better off cutting it short after a short break\and going down the mountain.\Got it.\We're in the middle of nowhere.\So cold.\Kuga Terunori (Age 9)\I've been going around eating authentic gourmet food since elementary school. response:	This isn't cutting it.
context: We might be better off cutting it short after a short break\and going down the mountain.\Got it.\We're in the middle of nowhere.\So cold.\Kuga Terunori (Age 9)\I've been going around eating authentic gourmet food since elementary school.\This isn't cutting it. response:	There's coffee.
context: and going down the mountain.\Got it.\We're in the middle of nowhere.\So cold.\Kuga Terunori (Age 9)\I've been going around eating authentic gourmet food since elementary school.\This isn't cutting it.\There's coffee. response:	I only want milk tea or chai!
context: Got it.\We're in the middle of nowhere.\So cold.\Kuga Terunori (Age 9)\I've been going around eating authentic gourmet food since elementary school.\This isn't cutting it.\There's coffee.\I only want milk tea or chai! response:	Senpai, I think you need more cold tolerance.
context: We're in the middle of nowhere.\So cold.\Kuga Terunori (Age 9)\I've been going around eating authentic gourmet food since elementary school.\This isn't cutting it.\There's coffee.\I only want milk tea or chai!\Senpai, I think you need more cold tolerance. response:	I'm not half bad.
context: So cold.\Kuga Terunori (Age 9)\I've been going around eating authentic gourmet food since elementary school.\This isn't cutting it.\There's coffee.\I only want milk tea or chai!\Senpai, I think you need more cold tolerance.\I'm not half bad. response:	Rindo-senpai would've become sluggish, like a reptile.
context: Kuga Terunori (Age 9)\I've been going around eating authentic gourmet food since elementary school.\This isn't cutting it.\There's coffee.\I only want milk tea or chai!\Senpai, I think you need more cold tolerance.\I'm not half bad.\Rindo-senpai would've become sluggish, like a reptile. response:	Um, Kuga-senpai.
context: I've been going around eating authentic gourmet food since elementary school.\This isn't cutting it.\There's coffee.\I only want milk tea or chai!\Senpai, I think you need more cold tolerance.\I'm not half bad.\Rindo-senpai would've become sluggish, like a reptile.\Um, Kuga-senpai. response:	I have a question for you.
context: This isn't cutting it.\There's coffee.\I only want milk tea or chai!\Senpai, I think you need more cold tolerance.\I'm not half bad.\Rindo-senpai would've become sluggish, like a reptile.\Um, Kuga-senpai.\I have a question for you. response:	How'd Hayama become one of the Elite Ten?
context: There's coffee.\I only want milk tea or chai!\Senpai, I think you need more cold tolerance.\I'm not half bad.\Rindo-senpai would've become sluggish, like a reptile.\Um, Kuga-senpai.\I have a question for you.\How'd Hayama become one of the Elite Ten? response:	Oh, there was a battle to fill the vacant seats in the Elite Ten.
