context: Kokoro response:	masshiro PAGE mekuru
context: I'm not avoiding her!\Then make it seem like you're not!\She's used to people avoiding her so stop giving her reason to suspect it.\Bye.\Yano-chin!\Darn it! Everyone just keeps saying whatever they please! Jeez!\Poor guy.\What's wrong? You seem to be in a pretty bad mood. response:	Yeah, well...
context: Then make it seem like you're not!\She's used to people avoiding her so stop giving her reason to suspect it.\Bye.\Yano-chin!\Darn it! Everyone just keeps saying whatever they please! Jeez!\Poor guy.\What's wrong? You seem to be in a pretty bad mood.\Yeah, well... response:	That's bad. I lost my temper.
context: She's used to people avoiding her so stop giving her reason to suspect it.\Bye.\Yano-chin!\Darn it! Everyone just keeps saying whatever they please! Jeez!\Poor guy.\What's wrong? You seem to be in a pretty bad mood.\Yeah, well...\That's bad. I lost my temper. response:	Lost your temper?
context: Bye.\Yano-chin!\Darn it! Everyone just keeps saying whatever they please! Jeez!\Poor guy.\What's wrong? You seem to be in a pretty bad mood.\Yeah, well...\That's bad. I lost my temper.\Lost your temper? response:	I just felt kind of bad for Kazehaya too.
context: Yano-chin!\Darn it! Everyone just keeps saying whatever they please! Jeez!\Poor guy.\What's wrong? You seem to be in a pretty bad mood.\Yeah, well...\That's bad. I lost my temper.\Lost your temper?\I just felt kind of bad for Kazehaya too. response:	Why do you feel bad for Kazehaya?
context: Darn it! Everyone just keeps saying whatever they please! Jeez!\Poor guy.\What's wrong? You seem to be in a pretty bad mood.\Yeah, well...\That's bad. I lost my temper.\Lost your temper?\I just felt kind of bad for Kazehaya too.\Why do you feel bad for Kazehaya? response:	'Cause... I mean, the girl he likes acts like she's super scared of him...
context: Poor guy.\What's wrong? You seem to be in a pretty bad mood.\Yeah, well...\That's bad. I lost my temper.\Lost your temper?\I just felt kind of bad for Kazehaya too.\Why do you feel bad for Kazehaya?\'Cause... I mean, the girl he likes acts like she's super scared of him... response:	What?! Kazehaya likes someone?!
context: What's wrong? You seem to be in a pretty bad mood.\Yeah, well...\That's bad. I lost my temper.\Lost your temper?\I just felt kind of bad for Kazehaya too.\Why do you feel bad for Kazehaya?\'Cause... I mean, the girl he likes acts like she's super scared of him...\What?! Kazehaya likes someone?! response:	What about Sawako? This is bad.
context: Yeah, well...\That's bad. I lost my temper.\Lost your temper?\I just felt kind of bad for Kazehaya too.\Why do you feel bad for Kazehaya?\'Cause... I mean, the girl he likes acts like she's super scared of him...\What?! Kazehaya likes someone?!\What about Sawako? This is bad. response:	But Yano-chin, Kazehaya cares about Sawako too!
context: That's bad. I lost my temper.\Lost your temper?\I just felt kind of bad for Kazehaya too.\Why do you feel bad for Kazehaya?\'Cause... I mean, the girl he likes acts like she's super scared of him...\What?! Kazehaya likes someone?!\What about Sawako? This is bad.\But Yano-chin, Kazehaya cares about Sawako too! response:	Like yesterday!
context: Lost your temper?\I just felt kind of bad for Kazehaya too.\Why do you feel bad for Kazehaya?\'Cause... I mean, the girl he likes acts like she's super scared of him...\What?! Kazehaya likes someone?!\What about Sawako? This is bad.\But Yano-chin, Kazehaya cares about Sawako too!\Like yesterday! response:	Yesterday he
context: I just felt kind of bad for Kazehaya too.\Why do you feel bad for Kazehaya?\'Cause... I mean, the girl he likes acts like she's super scared of him...\What?! Kazehaya likes someone?!\What about Sawako? This is bad.\But Yano-chin, Kazehaya cares about Sawako too!\Like yesterday!\Yesterday he response:	Wait, Chizu.
context: Why do you feel bad for Kazehaya?\'Cause... I mean, the girl he likes acts like she's super scared of him...\What?! Kazehaya likes someone?!\What about Sawako? This is bad.\But Yano-chin, Kazehaya cares about Sawako too!\Like yesterday!\Yesterday he\Wait, Chizu. response:	Kazehaya likes!
context: 'Cause... I mean, the girl he likes acts like she's super scared of him...\What?! Kazehaya likes someone?!\What about Sawako? This is bad.\But Yano-chin, Kazehaya cares about Sawako too!\Like yesterday!\Yesterday he\Wait, Chizu.\Kazehaya likes! response:	Your voice is too loud!
context: What?! Kazehaya likes someone?!\What about Sawako? This is bad.\But Yano-chin, Kazehaya cares about Sawako too!\Like yesterday!\Yesterday he\Wait, Chizu.\Kazehaya likes!\Your voice is too loud! response:	What was that?
context: What about Sawako? This is bad.\But Yano-chin, Kazehaya cares about Sawako too!\Like yesterday!\Yesterday he\Wait, Chizu.\Kazehaya likes!\Your voice is too loud!\What was that? response:	Then what's the problem?!
context: But Yano-chin, Kazehaya cares about Sawako too!\Like yesterday!\Yesterday he\Wait, Chizu.\Kazehaya likes!\Your voice is too loud!\What was that?\Then what's the problem?! response:	There isn't one! That's what I've been saying!
context: Like yesterday!\Yesterday he\Wait, Chizu.\Kazehaya likes!\Your voice is too loud!\What was that?\Then what's the problem?!\There isn't one! That's what I've been saying! response:	Then this is great, isn't it?
context: Yesterday he\Wait, Chizu.\Kazehaya likes!\Your voice is too loud!\What was that?\Then what's the problem?!\There isn't one! That's what I've been saying!\Then this is great, isn't it? response:	Let's just tell him!
context: Wait, Chizu.\Kazehaya likes!\Your voice is too loud!\What was that?\Then what's the problem?!\There isn't one! That's what I've been saying!\Then this is great, isn't it?\Let's just tell him! response:	Kazehaya!
context: Kazehaya likes!\Your voice is too loud!\What was that?\Then what's the problem?!\There isn't one! That's what I've been saying!\Then this is great, isn't it?\Let's just tell him!\Kazehaya! response:	Wait!
context: Your voice is too loud!\What was that?\Then what's the problem?!\There isn't one! That's what I've been saying!\Then this is great, isn't it?\Let's just tell him!\Kazehaya!\Wait! response:	Do you think Kazehaya's the type who likes people interfering in his business?
context: What was that?\Then what's the problem?!\There isn't one! That's what I've been saying!\Then this is great, isn't it?\Let's just tell him!\Kazehaya!\Wait!\Do you think Kazehaya's the type who likes people interfering in his business? response:	Oh right...
context: Then what's the problem?!\There isn't one! That's what I've been saying!\Then this is great, isn't it?\Let's just tell him!\Kazehaya!\Wait!\Do you think Kazehaya's the type who likes people interfering in his business?\Oh right... response:	In middle school...
context: There isn't one! That's what I've been saying!\Then this is great, isn't it?\Let's just tell him!\Kazehaya!\Wait!\Do you think Kazehaya's the type who likes people interfering in his business?\Oh right...\In middle school... response:	Hey Kazehaya, Eri says she likes you.
context: Then this is great, isn't it?\Let's just tell him!\Kazehaya!\Wait!\Do you think Kazehaya's the type who likes people interfering in his business?\Oh right...\In middle school...\Hey Kazehaya, Eri says she likes you. response:	Are you making fun of me?
context: Let's just tell him!\Kazehaya!\Wait!\Do you think Kazehaya's the type who likes people interfering in his business?\Oh right...\In middle school...\Hey Kazehaya, Eri says she likes you.\Are you making fun of me? response:	No, for real!
context: Kazehaya!\Wait!\Do you think Kazehaya's the type who likes people interfering in his business?\Oh right...\In middle school...\Hey Kazehaya, Eri says she likes you.\Are you making fun of me?\No, for real! response:	Then why are you the one telling me and not her?
context: Wait!\Do you think Kazehaya's the type who likes people interfering in his business?\Oh right...\In middle school...\Hey Kazehaya, Eri says she likes you.\Are you making fun of me?\No, for real!\Then why are you the one telling me and not her? response:	Totally
context: Do you think Kazehaya's the type who likes people interfering in his business?\Oh right...\In middle school...\Hey Kazehaya, Eri says she likes you.\Are you making fun of me?\No, for real!\Then why are you the one telling me and not her?\Totally response:	Totally
context: Oh right...\In middle school...\Hey Kazehaya, Eri says she likes you.\Are you making fun of me?\No, for real!\Then why are you the one telling me and not her?\Totally\Totally response:	Totally
context: In middle school...\Hey Kazehaya, Eri says she likes you.\Are you making fun of me?\No, for real!\Then why are you the one telling me and not her?\Totally\Totally\Totally response:	Serious
context: Hey Kazehaya, Eri says she likes you.\Are you making fun of me?\No, for real!\Then why are you the one telling me and not her?\Totally\Totally\Totally\Serious response:	Serious
context: Are you making fun of me?\No, for real!\Then why are you the one telling me and not her?\Totally\Totally\Totally\Serious\Serious response:	Wow, he said that?
context: No, for real!\Then why are you the one telling me and not her?\Totally\Totally\Totally\Serious\Serious\Wow, he said that? response:	This is bad. If we tell Kazehaya and he thinks she asked us to do it, it'll make things worse for her!
context: Then why are you the one telling me and not her?\Totally\Totally\Totally\Serious\Serious\Wow, he said that?\This is bad. If we tell Kazehaya and he thinks she asked us to do it, it'll make things worse for her! response:	Wait! We can tell Sawako and get her to confess to Kazehaya!
context: Totally\Totally\Totally\Serious\Serious\Wow, he said that?\This is bad. If we tell Kazehaya and he thinks she asked us to do it, it'll make things worse for her!\Wait! We can tell Sawako and get her to confess to Kazehaya! response:	Wait!
context: Totally\Totally\Serious\Serious\Wow, he said that?\This is bad. If we tell Kazehaya and he thinks she asked us to do it, it'll make things worse for her!\Wait! We can tell Sawako and get her to confess to Kazehaya!\Wait! response:	If we tell Sawako and force her to confess, they might start going out.
context: Totally\Serious\Serious\Wow, he said that?\This is bad. If we tell Kazehaya and he thinks she asked us to do it, it'll make things worse for her!\Wait! We can tell Sawako and get her to confess to Kazehaya!\Wait!\If we tell Sawako and force her to confess, they might start going out. response:	But would that really be for the best?
context: Serious\Serious\Wow, he said that?\This is bad. If we tell Kazehaya and he thinks she asked us to do it, it'll make things worse for her!\Wait! We can tell Sawako and get her to confess to Kazehaya!\Wait!\If we tell Sawako and force her to confess, they might start going out.\But would that really be for the best? response:	If Sawako's still afraid of him?
context: Serious\Wow, he said that?\This is bad. If we tell Kazehaya and he thinks she asked us to do it, it'll make things worse for her!\Wait! We can tell Sawako and get her to confess to Kazehaya!\Wait!\If we tell Sawako and force her to confess, they might start going out.\But would that really be for the best?\If Sawako's still afraid of him? response:	They'd be a couple in name only. Their actual situation wouldn't change.
context: Wow, he said that?\This is bad. If we tell Kazehaya and he thinks she asked us to do it, it'll make things worse for her!\Wait! We can tell Sawako and get her to confess to Kazehaya!\Wait!\If we tell Sawako and force her to confess, they might start going out.\But would that really be for the best?\If Sawako's still afraid of him?\They'd be a couple in name only. Their actual situation wouldn't change. response:	But...
context: This is bad. If we tell Kazehaya and he thinks she asked us to do it, it'll make things worse for her!\Wait! We can tell Sawako and get her to confess to Kazehaya!\Wait!\If we tell Sawako and force her to confess, they might start going out.\But would that really be for the best?\If Sawako's still afraid of him?\They'd be a couple in name only. Their actual situation wouldn't change.\But... response:	I don't want Sawako to date him while still feeling inferior to him.
context: Wait! We can tell Sawako and get her to confess to Kazehaya!\Wait!\If we tell Sawako and force her to confess, they might start going out.\But would that really be for the best?\If Sawako's still afraid of him?\They'd be a couple in name only. Their actual situation wouldn't change.\But...\I don't want Sawako to date him while still feeling inferior to him. response:	I want her to come up with the strength to confess to him on her own.
context: Wait!\If we tell Sawako and force her to confess, they might start going out.\But would that really be for the best?\If Sawako's still afraid of him?\They'd be a couple in name only. Their actual situation wouldn't change.\But...\I don't want Sawako to date him while still feeling inferior to him.\I want her to come up with the strength to confess to him on her own. response:	They both like each other. It'd be wrong for her to feel like he's just dating her out of pity or kindness.
context: If we tell Sawako and force her to confess, they might start going out.\But would that really be for the best?\If Sawako's still afraid of him?\They'd be a couple in name only. Their actual situation wouldn't change.\But...\I don't want Sawako to date him while still feeling inferior to him.\I want her to come up with the strength to confess to him on her own.\They both like each other. It'd be wrong for her to feel like he's just dating her out of pity or kindness. response:	Yeah.
context: But would that really be for the best?\If Sawako's still afraid of him?\They'd be a couple in name only. Their actual situation wouldn't change.\But...\I don't want Sawako to date him while still feeling inferior to him.\I want her to come up with the strength to confess to him on her own.\They both like each other. It'd be wrong for her to feel like he's just dating her out of pity or kindness.\Yeah. response:	Now that I think about it, even if we did tell Sawako, she probably wouldn't believe us.
context: If Sawako's still afraid of him?\They'd be a couple in name only. Their actual situation wouldn't change.\But...\I don't want Sawako to date him while still feeling inferior to him.\I want her to come up with the strength to confess to him on her own.\They both like each other. It'd be wrong for her to feel like he's just dating her out of pity or kindness.\Yeah.\Now that I think about it, even if we did tell Sawako, she probably wouldn't believe us. response:	You guys are so nice to me!
context: They'd be a couple in name only. Their actual situation wouldn't change.\But...\I don't want Sawako to date him while still feeling inferior to him.\I want her to come up with the strength to confess to him on her own.\They both like each other. It'd be wrong for her to feel like he's just dating her out of pity or kindness.\Yeah.\Now that I think about it, even if we did tell Sawako, she probably wouldn't believe us.\You guys are so nice to me! response:	That too.
context: But...\I don't want Sawako to date him while still feeling inferior to him.\I want her to come up with the strength to confess to him on her own.\They both like each other. It'd be wrong for her to feel like he's just dating her out of pity or kindness.\Yeah.\Now that I think about it, even if we did tell Sawako, she probably wouldn't believe us.\You guys are so nice to me!\That too. response:	But wait, yesterday...
context: I don't want Sawako to date him while still feeling inferior to him.\I want her to come up with the strength to confess to him on her own.\They both like each other. It'd be wrong for her to feel like he's just dating her out of pity or kindness.\Yeah.\Now that I think about it, even if we did tell Sawako, she probably wouldn't believe us.\You guys are so nice to me!\That too.\But wait, yesterday... response:	No, I don't really think you understand her.
context: I want her to come up with the strength to confess to him on her own.\They both like each other. It'd be wrong for her to feel like he's just dating her out of pity or kindness.\Yeah.\Now that I think about it, even if we did tell Sawako, she probably wouldn't believe us.\You guys are so nice to me!\That too.\But wait, yesterday...\No, I don't really think you understand her. response:	You're probably the most different from her.
context: They both like each other. It'd be wrong for her to feel like he's just dating her out of pity or kindness.\Yeah.\Now that I think about it, even if we did tell Sawako, she probably wouldn't believe us.\You guys are so nice to me!\That too.\But wait, yesterday...\No, I don't really think you understand her.\You're probably the most different from her. response:	Different... Different... Different... Different...
context: Yeah.\Now that I think about it, even if we did tell Sawako, she probably wouldn't believe us.\You guys are so nice to me!\That too.\But wait, yesterday...\No, I don't really think you understand her.\You're probably the most different from her.\Different... Different... Different... Different... response:	I'm the one who didn't understand.
context: Now that I think about it, even if we did tell Sawako, she probably wouldn't believe us.\You guys are so nice to me!\That too.\But wait, yesterday...\No, I don't really think you understand her.\You're probably the most different from her.\Different... Different... Different... Different...\I'm the one who didn't understand. response:	Oh right. You were saying something about Kazehaya?
context: You guys are so nice to me!\That too.\But wait, yesterday...\No, I don't really think you understand her.\You're probably the most different from her.\Different... Different... Different... Different...\I'm the one who didn't understand.\Oh right. You were saying something about Kazehaya? response:	What? Kazehaya? No, not at all!
context: That too.\But wait, yesterday...\No, I don't really think you understand her.\You're probably the most different from her.\Different... Different... Different... Different...\I'm the one who didn't understand.\Oh right. You were saying something about Kazehaya?\What? Kazehaya? No, not at all! response:	Oh no! If I don't fix this, Yano-chin'll kill me!
context: But wait, yesterday...\No, I don't really think you understand her.\You're probably the most different from her.\Different... Different... Different... Different...\I'm the one who didn't understand.\Oh right. You were saying something about Kazehaya?\What? Kazehaya? No, not at all!\Oh no! If I don't fix this, Yano-chin'll kill me! response:	What? You went to the cursed review session?
context: No, I don't really think you understand her.\You're probably the most different from her.\Different... Different... Different... Different...\I'm the one who didn't understand.\Oh right. You were saying something about Kazehaya?\What? Kazehaya? No, not at all!\Oh no! If I don't fix this, Yano-chin'll kill me!\What? You went to the cursed review session? response:	How was it?
context: You're probably the most different from her.\Different... Different... Different... Different...\I'm the one who didn't understand.\Oh right. You were saying something about Kazehaya?\What? Kazehaya? No, not at all!\Oh no! If I don't fix this, Yano-chin'll kill me!\What? You went to the cursed review session?\How was it? response:	It was amazing!
context: Different... Different... Different... Different...\I'm the one who didn't understand.\Oh right. You were saying something about Kazehaya?\What? Kazehaya? No, not at all!\Oh no! If I don't fix this, Yano-chin'll kill me!\What? You went to the cursed review session?\How was it?\It was amazing! response:	Just like the rumors said!
context: I'm the one who didn't understand.\Oh right. You were saying something about Kazehaya?\What? Kazehaya? No, not at all!\Oh no! If I don't fix this, Yano-chin'll kill me!\What? You went to the cursed review session?\How was it?\It was amazing!\Just like the rumors said! response:	Like...
context: Oh right. You were saying something about Kazehaya?\What? Kazehaya? No, not at all!\Oh no! If I don't fix this, Yano-chin'll kill me!\What? You went to the cursed review session?\How was it?\It was amazing!\Just like the rumors said!\Like... response:	Like...
context: What? Kazehaya? No, not at all!\Oh no! If I don't fix this, Yano-chin'll kill me!\What? You went to the cursed review session?\How was it?\It was amazing!\Just like the rumors said!\Like...\Like... response:	Losing five kilograms in three days!
context: Oh no! If I don't fix this, Yano-chin'll kill me!\What? You went to the cursed review session?\How was it?\It was amazing!\Just like the rumors said!\Like...\Like...\Losing five kilograms in three days! response:	Amazing?
context: What? You went to the cursed review session?\How was it?\It was amazing!\Just like the rumors said!\Like...\Like...\Losing five kilograms in three days!\Amazing? response:	What?
context: How was it?\It was amazing!\Just like the rumors said!\Like...\Like...\Losing five kilograms in three days!\Amazing?\What? response:	Th-That can't be healthy...
context: It was amazing!\Just like the rumors said!\Like...\Like...\Losing five kilograms in three days!\Amazing?\What?\Th-That can't be healthy... response:	Wow Sadako!
context: Just like the rumors said!\Like...\Like...\Losing five kilograms in three days!\Amazing?\What?\Th-That can't be healthy...\Wow Sadako! response:	They're complimenting you!
context: Like...\Like...\Losing five kilograms in three days!\Amazing?\What?\Th-That can't be healthy...\Wow Sadako!\They're complimenting you! response:	Sada
context: Like...\Losing five kilograms in three days!\Amazing?\What?\Th-That can't be healthy...\Wow Sadako!\They're complimenting you!\Sada response:	Wow...
context: Losing five kilograms in three days!\Amazing?\What?\Th-That can't be healthy...\Wow Sadako!\They're complimenting you!\Sada\Wow... response:	You're amazing, Sadako!
context: Amazing?\What?\Th-That can't be healthy...\Wow Sadako!\They're complimenting you!\Sada\Wow...\You're amazing, Sadako! response:	Will you hold one today too?
context: What?\Th-That can't be healthy...\Wow Sadako!\They're complimenting you!\Sada\Wow...\You're amazing, Sadako!\Will you hold one today too? response:	See? You've got to be more confident!
context: Th-That can't be healthy...\Wow Sadako!\They're complimenting you!\Sada\Wow...\You're amazing, Sadako!\Will you hold one today too?\See? You've got to be more confident! response:	Sadako, thanks for yesterday.
context: Wow Sadako!\They're complimenting you!\Sada\Wow...\You're amazing, Sadako!\Will you hold one today too?\See? You've got to be more confident!\Sadako, thanks for yesterday. response:	Oh no, don't thank me!
context: They're complimenting you!\Sada\Wow...\You're amazing, Sadako!\Will you hold one today too?\See? You've got to be more confident!\Sadako, thanks for yesterday.\Oh no, don't thank me! response:	Where did you get that plant from?
context: Sada\Wow...\You're amazing, Sadako!\Will you hold one today too?\See? You've got to be more confident!\Sadako, thanks for yesterday.\Oh no, don't thank me!\Where did you get that plant from? response:	That's a medicinal herb I'm growing in the garden.
context: Wow...\You're amazing, Sadako!\Will you hold one today too?\See? You've got to be more confident!\Sadako, thanks for yesterday.\Oh no, don't thank me!\Where did you get that plant from?\That's a medicinal herb I'm growing in the garden. response:	Medicinal herb?
context: You're amazing, Sadako!\Will you hold one today too?\See? You've got to be more confident!\Sadako, thanks for yesterday.\Oh no, don't thank me!\Where did you get that plant from?\That's a medicinal herb I'm growing in the garden.\Medicinal herb? response:	Garden?
context: Will you hold one today too?\See? You've got to be more confident!\Sadako, thanks for yesterday.\Oh no, don't thank me!\Where did you get that plant from?\That's a medicinal herb I'm growing in the garden.\Medicinal herb?\Garden? response:	Yes!
context: See? You've got to be more confident!\Sadako, thanks for yesterday.\Oh no, don't thank me!\Where did you get that plant from?\That's a medicinal herb I'm growing in the garden.\Medicinal herb?\Garden?\Yes! response:	You really helped me back there.
context: Sadako, thanks for yesterday.\Oh no, don't thank me!\Where did you get that plant from?\That's a medicinal herb I'm growing in the garden.\Medicinal herb?\Garden?\Yes!\You really helped me back there. response:	What... should I do?
context: Oh no, don't thank me!\Where did you get that plant from?\That's a medicinal herb I'm growing in the garden.\Medicinal herb?\Garden?\Yes!\You really helped me back there.\What... should I do? response:	douka ima dake wa furimukanaide
context: Where did you get that plant from?\That's a medicinal herb I'm growing in the garden.\Medicinal herb?\Garden?\Yes!\You really helped me back there.\What... should I do?\douka ima dake wa furimukanaide response:	Please don't look at me right now
context: That's a medicinal herb I'm growing in the garden.\Medicinal herb?\Garden?\Yes!\You really helped me back there.\What... should I do?\douka ima dake wa furimukanaide\Please don't look at me right now response:	yuugure sawagu kaze
context: Medicinal herb?\Garden?\Yes!\You really helped me back there.\What... should I do?\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze response:	The sun's set, the wind's blowing,
context: Garden?\Yes!\You really helped me back there.\What... should I do?\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing, response:	furesouna kyouri
context: Yes!\You really helped me back there.\What... should I do?\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri response:	and we're so close that we can almost touch
context: You really helped me back there.\What... should I do?\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch response:	kimi wo mitsumeteru zutto
context: What... should I do?\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto response:	My gaze has always been fixed on you
context: douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you response:	kimi ga suki de
context: Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de response:	I like you
context: yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you response:	kimi ga suki de
context: The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de response:	I've always liked you
context: furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you response:	kono omoi koi demo ii
context: and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii response:	I don't mind if this emotion is what they call love,
context: kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love, response:	kizu tsuitemo ii
context: My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii response:	and I don't care if I get hurt by it
context: kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it response:	nando demo tsutaetai
context: I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai response:	I just want to tell you, over and over again
context: kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again response:	kimi ni todoke
context: I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke response:	I want to reach you
context: kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you response:	Preview
context: I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview response:	The Person I Like
context: kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview\The Person I Like response:	He's the one person whose eyes I can never meet.
context: and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview\The Person I Like\He's the one person whose eyes I can never meet. response:	Next time: The Person I Like.
