context: Aye, sir! response:	The S Class Wizard Advancement Exam has finally started!
context: The legendary Black Wizard Zeref!\Zeref is here on this island!\Impossible!\Zeref lived hundreds of years ago...\400 years, yes.\I don't believe it! There's no way he's alive!\After all, Jellal...\He's alive! He's been alive these past 400 years! response:	But Master Hades says that he's currently sleeping.
context: Zeref is here on this island!\Impossible!\Zeref lived hundreds of years ago...\400 years, yes.\I don't believe it! There's no way he's alive!\After all, Jellal...\He's alive! He's been alive these past 400 years!\But Master Hades says that he's currently sleeping. response:	I can't believe what you're saying.
context: Impossible!\Zeref lived hundreds of years ago...\400 years, yes.\I don't believe it! There's no way he's alive!\After all, Jellal...\He's alive! He's been alive these past 400 years!\But Master Hades says that he's currently sleeping.\I can't believe what you're saying. response:	When Zeref awakens,
context: Zeref lived hundreds of years ago...\400 years, yes.\I don't believe it! There's no way he's alive!\After all, Jellal...\He's alive! He's been alive these past 400 years!\But Master Hades says that he's currently sleeping.\I can't believe what you're saying.\When Zeref awakens, response:	this world will be bathed in pure darkness!
context: 400 years, yes.\I don't believe it! There's no way he's alive!\After all, Jellal...\He's alive! He's been alive these past 400 years!\But Master Hades says that he's currently sleeping.\I can't believe what you're saying.\When Zeref awakens,\this world will be bathed in pure darkness! response:	Don't be ridiculous! This is Fairy Tail holy ground!
context: I don't believe it! There's no way he's alive!\After all, Jellal...\He's alive! He's been alive these past 400 years!\But Master Hades says that he's currently sleeping.\I can't believe what you're saying.\When Zeref awakens,\this world will be bathed in pure darkness!\Don't be ridiculous! This is Fairy Tail holy ground! response:	You're telling me you plan to run rampant on this divinely protected Fairy island?!
context: After all, Jellal...\He's alive! He's been alive these past 400 years!\But Master Hades says that he's currently sleeping.\I can't believe what you're saying.\When Zeref awakens,\this world will be bathed in pure darkness!\Don't be ridiculous! This is Fairy Tail holy ground!\You're telling me you plan to run rampant on this divinely protected Fairy island?! response:	Master Hade's personal guard will be here soon.
context: He's alive! He's been alive these past 400 years!\But Master Hades says that he's currently sleeping.\I can't believe what you're saying.\When Zeref awakens,\this world will be bathed in pure darkness!\Don't be ridiculous! This is Fairy Tail holy ground!\You're telling me you plan to run rampant on this divinely protected Fairy island?!\Master Hade's personal guard will be here soon. response:	You'd do well not to underestimate the 7 Kin of Purgatory!
context: But Master Hades says that he's currently sleeping.\I can't believe what you're saying.\When Zeref awakens,\this world will be bathed in pure darkness!\Don't be ridiculous! This is Fairy Tail holy ground!\You're telling me you plan to run rampant on this divinely protected Fairy island?!\Master Hade's personal guard will be here soon.\You'd do well not to underestimate the 7 Kin of Purgatory! response:	The wizard of time, Ultear!
context: I can't believe what you're saying.\When Zeref awakens,\this world will be bathed in pure darkness!\Don't be ridiculous! This is Fairy Tail holy ground!\You're telling me you plan to run rampant on this divinely protected Fairy island?!\Master Hade's personal guard will be here soon.\You'd do well not to underestimate the 7 Kin of Purgatory!\The wizard of time, Ultear! response:	Rustyrose!
context: When Zeref awakens,\this world will be bathed in pure darkness!\Don't be ridiculous! This is Fairy Tail holy ground!\You're telling me you plan to run rampant on this divinely protected Fairy island?!\Master Hade's personal guard will be here soon.\You'd do well not to underestimate the 7 Kin of Purgatory!\The wizard of time, Ultear!\Rustyrose! response:	Our boss, Caprico-sama!
context: this world will be bathed in pure darkness!\Don't be ridiculous! This is Fairy Tail holy ground!\You're telling me you plan to run rampant on this divinely protected Fairy island?!\Master Hade's personal guard will be here soon.\You'd do well not to underestimate the 7 Kin of Purgatory!\The wizard of time, Ultear!\Rustyrose!\Our boss, Caprico-sama! response:	Kain Hikaru!
context: Don't be ridiculous! This is Fairy Tail holy ground!\You're telling me you plan to run rampant on this divinely protected Fairy island?!\Master Hade's personal guard will be here soon.\You'd do well not to underestimate the 7 Kin of Purgatory!\The wizard of time, Ultear!\Rustyrose!\Our boss, Caprico-sama!\Kain Hikaru! response:	Zancrow!
context: You're telling me you plan to run rampant on this divinely protected Fairy island?!\Master Hade's personal guard will be here soon.\You'd do well not to underestimate the 7 Kin of Purgatory!\The wizard of time, Ultear!\Rustyrose!\Our boss, Caprico-sama!\Kain Hikaru!\Zancrow! response:	Meldy!
context: Master Hade's personal guard will be here soon.\You'd do well not to underestimate the 7 Kin of Purgatory!\The wizard of time, Ultear!\Rustyrose!\Our boss, Caprico-sama!\Kain Hikaru!\Zancrow!\Meldy! response:	And the final one is already on this island...
context: You'd do well not to underestimate the 7 Kin of Purgatory!\The wizard of time, Ultear!\Rustyrose!\Our boss, Caprico-sama!\Kain Hikaru!\Zancrow!\Meldy!\And the final one is already on this island... response:	Say what?
context: The wizard of time, Ultear!\Rustyrose!\Our boss, Caprico-sama!\Kain Hikaru!\Zancrow!\Meldy!\And the final one is already on this island...\Say what? response:	Mest-san, what does that signal flare mean again?
context: Rustyrose!\Our boss, Caprico-sama!\Kain Hikaru!\Zancrow!\Meldy!\And the final one is already on this island...\Say what?\Mest-san, what does that signal flare mean again? response:	Um...
context: Our boss, Caprico-sama!\Kain Hikaru!\Zancrow!\Meldy!\And the final one is already on this island...\Say what?\Mest-san, what does that signal flare mean again?\Um... response:	Huh?
context: Kain Hikaru!\Zancrow!\Meldy!\And the final one is already on this island...\Say what?\Mest-san, what does that signal flare mean again?\Um...\Huh? response:	I want to know! I seriously want to know!
context: Zancrow!\Meldy!\And the final one is already on this island...\Say what?\Mest-san, what does that signal flare mean again?\Um...\Huh?\I want to know! I seriously want to know! response:	You've forgotten too, Mest-san?
context: Meldy!\And the final one is already on this island...\Say what?\Mest-san, what does that signal flare mean again?\Um...\Huh?\I want to know! I seriously want to know!\You've forgotten too, Mest-san? response:	And besides, Mest-san... You really shouldn't try to put everything in your mouth.
context: And the final one is already on this island...\Say what?\Mest-san, what does that signal flare mean again?\Um...\Huh?\I want to know! I seriously want to know!\You've forgotten too, Mest-san?\And besides, Mest-san... You really shouldn't try to put everything in your mouth. response:	This is bad... Should I make my move before the main forces come?
context: Say what?\Mest-san, what does that signal flare mean again?\Um...\Huh?\I want to know! I seriously want to know!\You've forgotten too, Mest-san?\And besides, Mest-san... You really shouldn't try to put everything in your mouth.\This is bad... Should I make my move before the main forces come? response:	Wendy!
context: Mest-san, what does that signal flare mean again?\Um...\Huh?\I want to know! I seriously want to know!\You've forgotten too, Mest-san?\And besides, Mest-san... You really shouldn't try to put everything in your mouth.\This is bad... Should I make my move before the main forces come?\Wendy! response:	Carla! Lily?
context: Um...\Huh?\I want to know! I seriously want to know!\You've forgotten too, Mest-san?\And besides, Mest-san... You really shouldn't try to put everything in your mouth.\This is bad... Should I make my move before the main forces come?\Wendy!\Carla! Lily? response:	Get away from him right away!
context: Huh?\I want to know! I seriously want to know!\You've forgotten too, Mest-san?\And besides, Mest-san... You really shouldn't try to put everything in your mouth.\This is bad... Should I make my move before the main forces come?\Wendy!\Carla! Lily?\Get away from him right away! response:	Mest! Who exactly are you?
context: I want to know! I seriously want to know!\You've forgotten too, Mest-san?\And besides, Mest-san... You really shouldn't try to put everything in your mouth.\This is bad... Should I make my move before the main forces come?\Wendy!\Carla! Lily?\Get away from him right away!\Mest! Who exactly are you? response:	Who am I?
context: You've forgotten too, Mest-san?\And besides, Mest-san... You really shouldn't try to put everything in your mouth.\This is bad... Should I make my move before the main forces come?\Wendy!\Carla! Lily?\Get away from him right away!\Mest! Who exactly are you?\Who am I? response:	I'm Mystogan's disciple, and...
context: And besides, Mest-san... You really shouldn't try to put everything in your mouth.\This is bad... Should I make my move before the main forces come?\Wendy!\Carla! Lily?\Get away from him right away!\Mest! Who exactly are you?\Who am I?\I'm Mystogan's disciple, and... response:	Mystogan would not have taken on a disciple in this world.
context: This is bad... Should I make my move before the main forces come?\Wendy!\Carla! Lily?\Get away from him right away!\Mest! Who exactly are you?\Who am I?\I'm Mystogan's disciple, and...\Mystogan would not have taken on a disciple in this world. response:	You did well choosing to use a human who is no longer in this world,
context: Wendy!\Carla! Lily?\Get away from him right away!\Mest! Who exactly are you?\Who am I?\I'm Mystogan's disciple, and...\Mystogan would not have taken on a disciple in this world.\You did well choosing to use a human who is no longer in this world, response:	but your cover story was too weak, Mest. If that's your real name.
context: Carla! Lily?\Get away from him right away!\Mest! Who exactly are you?\Who am I?\I'm Mystogan's disciple, and...\Mystogan would not have taken on a disciple in this world.\You did well choosing to use a human who is no longer in this world,\but your cover story was too weak, Mest. If that's your real name. response:	Who are you?!
context: Get away from him right away!\Mest! Who exactly are you?\Who am I?\I'm Mystogan's disciple, and...\Mystogan would not have taken on a disciple in this world.\You did well choosing to use a human who is no longer in this world,\but your cover story was too weak, Mest. If that's your real name.\Who are you?! response:	Whoa, whoa! A bunch of guys I dunno are comin' here!
context: Mest! Who exactly are you?\Who am I?\I'm Mystogan's disciple, and...\Mystogan would not have taken on a disciple in this world.\You did well choosing to use a human who is no longer in this world,\but your cover story was too weak, Mest. If that's your real name.\Who are you?!\Whoa, whoa! A bunch of guys I dunno are comin' here! response:	That mark... Could they be Grimoire Heart?
context: Who am I?\I'm Mystogan's disciple, and...\Mystogan would not have taken on a disciple in this world.\You did well choosing to use a human who is no longer in this world,\but your cover story was too weak, Mest. If that's your real name.\Who are you?!\Whoa, whoa! A bunch of guys I dunno are comin' here!\That mark... Could they be Grimoire Heart? response:	Why would a Dark Guild be here?
context: I'm Mystogan's disciple, and...\Mystogan would not have taken on a disciple in this world.\You did well choosing to use a human who is no longer in this world,\but your cover story was too weak, Mest. If that's your real name.\Who are you?!\Whoa, whoa! A bunch of guys I dunno are comin' here!\That mark... Could they be Grimoire Heart?\Why would a Dark Guild be here? response:	Maybe this is also part of the S Class exam?
context: Mystogan would not have taken on a disciple in this world.\You did well choosing to use a human who is no longer in this world,\but your cover story was too weak, Mest. If that's your real name.\Who are you?!\Whoa, whoa! A bunch of guys I dunno are comin' here!\That mark... Could they be Grimoire Heart?\Why would a Dark Guild be here?\Maybe this is also part of the S Class exam? response:	Like a big festival, testing our strength?
context: You did well choosing to use a human who is no longer in this world,\but your cover story was too weak, Mest. If that's your real name.\Who are you?!\Whoa, whoa! A bunch of guys I dunno are comin' here!\That mark... Could they be Grimoire Heart?\Why would a Dark Guild be here?\Maybe this is also part of the S Class exam?\Like a big festival, testing our strength? response:	Pretty weird festival.
context: but your cover story was too weak, Mest. If that's your real name.\Who are you?!\Whoa, whoa! A bunch of guys I dunno are comin' here!\That mark... Could they be Grimoire Heart?\Why would a Dark Guild be here?\Maybe this is also part of the S Class exam?\Like a big festival, testing our strength?\Pretty weird festival. response:	And wait, we've gone from exams to festivals?
context: Who are you?!\Whoa, whoa! A bunch of guys I dunno are comin' here!\That mark... Could they be Grimoire Heart?\Why would a Dark Guild be here?\Maybe this is also part of the S Class exam?\Like a big festival, testing our strength?\Pretty weird festival.\And wait, we've gone from exams to festivals? response:	Next time: Makarov's Charge.
context: Whoa, whoa! A bunch of guys I dunno are comin' here!\That mark... Could they be Grimoire Heart?\Why would a Dark Guild be here?\Maybe this is also part of the S Class exam?\Like a big festival, testing our strength?\Pretty weird festival.\And wait, we've gone from exams to festivals?\Next time: Makarov's Charge. response:	Oh, it's not a festival!
context: That mark... Could they be Grimoire Heart?\Why would a Dark Guild be here?\Maybe this is also part of the S Class exam?\Like a big festival, testing our strength?\Pretty weird festival.\And wait, we've gone from exams to festivals?\Next time: Makarov's Charge.\Oh, it's not a festival! response:	Then I guess they're enemies.
context: Why would a Dark Guild be here?\Maybe this is also part of the S Class exam?\Like a big festival, testing our strength?\Pretty weird festival.\And wait, we've gone from exams to festivals?\Next time: Makarov's Charge.\Oh, it's not a festival!\Then I guess they're enemies. response:	That means I can blast'em, right?
context: Maybe this is also part of the S Class exam?\Like a big festival, testing our strength?\Pretty weird festival.\And wait, we've gone from exams to festivals?\Next time: Makarov's Charge.\Oh, it's not a festival!\Then I guess they're enemies.\That means I can blast'em, right? response:	But try not to get blasted yourself,'kay?
