context: We've cleared Warning Line One. response:	I didn't think she'd still be alive.
context: What will you actually make the DRAGONs do?\I won't follow your orders unless you tell me.\A pincer attack with the DRAGONs?\The Aurora will actually surface here.\While the DRAGONs are fighting the Ragna-mail,\Ange, you'll rush the Dawn Pillar with the Para-mail troops.\There, you will kill Embryo.\What? response:	So the DRAGONs are sacrifices?
context: I won't follow your orders unless you tell me.\A pincer attack with the DRAGONs?\The Aurora will actually surface here.\While the DRAGONs are fighting the Ragna-mail,\Ange, you'll rush the Dawn Pillar with the Para-mail troops.\There, you will kill Embryo.\What?\So the DRAGONs are sacrifices? response:	We can't risk the Villkiss. It's too important.
context: A pincer attack with the DRAGONs?\The Aurora will actually surface here.\While the DRAGONs are fighting the Ragna-mail,\Ange, you'll rush the Dawn Pillar with the Para-mail troops.\There, you will kill Embryo.\What?\So the DRAGONs are sacrifices?\We can't risk the Villkiss. It's too important. response:	Hell no!
context: The Aurora will actually surface here.\While the DRAGONs are fighting the Ragna-mail,\Ange, you'll rush the Dawn Pillar with the Para-mail troops.\There, you will kill Embryo.\What?\So the DRAGONs are sacrifices?\We can't risk the Villkiss. It's too important.\Hell no! response:	I won't cooperate with your wretched mission.
context: While the DRAGONs are fighting the Ragna-mail,\Ange, you'll rush the Dawn Pillar with the Para-mail troops.\There, you will kill Embryo.\What?\So the DRAGONs are sacrifices?\We can't risk the Villkiss. It's too important.\Hell no!\I won't cooperate with your wretched mission. response:	Then I'll convince you to cooperate.
context: Ange, you'll rush the Dawn Pillar with the Para-mail troops.\There, you will kill Embryo.\What?\So the DRAGONs are sacrifices?\We can't risk the Villkiss. It's too important.\Hell no!\I won't cooperate with your wretched mission.\Then I'll convince you to cooperate. response:	Momoka...
context: There, you will kill Embryo.\What?\So the DRAGONs are sacrifices?\We can't risk the Villkiss. It's too important.\Hell no!\I won't cooperate with your wretched mission.\Then I'll convince you to cooperate.\Momoka... response:	If I open the decompression chamber hatch,
context: What?\So the DRAGONs are sacrifices?\We can't risk the Villkiss. It's too important.\Hell no!\I won't cooperate with your wretched mission.\Then I'll convince you to cooperate.\Momoka...\If I open the decompression chamber hatch, response:	your maid will be crushed instantly by the water pressure.
context: So the DRAGONs are sacrifices?\We can't risk the Villkiss. It's too important.\Hell no!\I won't cooperate with your wretched mission.\Then I'll convince you to cooperate.\Momoka...\If I open the decompression chamber hatch,\your maid will be crushed instantly by the water pressure. response:	Jill, is this your doing?
context: We can't risk the Villkiss. It's too important.\Hell no!\I won't cooperate with your wretched mission.\Then I'll convince you to cooperate.\Momoka...\If I open the decompression chamber hatch,\your maid will be crushed instantly by the water pressure.\Jill, is this your doing? response:	I wasn't told about this!
context: Hell no!\I won't cooperate with your wretched mission.\Then I'll convince you to cooperate.\Momoka...\If I open the decompression chamber hatch,\your maid will be crushed instantly by the water pressure.\Jill, is this your doing?\I wasn't told about this! response:	Ange routinely violates orders.
context: I won't cooperate with your wretched mission.\Then I'll convince you to cooperate.\Momoka...\If I open the decompression chamber hatch,\your maid will be crushed instantly by the water pressure.\Jill, is this your doing?\I wasn't told about this!\Ange routinely violates orders. response:	It's simply a precaution.
context: Then I'll convince you to cooperate.\Momoka...\If I open the decompression chamber hatch,\your maid will be crushed instantly by the water pressure.\Jill, is this your doing?\I wasn't told about this!\Ange routinely violates orders.\It's simply a precaution. response:	Alektra.
context: Momoka...\If I open the decompression chamber hatch,\your maid will be crushed instantly by the water pressure.\Jill, is this your doing?\I wasn't told about this!\Ange routinely violates orders.\It's simply a precaution.\Alektra. response:	If you want to save her, you'll accept and carry out the mission plan.
context: If I open the decompression chamber hatch,\your maid will be crushed instantly by the water pressure.\Jill, is this your doing?\I wasn't told about this!\Ange routinely violates orders.\It's simply a precaution.\Alektra.\If you want to save her, you'll accept and carry out the mission plan. response:	Do you know what you're doing?
context: your maid will be crushed instantly by the water pressure.\Jill, is this your doing?\I wasn't told about this!\Ange routinely violates orders.\It's simply a precaution.\Alektra.\If you want to save her, you'll accept and carry out the mission plan.\Do you know what you're doing? response:	In light of Libertus, everything is a pawn and a tool.
context: Jill, is this your doing?\I wasn't told about this!\Ange routinely violates orders.\It's simply a precaution.\Alektra.\If you want to save her, you'll accept and carry out the mission plan.\Do you know what you're doing?\In light of Libertus, everything is a pawn and a tool. response:	That maid is a tool to manipulate you.
context: I wasn't told about this!\Ange routinely violates orders.\It's simply a precaution.\Alektra.\If you want to save her, you'll accept and carry out the mission plan.\Do you know what you're doing?\In light of Libertus, everything is a pawn and a tool.\That maid is a tool to manipulate you. response:	You're a tool to manipulate the Villkiss.
context: Ange routinely violates orders.\It's simply a precaution.\Alektra.\If you want to save her, you'll accept and carry out the mission plan.\Do you know what you're doing?\In light of Libertus, everything is a pawn and a tool.\That maid is a tool to manipulate you.\You're a tool to manipulate the Villkiss. response:	And the Villkiss is the ultimate weapon that will kill Embryo.
context: It's simply a precaution.\Alektra.\If you want to save her, you'll accept and carry out the mission plan.\Do you know what you're doing?\In light of Libertus, everything is a pawn and a tool.\That maid is a tool to manipulate you.\You're a tool to manipulate the Villkiss.\And the Villkiss is the ultimate weapon that will kill Embryo. response:	Bullshit!
context: Alektra.\If you want to save her, you'll accept and carry out the mission plan.\Do you know what you're doing?\In light of Libertus, everything is a pawn and a tool.\That maid is a tool to manipulate you.\You're a tool to manipulate the Villkiss.\And the Villkiss is the ultimate weapon that will kill Embryo.\Bullshit! response:	Release Momoka. Now!
context: If you want to save her, you'll accept and carry out the mission plan.\Do you know what you're doing?\In light of Libertus, everything is a pawn and a tool.\That maid is a tool to manipulate you.\You're a tool to manipulate the Villkiss.\And the Villkiss is the ultimate weapon that will kill Embryo.\Bullshit!\Release Momoka. Now! response:	That's insubordination.
context: Do you know what you're doing?\In light of Libertus, everything is a pawn and a tool.\That maid is a tool to manipulate you.\You're a tool to manipulate the Villkiss.\And the Villkiss is the ultimate weapon that will kill Embryo.\Bullshit!\Release Momoka. Now!\That's insubordination. response:	Stop, Alektra!
context: In light of Libertus, everything is a pawn and a tool.\That maid is a tool to manipulate you.\You're a tool to manipulate the Villkiss.\And the Villkiss is the ultimate weapon that will kill Embryo.\Bullshit!\Release Momoka. Now!\That's insubordination.\Stop, Alektra! response:	Now, let's hear your answer.
context: That maid is a tool to manipulate you.\You're a tool to manipulate the Villkiss.\And the Villkiss is the ultimate weapon that will kill Embryo.\Bullshit!\Release Momoka. Now!\That's insubordination.\Stop, Alektra!\Now, let's hear your answer. response:	You've changed, Alektra.
context: You're a tool to manipulate the Villkiss.\And the Villkiss is the ultimate weapon that will kill Embryo.\Bullshit!\Release Momoka. Now!\That's insubordination.\Stop, Alektra!\Now, let's hear your answer.\You've changed, Alektra. response:	Your answer?
context: And the Villkiss is the ultimate weapon that will kill Embryo.\Bullshit!\Release Momoka. Now!\That's insubordination.\Stop, Alektra!\Now, let's hear your answer.\You've changed, Alektra.\Your answer? response:	Go to hell!
context: Bullshit!\Release Momoka. Now!\That's insubordination.\Stop, Alektra!\Now, let's hear your answer.\You've changed, Alektra.\Your answer?\Go to hell! response:	Do you I have to hurt you to make you understand?
context: Release Momoka. Now!\That's insubordination.\Stop, Alektra!\Now, let's hear your answer.\You've changed, Alektra.\Your answer?\Go to hell!\Do you I have to hurt you to make you understand? response:	Wh-What is this?
context: That's insubordination.\Stop, Alektra!\Now, let's hear your answer.\You've changed, Alektra.\Your answer?\Go to hell!\Do you I have to hurt you to make you understand?\Wh-What is this? response:	Ange!
context: Stop, Alektra!\Now, let's hear your answer.\You've changed, Alektra.\Your answer?\Go to hell!\Do you I have to hurt you to make you understand?\Wh-What is this?\Ange! response:	Here!
context: Now, let's hear your answer.\You've changed, Alektra.\Your answer?\Go to hell!\Do you I have to hurt you to make you understand?\Wh-What is this?\Ange!\Here! response:	Gas.
context: You've changed, Alektra.\Your answer?\Go to hell!\Do you I have to hurt you to make you understand?\Wh-What is this?\Ange!\Here!\Gas. response:	What the hell?
context: Your answer?\Go to hell!\Do you I have to hurt you to make you understand?\Wh-What is this?\Ange!\Here!\Gas.\What the hell? response:	What the?
context: Go to hell!\Do you I have to hurt you to make you understand?\Wh-What is this?\Ange!\Here!\Gas.\What the hell?\What the? response:	It's Tusk's Plan B!
context: Do you I have to hurt you to make you understand?\Wh-What is this?\Ange!\Here!\Gas.\What the hell?\What the?\It's Tusk's Plan B! response:	Here we go.
context: Wh-What is this?\Ange!\Here!\Gas.\What the hell?\What the?\It's Tusk's Plan B!\Here we go. response:	Oopsie daisy!
context: Ange!\Here!\Gas.\What the hell?\What the?\It's Tusk's Plan B!\Here we go.\Oopsie daisy! response:	That bastard leaked something...
context: Here!\Gas.\What the hell?\What the?\It's Tusk's Plan B!\Here we go.\Oopsie daisy!\That bastard leaked something... response:	Ange!
context: Gas.\What the hell?\What the?\It's Tusk's Plan B!\Here we go.\Oopsie daisy!\That bastard leaked something...\Ange! response:	Tusk, you...!
context: What the hell?\What the?\It's Tusk's Plan B!\Here we go.\Oopsie daisy!\That bastard leaked something...\Ange!\Tusk, you...! response:	I didn't want to do this.
context: What the?\It's Tusk's Plan B!\Here we go.\Oopsie daisy!\That bastard leaked something...\Ange!\Tusk, you...!\I didn't want to do this. response:	Will the Knight of the Villkiss stand in the way of Libertus?
context: It's Tusk's Plan B!\Here we go.\Oopsie daisy!\That bastard leaked something...\Ange!\Tusk, you...!\I didn't want to do this.\Will the Knight of the Villkiss stand in the way of Libertus? response:	I'm not the Knight of the Villkiss.
context: Here we go.\Oopsie daisy!\That bastard leaked something...\Ange!\Tusk, you...!\I didn't want to do this.\Will the Knight of the Villkiss stand in the way of Libertus?\I'm not the Knight of the Villkiss. response:	I'm Ange's knight.
context: Oopsie daisy!\That bastard leaked something...\Ange!\Tusk, you...!\I didn't want to do this.\Will the Knight of the Villkiss stand in the way of Libertus?\I'm not the Knight of the Villkiss.\I'm Ange's knight. response:	You horny brat...
context: That bastard leaked something...\Ange!\Tusk, you...!\I didn't want to do this.\Will the Knight of the Villkiss stand in the way of Libertus?\I'm not the Knight of the Villkiss.\I'm Ange's knight.\You horny brat... response:	Momoka!
context: Ange!\Tusk, you...!\I didn't want to do this.\Will the Knight of the Villkiss stand in the way of Libertus?\I'm not the Knight of the Villkiss.\I'm Ange's knight.\You horny brat...\Momoka! response:	Angelise-sama!
context: Tusk, you...!\I didn't want to do this.\Will the Knight of the Villkiss stand in the way of Libertus?\I'm not the Knight of the Villkiss.\I'm Ange's knight.\You horny brat...\Momoka!\Angelise-sama! response:	Sorry.
context: I didn't want to do this.\Will the Knight of the Villkiss stand in the way of Libertus?\I'm not the Knight of the Villkiss.\I'm Ange's knight.\You horny brat...\Momoka!\Angelise-sama!\Sorry. response:	You'll wake up in a while.
context: Will the Knight of the Villkiss stand in the way of Libertus?\I'm not the Knight of the Villkiss.\I'm Ange's knight.\You horny brat...\Momoka!\Angelise-sama!\Sorry.\You'll wake up in a while. response:	Aurora surfacing.
context: I'm not the Knight of the Villkiss.\I'm Ange's knight.\You horny brat...\Momoka!\Angelise-sama!\Sorry.\You'll wake up in a while.\Aurora surfacing. response:	We've got a sonar reading.
context: I'm Ange's knight.\You horny brat...\Momoka!\Angelise-sama!\Sorry.\You'll wake up in a while.\Aurora surfacing.\We've got a sonar reading. response:	It must be that ship.
context: You horny brat...\Momoka!\Angelise-sama!\Sorry.\You'll wake up in a while.\Aurora surfacing.\We've got a sonar reading.\It must be that ship. response:	Understood. We'll be right there.
context: Momoka!\Angelise-sama!\Sorry.\You'll wake up in a while.\Aurora surfacing.\We've got a sonar reading.\It must be that ship.\Understood. We'll be right there. response:	We'll escape in the Para-mails as soon as we're at the surface.
context: Angelise-sama!\Sorry.\You'll wake up in a while.\Aurora surfacing.\We've got a sonar reading.\It must be that ship.\Understood. We'll be right there.\We'll escape in the Para-mails as soon as we're at the surface. response:	Be ready.
context: Sorry.\You'll wake up in a while.\Aurora surfacing.\We've got a sonar reading.\It must be that ship.\Understood. We'll be right there.\We'll escape in the Para-mails as soon as we're at the surface.\Be ready. response:	Roger!
context: You'll wake up in a while.\Aurora surfacing.\We've got a sonar reading.\It must be that ship.\Understood. We'll be right there.\We'll escape in the Para-mails as soon as we're at the surface.\Be ready.\Roger! response:	Deserting again?
context: Aurora surfacing.\We've got a sonar reading.\It must be that ship.\Understood. We'll be right there.\We'll escape in the Para-mails as soon as we're at the surface.\Be ready.\Roger!\Deserting again? response:	Jill.
context: We've got a sonar reading.\It must be that ship.\Understood. We'll be right there.\We'll escape in the Para-mails as soon as we're at the surface.\Be ready.\Roger!\Deserting again?\Jill. response:	You're not getting away, Ange.
context: It must be that ship.\Understood. We'll be right there.\We'll escape in the Para-mails as soon as we're at the surface.\Be ready.\Roger!\Deserting again?\Jill.\You're not getting away, Ange. response:	Not until Libertus succeeds.
context: Understood. We'll be right there.\We'll escape in the Para-mails as soon as we're at the surface.\Be ready.\Roger!\Deserting again?\Jill.\You're not getting away, Ange.\Not until Libertus succeeds. response:	You can't pull off Libertus without me, can you?
context: We'll escape in the Para-mails as soon as we're at the surface.\Be ready.\Roger!\Deserting again?\Jill.\You're not getting away, Ange.\Not until Libertus succeeds.\You can't pull off Libertus without me, can you? response:	But you don't care about what I want?
context: Be ready.\Roger!\Deserting again?\Jill.\You're not getting away, Ange.\Not until Libertus succeeds.\You can't pull off Libertus without me, can you?\But you don't care about what I want? response:	Tools don't need to want anything.
context: Roger!\Deserting again?\Jill.\You're not getting away, Ange.\Not until Libertus succeeds.\You can't pull off Libertus without me, can you?\But you don't care about what I want?\Tools don't need to want anything. response:	You're ignoring what I want and forcing me to fight!
context: Deserting again?\Jill.\You're not getting away, Ange.\Not until Libertus succeeds.\You can't pull off Libertus without me, can you?\But you don't care about what I want?\Tools don't need to want anything.\You're ignoring what I want and forcing me to fight! response:	That's what humans do to Normas!
context: Jill.\You're not getting away, Ange.\Not until Libertus succeeds.\You can't pull off Libertus without me, can you?\But you don't care about what I want?\Tools don't need to want anything.\You're ignoring what I want and forcing me to fight!\That's what humans do to Normas! response:	Obey my orders.
context: You're not getting away, Ange.\Not until Libertus succeeds.\You can't pull off Libertus without me, can you?\But you don't care about what I want?\Tools don't need to want anything.\You're ignoring what I want and forcing me to fight!\That's what humans do to Normas!\Obey my orders. response:	I'm the commander.
context: Not until Libertus succeeds.\You can't pull off Libertus without me, can you?\But you don't care about what I want?\Tools don't need to want anything.\You're ignoring what I want and forcing me to fight!\That's what humans do to Normas!\Obey my orders.\I'm the commander. response:	You're the lowest of the low.
context: You can't pull off Libertus without me, can you?\But you don't care about what I want?\Tools don't need to want anything.\You're ignoring what I want and forcing me to fight!\That's what humans do to Normas!\Obey my orders.\I'm the commander.\You're the lowest of the low. response:	Let's fight.
context: But you don't care about what I want?\Tools don't need to want anything.\You're ignoring what I want and forcing me to fight!\That's what humans do to Normas!\Obey my orders.\I'm the commander.\You're the lowest of the low.\Let's fight. response:	What?
context: Tools don't need to want anything.\You're ignoring what I want and forcing me to fight!\That's what humans do to Normas!\Obey my orders.\I'm the commander.\You're the lowest of the low.\Let's fight.\What? response:	Salako never did anything as cowardly as taking hostages.
context: You're ignoring what I want and forcing me to fight!\That's what humans do to Normas!\Obey my orders.\I'm the commander.\You're the lowest of the low.\Let's fight.\What?\Salako never did anything as cowardly as taking hostages. response:	If you win, I'll do as you say.
context: That's what humans do to Normas!\Obey my orders.\I'm the commander.\You're the lowest of the low.\Let's fight.\What?\Salako never did anything as cowardly as taking hostages.\If you win, I'll do as you say. response:	Angelise-sama!
context: Obey my orders.\I'm the commander.\You're the lowest of the low.\Let's fight.\What?\Salako never did anything as cowardly as taking hostages.\If you win, I'll do as you say.\Angelise-sama! response:	Tusk, back off with Momoka.
context: I'm the commander.\You're the lowest of the low.\Let's fight.\What?\Salako never did anything as cowardly as taking hostages.\If you win, I'll do as you say.\Angelise-sama!\Tusk, back off with Momoka. response:	Be careful, Ange.
context: You're the lowest of the low.\Let's fight.\What?\Salako never did anything as cowardly as taking hostages.\If you win, I'll do as you say.\Angelise-sama!\Tusk, back off with Momoka.\Be careful, Ange. response:	Godspeed, Angelise-sama!
context: Let's fight.\What?\Salako never did anything as cowardly as taking hostages.\If you win, I'll do as you say.\Angelise-sama!\Tusk, back off with Momoka.\Be careful, Ange.\Godspeed, Angelise-sama! response:	You're still selfish, at a time like this!
context: What?\Salako never did anything as cowardly as taking hostages.\If you win, I'll do as you say.\Angelise-sama!\Tusk, back off with Momoka.\Be careful, Ange.\Godspeed, Angelise-sama!\You're still selfish, at a time like this! response:	You're the one being arrogant!
context: Salako never did anything as cowardly as taking hostages.\If you win, I'll do as you say.\Angelise-sama!\Tusk, back off with Momoka.\Be careful, Ange.\Godspeed, Angelise-sama!\You're still selfish, at a time like this!\You're the one being arrogant! response:	Libertus isn't over until we defeat Embryo.
context: If you win, I'll do as you say.\Angelise-sama!\Tusk, back off with Momoka.\Be careful, Ange.\Godspeed, Angelise-sama!\You're still selfish, at a time like this!\You're the one being arrogant!\Libertus isn't over until we defeat Embryo. response:	Do you think that's worth any sacrifice?
context: Angelise-sama!\Tusk, back off with Momoka.\Be careful, Ange.\Godspeed, Angelise-sama!\You're still selfish, at a time like this!\You're the one being arrogant!\Libertus isn't over until we defeat Embryo.\Do you think that's worth any sacrifice? response:	That's exactly right.
context: Tusk, back off with Momoka.\Be careful, Ange.\Godspeed, Angelise-sama!\You're still selfish, at a time like this!\You're the one being arrogant!\Libertus isn't over until we defeat Embryo.\Do you think that's worth any sacrifice?\That's exactly right. response:	What's the point of a fight like that?
context: Be careful, Ange.\Godspeed, Angelise-sama!\You're still selfish, at a time like this!\You're the one being arrogant!\Libertus isn't over until we defeat Embryo.\Do you think that's worth any sacrifice?\That's exactly right.\What's the point of a fight like that? response:	You ought to understand, Princess Angelise!
context: Godspeed, Angelise-sama!\You're still selfish, at a time like this!\You're the one being arrogant!\Libertus isn't over until we defeat Embryo.\Do you think that's worth any sacrifice?\That's exactly right.\What's the point of a fight like that?\You ought to understand, Princess Angelise! response:	The world took everything from you.
context: You're still selfish, at a time like this!\You're the one being arrogant!\Libertus isn't over until we defeat Embryo.\Do you think that's worth any sacrifice?\That's exactly right.\What's the point of a fight like that?\You ought to understand, Princess Angelise!\The world took everything from you. response:	You were thrown down to rock bottom!
context: You're the one being arrogant!\Libertus isn't over until we defeat Embryo.\Do you think that's worth any sacrifice?\That's exactly right.\What's the point of a fight like that?\You ought to understand, Princess Angelise!\The world took everything from you.\You were thrown down to rock bottom! response:	You must understand my anger!
context: Libertus isn't over until we defeat Embryo.\Do you think that's worth any sacrifice?\That's exactly right.\What's the point of a fight like that?\You ought to understand, Princess Angelise!\The world took everything from you.\You were thrown down to rock bottom!\You must understand my anger! response:	You're me.
context: Do you think that's worth any sacrifice?\That's exactly right.\What's the point of a fight like that?\You ought to understand, Princess Angelise!\The world took everything from you.\You were thrown down to rock bottom!\You must understand my anger!\You're me. response:	You'll kill Embryo and complete Libertus!
context: That's exactly right.\What's the point of a fight like that?\You ought to understand, Princess Angelise!\The world took everything from you.\You were thrown down to rock bottom!\You must understand my anger!\You're me.\You'll kill Embryo and complete Libertus! response:	So we can take back everything!
context: What's the point of a fight like that?\You ought to understand, Princess Angelise!\The world took everything from you.\You were thrown down to rock bottom!\You must understand my anger!\You're me.\You'll kill Embryo and complete Libertus!\So we can take back everything! response:	I'm me.
context: You ought to understand, Princess Angelise!\The world took everything from you.\You were thrown down to rock bottom!\You must understand my anger!\You're me.\You'll kill Embryo and complete Libertus!\So we can take back everything!\I'm me. response:	Putting yourself in someone else's hands...
context: The world took everything from you.\You were thrown down to rock bottom!\You must understand my anger!\You're me.\You'll kill Embryo and complete Libertus!\So we can take back everything!\I'm me.\Putting yourself in someone else's hands... response:	You're empty, aren't you?
context: You were thrown down to rock bottom!\You must understand my anger!\You're me.\You'll kill Embryo and complete Libertus!\So we can take back everything!\I'm me.\Putting yourself in someone else's hands...\You're empty, aren't you? response:	No one knows what's right.
context: You must understand my anger!\You're me.\You'll kill Embryo and complete Libertus!\So we can take back everything!\I'm me.\Putting yourself in someone else's hands...\You're empty, aren't you?\No one knows what's right. response:	But I hate the way you get things done, Alektra Maria von Loewenherz!
context: You're me.\You'll kill Embryo and complete Libertus!\So we can take back everything!\I'm me.\Putting yourself in someone else's hands...\You're empty, aren't you?\No one knows what's right.\But I hate the way you get things done, Alektra Maria von Loewenherz! response:	Shut up!
context: You'll kill Embryo and complete Libertus!\So we can take back everything!\I'm me.\Putting yourself in someone else's hands...\You're empty, aren't you?\No one knows what's right.\But I hate the way you get things done, Alektra Maria von Loewenherz!\Shut up! response:	Why?
context: So we can take back everything!\I'm me.\Putting yourself in someone else's hands...\You're empty, aren't you?\No one knows what's right.\But I hate the way you get things done, Alektra Maria von Loewenherz!\Shut up!\Why? response:	Why don't you understand?
context: I'm me.\Putting yourself in someone else's hands...\You're empty, aren't you?\No one knows what's right.\But I hate the way you get things done, Alektra Maria von Loewenherz!\Shut up!\Why?\Why don't you understand? response:	Because if we do it your way, I can't have Cafe Ange.
context: Putting yourself in someone else's hands...\You're empty, aren't you?\No one knows what's right.\But I hate the way you get things done, Alektra Maria von Loewenherz!\Shut up!\Why?\Why don't you understand?\Because if we do it your way, I can't have Cafe Ange. response:	What?
context: You're empty, aren't you?\No one knows what's right.\But I hate the way you get things done, Alektra Maria von Loewenherz!\Shut up!\Why?\Why don't you understand?\Because if we do it your way, I can't have Cafe Ange.\What? response:	That's enough, Jill.
context: No one knows what's right.\But I hate the way you get things done, Alektra Maria von Loewenherz!\Shut up!\Why?\Why don't you understand?\Because if we do it your way, I can't have Cafe Ange.\What?\That's enough, Jill. response:	You lost.
context: But I hate the way you get things done, Alektra Maria von Loewenherz!\Shut up!\Why?\Why don't you understand?\Because if we do it your way, I can't have Cafe Ange.\What?\That's enough, Jill.\You lost. response:	What are you going to do now?
context: Shut up!\Why?\Why don't you understand?\Because if we do it your way, I can't have Cafe Ange.\What?\That's enough, Jill.\You lost.\What are you going to do now? response:	I'll do it.
context: Why?\Why don't you understand?\Because if we do it your way, I can't have Cafe Ange.\What?\That's enough, Jill.\You lost.\What are you going to do now?\I'll do it. response:	What?
context: Why don't you understand?\Because if we do it your way, I can't have Cafe Ange.\What?\That's enough, Jill.\You lost.\What are you going to do now?\I'll do it.\What? response:	Her way was wrong,
context: Because if we do it your way, I can't have Cafe Ange.\What?\That's enough, Jill.\You lost.\What are you going to do now?\I'll do it.\What?\Her way was wrong, response:	but we still need to free the Normas.
context: What?\That's enough, Jill.\You lost.\What are you going to do now?\I'll do it.\What?\Her way was wrong,\but we still need to free the Normas. response:	So I'll do it.
context: That's enough, Jill.\You lost.\What are you going to do now?\I'll do it.\What?\Her way was wrong,\but we still need to free the Normas.\So I'll do it. response:	I'll make Libertus happen.
context: You lost.\What are you going to do now?\I'll do it.\What?\Her way was wrong,\but we still need to free the Normas.\So I'll do it.\I'll make Libertus happen. response:	With the help of people who trust me.
context: What are you going to do now?\I'll do it.\What?\Her way was wrong,\but we still need to free the Normas.\So I'll do it.\I'll make Libertus happen.\With the help of people who trust me. response:	And with the people I trust.
context: I'll do it.\What?\Her way was wrong,\but we still need to free the Normas.\So I'll do it.\I'll make Libertus happen.\With the help of people who trust me.\And with the people I trust. response:	The sky's so pretty...
context: What?\Her way was wrong,\but we still need to free the Normas.\So I'll do it.\I'll make Libertus happen.\With the help of people who trust me.\And with the people I trust.\The sky's so pretty... response:	Okay, Tusk, fire!
context: Her way was wrong,\but we still need to free the Normas.\So I'll do it.\I'll make Libertus happen.\With the help of people who trust me.\And with the people I trust.\The sky's so pretty...\Okay, Tusk, fire! response:	We have to get to Salako's.
context: but we still need to free the Normas.\So I'll do it.\I'll make Libertus happen.\With the help of people who trust me.\And with the people I trust.\The sky's so pretty...\Okay, Tusk, fire!\We have to get to Salako's. response:	Huh?
context: So I'll do it.\I'll make Libertus happen.\With the help of people who trust me.\And with the people I trust.\The sky's so pretty...\Okay, Tusk, fire!\We have to get to Salako's.\Huh? response:	The Villkiss can't fly unless it's in danger.
context: I'll make Libertus happen.\With the help of people who trust me.\And with the people I trust.\The sky's so pretty...\Okay, Tusk, fire!\We have to get to Salako's.\Huh?\The Villkiss can't fly unless it's in danger. response:	So come on, hurry!
context: With the help of people who trust me.\And with the people I trust.\The sky's so pretty...\Okay, Tusk, fire!\We have to get to Salako's.\Huh?\The Villkiss can't fly unless it's in danger.\So come on, hurry! response:	But
context: And with the people I trust.\The sky's so pretty...\Okay, Tusk, fire!\We have to get to Salako's.\Huh?\The Villkiss can't fly unless it's in danger.\So come on, hurry!\But response:	I'll do it, then.
context: The sky's so pretty...\Okay, Tusk, fire!\We have to get to Salako's.\Huh?\The Villkiss can't fly unless it's in danger.\So come on, hurry!\But\I'll do it, then. response:	What was that?
context: Okay, Tusk, fire!\We have to get to Salako's.\Huh?\The Villkiss can't fly unless it's in danger.\So come on, hurry!\But\I'll do it, then.\What was that? response:	There you are, Ange.
context: We have to get to Salako's.\Huh?\The Villkiss can't fly unless it's in danger.\So come on, hurry!\But\I'll do it, then.\What was that?\There you are, Ange. response:	Next Episode
context: Huh?\The Villkiss can't fly unless it's in danger.\So come on, hurry!\But\I'll do it, then.\What was that?\There you are, Ange.\Next Episode response:	I haven't gotten fat, I swear!
context: The Villkiss can't fly unless it's in danger.\So come on, hurry!\But\I'll do it, then.\What was that?\There you are, Ange.\Next Episode\I haven't gotten fat, I swear! response:	Wait, is that why you made that big escape?!
context: So come on, hurry!\But\I'll do it, then.\What was that?\There you are, Ange.\Next Episode\I haven't gotten fat, I swear!\Wait, is that why you made that big escape?! response:	No way! Am I losing all my screen time again?
context: But\I'll do it, then.\What was that?\There you are, Ange.\Next Episode\I haven't gotten fat, I swear!\Wait, is that why you made that big escape?!\No way! Am I losing all my screen time again? response:	Hey, take me with you!
context: I'll do it, then.\What was that?\There you are, Ange.\Next Episode\I haven't gotten fat, I swear!\Wait, is that why you made that big escape?!\No way! Am I losing all my screen time again?\Hey, take me with you! response:	That's what you get for calling me fat, stupid.
context: What was that?\There you are, Ange.\Next Episode\I haven't gotten fat, I swear!\Wait, is that why you made that big escape?!\No way! Am I losing all my screen time again?\Hey, take me with you!\That's what you get for calling me fat, stupid. response:	Stupid! Stupid! Stupid!
context: There you are, Ange.\Next Episode\I haven't gotten fat, I swear!\Wait, is that why you made that big escape?!\No way! Am I losing all my screen time again?\Hey, take me with you!\That's what you get for calling me fat, stupid.\Stupid! Stupid! Stupid! response:	Tuner of Time
context: Next Episode\I haven't gotten fat, I swear!\Wait, is that why you made that big escape?!\No way! Am I losing all my screen time again?\Hey, take me with you!\That's what you get for calling me fat, stupid.\Stupid! Stupid! Stupid!\Tuner of Time response:	I'm going to cry.
