context: Space-time fluctuation confirmed. response:	Bearing 012, distance 4,500.
context: You made it sixteen years without once using Mana.\What are you\Didn't you ever think that was strange?\Not even once?\What are you talking about?\I hear she had a Mana-using maid.\I see.\Sixteen years of effort, all for nothing. response:	And your mother died in vain.
context: What are you\Didn't you ever think that was strange?\Not even once?\What are you talking about?\I hear she had a Mana-using maid.\I see.\Sixteen years of effort, all for nothing.\And your mother died in vain. response:	Died?
context: Didn't you ever think that was strange?\Not even once?\What are you talking about?\I hear she had a Mana-using maid.\I see.\Sixteen years of effort, all for nothing.\And your mother died in vain.\Died? response:	G-Give it back.
context: Not even once?\What are you talking about?\I hear she had a Mana-using maid.\I see.\Sixteen years of effort, all for nothing.\And your mother died in vain.\Died?\G-Give it back. response:	Why don't you take it back?
context: What are you talking about?\I hear she had a Mana-using maid.\I see.\Sixteen years of effort, all for nothing.\And your mother died in vain.\Died?\G-Give it back.\Why don't you take it back? response:	Use your Mana.
context: I hear she had a Mana-using maid.\I see.\Sixteen years of effort, all for nothing.\And your mother died in vain.\Died?\G-Give it back.\Why don't you take it back?\Use your Mana. response:	Light of Mana.
context: I see.\Sixteen years of effort, all for nothing.\And your mother died in vain.\Died?\G-Give it back.\Why don't you take it back?\Use your Mana.\Light of Mana. response:	Light.
context: Sixteen years of effort, all for nothing.\And your mother died in vain.\Died?\G-Give it back.\Why don't you take it back?\Use your Mana.\Light of Mana.\Light. response:	Light of Mana!
context: And your mother died in vain.\Died?\G-Give it back.\Why don't you take it back?\Use your Mana.\Light of Mana.\Light.\Light of Mana! response:	You have nothing now.
context: Died?\G-Give it back.\Why don't you take it back?\Use your Mana.\Light of Mana.\Light.\Light of Mana!\You have nothing now. response:	Neither the privileges of royalty,
context: G-Give it back.\Why don't you take it back?\Use your Mana.\Light of Mana.\Light.\Light of Mana!\You have nothing now.\Neither the privileges of royalty, response:	or any rights as a person.
context: Why don't you take it back?\Use your Mana.\Light of Mana.\Light.\Light of Mana!\You have nothing now.\Neither the privileges of royalty,\or any rights as a person. response:	Officer, some assistance, please?
context: Use your Mana.\Light of Mana.\Light.\Light of Mana!\You have nothing now.\Neither the privileges of royalty,\or any rights as a person.\Officer, some assistance, please? response:	Why me?
context: Light of Mana.\Light.\Light of Mana!\You have nothing now.\Neither the privileges of royalty,\or any rights as a person.\Officer, some assistance, please?\Why me? response:	Don't you want to get the dirty work over with?
context: Light.\Light of Mana!\You have nothing now.\Neither the privileges of royalty,\or any rights as a person.\Officer, some assistance, please?\Why me?\Don't you want to get the dirty work over with? response:	What
context: Light of Mana!\You have nothing now.\Neither the privileges of royalty,\or any rights as a person.\Officer, some assistance, please?\Why me?\Don't you want to get the dirty work over with?\What response:	It's just a physical.
context: You have nothing now.\Neither the privileges of royalty,\or any rights as a person.\Officer, some assistance, please?\Why me?\Don't you want to get the dirty work over with?\What\It's just a physical. response:	Stop this.
context: Neither the privileges of royalty,\or any rights as a person.\Officer, some assistance, please?\Why me?\Don't you want to get the dirty work over with?\What\It's just a physical.\Stop this. response:	Stop.
context: or any rights as a person.\Officer, some assistance, please?\Why me?\Don't you want to get the dirty work over with?\What\It's just a physical.\Stop this.\Stop. response:	I am the Empire of Misurugi's First Princess, Angelise Ikaruga Misurugi.
context: Officer, some assistance, please?\Why me?\Don't you want to get the dirty work over with?\What\It's just a physical.\Stop this.\Stop.\I am the Empire of Misurugi's First Princess, Angelise Ikaruga Misurugi. response:	No. From now on, you're Ange.
context: Why me?\Don't you want to get the dirty work over with?\What\It's just a physical.\Stop this.\Stop.\I am the Empire of Misurugi's First Princess, Angelise Ikaruga Misurugi.\No. From now on, you're Ange. response:	No!
context: Don't you want to get the dirty work over with?\What\It's just a physical.\Stop this.\Stop.\I am the Empire of Misurugi's First Princess, Angelise Ikaruga Misurugi.\No. From now on, you're Ange.\No! response:	Next Episode Preview
context: What\It's just a physical.\Stop this.\Stop.\I am the Empire of Misurugi's First Princess, Angelise Ikaruga Misurugi.\No. From now on, you're Ange.\No!\Next Episode Preview response:	What did you think of Episode 1?
context: It's just a physical.\Stop this.\Stop.\I am the Empire of Misurugi's First Princess, Angelise Ikaruga Misurugi.\No. From now on, you're Ange.\No!\Next Episode Preview\What did you think of Episode 1? response:	It's horrible! They did terrible things to that glamorous princess!
context: Stop this.\Stop.\I am the Empire of Misurugi's First Princess, Angelise Ikaruga Misurugi.\No. From now on, you're Ange.\No!\Next Episode Preview\What did you think of Episode 1?\It's horrible! They did terrible things to that glamorous princess! response:	How could they do that to her?
context: Stop.\I am the Empire of Misurugi's First Princess, Angelise Ikaruga Misurugi.\No. From now on, you're Ange.\No!\Next Episode Preview\What did you think of Episode 1?\It's horrible! They did terrible things to that glamorous princess!\How could they do that to her? response:	That was totally unconscionable!
context: I am the Empire of Misurugi's First Princess, Angelise Ikaruga Misurugi.\No. From now on, you're Ange.\No!\Next Episode Preview\What did you think of Episode 1?\It's horrible! They did terrible things to that glamorous princess!\How could they do that to her?\That was totally unconscionable! response:	And isn't this supposed to be a bishoujo robot anime?
context: No. From now on, you're Ange.\No!\Next Episode Preview\What did you think of Episode 1?\It's horrible! They did terrible things to that glamorous princess!\How could they do that to her?\That was totally unconscionable!\And isn't this supposed to be a bishoujo robot anime? response:	Unyielding Spirit
context: No!\Next Episode Preview\What did you think of Episode 1?\It's horrible! They did terrible things to that glamorous princess!\How could they do that to her?\That was totally unconscionable!\And isn't this supposed to be a bishoujo robot anime?\Unyielding Spirit response:	I get the bishoujo part, but where were the robots?
