context: Hang in there! response:	Reach out your hand!
context: Ow!\You should've hightailed it out of here by yourself.\Why did you go through the trouble of saving me?\What?\You could've gone back to the surface by yourself, right?\I don't particularly have a reason for saving you.\We're going to sneak out so they don't find us.\Because if they do, they might turn us into skulls. response:	Skulls?
context: You should've hightailed it out of here by yourself.\Why did you go through the trouble of saving me?\What?\You could've gone back to the surface by yourself, right?\I don't particularly have a reason for saving you.\We're going to sneak out so they don't find us.\Because if they do, they might turn us into skulls.\Skulls? response:	I swear, humans are incomprehensible.
context: Why did you go through the trouble of saving me?\What?\You could've gone back to the surface by yourself, right?\I don't particularly have a reason for saving you.\We're going to sneak out so they don't find us.\Because if they do, they might turn us into skulls.\Skulls?\I swear, humans are incomprehensible. response:	They're idiotic creatures.
context: What?\You could've gone back to the surface by yourself, right?\I don't particularly have a reason for saving you.\We're going to sneak out so they don't find us.\Because if they do, they might turn us into skulls.\Skulls?\I swear, humans are incomprehensible.\They're idiotic creatures. response:	Goodness! The Lucky Mallet is not considered a divine tool for nothing!
context: You could've gone back to the surface by yourself, right?\I don't particularly have a reason for saving you.\We're going to sneak out so they don't find us.\Because if they do, they might turn us into skulls.\Skulls?\I swear, humans are incomprehensible.\They're idiotic creatures.\Goodness! The Lucky Mallet is not considered a divine tool for nothing! response:	We can grow bigger or grow smaller, whatever we please!
context: I don't particularly have a reason for saving you.\We're going to sneak out so they don't find us.\Because if they do, they might turn us into skulls.\Skulls?\I swear, humans are incomprehensible.\They're idiotic creatures.\Goodness! The Lucky Mallet is not considered a divine tool for nothing!\We can grow bigger or grow smaller, whatever we please! response:	Gold, silver, and other treasures flow in abundance as if from a spring!
context: We're going to sneak out so they don't find us.\Because if they do, they might turn us into skulls.\Skulls?\I swear, humans are incomprehensible.\They're idiotic creatures.\Goodness! The Lucky Mallet is not considered a divine tool for nothing!\We can grow bigger or grow smaller, whatever we please!\Gold, silver, and other treasures flow in abundance as if from a spring! response:	But I had no idea it was still at the shrine.
context: Because if they do, they might turn us into skulls.\Skulls?\I swear, humans are incomprehensible.\They're idiotic creatures.\Goodness! The Lucky Mallet is not considered a divine tool for nothing!\We can grow bigger or grow smaller, whatever we please!\Gold, silver, and other treasures flow in abundance as if from a spring!\But I had no idea it was still at the shrine. response:	Lady Narukami entrusted us with it to return to Lord Daikokuten,
context: Skulls?\I swear, humans are incomprehensible.\They're idiotic creatures.\Goodness! The Lucky Mallet is not considered a divine tool for nothing!\We can grow bigger or grow smaller, whatever we please!\Gold, silver, and other treasures flow in abundance as if from a spring!\But I had no idea it was still at the shrine.\Lady Narukami entrusted us with it to return to Lord Daikokuten, response:	but it would be a shame to return it so soon.
context: I swear, humans are incomprehensible.\They're idiotic creatures.\Goodness! The Lucky Mallet is not considered a divine tool for nothing!\We can grow bigger or grow smaller, whatever we please!\Gold, silver, and other treasures flow in abundance as if from a spring!\But I had no idea it was still at the shrine.\Lady Narukami entrusted us with it to return to Lord Daikokuten,\but it would be a shame to return it so soon. response:	Right. After all, no one is watching.
context: They're idiotic creatures.\Goodness! The Lucky Mallet is not considered a divine tool for nothing!\We can grow bigger or grow smaller, whatever we please!\Gold, silver, and other treasures flow in abundance as if from a spring!\But I had no idea it was still at the shrine.\Lady Narukami entrusted us with it to return to Lord Daikokuten,\but it would be a shame to return it so soon.\Right. After all, no one is watching. response:	Perhaps we can pretend to have forgotten...
context: Goodness! The Lucky Mallet is not considered a divine tool for nothing!\We can grow bigger or grow smaller, whatever we please!\Gold, silver, and other treasures flow in abundance as if from a spring!\But I had no idea it was still at the shrine.\Lady Narukami entrusted us with it to return to Lord Daikokuten,\but it would be a shame to return it so soon.\Right. After all, no one is watching.\Perhaps we can pretend to have forgotten... response:	Master Tomoe!
context: We can grow bigger or grow smaller, whatever we please!\Gold, silver, and other treasures flow in abundance as if from a spring!\But I had no idea it was still at the shrine.\Lady Narukami entrusted us with it to return to Lord Daikokuten,\but it would be a shame to return it so soon.\Right. After all, no one is watching.\Perhaps we can pretend to have forgotten...\Master Tomoe! response:	Terrible news!
context: Gold, silver, and other treasures flow in abundance as if from a spring!\But I had no idea it was still at the shrine.\Lady Narukami entrusted us with it to return to Lord Daikokuten,\but it would be a shame to return it so soon.\Right. After all, no one is watching.\Perhaps we can pretend to have forgotten...\Master Tomoe!\Terrible news! response:	Revert back! You look hideous!
context: But I had no idea it was still at the shrine.\Lady Narukami entrusted us with it to return to Lord Daikokuten,\but it would be a shame to return it so soon.\Right. After all, no one is watching.\Perhaps we can pretend to have forgotten...\Master Tomoe!\Terrible news!\Revert back! You look hideous! response:	I hate to tell you this, but we just got word from Lord Otohiko!
context: Lady Narukami entrusted us with it to return to Lord Daikokuten,\but it would be a shame to return it so soon.\Right. After all, no one is watching.\Perhaps we can pretend to have forgotten...\Master Tomoe!\Terrible news!\Revert back! You look hideous!\I hate to tell you this, but we just got word from Lord Otohiko! response:	Lady Nanami has gone missing in the Netherworld!
context: but it would be a shame to return it so soon.\Right. After all, no one is watching.\Perhaps we can pretend to have forgotten...\Master Tomoe!\Terrible news!\Revert back! You look hideous!\I hate to tell you this, but we just got word from Lord Otohiko!\Lady Nanami has gone missing in the Netherworld! response:	Where...
context: Right. After all, no one is watching.\Perhaps we can pretend to have forgotten...\Master Tomoe!\Terrible news!\Revert back! You look hideous!\I hate to tell you this, but we just got word from Lord Otohiko!\Lady Nanami has gone missing in the Netherworld!\Where... response:	No one has any idea where she is in there.
context: Perhaps we can pretend to have forgotten...\Master Tomoe!\Terrible news!\Revert back! You look hideous!\I hate to tell you this, but we just got word from Lord Otohiko!\Lady Nanami has gone missing in the Netherworld!\Where...\No one has any idea where she is in there. response:	Mi...
context: Master Tomoe!\Terrible news!\Revert back! You look hideous!\I hate to tell you this, but we just got word from Lord Otohiko!\Lady Nanami has gone missing in the Netherworld!\Where...\No one has any idea where she is in there.\Mi... response:	Master Mizuki was acting independently of Lady Nanami.
context: Terrible news!\Revert back! You look hideous!\I hate to tell you this, but we just got word from Lord Otohiko!\Lady Nanami has gone missing in the Netherworld!\Where...\No one has any idea where she is in there.\Mi...\Master Mizuki was acting independently of Lady Nanami. response:	That idiot.
context: Revert back! You look hideous!\I hate to tell you this, but we just got word from Lord Otohiko!\Lady Nanami has gone missing in the Netherworld!\Where...\No one has any idea where she is in there.\Mi...\Master Mizuki was acting independently of Lady Nanami.\That idiot. response:	I sent her off to the Divine Assembly, so what is she doing in the Netherworld?
context: I hate to tell you this, but we just got word from Lord Otohiko!\Lady Nanami has gone missing in the Netherworld!\Where...\No one has any idea where she is in there.\Mi...\Master Mizuki was acting independently of Lady Nanami.\That idiot.\I sent her off to the Divine Assembly, so what is she doing in the Netherworld? response:	Even the gods of the surface rarely travel there.
context: Lady Nanami has gone missing in the Netherworld!\Where...\No one has any idea where she is in there.\Mi...\Master Mizuki was acting independently of Lady Nanami.\That idiot.\I sent her off to the Divine Assembly, so what is she doing in the Netherworld?\Even the gods of the surface rarely travel there. response:	One false move, and it becomes the kind of place from which you never return.
context: Where...\No one has any idea where she is in there.\Mi...\Master Mizuki was acting independently of Lady Nanami.\That idiot.\I sent her off to the Divine Assembly, so what is she doing in the Netherworld?\Even the gods of the surface rarely travel there.\One false move, and it becomes the kind of place from which you never return. response:	Ever.
context: No one has any idea where she is in there.\Mi...\Master Mizuki was acting independently of Lady Nanami.\That idiot.\I sent her off to the Divine Assembly, so what is she doing in the Netherworld?\Even the gods of the surface rarely travel there.\One false move, and it becomes the kind of place from which you never return.\Ever. response:	We leave at once!
context: Mi...\Master Mizuki was acting independently of Lady Nanami.\That idiot.\I sent her off to the Divine Assembly, so what is she doing in the Netherworld?\Even the gods of the surface rarely travel there.\One false move, and it becomes the kind of place from which you never return.\Ever.\We leave at once! response:	Make the preparations, Kotetsu!
context: Master Mizuki was acting independently of Lady Nanami.\That idiot.\I sent her off to the Divine Assembly, so what is she doing in the Netherworld?\Even the gods of the surface rarely travel there.\One false move, and it becomes the kind of place from which you never return.\Ever.\We leave at once!\Make the preparations, Kotetsu! response:	Are you going to the Netherworld?
context: That idiot.\I sent her off to the Divine Assembly, so what is she doing in the Netherworld?\Even the gods of the surface rarely travel there.\One false move, and it becomes the kind of place from which you never return.\Ever.\We leave at once!\Make the preparations, Kotetsu!\Are you going to the Netherworld? response:	Obviously.
context: I sent her off to the Divine Assembly, so what is she doing in the Netherworld?\Even the gods of the surface rarely travel there.\One false move, and it becomes the kind of place from which you never return.\Ever.\We leave at once!\Make the preparations, Kotetsu!\Are you going to the Netherworld?\Obviously. response:	I am bringing that idiot back.
context: Even the gods of the surface rarely travel there.\One false move, and it becomes the kind of place from which you never return.\Ever.\We leave at once!\Make the preparations, Kotetsu!\Are you going to the Netherworld?\Obviously.\I am bringing that idiot back. response:	I swear it.
context: One false move, and it becomes the kind of place from which you never return.\Ever.\We leave at once!\Make the preparations, Kotetsu!\Are you going to the Netherworld?\Obviously.\I am bringing that idiot back.\I swear it. response:	Next part coming
context: Ever.\We leave at once!\Make the preparations, Kotetsu!\Are you going to the Netherworld?\Obviously.\I am bringing that idiot back.\I swear it.\Next part coming response:	right up
context: We leave at once!\Make the preparations, Kotetsu!\Are you going to the Netherworld?\Obviously.\I am bringing that idiot back.\I swear it.\Next part coming\right up response:	right up
context: Make the preparations, Kotetsu!\Are you going to the Netherworld?\Obviously.\I am bringing that idiot back.\I swear it.\Next part coming\right up\right up response:	right up
context: Are you going to the Netherworld?\Obviously.\I am bringing that idiot back.\I swear it.\Next part coming\right up\right up\right up response:	right up
context: Obviously.\I am bringing that idiot back.\I swear it.\Next part coming\right up\right up\right up\right up response:	right up
context: I am bringing that idiot back.\I swear it.\Next part coming\right up\right up\right up\right up\right up response:	Next part starting
context: I swear it.\Next part coming\right up\right up\right up\right up\right up\Next part starting response:	Next part starting
context: Next part coming\right up\right up\right up\right up\right up\Next part starting\Next part starting response:	Next part starting
context: right up\right up\right up\right up\right up\Next part starting\Next part starting\Next part starting response:	Next part starting
context: right up\right up\right up\right up\Next part starting\Next part starting\Next part starting\Next part starting response:	Next part starting
context: right up\right up\right up\Next part starting\Next part starting\Next part starting\Next part starting\Next part starting response:	Sorry to keep you waiting, meow, Lady Izanami!
context: right up\right up\Next part starting\Next part starting\Next part starting\Next part starting\Next part starting\Sorry to keep you waiting, meow, Lady Izanami! response:	I, Hiou, will also be purr-viding entertainment!
context: right up\Next part starting\Next part starting\Next part starting\Next part starting\Next part starting\Sorry to keep you waiting, meow, Lady Izanami!\I, Hiou, will also be purr-viding entertainment! response:	Lady Izanami?! What is the matter, meow?!
context: Next part starting\Next part starting\Next part starting\Next part starting\Next part starting\Sorry to keep you waiting, meow, Lady Izanami!\I, Hiou, will also be purr-viding entertainment!\Lady Izanami?! What is the matter, meow?! response:	Nanami duped me and fled with the man.
context: Next part starting\Next part starting\Next part starting\Next part starting\Sorry to keep you waiting, meow, Lady Izanami!\I, Hiou, will also be purr-viding entertainment!\Lady Izanami?! What is the matter, meow?!\Nanami duped me and fled with the man. response:	Meow?
context: Next part starting\Next part starting\Next part starting\Sorry to keep you waiting, meow, Lady Izanami!\I, Hiou, will also be purr-viding entertainment!\Lady Izanami?! What is the matter, meow?!\Nanami duped me and fled with the man.\Meow? response:	Seize her for me.
context: Next part starting\Next part starting\Sorry to keep you waiting, meow, Lady Izanami!\I, Hiou, will also be purr-viding entertainment!\Lady Izanami?! What is the matter, meow?!\Nanami duped me and fled with the man.\Meow?\Seize her for me. response:	She is my new playmate.
context: Next part starting\Sorry to keep you waiting, meow, Lady Izanami!\I, Hiou, will also be purr-viding entertainment!\Lady Izanami?! What is the matter, meow?!\Nanami duped me and fled with the man.\Meow?\Seize her for me.\She is my new playmate. response:	Do not let her escape.
context: Sorry to keep you waiting, meow, Lady Izanami!\I, Hiou, will also be purr-viding entertainment!\Lady Izanami?! What is the matter, meow?!\Nanami duped me and fled with the man.\Meow?\Seize her for me.\She is my new playmate.\Do not let her escape. response:	Meow-ger!
context: I, Hiou, will also be purr-viding entertainment!\Lady Izanami?! What is the matter, meow?!\Nanami duped me and fled with the man.\Meow?\Seize her for me.\She is my new playmate.\Do not let her escape.\Meow-ger! response:	Nanami, art thou truly capable of saving a person?
context: Lady Izanami?! What is the matter, meow?!\Nanami duped me and fled with the man.\Meow?\Seize her for me.\She is my new playmate.\Do not let her escape.\Meow-ger!\Nanami, art thou truly capable of saving a person? response:	We should be safe this far out.
context: Nanami duped me and fled with the man.\Meow?\Seize her for me.\She is my new playmate.\Do not let her escape.\Meow-ger!\Nanami, art thou truly capable of saving a person?\We should be safe this far out. response:	We need to hurry up and return to the surface.
context: Meow?\Seize her for me.\She is my new playmate.\Do not let her escape.\Meow-ger!\Nanami, art thou truly capable of saving a person?\We should be safe this far out.\We need to hurry up and return to the surface. response:	I'm starting to feel better about my divine power,
context: Seize her for me.\She is my new playmate.\Do not let her escape.\Meow-ger!\Nanami, art thou truly capable of saving a person?\We should be safe this far out.\We need to hurry up and return to the surface.\I'm starting to feel better about my divine power, response:	so let's have this white talisman show us the way to the exit.
context: She is my new playmate.\Do not let her escape.\Meow-ger!\Nanami, art thou truly capable of saving a person?\We should be safe this far out.\We need to hurry up and return to the surface.\I'm starting to feel better about my divine power,\so let's have this white talisman show us the way to the exit. response:	And so...
context: Do not let her escape.\Meow-ger!\Nanami, art thou truly capable of saving a person?\We should be safe this far out.\We need to hurry up and return to the surface.\I'm starting to feel better about my divine power,\so let's have this white talisman show us the way to the exit.\And so... response:	Kirihito! Hey, what's wrong?
context: Meow-ger!\Nanami, art thou truly capable of saving a person?\We should be safe this far out.\We need to hurry up and return to the surface.\I'm starting to feel better about my divine power,\so let's have this white talisman show us the way to the exit.\And so...\Kirihito! Hey, what's wrong? response:	I just felt dizzy.
context: Nanami, art thou truly capable of saving a person?\We should be safe this far out.\We need to hurry up and return to the surface.\I'm starting to feel better about my divine power,\so let's have this white talisman show us the way to the exit.\And so...\Kirihito! Hey, what's wrong?\I just felt dizzy. response:	Could it be that you're not feeling well?
context: We should be safe this far out.\We need to hurry up and return to the surface.\I'm starting to feel better about my divine power,\so let's have this white talisman show us the way to the exit.\And so...\Kirihito! Hey, what's wrong?\I just felt dizzy.\Could it be that you're not feeling well? response:	Otohiko said the air in the Netherworld causes the human body to rot and stuff.
context: We need to hurry up and return to the surface.\I'm starting to feel better about my divine power,\so let's have this white talisman show us the way to the exit.\And so...\Kirihito! Hey, what's wrong?\I just felt dizzy.\Could it be that you're not feeling well?\Otohiko said the air in the Netherworld causes the human body to rot and stuff. response:	That won't be a problem.
context: I'm starting to feel better about my divine power,\so let's have this white talisman show us the way to the exit.\And so...\Kirihito! Hey, what's wrong?\I just felt dizzy.\Could it be that you're not feeling well?\Otohiko said the air in the Netherworld causes the human body to rot and stuff.\That won't be a problem. response:	As long as I'm touching some part of a god's body,
context: so let's have this white talisman show us the way to the exit.\And so...\Kirihito! Hey, what's wrong?\I just felt dizzy.\Could it be that you're not feeling well?\Otohiko said the air in the Netherworld causes the human body to rot and stuff.\That won't be a problem.\As long as I'm touching some part of a god's body, response:	the poison of the Netherworld won't affect me.
context: And so...\Kirihito! Hey, what's wrong?\I just felt dizzy.\Could it be that you're not feeling well?\Otohiko said the air in the Netherworld causes the human body to rot and stuff.\That won't be a problem.\As long as I'm touching some part of a god's body,\the poison of the Netherworld won't affect me. response:	I took a lock of your hair while you were sleeping.
context: Kirihito! Hey, what's wrong?\I just felt dizzy.\Could it be that you're not feeling well?\Otohiko said the air in the Netherworld causes the human body to rot and stuff.\That won't be a problem.\As long as I'm touching some part of a god's body,\the poison of the Netherworld won't affect me.\I took a lock of your hair while you were sleeping. response:	Oh, that's a relief.
context: I just felt dizzy.\Could it be that you're not feeling well?\Otohiko said the air in the Netherworld causes the human body to rot and stuff.\That won't be a problem.\As long as I'm touching some part of a god's body,\the poison of the Netherworld won't affect me.\I took a lock of your hair while you were sleeping.\Oh, that's a relief. response:	Wait, my hair?!
context: Could it be that you're not feeling well?\Otohiko said the air in the Netherworld causes the human body to rot and stuff.\That won't be a problem.\As long as I'm touching some part of a god's body,\the poison of the Netherworld won't affect me.\I took a lock of your hair while you were sleeping.\Oh, that's a relief.\Wait, my hair?! response:	Hair?!
context: Otohiko said the air in the Netherworld causes the human body to rot and stuff.\That won't be a problem.\As long as I'm touching some part of a god's body,\the poison of the Netherworld won't affect me.\I took a lock of your hair while you were sleeping.\Oh, that's a relief.\Wait, my hair?!\Hair?! response:	Hair?!
context: That won't be a problem.\As long as I'm touching some part of a god's body,\the poison of the Netherworld won't affect me.\I took a lock of your hair while you were sleeping.\Oh, that's a relief.\Wait, my hair?!\Hair?!\Hair?! response:	Hair?!
context: As long as I'm touching some part of a god's body,\the poison of the Netherworld won't affect me.\I took a lock of your hair while you were sleeping.\Oh, that's a relief.\Wait, my hair?!\Hair?!\Hair?!\Hair?! response:	Hair?!
context: the poison of the Netherworld won't affect me.\I took a lock of your hair while you were sleeping.\Oh, that's a relief.\Wait, my hair?!\Hair?!\Hair?!\Hair?!\Hair?! response:	Hair?!
context: I took a lock of your hair while you were sleeping.\Oh, that's a relief.\Wait, my hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?! response:	Hair?!
context: Oh, that's a relief.\Wait, my hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?! response:	Hair?!
context: Wait, my hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?! response:	Hair?!
context: Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?! response:	Hair?!
context: Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?! response:	Hair?!
context: Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?! response:	Hair?!
context: Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?! response:	Hair?!
context: Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?! response:	Thanks to that, I'm spared from having to walk while holding hands with you.
context: Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Thanks to that, I'm spared from having to walk while holding hands with you. response:	Okay, but if you need to take a break, just let me know.
context: Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Thanks to that, I'm spared from having to walk while holding hands with you.\Okay, but if you need to take a break, just let me know. response:	Kirihito, someone's come after us.
context: Hair?!\Hair?!\Hair?!\Hair?!\Hair?!\Thanks to that, I'm spared from having to walk while holding hands with you.\Okay, but if you need to take a break, just let me know.\Kirihito, someone's come after us. response:	Ah! Ah! Testing, testing!
context: Hair?!\Hair?!\Hair?!\Hair?!\Thanks to that, I'm spared from having to walk while holding hands with you.\Okay, but if you need to take a break, just let me know.\Kirihito, someone's come after us.\Ah! Ah! Testing, testing! response:	Human god and man!
context: Hair?!\Hair?!\Hair?!\Thanks to that, I'm spared from having to walk while holding hands with you.\Okay, but if you need to take a break, just let me know.\Kirihito, someone's come after us.\Ah! Ah! Testing, testing!\Human god and man! response:	I know that you are hiding, meow!
context: Hair?!\Hair?!\Thanks to that, I'm spared from having to walk while holding hands with you.\Okay, but if you need to take a break, just let me know.\Kirihito, someone's come after us.\Ah! Ah! Testing, testing!\Human god and man!\I know that you are hiding, meow! response:	You have five meow-nites to reveal yourselves.
context: Hair?!\Thanks to that, I'm spared from having to walk while holding hands with you.\Okay, but if you need to take a break, just let me know.\Kirihito, someone's come after us.\Ah! Ah! Testing, testing!\Human god and man!\I know that you are hiding, meow!\You have five meow-nites to reveal yourselves. response:	If not, I, Hiou, Lady Izanami's familiar, will burn you two to ashes along with the forest, meow!
context: Thanks to that, I'm spared from having to walk while holding hands with you.\Okay, but if you need to take a break, just let me know.\Kirihito, someone's come after us.\Ah! Ah! Testing, testing!\Human god and man!\I know that you are hiding, meow!\You have five meow-nites to reveal yourselves.\If not, I, Hiou, Lady Izanami's familiar, will burn you two to ashes along with the forest, meow! response:	If she's going to burn us along with the forest,
context: Okay, but if you need to take a break, just let me know.\Kirihito, someone's come after us.\Ah! Ah! Testing, testing!\Human god and man!\I know that you are hiding, meow!\You have five meow-nites to reveal yourselves.\If not, I, Hiou, Lady Izanami's familiar, will burn you two to ashes along with the forest, meow!\If she's going to burn us along with the forest, response:	then she probably hasn't pinpointed our actual location.
context: Kirihito, someone's come after us.\Ah! Ah! Testing, testing!\Human god and man!\I know that you are hiding, meow!\You have five meow-nites to reveal yourselves.\If not, I, Hiou, Lady Izanami's familiar, will burn you two to ashes along with the forest, meow!\If she's going to burn us along with the forest,\then she probably hasn't pinpointed our actual location. response:	We gotta get out of here.
context: Ah! Ah! Testing, testing!\Human god and man!\I know that you are hiding, meow!\You have five meow-nites to reveal yourselves.\If not, I, Hiou, Lady Izanami's familiar, will burn you two to ashes along with the forest, meow!\If she's going to burn us along with the forest,\then she probably hasn't pinpointed our actual location.\We gotta get out of here. response:	To the exit
context: Human god and man!\I know that you are hiding, meow!\You have five meow-nites to reveal yourselves.\If not, I, Hiou, Lady Izanami's familiar, will burn you two to ashes along with the forest, meow!\If she's going to burn us along with the forest,\then she probably hasn't pinpointed our actual location.\We gotta get out of here.\To the exit response:	To the exit
context: I know that you are hiding, meow!\You have five meow-nites to reveal yourselves.\If not, I, Hiou, Lady Izanami's familiar, will burn you two to ashes along with the forest, meow!\If she's going to burn us along with the forest,\then she probably hasn't pinpointed our actual location.\We gotta get out of here.\To the exit\To the exit response:	To the exit
context: You have five meow-nites to reveal yourselves.\If not, I, Hiou, Lady Izanami's familiar, will burn you two to ashes along with the forest, meow!\If she's going to burn us along with the forest,\then she probably hasn't pinpointed our actual location.\We gotta get out of here.\To the exit\To the exit\To the exit response:	To the exit
context: If not, I, Hiou, Lady Izanami's familiar, will burn you two to ashes along with the forest, meow!\If she's going to burn us along with the forest,\then she probably hasn't pinpointed our actual location.\We gotta get out of here.\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: If she's going to burn us along with the forest,\then she probably hasn't pinpointed our actual location.\We gotta get out of here.\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: then she probably hasn't pinpointed our actual location.\We gotta get out of here.\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: We gotta get out of here.\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	Talisman, please show us the way out of here.
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\Talisman, please show us the way out of here. response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\Talisman, please show us the way out of here.\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\Talisman, please show us the way out of here.\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\Talisman, please show us the way out of here.\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\Talisman, please show us the way out of here.\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\Talisman, please show us the way out of here.\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\Talisman, please show us the way out of here.\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: Talisman, please show us the way out of here.\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
