context: Otani-kun. response:	Good morning!
context: Cat got your tongue? Why don't you try responding?\Are you lookin' for a fight, you dumb bitch?!\Mi...mi...\Oh dear...\She must be really down, now that you've seen her true colors.\What do you mean by that?\Are you trying to tell me that the Mimi I know...\Of course she wants to act cute in front of the guy she likes. response:	I do it too!
context: Are you lookin' for a fight, you dumb bitch?!\Mi...mi...\Oh dear...\She must be really down, now that you've seen her true colors.\What do you mean by that?\Are you trying to tell me that the Mimi I know...\Of course she wants to act cute in front of the guy she likes.\I do it too! response:	Gross, gross.
context: Mi...mi...\Oh dear...\She must be really down, now that you've seen her true colors.\What do you mean by that?\Are you trying to tell me that the Mimi I know...\Of course she wants to act cute in front of the guy she likes.\I do it too!\Gross, gross. response:	What do you mean, gross?
context: Oh dear...\She must be really down, now that you've seen her true colors.\What do you mean by that?\Are you trying to tell me that the Mimi I know...\Of course she wants to act cute in front of the guy she likes.\I do it too!\Gross, gross.\What do you mean, gross? response:	See, there you go.
context: She must be really down, now that you've seen her true colors.\What do you mean by that?\Are you trying to tell me that the Mimi I know...\Of course she wants to act cute in front of the guy she likes.\I do it too!\Gross, gross.\What do you mean, gross?\See, there you go. response:	How is that cute?
context: What do you mean by that?\Are you trying to tell me that the Mimi I know...\Of course she wants to act cute in front of the guy she likes.\I do it too!\Gross, gross.\What do you mean, gross?\See, there you go.\How is that cute? response:	This happens because you say pointless things...
context: Are you trying to tell me that the Mimi I know...\Of course she wants to act cute in front of the guy she likes.\I do it too!\Gross, gross.\What do you mean, gross?\See, there you go.\How is that cute?\This happens because you say pointless things... response:	Well, never mind that.
context: Of course she wants to act cute in front of the guy she likes.\I do it too!\Gross, gross.\What do you mean, gross?\See, there you go.\How is that cute?\This happens because you say pointless things...\Well, never mind that. response:	Has Mimi-chan contacted you?
context: I do it too!\Gross, gross.\What do you mean, gross?\See, there you go.\How is that cute?\This happens because you say pointless things...\Well, never mind that.\Has Mimi-chan contacted you? response:	Yeah.
context: Gross, gross.\What do you mean, gross?\See, there you go.\How is that cute?\This happens because you say pointless things...\Well, never mind that.\Has Mimi-chan contacted you?\Yeah. response:	She said the three of us should do something after school today.
context: What do you mean, gross?\See, there you go.\How is that cute?\This happens because you say pointless things...\Well, never mind that.\Has Mimi-chan contacted you?\Yeah.\She said the three of us should do something after school today. response:	W-Why?
context: See, there you go.\How is that cute?\This happens because you say pointless things...\Well, never mind that.\Has Mimi-chan contacted you?\Yeah.\She said the three of us should do something after school today.\W-Why? response:	Now that her cover's blown, Mimi-chan's going to get serious, right?
context: How is that cute?\This happens because you say pointless things...\Well, never mind that.\Has Mimi-chan contacted you?\Yeah.\She said the three of us should do something after school today.\W-Why?\Now that her cover's blown, Mimi-chan's going to get serious, right? response:	What do you mean by serious?
context: This happens because you say pointless things...\Well, never mind that.\Has Mimi-chan contacted you?\Yeah.\She said the three of us should do something after school today.\W-Why?\Now that her cover's blown, Mimi-chan's going to get serious, right?\What do you mean by serious? response:	What would happen to an idiot like Otani if a pretty girl like her got serious about him?
context: Well, never mind that.\Has Mimi-chan contacted you?\Yeah.\She said the three of us should do something after school today.\W-Why?\Now that her cover's blown, Mimi-chan's going to get serious, right?\What do you mean by serious?\What would happen to an idiot like Otani if a pretty girl like her got serious about him? response:	I'm not going to lose!
context: Has Mimi-chan contacted you?\Yeah.\She said the three of us should do something after school today.\W-Why?\Now that her cover's blown, Mimi-chan's going to get serious, right?\What do you mean by serious?\What would happen to an idiot like Otani if a pretty girl like her got serious about him?\I'm not going to lose! response:	I'm not going to let all of my efforts go to waste!
context: Yeah.\She said the three of us should do something after school today.\W-Why?\Now that her cover's blown, Mimi-chan's going to get serious, right?\What do you mean by serious?\What would happen to an idiot like Otani if a pretty girl like her got serious about him?\I'm not going to lose!\I'm not going to let all of my efforts go to waste! response:	We'll go wherever you want, A-chan.
context: She said the three of us should do something after school today.\W-Why?\Now that her cover's blown, Mimi-chan's going to get serious, right?\What do you mean by serious?\What would happen to an idiot like Otani if a pretty girl like her got serious about him?\I'm not going to lose!\I'm not going to let all of my efforts go to waste!\We'll go wherever you want, A-chan. response:	That's okay, right?
context: W-Why?\Now that her cover's blown, Mimi-chan's going to get serious, right?\What do you mean by serious?\What would happen to an idiot like Otani if a pretty girl like her got serious about him?\I'm not going to lose!\I'm not going to let all of my efforts go to waste!\We'll go wherever you want, A-chan.\That's okay, right? response:	It's fine.
context: Now that her cover's blown, Mimi-chan's going to get serious, right?\What do you mean by serious?\What would happen to an idiot like Otani if a pretty girl like her got serious about him?\I'm not going to lose!\I'm not going to let all of my efforts go to waste!\We'll go wherever you want, A-chan.\That's okay, right?\It's fine. response:	H-Hold on, you two...
context: What do you mean by serious?\What would happen to an idiot like Otani if a pretty girl like her got serious about him?\I'm not going to lose!\I'm not going to let all of my efforts go to waste!\We'll go wherever you want, A-chan.\That's okay, right?\It's fine.\H-Hold on, you two... response:	Let's go, A-chan.
context: What would happen to an idiot like Otani if a pretty girl like her got serious about him?\I'm not going to lose!\I'm not going to let all of my efforts go to waste!\We'll go wherever you want, A-chan.\That's okay, right?\It's fine.\H-Hold on, you two...\Let's go, A-chan. response:	Please, just go away, both of you.
context: I'm not going to lose!\I'm not going to let all of my efforts go to waste!\We'll go wherever you want, A-chan.\That's okay, right?\It's fine.\H-Hold on, you two...\Let's go, A-chan.\Please, just go away, both of you. response:	Sweet!
context: I'm not going to let all of my efforts go to waste!\We'll go wherever you want, A-chan.\That's okay, right?\It's fine.\H-Hold on, you two...\Let's go, A-chan.\Please, just go away, both of you.\Sweet! response:	What should we play? What should we play?
context: We'll go wherever you want, A-chan.\That's okay, right?\It's fine.\H-Hold on, you two...\Let's go, A-chan.\Please, just go away, both of you.\Sweet!\What should we play? What should we play? response:	Ah! That one's free. Let's go!
context: That's okay, right?\It's fine.\H-Hold on, you two...\Let's go, A-chan.\Please, just go away, both of you.\Sweet!\What should we play? What should we play?\Ah! That one's free. Let's go! response:	Awesome!
context: It's fine.\H-Hold on, you two...\Let's go, A-chan.\Please, just go away, both of you.\Sweet!\What should we play? What should we play?\Ah! That one's free. Let's go!\Awesome! response:	A-chan?
context: H-Hold on, you two...\Let's go, A-chan.\Please, just go away, both of you.\Sweet!\What should we play? What should we play?\Ah! That one's free. Let's go!\Awesome!\A-chan? response:	Huh? Where's Mimi-chan?
context: Let's go, A-chan.\Please, just go away, both of you.\Sweet!\What should we play? What should we play?\Ah! That one's free. Let's go!\Awesome!\A-chan?\Huh? Where's Mimi-chan? response:	Oh, there you are.
context: Please, just go away, both of you.\Sweet!\What should we play? What should we play?\Ah! That one's free. Let's go!\Awesome!\A-chan?\Huh? Where's Mimi-chan?\Oh, there you are. response:	Mimi-chan, come play with us.
context: Sweet!\What should we play? What should we play?\Ah! That one's free. Let's go!\Awesome!\A-chan?\Huh? Where's Mimi-chan?\Oh, there you are.\Mimi-chan, come play with us. response:	I'm going home.
context: What should we play? What should we play?\Ah! That one's free. Let's go!\Awesome!\A-chan?\Huh? Where's Mimi-chan?\Oh, there you are.\Mimi-chan, come play with us.\I'm going home. response:	I'm going home!
context: Ah! That one's free. Let's go!\Awesome!\A-chan?\Huh? Where's Mimi-chan?\Oh, there you are.\Mimi-chan, come play with us.\I'm going home.\I'm going home! response:	Mimi!
context: Awesome!\A-chan?\Huh? Where's Mimi-chan?\Oh, there you are.\Mimi-chan, come play with us.\I'm going home.\I'm going home!\Mimi! response:	There's something I need to say to you properly.
context: A-chan?\Huh? Where's Mimi-chan?\Oh, there you are.\Mimi-chan, come play with us.\I'm going home.\I'm going home!\Mimi!\There's something I need to say to you properly. response:	I don't want to hear it.
context: Huh? Where's Mimi-chan?\Oh, there you are.\Mimi-chan, come play with us.\I'm going home.\I'm going home!\Mimi!\There's something I need to say to you properly.\I don't want to hear it. response:	You're going to reject me, right?
context: Oh, there you are.\Mimi-chan, come play with us.\I'm going home.\I'm going home!\Mimi!\There's something I need to say to you properly.\I don't want to hear it.\You're going to reject me, right? response:	Mimi-chan...
context: Mimi-chan, come play with us.\I'm going home.\I'm going home!\Mimi!\There's something I need to say to you properly.\I don't want to hear it.\You're going to reject me, right?\Mimi-chan... response:	Mimi...
context: I'm going home.\I'm going home!\Mimi!\There's something I need to say to you properly.\I don't want to hear it.\You're going to reject me, right?\Mimi-chan...\Mimi... response:	No.
context: I'm going home!\Mimi!\There's something I need to say to you properly.\I don't want to hear it.\You're going to reject me, right?\Mimi-chan...\Mimi...\No. response:	Mimi.
context: Mimi!\There's something I need to say to you properly.\I don't want to hear it.\You're going to reject me, right?\Mimi-chan...\Mimi...\No.\Mimi. response:	I said, no!
context: There's something I need to say to you properly.\I don't want to hear it.\You're going to reject me, right?\Mimi-chan...\Mimi...\No.\Mimi.\I said, no! response:	Mimi! Listen to me!
context: I don't want to hear it.\You're going to reject me, right?\Mimi-chan...\Mimi...\No.\Mimi.\I said, no!\Mimi! Listen to me! response:	No! I don't want to hear it!
context: You're going to reject me, right?\Mimi-chan...\Mimi...\No.\Mimi.\I said, no!\Mimi! Listen to me!\No! I don't want to hear it! response:	About Koizumi, I...
context: Mimi-chan...\Mimi...\No.\Mimi.\I said, no!\Mimi! Listen to me!\No! I don't want to hear it!\About Koizumi, I... response:	No! No! Stop!
context: Mimi...\No.\Mimi.\I said, no!\Mimi! Listen to me!\No! I don't want to hear it!\About Koizumi, I...\No! No! Stop! response:	Mimi!
context: No.\Mimi.\I said, no!\Mimi! Listen to me!\No! I don't want to hear it!\About Koizumi, I...\No! No! Stop!\Mimi! response:	No!
context: Mimi.\I said, no!\Mimi! Listen to me!\No! I don't want to hear it!\About Koizumi, I...\No! No! Stop!\Mimi!\No! response:	Don't say it!
context: I said, no!\Mimi! Listen to me!\No! I don't want to hear it!\About Koizumi, I...\No! No! Stop!\Mimi!\No!\Don't say it! response:	Idiot!
context: Mimi! Listen to me!\No! I don't want to hear it!\About Koizumi, I...\No! No! Stop!\Mimi!\No!\Don't say it!\Idiot! response:	Wh-What the...
context: No! I don't want to hear it!\About Koizumi, I...\No! No! Stop!\Mimi!\No!\Don't say it!\Idiot!\Wh-What the... response:	I thought you liked Otani more than me!
context: About Koizumi, I...\No! No! Stop!\Mimi!\No!\Don't say it!\Idiot!\Wh-What the...\I thought you liked Otani more than me! response:	Was that all just talk?
context: No! No! Stop!\Mimi!\No!\Don't say it!\Idiot!\Wh-What the...\I thought you liked Otani more than me!\Was that all just talk? response:	You're his girlfriend. Like you'd know how it feels to be rejected!
context: Mimi!\No!\Don't say it!\Idiot!\Wh-What the...\I thought you liked Otani more than me!\Was that all just talk?\You're his girlfriend. Like you'd know how it feels to be rejected! response:	I do know how! I was rejected, too! Twice!
context: No!\Don't say it!\Idiot!\Wh-What the...\I thought you liked Otani more than me!\Was that all just talk?\You're his girlfriend. Like you'd know how it feels to be rejected!\I do know how! I was rejected, too! Twice! response:	I thought about giving up, too,
context: Don't say it!\Idiot!\Wh-What the...\I thought you liked Otani more than me!\Was that all just talk?\You're his girlfriend. Like you'd know how it feels to be rejected!\I do know how! I was rejected, too! Twice!\I thought about giving up, too, response:	No way.
context: Idiot!\Wh-What the...\I thought you liked Otani more than me!\Was that all just talk?\You're his girlfriend. Like you'd know how it feels to be rejected!\I do know how! I was rejected, too! Twice!\I thought about giving up, too,\No way. response:	I might be his girlfriend now,
context: Wh-What the...\I thought you liked Otani more than me!\Was that all just talk?\You're his girlfriend. Like you'd know how it feels to be rejected!\I do know how! I was rejected, too! Twice!\I thought about giving up, too,\No way.\I might be his girlfriend now, response:	I can hardly tell whether he actually likes me or not.
context: I thought you liked Otani more than me!\Was that all just talk?\You're his girlfriend. Like you'd know how it feels to be rejected!\I do know how! I was rejected, too! Twice!\I thought about giving up, too,\No way.\I might be his girlfriend now,\I can hardly tell whether he actually likes me or not. response:	Hey, what're you sayi
context: Was that all just talk?\You're his girlfriend. Like you'd know how it feels to be rejected!\I do know how! I was rejected, too! Twice!\I thought about giving up, too,\No way.\I might be his girlfriend now,\I can hardly tell whether he actually likes me or not.\Hey, what're you sayi response:	But I love him more than I can say, so it's fine.
context: You're his girlfriend. Like you'd know how it feels to be rejected!\I do know how! I was rejected, too! Twice!\I thought about giving up, too,\No way.\I might be his girlfriend now,\I can hardly tell whether he actually likes me or not.\Hey, what're you sayi\But I love him more than I can say, so it's fine. response:	I'm not going to give Otani up to someone who just runs away when she gets rejected.
context: I do know how! I was rejected, too! Twice!\I thought about giving up, too,\No way.\I might be his girlfriend now,\I can hardly tell whether he actually likes me or not.\Hey, what're you sayi\But I love him more than I can say, so it's fine.\I'm not going to give Otani up to someone who just runs away when she gets rejected. response:	So, did Mimi-chan storm off?
context: I thought about giving up, too,\No way.\I might be his girlfriend now,\I can hardly tell whether he actually likes me or not.\Hey, what're you sayi\But I love him more than I can say, so it's fine.\I'm not going to give Otani up to someone who just runs away when she gets rejected.\So, did Mimi-chan storm off? response:	No, no.
context: No way.\I might be his girlfriend now,\I can hardly tell whether he actually likes me or not.\Hey, what're you sayi\But I love him more than I can say, so it's fine.\I'm not going to give Otani up to someone who just runs away when she gets rejected.\So, did Mimi-chan storm off?\No, no. response:	She said she can't deal with an idiot like you, so she's giving up on me.
context: I might be his girlfriend now,\I can hardly tell whether he actually likes me or not.\Hey, what're you sayi\But I love him more than I can say, so it's fine.\I'm not going to give Otani up to someone who just runs away when she gets rejected.\So, did Mimi-chan storm off?\No, no.\She said she can't deal with an idiot like you, so she's giving up on me. response:	What's up with that?
context: I can hardly tell whether he actually likes me or not.\Hey, what're you sayi\But I love him more than I can say, so it's fine.\I'm not going to give Otani up to someone who just runs away when she gets rejected.\So, did Mimi-chan storm off?\No, no.\She said she can't deal with an idiot like you, so she's giving up on me.\What's up with that? response:	It must have hurt her a lot the first time you rejected her.
context: Hey, what're you sayi\But I love him more than I can say, so it's fine.\I'm not going to give Otani up to someone who just runs away when she gets rejected.\So, did Mimi-chan storm off?\No, no.\She said she can't deal with an idiot like you, so she's giving up on me.\What's up with that?\It must have hurt her a lot the first time you rejected her. response:	But she worked hard to win you over.
context: But I love him more than I can say, so it's fine.\I'm not going to give Otani up to someone who just runs away when she gets rejected.\So, did Mimi-chan storm off?\No, no.\She said she can't deal with an idiot like you, so she's giving up on me.\What's up with that?\It must have hurt her a lot the first time you rejected her.\But she worked hard to win you over. response:	She really is amazing, that girl.
context: I'm not going to give Otani up to someone who just runs away when she gets rejected.\So, did Mimi-chan storm off?\No, no.\She said she can't deal with an idiot like you, so she's giving up on me.\What's up with that?\It must have hurt her a lot the first time you rejected her.\But she worked hard to win you over.\She really is amazing, that girl. response:	What was that you were saying back there?
context: So, did Mimi-chan storm off?\No, no.\She said she can't deal with an idiot like you, so she's giving up on me.\What's up with that?\It must have hurt her a lot the first time you rejected her.\But she worked hard to win you over.\She really is amazing, that girl.\What was that you were saying back there? response:	Something about not being able to tell whether I actually like you or not, wasn't it?
context: No, no.\She said she can't deal with an idiot like you, so she's giving up on me.\What's up with that?\It must have hurt her a lot the first time you rejected her.\But she worked hard to win you over.\She really is amazing, that girl.\What was that you were saying back there?\Something about not being able to tell whether I actually like you or not, wasn't it? response:	Ahh, that was just...
context: She said she can't deal with an idiot like you, so she's giving up on me.\What's up with that?\It must have hurt her a lot the first time you rejected her.\But she worked hard to win you over.\She really is amazing, that girl.\What was that you were saying back there?\Something about not being able to tell whether I actually like you or not, wasn't it?\Ahh, that was just... response:	You deliberately stood on higher steps.
context: What's up with that?\It must have hurt her a lot the first time you rejected her.\But she worked hard to win you over.\She really is amazing, that girl.\What was that you were saying back there?\Something about not being able to tell whether I actually like you or not, wasn't it?\Ahh, that was just...\You deliberately stood on higher steps. response:	Well, I wouldn't have been as cool if we were standing on level ground.
context: It must have hurt her a lot the first time you rejected her.\But she worked hard to win you over.\She really is amazing, that girl.\What was that you were saying back there?\Something about not being able to tell whether I actually like you or not, wasn't it?\Ahh, that was just...\You deliberately stood on higher steps.\Well, I wouldn't have been as cool if we were standing on level ground. response:	Let's go.
context: But she worked hard to win you over.\She really is amazing, that girl.\What was that you were saying back there?\Something about not being able to tell whether I actually like you or not, wasn't it?\Ahh, that was just...\You deliberately stood on higher steps.\Well, I wouldn't have been as cool if we were standing on level ground.\Let's go. response:	A lot has happened,
context: She really is amazing, that girl.\What was that you were saying back there?\Something about not being able to tell whether I actually like you or not, wasn't it?\Ahh, that was just...\You deliberately stood on higher steps.\Well, I wouldn't have been as cool if we were standing on level ground.\Let's go.\A lot has happened, response:	Are you writing test questions?
context: What was that you were saying back there?\Something about not being able to tell whether I actually like you or not, wasn't it?\Ahh, that was just...\You deliberately stood on higher steps.\Well, I wouldn't have been as cool if we were standing on level ground.\Let's go.\A lot has happened,\Are you writing test questions? response:	Ah, no.
context: Something about not being able to tell whether I actually like you or not, wasn't it?\Ahh, that was just...\You deliberately stood on higher steps.\Well, I wouldn't have been as cool if we were standing on level ground.\Let's go.\A lot has happened,\Are you writing test questions?\Ah, no. response:	I was just looking over what the students aim to do in the future.
context: Ahh, that was just...\You deliberately stood on higher steps.\Well, I wouldn't have been as cool if we were standing on level ground.\Let's go.\A lot has happened,\Are you writing test questions?\Ah, no.\I was just looking over what the students aim to do in the future. response:	It's almost time for them to make their final decisions, isn't it?
context: You deliberately stood on higher steps.\Well, I wouldn't have been as cool if we were standing on level ground.\Let's go.\A lot has happened,\Are you writing test questions?\Ah, no.\I was just looking over what the students aim to do in the future.\It's almost time for them to make their final decisions, isn't it? response:	That is is.
context: Well, I wouldn't have been as cool if we were standing on level ground.\Let's go.\A lot has happened,\Are you writing test questions?\Ah, no.\I was just looking over what the students aim to do in the future.\It's almost time for them to make their final decisions, isn't it?\That is is. response:	It looks like All Hanshin-Kyojin will finally have to break up.
context: Let's go.\A lot has happened,\Are you writing test questions?\Ah, no.\I was just looking over what the students aim to do in the future.\It's almost time for them to make their final decisions, isn't it?\That is is.\It looks like All Hanshin-Kyojin will finally have to break up. response:	Career Guidance Questionnaire
context: A lot has happened,\Are you writing test questions?\Ah, no.\I was just looking over what the students aim to do in the future.\It's almost time for them to make their final decisions, isn't it?\That is is.\It looks like All Hanshin-Kyojin will finally have to break up.\Career Guidance Questionnaire response:	Otani Atsushi
context: Are you writing test questions?\Ah, no.\I was just looking over what the students aim to do in the future.\It's almost time for them to make their final decisions, isn't it?\That is is.\It looks like All Hanshin-Kyojin will finally have to break up.\Career Guidance Questionnaire\Otani Atsushi response:	University
context: Ah, no.\I was just looking over what the students aim to do in the future.\It's almost time for them to make their final decisions, isn't it?\That is is.\It looks like All Hanshin-Kyojin will finally have to break up.\Career Guidance Questionnaire\Otani Atsushi\University response:	Are you going to college?
context: I was just looking over what the students aim to do in the future.\It's almost time for them to make their final decisions, isn't it?\That is is.\It looks like All Hanshin-Kyojin will finally have to break up.\Career Guidance Questionnaire\Otani Atsushi\University\Are you going to college? response:	Impossible.
context: It's almost time for them to make their final decisions, isn't it?\That is is.\It looks like All Hanshin-Kyojin will finally have to break up.\Career Guidance Questionnaire\Otani Atsushi\University\Are you going to college?\Impossible. response:	Huh?!
context: That is is.\It looks like All Hanshin-Kyojin will finally have to break up.\Career Guidance Questionnaire\Otani Atsushi\University\Are you going to college?\Impossible.\Huh?! response:	What are we going to do while you're away, Otani?
context: It looks like All Hanshin-Kyojin will finally have to break up.\Career Guidance Questionnaire\Otani Atsushi\University\Are you going to college?\Impossible.\Huh?!\What are we going to do while you're away, Otani? response:	Lovely Complex Love Com.
context: Career Guidance Questionnaire\Otani Atsushi\University\Are you going to college?\Impossible.\Huh?!\What are we going to do while you're away, Otani?\Lovely Complex Love Com. response:	Next: Premonition of Separation?! The Different Paths Risa and Otani Will Walk.
context: Otani Atsushi\University\Are you going to college?\Impossible.\Huh?!\What are we going to do while you're away, Otani?\Lovely Complex Love Com.\Next: Premonition of Separation?! The Different Paths Risa and Otani Will Walk. response:	Premonition of Separation?! The Different Paths Risa and Otani Will Walk
context: University\Are you going to college?\Impossible.\Huh?!\What are we going to do while you're away, Otani?\Lovely Complex Love Com.\Next: Premonition of Separation?! The Different Paths Risa and Otani Will Walk.\Premonition of Separation?! The Different Paths Risa and Otani Will Walk response:	Be sure to watch!
