context: Congratulations, Louise FranCoise. response:	I really am unworthy of such an honorary title as Chevalier.
context: Why do I have to dress up in this embarrassing outfit\and sell favors to these people?\And on top of it, they keep saying I'm so small and flat.\Oh, really? Mr. Scarron did?\Yeah! He seems to like you an awful lot.\He said you were his type!\Breasts!\He's after breasts like the others! response:	Ouch...
context: and sell favors to these people?\And on top of it, they keep saying I'm so small and flat.\Oh, really? Mr. Scarron did?\Yeah! He seems to like you an awful lot.\He said you were his type!\Breasts!\He's after breasts like the others!\Ouch... response:	Huh?
context: And on top of it, they keep saying I'm so small and flat.\Oh, really? Mr. Scarron did?\Yeah! He seems to like you an awful lot.\He said you were his type!\Breasts!\He's after breasts like the others!\Ouch...\Huh? response:	Are you all right?
context: Oh, really? Mr. Scarron did?\Yeah! He seems to like you an awful lot.\He said you were his type!\Breasts!\He's after breasts like the others!\Ouch...\Huh?\Are you all right? response:	You passed out when a flying bottle of wine hit your head.
context: Yeah! He seems to like you an awful lot.\He said you were his type!\Breasts!\He's after breasts like the others!\Ouch...\Huh?\Are you all right?\You passed out when a flying bottle of wine hit your head. response:	Bottle? Why would a bottle...
context: He said you were his type!\Breasts!\He's after breasts like the others!\Ouch...\Huh?\Are you all right?\You passed out when a flying bottle of wine hit your head.\Bottle? Why would a bottle... response:	Hey, Louise isn't your sister, is she?
context: Breasts!\He's after breasts like the others!\Ouch...\Huh?\Are you all right?\You passed out when a flying bottle of wine hit your head.\Bottle? Why would a bottle...\Hey, Louise isn't your sister, is she? response:	What's this all of a sudden?
context: He's after breasts like the others!\Ouch...\Huh?\Are you all right?\You passed out when a flying bottle of wine hit your head.\Bottle? Why would a bottle...\Hey, Louise isn't your sister, is she?\What's this all of a sudden? response:	I can tell just looking at you two.
context: Ouch...\Huh?\Are you all right?\You passed out when a flying bottle of wine hit your head.\Bottle? Why would a bottle...\Hey, Louise isn't your sister, is she?\What's this all of a sudden?\I can tell just looking at you two. response:	But it's not like you guys are dating each other, either.
context: Huh?\Are you all right?\You passed out when a flying bottle of wine hit your head.\Bottle? Why would a bottle...\Hey, Louise isn't your sister, is she?\What's this all of a sudden?\I can tell just looking at you two.\But it's not like you guys are dating each other, either. response:	You know, Jessica, you're mistaken...
context: Are you all right?\You passed out when a flying bottle of wine hit your head.\Bottle? Why would a bottle...\Hey, Louise isn't your sister, is she?\What's this all of a sudden?\I can tell just looking at you two.\But it's not like you guys are dating each other, either.\You know, Jessica, you're mistaken... response:	And Louise... She's a noble, isn't she?
context: You passed out when a flying bottle of wine hit your head.\Bottle? Why would a bottle...\Hey, Louise isn't your sister, is she?\What's this all of a sudden?\I can tell just looking at you two.\But it's not like you guys are dating each other, either.\You know, Jessica, you're mistaken...\And Louise... She's a noble, isn't she? response:	What... What are you talking about?
context: Bottle? Why would a bottle...\Hey, Louise isn't your sister, is she?\What's this all of a sudden?\I can tell just looking at you two.\But it's not like you guys are dating each other, either.\You know, Jessica, you're mistaken...\And Louise... She's a noble, isn't she?\What... What are you talking about? response:	There's no way that such a violent, inelegant girl would be a noble.
context: Hey, Louise isn't your sister, is she?\What's this all of a sudden?\I can tell just looking at you two.\But it's not like you guys are dating each other, either.\You know, Jessica, you're mistaken...\And Louise... She's a noble, isn't she?\What... What are you talking about?\There's no way that such a violent, inelegant girl would be a noble. response:	Just as I thought.
context: What's this all of a sudden?\I can tell just looking at you two.\But it's not like you guys are dating each other, either.\You know, Jessica, you're mistaken...\And Louise... She's a noble, isn't she?\What... What are you talking about?\There's no way that such a violent, inelegant girl would be a noble.\Just as I thought. response:	She didn't even know how to carry a plate in the beginning, right?
context: I can tell just looking at you two.\But it's not like you guys are dating each other, either.\You know, Jessica, you're mistaken...\And Louise... She's a noble, isn't she?\What... What are you talking about?\There's no way that such a violent, inelegant girl would be a noble.\Just as I thought.\She didn't even know how to carry a plate in the beginning, right? response:	That unusual amount of pride in herself, and her behavior...
context: But it's not like you guys are dating each other, either.\You know, Jessica, you're mistaken...\And Louise... She's a noble, isn't she?\What... What are you talking about?\There's no way that such a violent, inelegant girl would be a noble.\Just as I thought.\She didn't even know how to carry a plate in the beginning, right?\That unusual amount of pride in herself, and her behavior... response:	She's got to be a noble.
context: You know, Jessica, you're mistaken...\And Louise... She's a noble, isn't she?\What... What are you talking about?\There's no way that such a violent, inelegant girl would be a noble.\Just as I thought.\She didn't even know how to carry a plate in the beginning, right?\That unusual amount of pride in herself, and her behavior...\She's got to be a noble. response:	So you're her servant or something?
context: And Louise... She's a noble, isn't she?\What... What are you talking about?\There's no way that such a violent, inelegant girl would be a noble.\Just as I thought.\She didn't even know how to carry a plate in the beginning, right?\That unusual amount of pride in herself, and her behavior...\She's got to be a noble.\So you're her servant or something? response:	I'm no servant.
context: What... What are you talking about?\There's no way that such a violent, inelegant girl would be a noble.\Just as I thought.\She didn't even know how to carry a plate in the beginning, right?\That unusual amount of pride in herself, and her behavior...\She's got to be a noble.\So you're her servant or something?\I'm no servant. response:	It's better you keep yourself out of this.
context: There's no way that such a violent, inelegant girl would be a noble.\Just as I thought.\She didn't even know how to carry a plate in the beginning, right?\That unusual amount of pride in herself, and her behavior...\She's got to be a noble.\So you're her servant or something?\I'm no servant.\It's better you keep yourself out of this. response:	What's that? You're crossing some dangerous bridge or something?
context: Just as I thought.\She didn't even know how to carry a plate in the beginning, right?\That unusual amount of pride in herself, and her behavior...\She's got to be a noble.\So you're her servant or something?\I'm no servant.\It's better you keep yourself out of this.\What's that? You're crossing some dangerous bridge or something? response:	That sounds like fun!
context: She didn't even know how to carry a plate in the beginning, right?\That unusual amount of pride in herself, and her behavior...\She's got to be a noble.\So you're her servant or something?\I'm no servant.\It's better you keep yourself out of this.\What's that? You're crossing some dangerous bridge or something?\That sounds like fun! response:	I love stories like that!
context: That unusual amount of pride in herself, and her behavior...\She's got to be a noble.\So you're her servant or something?\I'm no servant.\It's better you keep yourself out of this.\What's that? You're crossing some dangerous bridge or something?\That sounds like fun!\I love stories like that! response:	Come on, tell me.
context: She's got to be a noble.\So you're her servant or something?\I'm no servant.\It's better you keep yourself out of this.\What's that? You're crossing some dangerous bridge or something?\That sounds like fun!\I love stories like that!\Come on, tell me. response:	I won't tell anyone else about it.
context: So you're her servant or something?\I'm no servant.\It's better you keep yourself out of this.\What's that? You're crossing some dangerous bridge or something?\That sounds like fun!\I love stories like that!\Come on, tell me.\I won't tell anyone else about it. response:	Well, you say that, but...
context: I'm no servant.\It's better you keep yourself out of this.\What's that? You're crossing some dangerous bridge or something?\That sounds like fun!\I love stories like that!\Come on, tell me.\I won't tell anyone else about it.\Well, you say that, but... response:	In exchange, I'll teach you all sorts of stuff!
context: It's better you keep yourself out of this.\What's that? You're crossing some dangerous bridge or something?\That sounds like fun!\I love stories like that!\Come on, tell me.\I won't tell anyone else about it.\Well, you say that, but...\In exchange, I'll teach you all sorts of stuff! response:	Um... Teach what?!
context: What's that? You're crossing some dangerous bridge or something?\That sounds like fun!\I love stories like that!\Come on, tell me.\I won't tell anyone else about it.\Well, you say that, but...\In exchange, I'll teach you all sorts of stuff!\Um... Teach what?! response:	Don't ask the obvious!
context: That sounds like fun!\I love stories like that!\Come on, tell me.\I won't tell anyone else about it.\Well, you say that, but...\In exchange, I'll teach you all sorts of stuff!\Um... Teach what?!\Don't ask the obvious! response:	Um...
context: I love stories like that!\Come on, tell me.\I won't tell anyone else about it.\Well, you say that, but...\In exchange, I'll teach you all sorts of stuff!\Um... Teach what?!\Don't ask the obvious!\Um... response:	What are you doing?
context: Come on, tell me.\I won't tell anyone else about it.\Well, you say that, but...\In exchange, I'll teach you all sorts of stuff!\Um... Teach what?!\Don't ask the obvious!\Um...\What are you doing? response:	Gathering information!
context: I won't tell anyone else about it.\Well, you say that, but...\In exchange, I'll teach you all sorts of stuff!\Um... Teach what?!\Don't ask the obvious!\Um...\What are you doing?\Gathering information! response:	Did you know that she's the owner's daughter?
context: Well, you say that, but...\In exchange, I'll teach you all sorts of stuff!\Um... Teach what?!\Don't ask the obvious!\Um...\What are you doing?\Gathering information!\Did you know that she's the owner's daughter? response:	So I was asking about the customers that come and go...
context: In exchange, I'll teach you all sorts of stuff!\Um... Teach what?!\Don't ask the obvious!\Um...\What are you doing?\Gathering information!\Did you know that she's the owner's daughter?\So I was asking about the customers that come and go... response:	What information have you been gathering?!
context: Um... Teach what?!\Don't ask the obvious!\Um...\What are you doing?\Gathering information!\Did you know that she's the owner's daughter?\So I was asking about the customers that come and go...\What information have you been gathering?! response:	You really are a stupid dog!
context: Don't ask the obvious!\Um...\What are you doing?\Gathering information!\Did you know that she's the owner's daughter?\So I was asking about the customers that come and go...\What information have you been gathering?!\You really are a stupid dog! response:	Hold on, Louise.
context: Um...\What are you doing?\Gathering information!\Did you know that she's the owner's daughter?\So I was asking about the customers that come and go...\What information have you been gathering?!\You really are a stupid dog!\Hold on, Louise. response:	What?!
context: What are you doing?\Gathering information!\Did you know that she's the owner's daughter?\So I was asking about the customers that come and go...\What information have you been gathering?!\You really are a stupid dog!\Hold on, Louise.\What?! response:	What about your work?
context: Gathering information!\Did you know that she's the owner's daughter?\So I was asking about the customers that come and go...\What information have you been gathering?!\You really are a stupid dog!\Hold on, Louise.\What?!\What about your work? response:	Shut up!
context: Did you know that she's the owner's daughter?\So I was asking about the customers that come and go...\What information have you been gathering?!\You really are a stupid dog!\Hold on, Louise.\What?!\What about your work?\Shut up! response:	I'll go back as soon as I train this stupid dog... stupid brother.
context: So I was asking about the customers that come and go...\What information have you been gathering?!\You really are a stupid dog!\Hold on, Louise.\What?!\What about your work?\Shut up!\I'll go back as soon as I train this stupid dog... stupid brother. response:	Do you have that much free time?
context: What information have you been gathering?!\You really are a stupid dog!\Hold on, Louise.\What?!\What about your work?\Shut up!\I'll go back as soon as I train this stupid dog... stupid brother.\Do you have that much free time? response:	You can't even get any tips worth a damn.
context: You really are a stupid dog!\Hold on, Louise.\What?!\What about your work?\Shut up!\I'll go back as soon as I train this stupid dog... stupid brother.\Do you have that much free time?\You can't even get any tips worth a damn. response:	Oh well, I guess you can't help it, with such a meager...
context: Hold on, Louise.\What?!\What about your work?\Shut up!\I'll go back as soon as I train this stupid dog... stupid brother.\Do you have that much free time?\You can't even get any tips worth a damn.\Oh well, I guess you can't help it, with such a meager... response:	What is it?!
context: What?!\What about your work?\Shut up!\I'll go back as soon as I train this stupid dog... stupid brother.\Do you have that much free time?\You can't even get any tips worth a damn.\Oh well, I guess you can't help it, with such a meager...\What is it?! response:	Just because I don't have big breasts, people call me a brat, a water flea...
context: What about your work?\Shut up!\I'll go back as soon as I train this stupid dog... stupid brother.\Do you have that much free time?\You can't even get any tips worth a damn.\Oh well, I guess you can't help it, with such a meager...\What is it?!\Just because I don't have big breasts, people call me a brat, a water flea... response:	No... Nobody said water flea...
context: Shut up!\I'll go back as soon as I train this stupid dog... stupid brother.\Do you have that much free time?\You can't even get any tips worth a damn.\Oh well, I guess you can't help it, with such a meager...\What is it?!\Just because I don't have big breasts, people call me a brat, a water flea...\No... Nobody said water flea... response:	Just you watch! If I put my mind to it, I'm really amazing!
context: I'll go back as soon as I train this stupid dog... stupid brother.\Do you have that much free time?\You can't even get any tips worth a damn.\Oh well, I guess you can't help it, with such a meager...\What is it?!\Just because I don't have big breasts, people call me a brat, a water flea...\No... Nobody said water flea...\Just you watch! If I put my mind to it, I'm really amazing! response:	Is that so?
context: Do you have that much free time?\You can't even get any tips worth a damn.\Oh well, I guess you can't help it, with such a meager...\What is it?!\Just because I don't have big breasts, people call me a brat, a water flea...\No... Nobody said water flea...\Just you watch! If I put my mind to it, I'm really amazing!\Is that so? response:	That means that you'll win the tip race we're having for sure, right?
context: You can't even get any tips worth a damn.\Oh well, I guess you can't help it, with such a meager...\What is it?!\Just because I don't have big breasts, people call me a brat, a water flea...\No... Nobody said water flea...\Just you watch! If I put my mind to it, I'm really amazing!\Is that so?\That means that you'll win the tip race we're having for sure, right? response:	Of course I will!
context: Oh well, I guess you can't help it, with such a meager...\What is it?!\Just because I don't have big breasts, people call me a brat, a water flea...\No... Nobody said water flea...\Just you watch! If I put my mind to it, I'm really amazing!\Is that so?\That means that you'll win the tip race we're having for sure, right?\Of course I will! response:	Today is the last day,
context: What is it?!\Just because I don't have big breasts, people call me a brat, a water flea...\No... Nobody said water flea...\Just you watch! If I put my mind to it, I'm really amazing!\Is that so?\That means that you'll win the tip race we're having for sure, right?\Of course I will!\Today is the last day, response:	but at this rate, not only will I miss first place...
context: Just because I don't have big breasts, people call me a brat, a water flea...\No... Nobody said water flea...\Just you watch! If I put my mind to it, I'm really amazing!\Is that so?\That means that you'll win the tip race we're having for sure, right?\Of course I will!\Today is the last day,\but at this rate, not only will I miss first place... response:	Ahem!
context: No... Nobody said water flea...\Just you watch! If I put my mind to it, I'm really amazing!\Is that so?\That means that you'll win the tip race we're having for sure, right?\Of course I will!\Today is the last day,\but at this rate, not only will I miss first place...\Ahem! response:	My, my, if it isn't Lord Chelenne.
context: Just you watch! If I put my mind to it, I'm really amazing!\Is that so?\That means that you'll win the tip race we're having for sure, right?\Of course I will!\Today is the last day,\but at this rate, not only will I miss first place...\Ahem!\My, my, if it isn't Lord Chelenne. response:	It is nice of you to come all the way out here.
context: Is that so?\That means that you'll win the tip race we're having for sure, right?\Of course I will!\Today is the last day,\but at this rate, not only will I miss first place...\Ahem!\My, my, if it isn't Lord Chelenne.\It is nice of you to come all the way out here. response:	It looks like you have been quite prosperous.
context: That means that you'll win the tip race we're having for sure, right?\Of course I will!\Today is the last day,\but at this rate, not only will I miss first place...\Ahem!\My, my, if it isn't Lord Chelenne.\It is nice of you to come all the way out here.\It looks like you have been quite prosperous. response:	Oh, no, today is just coincidence.
context: Of course I will!\Today is the last day,\but at this rate, not only will I miss first place...\Ahem!\My, my, if it isn't Lord Chelenne.\It is nice of you to come all the way out here.\It looks like you have been quite prosperous.\Oh, no, today is just coincidence. response:	Usually, we're so empty, you'd be able to hear a cuckoo cry.
context: Today is the last day,\but at this rate, not only will I miss first place...\Ahem!\My, my, if it isn't Lord Chelenne.\It is nice of you to come all the way out here.\It looks like you have been quite prosperous.\Oh, no, today is just coincidence.\Usually, we're so empty, you'd be able to hear a cuckoo cry. response:	Enough with the excuses! I have come here today as a customer.
context: but at this rate, not only will I miss first place...\Ahem!\My, my, if it isn't Lord Chelenne.\It is nice of you to come all the way out here.\It looks like you have been quite prosperous.\Oh, no, today is just coincidence.\Usually, we're so empty, you'd be able to hear a cuckoo cry.\Enough with the excuses! I have come here today as a customer. response:	Unfortunately, all the seats are taken right now.
context: Ahem!\My, my, if it isn't Lord Chelenne.\It is nice of you to come all the way out here.\It looks like you have been quite prosperous.\Oh, no, today is just coincidence.\Usually, we're so empty, you'd be able to hear a cuckoo cry.\Enough with the excuses! I have come here today as a customer.\Unfortunately, all the seats are taken right now. response:	It doesn't seem that way to me.
context: My, my, if it isn't Lord Chelenne.\It is nice of you to come all the way out here.\It looks like you have been quite prosperous.\Oh, no, today is just coincidence.\Usually, we're so empty, you'd be able to hear a cuckoo cry.\Enough with the excuses! I have come here today as a customer.\Unfortunately, all the seats are taken right now.\It doesn't seem that way to me. response:	I guess you were right when you said the place was really empty!
context: It is nice of you to come all the way out here.\It looks like you have been quite prosperous.\Oh, no, today is just coincidence.\Usually, we're so empty, you'd be able to hear a cuckoo cry.\Enough with the excuses! I have come here today as a customer.\Unfortunately, all the seats are taken right now.\It doesn't seem that way to me.\I guess you were right when you said the place was really empty! response:	Come on, is there no one to serve the Royal Queen's levy collector?!
context: It looks like you have been quite prosperous.\Oh, no, today is just coincidence.\Usually, we're so empty, you'd be able to hear a cuckoo cry.\Enough with the excuses! I have come here today as a customer.\Unfortunately, all the seats are taken right now.\It doesn't seem that way to me.\I guess you were right when you said the place was really empty!\Come on, is there no one to serve the Royal Queen's levy collector?! response:	Who's that?
context: Oh, no, today is just coincidence.\Usually, we're so empty, you'd be able to hear a cuckoo cry.\Enough with the excuses! I have come here today as a customer.\Unfortunately, all the seats are taken right now.\It doesn't seem that way to me.\I guess you were right when you said the place was really empty!\Come on, is there no one to serve the Royal Queen's levy collector?!\Who's that? response:	That's Chelenne, the guy in charge of collecting the levy around here.
context: Usually, we're so empty, you'd be able to hear a cuckoo cry.\Enough with the excuses! I have come here today as a customer.\Unfortunately, all the seats are taken right now.\It doesn't seem that way to me.\I guess you were right when you said the place was really empty!\Come on, is there no one to serve the Royal Queen's levy collector?!\Who's that?\That's Chelenne, the guy in charge of collecting the levy around here. response:	If we stand up against him, he puts a huge levy on us,
context: Enough with the excuses! I have come here today as a customer.\Unfortunately, all the seats are taken right now.\It doesn't seem that way to me.\I guess you were right when you said the place was really empty!\Come on, is there no one to serve the Royal Queen's levy collector?!\Who's that?\That's Chelenne, the guy in charge of collecting the levy around here.\If we stand up against him, he puts a huge levy on us, response:	Come now! Hurry up! So no one running a business can stand up against him.
context: Unfortunately, all the seats are taken right now.\It doesn't seem that way to me.\I guess you were right when you said the place was really empty!\Come on, is there no one to serve the Royal Queen's levy collector?!\Who's that?\That's Chelenne, the guy in charge of collecting the levy around here.\If we stand up against him, he puts a huge levy on us,\Come now! Hurry up! So no one running a business can stand up against him. response:	So no one running a business can stand up against him.
context: It doesn't seem that way to me.\I guess you were right when you said the place was really empty!\Come on, is there no one to serve the Royal Queen's levy collector?!\Who's that?\That's Chelenne, the guy in charge of collecting the levy around here.\If we stand up against him, he puts a huge levy on us,\Come now! Hurry up! So no one running a business can stand up against him.\So no one running a business can stand up against him. response:	He fondles as much as he wants, but doesn't pay any tips at all.
context: I guess you were right when you said the place was really empty!\Come on, is there no one to serve the Royal Queen's levy collector?!\Who's that?\That's Chelenne, the guy in charge of collecting the levy around here.\If we stand up against him, he puts a huge levy on us,\Come now! Hurry up! So no one running a business can stand up against him.\So no one running a business can stand up against him.\He fondles as much as he wants, but doesn't pay any tips at all. response:	No girl that works here would serve him.
context: Come on, is there no one to serve the Royal Queen's levy collector?!\Who's that?\That's Chelenne, the guy in charge of collecting the levy around here.\If we stand up against him, he puts a huge levy on us,\Come now! Hurry up! So no one running a business can stand up against him.\So no one running a business can stand up against him.\He fondles as much as he wants, but doesn't pay any tips at all.\No girl that works here would serve him. response:	Someone's going up to him.
context: Who's that?\That's Chelenne, the guy in charge of collecting the levy around here.\If we stand up against him, he puts a huge levy on us,\Come now! Hurry up! So no one running a business can stand up against him.\So no one running a business can stand up against him.\He fondles as much as he wants, but doesn't pay any tips at all.\No girl that works here would serve him.\Someone's going up to him. response:	He's a rich-looking noble. This is my chance!
context: That's Chelenne, the guy in charge of collecting the levy around here.\If we stand up against him, he puts a huge levy on us,\Come now! Hurry up! So no one running a business can stand up against him.\So no one running a business can stand up against him.\He fondles as much as he wants, but doesn't pay any tips at all.\No girl that works here would serve him.\Someone's going up to him.\He's a rich-looking noble. This is my chance! response:	Louise!
context: If we stand up against him, he puts a huge levy on us,\Come now! Hurry up! So no one running a business can stand up against him.\So no one running a business can stand up against him.\He fondles as much as he wants, but doesn't pay any tips at all.\No girl that works here would serve him.\Someone's going up to him.\He's a rich-looking noble. This is my chance!\Louise! response:	That idiot...
context: Come now! Hurry up! So no one running a business can stand up against him.\So no one running a business can stand up against him.\He fondles as much as he wants, but doesn't pay any tips at all.\No girl that works here would serve him.\Someone's going up to him.\He's a rich-looking noble. This is my chance!\Louise!\That idiot... response:	You are a charming man, sir.
context: So no one running a business can stand up against him.\He fondles as much as he wants, but doesn't pay any tips at all.\No girl that works here would serve him.\Someone's going up to him.\He's a rich-looking noble. This is my chance!\Louise!\That idiot...\You are a charming man, sir. response:	Does this place employ men now?
context: He fondles as much as he wants, but doesn't pay any tips at all.\No girl that works here would serve him.\Someone's going up to him.\He's a rich-looking noble. This is my chance!\Louise!\That idiot...\You are a charming man, sir.\Does this place employ men now? response:	Men?
context: No girl that works here would serve him.\Someone's going up to him.\He's a rich-looking noble. This is my chance!\Louise!\That idiot...\You are a charming man, sir.\Does this place employ men now?\Men? response:	Upon a closer look, it's just a girl with really small breasts.
context: Someone's going up to him.\He's a rich-looking noble. This is my chance!\Louise!\That idiot...\You are a charming man, sir.\Does this place employ men now?\Men?\Upon a closer look, it's just a girl with really small breasts. response:	They're so flat that I thought you were a man!
context: He's a rich-looking noble. This is my chance!\Louise!\That idiot...\You are a charming man, sir.\Does this place employ men now?\Men?\Upon a closer look, it's just a girl with really small breasts.\They're so flat that I thought you were a man! response:	Now, let me take a closer look at exactly how small they are!
context: Louise!\That idiot...\You are a charming man, sir.\Does this place employ men now?\Men?\Upon a closer look, it's just a girl with really small breasts.\They're so flat that I thought you were a man!\Now, let me take a closer look at exactly how small they are! response:	Don't mess with me!
context: That idiot...\You are a charming man, sir.\Does this place employ men now?\Men?\Upon a closer look, it's just a girl with really small breasts.\They're so flat that I thought you were a man!\Now, let me take a closer look at exactly how small they are!\Don't mess with me! response:	Non!
context: You are a charming man, sir.\Does this place employ men now?\Men?\Upon a closer look, it's just a girl with really small breasts.\They're so flat that I thought you were a man!\Now, let me take a closer look at exactly how small they are!\Don't mess with me!\Non! response:	What?! Damn you!
context: Does this place employ men now?\Men?\Upon a closer look, it's just a girl with really small breasts.\They're so flat that I thought you were a man!\Now, let me take a closer look at exactly how small they are!\Don't mess with me!\Non!\What?! Damn you! response:	Such insolence!
context: Men?\Upon a closer look, it's just a girl with really small breasts.\They're so flat that I thought you were a man!\Now, let me take a closer look at exactly how small they are!\Don't mess with me!\Non!\What?! Damn you!\Such insolence! response:	You are a mere peasant! How dare you...
context: Upon a closer look, it's just a girl with really small breasts.\They're so flat that I thought you were a man!\Now, let me take a closer look at exactly how small they are!\Don't mess with me!\Non!\What?! Damn you!\Such insolence!\You are a mere peasant! How dare you... response:	Please forgive her. She just started working here.
context: They're so flat that I thought you were a man!\Now, let me take a closer look at exactly how small they are!\Don't mess with me!\Non!\What?! Damn you!\Such insolence!\You are a mere peasant! How dare you...\Please forgive her. She just started working here. response:	Shut up! How dare you?!
context: Now, let me take a closer look at exactly how small they are!\Don't mess with me!\Non!\What?! Damn you!\Such insolence!\You are a mere peasant! How dare you...\Please forgive her. She just started working here.\Shut up! How dare you?! response:	Saito!
context: Don't mess with me!\Non!\What?! Damn you!\Such insolence!\You are a mere peasant! How dare you...\Please forgive her. She just started working here.\Shut up! How dare you?!\Saito! response:	Knock it off, pops.
context: Non!\What?! Damn you!\Such insolence!\You are a mere peasant! How dare you...\Please forgive her. She just started working here.\Shut up! How dare you?!\Saito!\Knock it off, pops. response:	How dare you kick the face of a noble...
context: What?! Damn you!\Such insolence!\You are a mere peasant! How dare you...\Please forgive her. She just started working here.\Shut up! How dare you?!\Saito!\Knock it off, pops.\How dare you kick the face of a noble... response:	So what if you're noble?
context: Such insolence!\You are a mere peasant! How dare you...\Please forgive her. She just started working here.\Shut up! How dare you?!\Saito!\Knock it off, pops.\How dare you kick the face of a noble...\So what if you're noble? response:	What was that?!
context: You are a mere peasant! How dare you...\Please forgive her. She just started working here.\Shut up! How dare you?!\Saito!\Knock it off, pops.\How dare you kick the face of a noble...\So what if you're noble?\What was that?! response:	The only one that is allowed to touch Louise is me!
context: Please forgive her. She just started working here.\Shut up! How dare you?!\Saito!\Knock it off, pops.\How dare you kick the face of a noble...\So what if you're noble?\What was that?!\The only one that is allowed to touch Louise is me! response:	Capture these two!
context: Shut up! How dare you?!\Saito!\Knock it off, pops.\How dare you kick the face of a noble...\So what if you're noble?\What was that?!\The only one that is allowed to touch Louise is me!\Capture these two! response:	I'll have them hung!
context: Saito!\Knock it off, pops.\How dare you kick the face of a noble...\So what if you're noble?\What was that?!\The only one that is allowed to touch Louise is me!\Capture these two!\I'll have them hung! response:	Who's going to capture who?
context: Knock it off, pops.\How dare you kick the face of a noble...\So what if you're noble?\What was that?!\The only one that is allowed to touch Louise is me!\Capture these two!\I'll have them hung!\Who's going to capture who? response:	You'll be surprised when I tell you!
context: How dare you kick the face of a noble...\So what if you're noble?\What was that?!\The only one that is allowed to touch Louise is me!\Capture these two!\I'll have them hung!\Who's going to capture who?\You'll be surprised when I tell you! response:	I was the one that got the infamous thief...
context: So what if you're noble?\What was that?!\The only one that is allowed to touch Louise is me!\Capture these two!\I'll have them hung!\Who's going to capture who?\You'll be surprised when I tell you!\I was the one that got the infamous thief... response:	It's in the attic!
context: What was that?!\The only one that is allowed to touch Louise is me!\Capture these two!\I'll have them hung!\Who's going to capture who?\You'll be surprised when I tell you!\I was the one that got the infamous thief...\It's in the attic! response:	Capture him and that washboard-breast girl!
context: The only one that is allowed to touch Louise is me!\Capture these two!\I'll have them hung!\Who's going to capture who?\You'll be surprised when I tell you!\I was the one that got the infamous thief...\It's in the attic!\Capture him and that washboard-breast girl! response:	Hold on just a second! Capture him and that washboard-breast girl!
context: Capture these two!\I'll have them hung!\Who's going to capture who?\You'll be surprised when I tell you!\I was the one that got the infamous thief...\It's in the attic!\Capture him and that washboard-breast girl!\Hold on just a second! Capture him and that washboard-breast girl! response:	Washboard is a bit much, don't you think?!
context: I'll have them hung!\Who's going to capture who?\You'll be surprised when I tell you!\I was the one that got the infamous thief...\It's in the attic!\Capture him and that washboard-breast girl!\Hold on just a second! Capture him and that washboard-breast girl!\Washboard is a bit much, don't you think?! response:	Louise, where did that wand...
context: Who's going to capture who?\You'll be surprised when I tell you!\I was the one that got the infamous thief...\It's in the attic!\Capture him and that washboard-breast girl!\Hold on just a second! Capture him and that washboard-breast girl!\Washboard is a bit much, don't you think?!\Louise, where did that wand... response:	Don't put me in the same boat as you.
context: You'll be surprised when I tell you!\I was the one that got the infamous thief...\It's in the attic!\Capture him and that washboard-breast girl!\Hold on just a second! Capture him and that washboard-breast girl!\Washboard is a bit much, don't you think?!\Louise, where did that wand...\Don't put me in the same boat as you. response:	I had tied it to my thigh in case of an emergency.
context: I was the one that got the infamous thief...\It's in the attic!\Capture him and that washboard-breast girl!\Hold on just a second! Capture him and that washboard-breast girl!\Washboard is a bit much, don't you think?!\Louise, where did that wand...\Don't put me in the same boat as you.\I had tied it to my thigh in case of an emergency. response:	I went to the trouble of serving you...
context: It's in the attic!\Capture him and that washboard-breast girl!\Hold on just a second! Capture him and that washboard-breast girl!\Washboard is a bit much, don't you think?!\Louise, where did that wand...\Don't put me in the same boat as you.\I had tied it to my thigh in case of an emergency.\I went to the trouble of serving you... response:	Why do I have to be insulted so?!
context: Capture him and that washboard-breast girl!\Hold on just a second! Capture him and that washboard-breast girl!\Washboard is a bit much, don't you think?!\Louise, where did that wand...\Don't put me in the same boat as you.\I had tied it to my thigh in case of an emergency.\I went to the trouble of serving you...\Why do I have to be insulted so?! response:	Are you a noble?
context: Hold on just a second! Capture him and that washboard-breast girl!\Washboard is a bit much, don't you think?!\Louise, where did that wand...\Don't put me in the same boat as you.\I had tied it to my thigh in case of an emergency.\I went to the trouble of serving you...\Why do I have to be insulted so?!\Are you a noble? response:	I have no name to give to a lowly official like you.
context: Washboard is a bit much, don't you think?!\Louise, where did that wand...\Don't put me in the same boat as you.\I had tied it to my thigh in case of an emergency.\I went to the trouble of serving you...\Why do I have to be insulted so?!\Are you a noble?\I have no name to give to a lowly official like you. response:	Before you regret it, just shut up and get out of here!
context: Louise, where did that wand...\Don't put me in the same boat as you.\I had tied it to my thigh in case of an emergency.\I went to the trouble of serving you...\Why do I have to be insulted so?!\Are you a noble?\I have no name to give to a lowly official like you.\Before you regret it, just shut up and get out of here! response:	Are you a fallen noble that is hiding her identity?
context: Don't put me in the same boat as you.\I had tied it to my thigh in case of an emergency.\I went to the trouble of serving you...\Why do I have to be insulted so?!\Are you a noble?\I have no name to give to a lowly official like you.\Before you regret it, just shut up and get out of here!\Are you a fallen noble that is hiding her identity? response:	Who do you think I am...
