context: Come on! Hurry up! response:	That was pathetic.
context: I got it! I took a card!\Yes!\Ayase! I took a card from the opponent's side!\You have to do the same!\I got the card, too!\I held onto mine!\I'm gonna take the next card!\In an individual match, response:	one card is one card, nothing more.
context: Yes!\Ayase! I took a card from the opponent's side!\You have to do the same!\I got the card, too!\I held onto mine!\I'm gonna take the next card!\In an individual match,\one card is one card, nothing more. response:	But now...
context: Ayase! I took a card from the opponent's side!\You have to do the same!\I got the card, too!\I held onto mine!\I'm gonna take the next card!\In an individual match,\one card is one card, nothing more.\But now... response:	like a stream widening into a river
context: You have to do the same!\I got the card, too!\I held onto mine!\I'm gonna take the next card!\In an individual match,\one card is one card, nothing more.\But now...\like a stream widening into a river response:	Every card I take is a card for our team!
context: I got the card, too!\I held onto mine!\I'm gonna take the next card!\In an individual match,\one card is one card, nothing more.\But now...\like a stream widening into a river\Every card I take is a card for our team! response:	Though I prayed to...
context: I held onto mine!\I'm gonna take the next card!\In an individual match,\one card is one card, nothing more.\But now...\like a stream widening into a river\Every card I take is a card for our team!\Though I prayed to... response:	Got it! Two in a row!
context: I'm gonna take the next card!\In an individual match,\one card is one card, nothing more.\But now...\like a stream widening into a river\Every card I take is a card for our team!\Though I prayed to...\Got it! Two in a row! response:	Chihaya!
context: In an individual match,\one card is one card, nothing more.\But now...\like a stream widening into a river\Every card I take is a card for our team!\Though I prayed to...\Got it! Two in a row!\Chihaya! response:	Ayase!
context: one card is one card, nothing more.\But now...\like a stream widening into a river\Every card I take is a card for our team!\Though I prayed to...\Got it! Two in a row!\Chihaya!\Ayase! response:	Chihaya-chan!
context: But now...\like a stream widening into a river\Every card I take is a card for our team!\Though I prayed to...\Got it! Two in a row!\Chihaya!\Ayase!\Chihaya-chan! response:	Wait! That wasn't two in a row!
context: like a stream widening into a river\Every card I take is a card for our team!\Though I prayed to...\Got it! Two in a row!\Chihaya!\Ayase!\Chihaya-chan!\Wait! That wasn't two in a row! response:	But that speed...
context: Every card I take is a card for our team!\Though I prayed to...\Got it! Two in a row!\Chihaya!\Ayase!\Chihaya-chan!\Wait! That wasn't two in a row!\But that speed... response:	She was moving after Though,
context: Though I prayed to...\Got it! Two in a row!\Chihaya!\Ayase!\Chihaya-chan!\Wait! That wasn't two in a row!\But that speed...\She was moving after Though, response:	even though Though my is still on the field.
context: Got it! Two in a row!\Chihaya!\Ayase!\Chihaya-chan!\Wait! That wasn't two in a row!\But that speed...\She was moving after Though,\even though Though my is still on the field. response:	Was she gambling?
context: Chihaya!\Ayase!\Chihaya-chan!\Wait! That wasn't two in a row!\But that speed...\She was moving after Though,\even though Though my is still on the field.\Was she gambling? response:	Let's take the next one, everyone!
context: Ayase!\Chihaya-chan!\Wait! That wasn't two in a row!\But that speed...\She was moving after Though,\even though Though my is still on the field.\Was she gambling?\Let's take the next one, everyone! response:	Yeah!
context: Chihaya-chan!\Wait! That wasn't two in a row!\But that speed...\She was moving after Though,\even though Though my is still on the field.\Was she gambling?\Let's take the next one, everyone!\Yeah! response:	Mochida-kun.
context: Wait! That wasn't two in a row!\But that speed...\She was moving after Though,\even though Though my is still on the field.\Was she gambling?\Let's take the next one, everyone!\Yeah!\Mochida-kun. response:	How many readers are here today?
context: But that speed...\She was moving after Though,\even though Though my is still on the field.\Was she gambling?\Let's take the next one, everyone!\Yeah!\Mochida-kun.\How many readers are here today? response:	Oh, this is just a high school regional tournament, so she's the only one.
context: She was moving after Though,\even though Though my is still on the field.\Was she gambling?\Let's take the next one, everyone!\Yeah!\Mochida-kun.\How many readers are here today?\Oh, this is just a high school regional tournament, so she's the only one. response:	Focus!
context: even though Though my is still on the field.\Was she gambling?\Let's take the next one, everyone!\Yeah!\Mochida-kun.\How many readers are here today?\Oh, this is just a high school regional tournament, so she's the only one.\Focus! response:	Yeah!
context: Was she gambling?\Let's take the next one, everyone!\Yeah!\Mochida-kun.\How many readers are here today?\Oh, this is just a high school regional tournament, so she's the only one.\Focus!\Yeah! response:	So this is her fifth match?
context: Let's take the next one, everyone!\Yeah!\Mochida-kun.\How many readers are here today?\Oh, this is just a high school regional tournament, so she's the only one.\Focus!\Yeah!\So this is her fifth match? response:	I never asked to be treated colder than the winds of Mount Hatsuse
context: Yeah!\Mochida-kun.\How many readers are here today?\Oh, this is just a high school regional tournament, so she's the only one.\Focus!\Yeah!\So this is her fifth match?\I never asked to be treated colder than the winds of Mount Hatsuse response:	Chihaya-chan...
context: Mochida-kun.\How many readers are here today?\Oh, this is just a high school regional tournament, so she's the only one.\Focus!\Yeah!\So this is her fifth match?\I never asked to be treated colder than the winds of Mount Hatsuse\Chihaya-chan... response:	Your ears already recognize this reader's quirks.
context: How many readers are here today?\Oh, this is just a high school regional tournament, so she's the only one.\Focus!\Yeah!\So this is her fifth match?\I never asked to be treated colder than the winds of Mount Hatsuse\Chihaya-chan...\Your ears already recognize this reader's quirks. response:	While it brings me no joy...
context: Oh, this is just a high school regional tournament, so she's the only one.\Focus!\Yeah!\So this is her fifth match?\I never asked to be treated colder than the winds of Mount Hatsuse\Chihaya-chan...\Your ears already recognize this reader's quirks.\While it brings me no joy... response:	Hey! Now she really took two in a row!
context: Focus!\Yeah!\So this is her fifth match?\I never asked to be treated colder than the winds of Mount Hatsuse\Chihaya-chan...\Your ears already recognize this reader's quirks.\While it brings me no joy...\Hey! Now she really took two in a row! response:	Yes!
context: Yeah!\So this is her fifth match?\I never asked to be treated colder than the winds of Mount Hatsuse\Chihaya-chan...\Your ears already recognize this reader's quirks.\While it brings me no joy...\Hey! Now she really took two in a row!\Yes! response:	Chihaya took two in a row!
context: So this is her fifth match?\I never asked to be treated colder than the winds of Mount Hatsuse\Chihaya-chan...\Your ears already recognize this reader's quirks.\While it brings me no joy...\Hey! Now she really took two in a row!\Yes!\Chihaya took two in a row! response:	Right on!
context: I never asked to be treated colder than the winds of Mount Hatsuse\Chihaya-chan...\Your ears already recognize this reader's quirks.\While it brings me no joy...\Hey! Now she really took two in a row!\Yes!\Chihaya took two in a row!\Right on! response:	Chihaya-chan is finding her rhythm!
context: Chihaya-chan...\Your ears already recognize this reader's quirks.\While it brings me no joy...\Hey! Now she really took two in a row!\Yes!\Chihaya took two in a row!\Right on!\Chihaya-chan is finding her rhythm! response:	I can feel everyone else relax.
context: Your ears already recognize this reader's quirks.\While it brings me no joy...\Hey! Now she really took two in a row!\Yes!\Chihaya took two in a row!\Right on!\Chihaya-chan is finding her rhythm!\I can feel everyone else relax. response:	Every card I take is worth more than one card.
context: While it brings me no joy...\Hey! Now she really took two in a row!\Yes!\Chihaya took two in a row!\Right on!\Chihaya-chan is finding her rhythm!\I can feel everyone else relax.\Every card I take is worth more than one card. response:	Let's go for three in a row!
context: Hey! Now she really took two in a row!\Yes!\Chihaya took two in a row!\Right on!\Chihaya-chan is finding her rhythm!\I can feel everyone else relax.\Every card I take is worth more than one card.\Let's go for three in a row! response:	Yeah!
context: Yes!\Chihaya took two in a row!\Right on!\Chihaya-chan is finding her rhythm!\I can feel everyone else relax.\Every card I take is worth more than one card.\Let's go for three in a row!\Yeah! response:	Chihaya-chan may recognize the reader's quirks,
context: Chihaya took two in a row!\Right on!\Chihaya-chan is finding her rhythm!\I can feel everyone else relax.\Every card I take is worth more than one card.\Let's go for three in a row!\Yeah!\Chihaya-chan may recognize the reader's quirks, response:	but it's more than just that.
context: Right on!\Chihaya-chan is finding her rhythm!\I can feel everyone else relax.\Every card I take is worth more than one card.\Let's go for three in a row!\Yeah!\Chihaya-chan may recognize the reader's quirks,\but it's more than just that. response:	Sometimes, she gets in a zone.
context: Chihaya-chan is finding her rhythm!\I can feel everyone else relax.\Every card I take is worth more than one card.\Let's go for three in a row!\Yeah!\Chihaya-chan may recognize the reader's quirks,\but it's more than just that.\Sometimes, she gets in a zone. response:	But that leads...
context: I can feel everyone else relax.\Every card I take is worth more than one card.\Let's go for three in a row!\Yeah!\Chihaya-chan may recognize the reader's quirks,\but it's more than just that.\Sometimes, she gets in a zone.\But that leads... response:	The tail feathers of...
context: Every card I take is worth more than one card.\Let's go for three in a row!\Yeah!\Chihaya-chan may recognize the reader's quirks,\but it's more than just that.\Sometimes, she gets in a zone.\But that leads...\The tail feathers of... response:	To mistakes.
context: Let's go for three in a row!\Yeah!\Chihaya-chan may recognize the reader's quirks,\but it's more than just that.\Sometimes, she gets in a zone.\But that leads...\The tail feathers of...\To mistakes. response:	Double fault.
context: Yeah!\Chihaya-chan may recognize the reader's quirks,\but it's more than just that.\Sometimes, she gets in a zone.\But that leads...\The tail feathers of...\To mistakes.\Double fault. response:	Lucky!
context: Chihaya-chan may recognize the reader's quirks,\but it's more than just that.\Sometimes, she gets in a zone.\But that leads...\The tail feathers of...\To mistakes.\Double fault.\Lucky! response:	Smirk
context: but it's more than just that.\Sometimes, she gets in a zone.\But that leads...\The tail feathers of...\To mistakes.\Double fault.\Lucky!\Smirk response:	Su-Sudo-senpai?!
context: Sometimes, she gets in a zone.\But that leads...\The tail feathers of...\To mistakes.\Double fault.\Lucky!\Smirk\Su-Sudo-senpai?! response:	Excuse me.
context: But that leads...\The tail feathers of...\To mistakes.\Double fault.\Lucky!\Smirk\Su-Sudo-senpai?!\Excuse me. response:	He's trying to disrupt their onslaught.
context: The tail feathers of...\To mistakes.\Double fault.\Lucky!\Smirk\Su-Sudo-senpai?!\Excuse me.\He's trying to disrupt their onslaught. response:	Excellent timing.
context: To mistakes.\Double fault.\Lucky!\Smirk\Su-Sudo-senpai?!\Excuse me.\He's trying to disrupt their onslaught.\Excellent timing. response:	I feel so much better when I'm looking down on people.
context: Double fault.\Lucky!\Smirk\Su-Sudo-senpai?!\Excuse me.\He's trying to disrupt their onslaught.\Excellent timing.\I feel so much better when I'm looking down on people. response:	Hokuo! One card at a time!
context: Lucky!\Smirk\Su-Sudo-senpai?!\Excuse me.\He's trying to disrupt their onslaught.\Excellent timing.\I feel so much better when I'm looking down on people.\Hokuo! One card at a time! response:	Yeah!
context: Smirk\Su-Sudo-senpai?!\Excuse me.\He's trying to disrupt their onslaught.\Excellent timing.\I feel so much better when I'm looking down on people.\Hokuo! One card at a time!\Yeah! response:	long as the nights I spend alone
context: Su-Sudo-senpai?!\Excuse me.\He's trying to disrupt their onslaught.\Excellent timing.\I feel so much better when I'm looking down on people.\Hokuo! One card at a time!\Yeah!\long as the nights I spend alone response:	She certainly has quick reflexes.
context: Excuse me.\He's trying to disrupt their onslaught.\Excellent timing.\I feel so much better when I'm looking down on people.\Hokuo! One card at a time!\Yeah!\long as the nights I spend alone\She certainly has quick reflexes. response:	But...
context: He's trying to disrupt their onslaught.\Excellent timing.\I feel so much better when I'm looking down on people.\Hokuo! One card at a time!\Yeah!\long as the nights I spend alone\She certainly has quick reflexes.\But... response:	My only thought as the boat takes me out to sea is that
context: Excellent timing.\I feel so much better when I'm looking down on people.\Hokuo! One card at a time!\Yeah!\long as the nights I spend alone\She certainly has quick reflexes.\But...\My only thought as the boat takes me out to sea is that response:	Karuta is about more than speed.
context: I feel so much better when I'm looking down on people.\Hokuo! One card at a time!\Yeah!\long as the nights I spend alone\She certainly has quick reflexes.\But...\My only thought as the boat takes me out to sea is that\Karuta is about more than speed. response:	What's this?
context: Hokuo! One card at a time!\Yeah!\long as the nights I spend alone\She certainly has quick reflexes.\But...\My only thought as the boat takes me out to sea is that\Karuta is about more than speed.\What's this? response:	Did I just steal her heart?
context: Yeah!\long as the nights I spend alone\She certainly has quick reflexes.\But...\My only thought as the boat takes me out to sea is that\Karuta is about more than speed.\What's this?\Did I just steal her heart? response:	Covering cards on the opponent's side...
context: long as the nights I spend alone\She certainly has quick reflexes.\But...\My only thought as the boat takes me out to sea is that\Karuta is about more than speed.\What's this?\Did I just steal her heart?\Covering cards on the opponent's side... response:	That was one of Arata's best techniques.
context: She certainly has quick reflexes.\But...\My only thought as the boat takes me out to sea is that\Karuta is about more than speed.\What's this?\Did I just steal her heart?\Covering cards on the opponent's side...\That was one of Arata's best techniques. response:	Are Arata's hands this big now?
context: But...\My only thought as the boat takes me out to sea is that\Karuta is about more than speed.\What's this?\Did I just steal her heart?\Covering cards on the opponent's side...\That was one of Arata's best techniques.\Are Arata's hands this big now? response:	I'm moving a card.
context: My only thought as the boat takes me out to sea is that\Karuta is about more than speed.\What's this?\Did I just steal her heart?\Covering cards on the opponent's side...\That was one of Arata's best techniques.\Are Arata's hands this big now?\I'm moving a card. response:	Huh?
context: Karuta is about more than speed.\What's this?\Did I just steal her heart?\Covering cards on the opponent's side...\That was one of Arata's best techniques.\Are Arata's hands this big now?\I'm moving a card.\Huh? response:	There?!
context: What's this?\Did I just steal her heart?\Covering cards on the opponent's side...\That was one of Arata's best techniques.\Are Arata's hands this big now?\I'm moving a card.\Huh?\There?! response:	Damnit!
context: Did I just steal her heart?\Covering cards on the opponent's side...\That was one of Arata's best techniques.\Are Arata's hands this big now?\I'm moving a card.\Huh?\There?!\Damnit! response:	But this is fun.
context: Covering cards on the opponent's side...\That was one of Arata's best techniques.\Are Arata's hands this big now?\I'm moving a card.\Huh?\There?!\Damnit!\But this is fun. response:	the red that is the Tatsuta River
context: That was one of Arata's best techniques.\Are Arata's hands this big now?\I'm moving a card.\Huh?\There?!\Damnit!\But this is fun.\the red that is the Tatsuta River response:	I'll stop thinking about it too much.
context: Are Arata's hands this big now?\I'm moving a card.\Huh?\There?!\Damnit!\But this is fun.\the red that is the Tatsuta River\I'll stop thinking about it too much. response:	That's my special card.
context: I'm moving a card.\Huh?\There?!\Damnit!\But this is fun.\the red that is the Tatsuta River\I'll stop thinking about it too much.\That's my special card. response:	My hand is drawn to it, no matter where it is.
context: Huh?\There?!\Damnit!\But this is fun.\the red that is the Tatsuta River\I'll stop thinking about it too much.\That's my special card.\My hand is drawn to it, no matter where it is. response:	Like a magnet.
context: There?!\Damnit!\But this is fun.\the red that is the Tatsuta River\I'll stop thinking about it too much.\That's my special card.\My hand is drawn to it, no matter where it is.\Like a magnet. response:	My fear is not of...
context: Damnit!\But this is fun.\the red that is the Tatsuta River\I'll stop thinking about it too much.\That's my special card.\My hand is drawn to it, no matter where it is.\Like a magnet.\My fear is not of... response:	Since the dew atop the blades...
context: But this is fun.\the red that is the Tatsuta River\I'll stop thinking about it too much.\That's my special card.\My hand is drawn to it, no matter where it is.\Like a magnet.\My fear is not of...\Since the dew atop the blades... response:	I feel that my love is...
context: the red that is the Tatsuta River\I'll stop thinking about it too much.\That's my special card.\My hand is drawn to it, no matter where it is.\Like a magnet.\My fear is not of...\Since the dew atop the blades...\I feel that my love is... response:	Chihaya's pushing hard!
context: I'll stop thinking about it too much.\That's my special card.\My hand is drawn to it, no matter where it is.\Like a magnet.\My fear is not of...\Since the dew atop the blades...\I feel that my love is...\Chihaya's pushing hard! response:	What's the score?
context: That's my special card.\My hand is drawn to it, no matter where it is.\Like a magnet.\My fear is not of...\Since the dew atop the blades...\I feel that my love is...\Chihaya's pushing hard!\What's the score? response:	They're both at 13?
context: My hand is drawn to it, no matter where it is.\Like a magnet.\My fear is not of...\Since the dew atop the blades...\I feel that my love is...\Chihaya's pushing hard!\What's the score?\They're both at 13? response:	Ayase's catching up to Hokuo's ace!
context: Like a magnet.\My fear is not of...\Since the dew atop the blades...\I feel that my love is...\Chihaya's pushing hard!\What's the score?\They're both at 13?\Ayase's catching up to Hokuo's ace! response:	Wow!
context: My fear is not of...\Since the dew atop the blades...\I feel that my love is...\Chihaya's pushing hard!\What's the score?\They're both at 13?\Ayase's catching up to Hokuo's ace!\Wow! response:	Porky.
context: Since the dew atop the blades...\I feel that my love is...\Chihaya's pushing hard!\What's the score?\They're both at 13?\Ayase's catching up to Hokuo's ace!\Wow!\Porky. response:	What?!
context: I feel that my love is...\Chihaya's pushing hard!\What's the score?\They're both at 13?\Ayase's catching up to Hokuo's ace!\Wow!\Porky.\What?! response:	Wow, that's really your nickname.
context: Chihaya's pushing hard!\What's the score?\They're both at 13?\Ayase's catching up to Hokuo's ace!\Wow!\Porky.\What?!\Wow, that's really your nickname. response:	You're Nishida-kun from the Suihoku karuta society, right?
context: What's the score?\They're both at 13?\Ayase's catching up to Hokuo's ace!\Wow!\Porky.\What?!\Wow, that's really your nickname.\You're Nishida-kun from the Suihoku karuta society, right? response:	I thought you quit karuta,
context: They're both at 13?\Ayase's catching up to Hokuo's ace!\Wow!\Porky.\What?!\Wow, that's really your nickname.\You're Nishida-kun from the Suihoku karuta society, right?\I thought you quit karuta, response:	since you stopped going to tournaments.
context: Ayase's catching up to Hokuo's ace!\Wow!\Porky.\What?!\Wow, that's really your nickname.\You're Nishida-kun from the Suihoku karuta society, right?\I thought you quit karuta,\since you stopped going to tournaments. response:	burning brightly by night, yet extinguished by day
context: Wow!\Porky.\What?!\Wow, that's really your nickname.\You're Nishida-kun from the Suihoku karuta society, right?\I thought you quit karuta,\since you stopped going to tournaments.\burning brightly by night, yet extinguished by day response:	You used to be so strong.
context: Porky.\What?!\Wow, that's really your nickname.\You're Nishida-kun from the Suihoku karuta society, right?\I thought you quit karuta,\since you stopped going to tournaments.\burning brightly by night, yet extinguished by day\You used to be so strong. response:	As this trip takes me...
context: What?!\Wow, that's really your nickname.\You're Nishida-kun from the Suihoku karuta society, right?\I thought you quit karuta,\since you stopped going to tournaments.\burning brightly by night, yet extinguished by day\You used to be so strong.\As this trip takes me... response:	Yes!
context: Wow, that's really your nickname.\You're Nishida-kun from the Suihoku karuta society, right?\I thought you quit karuta,\since you stopped going to tournaments.\burning brightly by night, yet extinguished by day\You used to be so strong.\As this trip takes me...\Yes! response:	Amakasu Nayuta...
context: You're Nishida-kun from the Suihoku karuta society, right?\I thought you quit karuta,\since you stopped going to tournaments.\burning brightly by night, yet extinguished by day\You used to be so strong.\As this trip takes me...\Yes!\Amakasu Nayuta... response:	When we practiced together,
context: I thought you quit karuta,\since you stopped going to tournaments.\burning brightly by night, yet extinguished by day\You used to be so strong.\As this trip takes me...\Yes!\Amakasu Nayuta...\When we practiced together, response:	he was just a beginner.
context: since you stopped going to tournaments.\burning brightly by night, yet extinguished by day\You used to be so strong.\As this trip takes me...\Yes!\Amakasu Nayuta...\When we practiced together,\he was just a beginner. response:	He was older, but he couldn't do anything against me.
context: burning brightly by night, yet extinguished by day\You used to be so strong.\As this trip takes me...\Yes!\Amakasu Nayuta...\When we practiced together,\he was just a beginner.\He was older, but he couldn't do anything against me. response:	You're a hard worker, Yusei.
context: You used to be so strong.\As this trip takes me...\Yes!\Amakasu Nayuta...\When we practiced together,\he was just a beginner.\He was older, but he couldn't do anything against me.\You're a hard worker, Yusei. response:	You'll make Class A in no time!
context: As this trip takes me...\Yes!\Amakasu Nayuta...\When we practiced together,\he was just a beginner.\He was older, but he couldn't do anything against me.\You're a hard worker, Yusei.\You'll make Class A in no time! response:	Now he's Class A.
context: Yes!\Amakasu Nayuta...\When we practiced together,\he was just a beginner.\He was older, but he couldn't do anything against me.\You're a hard worker, Yusei.\You'll make Class A in no time!\Now he's Class A. response:	What have I been doing?
context: Amakasu Nayuta...\When we practiced together,\he was just a beginner.\He was older, but he couldn't do anything against me.\You're a hard worker, Yusei.\You'll make Class A in no time!\Now he's Class A.\What have I been doing? response:	I haven't seen my master in ages.
context: When we practiced together,\he was just a beginner.\He was older, but he couldn't do anything against me.\You're a hard worker, Yusei.\You'll make Class A in no time!\Now he's Class A.\What have I been doing?\I haven't seen my master in ages. response:	Why did I...
context: he was just a beginner.\He was older, but he couldn't do anything against me.\You're a hard worker, Yusei.\You'll make Class A in no time!\Now he's Class A.\What have I been doing?\I haven't seen my master in ages.\Why did I... response:	The sound of birds crossing...
context: He was older, but he couldn't do anything against me.\You're a hard worker, Yusei.\You'll make Class A in no time!\Now he's Class A.\What have I been doing?\I haven't seen my master in ages.\Why did I...\The sound of birds crossing... response:	Oh. A dead card?!
context: You're a hard worker, Yusei.\You'll make Class A in no time!\Now he's Class A.\What have I been doing?\I haven't seen my master in ages.\Why did I...\The sound of birds crossing...\Oh. A dead card?! response:	I'm sorry! I'm sorry!
context: You'll make Class A in no time!\Now he's Class A.\What have I been doing?\I haven't seen my master in ages.\Why did I...\The sound of birds crossing...\Oh. A dead card?!\I'm sorry! I'm sorry! response:	When I must hide...
context: Now he's Class A.\What have I been doing?\I haven't seen my master in ages.\Why did I...\The sound of birds crossing...\Oh. A dead card?!\I'm sorry! I'm sorry!\When I must hide... response:	I thought I had that one...
context: What have I been doing?\I haven't seen my master in ages.\Why did I...\The sound of birds crossing...\Oh. A dead card?!\I'm sorry! I'm sorry!\When I must hide...\I thought I had that one... response:	Wait, wait, wait!
context: I haven't seen my master in ages.\Why did I...\The sound of birds crossing...\Oh. A dead card?!\I'm sorry! I'm sorry!\When I must hide...\I thought I had that one...\Wait, wait, wait! response:	I was faster on that one!
context: Why did I...\The sound of birds crossing...\Oh. A dead card?!\I'm sorry! I'm sorry!\When I must hide...\I thought I had that one...\Wait, wait, wait!\I was faster on that one! response:	No, you weren't!
context: The sound of birds crossing...\Oh. A dead card?!\I'm sorry! I'm sorry!\When I must hide...\I thought I had that one...\Wait, wait, wait!\I was faster on that one!\No, you weren't! response:	Look! See how my pinky is lower?
context: Oh. A dead card?!\I'm sorry! I'm sorry!\When I must hide...\I thought I had that one...\Wait, wait, wait!\I was faster on that one!\No, you weren't!\Look! See how my pinky is lower? response:	Like this! And this!
context: I'm sorry! I'm sorry!\When I must hide...\I thought I had that one...\Wait, wait, wait!\I was faster on that one!\No, you weren't!\Look! See how my pinky is lower?\Like this! And this! response:	Your hand was higher than my pinky!
context: When I must hide...\I thought I had that one...\Wait, wait, wait!\I was faster on that one!\No, you weren't!\Look! See how my pinky is lower?\Like this! And this!\Your hand was higher than my pinky! response:	You don't know when to give up!
context: I thought I had that one...\Wait, wait, wait!\I was faster on that one!\No, you weren't!\Look! See how my pinky is lower?\Like this! And this!\Your hand was higher than my pinky!\You don't know when to give up! response:	Because I took that card!
context: Wait, wait, wait!\I was faster on that one!\No, you weren't!\Look! See how my pinky is lower?\Like this! And this!\Your hand was higher than my pinky!\You don't know when to give up!\Because I took that card! response:	Now, now.
context: I was faster on that one!\No, you weren't!\Look! See how my pinky is lower?\Like this! And this!\Your hand was higher than my pinky!\You don't know when to give up!\Because I took that card!\Now, now. response:	We'll give this card to the side it was on.
context: No, you weren't!\Look! See how my pinky is lower?\Like this! And this!\Your hand was higher than my pinky!\You don't know when to give up!\Because I took that card!\Now, now.\We'll give this card to the side it was on. response:	What?! No way!
context: Look! See how my pinky is lower?\Like this! And this!\Your hand was higher than my pinky!\You don't know when to give up!\Because I took that card!\Now, now.\We'll give this card to the side it was on.\What?! No way! response:	Listen to me!
context: Like this! And this!\Your hand was higher than my pinky!\You don't know when to give up!\Because I took that card!\Now, now.\We'll give this card to the side it was on.\What?! No way!\Listen to me! response:	I'm telling the truth!
context: Your hand was higher than my pinky!\You don't know when to give up!\Because I took that card!\Now, now.\We'll give this card to the side it was on.\What?! No way!\Listen to me!\I'm telling the truth! response:	Yeah, that's right...
context: You don't know when to give up!\Because I took that card!\Now, now.\We'll give this card to the side it was on.\What?! No way!\Listen to me!\I'm telling the truth!\Yeah, that's right... response:	I gave up.
context: Because I took that card!\Now, now.\We'll give this card to the side it was on.\What?! No way!\Listen to me!\I'm telling the truth!\Yeah, that's right...\I gave up. response:	I feel as though my body is on fire with Ibuki mugwort
context: Now, now.\We'll give this card to the side it was on.\What?! No way!\Listen to me!\I'm telling the truth!\Yeah, that's right...\I gave up.\I feel as though my body is on fire with Ibuki mugwort response:	I hear the beating of cloth...
context: We'll give this card to the side it was on.\What?! No way!\Listen to me!\I'm telling the truth!\Yeah, that's right...\I gave up.\I feel as though my body is on fire with Ibuki mugwort\I hear the beating of cloth... response:	Whoa, he did a barrel roll!
context: What?! No way!\Listen to me!\I'm telling the truth!\Yeah, that's right...\I gave up.\I feel as though my body is on fire with Ibuki mugwort\I hear the beating of cloth...\Whoa, he did a barrel roll! response:	What's with him?!
context: Listen to me!\I'm telling the truth!\Yeah, that's right...\I gave up.\I feel as though my body is on fire with Ibuki mugwort\I hear the beating of cloth...\Whoa, he did a barrel roll!\What's with him?! response:	That was too strong!
context: I'm telling the truth!\Yeah, that's right...\I gave up.\I feel as though my body is on fire with Ibuki mugwort\I hear the beating of cloth...\Whoa, he did a barrel roll!\What's with him?!\That was too strong! response:	Nice job, Nishida!
context: Yeah, that's right...\I gave up.\I feel as though my body is on fire with Ibuki mugwort\I hear the beating of cloth...\Whoa, he did a barrel roll!\What's with him?!\That was too strong!\Nice job, Nishida! response:	Porky!
context: I gave up.\I feel as though my body is on fire with Ibuki mugwort\I hear the beating of cloth...\Whoa, he did a barrel roll!\What's with him?!\That was too strong!\Nice job, Nishida!\Porky! response:	Let's do this!
context: I feel as though my body is on fire with Ibuki mugwort\I hear the beating of cloth...\Whoa, he did a barrel roll!\What's with him?!\That was too strong!\Nice job, Nishida!\Porky!\Let's do this! response:	descends from Mount Yoshino upon my long-forgotten home
context: I hear the beating of cloth...\Whoa, he did a barrel roll!\What's with him?!\That was too strong!\Nice job, Nishida!\Porky!\Let's do this!\descends from Mount Yoshino upon my long-forgotten home response:	I'm going to win...
context: Whoa, he did a barrel roll!\What's with him?!\That was too strong!\Nice job, Nishida!\Porky!\Let's do this!\descends from Mount Yoshino upon my long-forgotten home\I'm going to win... response:	by playing my offensive karuta!
context: What's with him?!\That was too strong!\Nice job, Nishida!\Porky!\Let's do this!\descends from Mount Yoshino upon my long-forgotten home\I'm going to win...\by playing my offensive karuta! response:	Thank you very much.
context: That was too strong!\Nice job, Nishida!\Porky!\Let's do this!\descends from Mount Yoshino upon my long-forgotten home\I'm going to win...\by playing my offensive karuta!\Thank you very much. response:	Thank you very much.
context: Nice job, Nishida!\Porky!\Let's do this!\descends from Mount Yoshino upon my long-forgotten home\I'm going to win...\by playing my offensive karuta!\Thank you very much.\Thank you very much. response:	Hokuo has two wins.
context: Porky!\Let's do this!\descends from Mount Yoshino upon my long-forgotten home\I'm going to win...\by playing my offensive karuta!\Thank you very much.\Thank you very much.\Hokuo has two wins. response:	One more...
context: Let's do this!\descends from Mount Yoshino upon my long-forgotten home\I'm going to win...\by playing my offensive karuta!\Thank you very much.\Thank you very much.\Hokuo has two wins.\One more... response:	We just need one more win.
context: descends from Mount Yoshino upon my long-forgotten home\I'm going to win...\by playing my offensive karuta!\Thank you very much.\Thank you very much.\Hokuo has two wins.\One more...\We just need one more win. response:	Sudo-senpai and Amakasu-senpai are having more trouble
context: I'm going to win...\by playing my offensive karuta!\Thank you very much.\Thank you very much.\Hokuo has two wins.\One more...\We just need one more win.\Sudo-senpai and Amakasu-senpai are having more trouble response:	than I was expecting.
context: by playing my offensive karuta!\Thank you very much.\Thank you very much.\Hokuo has two wins.\One more...\We just need one more win.\Sudo-senpai and Amakasu-senpai are having more trouble\than I was expecting. response:	Which means it's my turn to save them!
context: Thank you very much.\Thank you very much.\Hokuo has two wins.\One more...\We just need one more win.\Sudo-senpai and Amakasu-senpai are having more trouble\than I was expecting.\Which means it's my turn to save them! response:	But...
context: Thank you very much.\Hokuo has two wins.\One more...\We just need one more win.\Sudo-senpai and Amakasu-senpai are having more trouble\than I was expecting.\Which means it's my turn to save them!\But... response:	Why is this guy so tough?!
context: Hokuo has two wins.\One more...\We just need one more win.\Sudo-senpai and Amakasu-senpai are having more trouble\than I was expecting.\Which means it's my turn to save them!\But...\Why is this guy so tough?! response:	There are four A cards in total.
context: One more...\We just need one more win.\Sudo-senpai and Amakasu-senpai are having more trouble\than I was expecting.\Which means it's my turn to save them!\But...\Why is this guy so tough?!\There are four A cards in total. response:	A house and A mountain village have been read,
