context: Don't you want to know... response:	Usotsuki na anata nakimushi no atashi
context: N-Number two?\Bzzt.\One?\Bzzt.\Three?\Bzzt!\Ah, that was just a warm up!\What? response:	For real this time.
context: Bzzt.\One?\Bzzt.\Three?\Bzzt!\Ah, that was just a warm up!\What?\For real this time. response:	One. I sexually harassed Yamamoto.
context: One?\Bzzt.\Three?\Bzzt!\Ah, that was just a warm up!\What?\For real this time.\One. I sexually harassed Yamamoto. response:	I've had enough already.
context: Bzzt.\Three?\Bzzt!\Ah, that was just a warm up!\What?\For real this time.\One. I sexually harassed Yamamoto.\I've had enough already. response:	This is so stupid...
context: Three?\Bzzt!\Ah, that was just a warm up!\What?\For real this time.\One. I sexually harassed Yamamoto.\I've had enough already.\This is so stupid... response:	Ah... two. Yamamoto stalked me.
context: Bzzt!\Ah, that was just a warm up!\What?\For real this time.\One. I sexually harassed Yamamoto.\I've had enough already.\This is so stupid...\Ah... two. Yamamoto stalked me. response:	Geez, just forget it.
context: Ah, that was just a warm up!\What?\For real this time.\One. I sexually harassed Yamamoto.\I've had enough already.\This is so stupid...\Ah... two. Yamamoto stalked me.\Geez, just forget it. response:	What? We're still in the middle of the questions.
context: What?\For real this time.\One. I sexually harassed Yamamoto.\I've had enough already.\This is so stupid...\Ah... two. Yamamoto stalked me.\Geez, just forget it.\What? We're still in the middle of the questions. response:	Yano, you're just trying to sneak out of it.
context: For real this time.\One. I sexually harassed Yamamoto.\I've had enough already.\This is so stupid...\Ah... two. Yamamoto stalked me.\Geez, just forget it.\What? We're still in the middle of the questions.\Yano, you're just trying to sneak out of it. response:	You never intended to discuss this seriously.
context: One. I sexually harassed Yamamoto.\I've had enough already.\This is so stupid...\Ah... two. Yamamoto stalked me.\Geez, just forget it.\What? We're still in the middle of the questions.\Yano, you're just trying to sneak out of it.\You never intended to discuss this seriously. response:	I am being serious.
context: I've had enough already.\This is so stupid...\Ah... two. Yamamoto stalked me.\Geez, just forget it.\What? We're still in the middle of the questions.\Yano, you're just trying to sneak out of it.\You never intended to discuss this seriously.\I am being serious. response:	It's too weird, you moron.
context: This is so stupid...\Ah... two. Yamamoto stalked me.\Geez, just forget it.\What? We're still in the middle of the questions.\Yano, you're just trying to sneak out of it.\You never intended to discuss this seriously.\I am being serious.\It's too weird, you moron. response:	Well, you might think number three's the weirdest one.
context: Ah... two. Yamamoto stalked me.\Geez, just forget it.\What? We're still in the middle of the questions.\Yano, you're just trying to sneak out of it.\You never intended to discuss this seriously.\I am being serious.\It's too weird, you moron.\Well, you might think number three's the weirdest one. response:	Oh, enough already.
context: Geez, just forget it.\What? We're still in the middle of the questions.\Yano, you're just trying to sneak out of it.\You never intended to discuss this seriously.\I am being serious.\It's too weird, you moron.\Well, you might think number three's the weirdest one.\Oh, enough already. response:	Three. Yamamoto and I had sex.
context: What? We're still in the middle of the questions.\Yano, you're just trying to sneak out of it.\You never intended to discuss this seriously.\I am being serious.\It's too weird, you moron.\Well, you might think number three's the weirdest one.\Oh, enough already.\Three. Yamamoto and I had sex. response:	Yeah, nothing but weird ones.
context: Yano, you're just trying to sneak out of it.\You never intended to discuss this seriously.\I am being serious.\It's too weird, you moron.\Well, you might think number three's the weirdest one.\Oh, enough already.\Three. Yamamoto and I had sex.\Yeah, nothing but weird ones. response:	It's weird, isn't it?
context: You never intended to discuss this seriously.\I am being serious.\It's too weird, you moron.\Well, you might think number three's the weirdest one.\Oh, enough already.\Three. Yamamoto and I had sex.\Yeah, nothing but weird ones.\It's weird, isn't it? response:	It's so stupid.
context: I am being serious.\It's too weird, you moron.\Well, you might think number three's the weirdest one.\Oh, enough already.\Three. Yamamoto and I had sex.\Yeah, nothing but weird ones.\It's weird, isn't it?\It's so stupid. response:	I'm surprised you could think up something that weird...
context: It's too weird, you moron.\Well, you might think number three's the weirdest one.\Oh, enough already.\Three. Yamamoto and I had sex.\Yeah, nothing but weird ones.\It's weird, isn't it?\It's so stupid.\I'm surprised you could think up something that weird... response:	Yeah.
context: Well, you might think number three's the weirdest one.\Oh, enough already.\Three. Yamamoto and I had sex.\Yeah, nothing but weird ones.\It's weird, isn't it?\It's so stupid.\I'm surprised you could think up something that weird...\Yeah. response:	Especially that third one... Even if you were joking, that's just sick.
context: Oh, enough already.\Three. Yamamoto and I had sex.\Yeah, nothing but weird ones.\It's weird, isn't it?\It's so stupid.\I'm surprised you could think up something that weird...\Yeah.\Especially that third one... Even if you were joking, that's just sick. response:	Yeah. It is sick.
context: Three. Yamamoto and I had sex.\Yeah, nothing but weird ones.\It's weird, isn't it?\It's so stupid.\I'm surprised you could think up something that weird...\Yeah.\Especially that third one... Even if you were joking, that's just sick.\Yeah. It is sick. response:	No matter what happened...
context: Yeah, nothing but weird ones.\It's weird, isn't it?\It's so stupid.\I'm surprised you could think up something that weird...\Yeah.\Especially that third one... Even if you were joking, that's just sick.\Yeah. It is sick.\No matter what happened... response:	I'll accept it.
context: It's weird, isn't it?\It's so stupid.\I'm surprised you could think up something that weird...\Yeah.\Especially that third one... Even if you were joking, that's just sick.\Yeah. It is sick.\No matter what happened...\I'll accept it. response:	You'll regret it for the rest of your life.
context: It's so stupid.\I'm surprised you could think up something that weird...\Yeah.\Especially that third one... Even if you were joking, that's just sick.\Yeah. It is sick.\No matter what happened...\I'll accept it.\You'll regret it for the rest of your life. response:	I don't regret anything I've done.
context: I'm surprised you could think up something that weird...\Yeah.\Especially that third one... Even if you were joking, that's just sick.\Yeah. It is sick.\No matter what happened...\I'll accept it.\You'll regret it for the rest of your life.\I don't regret anything I've done. response:	Never have, never will.
context: Yeah.\Especially that third one... Even if you were joking, that's just sick.\Yeah. It is sick.\No matter what happened...\I'll accept it.\You'll regret it for the rest of your life.\I don't regret anything I've done.\Never have, never will. response:	I just feel like I... screwed up a little.
context: Especially that third one... Even if you were joking, that's just sick.\Yeah. It is sick.\No matter what happened...\I'll accept it.\You'll regret it for the rest of your life.\I don't regret anything I've done.\Never have, never will.\I just feel like I... screwed up a little. response:	I just feel...
context: Yeah. It is sick.\No matter what happened...\I'll accept it.\You'll regret it for the rest of your life.\I don't regret anything I've done.\Never have, never will.\I just feel like I... screwed up a little.\I just feel... response:	Kisetsu ga sukoshi ugoita ki ga suru
context: No matter what happened...\I'll accept it.\You'll regret it for the rest of your life.\I don't regret anything I've done.\Never have, never will.\I just feel like I... screwed up a little.\I just feel...\Kisetsu ga sukoshi ugoita ki ga suru response:	Hizashi mo mijikaku itsuka zurete
context: I'll accept it.\You'll regret it for the rest of your life.\I don't regret anything I've done.\Never have, never will.\I just feel like I... screwed up a little.\I just feel...\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsuka zurete response:	Futari no basu wa kawaranai machi
context: You'll regret it for the rest of your life.\I don't regret anything I've done.\Never have, never will.\I just feel like I... screwed up a little.\I just feel...\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsuka zurete\Futari no basu wa kawaranai machi response:	Hashitteiru koto hotto shiteta
context: I don't regret anything I've done.\Never have, never will.\I just feel like I... screwed up a little.\I just feel...\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsuka zurete\Futari no basu wa kawaranai machi\Hashitteiru koto hotto shiteta response:	Mado no soto itsumo mitai ni miteru anata
context: Never have, never will.\I just feel like I... screwed up a little.\I just feel...\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsuka zurete\Futari no basu wa kawaranai machi\Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata response:	Soshite watashi mo mane wo shiteru
context: I just feel like I... screwed up a little.\I just feel...\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsuka zurete\Futari no basu wa kawaranai machi\Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteru response:	Itsumo mitai ni
context: I just feel...\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsuka zurete\Futari no basu wa kawaranai machi\Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteru\Itsumo mitai ni response:	Nee futari wa onaji na no ka na
context: Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsuka zurete\Futari no basu wa kawaranai machi\Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteru\Itsumo mitai ni\Nee futari wa onaji na no ka na response:	Ikitai basho wa namattetatte iin da yo ne
context: Hizashi mo mijikaku itsuka zurete\Futari no basu wa kawaranai machi\Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteru\Itsumo mitai ni\Nee futari wa onaji na no ka na\Ikitai basho wa namattetatte iin da yo ne response:	Nee futari wa onaji na no ka na
context: Futari no basu wa kawaranai machi\Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteru\Itsumo mitai ni\Nee futari wa onaji na no ka na\Ikitai basho wa namattetatte iin da yo ne\Nee futari wa onaji na no ka na response:	Itoshiii kimochii anata no shisen wa ima mienakute
context: Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteru\Itsumo mitai ni\Nee futari wa onaji na no ka na\Ikitai basho wa namattetatte iin da yo ne\Nee futari wa onaji na no ka na\Itoshiii kimochii anata no shisen wa ima mienakute response:	Nee futari wa onaji na no ka na
context: Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteru\Itsumo mitai ni\Nee futari wa onaji na no ka na\Ikitai basho wa namattetatte iin da yo ne\Nee futari wa onaji na no ka na\Itoshiii kimochii anata no shisen wa ima mienakute\Nee futari wa onaji na no ka na response:	Ikitai basho wa namattetatte iin da yo ne
context: Soshite watashi mo mane wo shiteru\Itsumo mitai ni\Nee futari wa onaji na no ka na\Ikitai basho wa namattetatte iin da yo ne\Nee futari wa onaji na no ka na\Itoshiii kimochii anata no shisen wa ima mienakute\Nee futari wa onaji na no ka na\Ikitai basho wa namattetatte iin da yo ne response:	Nee futari wa onaji na no ka na
context: Itsumo mitai ni\Nee futari wa onaji na no ka na\Ikitai basho wa namattetatte iin da yo ne\Nee futari wa onaji na no ka na\Itoshiii kimochii anata no shisen wa ima mienakute\Nee futari wa onaji na no ka na\Ikitai basho wa namattetatte iin da yo ne\Nee futari wa onaji na no ka na response:	Itoshiii kimochii anata no shisen wa ima mienakute
context: Nee futari wa onaji na no ka na\Ikitai basho wa namattetatte iin da yo ne\Nee futari wa onaji na no ka na\Itoshiii kimochii anata no shisen wa ima mienakute\Nee futari wa onaji na no ka na\Ikitai basho wa namattetatte iin da yo ne\Nee futari wa onaji na no ka na\Itoshiii kimochii anata no shisen wa ima mienakute response:	I feel like the season have changed slightly
context: Ikitai basho wa namattetatte iin da yo ne\Nee futari wa onaji na no ka na\Itoshiii kimochii anata no shisen wa ima mienakute\Nee futari wa onaji na no ka na\Ikitai basho wa namattetatte iin da yo ne\Nee futari wa onaji na no ka na\Itoshiii kimochii anata no shisen wa ima mienakute\I feel like the season have changed slightly response:	and the sunbeams have thinned and will one day shift.
context: Nee futari wa onaji na no ka na\Itoshiii kimochii anata no shisen wa ima mienakute\Nee futari wa onaji na no ka na\Ikitai basho wa namattetatte iin da yo ne\Nee futari wa onaji na no ka na\Itoshiii kimochii anata no shisen wa ima mienakute\I feel like the season have changed slightly\and the sunbeams have thinned and will one day shift. response:	But I was relieved, knowing our bus
context: Itoshiii kimochii anata no shisen wa ima mienakute\Nee futari wa onaji na no ka na\Ikitai basho wa namattetatte iin da yo ne\Nee futari wa onaji na no ka na\Itoshiii kimochii anata no shisen wa ima mienakute\I feel like the season have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus response:	was riding through our unchanged city.
context: Nee futari wa onaji na no ka na\Ikitai basho wa namattetatte iin da yo ne\Nee futari wa onaji na no ka na\Itoshiii kimochii anata no shisen wa ima mienakute\I feel like the season have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through our unchanged city. response:	You always gaze up at me from outside my window
context: Ikitai basho wa namattetatte iin da yo ne\Nee futari wa onaji na no ka na\Itoshiii kimochii anata no shisen wa ima mienakute\I feel like the season have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through our unchanged city.\You always gaze up at me from outside my window response:	and I mimic you by doing the same
context: Nee futari wa onaji na no ka na\Itoshiii kimochii anata no shisen wa ima mienakute\I feel like the season have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through our unchanged city.\You always gaze up at me from outside my window\and I mimic you by doing the same response:	like always.
context: Itoshiii kimochii anata no shisen wa ima mienakute\I feel like the season have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through our unchanged city.\You always gaze up at me from outside my window\and I mimic you by doing the same\like always. response:	Hey, I wonder if we're both the same?
context: I feel like the season have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through our unchanged city.\You always gaze up at me from outside my window\and I mimic you by doing the same\like always.\Hey, I wonder if we're both the same? response:	Even if the place we want to go to has gotten dull, it's all right.
context: and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through our unchanged city.\You always gaze up at me from outside my window\and I mimic you by doing the same\like always.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right. response:	Hey, I wonder if we're both the same?
context: But I was relieved, knowing our bus\was riding through our unchanged city.\You always gaze up at me from outside my window\and I mimic you by doing the same\like always.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same? response:	I still feel love for you, but you're no longer looking at me.
context: was riding through our unchanged city.\You always gaze up at me from outside my window\and I mimic you by doing the same\like always.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me. response:	Hey, I wonder if we're both the same?
context: You always gaze up at me from outside my window\and I mimic you by doing the same\like always.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Hey, I wonder if we're both the same? response:	Even if the place we want to go to has gotten dull, it's all right.
context: and I mimic you by doing the same\like always.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right. response:	Hey, I wonder if we're both the same?
context: like always.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same? response:	I still feel love for you, but you're no longer looking at me.
context: Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me. response:	Episode 12 Preview...
context: Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Episode 12 Preview... response:	Yano...
context: Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Episode 12 Preview...\Yano... response:	I can't make you happy.
context: I still feel love for you, but you're no longer looking at me.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Episode 12 Preview...\Yano...\I can't make you happy. response:	I'm sorry I can't keep our promise...
context: Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Episode 12 Preview...\Yano...\I can't make you happy.\I'm sorry I can't keep our promise... response:	Everyone was dreaming...
