context: My name is Shippo. response:	I'm a baby fox-demon of justice!
context: Damn... Just one more time!\Hey! What do you think my head is?!\Shut up!\Now I'll be able to escape.\Inuyasha!\Enough already. Poor thing.\Kagome! Stay out of it!\I don't need your pity! response:	I belong to the Dragon Tribe! Just hit me all you want!
context: Hey! What do you think my head is?!\Shut up!\Now I'll be able to escape.\Inuyasha!\Enough already. Poor thing.\Kagome! Stay out of it!\I don't need your pity!\I belong to the Dragon Tribe! Just hit me all you want! response:	Huh? You're pretty brave, aren't you?
context: Shut up!\Now I'll be able to escape.\Inuyasha!\Enough already. Poor thing.\Kagome! Stay out of it!\I don't need your pity!\I belong to the Dragon Tribe! Just hit me all you want!\Huh? You're pretty brave, aren't you? response:	Damn... It didn't work.
context: Now I'll be able to escape.\Inuyasha!\Enough already. Poor thing.\Kagome! Stay out of it!\I don't need your pity!\I belong to the Dragon Tribe! Just hit me all you want!\Huh? You're pretty brave, aren't you?\Damn... It didn't work. response:	Come on... Where is Soten? Shippo's with him, right?
context: Inuyasha!\Enough already. Poor thing.\Kagome! Stay out of it!\I don't need your pity!\I belong to the Dragon Tribe! Just hit me all you want!\Huh? You're pretty brave, aren't you?\Damn... It didn't work.\Come on... Where is Soten? Shippo's with him, right? response:	Who'd tell?!
context: Enough already. Poor thing.\Kagome! Stay out of it!\I don't need your pity!\I belong to the Dragon Tribe! Just hit me all you want!\Huh? You're pretty brave, aren't you?\Damn... It didn't work.\Come on... Where is Soten? Shippo's with him, right?\Who'd tell?! response:	Why you!
context: Kagome! Stay out of it!\I don't need your pity!\I belong to the Dragon Tribe! Just hit me all you want!\Huh? You're pretty brave, aren't you?\Damn... It didn't work.\Come on... Where is Soten? Shippo's with him, right?\Who'd tell?!\Why you! response:	That's it!
context: I don't need your pity!\I belong to the Dragon Tribe! Just hit me all you want!\Huh? You're pretty brave, aren't you?\Damn... It didn't work.\Come on... Where is Soten? Shippo's with him, right?\Who'd tell?!\Why you!\That's it! response:	- Huh?! - What?!
context: I belong to the Dragon Tribe! Just hit me all you want!\Huh? You're pretty brave, aren't you?\Damn... It didn't work.\Come on... Where is Soten? Shippo's with him, right?\Who'd tell?!\Why you!\That's it!\- Huh?! - What?! response:	Shocked?
context: Huh? You're pretty brave, aren't you?\Damn... It didn't work.\Come on... Where is Soten? Shippo's with him, right?\Who'd tell?!\Why you!\That's it!\- Huh?! - What?!\Shocked? response:	When my head is hit three times, I transform!
context: Damn... It didn't work.\Come on... Where is Soten? Shippo's with him, right?\Who'd tell?!\Why you!\That's it!\- Huh?! - What?!\Shocked?\When my head is hit three times, I transform! response:	Go! Go! Go! Go! Go!
context: Come on... Where is Soten? Shippo's with him, right?\Who'd tell?!\Why you!\That's it!\- Huh?! - What?!\Shocked?\When my head is hit three times, I transform!\Go! Go! Go! Go! Go! response:	Damn!
context: Who'd tell?!\Why you!\That's it!\- Huh?! - What?!\Shocked?\When my head is hit three times, I transform!\Go! Go! Go! Go! Go!\Damn! response:	Go! Go! Go! Go!
context: Why you!\That's it!\- Huh?! - What?!\Shocked?\When my head is hit three times, I transform!\Go! Go! Go! Go! Go!\Damn!\Go! Go! Go! Go! response:	Why didn't you come at us from the start!
context: That's it!\- Huh?! - What?!\Shocked?\When my head is hit three times, I transform!\Go! Go! Go! Go! Go!\Damn!\Go! Go! Go! Go!\Why didn't you come at us from the start! response:	Useless! It's useless!
context: - Huh?! - What?!\Shocked?\When my head is hit three times, I transform!\Go! Go! Go! Go! Go!\Damn!\Go! Go! Go! Go!\Why didn't you come at us from the start!\Useless! It's useless! response:	What?!
context: Shocked?\When my head is hit three times, I transform!\Go! Go! Go! Go! Go!\Damn!\Go! Go! Go! Go!\Why didn't you come at us from the start!\Useless! It's useless!\What?! response:	Tetsusaiga won't work on him!
context: When my head is hit three times, I transform!\Go! Go! Go! Go! Go!\Damn!\Go! Go! Go! Go!\Why didn't you come at us from the start!\Useless! It's useless!\What?!\Tetsusaiga won't work on him! response:	Now Inuyasha! Prepare yourself!
context: Go! Go! Go! Go! Go!\Damn!\Go! Go! Go! Go!\Why didn't you come at us from the start!\Useless! It's useless!\What?!\Tetsusaiga won't work on him!\Now Inuyasha! Prepare yourself! response:	Are you prepared, Shippo?!
context: Damn!\Go! Go! Go! Go!\Why didn't you come at us from the start!\Useless! It's useless!\What?!\Tetsusaiga won't work on him!\Now Inuyasha! Prepare yourself!\Are you prepared, Shippo?! response:	That's my line!
context: Go! Go! Go! Go!\Why didn't you come at us from the start!\Useless! It's useless!\What?!\Tetsusaiga won't work on him!\Now Inuyasha! Prepare yourself!\Are you prepared, Shippo?!\That's my line! response:	On guard!
context: Why didn't you come at us from the start!\Useless! It's useless!\What?!\Tetsusaiga won't work on him!\Now Inuyasha! Prepare yourself!\Are you prepared, Shippo?!\That's my line!\On guard! response:	Go! Go! Go! Go!
context: Useless! It's useless!\What?!\Tetsusaiga won't work on him!\Now Inuyasha! Prepare yourself!\Are you prepared, Shippo?!\That's my line!\On guard!\Go! Go! Go! Go! response:	Go! Go! Go! Go!
context: What?!\Tetsusaiga won't work on him!\Now Inuyasha! Prepare yourself!\Are you prepared, Shippo?!\That's my line!\On guard!\Go! Go! Go! Go!\Go! Go! Go! Go! response:	What the hell do we do?!
context: Tetsusaiga won't work on him!\Now Inuyasha! Prepare yourself!\Are you prepared, Shippo?!\That's my line!\On guard!\Go! Go! Go! Go!\Go! Go! Go! Go!\What the hell do we do?! response:	If the opponent is a cloud, the Wind Scar won't work.
context: Now Inuyasha! Prepare yourself!\Are you prepared, Shippo?!\That's my line!\On guard!\Go! Go! Go! Go!\Go! Go! Go! Go!\What the hell do we do?!\If the opponent is a cloud, the Wind Scar won't work. response:	Kagome!
context: Are you prepared, Shippo?!\That's my line!\On guard!\Go! Go! Go! Go!\Go! Go! Go! Go!\What the hell do we do?!\If the opponent is a cloud, the Wind Scar won't work.\Kagome! response:	Now! I'll take care of the girl first!
context: That's my line!\On guard!\Go! Go! Go! Go!\Go! Go! Go! Go!\What the hell do we do?!\If the opponent is a cloud, the Wind Scar won't work.\Kagome!\Now! I'll take care of the girl first! response:	Kagome!
context: On guard!\Go! Go! Go! Go!\Go! Go! Go! Go!\What the hell do we do?!\If the opponent is a cloud, the Wind Scar won't work.\Kagome!\Now! I'll take care of the girl first!\Kagome! response:	l-Inuyasha!
context: Go! Go! Go! Go!\Go! Go! Go! Go!\What the hell do we do?!\If the opponent is a cloud, the Wind Scar won't work.\Kagome!\Now! I'll take care of the girl first!\Kagome!\l-Inuyasha! response:	Inuyasha!
context: Go! Go! Go! Go!\What the hell do we do?!\If the opponent is a cloud, the Wind Scar won't work.\Kagome!\Now! I'll take care of the girl first!\Kagome!\l-Inuyasha!\Inuyasha! response:	Take this!
context: What the hell do we do?!\If the opponent is a cloud, the Wind Scar won't work.\Kagome!\Now! I'll take care of the girl first!\Kagome!\l-Inuyasha!\Inuyasha!\Take this! response:	Fox Fire!
context: If the opponent is a cloud, the Wind Scar won't work.\Kagome!\Now! I'll take care of the girl first!\Kagome!\l-Inuyasha!\Inuyasha!\Take this!\Fox Fire! response:	That's nothing!
context: Kagome!\Now! I'll take care of the girl first!\Kagome!\l-Inuyasha!\Inuyasha!\Take this!\Fox Fire!\That's nothing! response:	Lightning Attack!
context: Now! I'll take care of the girl first!\Kagome!\l-Inuyasha!\Inuyasha!\Take this!\Fox Fire!\That's nothing!\Lightning Attack! response:	Wow... You're pretty strong.
context: Kagome!\l-Inuyasha!\Inuyasha!\Take this!\Fox Fire!\That's nothing!\Lightning Attack!\Wow... You're pretty strong. response:	Of course!
context: l-Inuyasha!\Inuyasha!\Take this!\Fox Fire!\That's nothing!\Lightning Attack!\Wow... You're pretty strong.\Of course! response:	Who do you think I am?!
context: Inuyasha!\Take this!\Fox Fire!\That's nothing!\Lightning Attack!\Wow... You're pretty strong.\Of course!\Who do you think I am?! response:	All right... I'm serious from now.
context: Take this!\Fox Fire!\That's nothing!\Lightning Attack!\Wow... You're pretty strong.\Of course!\Who do you think I am?!\All right... I'm serious from now. response:	Me too!
context: Fox Fire!\That's nothing!\Lightning Attack!\Wow... You're pretty strong.\Of course!\Who do you think I am?!\All right... I'm serious from now.\Me too! response:	Even Inuyasha is helpless against my arrows!
context: That's nothing!\Lightning Attack!\Wow... You're pretty strong.\Of course!\Who do you think I am?!\All right... I'm serious from now.\Me too!\Even Inuyasha is helpless against my arrows! response:	Inuyasha! Are you all right?
context: Lightning Attack!\Wow... You're pretty strong.\Of course!\Who do you think I am?!\All right... I'm serious from now.\Me too!\Even Inuyasha is helpless against my arrows!\Inuyasha! Are you all right? response:	You're okay?
context: Wow... You're pretty strong.\Of course!\Who do you think I am?!\All right... I'm serious from now.\Me too!\Even Inuyasha is helpless against my arrows!\Inuyasha! Are you all right?\You're okay? response:	Okay? They were just claptrap.
context: Of course!\Who do you think I am?!\All right... I'm serious from now.\Me too!\Even Inuyasha is helpless against my arrows!\Inuyasha! Are you all right?\You're okay?\Okay? They were just claptrap. response:	What?!
context: Who do you think I am?!\All right... I'm serious from now.\Me too!\Even Inuyasha is helpless against my arrows!\Inuyasha! Are you all right?\You're okay?\Okay? They were just claptrap.\What?! response:	Huh?! Ridiculous!
context: All right... I'm serious from now.\Me too!\Even Inuyasha is helpless against my arrows!\Inuyasha! Are you all right?\You're okay?\Okay? They were just claptrap.\What?!\Huh?! Ridiculous! response:	Then!
context: Me too!\Even Inuyasha is helpless against my arrows!\Inuyasha! Are you all right?\You're okay?\Okay? They were just claptrap.\What?!\Huh?! Ridiculous!\Then! response:	You can touch them. Poke yourself.
context: Even Inuyasha is helpless against my arrows!\Inuyasha! Are you all right?\You're okay?\Okay? They were just claptrap.\What?!\Huh?! Ridiculous!\Then!\You can touch them. Poke yourself. response:	Oh, you're right.
context: Inuyasha! Are you all right?\You're okay?\Okay? They were just claptrap.\What?!\Huh?! Ridiculous!\Then!\You can touch them. Poke yourself.\Oh, you're right. response:	Say, this may work on shoulder aches.
context: You're okay?\Okay? They were just claptrap.\What?!\Huh?! Ridiculous!\Then!\You can touch them. Poke yourself.\Oh, you're right.\Say, this may work on shoulder aches. response:	I know!
context: Okay? They were just claptrap.\What?!\Huh?! Ridiculous!\Then!\You can touch them. Poke yourself.\Oh, you're right.\Say, this may work on shoulder aches.\I know! response:	W-What!
context: What?!\Huh?! Ridiculous!\Then!\You can touch them. Poke yourself.\Oh, you're right.\Say, this may work on shoulder aches.\I know!\W-What! response:	What a waste of my time!
context: Huh?! Ridiculous!\Then!\You can touch them. Poke yourself.\Oh, you're right.\Say, this may work on shoulder aches.\I know!\W-What!\What a waste of my time! response:	You change if you're hit three times, right?
context: Then!\You can touch them. Poke yourself.\Oh, you're right.\Say, this may work on shoulder aches.\I know!\W-What!\What a waste of my time!\You change if you're hit three times, right? response:	Really?
context: You can touch them. Poke yourself.\Oh, you're right.\Say, this may work on shoulder aches.\I know!\W-What!\What a waste of my time!\You change if you're hit three times, right?\Really? response:	Don't act innocent!
context: Oh, you're right.\Say, this may work on shoulder aches.\I know!\W-What!\What a waste of my time!\You change if you're hit three times, right?\Really?\Don't act innocent! response:	How cruel!
context: Say, this may work on shoulder aches.\I know!\W-What!\What a waste of my time!\You change if you're hit three times, right?\Really?\Don't act innocent!\How cruel! response:	Now take us to this Soten!
context: I know!\W-What!\What a waste of my time!\You change if you're hit three times, right?\Really?\Don't act innocent!\How cruel!\Now take us to this Soten! response:	You're good.
context: W-What!\What a waste of my time!\You change if you're hit three times, right?\Really?\Don't act innocent!\How cruel!\Now take us to this Soten!\You're good. response:	You, too.
context: What a waste of my time!\You change if you're hit three times, right?\Really?\Don't act innocent!\How cruel!\Now take us to this Soten!\You're good.\You, too. response:	Fox magic! Smashing top!
context: You change if you're hit three times, right?\Really?\Don't act innocent!\How cruel!\Now take us to this Soten!\You're good.\You, too.\Fox magic! Smashing top! response:	Thunder magic! Falling daruma!
context: Really?\Don't act innocent!\How cruel!\Now take us to this Soten!\You're good.\You, too.\Fox magic! Smashing top!\Thunder magic! Falling daruma! response:	Take my screaming mushrooms!
context: Don't act innocent!\How cruel!\Now take us to this Soten!\You're good.\You, too.\Fox magic! Smashing top!\Thunder magic! Falling daruma!\Take my screaming mushrooms! response:	H-Hey Soten...
context: How cruel!\Now take us to this Soten!\You're good.\You, too.\Fox magic! Smashing top!\Thunder magic! Falling daruma!\Take my screaming mushrooms!\H-Hey Soten... response:	Isn't it about time you give up?
context: Now take us to this Soten!\You're good.\You, too.\Fox magic! Smashing top!\Thunder magic! Falling daruma!\Take my screaming mushrooms!\H-Hey Soten...\Isn't it about time you give up? response:	Shut up! What about you?
context: You're good.\You, too.\Fox magic! Smashing top!\Thunder magic! Falling daruma!\Take my screaming mushrooms!\H-Hey Soten...\Isn't it about time you give up?\Shut up! What about you? response:	Which is dearer? Your life or the crayons!
context: You, too.\Fox magic! Smashing top!\Thunder magic! Falling daruma!\Take my screaming mushrooms!\H-Hey Soten...\Isn't it about time you give up?\Shut up! What about you?\Which is dearer? Your life or the crayons! response:	Shippo!
context: Fox magic! Smashing top!\Thunder magic! Falling daruma!\Take my screaming mushrooms!\H-Hey Soten...\Isn't it about time you give up?\Shut up! What about you?\Which is dearer? Your life or the crayons!\Shippo! response:	Oh Inuyasha! You're alive!
context: Thunder magic! Falling daruma!\Take my screaming mushrooms!\H-Hey Soten...\Isn't it about time you give up?\Shut up! What about you?\Which is dearer? Your life or the crayons!\Shippo!\Oh Inuyasha! You're alive! response:	Inuyasha!
context: Take my screaming mushrooms!\H-Hey Soten...\Isn't it about time you give up?\Shut up! What about you?\Which is dearer? Your life or the crayons!\Shippo!\Oh Inuyasha! You're alive!\Inuyasha! response:	Koryu! Did you fail?!
context: H-Hey Soten...\Isn't it about time you give up?\Shut up! What about you?\Which is dearer? Your life or the crayons!\Shippo!\Oh Inuyasha! You're alive!\Inuyasha!\Koryu! Did you fail?! response:	Forgive me, Soten.
context: Isn't it about time you give up?\Shut up! What about you?\Which is dearer? Your life or the crayons!\Shippo!\Oh Inuyasha! You're alive!\Inuyasha!\Koryu! Did you fail?!\Forgive me, Soten. response:	Hey, wait!
context: Shut up! What about you?\Which is dearer? Your life or the crayons!\Shippo!\Oh Inuyasha! You're alive!\Inuyasha!\Koryu! Did you fail?!\Forgive me, Soten.\Hey, wait! response:	Is he the one?!
context: Which is dearer? Your life or the crayons!\Shippo!\Oh Inuyasha! You're alive!\Inuyasha!\Koryu! Did you fail?!\Forgive me, Soten.\Hey, wait!\Is he the one?! response:	Yeah! This is Soten, the one who sent me the challenge!
context: Shippo!\Oh Inuyasha! You're alive!\Inuyasha!\Koryu! Did you fail?!\Forgive me, Soten.\Hey, wait!\Is he the one?!\Yeah! This is Soten, the one who sent me the challenge! response:	So cute!
context: Oh Inuyasha! You're alive!\Inuyasha!\Koryu! Did you fail?!\Forgive me, Soten.\Hey, wait!\Is he the one?!\Yeah! This is Soten, the one who sent me the challenge!\So cute! response:	What?!
context: Inuyasha!\Koryu! Did you fail?!\Forgive me, Soten.\Hey, wait!\Is he the one?!\Yeah! This is Soten, the one who sent me the challenge!\So cute!\What?! response:	Good boy!
context: Koryu! Did you fail?!\Forgive me, Soten.\Hey, wait!\Is he the one?!\Yeah! This is Soten, the one who sent me the challenge!\So cute!\What?!\Good boy! response:	Hey! Don't treat me like a child!
context: Forgive me, Soten.\Hey, wait!\Is he the one?!\Yeah! This is Soten, the one who sent me the challenge!\So cute!\What?!\Good boy!\Hey! Don't treat me like a child! response:	I'm the leader of the Raiju Tribe!
context: Hey, wait!\Is he the one?!\Yeah! This is Soten, the one who sent me the challenge!\So cute!\What?!\Good boy!\Hey! Don't treat me like a child!\I'm the leader of the Raiju Tribe! response:	Okay.
context: Is he the one?!\Yeah! This is Soten, the one who sent me the challenge!\So cute!\What?!\Good boy!\Hey! Don't treat me like a child!\I'm the leader of the Raiju Tribe!\Okay. response:	Don't touch my forehead!
context: Yeah! This is Soten, the one who sent me the challenge!\So cute!\What?!\Good boy!\Hey! Don't treat me like a child!\I'm the leader of the Raiju Tribe!\Okay.\Don't touch my forehead! response:	How old are you, little boy?
context: So cute!\What?!\Good boy!\Hey! Don't treat me like a child!\I'm the leader of the Raiju Tribe!\Okay.\Don't touch my forehead!\How old are you, little boy? response:	Don't insult me!
context: What?!\Good boy!\Hey! Don't treat me like a child!\I'm the leader of the Raiju Tribe!\Okay.\Don't touch my forehead!\How old are you, little boy?\Don't insult me! response:	I'm not a boy! I'm a girl!
context: Good boy!\Hey! Don't treat me like a child!\I'm the leader of the Raiju Tribe!\Okay.\Don't touch my forehead!\How old are you, little boy?\Don't insult me!\I'm not a boy! I'm a girl! response:	Huh?!
context: Hey! Don't treat me like a child!\I'm the leader of the Raiju Tribe!\Okay.\Don't touch my forehead!\How old are you, little boy?\Don't insult me!\I'm not a boy! I'm a girl!\Huh?! response:	You're a girl?
context: I'm the leader of the Raiju Tribe!\Okay.\Don't touch my forehead!\How old are you, little boy?\Don't insult me!\I'm not a boy! I'm a girl!\Huh?!\You're a girl? response:	You're even cuter!
context: Okay.\Don't touch my forehead!\How old are you, little boy?\Don't insult me!\I'm not a boy! I'm a girl!\Huh?!\You're a girl?\You're even cuter! response:	Don't touch my forehead!
context: Don't touch my forehead!\How old are you, little boy?\Don't insult me!\I'm not a boy! I'm a girl!\Huh?!\You're a girl?\You're even cuter!\Don't touch my forehead! response:	G-Girl?! She's a girl?!
context: How old are you, little boy?\Don't insult me!\I'm not a boy! I'm a girl!\Huh?!\You're a girl?\You're even cuter!\Don't touch my forehead!\G-Girl?! She's a girl?! response:	This is so stupid. I'm going home.
context: Don't insult me!\I'm not a boy! I'm a girl!\Huh?!\You're a girl?\You're even cuter!\Don't touch my forehead!\G-Girl?! She's a girl?!\This is so stupid. I'm going home. response:	Hey wait!
context: I'm not a boy! I'm a girl!\Huh?!\You're a girl?\You're even cuter!\Don't touch my forehead!\G-Girl?! She's a girl?!\This is so stupid. I'm going home.\Hey wait! response:	Shippo, are you running away?!
context: Huh?!\You're a girl?\You're even cuter!\Don't touch my forehead!\G-Girl?! She's a girl?!\This is so stupid. I'm going home.\Hey wait!\Shippo, are you running away?! response:	Does that mean you admit your loss?
context: You're a girl?\You're even cuter!\Don't touch my forehead!\G-Girl?! She's a girl?!\This is so stupid. I'm going home.\Hey wait!\Shippo, are you running away?!\Does that mean you admit your loss? response:	Yeah... Here, you can have it.
context: You're even cuter!\Don't touch my forehead!\G-Girl?! She's a girl?!\This is so stupid. I'm going home.\Hey wait!\Shippo, are you running away?!\Does that mean you admit your loss?\Yeah... Here, you can have it. response:	Good children must behave.
context: Don't touch my forehead!\G-Girl?! She's a girl?!\This is so stupid. I'm going home.\Hey wait!\Shippo, are you running away?!\Does that mean you admit your loss?\Yeah... Here, you can have it.\Good children must behave. response:	Don't even think about vengeance anymore.
context: G-Girl?! She's a girl?!\This is so stupid. I'm going home.\Hey wait!\Shippo, are you running away?!\Does that mean you admit your loss?\Yeah... Here, you can have it.\Good children must behave.\Don't even think about vengeance anymore. response:	And so, my battle to the death ended.
context: This is so stupid. I'm going home.\Hey wait!\Shippo, are you running away?!\Does that mean you admit your loss?\Yeah... Here, you can have it.\Good children must behave.\Don't even think about vengeance anymore.\And so, my battle to the death ended. response:	I succeeded in defying fate and a vendetta.
context: Hey wait!\Shippo, are you running away?!\Does that mean you admit your loss?\Yeah... Here, you can have it.\Good children must behave.\Don't even think about vengeance anymore.\And so, my battle to the death ended.\I succeeded in defying fate and a vendetta. response:	And those evil conniving two, Soten and Koryu, learned a lesson
context: Shippo, are you running away?!\Does that mean you admit your loss?\Yeah... Here, you can have it.\Good children must behave.\Don't even think about vengeance anymore.\And so, my battle to the death ended.\I succeeded in defying fate and a vendetta.\And those evil conniving two, Soten and Koryu, learned a lesson response:	and will never challenge me to a duel again.
context: Does that mean you admit your loss?\Yeah... Here, you can have it.\Good children must behave.\Don't even think about vengeance anymore.\And so, my battle to the death ended.\I succeeded in defying fate and a vendetta.\And those evil conniving two, Soten and Koryu, learned a lesson\and will never challenge me to a duel again. response:	With this experience, I grew even more mature.
context: Yeah... Here, you can have it.\Good children must behave.\Don't even think about vengeance anymore.\And so, my battle to the death ended.\I succeeded in defying fate and a vendetta.\And those evil conniving two, Soten and Koryu, learned a lesson\and will never challenge me to a duel again.\With this experience, I grew even more mature. response:	However, there are still many enemies lying in wait for me.
context: Good children must behave.\Don't even think about vengeance anymore.\And so, my battle to the death ended.\I succeeded in defying fate and a vendetta.\And those evil conniving two, Soten and Koryu, learned a lesson\and will never challenge me to a duel again.\With this experience, I grew even more mature.\However, there are still many enemies lying in wait for me. response:	I must not stand idle or look back.
context: Don't even think about vengeance anymore.\And so, my battle to the death ended.\I succeeded in defying fate and a vendetta.\And those evil conniving two, Soten and Koryu, learned a lesson\and will never challenge me to a duel again.\With this experience, I grew even more mature.\However, there are still many enemies lying in wait for me.\I must not stand idle or look back. response:	Yes, that is the path of a warrior like me
context: And so, my battle to the death ended.\I succeeded in defying fate and a vendetta.\And those evil conniving two, Soten and Koryu, learned a lesson\and will never challenge me to a duel again.\With this experience, I grew even more mature.\However, there are still many enemies lying in wait for me.\I must not stand idle or look back.\Yes, that is the path of a warrior like me response:	whose destiny is to fight.
context: I succeeded in defying fate and a vendetta.\And those evil conniving two, Soten and Koryu, learned a lesson\and will never challenge me to a duel again.\With this experience, I grew even more mature.\However, there are still many enemies lying in wait for me.\I must not stand idle or look back.\Yes, that is the path of a warrior like me\whose destiny is to fight. response:	Quit putting on an act!
context: And those evil conniving two, Soten and Koryu, learned a lesson\and will never challenge me to a duel again.\With this experience, I grew even more mature.\However, there are still many enemies lying in wait for me.\I must not stand idle or look back.\Yes, that is the path of a warrior like me\whose destiny is to fight.\Quit putting on an act! response:	Kagome! Inuyasha is picking on me!
context: and will never challenge me to a duel again.\With this experience, I grew even more mature.\However, there are still many enemies lying in wait for me.\I must not stand idle or look back.\Yes, that is the path of a warrior like me\whose destiny is to fight.\Quit putting on an act!\Kagome! Inuyasha is picking on me! response:	Inu-yasha!
context: With this experience, I grew even more mature.\However, there are still many enemies lying in wait for me.\I must not stand idle or look back.\Yes, that is the path of a warrior like me\whose destiny is to fight.\Quit putting on an act!\Kagome! Inuyasha is picking on me!\Inu-yasha! response:	Wait! Kagome!
context: However, there are still many enemies lying in wait for me.\I must not stand idle or look back.\Yes, that is the path of a warrior like me\whose destiny is to fight.\Quit putting on an act!\Kagome! Inuyasha is picking on me!\Inu-yasha!\Wait! Kagome! response:	Sit!
context: I must not stand idle or look back.\Yes, that is the path of a warrior like me\whose destiny is to fight.\Quit putting on an act!\Kagome! Inuyasha is picking on me!\Inu-yasha!\Wait! Kagome!\Sit! response:	Good for him!
context: Yes, that is the path of a warrior like me\whose destiny is to fight.\Quit putting on an act!\Kagome! Inuyasha is picking on me!\Inu-yasha!\Wait! Kagome!\Sit!\Good for him! response:	Damn! What is he?!
context: whose destiny is to fight.\Quit putting on an act!\Kagome! Inuyasha is picking on me!\Inu-yasha!\Wait! Kagome!\Sit!\Good for him!\Damn! What is he?! response:	Sorry, Inuyasha!
context: Quit putting on an act!\Kagome! Inuyasha is picking on me!\Inu-yasha!\Wait! Kagome!\Sit!\Good for him!\Damn! What is he?!\Sorry, Inuyasha! response:	I was telling everyone about you, and the misunderstanding grew!
context: Kagome! Inuyasha is picking on me!\Inu-yasha!\Wait! Kagome!\Sit!\Good for him!\Damn! What is he?!\Sorry, Inuyasha!\I was telling everyone about you, and the misunderstanding grew! response:	This isn't the time!
context: Inu-yasha!\Wait! Kagome!\Sit!\Good for him!\Damn! What is he?!\Sorry, Inuyasha!\I was telling everyone about you, and the misunderstanding grew!\This isn't the time! response:	Another Naraku puppet has appeared!
context: Wait! Kagome!\Sit!\Good for him!\Damn! What is he?!\Sorry, Inuyasha!\I was telling everyone about you, and the misunderstanding grew!\This isn't the time!\Another Naraku puppet has appeared! response:	But... from misunderstanding to misunderstanding,
context: Sit!\Good for him!\Damn! What is he?!\Sorry, Inuyasha!\I was telling everyone about you, and the misunderstanding grew!\This isn't the time!\Another Naraku puppet has appeared!\But... from misunderstanding to misunderstanding, response:	now they think you're just some delinquent.
context: Good for him!\Damn! What is he?!\Sorry, Inuyasha!\I was telling everyone about you, and the misunderstanding grew!\This isn't the time!\Another Naraku puppet has appeared!\But... from misunderstanding to misunderstanding,\now they think you're just some delinquent. response:	The guy goes around killing people and stealing their faces!
context: Damn! What is he?!\Sorry, Inuyasha!\I was telling everyone about you, and the misunderstanding grew!\This isn't the time!\Another Naraku puppet has appeared!\But... from misunderstanding to misunderstanding,\now they think you're just some delinquent.\The guy goes around killing people and stealing their faces! response:	Next on Inuyasha: The Terror of the Faceless Man!
context: Sorry, Inuyasha!\I was telling everyone about you, and the misunderstanding grew!\This isn't the time!\Another Naraku puppet has appeared!\But... from misunderstanding to misunderstanding,\now they think you're just some delinquent.\The guy goes around killing people and stealing their faces!\Next on Inuyasha: The Terror of the Faceless Man! response:	By the way, Kagome, what's a delinquent?
