context: I love you, Haru. response:	I-I can't believe I just said that...
context: You didn't do any work.\Why would I?\I told you not to touch her.\That hurt!\Cut it out!\You ticked me off.\I can't wait to take it to school next week.\Yeah. response:	I have a feeling we're going to get yelled at.
context: Why would I?\I told you not to touch her.\That hurt!\Cut it out!\You ticked me off.\I can't wait to take it to school next week.\Yeah.\I have a feeling we're going to get yelled at. response:	Just put it in a grassy spot and it'll be fine.
context: I told you not to touch her.\That hurt!\Cut it out!\You ticked me off.\I can't wait to take it to school next week.\Yeah.\I have a feeling we're going to get yelled at.\Just put it in a grassy spot and it'll be fine. response:	Your friends are a little scary,
context: That hurt!\Cut it out!\You ticked me off.\I can't wait to take it to school next week.\Yeah.\I have a feeling we're going to get yelled at.\Just put it in a grassy spot and it'll be fine.\Your friends are a little scary, response:	but they're nice people.
context: Cut it out!\You ticked me off.\I can't wait to take it to school next week.\Yeah.\I have a feeling we're going to get yelled at.\Just put it in a grassy spot and it'll be fine.\Your friends are a little scary,\but they're nice people. response:	Oh...
context: You ticked me off.\I can't wait to take it to school next week.\Yeah.\I have a feeling we're going to get yelled at.\Just put it in a grassy spot and it'll be fine.\Your friends are a little scary,\but they're nice people.\Oh... response:	Yeah.
context: I can't wait to take it to school next week.\Yeah.\I have a feeling we're going to get yelled at.\Just put it in a grassy spot and it'll be fine.\Your friends are a little scary,\but they're nice people.\Oh...\Yeah. response:	Hmm? Why did he look at me?
context: Yeah.\I have a feeling we're going to get yelled at.\Just put it in a grassy spot and it'll be fine.\Your friends are a little scary,\but they're nice people.\Oh...\Yeah.\Hmm? Why did he look at me? response:	I'm going this direction.
context: I have a feeling we're going to get yelled at.\Just put it in a grassy spot and it'll be fine.\Your friends are a little scary,\but they're nice people.\Oh...\Yeah.\Hmm? Why did he look at me?\I'm going this direction. response:	Ditto.
context: Just put it in a grassy spot and it'll be fine.\Your friends are a little scary,\but they're nice people.\Oh...\Yeah.\Hmm? Why did he look at me?\I'm going this direction.\Ditto. response:	I'll walk with you.
context: Your friends are a little scary,\but they're nice people.\Oh...\Yeah.\Hmm? Why did he look at me?\I'm going this direction.\Ditto.\I'll walk with you. response:	See you on Monday!
context: but they're nice people.\Oh...\Yeah.\Hmm? Why did he look at me?\I'm going this direction.\Ditto.\I'll walk with you.\See you on Monday! response:	Good job, everyone.
context: Oh...\Yeah.\Hmm? Why did he look at me?\I'm going this direction.\Ditto.\I'll walk with you.\See you on Monday!\Good job, everyone. response:	Bye.
context: Yeah.\Hmm? Why did he look at me?\I'm going this direction.\Ditto.\I'll walk with you.\See you on Monday!\Good job, everyone.\Bye. response:	By the way, why did you name him Nagoya?
context: Hmm? Why did he look at me?\I'm going this direction.\Ditto.\I'll walk with you.\See you on Monday!\Good job, everyone.\Bye.\By the way, why did you name him Nagoya? response:	Now you ask?
context: I'm going this direction.\Ditto.\I'll walk with you.\See you on Monday!\Good job, everyone.\Bye.\By the way, why did you name him Nagoya?\Now you ask? response:	Nagoya Cochin chickens are famous.
context: Ditto.\I'll walk with you.\See you on Monday!\Good job, everyone.\Bye.\By the way, why did you name him Nagoya?\Now you ask?\Nagoya Cochin chickens are famous. response:	This is far enough, Haru.
context: I'll walk with you.\See you on Monday!\Good job, everyone.\Bye.\By the way, why did you name him Nagoya?\Now you ask?\Nagoya Cochin chickens are famous.\This is far enough, Haru. response:	Don't be shy.
context: See you on Monday!\Good job, everyone.\Bye.\By the way, why did you name him Nagoya?\Now you ask?\Nagoya Cochin chickens are famous.\This is far enough, Haru.\Don't be shy. response:	Huh?
context: Good job, everyone.\Bye.\By the way, why did you name him Nagoya?\Now you ask?\Nagoya Cochin chickens are famous.\This is far enough, Haru.\Don't be shy.\Huh? response:	I want to stay with you a little longer.
context: Bye.\By the way, why did you name him Nagoya?\Now you ask?\Nagoya Cochin chickens are famous.\This is far enough, Haru.\Don't be shy.\Huh?\I want to stay with you a little longer. response:	There he goes again...
context: By the way, why did you name him Nagoya?\Now you ask?\Nagoya Cochin chickens are famous.\This is far enough, Haru.\Don't be shy.\Huh?\I want to stay with you a little longer.\There he goes again... response:	What now?
context: Now you ask?\Nagoya Cochin chickens are famous.\This is far enough, Haru.\Don't be shy.\Huh?\I want to stay with you a little longer.\There he goes again...\What now? response:	I can't bring myself to look up at him.
context: Nagoya Cochin chickens are famous.\This is far enough, Haru.\Don't be shy.\Huh?\I want to stay with you a little longer.\There he goes again...\What now?\I can't bring myself to look up at him. response:	Did you know?
context: This is far enough, Haru.\Don't be shy.\Huh?\I want to stay with you a little longer.\There he goes again...\What now?\I can't bring myself to look up at him.\Did you know? response:	God decides when people get to be lucky or unlucky
context: Don't be shy.\Huh?\I want to stay with you a little longer.\There he goes again...\What now?\I can't bring myself to look up at him.\Did you know?\God decides when people get to be lucky or unlucky response:	so everything balances out in the end.
context: Huh?\I want to stay with you a little longer.\There he goes again...\What now?\I can't bring myself to look up at him.\Did you know?\God decides when people get to be lucky or unlucky\so everything balances out in the end. response:	It nets to zero?
context: I want to stay with you a little longer.\There he goes again...\What now?\I can't bring myself to look up at him.\Did you know?\God decides when people get to be lucky or unlucky\so everything balances out in the end.\It nets to zero? response:	Well, I don't believe any of that.
context: There he goes again...\What now?\I can't bring myself to look up at him.\Did you know?\God decides when people get to be lucky or unlucky\so everything balances out in the end.\It nets to zero?\Well, I don't believe any of that. response:	It's a bunch of smoke and mirrors.
context: What now?\I can't bring myself to look up at him.\Did you know?\God decides when people get to be lucky or unlucky\so everything balances out in the end.\It nets to zero?\Well, I don't believe any of that.\It's a bunch of smoke and mirrors. response:	Still, I've been thinking lately.
context: I can't bring myself to look up at him.\Did you know?\God decides when people get to be lucky or unlucky\so everything balances out in the end.\It nets to zero?\Well, I don't believe any of that.\It's a bunch of smoke and mirrors.\Still, I've been thinking lately. response:	If meeting you was my lucky moment,
context: Did you know?\God decides when people get to be lucky or unlucky\so everything balances out in the end.\It nets to zero?\Well, I don't believe any of that.\It's a bunch of smoke and mirrors.\Still, I've been thinking lately.\If meeting you was my lucky moment, response:	it balances out everything else that's happened.
context: God decides when people get to be lucky or unlucky\so everything balances out in the end.\It nets to zero?\Well, I don't believe any of that.\It's a bunch of smoke and mirrors.\Still, I've been thinking lately.\If meeting you was my lucky moment,\it balances out everything else that's happened. response:	Only good things have happened
context: so everything balances out in the end.\It nets to zero?\Well, I don't believe any of that.\It's a bunch of smoke and mirrors.\Still, I've been thinking lately.\If meeting you was my lucky moment,\it balances out everything else that's happened.\Only good things have happened response:	since I met you.
context: It nets to zero?\Well, I don't believe any of that.\It's a bunch of smoke and mirrors.\Still, I've been thinking lately.\If meeting you was my lucky moment,\it balances out everything else that's happened.\Only good things have happened\since I met you. response:	I give up!
context: Well, I don't believe any of that.\It's a bunch of smoke and mirrors.\Still, I've been thinking lately.\If meeting you was my lucky moment,\it balances out everything else that's happened.\Only good things have happened\since I met you.\I give up! response:	You win!
context: It's a bunch of smoke and mirrors.\Still, I've been thinking lately.\If meeting you was my lucky moment,\it balances out everything else that's happened.\Only good things have happened\since I met you.\I give up!\You win! response:	I love you, Haru.
context: Still, I've been thinking lately.\If meeting you was my lucky moment,\it balances out everything else that's happened.\Only good things have happened\since I met you.\I give up!\You win!\I love you, Haru. response:	It's impossible to guess how someone else feels.
context: If meeting you was my lucky moment,\it balances out everything else that's happened.\Only good things have happened\since I met you.\I give up!\You win!\I love you, Haru.\It's impossible to guess how someone else feels. response:	In that case, I should let it all out.
context: it balances out everything else that's happened.\Only good things have happened\since I met you.\I give up!\You win!\I love you, Haru.\It's impossible to guess how someone else feels.\In that case, I should let it all out. response:	You said that you felt much better
context: Only good things have happened\since I met you.\I give up!\You win!\I love you, Haru.\It's impossible to guess how someone else feels.\In that case, I should let it all out.\You said that you felt much better response:	after I said that I didn't love you.
context: since I met you.\I give up!\You win!\I love you, Haru.\It's impossible to guess how someone else feels.\In that case, I should let it all out.\You said that you felt much better\after I said that I didn't love you. response:	You meant what you said, right?
context: I give up!\You win!\I love you, Haru.\It's impossible to guess how someone else feels.\In that case, I should let it all out.\You said that you felt much better\after I said that I didn't love you.\You meant what you said, right? response:	I understand that you don't want my affection,
context: You win!\I love you, Haru.\It's impossible to guess how someone else feels.\In that case, I should let it all out.\You said that you felt much better\after I said that I didn't love you.\You meant what you said, right?\I understand that you don't want my affection, response:	but I've fallen in love with you.
context: I love you, Haru.\It's impossible to guess how someone else feels.\In that case, I should let it all out.\You said that you felt much better\after I said that I didn't love you.\You meant what you said, right?\I understand that you don't want my affection,\but I've fallen in love with you. response:	What am I supposed to do?
context: It's impossible to guess how someone else feels.\In that case, I should let it all out.\You said that you felt much better\after I said that I didn't love you.\You meant what you said, right?\I understand that you don't want my affection,\but I've fallen in love with you.\What am I supposed to do? response:	You're pretty blunt.
context: In that case, I should let it all out.\You said that you felt much better\after I said that I didn't love you.\You meant what you said, right?\I understand that you don't want my affection,\but I've fallen in love with you.\What am I supposed to do?\You're pretty blunt. response:	Only because you keep playing dumb.
context: You said that you felt much better\after I said that I didn't love you.\You meant what you said, right?\I understand that you don't want my affection,\but I've fallen in love with you.\What am I supposed to do?\You're pretty blunt.\Only because you keep playing dumb. response:	Sorry.
context: after I said that I didn't love you.\You meant what you said, right?\I understand that you don't want my affection,\but I've fallen in love with you.\What am I supposed to do?\You're pretty blunt.\Only because you keep playing dumb.\Sorry. response:	It's not that I don't want your affection.
context: You meant what you said, right?\I understand that you don't want my affection,\but I've fallen in love with you.\What am I supposed to do?\You're pretty blunt.\Only because you keep playing dumb.\Sorry.\It's not that I don't want your affection. response:	I love you, too.
context: I understand that you don't want my affection,\but I've fallen in love with you.\What am I supposed to do?\You're pretty blunt.\Only because you keep playing dumb.\Sorry.\It's not that I don't want your affection.\I love you, too. response:	I've had some dirty thoughts about you.
context: but I've fallen in love with you.\What am I supposed to do?\You're pretty blunt.\Only because you keep playing dumb.\Sorry.\It's not that I don't want your affection.\I love you, too.\I've had some dirty thoughts about you. response:	I didn't need to know that.
context: What am I supposed to do?\You're pretty blunt.\Only because you keep playing dumb.\Sorry.\It's not that I don't want your affection.\I love you, too.\I've had some dirty thoughts about you.\I didn't need to know that. response:	But my love is probably different from yours.
context: You're pretty blunt.\Only because you keep playing dumb.\Sorry.\It's not that I don't want your affection.\I love you, too.\I've had some dirty thoughts about you.\I didn't need to know that.\But my love is probably different from yours. response:	I thought you would leave me if you realized that.
context: Only because you keep playing dumb.\Sorry.\It's not that I don't want your affection.\I love you, too.\I've had some dirty thoughts about you.\I didn't need to know that.\But my love is probably different from yours.\I thought you would leave me if you realized that. response:	I was scared.
context: Sorry.\It's not that I don't want your affection.\I love you, too.\I've had some dirty thoughts about you.\I didn't need to know that.\But my love is probably different from yours.\I thought you would leave me if you realized that.\I was scared. response:	I see.
context: It's not that I don't want your affection.\I love you, too.\I've had some dirty thoughts about you.\I didn't need to know that.\But my love is probably different from yours.\I thought you would leave me if you realized that.\I was scared.\I see. response:	In that case, let's start all over.
context: I love you, too.\I've had some dirty thoughts about you.\I didn't need to know that.\But my love is probably different from yours.\I thought you would leave me if you realized that.\I was scared.\I see.\In that case, let's start all over. response:	I'll wait for you to fall in love with me before I say it again.
context: I've had some dirty thoughts about you.\I didn't need to know that.\But my love is probably different from yours.\I thought you would leave me if you realized that.\I was scared.\I see.\In that case, let's start all over.\I'll wait for you to fall in love with me before I say it again. response:	Yes, this is right.
context: I didn't need to know that.\But my love is probably different from yours.\I thought you would leave me if you realized that.\I was scared.\I see.\In that case, let's start all over.\I'll wait for you to fall in love with me before I say it again.\Yes, this is right. response:	The answer was very simple.
context: But my love is probably different from yours.\I thought you would leave me if you realized that.\I was scared.\I see.\In that case, let's start all over.\I'll wait for you to fall in love with me before I say it again.\Yes, this is right.\The answer was very simple. response:	Well, we should go home, Haru.
context: I thought you would leave me if you realized that.\I was scared.\I see.\In that case, let's start all over.\I'll wait for you to fall in love with me before I say it again.\Yes, this is right.\The answer was very simple.\Well, we should go home, Haru. response:	Y-Yeah...
context: I was scared.\I see.\In that case, let's start all over.\I'll wait for you to fall in love with me before I say it again.\Yes, this is right.\The answer was very simple.\Well, we should go home, Haru.\Y-Yeah... response:	After all, Haru said that he wants to be with me.
context: I see.\In that case, let's start all over.\I'll wait for you to fall in love with me before I say it again.\Yes, this is right.\The answer was very simple.\Well, we should go home, Haru.\Y-Yeah...\After all, Haru said that he wants to be with me. response:	That's all I need right now.
context: In that case, let's start all over.\I'll wait for you to fall in love with me before I say it again.\Yes, this is right.\The answer was very simple.\Well, we should go home, Haru.\Y-Yeah...\After all, Haru said that he wants to be with me.\That's all I need right now. response:	Mi-chan Yuzan's on his way
context: I'll wait for you to fall in love with me before I say it again.\Yes, this is right.\The answer was very simple.\Well, we should go home, Haru.\Y-Yeah...\After all, Haru said that he wants to be with me.\That's all I need right now.\Mi-chan Yuzan's on his way response:	Shizuku, don't go home yet.
context: Yes, this is right.\The answer was very simple.\Well, we should go home, Haru.\Y-Yeah...\After all, Haru said that he wants to be with me.\That's all I need right now.\Mi-chan Yuzan's on his way\Shizuku, don't go home yet. response:	Let's find a place to spend the night.
context: The answer was very simple.\Well, we should go home, Haru.\Y-Yeah...\After all, Haru said that he wants to be with me.\That's all I need right now.\Mi-chan Yuzan's on his way\Shizuku, don't go home yet.\Let's find a place to spend the night. response:	My simple answer
context: Well, we should go home, Haru.\Y-Yeah...\After all, Haru said that he wants to be with me.\That's all I need right now.\Mi-chan Yuzan's on his way\Shizuku, don't go home yet.\Let's find a place to spend the night.\My simple answer response:	was immediately shot down.
context: Y-Yeah...\After all, Haru said that he wants to be with me.\That's all I need right now.\Mi-chan Yuzan's on his way\Shizuku, don't go home yet.\Let's find a place to spend the night.\My simple answer\was immediately shot down. response:	What?
context: After all, Haru said that he wants to be with me.\That's all I need right now.\Mi-chan Yuzan's on his way\Shizuku, don't go home yet.\Let's find a place to spend the night.\My simple answer\was immediately shot down.\What? response:	What?!
context: That's all I need right now.\Mi-chan Yuzan's on his way\Shizuku, don't go home yet.\Let's find a place to spend the night.\My simple answer\was immediately shot down.\What?\What?! response:	Seriously...
context: Mi-chan Yuzan's on his way\Shizuku, don't go home yet.\Let's find a place to spend the night.\My simple answer\was immediately shot down.\What?\What?!\Seriously... response:	He's so much trouble!
context: Shizuku, don't go home yet.\Let's find a place to spend the night.\My simple answer\was immediately shot down.\What?\What?!\Seriously...\He's so much trouble! response:	I'm home.
context: Let's find a place to spend the night.\My simple answer\was immediately shot down.\What?\What?!\Seriously...\He's so much trouble!\I'm home. response:	I'm Yoshida. Thanks for having me.
context: My simple answer\was immediately shot down.\What?\What?!\Seriously...\He's so much trouble!\I'm home.\I'm Yoshida. Thanks for having me. response:	Nice to meet you, Pops.
context: was immediately shot down.\What?\What?!\Seriously...\He's so much trouble!\I'm home.\I'm Yoshida. Thanks for having me.\Nice to meet you, Pops. response:	Uh, Shizuku-san? This is...
context: What?\What?!\Seriously...\He's so much trouble!\I'm home.\I'm Yoshida. Thanks for having me.\Nice to meet you, Pops.\Uh, Shizuku-san? This is... response:	He doesn't want to go home tonight.
context: What?!\Seriously...\He's so much trouble!\I'm home.\I'm Yoshida. Thanks for having me.\Nice to meet you, Pops.\Uh, Shizuku-san? This is...\He doesn't want to go home tonight. response:	What?! What's that supposed to mean?
context: Seriously...\He's so much trouble!\I'm home.\I'm Yoshida. Thanks for having me.\Nice to meet you, Pops.\Uh, Shizuku-san? This is...\He doesn't want to go home tonight.\What?! What's that supposed to mean? response:	Takaya, have you eaten dinner?
context: He's so much trouble!\I'm home.\I'm Yoshida. Thanks for having me.\Nice to meet you, Pops.\Uh, Shizuku-san? This is...\He doesn't want to go home tonight.\What?! What's that supposed to mean?\Takaya, have you eaten dinner? response:	Yes.
context: I'm home.\I'm Yoshida. Thanks for having me.\Nice to meet you, Pops.\Uh, Shizuku-san? This is...\He doesn't want to go home tonight.\What?! What's that supposed to mean?\Takaya, have you eaten dinner?\Yes. response:	Nice place you got here.
context: I'm Yoshida. Thanks for having me.\Nice to meet you, Pops.\Uh, Shizuku-san? This is...\He doesn't want to go home tonight.\What?! What's that supposed to mean?\Takaya, have you eaten dinner?\Yes.\Nice place you got here. response:	N-No, it's just a normal house...
context: Nice to meet you, Pops.\Uh, Shizuku-san? This is...\He doesn't want to go home tonight.\What?! What's that supposed to mean?\Takaya, have you eaten dinner?\Yes.\Nice place you got here.\N-No, it's just a normal house... response:	Isn't your mom around?
context: Uh, Shizuku-san? This is...\He doesn't want to go home tonight.\What?! What's that supposed to mean?\Takaya, have you eaten dinner?\Yes.\Nice place you got here.\N-No, it's just a normal house...\Isn't your mom around? response:	She's working.
context: He doesn't want to go home tonight.\What?! What's that supposed to mean?\Takaya, have you eaten dinner?\Yes.\Nice place you got here.\N-No, it's just a normal house...\Isn't your mom around?\She's working. response:	You can stay in the guest room...
context: What?! What's that supposed to mean?\Takaya, have you eaten dinner?\Yes.\Nice place you got here.\N-No, it's just a normal house...\Isn't your mom around?\She's working.\You can stay in the guest room... response:	Let's find a place to spend the night.
context: Takaya, have you eaten dinner?\Yes.\Nice place you got here.\N-No, it's just a normal house...\Isn't your mom around?\She's working.\You can stay in the guest room...\Let's find a place to spend the night. response:	For a moment there, I was picturing something else.
context: Yes.\Nice place you got here.\N-No, it's just a normal house...\Isn't your mom around?\She's working.\You can stay in the guest room...\Let's find a place to spend the night.\For a moment there, I was picturing something else. response:	Here.
context: Nice place you got here.\N-No, it's just a normal house...\Isn't your mom around?\She's working.\You can stay in the guest room...\Let's find a place to spend the night.\For a moment there, I was picturing something else.\Here. response:	What's this?
context: N-No, it's just a normal house...\Isn't your mom around?\She's working.\You can stay in the guest room...\Let's find a place to spend the night.\For a moment there, I was picturing something else.\Here.\What's this? response:	It's just fried rice.
context: Isn't your mom around?\She's working.\You can stay in the guest room...\Let's find a place to spend the night.\For a moment there, I was picturing something else.\Here.\What's this?\It's just fried rice. response:	Did you make this?!
context: She's working.\You can stay in the guest room...\Let's find a place to spend the night.\For a moment there, I was picturing something else.\Here.\What's this?\It's just fried rice.\Did you make this?! response:	Weren't you watching me?
context: You can stay in the guest room...\Let's find a place to spend the night.\For a moment there, I was picturing something else.\Here.\What's this?\It's just fried rice.\Did you make this?!\Weren't you watching me? response:	There's also pickled vegetables.
context: Let's find a place to spend the night.\For a moment there, I was picturing something else.\Here.\What's this?\It's just fried rice.\Did you make this?!\Weren't you watching me?\There's also pickled vegetables. response:	You're amazing!
context: For a moment there, I was picturing something else.\Here.\What's this?\It's just fried rice.\Did you make this?!\Weren't you watching me?\There's also pickled vegetables.\You're amazing! response:	Like one of those countryside grandmas!
context: Here.\What's this?\It's just fried rice.\Did you make this?!\Weren't you watching me?\There's also pickled vegetables.\You're amazing!\Like one of those countryside grandmas! response:	Thanks.
context: What's this?\It's just fried rice.\Did you make this?!\Weren't you watching me?\There's also pickled vegetables.\You're amazing!\Like one of those countryside grandmas!\Thanks. response:	Man...
context: It's just fried rice.\Did you make this?!\Weren't you watching me?\There's also pickled vegetables.\You're amazing!\Like one of those countryside grandmas!\Thanks.\Man... response:	I told you not to come back here.
context: Did you make this?!\Weren't you watching me?\There's also pickled vegetables.\You're amazing!\Like one of those countryside grandmas!\Thanks.\Man...\I told you not to come back here. response:	Are you listening to me, Yuzan?
context: Weren't you watching me?\There's also pickled vegetables.\You're amazing!\Like one of those countryside grandmas!\Thanks.\Man...\I told you not to come back here.\Are you listening to me, Yuzan? response:	Hey, there's a spirit in this house.
context: There's also pickled vegetables.\You're amazing!\Like one of those countryside grandmas!\Thanks.\Man...\I told you not to come back here.\Are you listening to me, Yuzan?\Hey, there's a spirit in this house. response:	H-How can you walk around my house naked like that?!
context: You're amazing!\Like one of those countryside grandmas!\Thanks.\Man...\I told you not to come back here.\Are you listening to me, Yuzan?\Hey, there's a spirit in this house.\H-How can you walk around my house naked like that?! response:	Wait, you study at home, too?
context: Like one of those countryside grandmas!\Thanks.\Man...\I told you not to come back here.\Are you listening to me, Yuzan?\Hey, there's a spirit in this house.\H-How can you walk around my house naked like that?!\Wait, you study at home, too? response:	Wh-What do I do?
context: Thanks.\Man...\I told you not to come back here.\Are you listening to me, Yuzan?\Hey, there's a spirit in this house.\H-How can you walk around my house naked like that?!\Wait, you study at home, too?\Wh-What do I do? response:	I can't look at him...
context: Man...\I told you not to come back here.\Are you listening to me, Yuzan?\Hey, there's a spirit in this house.\H-How can you walk around my house naked like that?!\Wait, you study at home, too?\Wh-What do I do?\I can't look at him... response:	I'm bored. Let's play a word game.
context: I told you not to come back here.\Are you listening to me, Yuzan?\Hey, there's a spirit in this house.\H-How can you walk around my house naked like that?!\Wait, you study at home, too?\Wh-What do I do?\I can't look at him...\I'm bored. Let's play a word game. response:	No, thanks!
context: Are you listening to me, Yuzan?\Hey, there's a spirit in this house.\H-How can you walk around my house naked like that?!\Wait, you study at home, too?\Wh-What do I do?\I can't look at him...\I'm bored. Let's play a word game.\No, thanks! response:	Actually, Dad always walks around in his underwear.
context: Hey, there's a spirit in this house.\H-How can you walk around my house naked like that?!\Wait, you study at home, too?\Wh-What do I do?\I can't look at him...\I'm bored. Let's play a word game.\No, thanks!\Actually, Dad always walks around in his underwear. response:	I-Is this normal?
context: H-How can you walk around my house naked like that?!\Wait, you study at home, too?\Wh-What do I do?\I can't look at him...\I'm bored. Let's play a word game.\No, thanks!\Actually, Dad always walks around in his underwear.\I-Is this normal? response:	I-I guess I could sneak a peek...
context: Wait, you study at home, too?\Wh-What do I do?\I can't look at him...\I'm bored. Let's play a word game.\No, thanks!\Actually, Dad always walks around in his underwear.\I-Is this normal?\I-I guess I could sneak a peek... response:	Use the futon if you're going to sleep.
context: Wh-What do I do?\I can't look at him...\I'm bored. Let's play a word game.\No, thanks!\Actually, Dad always walks around in his underwear.\I-Is this normal?\I-I guess I could sneak a peek...\Use the futon if you're going to sleep. response:	Where is he?
context: I can't look at him...\I'm bored. Let's play a word game.\No, thanks!\Actually, Dad always walks around in his underwear.\I-Is this normal?\I-I guess I could sneak a peek...\Use the futon if you're going to sleep.\Where is he? response:	He's not coming home tonight.
context: I'm bored. Let's play a word game.\No, thanks!\Actually, Dad always walks around in his underwear.\I-Is this normal?\I-I guess I could sneak a peek...\Use the futon if you're going to sleep.\Where is he?\He's not coming home tonight. response:	What?!
context: No, thanks!\Actually, Dad always walks around in his underwear.\I-Is this normal?\I-I guess I could sneak a peek...\Use the futon if you're going to sleep.\Where is he?\He's not coming home tonight.\What?! response:	Sweet
context: Actually, Dad always walks around in his underwear.\I-Is this normal?\I-I guess I could sneak a peek...\Use the futon if you're going to sleep.\Where is he?\He's not coming home tonight.\What?!\Sweet response:	But I brought him a present!
context: I-Is this normal?\I-I guess I could sneak a peek...\Use the futon if you're going to sleep.\Where is he?\He's not coming home tonight.\What?!\Sweet\But I brought him a present! response:	Whatever. Make me some tea, Mitsuyoshi.
context: I-I guess I could sneak a peek...\Use the futon if you're going to sleep.\Where is he?\He's not coming home tonight.\What?!\Sweet\But I brought him a present!\Whatever. Make me some tea, Mitsuyoshi. response:	Yeah, yeah.
context: Use the futon if you're going to sleep.\Where is he?\He's not coming home tonight.\What?!\Sweet\But I brought him a present!\Whatever. Make me some tea, Mitsuyoshi.\Yeah, yeah. response:	Haru's such a coward.
context: Where is he?\He's not coming home tonight.\What?!\Sweet\But I brought him a present!\Whatever. Make me some tea, Mitsuyoshi.\Yeah, yeah.\Haru's such a coward. response:	He can't run away forever.
context: He's not coming home tonight.\What?!\Sweet\But I brought him a present!\Whatever. Make me some tea, Mitsuyoshi.\Yeah, yeah.\Haru's such a coward.\He can't run away forever. response:	He was acting a little strange,
context: What?!\Sweet\But I brought him a present!\Whatever. Make me some tea, Mitsuyoshi.\Yeah, yeah.\Haru's such a coward.\He can't run away forever.\He was acting a little strange, response:	but maybe it was my imagination.
context: Sweet\But I brought him a present!\Whatever. Make me some tea, Mitsuyoshi.\Yeah, yeah.\Haru's such a coward.\He can't run away forever.\He was acting a little strange,\but maybe it was my imagination. response:	Oh, why were you guys in the spray paint section?
context: But I brought him a present!\Whatever. Make me some tea, Mitsuyoshi.\Yeah, yeah.\Haru's such a coward.\He can't run away forever.\He was acting a little strange,\but maybe it was my imagination.\Oh, why were you guys in the spray paint section? response:	Duh.
context: Whatever. Make me some tea, Mitsuyoshi.\Yeah, yeah.\Haru's such a coward.\He can't run away forever.\He was acting a little strange,\but maybe it was my imagination.\Oh, why were you guys in the spray paint section?\Duh. response:	For graffiti, of course!
context: Yeah, yeah.\Haru's such a coward.\He can't run away forever.\He was acting a little strange,\but maybe it was my imagination.\Oh, why were you guys in the spray paint section?\Duh.\For graffiti, of course! response:	It's a crime to deface public property.
context: Haru's such a coward.\He can't run away forever.\He was acting a little strange,\but maybe it was my imagination.\Oh, why were you guys in the spray paint section?\Duh.\For graffiti, of course!\It's a crime to deface public property. response:	It's not against the law to spray the statues in my own home.
context: He can't run away forever.\He was acting a little strange,\but maybe it was my imagination.\Oh, why were you guys in the spray paint section?\Duh.\For graffiti, of course!\It's a crime to deface public property.\It's not against the law to spray the statues in my own home. response:	His yard is full of sculptures!
context: He was acting a little strange,\but maybe it was my imagination.\Oh, why were you guys in the spray paint section?\Duh.\For graffiti, of course!\It's a crime to deface public property.\It's not against the law to spray the statues in my own home.\His yard is full of sculptures! response:	Why do punks like to draw on walls?
context: but maybe it was my imagination.\Oh, why were you guys in the spray paint section?\Duh.\For graffiti, of course!\It's a crime to deface public property.\It's not against the law to spray the statues in my own home.\His yard is full of sculptures!\Why do punks like to draw on walls? response:	Because the wall's asking to be drawn on!
context: Oh, why were you guys in the spray paint section?\Duh.\For graffiti, of course!\It's a crime to deface public property.\It's not against the law to spray the statues in my own home.\His yard is full of sculptures!\Why do punks like to draw on walls?\Because the wall's asking to be drawn on! response:	And because walls are a big draw for punks!
context: Duh.\For graffiti, of course!\It's a crime to deface public property.\It's not against the law to spray the statues in my own home.\His yard is full of sculptures!\Why do punks like to draw on walls?\Because the wall's asking to be drawn on!\And because walls are a big draw for punks! response:	My point is...
context: For graffiti, of course!\It's a crime to deface public property.\It's not against the law to spray the statues in my own home.\His yard is full of sculptures!\Why do punks like to draw on walls?\Because the wall's asking to be drawn on!\And because walls are a big draw for punks!\My point is... response:	Hmm?
context: It's a crime to deface public property.\It's not against the law to spray the statues in my own home.\His yard is full of sculptures!\Why do punks like to draw on walls?\Because the wall's asking to be drawn on!\And because walls are a big draw for punks!\My point is...\Hmm? response:	Yard is full of sculptures...
context: It's not against the law to spray the statues in my own home.\His yard is full of sculptures!\Why do punks like to draw on walls?\Because the wall's asking to be drawn on!\And because walls are a big draw for punks!\My point is...\Hmm?\Yard is full of sculptures... response:	He's rich and an art buff?!
context: His yard is full of sculptures!\Why do punks like to draw on walls?\Because the wall's asking to be drawn on!\And because walls are a big draw for punks!\My point is...\Hmm?\Yard is full of sculptures...\He's rich and an art buff?! response:	Hey, don't be too...
context: Why do punks like to draw on walls?\Because the wall's asking to be drawn on!\And because walls are a big draw for punks!\My point is...\Hmm?\Yard is full of sculptures...\He's rich and an art buff?!\Hey, don't be too... response:	Do you want to know why I named you Nagoya?
context: Because the wall's asking to be drawn on!\And because walls are a big draw for punks!\My point is...\Hmm?\Yard is full of sculptures...\He's rich and an art buff?!\Hey, don't be too...\Do you want to know why I named you Nagoya? response:	It's because...
context: And because walls are a big draw for punks!\My point is...\Hmm?\Yard is full of sculptures...\He's rich and an art buff?!\Hey, don't be too...\Do you want to know why I named you Nagoya?\It's because... response:	No, forget it.
context: My point is...\Hmm?\Yard is full of sculptures...\He's rich and an art buff?!\Hey, don't be too...\Do you want to know why I named you Nagoya?\It's because...\No, forget it. response:	Something happened with Nagoya Cochin in my past...
