context: This is far enough. response:	Oh? You don't need an escort, then?
context: I heard that your magical specialty is strengthening.\It's the only thing I can do, so I'm not sure if specialty is the word.\How does one train in the art of strengthening?\Strengthening isn't just about increasing a thing's toughness.\It also includes increasing its effectiveness.\For this rock, it's making it harder. For that light bulb, it's making it brighter.\I visualize an object's component materials,\and pass my mana through them to strengthen it. response:	I understand.
context: It's the only thing I can do, so I'm not sure if specialty is the word.\How does one train in the art of strengthening?\Strengthening isn't just about increasing a thing's toughness.\It also includes increasing its effectiveness.\For this rock, it's making it harder. For that light bulb, it's making it brighter.\I visualize an object's component materials,\and pass my mana through them to strengthen it.\I understand. response:	I-It's better to show than tell.
context: How does one train in the art of strengthening?\Strengthening isn't just about increasing a thing's toughness.\It also includes increasing its effectiveness.\For this rock, it's making it harder. For that light bulb, it's making it brighter.\I visualize an object's component materials,\and pass my mana through them to strengthen it.\I understand.\I-It's better to show than tell. response:	I'll try it on this.
context: Strengthening isn't just about increasing a thing's toughness.\It also includes increasing its effectiveness.\For this rock, it's making it harder. For that light bulb, it's making it brighter.\I visualize an object's component materials,\and pass my mana through them to strengthen it.\I understand.\I-It's better to show than tell.\I'll try it on this. response:	Trace on.
context: It also includes increasing its effectiveness.\For this rock, it's making it harder. For that light bulb, it's making it brighter.\I visualize an object's component materials,\and pass my mana through them to strengthen it.\I understand.\I-It's better to show than tell.\I'll try it on this.\Trace on. response:	Tracing fundamental structure.
context: For this rock, it's making it harder. For that light bulb, it's making it brighter.\I visualize an object's component materials,\and pass my mana through them to strengthen it.\I understand.\I-It's better to show than tell.\I'll try it on this.\Trace on.\Tracing fundamental structure. response:	Tracing component materials.
context: I visualize an object's component materials,\and pass my mana through them to strengthen it.\I understand.\I-It's better to show than tell.\I'll try it on this.\Trace on.\Tracing fundamental structure.\Tracing component materials. response:	Altering fundamental structure.
context: and pass my mana through them to strengthen it.\I understand.\I-It's better to show than tell.\I'll try it on this.\Trace on.\Tracing fundamental structure.\Tracing component materials.\Altering fundamental structure. response:	Strengthening component materials...
context: I understand.\I-It's better to show than tell.\I'll try it on this.\Trace on.\Tracing fundamental structure.\Tracing component materials.\Altering fundamental structure.\Strengthening component materials... response:	Damn, another bust.
context: I-It's better to show than tell.\I'll try it on this.\Trace on.\Tracing fundamental structure.\Tracing component materials.\Altering fundamental structure.\Strengthening component materials...\Damn, another bust. response:	My success rate is actually pretty low.
context: I'll try it on this.\Trace on.\Tracing fundamental structure.\Tracing component materials.\Altering fundamental structure.\Strengthening component materials...\Damn, another bust.\My success rate is actually pretty low. response:	No, I sensed just now that your concentration was lacking.
context: Trace on.\Tracing fundamental structure.\Tracing component materials.\Altering fundamental structure.\Strengthening component materials...\Damn, another bust.\My success rate is actually pretty low.\No, I sensed just now that your concentration was lacking. response:	Oh... No, my luck is a lot better with bladed tools like this.
context: Tracing fundamental structure.\Tracing component materials.\Altering fundamental structure.\Strengthening component materials...\Damn, another bust.\My success rate is actually pretty low.\No, I sensed just now that your concentration was lacking.\Oh... No, my luck is a lot better with bladed tools like this. response:	I can see that my presence here is a distraction.
context: Tracing component materials.\Altering fundamental structure.\Strengthening component materials...\Damn, another bust.\My success rate is actually pretty low.\No, I sensed just now that your concentration was lacking.\Oh... No, my luck is a lot better with bladed tools like this.\I can see that my presence here is a distraction. response:	Please try not to push yourself too hard.
context: Altering fundamental structure.\Strengthening component materials...\Damn, another bust.\My success rate is actually pretty low.\No, I sensed just now that your concentration was lacking.\Oh... No, my luck is a lot better with bladed tools like this.\I can see that my presence here is a distraction.\Please try not to push yourself too hard. response:	I won't. Goodnight.
context: Strengthening component materials...\Damn, another bust.\My success rate is actually pretty low.\No, I sensed just now that your concentration was lacking.\Oh... No, my luck is a lot better with bladed tools like this.\I can see that my presence here is a distraction.\Please try not to push yourself too hard.\I won't. Goodnight. response:	Is this Ryuudou Temple?
context: Damn, another bust.\My success rate is actually pretty low.\No, I sensed just now that your concentration was lacking.\Oh... No, my luck is a lot better with bladed tools like this.\I can see that my presence here is a distraction.\Please try not to push yourself too hard.\I won't. Goodnight.\Is this Ryuudou Temple? response:	Yes, it is.
context: My success rate is actually pretty low.\No, I sensed just now that your concentration was lacking.\Oh... No, my luck is a lot better with bladed tools like this.\I can see that my presence here is a distraction.\Please try not to push yourself too hard.\I won't. Goodnight.\Is this Ryuudou Temple?\Yes, it is. response:	Mmm... Roasted cod roe.
context: No, I sensed just now that your concentration was lacking.\Oh... No, my luck is a lot better with bladed tools like this.\I can see that my presence here is a distraction.\Please try not to push yourself too hard.\I won't. Goodnight.\Is this Ryuudou Temple?\Yes, it is.\Mmm... Roasted cod roe. response:	Shirou.
context: Oh... No, my luck is a lot better with bladed tools like this.\I can see that my presence here is a distraction.\Please try not to push yourself too hard.\I won't. Goodnight.\Is this Ryuudou Temple?\Yes, it is.\Mmm... Roasted cod roe.\Shirou. response:	The Caster-class Servant?
context: I can see that my presence here is a distraction.\Please try not to push yourself too hard.\I won't. Goodnight.\Is this Ryuudou Temple?\Yes, it is.\Mmm... Roasted cod roe.\Shirou.\The Caster-class Servant? response:	Indeed, I am, Master of Saber.
context: Please try not to push yourself too hard.\I won't. Goodnight.\Is this Ryuudou Temple?\Yes, it is.\Mmm... Roasted cod roe.\Shirou.\The Caster-class Servant?\Indeed, I am, Master of Saber. response:	Do not bother.
context: I won't. Goodnight.\Is this Ryuudou Temple?\Yes, it is.\Mmm... Roasted cod roe.\Shirou.\The Caster-class Servant?\Indeed, I am, Master of Saber.\Do not bother. response:	Once cast, a spell cannot be washed away with the water of mana.
context: Is this Ryuudou Temple?\Yes, it is.\Mmm... Roasted cod roe.\Shirou.\The Caster-class Servant?\Indeed, I am, Master of Saber.\Do not bother.\Once cast, a spell cannot be washed away with the water of mana. response:	Especially by the flow from Magic Circuits as feeble as yours.
context: Yes, it is.\Mmm... Roasted cod roe.\Shirou.\The Caster-class Servant?\Indeed, I am, Master of Saber.\Do not bother.\Once cast, a spell cannot be washed away with the water of mana.\Especially by the flow from Magic Circuits as feeble as yours. response:	Meaning that I was easy to summon here?
context: Mmm... Roasted cod roe.\Shirou.\The Caster-class Servant?\Indeed, I am, Master of Saber.\Do not bother.\Once cast, a spell cannot be washed away with the water of mana.\Especially by the flow from Magic Circuits as feeble as yours.\Meaning that I was easy to summon here? response:	Because, of all the Masters, you are the weakest by far.
context: Shirou.\The Caster-class Servant?\Indeed, I am, Master of Saber.\Do not bother.\Once cast, a spell cannot be washed away with the water of mana.\Especially by the flow from Magic Circuits as feeble as yours.\Meaning that I was easy to summon here?\Because, of all the Masters, you are the weakest by far. response:	You're going to kill me?
context: The Caster-class Servant?\Indeed, I am, Master of Saber.\Do not bother.\Once cast, a spell cannot be washed away with the water of mana.\Especially by the flow from Magic Circuits as feeble as yours.\Meaning that I was easy to summon here?\Because, of all the Masters, you are the weakest by far.\You're going to kill me? response:	Relax. If I killed you, I would not be able to drain you of mana.
context: Indeed, I am, Master of Saber.\Do not bother.\Once cast, a spell cannot be washed away with the water of mana.\Especially by the flow from Magic Circuits as feeble as yours.\Meaning that I was easy to summon here?\Because, of all the Masters, you are the weakest by far.\You're going to kill me?\Relax. If I killed you, I would not be able to drain you of mana. response:	At first, I recklessly killed a few before I had the feel for it,
context: Do not bother.\Once cast, a spell cannot be washed away with the water of mana.\Especially by the flow from Magic Circuits as feeble as yours.\Meaning that I was easy to summon here?\Because, of all the Masters, you are the weakest by far.\You're going to kill me?\Relax. If I killed you, I would not be able to drain you of mana.\At first, I recklessly killed a few before I had the feel for it, response:	but now, I can collect just the right amount.
context: Once cast, a spell cannot be washed away with the water of mana.\Especially by the flow from Magic Circuits as feeble as yours.\Meaning that I was easy to summon here?\Because, of all the Masters, you are the weakest by far.\You're going to kill me?\Relax. If I killed you, I would not be able to drain you of mana.\At first, I recklessly killed a few before I had the feel for it,\but now, I can collect just the right amount. response:	You're the one behind those comas in town?
context: Especially by the flow from Magic Circuits as feeble as yours.\Meaning that I was easy to summon here?\Because, of all the Masters, you are the weakest by far.\You're going to kill me?\Relax. If I killed you, I would not be able to drain you of mana.\At first, I recklessly killed a few before I had the feel for it,\but now, I can collect just the right amount.\You're the one behind those comas in town? response:	Oh, you didn't know?
context: Meaning that I was easy to summon here?\Because, of all the Masters, you are the weakest by far.\You're going to kill me?\Relax. If I killed you, I would not be able to drain you of mana.\At first, I recklessly killed a few before I had the feel for it,\but now, I can collect just the right amount.\You're the one behind those comas in town?\Oh, you didn't know? response:	We Servants of the Caster class have the prerogative to establish territory.
context: Because, of all the Masters, you are the weakest by far.\You're going to kill me?\Relax. If I killed you, I would not be able to drain you of mana.\At first, I recklessly killed a few before I had the feel for it,\but now, I can collect just the right amount.\You're the one behind those comas in town?\Oh, you didn't know?\We Servants of the Caster class have the prerogative to establish territory. response:	By building a temple here, I've protected myself from you.
context: You're going to kill me?\Relax. If I killed you, I would not be able to drain you of mana.\At first, I recklessly killed a few before I had the feel for it,\but now, I can collect just the right amount.\You're the one behind those comas in town?\Oh, you didn't know?\We Servants of the Caster class have the prerogative to establish territory.\By building a temple here, I've protected myself from you. response:	You can see it, can't you?
context: Relax. If I killed you, I would not be able to drain you of mana.\At first, I recklessly killed a few before I had the feel for it,\but now, I can collect just the right amount.\You're the one behind those comas in town?\Oh, you didn't know?\We Servants of the Caster class have the prerogative to establish territory.\By building a temple here, I've protected myself from you.\You can see it, can't you? response:	The mana of hundreds of people stored in this soil... The fragments of the rabble.
context: At first, I recklessly killed a few before I had the feel for it,\but now, I can collect just the right amount.\You're the one behind those comas in town?\Oh, you didn't know?\We Servants of the Caster class have the prerogative to establish territory.\By building a temple here, I've protected myself from you.\You can see it, can't you?\The mana of hundreds of people stored in this soil... The fragments of the rabble. response:	Caster... You involved outsiders?
context: but now, I can collect just the right amount.\You're the one behind those comas in town?\Oh, you didn't know?\We Servants of the Caster class have the prerogative to establish territory.\By building a temple here, I've protected myself from you.\You can see it, can't you?\The mana of hundreds of people stored in this soil... The fragments of the rabble.\Caster... You involved outsiders? response:	All the people in this town belong to me.
context: You're the one behind those comas in town?\Oh, you didn't know?\We Servants of the Caster class have the prerogative to establish territory.\By building a temple here, I've protected myself from you.\You can see it, can't you?\The mana of hundreds of people stored in this soil... The fragments of the rabble.\Caster... You involved outsiders?\All the people in this town belong to me. response:	Caster!
context: Oh, you didn't know?\We Servants of the Caster class have the prerogative to establish territory.\By building a temple here, I've protected myself from you.\You can see it, can't you?\The mana of hundreds of people stored in this soil... The fragments of the rabble.\Caster... You involved outsiders?\All the people in this town belong to me.\Caster! response:	Well, I think we have chatted for long enough.
context: We Servants of the Caster class have the prerogative to establish territory.\By building a temple here, I've protected myself from you.\You can see it, can't you?\The mana of hundreds of people stored in this soil... The fragments of the rabble.\Caster... You involved outsiders?\All the people in this town belong to me.\Caster!\Well, I think we have chatted for long enough. response:	Let's get those Command Seals off you.
context: By building a temple here, I've protected myself from you.\You can see it, can't you?\The mana of hundreds of people stored in this soil... The fragments of the rabble.\Caster... You involved outsiders?\All the people in this town belong to me.\Caster!\Well, I think we have chatted for long enough.\Let's get those Command Seals off you. response:	A Bounded Field that repels the very concept of Heroic Spirits?
context: You can see it, can't you?\The mana of hundreds of people stored in this soil... The fragments of the rabble.\Caster... You involved outsiders?\All the people in this town belong to me.\Caster!\Well, I think we have chatted for long enough.\Let's get those Command Seals off you.\A Bounded Field that repels the very concept of Heroic Spirits? response:	If I may,
context: The mana of hundreds of people stored in this soil... The fragments of the rabble.\Caster... You involved outsiders?\All the people in this town belong to me.\Caster!\Well, I think we have chatted for long enough.\Let's get those Command Seals off you.\A Bounded Field that repels the very concept of Heroic Spirits?\If I may, response:	what class of Servant are you?
context: Caster... You involved outsiders?\All the people in this town belong to me.\Caster!\Well, I think we have chatted for long enough.\Let's get those Command Seals off you.\A Bounded Field that repels the very concept of Heroic Spirits?\If I may,\what class of Servant are you? response:	The Assassin-class Servant, Sasaki Kojirou.
context: All the people in this town belong to me.\Caster!\Well, I think we have chatted for long enough.\Let's get those Command Seals off you.\A Bounded Field that repels the very concept of Heroic Spirits?\If I may,\what class of Servant are you?\The Assassin-class Servant, Sasaki Kojirou. response:	Isn't it natural to identify oneself before combat?
context: Caster!\Well, I think we have chatted for long enough.\Let's get those Command Seals off you.\A Bounded Field that repels the very concept of Heroic Spirits?\If I may,\what class of Servant are you?\The Assassin-class Servant, Sasaki Kojirou.\Isn't it natural to identify oneself before combat? response:	When my opponent identifies himself, I am honor-bound as a knight to do the same.
context: Well, I think we have chatted for long enough.\Let's get those Command Seals off you.\A Bounded Field that repels the very concept of Heroic Spirits?\If I may,\what class of Servant are you?\The Assassin-class Servant, Sasaki Kojirou.\Isn't it natural to identify oneself before combat?\When my opponent identifies himself, I am honor-bound as a knight to do the same. response:	Once I have done so, I will make you step aside. My name is
context: Let's get those Command Seals off you.\A Bounded Field that repels the very concept of Heroic Spirits?\If I may,\what class of Servant are you?\The Assassin-class Servant, Sasaki Kojirou.\Isn't it natural to identify oneself before combat?\When my opponent identifies himself, I am honor-bound as a knight to do the same.\Once I have done so, I will make you step aside. My name is response:	No matter.
context: A Bounded Field that repels the very concept of Heroic Spirits?\If I may,\what class of Servant are you?\The Assassin-class Servant, Sasaki Kojirou.\Isn't it natural to identify oneself before combat?\When my opponent identifies himself, I am honor-bound as a knight to do the same.\Once I have done so, I will make you step aside. My name is\No matter. response:	My blade will tell me all I need to know of my enemy.
context: If I may,\what class of Servant are you?\The Assassin-class Servant, Sasaki Kojirou.\Isn't it natural to identify oneself before combat?\When my opponent identifies himself, I am honor-bound as a knight to do the same.\Once I have done so, I will make you step aside. My name is\No matter.\My blade will tell me all I need to know of my enemy. response:	If you wish to pass, then force your way through.
context: what class of Servant are you?\The Assassin-class Servant, Sasaki Kojirou.\Isn't it natural to identify oneself before combat?\When my opponent identifies himself, I am honor-bound as a knight to do the same.\Once I have done so, I will make you step aside. My name is\No matter.\My blade will tell me all I need to know of my enemy.\If you wish to pass, then force your way through. response:	You want to take my Command Seals?
context: The Assassin-class Servant, Sasaki Kojirou.\Isn't it natural to identify oneself before combat?\When my opponent identifies himself, I am honor-bound as a knight to do the same.\Once I have done so, I will make you step aside. My name is\No matter.\My blade will tell me all I need to know of my enemy.\If you wish to pass, then force your way through.\You want to take my Command Seals? response:	That's right.
context: Isn't it natural to identify oneself before combat?\When my opponent identifies himself, I am honor-bound as a knight to do the same.\Once I have done so, I will make you step aside. My name is\No matter.\My blade will tell me all I need to know of my enemy.\If you wish to pass, then force your way through.\You want to take my Command Seals?\That's right. response:	I will transplant them onto my own Master.
context: When my opponent identifies himself, I am honor-bound as a knight to do the same.\Once I have done so, I will make you step aside. My name is\No matter.\My blade will tell me all I need to know of my enemy.\If you wish to pass, then force your way through.\You want to take my Command Seals?\That's right.\I will transplant them onto my own Master. response:	And then, he will have Saber deal with that irritating Berserker.
context: Once I have done so, I will make you step aside. My name is\No matter.\My blade will tell me all I need to know of my enemy.\If you wish to pass, then force your way through.\You want to take my Command Seals?\That's right.\I will transplant them onto my own Master.\And then, he will have Saber deal with that irritating Berserker. response:	Removing Command Seals also requires extracting your Magic Circuits.
context: No matter.\My blade will tell me all I need to know of my enemy.\If you wish to pass, then force your way through.\You want to take my Command Seals?\That's right.\I will transplant them onto my own Master.\And then, he will have Saber deal with that irritating Berserker.\Removing Command Seals also requires extracting your Magic Circuits. response:	That's a good boy...
context: My blade will tell me all I need to know of my enemy.\If you wish to pass, then force your way through.\You want to take my Command Seals?\That's right.\I will transplant them onto my own Master.\And then, he will have Saber deal with that irritating Berserker.\Removing Command Seals also requires extracting your Magic Circuits.\That's a good boy... response:	I do enjoy it when you struggle.
context: If you wish to pass, then force your way through.\You want to take my Command Seals?\That's right.\I will transplant them onto my own Master.\And then, he will have Saber deal with that irritating Berserker.\Removing Command Seals also requires extracting your Magic Circuits.\That's a good boy...\I do enjoy it when you struggle. response:	I expected to find you long dead, but you seem to have more tenacity than I'd thought.
context: You want to take my Command Seals?\That's right.\I will transplant them onto my own Master.\And then, he will have Saber deal with that irritating Berserker.\Removing Command Seals also requires extracting your Magic Circuits.\That's a good boy...\I do enjoy it when you struggle.\I expected to find you long dead, but you seem to have more tenacity than I'd thought. response:	You...
context: That's right.\I will transplant them onto my own Master.\And then, he will have Saber deal with that irritating Berserker.\Removing Command Seals also requires extracting your Magic Circuits.\That's a good boy...\I do enjoy it when you struggle.\I expected to find you long dead, but you seem to have more tenacity than I'd thought.\You... response:	Why?
context: I will transplant them onto my own Master.\And then, he will have Saber deal with that irritating Berserker.\Removing Command Seals also requires extracting your Magic Circuits.\That's a good boy...\I do enjoy it when you struggle.\I expected to find you long dead, but you seem to have more tenacity than I'd thought.\You...\Why? response:	Oh, I merely happened by.
context: And then, he will have Saber deal with that irritating Berserker.\Removing Command Seals also requires extracting your Magic Circuits.\That's a good boy...\I do enjoy it when you struggle.\I expected to find you long dead, but you seem to have more tenacity than I'd thought.\You...\Why?\Oh, I merely happened by. response:	So, how is your body?
context: Removing Command Seals also requires extracting your Magic Circuits.\That's a good boy...\I do enjoy it when you struggle.\I expected to find you long dead, but you seem to have more tenacity than I'd thought.\You...\Why?\Oh, I merely happened by.\So, how is your body? response:	My arrows should have severed Caster's threads.
context: That's a good boy...\I do enjoy it when you struggle.\I expected to find you long dead, but you seem to have more tenacity than I'd thought.\You...\Why?\Oh, I merely happened by.\So, how is your body?\My arrows should have severed Caster's threads. response:	Yeah, I can move...
context: I do enjoy it when you struggle.\I expected to find you long dead, but you seem to have more tenacity than I'd thought.\You...\Why?\Oh, I merely happened by.\So, how is your body?\My arrows should have severed Caster's threads.\Yeah, I can move... response:	Then that's good.
context: I expected to find you long dead, but you seem to have more tenacity than I'd thought.\You...\Why?\Oh, I merely happened by.\So, how is your body?\My arrows should have severed Caster's threads.\Yeah, I can move...\Then that's good. response:	As much as I would like to say, Do what you want,
context: You...\Why?\Oh, I merely happened by.\So, how is your body?\My arrows should have severed Caster's threads.\Yeah, I can move...\Then that's good.\As much as I would like to say, Do what you want, response:	I suggest you stay where you are for now.
context: Why?\Oh, I merely happened by.\So, how is your body?\My arrows should have severed Caster's threads.\Yeah, I can move...\Then that's good.\As much as I would like to say, Do what you want,\I suggest you stay where you are for now. response:	If you move without thinking...
context: Oh, I merely happened by.\So, how is your body?\My arrows should have severed Caster's threads.\Yeah, I can move...\Then that's good.\As much as I would like to say, Do what you want,\I suggest you stay where you are for now.\If you move without thinking... response:	You are Archer?
context: So, how is your body?\My arrows should have severed Caster's threads.\Yeah, I can move...\Then that's good.\As much as I would like to say, Do what you want,\I suggest you stay where you are for now.\If you move without thinking...\You are Archer? response:	Damn that Assassin! What is he doing?
context: My arrows should have severed Caster's threads.\Yeah, I can move...\Then that's good.\As much as I would like to say, Do what you want,\I suggest you stay where you are for now.\If you move without thinking...\You are Archer?\Damn that Assassin! What is he doing? response:	See? She'll take her anger out on you.
context: Yeah, I can move...\Then that's good.\As much as I would like to say, Do what you want,\I suggest you stay where you are for now.\If you move without thinking...\You are Archer?\Damn that Assassin! What is he doing?\See? She'll take her anger out on you. response:	A woman's fury is difficult to control.
context: Then that's good.\As much as I would like to say, Do what you want,\I suggest you stay where you are for now.\If you move without thinking...\You are Archer?\Damn that Assassin! What is he doing?\See? She'll take her anger out on you.\A woman's fury is difficult to control. response:	Damn.
context: As much as I would like to say, Do what you want,\I suggest you stay where you are for now.\If you move without thinking...\You are Archer?\Damn that Assassin! What is he doing?\See? She'll take her anger out on you.\A woman's fury is difficult to control.\Damn. response:	I think things are about to get a bit violent.
context: I suggest you stay where you are for now.\If you move without thinking...\You are Archer?\Damn that Assassin! What is he doing?\See? She'll take her anger out on you.\A woman's fury is difficult to control.\Damn.\I think things are about to get a bit violent. response:	I don't need your help!
context: If you move without thinking...\You are Archer?\Damn that Assassin! What is he doing?\See? She'll take her anger out on you.\A woman's fury is difficult to control.\Damn.\I think things are about to get a bit violent.\I don't need your help! response:	I can no longer tolerate a fool like you.
context: You are Archer?\Damn that Assassin! What is he doing?\See? She'll take her anger out on you.\A woman's fury is difficult to control.\Damn.\I think things are about to get a bit violent.\I don't need your help!\I can no longer tolerate a fool like you. response:	To those who call me a witch,
context: Damn that Assassin! What is he doing?\See? She'll take her anger out on you.\A woman's fury is difficult to control.\Damn.\I think things are about to get a bit violent.\I don't need your help!\I can no longer tolerate a fool like you.\To those who call me a witch, response:	I shall deal the appropriate punishment.
context: See? She'll take her anger out on you.\A woman's fury is difficult to control.\Damn.\I think things are about to get a bit violent.\I don't need your help!\I can no longer tolerate a fool like you.\To those who call me a witch,\I shall deal the appropriate punishment. response:	A Servant who uses only sword skills to achieve what a Noble Phantasm would...
context: A woman's fury is difficult to control.\Damn.\I think things are about to get a bit violent.\I don't need your help!\I can no longer tolerate a fool like you.\To those who call me a witch,\I shall deal the appropriate punishment.\A Servant who uses only sword skills to achieve what a Noble Phantasm would... response:	Next Time The Reward for the Death Match
context: Damn.\I think things are about to get a bit violent.\I don't need your help!\I can no longer tolerate a fool like you.\To those who call me a witch,\I shall deal the appropriate punishment.\A Servant who uses only sword skills to achieve what a Noble Phantasm would...\Next Time The Reward for the Death Match response:	Shall I break open that belief with brute force?
