context: Rule the Court Aoba Johsai High School Volleyball Club response:	What? Again?
context: Date Tech had quite the crowd cheering for them, too,\but these guys...\Ready, and...\Oikawa-kun! Do your best!\They've got that.\Ain't no way I'm gonna lose! Let's go!\Yeah!\Come on, louder! It's like Seijoh's the only team on the court! response:	We're going to be serving first.
context: but these guys...\Ready, and...\Oikawa-kun! Do your best!\They've got that.\Ain't no way I'm gonna lose! Let's go!\Yeah!\Come on, louder! It's like Seijoh's the only team on the court!\We're going to be serving first. response:	Right.
context: Ready, and...\Oikawa-kun! Do your best!\They've got that.\Ain't no way I'm gonna lose! Let's go!\Yeah!\Come on, louder! It's like Seijoh's the only team on the court!\We're going to be serving first.\Right. response:	Right!
context: Oikawa-kun! Do your best!\They've got that.\Ain't no way I'm gonna lose! Let's go!\Yeah!\Come on, louder! It's like Seijoh's the only team on the court!\We're going to be serving first.\Right.\Right! response:	Ready, and...
context: They've got that.\Ain't no way I'm gonna lose! Let's go!\Yeah!\Come on, louder! It's like Seijoh's the only team on the court!\We're going to be serving first.\Right.\Right!\Ready, and... response:	Oikawa-senpai! Do your best
context: Ain't no way I'm gonna lose! Let's go!\Yeah!\Come on, louder! It's like Seijoh's the only team on the court!\We're going to be serving first.\Right.\Right!\Ready, and...\Oikawa-senpai! Do your best response:	Karasuno!
context: Yeah!\Come on, louder! It's like Seijoh's the only team on the court!\We're going to be serving first.\Right.\Right!\Ready, and...\Oikawa-senpai! Do your best\Karasuno! response:	Fight!
context: Come on, louder! It's like Seijoh's the only team on the court!\We're going to be serving first.\Right.\Right!\Ready, and...\Oikawa-senpai! Do your best\Karasuno!\Fight! response:	Yeah!
context: We're going to be serving first.\Right.\Right!\Ready, and...\Oikawa-senpai! Do your best\Karasuno!\Fight!\Yeah! response:	Fight!
context: Right.\Right!\Ready, and...\Oikawa-senpai! Do your best\Karasuno!\Fight!\Yeah!\Fight! response:	Fight!
context: Right!\Ready, and...\Oikawa-senpai! Do your best\Karasuno!\Fight!\Yeah!\Fight!\Fight! response:	Fight!
context: Ready, and...\Oikawa-senpai! Do your best\Karasuno!\Fight!\Yeah!\Fight!\Fight!\Fight! response:	Next, we'll do serves!
context: Oikawa-senpai! Do your best\Karasuno!\Fight!\Yeah!\Fight!\Fight!\Fight!\Next, we'll do serves! response:	They sure are pumped up.
context: Karasuno!\Fight!\Yeah!\Fight!\Fight!\Fight!\Next, we'll do serves!\They sure are pumped up. response:	Right!
context: Fight!\Yeah!\Fight!\Fight!\Fight!\Next, we'll do serves!\They sure are pumped up.\Right! response:	By the way, did your student get better at serves?
context: Yeah!\Fight!\Fight!\Fight!\Next, we'll do serves!\They sure are pumped up.\Right!\By the way, did your student get better at serves? response:	What do you mean, student?
context: Fight!\Fight!\Fight!\Next, we'll do serves!\They sure are pumped up.\Right!\By the way, did your student get better at serves?\What do you mean, student? response:	Will you teach me how to do a jump float serve?
context: Fight!\Fight!\Next, we'll do serves!\They sure are pumped up.\Right!\By the way, did your student get better at serves?\What do you mean, student?\Will you teach me how to do a jump float serve? response:	It's only been a week since then.
context: Fight!\Next, we'll do serves!\They sure are pumped up.\Right!\By the way, did your student get better at serves?\What do you mean, student?\Will you teach me how to do a jump float serve?\It's only been a week since then. response:	Here I go!
context: Next, we'll do serves!\They sure are pumped up.\Right!\By the way, did your student get better at serves?\What do you mean, student?\Will you teach me how to do a jump float serve?\It's only been a week since then.\Here I go! response:	He may be able to get some lucky hits in,
context: They sure are pumped up.\Right!\By the way, did your student get better at serves?\What do you mean, student?\Will you teach me how to do a jump float serve?\It's only been a week since then.\Here I go!\He may be able to get some lucky hits in, response:	but he can't really control it yet.
context: Right!\By the way, did your student get better at serves?\What do you mean, student?\Will you teach me how to do a jump float serve?\It's only been a week since then.\Here I go!\He may be able to get some lucky hits in,\but he can't really control it yet. response:	Nice, Makki. Super sharp.
context: By the way, did your student get better at serves?\What do you mean, student?\Will you teach me how to do a jump float serve?\It's only been a week since then.\Here I go!\He may be able to get some lucky hits in,\but he can't really control it yet.\Nice, Makki. Super sharp. response:	Sorry, Kindaichi.
context: What do you mean, student?\Will you teach me how to do a jump float serve?\It's only been a week since then.\Here I go!\He may be able to get some lucky hits in,\but he can't really control it yet.\Nice, Makki. Super sharp.\Sorry, Kindaichi. response:	That one was a little high.
context: Will you teach me how to do a jump float serve?\It's only been a week since then.\Here I go!\He may be able to get some lucky hits in,\but he can't really control it yet.\Nice, Makki. Super sharp.\Sorry, Kindaichi.\That one was a little high. response:	Uh, no... Yes!
context: It's only been a week since then.\Here I go!\He may be able to get some lucky hits in,\but he can't really control it yet.\Nice, Makki. Super sharp.\Sorry, Kindaichi.\That one was a little high.\Uh, no... Yes! response:	Iwa-chan, you sure you're not trying too hard?
context: Here I go!\He may be able to get some lucky hits in,\but he can't really control it yet.\Nice, Makki. Super sharp.\Sorry, Kindaichi.\That one was a little high.\Uh, no... Yes!\Iwa-chan, you sure you're not trying too hard? response:	You don't have to try and show off.
context: He may be able to get some lucky hits in,\but he can't really control it yet.\Nice, Makki. Super sharp.\Sorry, Kindaichi.\That one was a little high.\Uh, no... Yes!\Iwa-chan, you sure you're not trying too hard?\You don't have to try and show off. response:	None of the girls will be looking at you, anyway.
context: but he can't really control it yet.\Nice, Makki. Super sharp.\Sorry, Kindaichi.\That one was a little high.\Uh, no... Yes!\Iwa-chan, you sure you're not trying too hard?\You don't have to try and show off.\None of the girls will be looking at you, anyway. response:	Oikawa-kun is apparently watching the other players very closely.
context: Nice, Makki. Super sharp.\Sorry, Kindaichi.\That one was a little high.\Uh, no... Yes!\Iwa-chan, you sure you're not trying too hard?\You don't have to try and show off.\None of the girls will be looking at you, anyway.\Oikawa-kun is apparently watching the other players very closely. response:	I-Iwasaki-san! Calm down! We're right before a match!
context: Sorry, Kindaichi.\That one was a little high.\Uh, no... Yes!\Iwa-chan, you sure you're not trying too hard?\You don't have to try and show off.\None of the girls will be looking at you, anyway.\Oikawa-kun is apparently watching the other players very closely.\I-Iwasaki-san! Calm down! We're right before a match! response:	Let go of me, Kindachi!
context: That one was a little high.\Uh, no... Yes!\Iwa-chan, you sure you're not trying too hard?\You don't have to try and show off.\None of the girls will be looking at you, anyway.\Oikawa-kun is apparently watching the other players very closely.\I-Iwasaki-san! Calm down! We're right before a match!\Let go of me, Kindachi! response:	I don't understand all of the technical stuff yet,
context: Uh, no... Yes!\Iwa-chan, you sure you're not trying too hard?\You don't have to try and show off.\None of the girls will be looking at you, anyway.\Oikawa-kun is apparently watching the other players very closely.\I-Iwasaki-san! Calm down! We're right before a match!\Let go of me, Kindachi!\I don't understand all of the technical stuff yet, response:	Now's not a good time! See? Everyone's staring hard!
context: Iwa-chan, you sure you're not trying too hard?\You don't have to try and show off.\None of the girls will be looking at you, anyway.\Oikawa-kun is apparently watching the other players very closely.\I-Iwasaki-san! Calm down! We're right before a match!\Let go of me, Kindachi!\I don't understand all of the technical stuff yet,\Now's not a good time! See? Everyone's staring hard! response:	but I can see that the team seems to be in good shape.
context: You don't have to try and show off.\None of the girls will be looking at you, anyway.\Oikawa-kun is apparently watching the other players very closely.\I-Iwasaki-san! Calm down! We're right before a match!\Let go of me, Kindachi!\I don't understand all of the technical stuff yet,\Now's not a good time! See? Everyone's staring hard!\but I can see that the team seems to be in good shape. response:	I don't care. I'm gonna hit him.
context: None of the girls will be looking at you, anyway.\Oikawa-kun is apparently watching the other players very closely.\I-Iwasaki-san! Calm down! We're right before a match!\Let go of me, Kindachi!\I don't understand all of the technical stuff yet,\Now's not a good time! See? Everyone's staring hard!\but I can see that the team seems to be in good shape.\I don't care. I'm gonna hit him. response:	Hey! What are you saying?!
context: Oikawa-kun is apparently watching the other players very closely.\I-Iwasaki-san! Calm down! We're right before a match!\Let go of me, Kindachi!\I don't understand all of the technical stuff yet,\Now's not a good time! See? Everyone's staring hard!\but I can see that the team seems to be in good shape.\I don't care. I'm gonna hit him.\Hey! What are you saying?! response:	Iwaizumi-san, calm down!
context: I-Iwasaki-san! Calm down! We're right before a match!\Let go of me, Kindachi!\I don't understand all of the technical stuff yet,\Now's not a good time! See? Everyone's staring hard!\but I can see that the team seems to be in good shape.\I don't care. I'm gonna hit him.\Hey! What are you saying?!\Iwaizumi-san, calm down! response:	You think so?
context: Let go of me, Kindachi!\I don't understand all of the technical stuff yet,\Now's not a good time! See? Everyone's staring hard!\but I can see that the team seems to be in good shape.\I don't care. I'm gonna hit him.\Hey! What are you saying?!\Iwaizumi-san, calm down!\You think so? response:	Aoba Johsai Karasuno
context: I don't understand all of the technical stuff yet,\Now's not a good time! See? Everyone's staring hard!\but I can see that the team seems to be in good shape.\I don't care. I'm gonna hit him.\Hey! What are you saying?!\Iwaizumi-san, calm down!\You think so?\Aoba Johsai Karasuno response:	Line up!
context: Now's not a good time! See? Everyone's staring hard!\but I can see that the team seems to be in good shape.\I don't care. I'm gonna hit him.\Hey! What are you saying?!\Iwaizumi-san, calm down!\You think so?\Aoba Johsai Karasuno\Line up! response:	Best Setter Award Oikawa Toru
context: but I can see that the team seems to be in good shape.\I don't care. I'm gonna hit him.\Hey! What are you saying?!\Iwaizumi-san, calm down!\You think so?\Aoba Johsai Karasuno\Line up!\Best Setter Award Oikawa Toru response:	Certain Victory Kitagawa Daiichi Junior High School Volleyball Club
context: I don't care. I'm gonna hit him.\Hey! What are you saying?!\Iwaizumi-san, calm down!\You think so?\Aoba Johsai Karasuno\Line up!\Best Setter Award Oikawa Toru\Certain Victory Kitagawa Daiichi Junior High School Volleyball Club response:	I'm going up against him in an official match for the first time.
context: Hey! What are you saying?!\Iwaizumi-san, calm down!\You think so?\Aoba Johsai Karasuno\Line up!\Best Setter Award Oikawa Toru\Certain Victory Kitagawa Daiichi Junior High School Volleyball Club\I'm going up against him in an official match for the first time. response:	Let's play!
context: Iwaizumi-san, calm down!\You think so?\Aoba Johsai Karasuno\Line up!\Best Setter Award Oikawa Toru\Certain Victory Kitagawa Daiichi Junior High School Volleyball Club\I'm going up against him in an official match for the first time.\Let's play! response:	Hey, it's starting. The third match, huh?
context: You think so?\Aoba Johsai Karasuno\Line up!\Best Setter Award Oikawa Toru\Certain Victory Kitagawa Daiichi Junior High School Volleyball Club\I'm going up against him in an official match for the first time.\Let's play!\Hey, it's starting. The third match, huh? response:	If they win, they'll be in the top eight!
context: Aoba Johsai Karasuno\Line up!\Best Setter Award Oikawa Toru\Certain Victory Kitagawa Daiichi Junior High School Volleyball Club\I'm going up against him in an official match for the first time.\Let's play!\Hey, it's starting. The third match, huh?\If they win, they'll be in the top eight! response:	I wonder who'll win.
context: Line up!\Best Setter Award Oikawa Toru\Certain Victory Kitagawa Daiichi Junior High School Volleyball Club\I'm going up against him in an official match for the first time.\Let's play!\Hey, it's starting. The third match, huh?\If they win, they'll be in the top eight!\I wonder who'll win. response:	It's definitely going to be Aoba Johsai.
context: Best Setter Award Oikawa Toru\Certain Victory Kitagawa Daiichi Junior High School Volleyball Club\I'm going up against him in an official match for the first time.\Let's play!\Hey, it's starting. The third match, huh?\If they win, they'll be in the top eight!\I wonder who'll win.\It's definitely going to be Aoba Johsai. response:	Hey, Tobio-chan.
context: Certain Victory Kitagawa Daiichi Junior High School Volleyball Club\I'm going up against him in an official match for the first time.\Let's play!\Hey, it's starting. The third match, huh?\If they win, they'll be in the top eight!\I wonder who'll win.\It's definitely going to be Aoba Johsai.\Hey, Tobio-chan. response:	I came here excited to take down the genius setter,
context: I'm going up against him in an official match for the first time.\Let's play!\Hey, it's starting. The third match, huh?\If they win, they'll be in the top eight!\I wonder who'll win.\It's definitely going to be Aoba Johsai.\Hey, Tobio-chan.\I came here excited to take down the genius setter, response:	so do your best, and hold on.
context: Let's play!\Hey, it's starting. The third match, huh?\If they win, they'll be in the top eight!\I wonder who'll win.\It's definitely going to be Aoba Johsai.\Hey, Tobio-chan.\I came here excited to take down the genius setter,\so do your best, and hold on. response:	We will win
context: Hey, it's starting. The third match, huh?\If they win, they'll be in the top eight!\I wonder who'll win.\It's definitely going to be Aoba Johsai.\Hey, Tobio-chan.\I came here excited to take down the genius setter,\so do your best, and hold on.\We will win response:	We won't lose!
context: If they win, they'll be in the top eight!\I wonder who'll win.\It's definitely going to be Aoba Johsai.\Hey, Tobio-chan.\I came here excited to take down the genius setter,\so do your best, and hold on.\We will win\We won't lose! response:	Don't butt in when I'm talking, Hinata, you jackass!
context: I wonder who'll win.\It's definitely going to be Aoba Johsai.\Hey, Tobio-chan.\I came here excited to take down the genius setter,\so do your best, and hold on.\We will win\We won't lose!\Don't butt in when I'm talking, Hinata, you jackass! response:	We won't...
context: It's definitely going to be Aoba Johsai.\Hey, Tobio-chan.\I came here excited to take down the genius setter,\so do your best, and hold on.\We will win\We won't lose!\Don't butt in when I'm talking, Hinata, you jackass!\We won't... response:	Go, go, go! Go, go, Seijoh!
context: Hey, Tobio-chan.\I came here excited to take down the genius setter,\so do your best, and hold on.\We will win\We won't lose!\Don't butt in when I'm talking, Hinata, you jackass!\We won't...\Go, go, go! Go, go, Seijoh! response:	Rule the Court Aoba Johsai High School Volleyball Club
context: I came here excited to take down the genius setter,\so do your best, and hold on.\We will win\We won't lose!\Don't butt in when I'm talking, Hinata, you jackass!\We won't...\Go, go, go! Go, go, Seijoh!\Rule the Court Aoba Johsai High School Volleyball Club response:	Go, go, go! Go, go, Seijoh!
context: so do your best, and hold on.\We will win\We won't lose!\Don't butt in when I'm talking, Hinata, you jackass!\We won't...\Go, go, go! Go, go, Seijoh!\Rule the Court Aoba Johsai High School Volleyball Club\Go, go, go! Go, go, Seijoh! response:	Push it, push it, push it! Push it, push it, Seijoh!
context: We will win\We won't lose!\Don't butt in when I'm talking, Hinata, you jackass!\We won't...\Go, go, go! Go, go, Seijoh!\Rule the Court Aoba Johsai High School Volleyball Club\Go, go, go! Go, go, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh! response:	All of you
context: We won't lose!\Don't butt in when I'm talking, Hinata, you jackass!\We won't...\Go, go, go! Go, go, Seijoh!\Rule the Court Aoba Johsai High School Volleyball Club\Go, go, go! Go, go, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh!\All of you response:	Push it, push it, push it! Push it, push it, Seijoh!
context: Don't butt in when I'm talking, Hinata, you jackass!\We won't...\Go, go, go! Go, go, Seijoh!\Rule the Court Aoba Johsai High School Volleyball Club\Go, go, go! Go, go, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh!\All of you\Push it, push it, push it! Push it, push it, Seijoh! response:	have already defeated Aoba Johsai once.
context: We won't...\Go, go, go! Go, go, Seijoh!\Rule the Court Aoba Johsai High School Volleyball Club\Go, go, go! Go, go, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh!\All of you\Push it, push it, push it! Push it, push it, Seijoh!\have already defeated Aoba Johsai once. response:	Even if our opponents were not at their best at the time,
context: Go, go, go! Go, go, Seijoh!\Rule the Court Aoba Johsai High School Volleyball Club\Go, go, go! Go, go, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh!\All of you\Push it, push it, push it! Push it, push it, Seijoh!\have already defeated Aoba Johsai once.\Even if our opponents were not at their best at the time, response:	I believe the fact that we won
context: Rule the Court Aoba Johsai High School Volleyball Club\Go, go, go! Go, go, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh!\All of you\Push it, push it, push it! Push it, push it, Seijoh!\have already defeated Aoba Johsai once.\Even if our opponents were not at their best at the time,\I believe the fact that we won response:	is enough reason to have confidence.
context: Go, go, go! Go, go, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh!\All of you\Push it, push it, push it! Push it, push it, Seijoh!\have already defeated Aoba Johsai once.\Even if our opponents were not at their best at the time,\I believe the fact that we won\is enough reason to have confidence. response:	Not conceit, but confidence.
context: Push it, push it, push it! Push it, push it, Seijoh!\All of you\Push it, push it, push it! Push it, push it, Seijoh!\have already defeated Aoba Johsai once.\Even if our opponents were not at their best at the time,\I believe the fact that we won\is enough reason to have confidence.\Not conceit, but confidence. response:	Right!
context: All of you\Push it, push it, push it! Push it, push it, Seijoh!\have already defeated Aoba Johsai once.\Even if our opponents were not at their best at the time,\I believe the fact that we won\is enough reason to have confidence.\Not conceit, but confidence.\Right! response:	Karasuno... Fight!
context: Push it, push it, push it! Push it, push it, Seijoh!\have already defeated Aoba Johsai once.\Even if our opponents were not at their best at the time,\I believe the fact that we won\is enough reason to have confidence.\Not conceit, but confidence.\Right!\Karasuno... Fight! response:	Yeah!
context: have already defeated Aoba Johsai once.\Even if our opponents were not at their best at the time,\I believe the fact that we won\is enough reason to have confidence.\Not conceit, but confidence.\Right!\Karasuno... Fight!\Yeah! response:	All right. Let's do this.
context: Even if our opponents were not at their best at the time,\I believe the fact that we won\is enough reason to have confidence.\Not conceit, but confidence.\Right!\Karasuno... Fight!\Yeah!\All right. Let's do this. response:	Now then, as usual...
context: I believe the fact that we won\is enough reason to have confidence.\Not conceit, but confidence.\Right!\Karasuno... Fight!\Yeah!\All right. Let's do this.\Now then, as usual... response:	I believe in all of you.
context: is enough reason to have confidence.\Not conceit, but confidence.\Right!\Karasuno... Fight!\Yeah!\All right. Let's do this.\Now then, as usual...\I believe in all of you. response:	I think...
context: Not conceit, but confidence.\Right!\Karasuno... Fight!\Yeah!\All right. Let's do this.\Now then, as usual...\I believe in all of you.\I think... response:	The one line he always says before a match...
context: Right!\Karasuno... Fight!\Yeah!\All right. Let's do this.\Now then, as usual...\I believe in all of you.\I think...\The one line he always says before a match... response:	When he says it, it almost sounds like a joke,
context: Karasuno... Fight!\Yeah!\All right. Let's do this.\Now then, as usual...\I believe in all of you.\I think...\The one line he always says before a match...\When he says it, it almost sounds like a joke, response:	and yet it almost sounds like a threat.
context: Yeah!\All right. Let's do this.\Now then, as usual...\I believe in all of you.\I think...\The one line he always says before a match...\When he says it, it almost sounds like a joke,\and yet it almost sounds like a threat. response:	However, because everyone knows that,
context: All right. Let's do this.\Now then, as usual...\I believe in all of you.\I think...\The one line he always says before a match...\When he says it, it almost sounds like a joke,\and yet it almost sounds like a threat.\However, because everyone knows that, response:	there is no underlying meaning behind those words.
context: Now then, as usual...\I believe in all of you.\I think...\The one line he always says before a match...\When he says it, it almost sounds like a joke,\and yet it almost sounds like a threat.\However, because everyone knows that,\there is no underlying meaning behind those words. response:	They can all trust in him to the utmost.
context: I believe in all of you.\I think...\The one line he always says before a match...\When he says it, it almost sounds like a joke,\and yet it almost sounds like a threat.\However, because everyone knows that,\there is no underlying meaning behind those words.\They can all trust in him to the utmost. response:	Let's go!
context: I think...\The one line he always says before a match...\When he says it, it almost sounds like a joke,\and yet it almost sounds like a threat.\However, because everyone knows that,\there is no underlying meaning behind those words.\They can all trust in him to the utmost.\Let's go! response:	Yeah!
context: The one line he always says before a match...\When he says it, it almost sounds like a joke,\and yet it almost sounds like a threat.\However, because everyone knows that,\there is no underlying meaning behind those words.\They can all trust in him to the utmost.\Let's go!\Yeah! response:	Tsukishima, nice serve!
context: When he says it, it almost sounds like a joke,\and yet it almost sounds like a threat.\However, because everyone knows that,\there is no underlying meaning behind those words.\They can all trust in him to the utmost.\Let's go!\Yeah!\Tsukishima, nice serve! response:	Kunimi!
context: and yet it almost sounds like a threat.\However, because everyone knows that,\there is no underlying meaning behind those words.\They can all trust in him to the utmost.\Let's go!\Yeah!\Tsukishima, nice serve!\Kunimi! response:	Right!
context: However, because everyone knows that,\there is no underlying meaning behind those words.\They can all trust in him to the utmost.\Let's go!\Yeah!\Tsukishima, nice serve!\Kunimi!\Right! response:	Nice recieve!
context: there is no underlying meaning behind those words.\They can all trust in him to the utmost.\Let's go!\Yeah!\Tsukishima, nice serve!\Kunimi!\Right!\Nice recieve! response:	Two of the guys in the front line jumped out!
context: They can all trust in him to the utmost.\Let's go!\Yeah!\Tsukishima, nice serve!\Kunimi!\Right!\Nice recieve!\Two of the guys in the front line jumped out! response:	Who will they use?
context: Let's go!\Yeah!\Tsukishima, nice serve!\Kunimi!\Right!\Nice recieve!\Two of the guys in the front line jumped out!\Who will they use? response:	All right.
context: Yeah!\Tsukishima, nice serve!\Kunimi!\Right!\Nice recieve!\Two of the guys in the front line jumped out!\Who will they use?\All right. response:	It's been a while since I've seen Oikawa-san's set up so close.
context: Tsukishima, nice serve!\Kunimi!\Right!\Nice recieve!\Two of the guys in the front line jumped out!\Who will they use?\All right.\It's been a while since I've seen Oikawa-san's set up so close. response:	It was a setter dump!
context: Kunimi!\Right!\Nice recieve!\Two of the guys in the front line jumped out!\Who will they use?\All right.\It's been a while since I've seen Oikawa-san's set up so close.\It was a setter dump! response:	Rule the Court Aoba Johsai High School Volleyball Club
context: Right!\Nice recieve!\Two of the guys in the front line jumped out!\Who will they use?\All right.\It's been a while since I've seen Oikawa-san's set up so close.\It was a setter dump!\Rule the Court Aoba Johsai High School Volleyball Club response:	Go, go, Toru! Push it, push it, Toru! One more!
context: Nice recieve!\Two of the guys in the front line jumped out!\Who will they use?\All right.\It's been a while since I've seen Oikawa-san's set up so close.\It was a setter dump!\Rule the Court Aoba Johsai High School Volleyball Club\Go, go, Toru! Push it, push it, Toru! One more! response:	Damn it!
context: Two of the guys in the front line jumped out!\Who will they use?\All right.\It's been a while since I've seen Oikawa-san's set up so close.\It was a setter dump!\Rule the Court Aoba Johsai High School Volleyball Club\Go, go, Toru! Push it, push it, Toru! One more!\Damn it! response:	Well, well...
context: Who will they use?\All right.\It's been a while since I've seen Oikawa-san's set up so close.\It was a setter dump!\Rule the Court Aoba Johsai High School Volleyball Club\Go, go, Toru! Push it, push it, Toru! One more!\Damn it!\Well, well... response:	That was a rather bold dump...
context: All right.\It's been a while since I've seen Oikawa-san's set up so close.\It was a setter dump!\Rule the Court Aoba Johsai High School Volleyball Club\Go, go, Toru! Push it, push it, Toru! One more!\Damn it!\Well, well...\That was a rather bold dump... response:	Come on. I'll be doing the same thing again.
context: It's been a while since I've seen Oikawa-san's set up so close.\It was a setter dump!\Rule the Court Aoba Johsai High School Volleyball Club\Go, go, Toru! Push it, push it, Toru! One more!\Damn it!\Well, well...\That was a rather bold dump...\Come on. I'll be doing the same thing again. response:	Don't stand there so out of it. Pay attention.
context: It was a setter dump!\Rule the Court Aoba Johsai High School Volleyball Club\Go, go, Toru! Push it, push it, Toru! One more!\Damn it!\Well, well...\That was a rather bold dump...\Come on. I'll be doing the same thing again.\Don't stand there so out of it. Pay attention. response:	H-He said he'd do that again,
context: Rule the Court Aoba Johsai High School Volleyball Club\Go, go, Toru! Push it, push it, Toru! One more!\Damn it!\Well, well...\That was a rather bold dump...\Come on. I'll be doing the same thing again.\Don't stand there so out of it. Pay attention.\H-He said he'd do that again, response:	but is he telling the truth?
context: Go, go, Toru! Push it, push it, Toru! One more!\Damn it!\Well, well...\That was a rather bold dump...\Come on. I'll be doing the same thing again.\Don't stand there so out of it. Pay attention.\H-He said he'd do that again,\but is he telling the truth? response:	I guess someone wouldn't usually do that again...
context: Damn it!\Well, well...\That was a rather bold dump...\Come on. I'll be doing the same thing again.\Don't stand there so out of it. Pay attention.\H-He said he'd do that again,\but is he telling the truth?\I guess someone wouldn't usually do that again... response:	Then again, he could realize we'd think that and do it again.
context: Well, well...\That was a rather bold dump...\Come on. I'll be doing the same thing again.\Don't stand there so out of it. Pay attention.\H-He said he'd do that again,\but is he telling the truth?\I guess someone wouldn't usually do that again...\Then again, he could realize we'd think that and do it again. response:	I see! Tanaka-san, you're amazing!
context: That was a rather bold dump...\Come on. I'll be doing the same thing again.\Don't stand there so out of it. Pay attention.\H-He said he'd do that again,\but is he telling the truth?\I guess someone wouldn't usually do that again...\Then again, he could realize we'd think that and do it again.\I see! Tanaka-san, you're amazing! response:	Hey, now. There's no point in dwelling on that.
context: Come on. I'll be doing the same thing again.\Don't stand there so out of it. Pay attention.\H-He said he'd do that again,\but is he telling the truth?\I guess someone wouldn't usually do that again...\Then again, he could realize we'd think that and do it again.\I see! Tanaka-san, you're amazing!\Hey, now. There's no point in dwelling on that. response:	It's the same as trying to figure out what your opponent
context: Don't stand there so out of it. Pay attention.\H-He said he'd do that again,\but is he telling the truth?\I guess someone wouldn't usually do that again...\Then again, he could realize we'd think that and do it again.\I see! Tanaka-san, you're amazing!\Hey, now. There's no point in dwelling on that.\It's the same as trying to figure out what your opponent response:	will throw out in rock-paper-scissors.
context: H-He said he'd do that again,\but is he telling the truth?\I guess someone wouldn't usually do that again...\Then again, he could realize we'd think that and do it again.\I see! Tanaka-san, you're amazing!\Hey, now. There's no point in dwelling on that.\It's the same as trying to figure out what your opponent\will throw out in rock-paper-scissors. response:	Aoba Johsai Karasuno
context: but is he telling the truth?\I guess someone wouldn't usually do that again...\Then again, he could realize we'd think that and do it again.\I see! Tanaka-san, you're amazing!\Hey, now. There's no point in dwelling on that.\It's the same as trying to figure out what your opponent\will throw out in rock-paper-scissors.\Aoba Johsai Karasuno response:	Don't overthink it.
context: I guess someone wouldn't usually do that again...\Then again, he could realize we'd think that and do it again.\I see! Tanaka-san, you're amazing!\Hey, now. There's no point in dwelling on that.\It's the same as trying to figure out what your opponent\will throw out in rock-paper-scissors.\Aoba Johsai Karasuno\Don't overthink it. response:	Right!
context: Then again, he could realize we'd think that and do it again.\I see! Tanaka-san, you're amazing!\Hey, now. There's no point in dwelling on that.\It's the same as trying to figure out what your opponent\will throw out in rock-paper-scissors.\Aoba Johsai Karasuno\Don't overthink it.\Right! response:	Nice serve, Matsukawa!
context: I see! Tanaka-san, you're amazing!\Hey, now. There's no point in dwelling on that.\It's the same as trying to figure out what your opponent\will throw out in rock-paper-scissors.\Aoba Johsai Karasuno\Don't overthink it.\Right!\Nice serve, Matsukawa! response:	All right!
context: Hey, now. There's no point in dwelling on that.\It's the same as trying to figure out what your opponent\will throw out in rock-paper-scissors.\Aoba Johsai Karasuno\Don't overthink it.\Right!\Nice serve, Matsukawa!\All right! response:	Daichi-san, nice recieve!
context: It's the same as trying to figure out what your opponent\will throw out in rock-paper-scissors.\Aoba Johsai Karasuno\Don't overthink it.\Right!\Nice serve, Matsukawa!\All right!\Daichi-san, nice recieve! response:	Come to me!
context: will throw out in rock-paper-scissors.\Aoba Johsai Karasuno\Don't overthink it.\Right!\Nice serve, Matsukawa!\All right!\Daichi-san, nice recieve!\Come to me! response:	Hey, it's 10.
context: Aoba Johsai Karasuno\Don't overthink it.\Right!\Nice serve, Matsukawa!\All right!\Daichi-san, nice recieve!\Come to me!\Hey, it's 10. response:	Is it coming?
context: Don't overthink it.\Right!\Nice serve, Matsukawa!\All right!\Daichi-san, nice recieve!\Come to me!\Hey, it's 10.\Is it coming? response:	There it is! It's so fast!
context: Right!\Nice serve, Matsukawa!\All right!\Daichi-san, nice recieve!\Come to me!\Hey, it's 10.\Is it coming?\There it is! It's so fast! response:	It's dead-on!
context: Nice serve, Matsukawa!\All right!\Daichi-san, nice recieve!\Come to me!\Hey, it's 10.\Is it coming?\There it is! It's so fast!\It's dead-on! response:	Hey, is the Seijoh setter going to try a dump again?
context: All right!\Daichi-san, nice recieve!\Come to me!\Hey, it's 10.\Is it coming?\There it is! It's so fast!\It's dead-on!\Hey, is the Seijoh setter going to try a dump again? response:	He's being even more obvious this time!
context: Daichi-san, nice recieve!\Come to me!\Hey, it's 10.\Is it coming?\There it is! It's so fast!\It's dead-on!\Hey, is the Seijoh setter going to try a dump again?\He's being even more obvious this time! response:	Don't underestimate me!
context: Come to me!\Hey, it's 10.\Is it coming?\There it is! It's so fast!\It's dead-on!\Hey, is the Seijoh setter going to try a dump again?\He's being even more obvious this time!\Don't underestimate me! response:	He went from a spike formation straight into
context: Hey, it's 10.\Is it coming?\There it is! It's so fast!\It's dead-on!\Hey, is the Seijoh setter going to try a dump again?\He's being even more obvious this time!\Don't underestimate me!\He went from a spike formation straight into response:	a set?
